Date,Close,MAT
16/07/2013,46.33,-0.006454411
15/07/2013,46.63,-0.009604172
12/07/2013,47.08,0.008318273
11/07/2013,46.69,0.003647681
10/07/2013,46.52,0.003013996
09/07/2013,46.38,0.007792247
08/07/2013,46.02,0.007196629
05/07/2013,45.69,0.016773732
03/07/2013,44.93,-0.002445261
02/07/2013,45.04,-0.013452623
01/07/2013,45.65,0.007475848
28/06/2013,45.31,0.007532158
27/06/2013,44.97,0.011855636
26/06/2013,44.44,0.001801802
25/06/2013,44.36,0.009968365
24/06/2013,43.92,-0.004543397
21/06/2013,44.12,0.002269118
20/06/2013,44.02,-0.026674225
19/06/2013,45.21,0.003545317
18/06/2013,45.05,0.013183076
17/06/2013,44.46,-0.005607282
14/06/2013,44.71,-0.004017863
13/06/2013,44.89,0.02070747
12/06/2013,43.97,-0.017136834
11/06/2013,44.73,-0.004461306
10/06/2013,44.93,-0.005548788
07/06/2013,45.18,0.019218469
06/06/2013,44.32,0.007473707
05/06/2013,43.99,-0.018468993
04/06/2013,44.81,-0.002896938
03/06/2013,44.94,0.004236822
31/05/2013,44.75,-0.005793243
30/05/2013,45.01,0.003561099
29/05/2013,44.85,-0.019430949
28/05/2013,45.73,0.002189143
24/05/2013,45.63,0.006155218
23/05/2013,45.35,-0.011401132
22/05/2013,45.87,-0.016861619
21/05/2013,46.65,0.010342691
20/05/2013,46.17,-0.013339268
17/05/2013,46.79,0.01290618
16/05/2013,46.19,-0.009909603
15/05/2013,46.65,0.001501663
14/05/2013,46.58,0.008841028
13/05/2013,46.17,0.004123717
10/05/2013,45.98,-0.002172497
09/05/2013,46.08,-0.00389864
08/05/2013,46.26,0.008030428
07/05/2013,45.89,0.008095439
06/05/2013,45.52,0.003741613
03/05/2013,45.35,0.012425276
02/05/2013,44.79,-0.003120823
01/05/2013,44.93,-0.016116918
30/04/2013,45.66,0.018791312
29/04/2013,44.81,0.003577021
26/04/2013,44.65,-0.003800161
25/04/2013,44.82,0.013025111
24/04/2013,44.24,0.000678349
23/04/2013,44.21,0.003171729
22/04/2013,44.07,0.001362398
19/04/2013,44.01,0.000681896
18/04/2013,43.98,0.004557893
17/04/2013,43.78,0.018442201
16/04/2013,42.98,-0.000930233
15/04/2013,43.02,-0.022978952
12/04/2013,44.02,-0.004533099
11/04/2013,44.22,0.003624834
10/04/2013,44.06,0.018323921
09/04/2013,43.26,0.008123522
08/04/2013,42.91,0.006312119
05/04/2013,42.64,-0.014897855
04/04/2013,43.28,0.006723104
03/04/2013,42.99,-0.023676546
02/04/2013,44.02,0.010734373
01/04/2013,43.55,-0.005038948
28/03/2013,43.77,0.009641948
27/03/2013,43.35,-0.004832595
26/03/2013,43.56,0.001148501
25/03/2013,43.51,0.006224804
22/03/2013,43.24,0.015381333
21/03/2013,42.58,0.006597573
20/03/2013,42.3,0.011651541
19/03/2013,41.81,0.000478469
18/03/2013,41.79,-0.008340332
15/03/2013,42.14,-0.003789678
14/03/2013,42.3,0.009024046
13/03/2013,41.92,0.007422517
12/03/2013,41.61,-0.001440922
11/03/2013,41.67,0.005776189
08/03/2013,41.43,0.004111748
07/03/2013,41.26,0.007785927
06/03/2013,40.94,-0.005602256
05/03/2013,41.17,0.013941769
04/03/2013,40.6,0.002466092
01/03/2013,40.5,-0.006153866
28/02/2013,40.75,-0.001716318
27/02/2013,40.82,0.015305162
26/02/2013,40.2,0.005988042
25/02/2013,39.96,-0.013916726
22/02/2013,40.52,0.002470967
21/02/2013,40.42,-0.008621805
20/02/2013,40.77,-0.01049174
19/02/2013,41.2,0.008531435
15/02/2013,40.85,-0.007317106
14/02/2013,41.15,0.003895793
13/02/2013,40.99,0.007837415
12/02/2013,40.67,0.009883945
11/02/2013,40.27,-0.001240849
08/02/2013,40.32,0.016252389
07/02/2013,39.67,0.00404143
06/02/2013,39.51,0.003549699
05/02/2013,39.37,0.015099455
04/02/2013,38.78,0.013499686
01/02/2013,38.26,0.016603359
31/01/2013,37.63,0.01391513
30/01/2013,37.11,-0.00403389
29/01/2013,37.26,0.008354718
28/01/2013,36.95,-0.005398124
25/01/2013,37.15,-0.023674467
24/01/2013,38.04,0.001578532
23/01/2013,37.98,-0.004728141
22/01/2013,38.16,0.003412525
18/01/2013,38.03,0.00659546
17/01/2013,37.78,0.012250486
16/01/2013,37.32,0.007800981
15/01/2013,37.03,0.005687219
14/01/2013,36.82,-0.008384092
11/01/2013,37.13,0.003507356
10/01/2013,37,0.005148365
09/01/2013,36.81,0.030618859
08/01/2013,35.7,-0.008923651
07/01/2013,36.02,-0.011867119
04/01/2013,36.45,-0.007380107
03/01/2013,36.72,-0.002176279
02/01/2013,36.8,0.004903306
31/12/2012,36.62,0.021529951
28/12/2012,35.84,-0.008335697
27/12/2012,36.14,-0.001935039
26/12/2012,36.21,-0.010712917
24/12/2012,36.6,-0.007892271
21/12/2012,36.89,-0.012124627
20/12/2012,37.34,-0.001070664
19/12/2012,37.38,-0.004004811
18/12/2012,37.53,0.008831852
17/12/2012,37.2,0.007013787
14/12/2012,36.94,0.002439356
13/12/2012,36.85,-0.009184289
12/12/2012,37.19,-0.003757385
11/12/2012,37.33,0.006989276
10/12/2012,37.07,0
07/12/2012,37.07,-0.001078458
06/12/2012,37.11,0.010837278
05/12/2012,36.71,-0.002176872
04/12/2012,36.79,-0.002985482
03/12/2012,36.9,-0.016396013
30/11/2012,37.51,0.013149257
29/11/2012,37.02,0.005960462
28/11/2012,36.8,0.009830773
27/11/2012,36.44,-0.007654493
26/11/2012,36.72,-0.004076646
23/11/2012,36.87,0.016407259
21/11/2012,36.27,0.002208116
20/11/2012,36.19,0.009718249
19/11/2012,35.84,0.014898378
16/11/2012,35.31,0.005395441
15/11/2012,35.12,0.000284779
14/11/2012,35.11,-0.011046706
13/11/2012,35.5,-0.008415197
12/11/2012,35.8,-0.005293229
09/11/2012,35.99,0.002503827
08/11/2012,35.9,-0.009702086
07/11/2012,36.25,-0.015330166
06/11/2012,36.81,0.009005382
05/11/2012,36.48,0.000548396
02/11/2012,36.46,-0.019017145
01/11/2012,37.16,0.010278695
31/10/2012,36.78,-0.001901399
26/10/2012,36.85,-0.005682602
25/10/2012,37.06,0.007312152
24/10/2012,36.79,0.001359989
23/10/2012,36.74,-0.011097691
22/10/2012,37.15,-0.009377162
19/10/2012,37.5,-0.007703584
18/10/2012,37.79,0.010373813
17/10/2012,37.4,0.005361943
16/10/2012,37.2,0.049032129
15/10/2012,35.42,-0.016520045
12/10/2012,36.01,0.021331148
11/10/2012,35.25,0.00198779
10/10/2012,35.18,-0.005103498
09/10/2012,35.36,-0.016547846
08/10/2012,35.95,0.000278203
05/10/2012,35.94,0.004461803
04/10/2012,35.78,0.012090686
03/10/2012,35.35,-0.002260527
02/10/2012,35.43,0.003959281
01/10/2012,35.29,-0.005087631
28/09/2012,35.47,-0.002252887
27/09/2012,35.55,0.006773946
26/09/2012,35.31,-0.007336376
25/09/2012,35.57,-0.005886492
24/09/2012,35.78,-0.00167551
21/09/2012,35.84,-0.00445435
20/09/2012,36,0.021053409
19/09/2012,35.25,-0.020775593
18/09/2012,35.99,-0.004159163
17/09/2012,36.14,-0.000829761
14/09/2012,36.17,0.014200434
13/09/2012,35.66,0.00337079
12/09/2012,35.54,0
11/09/2012,35.54,-0.000281334
10/09/2012,35.55,0.00140746
07/09/2012,35.5,-0.003935906
06/09/2012,35.64,0.025001302
05/09/2012,34.76,-0.006023251
04/09/2012,34.97,-0.004849532
31/08/2012,35.14,-0.00199005
30/08/2012,35.21,-0.004251105
29/08/2012,35.36,0.009947503
28/08/2012,35.01,-0.005128216
27/08/2012,35.19,-0.012987196
24/08/2012,35.65,0.007885144
23/08/2012,35.37,-0.003105154
22/08/2012,35.48,-0.001689665
21/08/2012,35.54,-0.005331849
20/08/2012,35.73,-0.000839278
17/08/2012,35.76,0.002519951
16/08/2012,35.67,0.004214081
15/08/2012,35.52,-0.003933694
14/08/2012,35.66,0.001964913
13/08/2012,35.59,-0.001684447
10/08/2012,35.65,0.005908021
09/08/2012,35.44,-0.004223574
08/08/2012,35.59,0.005918011
07/08/2012,35.38,0.002830458
06/08/2012,35.28,0.001702128
03/08/2012,35.22,0.018917159
02/08/2012,34.56,-0.005770356
01/08/2012,34.76,-0.011726146
31/07/2012,35.17,-0.008211854
30/07/2012,35.46,0.00508907
27/07/2012,35.28,0.018307147
26/07/2012,34.64,0.00404976
25/07/2012,34.5,0.000869944
24/07/2012,34.47,0.003778525
23/07/2012,34.34,-0.001454969
20/07/2012,34.39,-0.005509656
19/07/2012,34.58,0.010173028
18/07/2012,34.23,0.00527242
17/07/2012,34.05,0.092553337
16/07/2012,31.04,-0.006102476
13/07/2012,31.23,0.004492947
12/07/2012,31.09,-0.010876627
11/07/2012,31.43,-0.004761158
10/07/2012,31.58,-0.006942281
09/07/2012,31.8,-0.019000727
06/07/2012,32.41,-0.012571069
05/07/2012,32.82,0.002440514
03/07/2012,32.74,0.007049838
02/07/2012,32.51,0.002155505
29/06/2012,32.44,0.019611523
28/06/2012,31.81,-0.001256676
27/06/2012,31.85,-0.002821761
26/06/2012,31.94,0.008489282
25/06/2012,31.67,-0.016907103
22/06/2012,32.21,0.005916256
21/06/2012,32.02,-0.013031522
20/06/2012,32.44,0.000308309
19/06/2012,32.43,0.000308404
18/06/2012,32.42,0.000617094
15/06/2012,32.4,0.00836825
14/06/2012,32.13,0.011582537
13/06/2012,31.76,-0.010959872
12/06/2012,32.11,0.022678137
11/06/2012,31.39,-0.009511803
08/06/2012,31.69,0.004744592
07/06/2012,31.54,-0.000950721
06/06/2012,31.57,0.025342174
05/06/2012,30.78,0.006518928
04/06/2012,30.58,0.000654236
01/06/2012,30.56,-0.01848002
31/05/2012,31.13,-0.001284109
30/05/2012,31.17,-0.010848862
29/05/2012,31.51,0.007965631
25/05/2012,31.26,0.00706263
24/05/2012,31.04,-0.004179398
23/05/2012,31.17,-0.006077102
22/05/2012,31.36,0.003513819
21/05/2012,31.25,0.003847392
18/05/2012,31.13,0.001929261
17/05/2012,31.07,-0.03199006
16/05/2012,32.08,0.003122076
15/05/2012,31.98,0.003445579
14/05/2012,31.87,-0.018651458
11/05/2012,32.47,0.00154107
10/05/2012,32.42,0.010231061
09/05/2012,32.09,-0.01331083
08/05/2012,32.52,-0.012528812
07/05/2012,32.93,-0.001517221
04/05/2012,32.98,-0.018327086
03/05/2012,33.59,-0.008301263
02/05/2012,33.87,0.002068864
01/05/2012,33.8,0.005934736
30/04/2012,33.6,0.002383791
27/04/2012,33.52,0.008388306
26/04/2012,33.24,0.0108894
25/04/2012,32.88,0.016868978
24/04/2012,32.33,0.016214886
23/04/2012,31.81,-0.007828441
20/04/2012,32.06,0.009401511
19/04/2012,31.76,-0.010959872
18/04/2012,32.11,0.009701218
17/04/2012,31.8,0.025156557
16/04/2012,31.01,-0.09586703
13/04/2012,34.13,-0.004968591
12/04/2012,34.3,0.018241165
11/04/2012,33.68,0.020396628
10/04/2012,33,-0.019208274
09/04/2012,33.64,-0.008288976
05/04/2012,33.92,0.001179941
04/04/2012,33.88,-0.010569681
03/04/2012,34.24,0.003217788
02/04/2012,34.13,0.013866574
30/03/2012,33.66,-0.0109323
29/03/2012,34.03,-0.002054896
28/03/2012,34.1,-0.008177616
27/03/2012,34.38,0
26/03/2012,34.38,0.01819833
23/03/2012,33.76,0.003560835
22/03/2012,33.64,0.009558018
21/03/2012,33.32,-0.005387622
20/03/2012,33.5,-0.000895122
19/03/2012,33.53,0.014116468
16/03/2012,33.06,-0.009033485
15/03/2012,33.36,-0.001796946
14/03/2012,33.42,-0.003286037
13/03/2012,33.53,0.004184107
12/03/2012,33.39,0
09/03/2012,33.39,0.009932362
08/03/2012,33.06,0.017084003
07/03/2012,32.5,0.008342394
06/03/2012,32.23,-0.024518544
05/03/2012,33.03,0.010652969
02/03/2012,32.68,-0.004274816
01/03/2012,32.82,0.011645856
29/02/2012,32.44,-0.004613264
28/02/2012,32.59,0.008009901
27/02/2012,32.33,0.005272147
24/02/2012,32.16,-0.004653336
23/02/2012,32.31,0.009328426
22/02/2012,32.01,-0.000312354
21/02/2012,32.02,-0.013031522
17/02/2012,32.44,-0.004613264
16/02/2012,32.59,0.00615576
15/02/2012,32.39,-0.003082616
14/02/2012,32.49,0.002773927
13/02/2012,32.4,0.007124082
10/02/2012,32.17,-0.000621504
09/02/2012,32.19,0.01376312
08/02/2012,31.75,-0.007843177
07/02/2012,32,0.007843177
06/02/2012,31.75,0.006953252
03/02/2012,31.53,0.015018656
02/02/2012,31.06,0.001933613
01/02/2012,31,0
31/01/2012,31,0.048580509
30/01/2012,29.53,0.006114149
27/01/2012,29.35,-0.006791198
26/01/2012,29.55,0.000677048
25/01/2012,29.53,0.015012223
24/01/2012,29.09,0.006552877
23/01/2012,28.9,0.01288543
20/01/2012,28.53,-0.004895115
19/01/2012,28.67,-0.004871269
18/01/2012,28.81,0.021046024
17/01/2012,28.21,0.002484473
13/01/2012,28.14,-0.026649543
12/01/2012,28.9,-0.004143652
11/01/2012,29.02,0.006221935
10/01/2012,28.84,0.010807147
09/01/2012,28.53,0.013053634
06/01/2012,28.16,-0.01094837
05/01/2012,28.47,0.010238395
04/01/2012,28.18,0.015016371
03/01/2012,27.76,0
30/12/2011,27.76,-0.006105244
29/12/2011,27.93,0.01988856
28/12/2011,27.38,-0.015942367
27/12/2011,27.82,-0.011436865
23/12/2011,28.14,0.011436865
22/12/2011,27.82,-0.006092117
21/12/2011,27.99,0.005732728
20/12/2011,27.83,0.023633167
19/12/2011,27.18,-0.027935791
16/12/2011,27.95,0.003943364
15/12/2011,27.84,0.001437815
14/12/2011,27.8,-0.007525569
13/12/2011,28.01,-0.019095347
12/12/2011,28.55,-0.006284937
09/12/2011,28.73,0.016494496
08/12/2011,28.26,-0.026882401
07/12/2011,29.03,-0.003095445
06/12/2011,29.12,0.000343466
05/12/2011,29.11,0.022933597
02/12/2011,28.45,-0.009793712
01/12/2011,28.73,-0.002780676
30/11/2011,28.81,0.022820018
29/11/2011,28.16,0.010710563
28/11/2011,27.86,0.011189433
25/11/2011,27.55,0.005094625
23/11/2011,27.41,-0.022010631
22/11/2011,28.02,0.009322405
21/11/2011,27.76,-0.022440835
18/11/2011,28.39,0.023522111
17/11/2011,27.73,-0.009689651
16/11/2011,28,-0.02886508
15/11/2011,28.82,0.017501322
14/11/2011,28.32,-0.025794389
11/11/2011,29.06,0.019107755
10/11/2011,28.51,0.017693314
09/11/2011,28.01,-0.040579195
08/11/2011,29.17,0.009645269
07/11/2011,28.89,0.003120127
04/11/2011,28.8,-0.009675266
03/11/2011,29.08,0.010717475
02/11/2011,28.77,0.022141126
01/11/2011,28.14,-0.003547361
31/10/2011,28.24,-0.019288692
28/10/2011,28.79,-0.01379808
27/10/2011,29.19,0.025326592
26/10/2011,28.46,0.018082393
25/10/2011,27.95,-0.011030178
24/10/2011,28.26,0.02037604
21/10/2011,27.69,0.015650911
20/10/2011,27.26,0.001468429
19/10/2011,27.22,-0.002568337
18/10/2011,27.29,0.003671076
17/10/2011,27.19,-0.011700316
14/10/2011,27.51,-0.009766762
13/10/2011,27.78,-0.008959028
12/10/2011,28.03,0.011121191
11/10/2011,27.72,-0.001802127
10/10/2011,27.77,0.037421828
07/10/2011,26.75,0.005999268
06/10/2011,26.59,0.009446509
05/10/2011,26.34,0.028887046
04/10/2011,25.59,0.020529738
03/10/2011,25.07,-0.032184882
30/09/2011,25.89,-0.019507216
29/09/2011,26.4,0.001895735
28/09/2011,26.35,-0.015066198
27/09/2011,26.75,0.026516705
26/09/2011,26.05,0.017816118
23/09/2011,25.59,-0.017816118
22/09/2011,26.05,-0.009170871
21/09/2011,26.29,-0.022937648
20/09/2011,26.9,-0.00111462
19/09/2011,26.93,-0.004815716
16/09/2011,27.06,0.00928167
15/09/2011,26.81,0.008992192
14/09/2011,26.57,0.007176612
13/09/2011,26.38,0.006083669
12/09/2011,26.22,0.003438399
09/09/2011,26.13,-0.021204884
08/09/2011,26.69,-0.017088083
07/09/2011,27.15,0.031427951
06/09/2011,26.31,0.003045301
02/09/2011,26.23,-0.021871158
01/09/2011,26.81,-0.00223547
31/08/2011,26.87,-0.014410004
30/08/2011,27.26,0.033193426
29/08/2011,26.37,0.032764542
26/08/2011,25.52,0.019786953
25/08/2011,25.02,-0.017040238
24/08/2011,25.45,0.017839918
23/08/2011,25,0.038740828
22/08/2011,24.05,0.015504187
19/08/2011,23.68,-0.005894754
18/08/2011,23.82,-0.039511312
17/08/2011,24.78,-0.005633818
16/08/2011,24.92,0.004423896
15/08/2011,24.81,0.015844329
12/08/2011,24.42,0.014020848
11/08/2011,24.08,0.044149785
10/08/2011,23.04,-0.049533935
09/08/2011,24.21,0.053883659
08/08/2011,22.94,-0.065791006
05/08/2011,24.5,-0.004886003
04/08/2011,24.62,-0.044098506
03/08/2011,25.73,0.009763796
02/08/2011,25.48,-0.034712317
01/08/2011,26.38,-0.010558167
29/07/2011,26.66,0.001501502
28/07/2011,26.62,-0.003749536
27/07/2011,26.72,-0.013013755
26/07/2011,27.07,-0.00147656
25/07/2011,27.11,0.003695496
22/07/2011,27.01,0.006686503
21/07/2011,26.83,0.005231701
20/07/2011,26.69,-0.012288369
19/07/2011,27.02,0.00556691
18/07/2011,26.87,-0.015509912
15/07/2011,27.29,0.018491651
14/07/2011,26.79,-0.008918677
13/07/2011,27.03,-0.009206473
12/07/2011,27.28,0.005513706
11/07/2011,27.13,-0.018985601
08/07/2011,27.65,-0.012578782
07/07/2011,28,0.013302371
06/07/2011,27.63,-0.010082909
05/07/2011,27.91,-0.002862256
01/07/2011,27.99,0.018025001
30/06/2011,27.49,0.007668469
29/06/2011,27.28,-0.002196998
28/06/2011,27.34,0.016968316
27/06/2011,26.88,0.004848042
24/06/2011,26.75,-0.006706433
23/06/2011,26.93,0.00111462
22/06/2011,26.9,-0.009987137
21/06/2011,27.17,0.012965546
20/06/2011,26.82,0.026446573
17/06/2011,26.12,0.012714485
16/06/2011,25.79,0.00622328
15/06/2011,25.63,-0.005447484
14/06/2011,25.77,0.007009374
13/06/2011,25.59,0.008634277
10/06/2011,25.37,-0.005895085
09/06/2011,25.52,0.011428696
08/06/2011,25.23,-0.017289232
07/06/2011,25.67,-0.002334631
06/06/2011,25.73,0.001555815
03/06/2011,25.69,-0.017364897
02/06/2011,26.14,0
01/06/2011,26.14,-0.009897302
31/05/2011,26.4,0.011045627
27/05/2011,26.11,-0.003441028
26/05/2011,26.2,-0.006088299
25/05/2011,26.36,0.000759013
24/05/2011,26.34,0.00075959
23/05/2011,26.32,-0.013959857
20/05/2011,26.69,-0.010806887
19/05/2011,26.98,0.005947973
18/05/2011,26.82,0.003735529
17/05/2011,26.72,0.01015619
16/05/2011,26.45,-0.003773589
13/05/2011,26.55,-0.008625593
12/05/2011,26.78,0.012399182
11/05/2011,26.45,-0.015754264
10/05/2011,26.87,0.004475949
09/05/2011,26.75,0.003745323
06/05/2011,26.65,0.000375305
05/05/2011,26.64,-0.004120628
04/05/2011,26.75,0.014686764
03/05/2011,26.36,-0.012815856
02/05/2011,26.7,-0.000748783
29/04/2011,26.72,-0.012644274
28/04/2011,27.06,0.004444452
27/04/2011,26.94,0.007451599
26/04/2011,26.74,0.005625366
25/04/2011,26.59,-0.003004133
21/04/2011,26.67,-0.009701569
20/04/2011,26.93,0.014587878
19/04/2011,26.54,0.011368065
18/04/2011,26.24,-0.021116923
15/04/2011,26.8,0.040355685
14/04/2011,25.74,0.012116623
13/04/2011,25.43,0.004334982
12/04/2011,25.32,-0.0180044
11/04/2011,25.78,0.016031624
08/04/2011,25.37,-0.010586258
07/04/2011,25.64,0.002733843
06/04/2011,25.57,0.004704046
05/04/2011,25.45,0.004331568
04/04/2011,25.34,0.003162058
01/04/2011,25.26,0.013150219
31/03/2011,24.93,-0.002003607
30/03/2011,24.98,-0.00080032
29/03/2011,25,-0.001199281
28/03/2011,25.03,-0.006768889
25/03/2011,25.2,-0.002378122
24/03/2011,25.26,0.015559859
23/03/2011,24.87,0.011729154
22/03/2011,24.58,-0.008910549
21/03/2011,24.8,0.006472515
18/03/2011,24.64,0.004882028
17/03/2011,24.52,0.003677226
16/03/2011,24.43,-0.015434912
15/03/2011,24.81,-0.008028947
14/03/2011,25.01,-0.002396167
11/03/2011,25.07,0
10/03/2011,25.07,-0.019356717
09/03/2011,25.56,-0.000782167
08/03/2011,25.58,0.008243423
07/03/2011,25.37,-0.005895085
04/03/2011,25.52,-0.002348338
03/03/2011,25.58,0.01974008
02/03/2011,25.08,0.009212963
01/03/2011,24.85,-0.008415197
28/02/2011,25.06,0.005602256
25/02/2011,24.92,0.011705482
24/02/2011,24.63,-0.009697046
23/02/2011,24.87,-0.007610692
22/02/2011,25.06,-0.018972901
18/02/2011,25.54,-0.01206475
17/02/2011,25.85,0.010890812
16/02/2011,25.57,0.010220215
15/02/2011,25.31,-0.0011846
14/02/2011,25.34,-0.008644455
11/02/2011,25.56,-0.002734911
10/02/2011,25.63,-0.003116481
09/02/2011,25.71,0.005460232
08/02/2011,25.57,0.007458327
07/02/2011,25.38,0.005135307
04/02/2011,25.25,0.007154244
03/02/2011,25.07,0.028319045
02/02/2011,24.37,0.009068488
01/02/2011,24.15,0.01965357
31/01/2011,23.68,0.007204947
28/01/2011,23.51,-0.03263888
27/01/2011,24.29,0.012010913
26/01/2011,24,0.010892441
25/01/2011,23.74,0.003798274
