Date,Close,ROST
30/08/2013,67.26,-0.007848985
29/08/2013,67.79,0.000295072
28/08/2013,67.77,0.000590406
27/08/2013,67.73,-0.019446479
26/08/2013,69.06,-0.011517547
23/08/2013,69.86,0.019367566
22/08/2013,68.52,0.014109582
21/08/2013,67.56,0.002667854
20/08/2013,67.38,0.033195565
19/08/2013,65.18,0.006464545
16/08/2013,64.76,-0.0020054
15/08/2013,64.89,-0.026611469
14/08/2013,66.64,-0.017994388
13/08/2013,67.85,0.001917829
12/08/2013,67.72,0.010539695
09/08/2013,67.01,-0.001789176
08/08/2013,67.13,0.003731069
07/08/2013,66.88,-0.012924491
06/08/2013,67.75,-0.015524623
05/08/2013,68.81,-0.001742414
02/08/2013,68.93,-0.003909366
01/08/2013,69.2,0.025021424
31/07/2013,67.49,0.004603855
30/07/2013,67.18,0.001340583
29/07/2013,67.09,-0.00074499
26/07/2013,67.14,-0.000446728
25/07/2013,67.17,0.008071793
24/07/2013,66.63,-0.006283683
23/07/2013,67.05,-0.006540829
22/07/2013,67.49,0.01042607
19/07/2013,66.79,0.003299343
18/07/2013,66.57,0.007690606
17/07/2013,66.06,-0.002419112
16/07/2013,66.22,-0.006922526
15/07/2013,66.68,-0.005533552
12/07/2013,67.05,-0.002829699
11/07/2013,67.24,0.003575689
10/07/2013,67,0.008242834
09/07/2013,66.45,-0.000752163
08/07/2013,66.5,0.005730675
05/07/2013,66.12,0.011101931
03/07/2013,65.39,-0.000917151
02/07/2013,65.45,0.000764234
01/07/2013,65.4,0.009062346
28/06/2013,64.81,0.000154309
27/06/2013,64.8,0.016807118
26/06/2013,63.72,-0.001724814
25/06/2013,63.83,0.00849596
24/06/2013,63.29,-0.008025852
21/06/2013,63.8,0.006289329
20/06/2013,63.4,-0.013162208
19/06/2013,64.24,-0.016519094
18/06/2013,65.31,0.011859977
17/06/2013,64.54,-0.004945914
14/06/2013,64.86,-0.007373305
13/06/2013,65.34,0.028092171
12/06/2013,63.53,-0.004867718
11/06/2013,63.84,-0.014616961
10/06/2013,64.78,-0.001388353
07/06/2013,64.87,0.018828845
06/06/2013,63.66,-0.004545106
05/06/2013,63.95,-0.010886577
04/06/2013,64.65,-0.002471807
03/06/2013,64.81,0.007589288
31/05/2013,64.32,-0.005426791
30/05/2013,64.67,-0.007087857
29/05/2013,65.13,-0.01674826
28/05/2013,66.23,0.005905976
24/05/2013,65.84,0.011610274
23/05/2013,65.08,-0.001842187
22/05/2013,65.2,-0.014767719
21/05/2013,66.17,0.015995466
20/05/2013,65.12,-0.007191524
17/05/2013,65.59,0.010883835
16/05/2013,64.88,-0.020292099
15/05/2013,66.21,0.007276067
14/05/2013,65.73,0.011937699
13/05/2013,64.95,-0.013761685
10/05/2013,65.85,0.001823986
09/05/2013,65.73,-0.006067059
08/05/2013,66.13,-0.005579446
07/05/2013,66.5,0.019742479
06/05/2013,65.2,-0.007639457
03/05/2013,65.7,0.015956153
02/05/2013,64.66,-0.00509064
01/05/2013,64.99,-0.016481374
30/04/2013,66.07,0.005311493
29/04/2013,65.72,0.009171571
26/04/2013,65.12,0.00138302
25/04/2013,65.03,0.021920816
24/04/2013,63.62,-0.001256676
23/04/2013,63.7,0.011049836
22/04/2013,63,0.002224695
19/04/2013,62.86,0.005583487
18/04/2013,62.51,-0.00764944
17/04/2013,62.99,-0.012777207
16/04/2013,63.8,0.01150797
15/04/2013,63.07,-0.025052195
12/04/2013,64.67,0.013544225
11/04/2013,63.8,0.057416607
10/04/2013,60.24,0.010513238
09/04/2013,59.61,0.004876828
08/04/2013,59.32,0
05/04/2013,59.32,-0.01273049
04/04/2013,60.08,0.013742465
03/04/2013,59.26,-0.00252802
02/04/2013,59.41,-0.007044645
01/04/2013,59.83,-0.013117664
28/03/2013,60.62,0.009447323
27/03/2013,60.05,0.010378399
26/03/2013,59.43,0.006583969
25/03/2013,59.04,-0.002875266
22/03/2013,59.21,0.019613488
21/03/2013,58.06,0.033094152
20/03/2013,56.17,0.012720766
19/03/2013,55.46,-0.010403681
18/03/2013,56.04,-0.004273511
15/03/2013,56.28,0.007311669
14/03/2013,55.87,0.010435503
13/03/2013,55.29,-0.01097232
12/03/2013,55.9,-0.004996442
11/03/2013,56.18,-0.000355935
08/03/2013,56.2,0.017410473
07/03/2013,55.23,-0.077825736
06/03/2013,59.7,0.005711422
05/03/2013,59.36,0.007779508
04/03/2013,58.9,0.013159209
01/03/2013,58.13,0.002238871
28/02/2013,58,0.007615129
27/02/2013,57.56,0.02337746
26/02/2013,56.23,-0.005851599
25/02/2013,56.56,-0.027895812
22/02/2013,58.16,0.007247659
21/02/2013,57.74,-0.016489553
20/02/2013,58.7,-0.020737488
19/02/2013,59.93,0.000333778
15/02/2013,59.91,-0.007814488
14/02/2013,60.38,-0.000993213
13/02/2013,60.44,-0.003633365
12/02/2013,60.66,-0.003291642
11/02/2013,60.86,-0.003280843
08/02/2013,61.06,0.012690735
07/02/2013,60.29,0.019766138
06/02/2013,59.11,-0.008255459
05/02/2013,59.6,0.017091541
04/02/2013,58.59,-0.014235116
01/02/2013,59.43,-0.004532871
31/01/2013,59.7,-0.003010539
30/01/2013,59.88,0.007879997
29/01/2013,59.41,-0.015035365
28/01/2013,60.31,-0.012850259
25/01/2013,61.09,-0.000981675
24/01/2013,61.15,0.034268157
23/01/2013,59.09,0.003730082
22/01/2013,58.87,0.011102685
18/01/2013,58.22,-0.000858443
17/01/2013,58.27,0.012085782
16/01/2013,57.57,-0.007441412
15/01/2013,58,0.030636969
14/01/2013,56.25,-0.005672768
11/01/2013,56.57,-0.012821814
10/01/2013,57.3,0.007005283
09/01/2013,56.9,0.001406965
08/01/2013,56.82,-0.013113222
07/01/2013,57.57,-0.006578971
04/01/2013,57.95,-0.014221091
03/01/2013,58.78,0.076702483
02/01/2013,54.44,0.006449852
31/12/2012,54.09,0.016402977
28/12/2012,53.21,0.001316408
27/12/2012,53.14,0.014214207
26/12/2012,52.39,-0.025999957
24/12/2012,53.77,-0.002971219
21/12/2012,53.93,0.012501329
20/12/2012,53.26,-0.009901996
19/12/2012,53.79,-0.011460384
18/12/2012,54.41,-0.00458422
17/12/2012,54.66,0.027073784
14/12/2012,53.2,-0.006370642
13/12/2012,53.54,-0.016118922
12/12/2012,54.41,-0.005315749
11/12/2012,54.7,-0.01054747
10/12/2012,55.28,-0.003791645
07/12/2012,55.49,0.004877618
06/12/2012,55.22,-0.002351453
05/12/2012,55.35,-0.001083424
04/12/2012,55.41,-0.017177019
03/12/2012,56.37,-0.012516691
30/11/2012,57.08,-0.008547806
29/11/2012,57.57,0
28/11/2012,57.57,0.009073522
27/11/2012,57.05,0.003687773
26/11/2012,56.84,0.016497048
23/11/2012,55.91,0.005739926
21/11/2012,55.59,0.004868822
20/11/2012,55.32,-0.004149009
19/11/2012,55.55,0.033125913
16/11/2012,53.74,-0.012941575
15/11/2012,54.44,-0.012594855
14/11/2012,55.13,-0.025961533
13/11/2012,56.58,0.024873788
12/11/2012,55.19,-0.000543429
09/11/2012,55.22,-0.008116196
08/11/2012,55.67,-0.010542401
07/11/2012,56.26,-0.019189041
06/11/2012,57.35,-0.008334829
05/11/2012,57.83,0.016739711
02/11/2012,56.87,-0.004561411
01/11/2012,57.13,-0.064724483
31/10/2012,60.95,0.000492328
26/10/2012,60.92,0.004441893
25/10/2012,60.65,-0.005754229
24/10/2012,61,-0.005721307
23/10/2012,61.35,0.016931447
22/10/2012,60.32,-0.025533302
19/10/2012,61.88,-0.01188769
18/10/2012,62.62,0.013019552
17/10/2012,61.81,-0.01954564
16/10/2012,63.03,0.011970457
15/10/2012,62.28,0.008870311
12/10/2012,61.73,-0.007102532
11/10/2012,62.17,-0.031819067
10/10/2012,64.18,0.006251974
09/10/2012,63.78,-0.023092851
08/10/2012,65.27,-0.012636234
05/10/2012,66.1,0.010646488
04/10/2012,65.4,-0.019382799
03/10/2012,66.68,0.011008179
02/10/2012,65.95,-0.003028011
01/10/2012,66.15,0.023865291
28/09/2012,64.59,-0.004788024
27/09/2012,64.9,0.002005091
26/09/2012,64.77,0.000617761
25/09/2012,64.73,-0.017154656
24/09/2012,65.85,-0.000910747
21/09/2012,65.91,-0.017297566
20/09/2012,67.06,0.020488816
19/09/2012,65.7,-0.001064882
18/09/2012,65.77,-0.023739096
17/09/2012,67.35,-0.010192865
14/09/2012,68.04,0.002796381
13/09/2012,67.85,0.01724437
12/09/2012,66.69,0.006317711
11/09/2012,66.27,-0.009162663
10/09/2012,66.88,-0.018517676
07/09/2012,68.13,-0.0163055
06/09/2012,69.25,0.014252714
05/09/2012,68.27,-0.017424573
04/09/2012,69.47,0.004038661
31/08/2012,69.19,-0.003174606
30/08/2012,69.41,-0.008178538
29/08/2012,69.98,0.005876047
28/08/2012,69.57,-0.001292825
27/08/2012,69.66,-0.003296313
24/08/2012,69.89,0.010210774
23/08/2012,69.18,-0.008205617
22/08/2012,69.75,0.002009186
21/08/2012,69.61,-0.001292083
20/08/2012,69.7,0.003305313
17/08/2012,69.47,0.014645372
16/08/2012,68.46,-0.000584112
15/08/2012,68.5,0.01411373
14/08/2012,67.54,-0.0020707
13/08/2012,67.68,0.007712883
10/08/2012,67.16,-0.009336859
09/08/2012,67.79,-0.007348652
08/08/2012,68.29,0.00278613
07/08/2012,68.1,0.004120076
06/08/2012,67.82,-0.004413719
03/08/2012,68.12,0.02753355
02/08/2012,66.27,0.002417285
01/08/2012,66.11,-0.004979263
31/07/2012,66.44,-0.010182777
30/07/2012,67.12,-0.002083644
27/07/2012,67.26,0.011063052
26/07/2012,66.52,-0.002252422
25/07/2012,66.67,0.003756861
24/07/2012,66.42,-0.007200751
23/07/2012,66.9,-0.007594408
20/07/2012,67.41,-0.016624142
19/07/2012,68.54,-0.010016778
18/07/2012,69.23,0
17/07/2012,69.23,0.010454575
16/07/2012,68.51,0.004388538
13/07/2012,68.21,0.008391658
12/07/2012,67.64,0.013694766
11/07/2012,66.72,-0.002395211
10/07/2012,66.88,-0.00014951
09/07/2012,66.89,-0.003432583
06/07/2012,67.12,-0.001042365
05/07/2012,67.19,0.067887876
03/07/2012,62.78,-0.006984155
02/07/2012,63.22,0.011934265
29/06/2012,62.47,0.012888853
28/06/2012,61.67,-0.032386974
27/06/2012,63.7,-0.039099947
26/06/2012,66.24,0.012456488
25/06/2012,65.42,-0.016073128
22/06/2012,66.48,0.00497626
21/06/2012,66.15,-0.020647053
20/06/2012,67.53,-0.005611356
19/06/2012,67.91,-0.004261266
18/06/2012,68.2,0.023589848
15/06/2012,66.61,0.016499277
14/06/2012,65.52,0.01972937
13/06/2012,64.24,-0.012376396
12/06/2012,65.04,0.019876431
11/06/2012,63.76,-0.011539189
08/06/2012,64.5,0.024801146
07/06/2012,62.92,-0.013261956
06/06/2012,63.76,0.023004108
05/06/2012,62.31,0.005632911
04/06/2012,61.96,0.005989496
01/06/2012,61.59,-0.026279352
31/05/2012,63.23,0.010812635
30/05/2012,62.55,-0.006533367
29/05/2012,62.96,0.007813163
25/05/2012,62.47,0.000800705
24/05/2012,62.42,0.006428823
23/05/2012,62.02,0.012329812
22/05/2012,61.26,0.014966154
21/05/2012,60.35,-0.005123555
18/05/2012,60.66,0.000329761
17/05/2012,60.64,-0.025561017
16/05/2012,62.21,0.01669542
15/05/2012,61.18,0.010516035
14/05/2012,60.54,-0.017195216
11/05/2012,61.59,-0.003242019
10/05/2012,61.79,0.010084666
09/05/2012,61.17,0.003110932
08/05/2012,60.98,-0.020451938
07/05/2012,62.24,-0.003208216
04/05/2012,62.44,-0.02013544
03/05/2012,63.71,-0.002195046
02/05/2012,63.85,0.022010231
01/05/2012,62.46,0.015489177
30/04/2012,61.5,-0.011639317
27/04/2012,62.22,0.017019618
26/04/2012,61.17,0.011178811
25/04/2012,60.49,0.019531545
24/04/2012,59.32,-0.006385503
23/04/2012,59.7,-0.005512417
20/04/2012,60.03,0.001834098
19/04/2012,59.92,-0.006984895
18/04/2012,60.34,0.010663213
17/04/2012,59.7,0.008072698
16/04/2012,59.22,0.002705446
13/04/2012,59.06,0.000169334
12/04/2012,59.05,0.015358664
11/04/2012,58.15,0.016646821
10/04/2012,57.19,-0.034542484
09/04/2012,59.2,-0.010251329
05/04/2012,59.81,0.024370812
04/04/2012,58.37,-0.000513831
03/04/2012,58.4,-0.002223553
02/04/2012,58.53,0.007373779
30/03/2012,58.1,-0.011125489
29/03/2012,58.75,-0.009992462
28/03/2012,59.34,0.005746171
27/03/2012,59,0.004076093
26/03/2012,58.76,0.028482119
23/03/2012,57.11,-0.002099004
22/03/2012,57.23,-0.002617574
21/03/2012,57.38,0.009631455
20/03/2012,56.83,0.019904691
19/03/2012,55.71,-0.001434978
16/03/2012,55.79,-0.009987599
15/03/2012,56.35,-0.003896569
14/03/2012,56.57,-0.006694881
13/03/2012,56.95,0.005988042
12/03/2012,56.61,0.011191164
09/03/2012,55.98,0.011137173
08/03/2012,55.36,0.007797664
07/03/2012,54.93,0.003647642
06/03/2012,54.73,-0.003647642
05/03/2012,54.93,0.018929169
02/03/2012,53.9,-0.006472515
01/03/2012,54.25,0.017103968
29/02/2012,53.33,-0.004863459
28/02/2012,53.59,0.009373897
27/02/2012,53.09,0.005666808
24/02/2012,52.79,0.001896095
23/02/2012,52.69,-0.004733513
22/02/2012,52.94,0.016954402
21/02/2012,52.05,0.004235663
17/02/2012,51.83,0.004835132
16/02/2012,51.58,0.006808703
15/02/2012,51.23,-0.012993492
14/02/2012,51.9,-0.000770416
13/02/2012,51.94,-0.000192511
10/02/2012,51.95,0.001733937
09/02/2012,51.86,0.004251214
08/02/2012,51.64,-0.006370063
07/02/2012,51.97,0.012586089
06/02/2012,51.32,-0.00853711
03/02/2012,51.76,0.01107345
02/02/2012,51.19,-0.000781097
01/02/2012,51.23,0.00803532
31/01/2012,50.82,0.002364067
30/01/2012,50.7,-0.007662873
27/01/2012,51.09,-0.010514116
26/01/2012,51.63,-0.01442194
25/01/2012,52.38,0.006896579
24/01/2012,52.02,0.005977074
23/01/2012,51.71,0.003487024
20/01/2012,51.53,0.007792753
19/01/2012,51.13,-0.007016205
18/01/2012,51.49,-0.003296174
17/01/2012,51.66,0.009921295
13/01/2012,51.15,0
12/01/2012,51.15,0.008836582
11/01/2012,50.7,0.007722046
10/01/2012,50.31,-0.001390406
09/01/2012,50.38,-0.007120283
06/01/2012,50.74,0.006326632
05/01/2012,50.42,0.057135081
04/01/2012,47.62,0.006953984
03/01/2012,47.29,-0.005062234
30/12/2011,47.53,-0.021439056
29/12/2011,48.56,0.001648805
28/12/2011,48.48,-0.010056524
27/12/2011,48.97,0.015019313
23/12/2011,48.24,0.012096081
22/12/2011,47.66,-0.003142351
21/12/2011,47.81,-0.00104526
20/12/2011,47.86,0.034218619
19/12/2011,46.25,-0.016086138
16/12/2011,47,-0.680514532
15/12/2011,92.82,-0.00010773
14/12/2011,92.83,-0.000753782
13/12/2011,92.9,-0.00643779
12/12/2011,93.5,-0.000855249
09/12/2011,93.58,0.013664207
08/12/2011,92.31,-0.008414289
07/12/2011,93.09,0.001074807
06/12/2011,92.99,-0.003542487
05/12/2011,93.32,0.009691042
02/12/2011,92.42,0.001515972
01/12/2011,92.28,0.035180339
30/11/2011,89.09,-0.003473587
29/11/2011,89.4,0.02136761
28/11/2011,87.51,0.024055745
25/11/2011,85.43,0.001054049
23/11/2011,85.34,-0.012460132
22/11/2011,86.41,-0.005769691
21/11/2011,86.91,0.009363689
18/11/2011,86.1,-0.009823829
17/11/2011,86.95,-0.010752792
16/11/2011,87.89,-0.022166871
15/11/2011,89.86,0.0097289
14/11/2011,88.99,-0.00872684
11/11/2011,89.77,0.019118891
10/11/2011,88.07,0.016601217
09/11/2011,86.62,-0.041828184
08/11/2011,90.32,0.00778041
07/11/2011,89.62,0.002345977
04/11/2011,89.41,0.002463607
03/11/2011,89.19,0.02912275
02/11/2011,86.63,-0.004491801
01/11/2011,87.02,-0.008125939
31/10/2011,87.73,0.001825443
28/10/2011,87.57,-0.009320368
27/10/2011,88.39,0.02764413
26/10/2011,85.98,-0.0192369
25/10/2011,87.65,-0.002165366
24/10/2011,87.84,0.007197975
21/10/2011,87.21,0.025079684
20/10/2011,85.05,-0.003403959
19/10/2011,85.34,0.005758286
18/10/2011,84.85,0.015320055
17/10/2011,83.56,-0.01708632
14/10/2011,85,0.019602647
13/10/2011,83.35,-0.001438677
12/10/2011,83.47,-0.017575562
11/10/2011,84.95,0.008036918
10/10/2011,84.27,0.027428641
07/10/2011,81.99,0.015115495
06/10/2011,80.76,0.031700768
05/10/2011,78.24,0.014159073
04/10/2011,77.14,0.009508375
03/10/2011,76.41,-0.029402505
30/09/2011,78.69,0.003819714
29/09/2011,78.39,-0.012676048
28/09/2011,79.39,-0.014629833
27/09/2011,80.56,-0.004829432
26/09/2011,80.95,0.017697371
23/09/2011,79.53,0.014565516
22/09/2011,78.38,-0.017077134
21/09/2011,79.73,-0.017530131
20/09/2011,81.14,-0.001231679
19/09/2011,81.24,0.007040978
16/09/2011,80.67,0.021172103
15/09/2011,78.98,0.02590885
14/09/2011,76.96,-0.000259841
13/09/2011,76.98,0.01557929
12/09/2011,75.79,0.022685787
09/09/2011,74.09,-0.011540654
08/09/2011,74.95,-0.008635059
07/09/2011,75.6,0.022337584
06/09/2011,73.93,0.004473674
02/09/2011,73.6,-0.015771709
01/09/2011,74.77,-0.023527387
31/08/2011,76.55,0.001438003
30/08/2011,76.44,0.012241022
29/08/2011,75.51,0.024940955
26/08/2011,73.65,0.025996925
25/08/2011,71.76,-0.02965621
24/08/2011,73.92,0.003659284
23/08/2011,73.65,0.038194763
22/08/2011,70.89,0.012205658
19/08/2011,70.03,-0.011500091
18/08/2011,70.84,-0.013460663
17/08/2011,71.8,-0.016437969
16/08/2011,72.99,0.013239747
15/08/2011,72.03,0.00487093
12/08/2011,71.68,0.008546462
11/08/2011,71.07,0.036977558
10/08/2011,68.49,-0.035851273
09/08/2011,70.99,0.017764981
08/08/2011,69.74,-0.053327358
05/08/2011,73.56,-0.01229496
04/08/2011,74.47,-0.023096328
03/08/2011,76.21,0.028617112
02/08/2011,74.06,-0.029928416
01/08/2011,76.31,0.007101555
29/07/2011,75.77,-0.004871315
28/07/2011,76.14,0.010562549
27/07/2011,75.34,-0.029427351
26/07/2011,77.59,0.011797635
25/07/2011,76.68,-0.01911709
22/07/2011,78.16,0.00435954
21/07/2011,77.82,0.007610485
20/07/2011,77.23,-0.006453301
19/07/2011,77.73,0.006841826
18/07/2011,77.2,-0.006069625
15/07/2011,77.67,-0.00128667
14/07/2011,77.77,-0.009597617
13/07/2011,78.52,-0.003813402
12/07/2011,78.82,-0.001901262
11/07/2011,78.97,-0.013958101
08/07/2011,80.08,-0.01475081
07/07/2011,81.27,0.002463966
06/07/2011,81.07,-0.001602268
05/07/2011,81.2,-0.000861698
01/07/2011,81.27,0.014251434
30/06/2011,80.12,0.009783096
29/06/2011,79.34,-0.012151731
28/06/2011,80.31,0.026880286
27/06/2011,78.18,0.007446433
24/06/2011,77.6,-0.019019017
23/06/2011,79.09,0.010677615
22/06/2011,78.25,0.000127804
21/06/2011,78.24,0.027601363
20/06/2011,76.11,0.012294424
17/06/2011,75.18,0.001197844
16/06/2011,75.09,-0.006636605
15/06/2011,75.59,-0.01548994
14/06/2011,76.77,0.004177006
13/06/2011,76.45,0.002881846
10/06/2011,76.23,-0.018842738
09/06/2011,77.68,0.000772698
08/06/2011,77.62,-0.007700243
07/06/2011,78.22,0.003714381
06/06/2011,77.93,-0.015028301
03/06/2011,79.11,-0.012436565
02/06/2011,80.1,-0.007710522
01/06/2011,80.72,-0.015244947
31/05/2011,81.96,0.00305493
27/05/2011,81.71,-0.006100556
26/05/2011,82.21,0.012854434
25/05/2011,81.16,0.019408422
24/05/2011,79.6,-0.010000083
23/05/2011,80.4,-0.004839019
20/05/2011,80.79,0.000123785
19/05/2011,80.78,-0.013281061
18/05/2011,81.86,0.010561316
17/05/2011,81,-0.009338972
16/05/2011,81.76,-0.010705698
13/05/2011,82.64,0.002423069
12/05/2011,82.44,0.016634434
11/05/2011,81.08,0.016414196
10/05/2011,79.76,0.014904912
09/05/2011,78.58,0.004975452
06/05/2011,78.19,-0.004593603
05/05/2011,78.55,0.067130462
04/05/2011,73.45,0.001362398
03/05/2011,73.35,-0.000681431
02/05/2011,73.4,-0.003943169
29/04/2011,73.69,-0.004468222
28/04/2011,74.02,0.014423981
27/04/2011,72.96,0.006324784
26/04/2011,72.5,0.000551876
25/04/2011,72.46,0.00276396
21/04/2011,72.26,-0.00276396
20/04/2011,72.46,0.02642956
19/04/2011,70.57,-0.002406059
18/04/2011,70.74,-0.006622074
15/04/2011,71.21,0.006480721
14/04/2011,70.75,-0.010265154
13/04/2011,71.48,0.003644012
12/04/2011,71.22,-0.000421141
11/04/2011,71.25,0.009164675
08/04/2011,70.6,-0.004240289
07/04/2011,70.9,-0.012614043
06/04/2011,71.8,-0.008598028
05/04/2011,72.42,0.015165508
04/04/2011,71.33,-0.00307951
01/04/2011,71.55,0.006027915
31/03/2011,71.12,-0.008261617
30/03/2011,71.71,0.021566838
29/03/2011,70.18,0.00128324
28/03/2011,70.09,-0.00199544
25/03/2011,70.23,0.007144929
24/03/2011,69.73,0.01168423
23/03/2011,68.92,0.013585776
22/03/2011,67.99,-0.009077661
21/03/2011,68.61,-0.014326271
18/03/2011,69.6,-0.002869442
17/03/2011,69.8,0.009355952
16/03/2011,69.15,-0.009928853
15/03/2011,69.84,-0.008838261
14/03/2011,70.46,-0.017445575
11/03/2011,71.7,0.016027336
10/03/2011,70.56,-0.010292653
09/03/2011,71.29,-0.000560931
08/03/2011,71.33,0.009295842
07/03/2011,70.67,-0.017394182
04/03/2011,71.91,-0.006929074
03/03/2011,72.41,0.005261712
02/03/2011,72.03,0.007245399
01/03/2011,71.51,-0.00738422
28/02/2011,72.04,0.00514927
25/02/2011,71.67,0.011366151
24/02/2011,70.86,0.008503453
23/02/2011,70.26,-0.006384359
22/02/2011,70.71,-0.015575983
18/02/2011,71.82,0.009513222
17/02/2011,71.14,-0.000281096
16/02/2011,71.16,0.007051221
15/02/2011,70.66,-0.000848776
14/02/2011,70.72,-0.014738143
11/02/2011,71.77,0.012055094
10/02/2011,70.91,0.019653153
09/02/2011,69.53,-0.005593417
08/02/2011,69.92,0.006888661
07/02/2011,69.44,-0.006459507
04/02/2011,69.89,0.018484281
03/02/2011,68.61,0.056361386
02/02/2011,64.85,-0.011498785
01/02/2011,65.6,0.006116227
31/01/2011,65.2,-0.0039798
28/01/2011,65.46,-0.023104085
