Date,Close,ROST
27/01/2011,66.99,0.0070407
26/01/2011,66.52,0.006939234
25/01/2011,66.06,0.008055367
24/01/2011,65.53,0.00935231
21/01/2011,64.92,-0.002154178
20/01/2011,65.06,0.004930673
19/01/2011,64.74,0.014939587
18/01/2011,63.78,-0.001096921
14/01/2011,63.85,0.000783392
13/01/2011,63.8,-0.004223045
12/01/2011,64.07,-0.006533937
11/01/2011,64.49,0.003417214
10/01/2011,64.27,0.004991431
07/01/2011,63.95,0.002818668
06/01/2011,63.77,0.017719179
05/01/2011,62.65,0.007208682
04/01/2011,62.2,-0.026651324
03/01/2011,63.88,0.009911196
31/12/2010,63.25,-0.009441455
30/12/2010,63.85,0.005339209
29/12/2010,63.51,0.00362805
28/12/2010,63.28,0.001581528
27/12/2010,63.18,-0.002844952
23/12/2010,63.36,0
22/12/2010,63.36,0.003953512
21/12/2010,63.11,0.005561308
20/12/2010,62.76,-0.003181676
17/12/2010,62.96,-0.016539717
16/12/2010,64.01,0.02659647
15/12/2010,62.33,-0.012911632
14/12/2010,63.14,-0.002530846
13/12/2010,63.3,-0.028346393
10/12/2010,65.12,-0.006886553
09/12/2010,65.57,0.018936752
08/12/2010,64.34,-0.008203745
07/12/2010,64.87,0.002006019
06/12/2010,64.74,-0.006006024
03/12/2010,65.13,-0.007190423
02/12/2010,65.6,0.000152451
01/12/2010,65.59,0.010883835
30/11/2010,64.88,0.010069019
29/11/2010,64.23,-0.022171809
26/11/2010,65.67,0.001371429
24/11/2010,65.58,0.022514444
23/11/2010,64.12,-0.01085787
22/11/2010,64.82,0.011950169
19/11/2010,64.05,0.009411834
18/11/2010,63.45,-0.030270064
17/11/2010,65.4,0.028380598
16/11/2010,63.57,-0.000943396
15/11/2010,63.63,-0.004077797
12/11/2010,63.89,-0.010741911
11/11/2010,64.58,0.007460401
10/11/2010,64.1,0.019057195
09/11/2010,62.89,-0.014992785
08/11/2010,63.84,-0.006401771
05/11/2010,64.25,0.009696667
04/11/2010,63.63,0.050606995
03/11/2010,60.49,-0.008231854
02/11/2010,60.99,0.023222142
01/11/2010,59.59,0.010119837
29/10/2010,58.99,0.010565879
28/10/2010,58.37,-0.003932637
27/10/2010,58.6,0.001707942
26/10/2010,58.5,0.001368457
25/10/2010,58.42,0.013788567
22/10/2010,57.62,0.002432668
21/10/2010,57.48,0.004883163
20/10/2010,57.2,0.011782428
19/10/2010,56.53,-0.010032646
18/10/2010,57.1,0.005443863
15/10/2010,56.79,0.014723104
14/10/2010,55.96,0.003221768
13/10/2010,55.78,-0.006967424
12/10/2010,56.17,0.001425263
11/10/2010,56.09,0.006259521
08/10/2010,55.74,0.005757483
07/10/2010,55.42,0.020048056
06/10/2010,54.32,0.001105176
05/10/2010,54.26,-0.003495542
04/10/2010,54.45,-0.010413906
01/10/2010,55.02,0.006564575
30/09/2010,54.66,-0.018129576
29/09/2010,55.66,-0.008764925
28/09/2010,56.15,0.012905718
27/09/2010,55.43,-0.018057164
24/09/2010,56.44,0.009792654
23/09/2010,55.89,0.018600988
22/09/2010,54.86,0.017839554
21/09/2010,53.89,-0.011806077
20/09/2010,54.53,0.011435019
17/09/2010,53.91,-0.001482855
16/09/2010,53.99,-0.001295697
15/09/2010,54.06,0.007613072
14/09/2010,53.65,0.013511183
13/09/2010,52.93,0.014846104
10/09/2010,52.15,0.007699749
09/09/2010,51.75,-0.000386399
08/09/2010,51.77,0.00367683
07/09/2010,51.58,-0.019582119
03/09/2010,52.6,0.007633625
02/09/2010,52.2,0.021297998
01/09/2010,51.1,0.029189008
31/08/2010,49.63,-0.01460172
30/08/2010,50.36,-0.01164755
27/08/2010,50.95,0.015427521
26/08/2010,50.17,-0.012872739
25/08/2010,50.82,0.023896
24/08/2010,49.62,-0.018371124
23/08/2010,50.54,0.014549335
20/08/2010,49.81,-0.009391617
19/08/2010,50.28,-0.012451984
18/08/2010,50.91,0.024658239
17/08/2010,49.67,0.005248296
16/08/2010,49.41,0.007720477
13/08/2010,49.03,-0.011961623
12/08/2010,49.62,-0.003621006
11/08/2010,49.8,-0.023614551
10/08/2010,50.99,-0.007619457
09/08/2010,51.38,0.022835638
06/08/2010,50.22,-0.007933401
05/08/2010,50.62,-0.044245602
04/08/2010,52.91,0.018695699
03/08/2010,51.93,-0.013769581
02/08/2010,52.65,-0.000189915
30/07/2010,52.66,0.006095257
29/07/2010,52.34,-0.017236907
28/07/2010,53.25,-0.016390756
27/07/2010,54.13,-0.031817974
26/07/2010,55.88,0.004124457
23/07/2010,55.65,0.014479891
22/07/2010,54.85,0.025481438
21/07/2010,53.47,-0.017243405
20/07/2010,54.4,0.018740691
19/07/2010,53.39,0.006388597
16/07/2010,53.05,-0.03227283
15/07/2010,54.79,0.010642302
14/07/2010,54.21,-0.001658834
13/07/2010,54.3,0.01018056
12/07/2010,53.75,-0.006305659
09/07/2010,54.09,0.001109878
08/07/2010,54.03,-0.024137211
07/07/2010,55.35,0.012727445
06/07/2010,54.65,0.007161907
02/07/2010,54.26,-0.008990061
01/07/2010,54.75,0.027028672
30/06/2010,53.29,-0.00206205
29/06/2010,53.4,-0.023504367
28/06/2010,54.67,0.002930942
25/06/2010,54.51,-0.010039329
24/06/2010,55.06,-0.006336583
23/06/2010,55.41,0.002529817
22/06/2010,55.27,-0.020061572
21/06/2010,56.39,-0.016183291
18/06/2010,57.31,-0.00660872
17/06/2010,57.69,0.004168844
16/06/2010,57.45,-0.002260281
15/06/2010,57.58,0.010650472
14/06/2010,56.97,-0.006299233
11/06/2010,57.33,-0.002439026
10/06/2010,57.47,0.033079871
09/06/2010,55.6,0.018149319
08/06/2010,54.6,0.027668648
07/06/2010,53.11,-0.028217948
04/06/2010,54.63,-0.028155623
03/06/2010,56.19,0.032374651
02/06/2010,54.4,0.03231812
01/06/2010,52.67,0.005139442
28/05/2010,52.4,-0.014587736
27/05/2010,53.17,0.020521336
26/05/2010,52.09,-0.014484721
25/05/2010,52.85,0.010461341
24/05/2010,52.3,-0.004768726
21/05/2010,52.55,0.005151209
20/05/2010,52.28,0.010576005
19/05/2010,51.73,-0.00096609
18/05/2010,51.78,-0.023665227
17/05/2010,53.02,0.013864053
14/05/2010,52.29,-0.00894818
13/05/2010,52.76,-0.028033979
12/05/2010,54.26,0.003322875
11/05/2010,54.08,0.004076344
10/05/2010,53.86,0.04480628
07/05/2010,51.5,-0.026443388
06/05/2010,52.88,-0.03930799
05/05/2010,55,-0.001090314
04/05/2010,55.06,-0.034978584
03/05/2010,57.02,0.018050393
30/04/2010,56,-0.022774398
29/04/2010,57.29,0.017786856
28/04/2010,56.28,-0.01499014
27/04/2010,57.13,-0.021986517
26/04/2010,58.4,-0.00188179
23/04/2010,58.51,0.00188179
22/04/2010,58.4,0.022161572
21/04/2010,57.12,0.007380107
20/04/2010,56.7,0.011351665
19/04/2010,56.06,-0.00640116
16/04/2010,56.42,-0.003715175
15/04/2010,56.63,0.003537948
14/04/2010,56.43,-0.001593626
13/04/2010,56.52,0.009064312
12/04/2010,56.01,0.002323712
09/04/2010,55.88,-0.004107515
08/04/2010,56.11,0.035740766
07/04/2010,54.14,-0.009924728
06/04/2010,54.68,-0.00528957
05/04/2010,54.97,0.028602374
01/04/2010,53.42,-0.000935541
31/03/2010,53.47,0.003559723
30/03/2010,53.28,-0.003746726
29/03/2010,53.48,-0.002427866
26/03/2010,53.61,-0.002421985
25/03/2010,53.74,0.002981739
24/03/2010,53.58,-0.012611443
23/03/2010,54.26,-0.00789357
22/03/2010,54.69,0.011401374
19/03/2010,54.07,0.036155322
18/03/2010,52.15,-0.03411885
17/03/2010,53.96,-0.004622362
16/03/2010,54.21,0.012249596
15/03/2010,53.55,0.011834458
12/03/2010,52.92,0.005875124
11/03/2010,52.61,0.010317249
10/03/2010,52.07,0.011395584
09/03/2010,51.48,-0.006003698
08/03/2010,51.79,0.012630111
05/03/2010,51.14,0.001565558
04/03/2010,51.06,0.032039354
03/03/2010,49.45,0.003443739
02/03/2010,49.28,-0.000405762
01/03/2010,49.3,0.00773777
26/02/2010,48.92,0.0010226
25/02/2010,48.87,0.015050279
24/02/2010,48.14,0.023540389
23/02/2010,47.02,-0.002760966
22/02/2010,47.15,0.001061008
19/02/2010,47.1,0
18/02/2010,47.1,0.000212337
17/02/2010,47.09,0.010245554
16/02/2010,46.61,0.003869308
12/02/2010,46.43,0.004966004
11/02/2010,46.2,0.019452039
10/02/2010,45.31,-0.005063302
09/02/2010,45.54,0.007715237
08/02/2010,45.19,-0.017113186
05/02/2010,45.97,0.016891923
04/02/2010,45.2,-0.021882711
03/02/2010,46.2,-0.013544225
02/02/2010,46.83,0.007071711
01/02/2010,46.5,0.012333814
29/01/2010,45.93,-0.002174859
28/01/2010,46.03,0.000434594
27/01/2010,46.01,0.017761677
26/01/2010,45.2,0.018984378
25/01/2010,44.35,0.011794194
22/01/2010,43.83,-0.013596403
21/01/2010,44.43,-0.018508723
20/01/2010,45.26,-0.011423674
19/01/2010,45.78,0.019855053
15/01/2010,44.88,-0.015915455
14/01/2010,45.6,-0.007210782
13/01/2010,45.93,0.010505678
12/01/2010,45.45,0.003747387
11/01/2010,45.28,0.004870499
08/01/2010,45.06,-0.019558914
07/01/2010,45.95,0.040187448
06/01/2010,44.14,0.015295356
05/01/2010,43.47,0.018106344
04/01/2010,42.69,-0.000468384
31/12/2009,42.71,-0.014873618
30/12/2009,43.35,-0.003224323
29/12/2009,43.49,0.015525743
28/12/2009,42.82,0.007265941
24/12/2009,42.51,-0.008666174
23/12/2009,42.88,0.001400234
22/12/2009,42.82,-0.020342819
21/12/2009,43.7,0.018476276
18/12/2009,42.9,-0.033015378
17/12/2009,44.34,-0.010990354
16/12/2009,44.83,-0.009546082
15/12/2009,45.26,0.007763153
14/12/2009,44.91,0.031210132
11/12/2009,43.53,-0.004126553
10/12/2009,43.71,0.017773116
09/12/2009,42.94,-0.014105911
08/12/2009,43.55,-0.00709304
07/12/2009,43.86,0.005257756
04/12/2009,43.63,-0.002746626
03/12/2009,43.75,-0.013395591
02/12/2009,44.34,-0.001127015
01/12/2009,44.39,0.009279234
30/11/2009,43.98,-0.007023933
27/11/2009,44.29,-0.014124212
25/11/2009,44.92,0.014350022
24/11/2009,44.28,0.007480484
23/11/2009,43.95,0.003190522
20/11/2009,43.81,-0.023461487
19/11/2009,44.85,-0.02683839
18/11/2009,46.07,0.010473585
17/11/2009,45.59,-0.01415683
16/11/2009,46.24,0.00498646
13/11/2009,46.01,0.004574673
12/11/2009,45.8,-0.020316238
11/11/2009,46.74,0.009458368
10/11/2009,46.3,0.000432059
09/11/2009,46.28,0.014363685
06/11/2009,45.62,0.001755156
05/11/2009,45.54,0.014598799
04/11/2009,44.88,-0.008210409
03/11/2009,45.25,0.01021777
02/11/2009,44.79,0.017568019
30/10/2009,44.01,-0.013316978
29/10/2009,44.6,0.018328378
28/10/2009,43.79,-0.028367503
27/10/2009,45.05,-0.019563213
26/10/2009,45.94,-0.003910498
23/10/2009,46.12,-0.009495108
22/10/2009,46.56,0.025449987
21/10/2009,45.39,-0.010737476
20/10/2009,45.88,-0.012777651
19/10/2009,46.47,0.016271104
16/10/2009,45.72,0.006143065
15/10/2009,45.44,-0.020475557
14/10/2009,46.38,0.006489315
13/10/2009,46.08,0.010690622
12/10/2009,45.59,0.008591307
09/10/2009,45.2,-0.038837726
08/10/2009,46.99,-0.027496748
07/10/2009,48.3,-0.003307155
06/10/2009,48.46,0.039567451
05/10/2009,46.58,0.0123125
02/10/2009,46.01,-0.012527162
01/10/2009,46.59,-0.025011902
30/09/2009,47.77,-0.006676428
29/09/2009,48.09,-0.001662165
28/09/2009,48.17,0.023950725
25/09/2009,47.03,-0.004031836
24/09/2009,47.22,0.001271456
23/09/2009,47.16,-0.017654935
22/09/2009,48,0.00187676
21/09/2009,47.91,0.010913015
18/09/2009,47.39,0.000211037
17/09/2009,47.38,-0.012792457
16/09/2009,47.99,0.011526901
15/09/2009,47.44,-0.00168492
14/09/2009,47.52,0.020623671
11/09/2009,46.55,-0.012807005
10/09/2009,47.15,-0.007606206
09/09/2009,47.51,0.022133272
08/09/2009,46.47,-0.01112787
04/09/2009,46.99,0.010482501
03/09/2009,46.5,0.028134011
02/09/2009,45.21,-0.000221166
01/09/2009,45.22,-0.030919075
31/08/2009,46.64,-0.010663355
28/08/2009,47.14,0.010020338
27/08/2009,46.67,0.008607757
26/08/2009,46.27,-0.013523873
25/08/2009,46.9,0.019811156
24/08/2009,45.98,-0.017676684
21/08/2009,46.8,0.008583744
20/08/2009,46.4,0.038669141
19/08/2009,44.64,0.02449102
18/08/2009,43.56,-0.008913326
17/08/2009,43.95,-0.010186845
14/08/2009,44.4,-0.018078832
13/08/2009,45.21,0.002657809
12/08/2009,45.09,0.014520528
11/08/2009,44.44,-0.000899685
10/08/2009,44.48,-0.022452872
07/08/2009,45.49,0.033984938
06/08/2009,43.97,0.032592738
05/08/2009,42.56,0.009917437
04/08/2009,42.14,-0.036808255
03/08/2009,43.72,-0.007973616
31/07/2009,44.07,-0.006107925
30/07/2009,44.34,-0.001352265
29/07/2009,44.4,0.005193644
28/07/2009,44.17,0.002493484
27/07/2009,44.06,-0.009712103
24/07/2009,44.49,0.011074811
23/07/2009,44,0.002047549
22/07/2009,43.91,0.01122192
21/07/2009,43.42,-0.006656744
20/07/2009,43.71,0.006656744
17/07/2009,43.42,-0.004595596
16/07/2009,43.62,0.01106512
15/07/2009,43.14,0.030597821
14/07/2009,41.84,0.005752652
13/07/2009,41.6,0.018438174
10/07/2009,40.84,-0.007804918
09/07/2009,41.16,0.01493113
08/07/2009,40.55,0.042055801
07/07/2009,38.88,0.006709703
06/07/2009,38.62,0.019083052
02/07/2009,37.89,-0.016230723
01/07/2009,38.51,-0.002334329
30/06/2009,38.6,-0.009796418
29/06/2009,38.98,0.016294166
26/06/2009,38.35,-0.01218105
25/06/2009,38.82,0.023193222
24/06/2009,37.93,-0.002895882
23/06/2009,38.04,-0.025179786
22/06/2009,39.01,0.00901255
19/06/2009,38.66,-0.007473299
18/06/2009,38.95,-0.00486619
17/06/2009,39.14,0.027718392
16/06/2009,38.07,-0.025672355
15/06/2009,39.06,-0.009428022
12/06/2009,39.43,0.015076304
11/06/2009,38.84,-0.019630968
10/06/2009,39.61,-0.00654255
09/06/2009,39.87,0.00301432
08/06/2009,39.75,0.009859769
05/06/2009,39.36,0.005860636
04/06/2009,39.13,-0.025982039
03/06/2009,40.16,-0.003976148
02/06/2009,40.32,0.010220705
01/06/2009,39.91,0.018971101
29/05/2009,39.16,-0.000765795
28/05/2009,39.19,0.005372918
27/05/2009,38.98,-0.016032918
26/05/2009,39.61,0.016032918
22/05/2009,38.98,0.006950729
21/05/2009,38.71,0.077870781
20/05/2009,35.81,-0.024822013
19/05/2009,36.71,0.015372249
18/05/2009,36.15,0.026914997
15/05/2009,35.19,-0.001136041
14/05/2009,35.23,-0.002551383
13/05/2009,35.32,-0.015451916
12/05/2009,35.87,-0.009986213
11/05/2009,36.23,-0.0066025
08/05/2009,36.47,-0.00628675
07/05/2009,36.7,-0.035335582
06/05/2009,38.02,-0.007337559
05/05/2009,38.3,-0.010389704
04/05/2009,38.7,0.018516633
01/05/2009,37.99,0.001317003
30/04/2009,37.94,0.018622512
29/04/2009,37.24,-0.048739015
28/04/2009,39.1,0.015464226
27/04/2009,38.5,-0.01367234
24/04/2009,39.03,-0.011463633
23/04/2009,39.48,-0.0095791
22/04/2009,39.86,0.00477808
21/04/2009,39.67,0.027602059
20/04/2009,38.59,-0.014407247
17/04/2009,39.15,-0.004841391
16/04/2009,39.34,0.013048669
15/04/2009,38.83,-0.005137437
14/04/2009,39.03,0.000256246
13/04/2009,39.02,-0.016772947
09/04/2009,39.68,0.046688041
08/04/2009,37.87,0.036573046
07/04/2009,36.51,-0.030481119
06/04/2009,37.64,0.018501667
03/04/2009,36.95,-0.001352265
02/04/2009,37,0.019651287
01/04/2009,36.28,0.011086588
31/03/2009,35.88,-0.014388737
30/03/2009,36.4,-0.007662873
27/03/2009,36.68,-0.000545108
26/03/2009,36.7,0.050863156
25/03/2009,34.88,-0.004862014
24/03/2009,35.05,-0.007390596
23/03/2009,35.31,0.039866631
20/03/2009,33.93,0.002360579
19/03/2009,33.85,-0.007358385
18/03/2009,34.1,0.021640092
17/03/2009,33.37,0.034759597
16/03/2009,32.23,-0.02391285
13/03/2009,33.01,-0.001513547
12/03/2009,33.06,0.037600731
11/03/2009,31.84,0.017424803
10/03/2009,31.29,0.065369803
09/03/2009,29.31,-0.004765155
06/03/2009,29.45,-0.029113651
05/03/2009,30.32,-0.000659413
04/03/2009,30.34,0.04689677
03/03/2009,28.95,-0.006198367
02/03/2009,29.13,-0.013299429
27/02/2009,29.52,0.014329826
26/02/2009,29.1,-0.040079451
25/02/2009,30.29,-0.006253106
24/02/2009,30.48,0.027271394
23/02/2009,29.66,-0.037390625
20/02/2009,30.79,0.01241846
19/02/2009,30.41,0.008254959
18/02/2009,30.16,-0.004631169
17/02/2009,30.3,-0.013114942
13/02/2009,30.7,-0.033315061
12/02/2009,31.74,0.016839159
11/02/2009,31.21,-0.008613867
10/02/2009,31.48,-0.025405161
09/02/2009,32.29,-0.008941018
06/02/2009,32.58,0.061718682
05/02/2009,30.63,0.080886463
04/02/2009,28.25,-0.042957765
03/02/2009,29.49,0.008855644
02/02/2009,29.23,-0.006479136
30/01/2009,29.42,-0.023514688
29/01/2009,30.12,-0.02912033
28/01/2009,31.01,0.001290739
27/01/2009,30.97,-0.021403149
26/01/2009,31.64,0.013683587
23/01/2009,31.21,-0.002560001
22/01/2009,31.29,0.008344079
21/01/2009,31.03,0.049547783
20/01/2009,29.53,-0.043405853
16/01/2009,30.84,0.011413788
15/01/2009,30.49,0.041177365
14/01/2009,29.26,-0.01324073
13/01/2009,29.65,0.004732936
12/01/2009,29.51,-0.016468193
09/01/2009,30,-0.051326627
08/01/2009,31.58,0.037423722
07/01/2009,30.42,0.013236461
06/01/2009,30.02,-0.008293297
05/01/2009,30.27,
