Date,Close,LEN
18/12/2013,37.43,0.061426439
17/12/2013,35.2,0.005698021
16/12/2013,35,0
13/12/2013,35,0.003147806
12/12/2013,34.89,-0.004004582
11/12/2013,35.03,-0.020345432
10/12/2013,35.75,0.014368468
09/12/2013,35.24,0.020063728
06/12/2013,34.54,0.009307804
05/12/2013,34.22,-0.008728598
04/12/2013,34.52,-0.022627344
03/12/2013,35.31,0.003688471
02/12/2013,35.18,-0.016352211
29/11/2013,35.76,-0.005299134
27/11/2013,35.95,-0.00277778
26/11/2013,36.05,0.049470007
25/11/2013,34.31,-0.006970693
22/11/2013,34.55,-0.010652181
21/11/2013,34.92,0.010652181
20/11/2013,34.55,0.009889551
19/11/2013,34.21,-0.009020867
18/11/2013,34.52,0.0101908
15/11/2013,34.17,-0.001462202
14/11/2013,34.22,0.026352376
13/11/2013,33.33,0.012681329
12/11/2013,32.91,0.01007796
11/11/2013,32.58,-0.006424988
08/11/2013,32.79,-0.04327096
07/11/2013,34.24,-0.008144315
06/11/2013,34.52,0.006102009
05/11/2013,34.31,-0.023618609
04/11/2013,35.13,0.004278997
01/11/2013,34.98,-0.016163687
31/10/2013,35.55,-0.030200384
30/10/2013,36.64,-0.019995262
29/10/2013,37.38,0.014823072
28/10/2013,36.83,-0.004334875
25/10/2013,36.99,-0.005929937
24/10/2013,37.21,0.017896356
23/10/2013,36.55,0.01045114
22/10/2013,36.17,0.041202216
21/10/2013,34.71,-0.009462436
18/10/2013,35.04,-0.009090972
17/10/2013,35.36,0.043346861
16/10/2013,33.86,0.015476499
15/10/2013,33.34,-0.02867898
14/10/2013,34.31,-0.014755077
11/10/2013,34.82,0.029731132
10/10/2013,33.8,0.012503884
09/10/2013,33.38,-0.010430731
08/10/2013,33.73,-0.028352038
07/10/2013,34.7,0.000288226
04/10/2013,34.69,-0.029259295
03/10/2013,35.72,-0.010582109
02/10/2013,36.1,0.010582109
01/10/2013,35.72,0.008998936
30/09/2013,35.4,-0.012910648
27/09/2013,35.86,-0.017415782
26/09/2013,36.49,0.002744239
25/09/2013,36.39,0.010497334
24/09/2013,36.01,0.041678605
23/09/2013,34.54,-0.017506546
20/09/2013,35.15,-0.031366335
19/09/2013,36.27,-0.02880634
18/09/2013,37.33,0.063307027
17/09/2013,35.04,0.00773532
16/09/2013,34.77,0.0083755
13/09/2013,34.48,-0.012107383
12/09/2013,34.9,0.008344172
11/09/2013,34.61,0.033194412
10/09/2013,33.48,-0.015118118
09/09/2013,33.99,0.05254832
06/09/2013,32.25,0.02257857
05/09/2013,31.53,-0.009155549
04/09/2013,31.82,0.007254408
03/09/2013,31.59,-0.006940091
30/08/2013,31.81,-0.025144891
29/08/2013,32.62,0.031135765
28/08/2013,31.62,-0.020348174
27/08/2013,32.27,-0.016290509
26/08/2013,32.8,0.006116227
23/08/2013,32.6,-0.029022593
22/08/2013,33.56,0.016524336
21/08/2013,33.01,-0.012044711
20/08/2013,33.41,0.031005523
19/08/2013,32.39,-0.044975137
16/08/2013,33.88,0.017868254
15/08/2013,33.28,0.049902562
14/08/2013,31.66,-0.01566939
13/08/2013,32.16,-0.026692795
12/08/2013,33.03,0.003032143
09/08/2013,32.93,0.018079242
08/08/2013,32.34,0.002786811
07/08/2013,32.25,-0.032039354
06/08/2013,33.3,-0.020803128
05/08/2013,34,-0.020667305
02/08/2013,34.71,0.020667305
01/08/2013,34,0.003830858
31/07/2013,33.87,0.022392337
30/07/2013,33.12,-0.006020488
29/07/2013,33.32,-0.007177064
26/07/2013,33.56,0.005677589
25/07/2013,33.37,-0.016347518
24/07/2013,33.92,-0.039027933
23/07/2013,35.27,0.013415357
22/07/2013,34.8,-0.020760023
19/07/2013,35.53,0.010183964
18/07/2013,35.17,-0.0135557
17/07/2013,35.65,0.004779989
16/07/2013,35.48,-0.001970999
15/07/2013,35.55,-0.041328195
12/07/2013,37.05,-0.0104713
11/07/2013,37.44,0.080042708
10/07/2013,34.56,-0.012936791
09/07/2013,35.01,0.057612169
08/07/2013,33.05,-0.026278012
05/07/2013,33.93,-0.040998814
03/07/2013,35.35,0.010236086
02/07/2013,34.99,-0.013624962
01/07/2013,35.47,-0.015942164
28/06/2013,36.04,-0.036506369
27/06/2013,37.38,0.037339124
26/06/2013,36.01,0.021898685
25/06/2013,35.23,0.006835686
24/06/2013,34.99,-0.007403223
21/06/2013,35.25,0.008833225
20/06/2013,34.94,-0.079998675
19/06/2013,37.85,-0.038102315
18/06/2013,39.32,0
17/06/2013,39.32,0.007402714
14/06/2013,39.03,0.007716088
13/06/2013,38.73,0.053292928
12/06/2013,36.72,0.002727027
11/06/2013,36.62,-0.018666848
10/06/2013,37.31,-0.033990889
07/06/2013,38.6,0.001296176
06/06/2013,38.55,0.02894939
05/06/2013,37.45,-0.015631528
04/06/2013,38.04,-0.030803523
03/06/2013,39.23,-0.002291535
31/05/2013,39.32,-0.020640048
30/05/2013,40.14,-0.005465852
29/05/2013,40.36,-0.044817964
28/05/2013,42.21,-0.013647271
24/05/2013,42.79,-0.014155011
23/05/2013,43.4,0.02590879
22/05/2013,42.29,-0.004247293
21/05/2013,42.47,-0.017505407
20/05/2013,43.22,-0.013786983
17/05/2013,43.82,0.020286542
16/05/2013,42.94,-0.01754431
15/05/2013,43.7,-0.004110533
14/05/2013,43.88,0.014692643
13/05/2013,43.24,0.013035566
10/05/2013,42.68,0.006582064
09/05/2013,42.4,0.003544008
08/05/2013,42.25,0.001184133
07/05/2013,42.2,0.001897534
06/05/2013,42.12,0.000237445
03/05/2013,42.11,0.004522202
02/05/2013,41.92,0.037676105
01/05/2013,40.37,-0.020836641
30/04/2013,41.22,-0.004840281
29/04/2013,41.42,-0.02102323
26/04/2013,42.3,0.008785525
25/04/2013,41.93,0.012479164
24/04/2013,41.41,-0.000965484
23/04/2013,41.45,0.0663254
22/04/2013,38.79,0.016112615
19/04/2013,38.17,0.024934979
18/04/2013,37.23,-0.028073878
17/04/2013,38.29,-0.010650835
16/04/2013,38.7,0.024059738
15/04/2013,37.78,-0.069028163
12/04/2013,40.48,0.0357091
11/04/2013,39.06,-0.011454879
10/04/2013,39.51,-0.005804433
09/04/2013,39.74,-0.017461157
08/04/2013,40.44,0.027577581
05/04/2013,39.34,0.014079332
04/04/2013,38.79,-0.00360268
03/04/2013,38.93,-0.027864011
02/04/2013,40.03,-0.014385169
01/04/2013,40.61,-0.021197042
28/03/2013,41.48,-0.007445693
27/03/2013,41.79,0.001676446
26/03/2013,41.72,0.003842464
25/03/2013,41.56,-0.013384521
22/03/2013,42.12,-0.006389798
21/03/2013,42.39,-0.023546956
20/03/2013,43.4,0.046695585
19/03/2013,41.42,-0.003855426
18/03/2013,41.58,-0.004559096
15/03/2013,41.77,-0.004061647
14/03/2013,41.94,0.018287324
13/03/2013,41.18,0.004624567
12/03/2013,40.99,-0.019807411
11/03/2013,41.81,0.002154915
08/03/2013,41.72,0.007216774
07/03/2013,41.42,0.004112743
06/03/2013,41.25,0.013668751
05/03/2013,40.69,0.020609047
04/03/2013,39.86,0.025922671
01/03/2013,38.84,0.006457468
28/02/2013,38.59,-0.009028824
27/02/2013,38.94,0.024172717
26/02/2013,38.01,0.036163041
25/02/2013,36.66,-0.032737026
22/02/2013,37.88,0.005028461
21/02/2013,37.69,0.013623825
20/02/2013,37.18,-0.070855937
19/02/2013,39.91,-0.007240077
15/02/2013,40.2,-0.010885808
14/02/2013,40.64,-0.004664302
13/02/2013,40.83,-0.000979192
12/02/2013,40.87,0.039935429
11/02/2013,39.27,-0.017418085
08/02/2013,39.96,-0.003996009
07/02/2013,40.12,-0.014353129
06/02/2013,40.7,-0.006611999
05/02/2013,40.97,0.010304311
04/02/2013,40.55,-0.012742147
01/02/2013,41.07,-0.01137889
31/01/2013,41.54,-0.001443349
30/01/2013,41.6,-0.025630259
29/01/2013,42.68,0.018205964
28/01/2013,41.91,-0.027302237
25/01/2013,43.07,0.018039613
24/01/2013,42.3,-0.007301881
23/01/2013,42.61,0.01275407
22/01/2013,42.07,-0.000237671
18/01/2013,42.08,0.003332543
17/01/2013,41.94,0.034444346
16/01/2013,40.52,-0.003940892
15/01/2013,40.68,-0.008323181
14/01/2013,41.02,0.001707942
11/01/2013,40.95,-0.001707942
10/01/2013,41.02,-0.016681156
09/01/2013,41.71,0.013031072
08/01/2013,41.17,-0.00121374
07/01/2013,41.22,0.02431059
04/01/2013,40.23,0.007986067
03/01/2013,39.91,0.000751974
02/01/2013,39.88,0.030810839
31/12/2012,38.67,0.027528282
28/12/2012,37.62,-0.012153386
27/12/2012,38.08,0.001839927
26/12/2012,38.01,-0.007078284
24/12/2012,38.28,-0.004691174
21/12/2012,38.46,-0.021351293
20/12/2012,39.29,0.000509165
19/12/2012,39.27,-0.011142177
18/12/2012,39.71,0.023182799
17/12/2012,38.8,0.039158859
14/12/2012,37.31,0.002952626
13/12/2012,37.2,-0.017850481
12/12/2012,37.87,0.03931578
11/12/2012,36.41,-0.005204778
10/12/2012,36.6,-0.002455998
07/12/2012,36.69,0.010962017
06/12/2012,36.29,-0.003575853
05/12/2012,36.42,-0.036661788
04/12/2012,37.78,-0.000793756
03/12/2012,37.81,-0.00606462
30/11/2012,38.04,-0.00498231
29/11/2012,38.23,-0.003915943
28/11/2012,38.38,-0.008819772
27/11/2012,38.72,0.004659599
26/11/2012,38.54,-0.003626008
23/11/2012,38.68,0.009350717
21/11/2012,38.32,0.005757671
20/11/2012,38.1,0.034444735
19/11/2012,36.81,0.018646002
16/11/2012,36.13,0.034636716
15/11/2012,34.9,-0.003146906
14/11/2012,35.01,-0.033701589
13/11/2012,36.21,-0.004683849
12/11/2012,36.38,-0.046457542
09/11/2012,38.11,-0.007841127
08/11/2012,38.41,-0.016525034
07/11/2012,39.05,0.004105728
06/11/2012,38.89,0.006966871
05/11/2012,38.62,0.03450889
02/11/2012,37.31,-0.025927378
01/11/2012,38.29,0.021648153
31/10/2012,37.47,0.012082306
26/10/2012,37.02,-0.013149257
25/10/2012,37.51,-0.018227952
24/10/2012,38.2,0.01185004
23/10/2012,37.75,-0.011326343
22/10/2012,38.18,-0.014302675
19/10/2012,38.73,0.001291823
18/10/2012,38.68,0.014321297
17/10/2012,38.13,0.021471998
16/10/2012,37.32,0.007261024
15/10/2012,37.05,0.035438401
12/10/2012,35.76,0.001119194
11/10/2012,35.72,-0.029243463
10/10/2012,36.78,-0.001629992
09/10/2012,36.84,-0.020685761
08/10/2012,37.61,-0.008208705
05/10/2012,37.92,0.010871113
04/10/2012,37.51,0.002669516
03/10/2012,37.41,0.066875742
02/10/2012,34.99,0.009764581
01/10/2012,34.65,-0.00345722
28/09/2012,34.77,-0.013994231
27/09/2012,35.26,0.017740093
26/09/2012,34.64,-0.045706122
25/09/2012,36.26,-0.019121041
24/09/2012,36.96,-0.014771317
21/09/2012,37.51,0.024559324
20/09/2012,36.6,0.009333035
19/09/2012,36.26,0.018650506
18/09/2012,35.59,-0.009786182
17/09/2012,35.94,-0.014639123
14/09/2012,36.47,0.037719236
13/09/2012,35.12,0.017231903
12/09/2012,34.52,0.042609996
11/09/2012,33.08,-0.003319756
10/09/2012,33.19,-0.022050953
07/09/2012,33.93,-0.004411123
06/09/2012,34.08,0.035846132
05/09/2012,32.88,0.000608458
04/09/2012,32.86,0.013172192
31/08/2012,32.43,0.01022789
30/08/2012,32.1,-0.003731348
29/08/2012,32.22,-0.001550628
28/08/2012,32.27,0.008089652
27/08/2012,32.01,-0.019183757
24/08/2012,32.63,0.018559147
23/08/2012,32.03,-0.009941057
22/08/2012,32.35,0.036837157
21/08/2012,31.18,-0.02220199
20/08/2012,31.88,-0.026618718
17/08/2012,32.74,0.010130555
16/08/2012,32.41,0.033890912
15/08/2012,31.33,0.001597189
14/08/2012,31.28,0.001599744
13/08/2012,31.23,0.000961076
10/08/2012,31.2,-0.00925194
09/08/2012,31.49,0.025081701
08/08/2012,30.71,0.011133055
07/08/2012,30.37,0.022308233
06/08/2012,29.7,-0.013045845
03/08/2012,30.09,0.016756424
02/08/2012,29.59,0.021175655
01/08/2012,28.97,-0.008250305
31/07/2012,29.21,-0.01191098
30/07/2012,29.56,-0.026044878
27/07/2012,30.34,0.00495623
26/07/2012,30.19,0.038836554
25/07/2012,29.04,-0.041152518
24/07/2012,30.26,-0.01898584
23/07/2012,30.84,0
20/07/2012,30.84,0.017004988
19/07/2012,30.32,-0.001976936
18/07/2012,30.38,-0.025029748
17/07/2012,31.15,-0.007675126
16/07/2012,31.39,0.011857213
13/07/2012,31.02,-0.00128866
12/07/2012,31.06,0.035390325
11/07/2012,29.98,-0.017524006
10/07/2012,30.51,-0.030980212
09/07/2012,31.47,-0.010745995
06/07/2012,31.81,0.00979316
05/07/2012,31.5,0.014388737
03/07/2012,31.05,-0.001609011
02/07/2012,31.1,0.006128063
29/06/2012,30.91,0.051446552
28/06/2012,29.36,0.022736081
27/06/2012,28.7,0.046719139
26/06/2012,27.39,0.03001893
25/06/2012,26.58,0.007932053
22/06/2012,26.37,0.010674901
21/06/2012,26.09,-0.030945866
20/06/2012,26.91,-0.004449396
19/06/2012,27.03,0.002222223
18/06/2012,26.97,0.040482168
15/06/2012,25.9,0.013605652
14/06/2012,25.55,0.035454819
13/06/2012,24.66,-0.036628298
12/06/2012,25.58,0.009426621
11/06/2012,25.34,-0.046645573
08/06/2012,26.55,0.01939593
07/06/2012,26.04,-0.009554821
06/06/2012,26.29,0.039570717
05/06/2012,25.27,0.064987111
04/06/2012,23.68,-0.055044695
01/06/2012,25.02,-0.08684483
31/05/2012,27.29,0.017372457
30/05/2012,26.82,-0.069489889
29/05/2012,28.75,0.019315789
25/05/2012,28.2,-0.002125399
24/05/2012,28.26,-0.005293819
23/05/2012,28.41,0.02856317
22/05/2012,27.61,0.021970858
21/05/2012,27.01,0.031211407
18/05/2012,26.18,-0.02675871
17/05/2012,26.89,-0.08480863
16/05/2012,29.27,0.003765194
15/05/2012,29.16,0.027465658
14/05/2012,28.37,-0.002815912
11/05/2012,28.45,0.012378584
10/05/2012,28.1,-0.029455145
09/05/2012,28.94,0.036239674
08/05/2012,27.91,-0.016347201
07/05/2012,28.37,0.008851182
04/05/2012,28.12,-0.011667094
03/05/2012,28.45,-0.019837087
02/05/2012,29.02,0.02653787
01/05/2012,28.26,0.018571962
30/04/2012,27.74,-0.023865781
27/04/2012,28.41,0.036928376
26/04/2012,27.38,0.055569851
25/04/2012,25.9,0.024625047
24/04/2012,25.27,0.022005289
23/04/2012,24.72,-0.041598392
20/04/2012,25.77,0.035950939
19/04/2012,24.86,-0.027377231
18/04/2012,25.55,-0.01089929
17/04/2012,25.83,0.001549787
16/04/2012,25.79,-0.012331563
13/04/2012,26.11,-0.01482635
12/04/2012,26.5,0.028710106
11/04/2012,25.75,0.04976151
10/04/2012,24.5,-0.075448182
09/04/2012,26.42,0.00645531
05/04/2012,26.25,-0.014747857
04/04/2012,26.64,-0.004868012
03/04/2012,26.77,0.007499098
02/04/2012,26.57,-0.022698649
30/03/2012,27.18,-0.001103144
29/03/2012,27.21,-0.016764241
28/03/2012,27.67,0.001446655
27/03/2012,27.63,0.045538129
26/03/2012,26.4,0.020666637
23/03/2012,25.86,-0.010003931
22/03/2012,26.12,-0.018961509
21/03/2012,26.62,0.007163084
20/03/2012,26.43,-0.004530019
19/03/2012,26.55,-0.000753012
16/03/2012,26.57,-0.011971711
15/03/2012,26.89,0.01952747
14/03/2012,26.37,-0.012061963
13/03/2012,26.69,0.044043113
12/03/2012,25.54,0.003530108
09/03/2012,25.45,0.03031744
08/03/2012,24.69,0.044304493
07/03/2012,23.62,0.054820162
06/03/2012,22.36,-0.02211501
05/03/2012,22.86,-0.003929278
02/03/2012,22.95,-0.01856302
01/03/2012,23.38,0
29/02/2012,23.38,0.037921301
28/02/2012,22.51,-0.018922457
27/02/2012,22.94,0.024714409
24/02/2012,22.38,-0.012433553
23/02/2012,22.66,0.025476238
22/02/2012,22.09,-0.019722737
21/02/2012,22.53,-0.036177404
17/02/2012,23.36,-0.002138124
16/02/2012,23.41,-0.006387077
15/02/2012,23.56,-0.010135222
14/02/2012,23.8,-0.006700193
13/02/2012,23.96,0.025788789
10/02/2012,23.35,-0.016564405
09/02/2012,23.74,0.015708241
08/02/2012,23.37,0.026448539
07/02/2012,22.76,0.00308031
06/02/2012,22.69,-0.028244328
03/02/2012,23.34,0.071014745
02/02/2012,21.74,-0.004131289
01/02/2012,21.83,0.01569746
31/01/2012,21.49,-0.029798217
30/01/2012,22.14,-0.006303488
27/01/2012,22.28,0.006755261
26/01/2012,22.13,-0.029826382
25/01/2012,22.8,0.01903976
24/01/2012,22.37,0.028107018
23/01/2012,21.75,-0.014152256
20/01/2012,22.06,-0.026393838
19/01/2012,22.65,-0.015334364
18/01/2012,23,0.043089055
17/01/2012,22.03,0.000908265
13/01/2012,22.01,-0.007694086
12/01/2012,22.18,-0.003151027
11/01/2012,22.25,0.06931395
10/01/2012,20.76,0.003861009
09/01/2012,20.68,0.013632149
06/01/2012,20.4,-0.017974737
05/01/2012,20.77,0.027332106
04/01/2012,20.21,0.015960439
03/01/2012,19.89,0.012139755
30/12/2011,19.65,-0.01063032
29/12/2011,19.86,0.045321865
28/12/2011,18.98,-0.016719303
27/12/2011,19.3,-0.003620382
23/12/2011,19.37,-0.01078316
22/12/2011,19.58,-0.020223136
21/12/2011,19.98,0.015128882
20/12/2011,19.68,0.061291765
19/12/2011,18.51,-0.013948724
16/12/2011,18.77,0.019909186
15/12/2011,18.4,0.009282076
14/12/2011,18.23,-0.026523882
13/12/2011,18.72,-0.042359274
12/12/2011,19.53,-0.005616558
09/12/2011,19.64,0.032077246
08/12/2011,19.02,-0.030038509
07/12/2011,19.6,0.016980084
06/12/2011,19.27,-0.000518807
05/12/2011,19.28,0.046174294
02/12/2011,18.41,-0.002170375
01/12/2011,18.45,0.002170375
30/11/2011,18.41,0.078504872
29/11/2011,17.02,0.013605652
28/11/2011,16.79,0.021066081
25/11/2011,16.44,0
23/11/2011,16.44,-0.038776107
22/11/2011,17.09,-0.013368406
21/11/2011,17.32,-0.020006383
18/11/2011,17.67,-0.025148014
17/11/2011,18.12,-0.013702599
16/11/2011,18.37,0.018127385
15/11/2011,18.04,0.006674107
14/11/2011,17.92,-0.010546864
11/11/2011,18.11,0.023464764
10/11/2011,17.69,0.043321819
09/11/2011,16.94,-0.062359348
08/11/2011,18.03,0.030407748
07/11/2011,17.49,0.018465614
04/11/2011,17.17,0.005841138
03/11/2011,17.07,0.033356279
02/11/2011,16.51,0.04458943
01/11/2011,15.79,-0.046404861
31/10/2011,16.54,-0.030368514
28/10/2011,17.05,-0.008177616
27/10/2011,17.19,0.042180295
26/10/2011,16.48,0.030183998
25/10/2011,15.99,-0.062425596
24/10/2011,17.02,0.017185608
21/10/2011,16.73,0.039005554
20/10/2011,16.09,0.033494442
19/10/2011,15.56,-0.022872662
18/10/2011,15.92,0.08861156
17/10/2011,14.57,-0.049541589
14/10/2011,15.31,0.009186416
13/10/2011,15.17,-0.007879227
12/10/2011,15.29,0.019815708
11/10/2011,14.99,0
10/10/2011,14.99,0.05979108
07/10/2011,14.12,-0.013366362
06/10/2011,14.31,0.034841775
05/10/2011,13.82,0.046657852
04/10/2011,13.19,0.034712317
03/10/2011,12.74,-0.060901617
30/09/2011,13.54,-0.050406638
29/09/2011,14.24,0.066788241
28/09/2011,13.32,-0.028858828
27/09/2011,13.71,-0.014482512
26/09/2011,13.91,0.037353299
23/09/2011,13.4,0.019593694
22/09/2011,13.14,-0.056227827
21/09/2011,13.9,-0.014285957
20/09/2011,14.1,-0.025902743
19/09/2011,14.47,0.047408948
16/09/2011,13.8,-0.00361664
15/09/2011,13.85,0.00943061
14/09/2011,13.72,0.028837488
13/09/2011,13.33,-0.013413018
12/09/2011,13.51,0.002223046
09/09/2011,13.48,-0.034272403
08/09/2011,13.95,-0.026177653
07/09/2011,14.32,0.036988569
06/09/2011,13.8,-0.005780363
02/09/2011,13.88,-0.035389397
01/09/2011,14.38,-0.022009141
31/08/2011,14.7,0.002724797
30/08/2011,14.66,0.022069861
29/08/2011,14.34,0.054454713
26/08/2011,13.58,0.013343415
25/08/2011,13.4,0.019593694
24/08/2011,13.14,0.033271928
23/08/2011,12.71,0
22/08/2011,12.71,-0.000786473
19/08/2011,12.72,-0.044588477
18/08/2011,13.3,-0.079464171
17/08/2011,14.4,-0.021299328
16/08/2011,14.71,-0.01417506
15/08/2011,14.92,0.057237269
12/08/2011,14.09,0.004267432
11/08/2011,14.03,0.051931229
10/08/2011,13.32,-0.097219358
09/08/2011,14.68,0.037478363
08/08/2011,14.14,-0.087306006
05/08/2011,15.43,-0.01543439
04/08/2011,15.67,-0.084988486
03/08/2011,17.06,0.005878912
02/08/2011,16.96,-0.035335272
01/08/2011,17.57,-0.006806606
29/07/2011,17.69,0.002830458
28/07/2011,17.64,0.0102565
27/07/2011,17.46,-0.032678964
26/07/2011,18.04,-0.014309545
25/07/2011,18.3,-0.016260521
22/07/2011,18.6,-0.001611604
21/07/2011,18.63,0.012966146
20/07/2011,18.39,-0.007044191
19/07/2011,18.52,0.064106649
18/07/2011,17.37,-0.021077397
15/07/2011,17.74,-0.00562115
14/07/2011,17.84,-0.011148387
13/07/2011,18.04,0.000554477
12/07/2011,18.03,-0.009384557
11/07/2011,18.2,-0.03509132
08/07/2011,18.85,-0.002649008
07/07/2011,18.9,0.032260862
06/07/2011,18.3,-0.015184674
05/07/2011,18.58,-0.00964121
01/07/2011,18.76,0.033056383
30/06/2011,18.15,-0.013136478
29/06/2011,18.39,-0.005423007
28/06/2011,18.49,0.002707827
27/06/2011,18.44,0.021930703
24/06/2011,18.04,-0.025719612
23/06/2011,18.51,0.022399188
22/06/2011,18.1,0.014468811
21/06/2011,17.84,0.014112568
20/06/2011,17.59,0.007418008
17/06/2011,17.46,0.012680285
16/06/2011,17.24,0.020510534
15/06/2011,16.89,-0.01993032
14/06/2011,17.23,0.021708098
13/06/2011,16.86,0.010134215
10/06/2011,16.69,-0.020753784
09/06/2011,17.04,0.01537582
08/06/2011,16.78,-0.01537582
07/06/2011,17.04,-0.022629338
06/06/2011,17.43,-0.03106717
03/06/2011,17.98,-0.01106206
02/06/2011,18.18,-0.0201477
01/06/2011,18.55,-0.022916004
31/05/2011,18.98,0.004223871
27/05/2011,18.9,0.020850795
26/05/2011,18.51,0.027383967
25/05/2011,18.01,0.016233214
24/05/2011,17.72,-0.007309563
23/05/2011,17.85,-0.006143555
20/05/2011,17.96,0.002229655
19/05/2011,17.92,0.00447428
18/05/2011,17.84,0.018670981
17/05/2011,17.51,-0.003989746
16/05/2011,17.58,0.003418807
13/05/2011,17.52,-0.012478891
12/05/2011,17.74,-0.012881724
11/05/2011,17.97,-0.023646964
10/05/2011,18.4,0.007090294
09/05/2011,18.27,-0.01413067
06/05/2011,18.53,-0.010201431
05/05/2011,18.72,0.010741242
04/05/2011,18.52,0.005414198
03/05/2011,18.42,0.003262646
02/05/2011,18.36,-0.03373814
29/04/2011,18.99,0.001581028
28/04/2011,18.96,-0.010493276
27/04/2011,19.16,-0.002085506
26/04/2011,19.2,0.003129893
25/04/2011,19.14,0.012089503
21/04/2011,18.91,-0.008949783
20/04/2011,19.08,0.015315853
19/04/2011,18.79,0.024240347
18/04/2011,18.34,-0.005437751
15/04/2011,18.44,0.015851657
14/04/2011,18.15,-0.002201432
13/04/2011,18.19,-0.007121367
12/04/2011,18.32,0.006571765
11/04/2011,18.2,-0.009297305
08/04/2011,18.37,-0.001631765
07/04/2011,18.4,0.004357305
06/04/2011,18.32,0
05/04/2011,18.32,0.013740255
04/04/2011,18.07,-0.013194254
01/04/2011,18.31,0.010431058
31/03/2011,18.12,-0.00824407
30/03/2011,18.27,-0.042856049
29/03/2011,19.07,-0.035037072
28/03/2011,19.75,-0.014077658
25/03/2011,20.03,0.008020093
24/03/2011,19.87,0.006057565
23/03/2011,19.75,0.01171391
22/03/2011,19.52,-0.015251948
21/03/2011,19.82,0.007596897
18/03/2011,19.67,0.019507805
17/03/2011,19.29,0.008851919
16/03/2011,19.12,-0.028867984
15/03/2011,19.68,0.017944598
14/03/2011,19.33,-0.022507344
11/03/2011,19.77,-0.003534465
10/03/2011,19.84,-0.026853926
09/03/2011,20.38,0.010853585
08/03/2011,20.16,0.037912046
07/03/2011,19.41,-0.019388362
04/03/2011,19.79,-0.026428863
03/03/2011,20.32,0.009394383
02/03/2011,20.13,0.02057789
01/03/2011,19.72,-0.022067094
28/02/2011,20.16,-0.00790518
25/02/2011,20.32,0.018877858
24/02/2011,19.94,0.006540904
23/02/2011,19.81,-0.007042283
22/02/2011,19.95,-0.053671417
18/02/2011,21.05,-0.015555345
17/02/2011,21.38,0.025101957
16/02/2011,20.85,0.018393549
15/02/2011,20.47,-0.006330676
14/02/2011,20.6,-0.014936438
11/02/2011,20.91,0.003833258
10/02/2011,20.83,-0.000959693
09/02/2011,20.85,0.008670575
08/02/2011,20.67,0.039975715
07/02/2011,19.86,0.017268078
04/02/2011,19.52,-0.007655051
03/02/2011,19.67,0.002035624
02/02/2011,19.63,-0.015668756
01/02/2011,19.94,0.029518683
31/01/2011,19.36,-0.015377033
28/01/2011,19.66,-0.025610237
