Date,Close,TSS
11/11/2013,30.26,0.002647255
08/11/2013,30.18,0.013678278
07/11/2013,29.77,-0.005025978
06/11/2013,29.92,0.008727816
05/11/2013,29.66,-0.003029795
04/11/2013,29.75,0.000672495
01/11/2013,29.73,-0.003357962
31/10/2013,29.83,-0.011996145
30/10/2013,30.19,0.003650245
29/10/2013,30.08,0.001996673
28/10/2013,30.02,-0.000666001
25/10/2013,30.04,-0.006966358
24/10/2013,30.25,0.007965525
23/10/2013,30.01,-0.021102003
22/10/2013,30.65,0.005233901
21/10/2013,30.49,0.0055912
18/10/2013,30.32,0.00761467
17/10/2013,30.09,-0.001992033
16/10/2013,30.15,0.013355791
15/10/2013,29.75,-0.013355791
14/10/2013,30.15,0.018748457
11/10/2013,29.59,0.013952923
10/10/2013,29.18,0.023579456
09/10/2013,28.5,0.000350939
08/10/2013,28.49,-0.015671573
07/10/2013,28.94,-0.015769953
04/10/2013,29.4,0.0102565
03/10/2013,29.1,-0.020072115
02/10/2013,29.69,0.006759066
01/10/2013,29.49,0.002376508
30/09/2013,29.42,0.00374596
27/09/2013,29.31,-0.004765155
26/09/2013,29.45,0.010238997
25/09/2013,29.15,-0.00102863
24/09/2013,29.18,-0.00512734
23/09/2013,29.33,-0.006118306
20/09/2013,29.51,-0.011790603
19/09/2013,29.86,-0.00234153
18/09/2013,29.93,0.017866648
17/09/2013,29.4,0.005115101
16/09/2013,29.25,0.004797816
13/09/2013,29.11,0
12/09/2013,29.11,0.000343584
11/09/2013,29.1,0.008281621
10/09/2013,28.86,0.013254467
09/09/2013,28.48,0.009880109
06/09/2013,28.2,-0.002125399
05/09/2013,28.26,0.011030178
04/09/2013,27.95,0.008263025
03/09/2013,27.72,0.001805381
30/08/2013,27.67,-0.008636254
29/08/2013,27.91,0.002870472
28/08/2013,27.83,0.006127249
27/08/2013,27.66,-0.014714064
26/08/2013,28.07,-0.00992564
23/08/2013,28.35,0.002118645
22/08/2013,28.29,0.009946796
21/08/2013,28.01,-0.006760389
20/08/2013,28.2,0.007117468
19/08/2013,28,-0.00249688
16/08/2013,28.07,-0.001423995
15/08/2013,28.11,-0.015531551
14/08/2013,28.55,0.002103788
13/08/2013,28.49,0.012361097
12/08/2013,28.14,0.008207004
09/08/2013,27.91,-0.005003584
08/08/2013,28.05,0.008233445
07/08/2013,27.82,-0.007876876
06/08/2013,28.04,-0.004270469
05/08/2013,28.16,-0.000355051
02/08/2013,28.17,0.003200003
01/08/2013,28.08,0.024149669
31/07/2013,27.41,0.002557079
30/07/2013,27.34,0.006605529
29/07/2013,27.16,-0.000368121
26/07/2013,27.17,0.001473297
25/07/2013,27.13,-0.002209132
24/07/2013,27.19,0.044752721
23/07/2013,26,0.013942906
22/07/2013,25.64,0.006652343
19/07/2013,25.47,-0.005872007
18/07/2013,25.62,0.006657553
17/07/2013,25.45,-0.001962709
16/07/2013,25.5,-0.008590447
15/07/2013,25.72,0.003115267
12/07/2013,25.64,-0.001169363
11/07/2013,25.67,0.014518599
10/07/2013,25.3,0.000790826
09/07/2013,25.28,0.015145766
08/07/2013,24.9,0.004830927
05/07/2013,24.78,0.002828856
03/07/2013,24.71,0.00243112
02/07/2013,24.65,-0.00243112
01/07/2013,24.71,0.009351562
28/06/2013,24.48,0.006557401
27/06/2013,24.32,0.024137668
26/06/2013,23.74,0.009310266
25/06/2013,23.52,0.014129972
24/06/2013,23.19,0.017838193
21/06/2013,22.78,0.007048487
20/06/2013,22.62,-0.016659745
19/06/2013,23,-0.010810916
18/06/2013,23.25,-0.004291852
17/06/2013,23.35,-0.004699859
14/06/2013,23.46,-0.012706651
13/06/2013,23.76,0.035121383
12/06/2013,22.94,-0.01083904
11/06/2013,23.19,-0.00944213
10/06/2013,23.41,-0.000853971
07/06/2013,23.43,0.011158914
06/06/2013,23.17,-0.000862813
05/06/2013,23.19,-0.011575692
04/06/2013,23.46,-0.000426167
03/06/2013,23.47,-0.001702853
31/05/2013,23.51,-0.008892712
30/05/2013,23.72,0.003378382
29/05/2013,23.64,-0.007585371
28/05/2013,23.82,0.007162449
24/05/2013,23.65,0.002116403
23/05/2013,23.6,-0.002539147
22/05/2013,23.66,-0.014684552
21/05/2013,24.01,-0.005399805
20/05/2013,24.14,-0.002482417
17/05/2013,24.2,0.012474174
16/05/2013,23.9,-0.002507314
15/05/2013,23.96,-0.000834376
14/05/2013,23.98,0.000834376
13/05/2013,23.96,-0.011618388
10/05/2013,24.24,0.007037909
09/05/2013,24.07,0.003329175
08/05/2013,23.99,0.002504175
07/05/2013,23.93,0.004607338
06/05/2013,23.82,-0.004189365
03/05/2013,23.92,0.011774737
02/05/2013,23.64,0.005939771
01/05/2013,23.5,-0.00509339
30/04/2013,23.62,0.005519012
29/04/2013,23.49,0.010699867
26/04/2013,23.24,-0.008569033
25/04/2013,23.44,-0.002130834
24/04/2013,23.49,-0.031429363
23/04/2013,24.24,0.009533751
22/04/2013,24.01,0.002502086
19/04/2013,23.95,0.00544276
18/04/2013,23.82,-0.017065971
17/04/2013,24.23,-0.014341569
16/04/2013,24.58,0.010222947
15/04/2013,24.33,-0.023157647
12/04/2013,24.9,-0.001605137
11/04/2013,24.94,0.001605137
10/04/2013,24.9,0.017011346
09/04/2013,24.48,0.012744263
08/04/2013,24.17,0.005809145
05/04/2013,24.03,-0.007875688
04/04/2013,24.22,0.008291921
03/04/2013,24.02,-0.01241224
02/04/2013,24.32,-0.004922077
01/04/2013,24.44,-0.013815742
28/03/2013,24.78,0.00851069
27/03/2013,24.57,-0.006490895
26/03/2013,24.73,0.009343964
25/03/2013,24.5,0.00532025
22/03/2013,24.37,0.007413543
21/03/2013,24.19,0.003727484
20/03/2013,24.1,0.011266549
19/03/2013,23.83,-0.007525119
18/03/2013,24.01,-0.011594333
15/03/2013,24.29,-0.006565473
14/03/2013,24.45,0.001637332
13/03/2013,24.41,0.002461035
12/03/2013,24.35,-0.001641363
11/03/2013,24.39,0.005756595
08/03/2013,24.25,0
07/03/2013,24.25,0.003304423
06/03/2013,24.17,0.002485503
05/03/2013,24.11,0.013781801
04/03/2013,23.78,-0.000840689
01/03/2013,23.8,0.001682086
28/02/2013,23.76,0.000420964
27/02/2013,23.75,0.016557373
26/02/2013,23.36,0.008598505
25/02/2013,23.16,0.012600645
22/02/2013,22.87,0.026585527
21/02/2013,22.27,0.013562595
20/02/2013,21.97,-0.066471109
19/02/2013,23.48,0.008984018
15/02/2013,23.27,0.010367263
14/02/2013,23.03,0.00086881
13/02/2013,23.01,0.000434688
12/02/2013,23,-0.000434688
11/02/2013,23.01,-0.008223375
08/02/2013,23.2,0.005185837
07/02/2013,23.08,-0.012058716
06/02/2013,23.36,0.002142705
05/02/2013,23.31,0.007751977
04/02/2013,23.13,-0.003452744
01/02/2013,23.21,-0.001721912
31/01/2013,23.25,0.01168086
30/01/2013,22.98,-0.0039088
29/01/2013,23.07,-0.008631905
28/01/2013,23.27,-0.020417553
25/01/2013,23.75,0.004219416
24/01/2013,23.65,0.013623029
23/01/2013,23.33,-0.009810273
22/01/2013,23.56,-0.002543452
18/01/2013,23.62,-0.01052863
17/01/2013,23.87,0.00588237
16/01/2013,23.73,-0.001263424
15/01/2013,23.76,0.000420964
14/01/2013,23.75,0.003796672
11/01/2013,23.66,0.014045773
10/01/2013,23.33,-0.009385734
09/01/2013,23.55,0.036760896
08/01/2013,22.7,0.018226777
07/01/2013,22.29,0.000897666
04/01/2013,22.27,-0.004927222
03/01/2013,22.38,0.003581024
02/01/2013,22.3,0.040261613
31/12/2012,21.42,0.008909789
28/12/2012,21.23,-0.014960541
27/12/2012,21.55,0.006050752
26/12/2012,21.42,-0.010680389
24/12/2012,21.65,-0.000923361
21/12/2012,21.67,-0.005981154
20/12/2012,21.8,-0.005945593
19/12/2012,21.93,-0.011786175
18/12/2012,22.19,0.001352875
17/12/2012,22.16,0.009066245
14/12/2012,21.96,-0.00861488
13/12/2012,22.15,-0.002254792
12/12/2012,22.2,-0.00494272
11/12/2012,22.31,0.015812392
10/12/2012,21.96,-0.009968365
07/12/2012,22.18,-0.003151027
06/12/2012,22.25,-0.004484312
05/12/2012,22.35,0.012607101
04/12/2012,22.07,0.007732583
03/12/2012,21.9,-0.002280503
30/11/2012,21.95,0.003651305
29/11/2012,21.87,0.003205865
28/11/2012,21.8,0.003676475
27/11/2012,21.72,-0.003676475
26/11/2012,21.8,-0.008222979
23/11/2012,21.98,0.011439155
21/11/2012,21.73,0.005074982
20/11/2012,21.62,-0.001848429
19/11/2012,21.66,0.010208905
16/11/2012,21.44,-0.007897834
15/11/2012,21.61,-0.001387283
14/11/2012,21.64,-0.012856008
13/11/2012,21.92,-0.005005699
12/11/2012,22.03,0.00045403
09/11/2012,22.02,0.001363327
08/11/2012,21.99,-0.013998874
07/11/2012,22.3,-0.003134097
06/11/2012,22.37,0.011238599
05/11/2012,22.12,-0.010791472
02/11/2012,22.36,-0.013327607
01/11/2012,22.66,0.00753049
31/10/2012,22.49,0.001334817
26/10/2012,22.46,0.002228661
25/10/2012,22.41,0.007165279
24/10/2012,22.25,-0.034455705
23/10/2012,23.03,-0.009077218
22/10/2012,23.24,0.009077218
19/10/2012,23.03,-0.018499129
18/10/2012,23.46,0.000852879
17/10/2012,23.44,0.003846981
16/10/2012,23.35,0.003002361
15/10/2012,23.28,0.010796909
12/10/2012,23.03,-0.009077218
11/10/2012,23.24,-0.002149152
10/10/2012,23.29,-0.014493007
09/10/2012,23.63,-0.014285957
08/10/2012,23.97,-0.009136276
05/10/2012,24.19,0.003727484
04/10/2012,24.1,0.00415801
03/10/2012,24,0.008788506
02/10/2012,23.79,0.007594973
01/10/2012,23.61,-0.003804697
28/09/2012,23.7,-0.010493276
27/09/2012,23.95,0.013451233
26/09/2012,23.63,-0.005065439
25/09/2012,23.75,-0.005877431
24/09/2012,23.89,-0.017427827
21/09/2012,24.31,0.007846416
20/09/2012,24.12,-0.001657001
19/09/2012,24.16,0.008730049
18/09/2012,23.95,0.002927035
17/09/2012,23.88,0.000837872
14/09/2012,23.86,0.011380523
13/09/2012,23.59,0.010654267
12/09/2012,23.34,0
11/09/2012,23.34,-0.003421731
10/09/2012,23.42,-0.010618065
07/09/2012,23.67,0.005932221
06/09/2012,23.53,0.015417864
05/09/2012,23.17,-0.006453023
04/09/2012,23.32,0.006021524
31/08/2012,23.18,0.005624068
30/08/2012,23.05,-0.006055382
29/08/2012,23.19,0
28/08/2012,23.19,-0.004302933
27/08/2012,23.29,-0.005139198
24/08/2012,23.41,0.006428134
23/08/2012,23.26,0.0012906
22/08/2012,23.23,-0.003437906
21/08/2012,23.31,-0.010243367
20/08/2012,23.55,-0.018094329
17/08/2012,23.98,0.010480079
16/08/2012,23.73,0.001687052
15/08/2012,23.69,0.002959207
14/08/2012,23.62,-0.006330471
13/08/2012,23.77,0.004215858
10/08/2012,23.67,-0.001266625
09/08/2012,23.7,0
08/08/2012,23.7,-0.003790276
07/08/2012,23.79,0.005056901
06/08/2012,23.67,0.008485414
03/08/2012,23.47,0.01113979
02/08/2012,23.21,-0.012417201
01/08/2012,23.5,-0.006362694
31/07/2012,23.65,-0.003798274
30/07/2012,23.74,0.005067578
27/07/2012,23.62,0.031830644
26/07/2012,22.88,0.010544913
25/07/2012,22.64,-0.044912557
24/07/2012,23.68,-0.000844238
23/07/2012,23.7,-0.015075662
20/07/2012,24.06,-0.005801923
19/07/2012,24.2,0.017507742
18/07/2012,23.78,0.012270093
17/07/2012,23.49,0.000851789
16/07/2012,23.47,0.002132652
13/07/2012,23.42,-0.003410063
12/07/2012,23.5,-0.008474627
11/07/2012,23.7,0.002957957
10/07/2012,23.63,-0.005486403
09/07/2012,23.76,-0.011715615
06/07/2012,24.04,-0.008697508
05/07/2012,24.25,-0.005756595
03/07/2012,24.39,0.002874155
02/07/2012,24.32,0.016166155
29/06/2012,23.93,0.027538279
28/06/2012,23.28,0.001289491
27/06/2012,23.25,0.003015294
26/06/2012,23.18,-0.002154709
25/06/2012,23.23,-0.017495646
22/06/2012,23.64,0.006365394
21/06/2012,23.49,-0.016885163
20/06/2012,23.89,-0.001254968
19/06/2012,23.92,0.000418148
18/06/2012,23.91,0.004191121
15/06/2012,23.81,0.011829458
14/06/2012,23.53,0.021478489
13/06/2012,23.03,-0.013370913
12/06/2012,23.34,0.005585407
11/06/2012,23.21,-0.010287275
08/06/2012,23.45,0.005130409
07/06/2012,23.33,0.003004939
06/06/2012,23.26,0.024370223
05/06/2012,22.7,0.006629859
04/06/2012,22.55,0.001775411
01/06/2012,22.51,-0.033205322
31/05/2012,23.27,-0.009835444
30/05/2012,23.5,-0.011003073
29/05/2012,23.76,0.008453136
25/05/2012,23.56,0.008953375
24/05/2012,23.35,0.006444705
23/05/2012,23.2,0.023992427
22/05/2012,22.65,0.006200197
21/05/2012,22.51,0.028386677
18/05/2012,21.88,-0.021700671
17/05/2012,22.36,-0.007130155
16/05/2012,22.52,-0.013233541
15/05/2012,22.82,0.009245058
14/05/2012,22.61,-0.012307848
11/05/2012,22.89,0.002624673
10/05/2012,22.83,-0.000437924
09/05/2012,22.84,-0.000875274
08/05/2012,22.86,-0.006974745
07/05/2012,23.02,-0.004334641
04/05/2012,23.12,-0.012037979
03/05/2012,23.4,-0.009781069
02/05/2012,23.63,0.00042328
01/05/2012,23.62,0.004242688
30/04/2012,23.52,-0.010573158
27/04/2012,23.77,0.003371263
26/04/2012,23.69,0.011035766
25/04/2012,23.43,0.009864974
24/04/2012,23.2,0.004319661
23/04/2012,23.1,-0.012475963
20/04/2012,23.39,0.004284497
19/04/2012,23.29,0.00732604
18/04/2012,23.12,-0.003885176
17/04/2012,23.21,0.016945876
16/04/2012,22.82,0.007919091
13/04/2012,22.64,-0.012291639
12/04/2012,22.92,0.010526413
11/04/2012,22.68,0.01242252
10/04/2012,22.4,-0.00623055
09/04/2012,22.54,-0.010152371
05/04/2012,22.77,0.005284028
04/04/2012,22.65,-0.020538192
03/04/2012,23.12,-0.005176888
02/04/2012,23.24,0.00734186
30/03/2012,23.07,0.006959576
29/03/2012,22.91,0.002622379
28/03/2012,22.85,-0.006977787
27/03/2012,23.01,-0.007360934
26/03/2012,23.18,0.017845958
23/03/2012,22.77,0.002638524
22/03/2012,22.71,-0.008331554
21/03/2012,22.9,0.007011422
20/03/2012,22.74,0
19/03/2012,22.74,-0.003949972
16/03/2012,22.83,0.005270104
15/03/2012,22.71,0.002645504
14/03/2012,22.65,0.005756049
13/03/2012,22.52,0.008472737
12/03/2012,22.33,0.000447928
09/03/2012,22.32,0.006292156
08/03/2012,22.18,0.00587838
07/03/2012,22.05,0.018769148
06/03/2012,21.64,-0.013768001
05/03/2012,21.94,-0.001821494
02/03/2012,21.98,0.005932027
01/03/2012,21.85,-0.001372056
29/02/2012,21.88,-0.002738477
28/02/2012,21.94,0.000911993
27/02/2012,21.92,-0.001823155
24/02/2012,21.96,0.008689741
23/02/2012,21.77,0.010157059
22/02/2012,21.55,-0.000463929
21/02/2012,21.56,-0.003703708
17/02/2012,21.64,0.001850139
16/02/2012,21.6,0.006036703
15/02/2012,21.47,-0.003719205
14/02/2012,21.55,0.005584007
13/02/2012,21.43,0.000466744
10/02/2012,21.42,-0.008831105
09/02/2012,21.61,0.004638227
08/02/2012,21.51,-0.004175371
07/02/2012,21.6,-0.00415801
06/02/2012,21.69,0.00415801
03/02/2012,21.6,0.010705245
02/02/2012,21.37,-0.001402853
01/02/2012,21.4,-0.001867414
31/01/2012,21.44,0.002802431
30/01/2012,21.38,-0.003734832
27/01/2012,21.46,-0.012042758
26/01/2012,21.72,-0.005051675
25/01/2012,21.83,0.041623965
24/01/2012,20.94,0.01104453
23/01/2012,20.71,-0.004336311
20/01/2012,20.8,-0.006708219
19/01/2012,20.94,0.00239063
18/01/2012,20.89,0.009620084
17/01/2012,20.69,0.003389013
13/01/2012,20.62,0.001941748
12/01/2012,20.58,0.009765703
11/01/2012,20.38,0.006399234
10/01/2012,20.25,0.037227639
09/01/2012,19.51,0.005654089
06/01/2012,19.4,-0.005654089
05/01/2012,19.51,-0.00765896
04/01/2012,19.66,-0.01364002
03/01/2012,19.93,0.01873947
30/12/2011,19.56,-0.002552976
29/12/2011,19.61,0.006138127
28/12/2011,19.49,-0.009701378
27/12/2011,19.68,0
23/12/2011,19.68,0.002543883
22/12/2011,19.63,0.002039776
21/12/2011,19.59,-0.00864046
20/12/2011,19.76,0.041328195
19/12/2011,18.96,-0.01309948
16/12/2011,19.21,0
15/12/2011,19.21,-0.00415585
14/12/2011,19.29,-0.014410954
13/12/2011,19.57,-0.01370232
12/12/2011,19.84,-0.017982503
09/12/2011,20.2,0.027605266
08/12/2011,19.65,-0.015151805
07/12/2011,19.95,-0.016899011
06/12/2011,20.29,0.001479655
05/12/2011,20.26,0.009422336
02/12/2011,20.07,0.001995013
01/12/2011,20.03,-0.000499127
30/11/2011,20.04,0.038143449
29/11/2011,19.29,0.002075766
28/11/2011,19.25,0.027384544
25/11/2011,18.73,-0.002133334
23/11/2011,18.77,-0.015332048
22/11/2011,19.06,-0.005754659
21/11/2011,19.17,-0.017067909
18/11/2011,19.5,0.008238976
17/11/2011,19.34,-0.025020453
16/11/2011,19.83,-0.018486662
15/11/2011,20.2,0.013958352
14/11/2011,19.92,-0.016924247
11/11/2011,20.26,0.028537606
10/11/2011,19.69,0.012263823
09/11/2011,19.45,-0.038330461
08/11/2011,20.21,0.006453237
07/11/2011,20.08,0
04/11/2011,20.08,-0.008430499
03/11/2011,20.25,0.025001302
02/11/2011,19.75,0.018911885
01/11/2011,19.38,-0.025975486
31/10/2011,19.89,-0.017937701
28/10/2011,20.25,-0.008360019
27/10/2011,20.42,0.040475173
26/10/2011,19.61,0.0469815
25/10/2011,18.71,-0.028972266
24/10/2011,19.26,0.019927246
21/10/2011,18.88,0.020332429
20/10/2011,18.5,0.003248514
19/10/2011,18.44,-0.021460051
18/10/2011,18.84,0.011209085
17/10/2011,18.63,-0.019665795
14/10/2011,19,0.009518845
13/10/2011,18.82,0.00639661
12/10/2011,18.7,0.016172859
11/10/2011,18.4,0.002176279
10/10/2011,18.36,0.022027322
07/10/2011,17.96,0.007264631
06/10/2011,17.83,-0.001121076
05/10/2011,17.85,0.023810649
04/10/2011,17.43,0.027925026
03/10/2011,16.95,0.001180638
30/09/2011,16.93,-0.015822188
29/09/2011,17.2,0
28/09/2011,17.2,-0.0258264
27/09/2011,17.65,0.006822084
26/09/2011,17.53,0.01958588
23/09/2011,17.19,0.007591277
22/09/2011,17.06,-0.02945636
21/09/2011,17.57,-0.028060202
20/09/2011,18.07,-0.002211167
19/09/2011,18.11,-0.009890191
16/09/2011,18.29,0.00548247
15/09/2011,18.19,0.017189223
14/09/2011,17.88,0.020910623
13/09/2011,17.51,0.010333043
12/09/2011,17.33,0.018637697
09/09/2011,17.01,-0.024965012
08/09/2011,17.44,-0.014798221
07/09/2011,17.7,0.033317269
06/09/2011,17.12,-0.004662013
02/09/2011,17.2,-0.029220068
01/09/2011,17.71,-0.024541109
31/08/2011,18.15,0.002758622
30/08/2011,18.1,0.003320424
29/08/2011,18.04,0.031534144
26/08/2011,17.48,0.019642457
25/08/2011,17.14,-0.035533824
24/08/2011,17.76,0.019903984
23/08/2011,17.41,0.039243689
22/08/2011,16.74,0.011414963
19/08/2011,16.55,0.003025721
18/08/2011,16.5,-0.042130229
17/08/2011,17.21,-0.004637689
16/08/2011,17.29,0.001157408
15/08/2011,17.27,-0.006924436
12/08/2011,17.39,0.009823829
11/08/2011,17.22,0.047571395
10/08/2011,16.42,-0.022283367
09/08/2011,16.79,0.016211703
08/08/2011,16.52,-0.070686352
05/08/2011,17.73,0.011915035
04/08/2011,17.52,-0.035878288
03/08/2011,18.16,0.01107431
02/08/2011,17.96,-0.022571836
01/08/2011,18.37,-0.012980171
29/07/2011,18.61,-0.023368031
28/07/2011,19.05,-0.004190682
27/07/2011,19.13,0.05203641
26/07/2011,18.16,-0.004943707
25/07/2011,18.25,0.004393198
22/07/2011,18.17,-0.006035684
21/07/2011,18.28,0.007688121
20/07/2011,18.14,0.00331309
19/07/2011,18.08,0.013923923
18/07/2011,17.83,-0.016133869
15/07/2011,18.12,-0.000551724
14/07/2011,18.13,-0.018579769
13/07/2011,18.47,0.007063327
12/07/2011,18.34,-0.004352564
11/07/2011,18.42,-0.012409115
08/07/2011,18.65,-0.013844737
07/07/2011,18.91,0.006898409
06/07/2011,18.78,0.003200003
05/07/2011,18.72,-0.003732342
01/07/2011,18.79,0.01123908
30/06/2011,18.58,0.015184674
29/06/2011,18.3,0.004930166
28/06/2011,18.21,0.017728996
27/06/2011,17.89,0.00729316
24/06/2011,17.76,-0.010641377
23/06/2011,17.95,-0.003892137
22/06/2011,18.02,-0.003877047
21/06/2011,18.09,0.015599202
20/06/2011,17.81,0.003374581
17/06/2011,17.75,0.016472966
16/06/2011,17.46,0.017914377
15/06/2011,17.15,-0.023055776
14/06/2011,17.55,0.00399658
13/06/2011,17.48,0.001717722
10/06/2011,17.45,-0.013094409
09/06/2011,17.68,0.004535155
08/06/2011,17.6,-0.009049836
07/06/2011,17.76,-0.003372684
06/06/2011,17.82,0
03/06/2011,17.82,-0.021100172
02/06/2011,18.2,-0.002195391
01/06/2011,18.24,-0.019544596
31/05/2011,18.6,0.007013787
27/05/2011,18.47,0.008154435
26/05/2011,18.32,-0.003269758
25/05/2011,18.38,0.003269758
24/05/2011,18.32,-0.004900636
23/05/2011,18.41,-0.023618919
20/05/2011,18.85,-0.004235051
19/05/2011,18.93,-0.001055966
18/05/2011,18.95,0.01756766
17/05/2011,18.62,-0.006424005
16/05/2011,18.74,-0.013252248
13/05/2011,18.99,-0.00577581
12/05/2011,19.1,0.009468771
11/05/2011,18.92,-0.015211413
10/05/2011,19.21,0.016269055
09/05/2011,18.9,0.002649008
06/05/2011,18.85,0.009059481
05/05/2011,18.68,-0.00799791
04/05/2011,18.83,-0.010039714
03/05/2011,19.02,0.00844778
02/05/2011,18.86,0.000530363
29/04/2011,18.85,0.00159278
28/04/2011,18.82,0.009073988
27/04/2011,18.65,-0.023842189
26/04/2011,19.1,0.002096437
25/04/2011,19.06,-0.00261986
21/04/2011,19.11,0.011579077
20/04/2011,18.89,0.009574541
19/04/2011,18.71,0.002140183
18/04/2011,18.67,-0.015413539
15/04/2011,18.96,0.006880154
14/04/2011,18.83,0.022014312
13/04/2011,18.42,0.00817666
12/04/2011,18.27,-0.00817666
11/04/2011,18.42,0.001629992
08/04/2011,18.39,-0.009740337
07/04/2011,18.57,0.002156335
06/04/2011,18.53,0.005954009
05/04/2011,18.42,-0.002169198
04/04/2011,18.46,0.01253764
01/04/2011,18.23,0.011586337
31/03/2011,18.02,-0.003324103
30/03/2011,18.08,0.004990307
29/03/2011,17.99,-0.008854513
28/03/2011,18.15,-0.001651528
25/03/2011,18.18,-0.003294896
24/03/2011,18.24,0.012689825
23/03/2011,18.01,0.002223458
22/03/2011,17.97,-0.004995847
21/03/2011,18.06,0.016187906
18/03/2011,17.77,0.005643356
17/03/2011,17.67,0.010810916
16/03/2011,17.48,-0.005135532
15/03/2011,17.57,-0.015250225
14/03/2011,17.84,-0.00447428
11/03/2011,17.92,0.00447428
10/03/2011,17.84,-0.018328755
09/03/2011,18.17,0.001101322
08/03/2011,18.15,0.016667052
07/03/2011,17.85,-0.012802847
04/03/2011,18.08,-0.01754431
03/03/2011,18.4,0.022534617
02/03/2011,17.99,0.013994071
01/03/2011,17.74,-0.000563539
28/02/2011,17.75,0.00678352
25/02/2011,17.63,0.021210311
24/02/2011,17.26,0.002320187
23/02/2011,17.22,-0.008673081
22/02/2011,17.37,-0.014857416
18/02/2011,17.63,-0.005091949
17/02/2011,17.72,0.000564493
16/02/2011,17.71,0
15/02/2011,17.71,-0.00338219
14/02/2011,17.77,0.003947003
11/02/2011,17.7,-0.001693481
10/02/2011,17.73,0.003955925
09/02/2011,17.66,-0.005646542
08/02/2011,17.76,0.005646542
07/02/2011,17.66,0.014257441
04/02/2011,17.41,0.001724634
03/02/2011,17.38,-0.001150086
02/02/2011,17.4,-0.019351771
01/02/2011,17.74,0.018777223
31/01/2011,17.41,0.001724634
28/01/2011,17.38,-0.026683388
27/01/2011,17.85,-0.005586607
26/01/2011,17.95,0.023676416
25/01/2011,17.53,0.008593579
