Date,Close,SWY
19/04/2013,26.55,-0.002633065
18/04/2013,26.62,0.009435813
17/04/2013,26.37,-0.009811399
16/04/2013,26.63,0.010570125
15/04/2013,26.35,-0.018797546
12/04/2013,26.85,0.0063516
11/04/2013,26.68,0.02889935
10/04/2013,25.92,0.011641575
09/04/2013,25.62,0.015735966
08/04/2013,25.22,0.011966637
05/04/2013,24.92,-0.013551423
04/04/2013,25.26,0.002378122
03/04/2013,25.2,-0.015357656
02/04/2013,25.59,-0.004289342
01/04/2013,25.7,-0.024977283
28/03/2013,26.35,0
27/03/2013,26.35,0.013371737
26/03/2013,26,0.002695938
25/03/2013,25.93,0.006965972
22/03/2013,25.75,0.016445163
21/03/2013,25.33,0.002371543
20/03/2013,25.27,0.015151805
19/03/2013,24.89,0.002010859
18/03/2013,24.84,-0.002814072
15/03/2013,24.91,0.021506205
14/03/2013,24.38,0.015709294
13/03/2013,24,0.00543139
12/03/2013,23.87,0.023739987
11/03/2013,23.31,-0.012364259
08/03/2013,23.6,-0.013468217
07/03/2013,23.92,-0.000835771
06/03/2013,23.94,-0.01492565
05/03/2013,24.3,0.016597891
04/03/2013,23.9,-0.008333382
01/03/2013,24.1,0.010008424
28/02/2013,23.86,0.003779135
27/02/2013,23.77,0.004638423
26/02/2013,23.66,0.038781249
25/02/2013,22.76,0.00308031
22/02/2013,22.69,-0.012264718
21/02/2013,22.97,0.131977777
20/02/2013,20.13,-0.016260521
19/02/2013,20.46,0.001956948
15/02/2013,20.42,-0.021797908
14/02/2013,20.87,0.006248518
13/02/2013,20.74,0.01554939
12/02/2013,20.42,0.007372852
11/02/2013,20.27,0.003459356
08/02/2013,20.2,-0.006906786
07/02/2013,20.34,0.047831921
06/02/2013,19.39,0.00361664
05/02/2013,19.32,0.004669269
04/02/2013,19.23,-0.002077923
01/02/2013,19.27,0.001038422
31/01/2013,19.25,0.004686288
30/01/2013,19.16,-0.007280323
29/01/2013,19.3,-0.013381569
28/01/2013,19.56,0.006668401
25/01/2013,19.43,0.005677435
24/01/2013,19.32,-0.027063178
23/01/2013,19.85,0.052221738
22/01/2013,18.84,0.01067246
18/01/2013,18.64,0.031610261
17/01/2013,18.06,0.016187906
16/01/2013,17.77,0.008477022
15/01/2013,17.62,0.011415649
14/01/2013,17.42,0.000574218
11/01/2013,17.41,-0.008578834
10/01/2013,17.56,0.009153382
09/01/2013,17.4,0.010398707
08/01/2013,17.22,-0.024097552
07/01/2013,17.64,-0.036732009
04/01/2013,18.3,-0.002183407
03/01/2013,18.34,-0.000545108
02/01/2013,18.35,0.014270275
31/12/2012,18.09,0.02179466
28/12/2012,17.7,-0.001129306
27/12/2012,17.72,-0.011223462
26/12/2012,17.92,-0.005564845
24/12/2012,18.02,0.005006965
21/12/2012,17.93,-0.012746086
20/12/2012,18.16,0.001101928
19/12/2012,18.14,-0.00549754
18/12/2012,18.24,0.023856887
17/12/2012,17.81,0.009024314
14/12/2012,17.65,-0.004522337
13/12/2012,17.73,-0.006745388
12/12/2012,17.85,0.010701313
11/12/2012,17.66,-0.017957834
10/12/2012,17.98,0.002227172
07/12/2012,17.94,0.003350087
06/12/2012,17.88,0.023770219
05/12/2012,17.46,0.026111144
04/12/2012,17.01,0.005896243
03/12/2012,16.91,-0.011757925
30/11/2012,17.11,0.003512884
29/11/2012,17.05,0.005292573
28/11/2012,16.96,0.025075941
27/11/2012,16.54,0.007890784
26/11/2012,16.41,-0.032966725
23/11/2012,16.96,0.029317086
21/11/2012,16.47,0.022721272
20/11/2012,16.1,-0.040175823
19/11/2012,16.76,0.0095924
16/11/2012,16.6,0.018237588
15/11/2012,16.3,0.014833399
14/11/2012,16.06,-0.013605652
13/11/2012,16.28,-0.023073276
12/11/2012,16.66,0.003607941
09/11/2012,16.6,0.01151179
08/11/2012,16.41,0.006725797
07/11/2012,16.3,-0.042048236
06/11/2012,17,0.017206001
05/11/2012,16.71,-0.007155666
02/11/2012,16.83,0.016172859
01/11/2012,16.56,0.015211732
31/10/2012,16.31,-0.004282662
26/10/2012,16.38,-0.011532753
25/10/2012,16.57,0.027533094
24/10/2012,16.12,-0.010490686
23/10/2012,16.29,-0.015230267
22/10/2012,16.54,0.011553792
19/10/2012,16.35,-0.010343871
18/10/2012,16.52,0.011567861
17/10/2012,16.33,0.025427727
16/10/2012,15.92,0.015828124
15/10/2012,15.67,0.006402071
12/10/2012,15.57,-0.008951466
11/10/2012,15.71,-0.03625397
10/10/2012,16.29,0.002458514
09/10/2012,16.25,-0.006134989
08/10/2012,16.35,0.011688844
05/10/2012,16.16,-0.011688844
04/10/2012,16.35,0.020389956
03/10/2012,16.02,-0.003116238
02/10/2012,16.07,-0.001865092
01/10/2012,16.1,0.000621311
28/09/2012,16.09,-0.002482931
27/09/2012,16.13,0.008717365
26/09/2012,15.99,-0.022875804
25/09/2012,16.36,0.026007658
24/09/2012,15.94,-0.008122506
21/09/2012,16.07,-0.020327155
20/09/2012,16.4,-0.00365186
19/09/2012,16.46,0.005482804
18/09/2012,16.37,-0.017560245
17/09/2012,16.66,-0.011933316
14/09/2012,16.86,0.021583572
13/09/2012,16.5,0.003034904
12/09/2012,16.45,0.003044142
11/09/2012,16.4,0.002442004
10/09/2012,16.36,0.002447982
07/09/2012,16.32,-0.010362787
06/09/2012,16.49,-0.000606244
05/09/2012,16.5,0.042085419
04/09/2012,15.82,0.010804045
31/08/2012,15.65,0
30/08/2012,15.65,0.004482877
29/08/2012,15.58,0.001927402
28/08/2012,15.55,0.007746972
27/08/2012,15.43,-0.003235202
24/08/2012,15.48,0.011042658
23/08/2012,15.31,-0.042205753
22/08/2012,15.97,-0.001251565
21/08/2012,15.99,-0.003122076
20/08/2012,16.04,0.013178729
17/08/2012,15.83,-0.014424835
16/08/2012,16.06,0.002493767
15/08/2012,16.02,-0.00684295
14/08/2012,16.13,0.000620155
13/08/2012,16.12,0.00809721
10/08/2012,15.99,-0.019201581
09/08/2012,16.3,0.014833399
08/08/2012,16.06,0.022670996
07/08/2012,15.7,-0.008246162
06/08/2012,15.83,0.024297871
03/08/2012,15.45,0.02291426
02/08/2012,15.1,-0.031293297
01/08/2012,15.58,0.001927402
31/07/2012,15.55,0.007746972
30/07/2012,15.43,0.007154502
27/07/2012,15.32,0.015126892
26/07/2012,15.09,0.005982072
25/07/2012,15,-0.017184825
24/07/2012,15.26,0
23/07/2012,15.26,-0.021394657
20/07/2012,15.59,-0.013380257
19/07/2012,15.8,-0.042744197
18/07/2012,16.49,0.018360369
17/07/2012,16.19,0.017445925
16/07/2012,15.91,-0.006890099
13/07/2012,16.02,0.018268225
12/07/2012,15.73,-0.133690312
11/07/2012,17.98,0.023636441
10/07/2012,17.56,0.009153382
09/07/2012,17.4,-0.017659246
06/07/2012,17.71,-0.001692525
05/07/2012,17.74,-0.012881724
03/07/2012,17.97,0.006700193
02/07/2012,17.85,-0.016667052
29/06/2012,18.15,0.015547232
28/06/2012,17.87,0.016361437
27/06/2012,17.58,0.015477523
26/06/2012,17.31,0.008120694
25/06/2012,17.17,-0.009852296
22/06/2012,17.34,-0.00918491
21/06/2012,17.5,-0.018681551
20/06/2012,17.83,0.005060455
19/06/2012,17.74,0.005652926
18/06/2012,17.64,-0.01853465
15/06/2012,17.97,-0.012717893
14/06/2012,18.2,0.030685811
13/06/2012,17.65,-0.02848559
12/06/2012,18.16,0.007739121
11/06/2012,18.02,-0.01103764
08/06/2012,18.22,-0.002192983
07/06/2012,18.26,-0.03919965
06/06/2012,18.99,0.009523882
05/06/2012,18.81,0.020951612
04/06/2012,18.42,-0.003793015
01/06/2012,18.49,-0.028261012
31/05/2012,19.02,-0.0078555
30/05/2012,19.17,-0.013986242
29/05/2012,19.44,0.011381395
25/05/2012,19.22,0.020500061
24/05/2012,18.83,-0.000530926
23/05/2012,18.84,-0.010034412
22/05/2012,19.03,0.007384
21/05/2012,18.89,0.026825643
18/05/2012,18.39,-0.000543626
17/05/2012,18.4,-0.019376279
16/05/2012,18.76,-0.00106553
15/05/2012,18.78,-0.006898409
14/05/2012,18.91,-0.003167901
11/05/2012,18.97,-0.009965989
10/05/2012,19.16,0.003660135
09/05/2012,19.09,-0.009903651
08/05/2012,19.28,-0.012883456
07/05/2012,19.53,-0.008159148
04/05/2012,19.69,-0.009603309
03/05/2012,19.88,-0.006018072
02/05/2012,20,-0.010445258
01/05/2012,20.21,-0.005920096
30/04/2012,20.33,-0.021893358
27/04/2012,20.78,-0.007192551
26/04/2012,20.93,-0.031509778
25/04/2012,21.6,-0.001387925
24/04/2012,21.63,-0.001386002
23/04/2012,21.66,-0.019657776
20/04/2012,22.09,0.004537213
19/04/2012,21.99,0.003188342
18/04/2012,21.92,0
17/04/2012,21.92,0.013318222
16/04/2012,21.63,0.020551868
13/04/2012,21.19,0.024845999
12/04/2012,20.67,0.023495941
11/04/2012,20.19,0.014467701
10/04/2012,19.9,0.013151429
09/04/2012,19.64,-0.004065046
05/04/2012,19.72,-0.020080996
04/04/2012,20.12,0.012000144
03/04/2012,19.88,-0.020413953
02/04/2012,20.29,0.003950622
30/03/2012,20.21,-0.013271269
29/03/2012,20.48,0.015252448
28/03/2012,20.17,-0.011828625
27/03/2012,20.41,-0.000489836
26/03/2012,20.42,-0.034179019
23/03/2012,21.13,0.012860382
22/03/2012,20.86,-0.008591938
21/03/2012,21.04,-0.012751058
20/03/2012,21.31,-0.016290795
19/03/2012,21.66,-0.023272782
16/03/2012,22.17,0
15/03/2012,22.17,0.014539102
14/03/2012,21.85,-0.003654641
13/03/2012,21.93,0.003654641
12/03/2012,21.85,0.0041275
09/03/2012,21.76,0.011555479
08/03/2012,21.51,0.022567954
07/03/2012,21.03,0.006679414
06/03/2012,20.89,-0.055854442
05/03/2012,22.09,0.019196202
02/03/2012,21.67,0.000923361
01/03/2012,21.65,0.009280809
29/02/2012,21.45,0.00326874
28/02/2012,21.38,0.001404166
27/02/2012,21.35,0.019868203
24/02/2012,20.93,-0.00095511
23/02/2012,20.95,-0.078903818
22/02/2012,22.67,0.00708281
21/02/2012,22.51,-0.019358282
17/02/2012,22.95,0.005680592
16/02/2012,22.82,0.01278959
15/02/2012,22.53,0.017010258
14/02/2012,22.15,0.012721662
13/02/2012,21.87,0.005961953
10/02/2012,21.74,-0.009157573
09/02/2012,21.94,0.001368301
08/02/2012,21.91,0.026828621
07/02/2012,21.33,-0.017197728
06/02/2012,21.7,-0.001841621
03/02/2012,21.74,-0.000459876
02/02/2012,21.75,-0.005044725
01/02/2012,21.86,-0.005474466
31/01/2012,21.98,-0.0202664
30/01/2012,22.43,-0.005779078
27/01/2012,22.56,0.007563996
26/01/2012,22.39,-0.021648736
25/01/2012,22.88,0.007898242
24/01/2012,22.7,0.017329916
23/01/2012,22.31,0.020834087
20/01/2012,21.85,0.000915751
19/01/2012,21.83,0.012909354
18/01/2012,21.55,0.020155358
17/01/2012,21.12,0.009992945
13/01/2012,20.91,0.018340282
12/01/2012,20.53,-0.012584871
11/01/2012,20.79,-0.02891882
10/01/2012,21.4,-0.007448824
09/01/2012,21.56,0.01542447
06/01/2012,21.23,-0.002352389
05/01/2012,21.28,0.010867104
04/01/2012,21.05,-0.021617383
03/01/2012,21.51,0.022092555
30/12/2011,21.04,-0.006631952
29/12/2011,21.18,0.00189036
28/12/2011,21.14,-0.002362392
27/12/2011,21.19,0.003308913
23/12/2011,21.12,0.009036922
22/12/2011,20.93,0.002391773
21/12/2011,20.88,0.016904532
20/12/2011,20.53,0.007824001
19/12/2011,20.37,-0.009770473
16/12/2011,20.57,-0.019735899
15/12/2011,20.98,0.016338662
14/12/2011,20.64,-0.0220421
13/12/2011,21.1,0.004274526
12/12/2011,21.01,-0.002851713
09/12/2011,21.07,0.023044707
08/12/2011,20.59,-0.003393943
07/12/2011,20.66,-0.002417212
06/12/2011,20.71,-0.000965251
05/12/2011,20.73,0.025404395
02/12/2011,20.21,0.006951369
01/12/2011,20.07,0.003493889
30/11/2011,20,0.046567636
29/11/2011,19.09,-0.015592832
28/11/2011,19.39,0.029306127
25/11/2011,18.83,0.024732443
23/11/2011,18.37,-0.009211661
22/11/2011,18.54,-0.032894212
21/11/2011,19.16,0.002089865
18/11/2011,19.12,0.007349114
17/11/2011,18.98,-0.036217098
16/11/2011,19.68,-0.006583969
15/11/2011,19.81,-0.006540904
14/11/2011,19.94,-0.006498398
11/11/2011,20.07,0.02013153
10/11/2011,19.67,0.015369155
09/11/2011,19.37,-0.030004793
08/11/2011,19.96,0.014127379
07/11/2011,19.68,0.018462063
04/11/2011,19.32,0.008316056
03/11/2011,19.16,-0.003646787
02/11/2011,19.23,0.01203258
01/11/2011,19,-0.019286498
31/10/2011,19.37,-0.019428014
28/10/2011,19.75,-0.005554167
27/10/2011,19.86,0.03379738
26/10/2011,19.2,0.011524486
25/10/2011,18.98,-0.009438979
24/10/2011,19.16,0.016311859
21/10/2011,18.85,0.036190825
20/10/2011,18.18,0.002202644
19/10/2011,18.14,0.009972382
18/10/2011,17.96,0.017411279
17/10/2011,17.65,-0.001132503
14/10/2011,17.67,-0.014607001
13/10/2011,17.93,-0.002228413
12/10/2011,17.97,0.02879115
11/10/2011,17.46,-0.006280352
10/10/2011,17.57,0.008000043
07/10/2011,17.43,-0.028839997
06/10/2011,17.94,0.029413885
05/10/2011,17.42,0.009227286
04/10/2011,17.26,0.056000336
03/10/2011,16.32,-0.018816944
30/09/2011,16.63,-0.021416642
29/09/2011,16.99,0.027448024
28/09/2011,16.53,-0.02213671
27/09/2011,16.9,-0.001773574
26/09/2011,16.93,0.052755488
23/09/2011,16.06,-0.007444203
22/09/2011,16.18,-0.02261019
21/09/2011,16.55,-0.033861269
20/09/2011,17.12,-0.031620916
19/09/2011,17.67,-0.001696353
16/09/2011,17.7,-0.034974422
15/09/2011,18.33,0.018723014
14/09/2011,17.99,0.013430532
13/09/2011,17.75,-0.004496916
12/09/2011,17.83,-0.004476784
09/09/2011,17.91,-0.042629405
08/09/2011,18.69,0.015094626
07/09/2011,18.41,0.033695538
06/09/2011,17.8,0.008462674
02/09/2011,17.65,-0.014623433
01/09/2011,17.91,-0.023179846
31/08/2011,18.33,0.014285957
30/08/2011,18.07,0.008335697
29/08/2011,17.92,0.048009219
26/08/2011,17.08,0.015934241
25/08/2011,16.81,-0.018273423
24/08/2011,17.12,-0.00524324
23/08/2011,17.21,0.011101487
22/08/2011,17.02,-0.004104374
19/08/2011,17.09,-0.023135792
18/08/2011,17.49,-0.052350483
17/08/2011,18.43,0.008719401
16/08/2011,18.27,0.005488488
15/08/2011,18.17,0.004965527
12/08/2011,18.08,0.008888947
11/08/2011,17.92,0.017450485
10/08/2011,17.61,-0.038434137
09/08/2011,18.3,0.020983652
08/08/2011,17.92,-0.054302156
05/08/2011,18.92,-0.014169746
04/08/2011,19.19,-0.022160144
03/08/2011,19.62,0.021639175
02/08/2011,19.2,-0.037817485
01/08/2011,19.94,-0.011468587
29/07/2011,20.17,0
28/07/2011,20.17,-0.007901276
27/07/2011,20.33,-0.005885255
26/07/2011,20.45,-0.002442004
25/07/2011,20.5,-0.02075865
22/07/2011,20.93,-0.025473075
21/07/2011,21.47,-0.095860479
20/07/2011,23.63,-0.022595104
19/07/2011,24.17,0.023018384
18/07/2011,23.62,-0.00548872
15/07/2011,23.75,-0.001682794
14/07/2011,23.79,0.005479466
13/07/2011,23.66,0.002962965
12/07/2011,23.59,0.015378347
11/07/2011,23.23,-0.009852296
08/07/2011,23.46,-0.00891158
07/07/2011,23.67,0.028714208
06/07/2011,23,-0.006068506
05/07/2011,23.14,-0.020531089
01/07/2011,23.62,0.010640662
30/06/2011,23.37,0.006869928
29/06/2011,23.21,0.026190934
28/06/2011,22.61,0.004432631
27/06/2011,22.51,-0.001775411
24/06/2011,22.55,-0.018018506
23/06/2011,22.96,0.006116227
22/06/2011,22.82,-0.007421994
21/06/2011,22.99,0.008298803
20/06/2011,22.8,0.002635048
17/06/2011,22.74,0.000879894
16/06/2011,22.72,0.034478454
15/06/2011,21.95,-0.011775498
14/06/2011,22.21,0.000900901
13/06/2011,22.19,0.00451672
10/06/2011,22.09,-0.01438227
09/06/2011,22.41,0.00402415
08/06/2011,22.32,0.01035812
07/06/2011,22.09,0.003628122
06/06/2011,22.01,-0.01219252
03/06/2011,22.28,-0.017794064
02/06/2011,22.68,-0.020943174
01/06/2011,23.16,-0.064376591
31/05/2011,24.7,0.007314133
27/05/2011,24.52,0.005725987
26/05/2011,24.38,0.006171589
25/05/2011,24.23,-0.009856343
24/05/2011,24.47,-0.017821452
23/05/2011,24.91,-0.011574665
20/05/2011,25.2,-0.008692271
19/05/2011,25.42,0.005522696
18/05/2011,25.28,0.003169575
17/05/2011,25.2,0.00876849
16/05/2011,24.98,-0.00080032
13/05/2011,25,0.003205131
12/05/2011,24.92,0.017405823
11/05/2011,24.49,-0.008943149
10/05/2011,24.71,0.010986886
09/05/2011,24.44,0.007804517
06/05/2011,24.25,-0.000824402
05/05/2011,24.27,0.011603943
04/05/2011,23.99,-0.003744544
03/05/2011,24.08,-0.004971013
02/05/2011,24.2,-0.004535155
29/04/2011,24.31,-0.012265076
28/04/2011,24.61,-0.026860705
27/04/2011,25.28,0.011938065
26/04/2011,24.98,0.003609388
25/04/2011,24.89,0.010094978
21/04/2011,24.64,-0.009291119
20/04/2011,24.87,0.003221912
19/04/2011,24.79,-0.007635159
18/04/2011,24.98,0.005620248
15/04/2011,24.84,-0.000804829
14/04/2011,24.86,0.03312509
13/04/2011,24.05,0.002081166
12/04/2011,24,0.007528266
11/04/2011,23.82,-0.002096876
08/04/2011,23.87,-0.010004252
07/04/2011,24.11,0.011681401
06/04/2011,23.83,-0.004605409
05/04/2011,23.94,0.021533448
04/04/2011,23.43,-0.002557546
01/04/2011,23.49,-0.002126303
31/03/2011,23.54,-0.000849257
30/03/2011,23.56,0.01669202
29/03/2011,23.17,0.036479545
28/03/2011,22.34,-0.015545505
25/03/2011,22.69,-0.006151162
24/03/2011,22.83,0.020801812
23/03/2011,22.36,0.000894855
22/03/2011,22.34,-0.015545505
21/03/2011,22.69,0.01152495
18/03/2011,22.43,0.012561852
17/03/2011,22.15,-0.005402985
16/03/2011,22.27,-0.018242998
15/03/2011,22.68,-0.001762115
14/03/2011,22.72,-0.006143065
11/03/2011,22.86,0.019881371
10/03/2011,22.41,0.018010392
09/03/2011,22.01,0.021121079
08/03/2011,21.55,-0.002317498
07/03/2011,21.6,-0.010591856
04/03/2011,21.83,0.007356355
03/03/2011,21.67,0.006017144
02/03/2011,21.54,0.00325506
01/03/2011,21.47,-0.016170369
28/02/2011,21.82,0.012915309
25/02/2011,21.54,-0.00370714
24/02/2011,21.62,-0.01969379
23/02/2011,22.05,-0.010376813
22/02/2011,22.28,-0.004925016
18/02/2011,22.39,-0.002676184
17/02/2011,22.45,0.011648877
16/02/2011,22.19,0.018649619
15/02/2011,21.78,0.004601941
14/02/2011,21.68,0.003234006
11/02/2011,21.61,0.000462856
10/02/2011,21.6,0.001853569
09/02/2011,21.56,0.017310374
08/02/2011,21.19,0.007103984
07/02/2011,21.04,0.000951022
04/02/2011,21.02,-0.000475624
03/02/2011,21.03,0.025525104
02/02/2011,20.5,-0.019802627
01/02/2011,20.91,0.010577022
31/01/2011,20.69,0.00873792
28/01/2011,20.51,-0.006802747
27/01/2011,20.65,-0.004348883
26/01/2011,20.74,-0.0115054
