Date,Close,POM
21/05/2013,22.29,0.013095694
20/05/2013,22,-0.002270149
17/05/2013,22.05,0.006369448
16/05/2013,21.91,-0.010894343
15/05/2013,22.15,0.007704548
14/05/2013,21.98,0.012359965
13/05/2013,21.71,-0.004595596
10/05/2013,21.81,0.011528834
09/05/2013,21.56,-0.021111385
08/05/2013,22.02,-0.004983023
07/05/2013,22.13,0.00407517
06/05/2013,22.04,-0.021100671
03/05/2013,22.51,-0.001775411
02/05/2013,22.55,0.003999117
01/05/2013,22.46,-0.006213957
30/04/2013,22.6,0.002658398
29/04/2013,22.54,0.016100527
26/04/2013,22.18,0.001353485
25/04/2013,22.15,0.002259888
24/04/2013,22.1,0.009547697
23/04/2013,21.89,0.00595649
22/04/2013,21.76,-0.00732604
19/04/2013,21.92,0.021674817
18/04/2013,21.45,-0.001863065
17/04/2013,21.49,-0.012945165
16/04/2013,21.77,0.01155014
15/04/2013,21.52,-0.024329867
12/04/2013,22.05,-0.00135962
11/04/2013,22.08,0
10/04/2013,22.08,0.012303641
09/04/2013,21.81,-0.005942875
08/04/2013,21.94,0.015155284
05/04/2013,21.61,0.002780354
04/04/2013,21.55,0.005584007
03/04/2013,21.43,-0.000932836
02/04/2013,21.45,-0.001397624
01/04/2013,21.48,0.003731348
28/03/2013,21.4,0.013170463
27/03/2013,21.12,0.008081812
26/03/2013,20.95,0.005744391
25/03/2013,20.83,0.008678936
22/03/2013,20.65,0.000968992
21/03/2013,20.63,-0.007725775
20/03/2013,20.79,0.004338402
19/03/2013,20.7,-0.000482975
18/03/2013,20.71,-0.007216774
15/03/2013,20.86,0.000959233
14/03/2013,20.84,0.00432797
13/03/2013,20.75,0.005315306
12/03/2013,20.64,0.00437
11/03/2013,20.55,0.004878058
08/03/2013,20.45,0.004410691
07/03/2013,20.36,-0.020418794
06/03/2013,20.78,-0.000962001
05/03/2013,20.8,0.005785937
04/03/2013,20.68,0.007279819
01/03/2013,20.53,0.011759077
28/02/2013,20.29,-0.000492732
27/02/2013,20.3,0.008906541
26/02/2013,20.12,0.003485191
25/02/2013,20.05,-0.010419345
22/02/2013,20.26,0.011417349
21/02/2013,20.03,-0.003986054
20/02/2013,20.11,-0.002483239
19/02/2013,20.16,0.014992785
15/02/2013,19.86,0.006567339
14/02/2013,19.73,-0.002531006
13/02/2013,19.78,0.00405269
12/02/2013,19.7,0.005599404
11/02/2013,19.59,0.001021451
08/02/2013,19.57,0.001022495
07/02/2013,19.55,-0.00255428
06/02/2013,19.6,0.007168489
05/02/2013,19.46,0.004635599
04/02/2013,19.37,-0.004121593
01/02/2013,19.45,-0.003592511
31/01/2013,19.52,0.005651184
30/01/2013,19.41,0
29/01/2013,19.41,0.008796952
28/01/2013,19.24,-0.001038961
25/01/2013,19.26,-0.000519076
24/01/2013,19.27,0
23/01/2013,19.27,0.003639203
22/01/2013,19.2,0.00836825
18/01/2013,19.04,0.000525348
17/01/2013,19.03,0.001051525
16/01/2013,19.01,-0.009945123
15/01/2013,19.2,0.004698521
14/01/2013,19.11,0.001571092
11/01/2013,19.08,-0.017662797
10/01/2013,19.42,-0.030428311
09/01/2013,20.02,-0.00448543
08/01/2013,20.11,-0.004960328
07/01/2013,20.21,-0.010826877
04/01/2013,20.43,0.006383523
03/01/2013,20.3,0.002466092
02/01/2013,20.25,0.032115153
31/12/2012,19.61,0.015416544
28/12/2012,19.31,-0.001035197
27/12/2012,19.33,-0.00824322
26/12/2012,19.49,-0.012238807
24/12/2012,19.73,-0.001519372
21/12/2012,19.76,-0.003031837
20/12/2012,19.82,0.00505818
19/12/2012,19.72,-0.007577707
18/12/2012,19.87,0.003024196
17/12/2012,19.81,0.017825784
14/12/2012,19.46,-0.00410257
13/12/2012,19.54,-0.005104656
12/12/2012,19.64,-0.003557818
11/12/2012,19.71,-0.000507228
10/12/2012,19.72,0.010706195
07/12/2012,19.51,0.002052335
06/12/2012,19.47,-0.015796507
05/12/2012,19.78,0.007612318
04/12/2012,19.63,-0.003559627
03/12/2012,19.7,-0.002028398
30/11/2012,19.74,0.00609758
29/11/2012,19.62,0.008188377
28/11/2012,19.46,0.004635599
27/11/2012,19.37,0.001033058
26/11/2012,19.35,0.012480661
23/11/2012,19.11,0.001571092
21/11/2012,19.08,0.001048768
20/11/2012,19.06,-0.002096437
19/11/2012,19.1,-0.004179734
16/11/2012,19.18,0.01629471
15/11/2012,18.87,-0.007917698
14/11/2012,19.02,-0.001050972
13/11/2012,19.04,0.004210533
12/11/2012,18.96,-0.004735605
09/11/2012,19.05,-0.003667806
08/11/2012,19.12,-0.001045478
07/11/2012,19.14,-0.026296952
06/11/2012,19.65,0.00101833
05/11/2012,19.63,-0.000509295
02/11/2012,19.64,-0.008618558
01/11/2012,19.81,-0.003024196
31/10/2012,19.87,0.005551364
26/10/2012,19.76,-0.005047966
25/10/2012,19.86,0.005047966
24/10/2012,19.76,-0.002527168
23/10/2012,19.81,-0.006540904
22/10/2012,19.94,-0.006000018
19/10/2012,20.06,0.008008051
18/10/2012,19.9,0.0157005
17/10/2012,19.59,0.012843742
16/10/2012,19.34,-0.002581979
15/10/2012,19.39,0.002581979
12/10/2012,19.34,-0.002066116
11/10/2012,19.38,0.009331327
10/10/2012,19.2,-0.00623055
09/10/2012,19.32,-0.002584649
08/10/2012,19.37,0
05/10/2012,19.37,0.002584649
04/10/2012,19.32,0.000517732
03/10/2012,19.31,0.018819165
02/10/2012,18.95,0.000527844
01/10/2012,18.94,0.002114166
28/09/2012,18.9,0.002118645
27/09/2012,18.86,-0.007395702
26/09/2012,19,0.003162891
25/09/2012,18.94,-0.002109705
24/09/2012,18.98,0.005812434
21/09/2012,18.87,0.002653225
20/09/2012,18.82,0.005327663
19/09/2012,18.72,-0.003732342
18/09/2012,18.79,0
17/09/2012,18.79,-0.010587711
14/09/2012,18.99,-0.002629505
13/09/2012,19.04,0.012153386
12/09/2012,18.81,-0.010576513
11/09/2012,19.01,-0.012026289
10/09/2012,19.24,0
07/09/2012,19.24,-0.004149384
06/09/2012,19.32,-0.00361664
05/09/2012,19.39,-0.00257533
04/09/2012,19.44,0.006709703
31/08/2012,19.31,0.002073614
30/08/2012,19.27,-0.006723584
29/08/2012,19.4,0.004132237
28/08/2012,19.32,-0.002068253
27/08/2012,19.36,0.004140793
24/08/2012,19.28,0.006243517
23/08/2012,19.16,-0.001564537
22/08/2012,19.19,-0.003641096
21/08/2012,19.26,-0.005695071
20/08/2012,19.37,-0.00206292
17/08/2012,19.41,0
16/08/2012,19.41,-0.001029866
15/08/2012,19.43,-0.009731191
14/08/2012,19.62,-0.004069182
13/08/2012,19.7,0.000507743
10/08/2012,19.69,0.009183738
09/08/2012,19.51,0.000512689
08/08/2012,19.5,0.001539646
07/08/2012,19.47,-0.027856955
06/08/2012,20.02,0.00450564
03/08/2012,19.93,0.012115242
02/08/2012,19.69,-0.012115242
01/08/2012,19.93,-0.001504137
31/07/2012,19.96,-0.009970172
30/07/2012,20.16,0.011976191
27/07/2012,19.92,0.010598131
26/07/2012,19.71,0.009174376
25/07/2012,19.53,0.000512164
24/07/2012,19.52,-0.006128722
23/07/2012,19.64,-0.00254259
20/07/2012,19.69,0.003051884
19/07/2012,19.63,0.005107263
18/07/2012,19.53,0.002563447
17/07/2012,19.48,0.003599901
16/07/2012,19.41,-0.001544402
13/07/2012,19.44,0.007745972
12/07/2012,19.29,-0.004138651
11/07/2012,19.37,0.002067184
10/07/2012,19.33,0.001553197
09/07/2012,19.3,-0.006198367
06/07/2012,19.42,-0.002571357
05/07/2012,19.47,-0.006144413
03/07/2012,19.59,0.001021451
02/07/2012,19.57,0
29/06/2012,19.57,0.010272304
28/06/2012,19.37,0.008815198
27/06/2012,19.2,0.010997754
26/06/2012,18.99,0.001581028
25/06/2012,18.96,-0.004210533
22/06/2012,19.04,-0.004192878
21/06/2012,19.12,-0.018139912
20/06/2012,19.47,0.001027749
19/06/2012,19.45,-0.001027749
18/06/2012,19.47,0.00411735
15/06/2012,19.39,0.001031992
14/06/2012,19.37,0.004138651
13/06/2012,19.29,-0.002071466
12/06/2012,19.33,0.003108811
11/06/2012,19.27,-0.003108811
08/06/2012,19.33,0.002071466
07/06/2012,19.29,-0.011340328
06/06/2012,19.51,0.009786326
05/06/2012,19.32,0.002591346
04/06/2012,19.27,0.001558037
01/06/2012,19.24,0.009399547
31/05/2012,19.06,0.004733114
30/05/2012,18.97,-0.005781882
29/05/2012,19.08,0.009478744
25/05/2012,18.9,0.013315776
24/05/2012,18.65,0.004837419
23/05/2012,18.56,-0.007514797
22/05/2012,18.7,0.003750339
21/05/2012,18.63,0.004303396
18/05/2012,18.55,0
17/05/2012,18.55,-0.004303396
16/05/2012,18.63,-0.000536625
15/05/2012,18.64,-0.011733468
14/05/2012,18.86,-0.00844778
11/05/2012,19.02,-0.001050972
10/05/2012,19.04,0.009498752
09/05/2012,18.86,-0.003176286
08/05/2012,18.92,0
07/05/2012,18.92,0.001586882
04/05/2012,18.89,0.014933611
03/05/2012,18.61,-0.009093403
02/05/2012,18.78,-0.011120051
01/05/2012,18.99,0.003692961
30/04/2012,18.92,0.00583092
27/04/2012,18.81,-0.002124271
26/04/2012,18.85,-0.002119768
25/04/2012,18.89,0.005307868
24/04/2012,18.79,0.011777438
23/04/2012,18.57,-0.003225809
20/04/2012,18.63,0.010250966
19/04/2012,18.44,-0.002707827
18/04/2012,18.49,-0.003239744
17/04/2012,18.55,0.004321995
16/04/2012,18.47,0.005973409
13/04/2012,18.36,-0.005431844
12/04/2012,18.46,0.00815887
11/04/2012,18.31,-0.002182216
10/04/2012,18.35,-0.010300986
09/04/2012,18.54,-0.004842624
05/04/2012,18.63,-0.011209085
04/04/2012,18.84,-0.001061008
03/04/2012,18.86,0.001061008
02/04/2012,18.84,-0.002650412
30/03/2012,18.89,0.001059322
29/03/2012,18.87,-0.003174606
28/03/2012,18.93,-0.006843933
27/03/2012,19.06,0.000524797
26/03/2012,19.05,0.008963941
23/03/2012,18.88,0.001590247
22/03/2012,18.85,-0.000530363
21/03/2012,18.86,0.000530363
20/03/2012,18.85,-0.005818583
19/03/2012,18.96,-0.008926287
16/03/2012,19.13,0.005766726
15/03/2012,19.02,-0.008377012
14/03/2012,19.18,-0.019618595
13/03/2012,19.56,-0.00509945
12/03/2012,19.66,0.011253316
09/03/2012,19.44,0.002059733
08/03/2012,19.4,-0.008724715
07/03/2012,19.57,0.008724715
06/03/2012,19.4,-0.008724715
05/03/2012,19.57,0.003583316
02/03/2012,19.5,0
01/03/2012,19.5,0.003081667
29/02/2012,19.44,-0.004106782
28/02/2012,19.52,-0.01171391
27/02/2012,19.75,-0.004546611
24/02/2012,19.84,-0.002516991
23/02/2012,19.89,-0.00301205
22/02/2012,19.95,-0.005498639
21/02/2012,20.06,-0.003980105
17/02/2012,20.14,0.004977611
16/02/2012,20.04,0.014070584
15/02/2012,19.76,-0.002527168
14/02/2012,19.81,-0.000504668
13/02/2012,19.82,0
10/02/2012,19.82,-0.004028203
09/02/2012,19.9,0
08/02/2012,19.9,0
07/02/2012,19.9,0.006554095
06/02/2012,19.77,-0.003534465
03/02/2012,19.84,0
02/02/2012,19.84,0.003534465
01/02/2012,19.77,0.005579522
31/01/2012,19.66,0.003056548
30/01/2012,19.6,-0.010657294
27/01/2012,19.81,-0.012540922
26/01/2012,20.06,-0.005468569
25/01/2012,20.17,0.018009491
24/01/2012,19.81,-0.004030232
23/01/2012,19.89,-0.005515181
20/01/2012,20,0.016129382
19/01/2012,19.68,-0.017128882
18/01/2012,20.02,-0.002992521
17/01/2012,20.08,0.009004563
13/01/2012,19.9,-0.004012041
12/01/2012,19.98,0.000500626
11/01/2012,19.97,-0.006986056
10/01/2012,20.11,0.00899107
09/01/2012,19.93,-0.005504142
06/01/2012,20.04,-0.011904903
05/01/2012,20.28,-0.000985707
04/01/2012,20.3,0.005433454
03/01/2012,20.19,-0.005433454
30/12/2011,20.3,-0.011753318
29/12/2011,20.54,0.010768582
28/12/2011,20.32,-0.010281608
27/12/2011,20.53,0.011266345
23/12/2011,20.3,0.006424534
22/12/2011,20.17,0.002979148
21/12/2011,20.11,0.022122571
20/12/2011,19.67,0.017953804
19/12/2011,19.32,-0.002584649
16/12/2011,19.37,-0.012823977
15/12/2011,19.62,0.016444358
14/12/2011,19.3,-0.009283202
13/12/2011,19.48,0.003599901
12/12/2011,19.41,-0.004626068
09/12/2011,19.5,0.024923408
08/12/2011,19.02,-0.035127579
07/12/2011,19.7,-0.007585371
06/12/2011,19.85,0.005050516
05/12/2011,19.75,0.008644854
02/12/2011,19.58,-0.011173301
01/12/2011,19.8,0.001010612
30/11/2011,19.78,0.028719923
29/11/2011,19.22,0.009934722
28/11/2011,19.03,0.016958541
25/11/2011,18.71,0.003748331
23/11/2011,18.64,-0.015438156
22/11/2011,18.93,-0.012598592
21/11/2011,19.17,-0.013471706
18/11/2011,19.43,0.013993491
17/11/2011,19.16,-0.001564537
16/11/2011,19.19,-0.00208225
15/11/2011,19.23,-0.00828591
14/11/2011,19.39,-0.017889565
11/11/2011,19.74,0.017373968
10/11/2011,19.4,0.00516797
09/11/2011,19.3,-0.026081765
08/11/2011,19.81,0.012189079
07/11/2011,19.57,-0.000510856
04/11/2011,19.58,-0.014199022
03/11/2011,19.86,0.012158204
02/11/2011,19.62,0.022160144
01/11/2011,19.19,-0.031292628
31/10/2011,19.8,-0.016529302
28/10/2011,20.13,-0.003471365
27/10/2011,20.2,0.033218958
26/10/2011,19.54,0.010288157
25/10/2011,19.34,-0.016410625
24/10/2011,19.66,-0.007095823
21/10/2011,19.8,0.018863674
20/10/2011,19.43,0.006195167
19/10/2011,19.31,-0.005165301
18/10/2011,19.41,0.01505349
17/10/2011,19.12,-0.009370188
14/10/2011,19.3,0.01146443
13/10/2011,19.08,0.004728141
12/10/2011,18.99,0.007399611
11/10/2011,18.85,-0.012127752
10/10/2011,19.08,0.02279452
07/10/2011,18.65,-0.005347606
06/10/2011,18.75,0.016671534
05/10/2011,18.44,0.010905233
04/10/2011,18.24,-0.003284075
03/10/2011,18.3,-0.033318504
30/09/2011,18.92,-0.009468771
29/09/2011,19.1,0.022770377
28/09/2011,18.67,-0.013830008
27/09/2011,18.93,0.005827831
26/09/2011,18.82,0.011221064
23/09/2011,18.61,0.015160009
22/09/2011,18.33,-0.021587455
21/09/2011,18.73,-0.024262794
20/09/2011,19.19,0.012057813
19/09/2011,18.96,-0.012057813
16/09/2011,19.19,0.009424154
15/09/2011,19.01,0.008452243
14/09/2011,18.85,0.010130718
13/09/2011,18.66,0.010234401
12/09/2011,18.47,0.002168023
09/09/2011,18.43,-0.018812702
08/09/2011,18.78,-0.018987912
07/09/2011,19.14,0.005238357
06/09/2011,19.04,-0.004192878
02/09/2011,19.12,-0.007295499
01/09/2011,19.26,-0.011357892
31/08/2011,19.48,0.006179216
30/08/2011,19.36,0.003622255
29/08/2011,19.29,0.025729957
26/08/2011,18.8,-0.005305052
25/08/2011,18.9,-0.021978907
24/08/2011,19.32,0.024097552
23/08/2011,18.86,0.016573488
22/08/2011,18.55,0.00161856
19/08/2011,18.52,-0.004310352
18/08/2011,18.6,-0.018114507
17/08/2011,18.94,0.004232811
16/08/2011,18.86,-0.002118645
15/08/2011,18.9,0.040491361
12/08/2011,18.15,0
11/08/2011,18.15,0.046231457
10/08/2011,17.33,-0.019994953
09/08/2011,17.68,0.040986978
08/08/2011,16.97,-0.066672365
05/08/2011,18.14,0.014996116
04/08/2011,17.87,-0.053389585
03/08/2011,18.85,0.012276642
02/08/2011,18.62,-0.008023579
01/08/2011,18.77,0.004806418
29/07/2011,18.68,-0.007466701
28/07/2011,18.82,-0.012146967
27/07/2011,19.05,-0.007843177
26/07/2011,19.2,-0.003120127
25/07/2011,19.26,-0.009302393
22/07/2011,19.44,-0.008196767
21/07/2011,19.6,0.014388737
20/07/2011,19.32,0.004149384
19/07/2011,19.24,0.006256538
18/07/2011,19.12,-0.014538158
15/07/2011,19.4,-0.002574004
14/07/2011,19.45,-0.007682496
13/07/2011,19.6,-0.004581326
12/07/2011,19.69,0.007647246
11/07/2011,19.54,-0.020765497
08/07/2011,19.95,-0.003003005
07/07/2011,20.01,0.007021092
06/07/2011,19.87,0.003529119
05/07/2011,19.8,-0.004032264
01/07/2011,19.88,0.012655193
30/06/2011,19.63,0.005619427
29/06/2011,19.52,0.006166515
28/06/2011,19.4,0.00464997
27/06/2011,19.31,0.006755027
24/06/2011,19.18,-0.006237026
23/06/2011,19.3,-0.011846649
22/06/2011,19.53,-0.005107263
21/06/2011,19.63,0.008697932
20/06/2011,19.46,0.009811594
17/06/2011,19.27,0.009384845
16/06/2011,19.09,0.006305854
15/06/2011,18.97,-0.013612776
14/06/2011,19.23,0.003125003
13/06/2011,19.17,0.004181919
10/06/2011,19.09,-0.002093146
09/06/2011,19.13,-0.011951298
08/06/2011,19.36,-0.005665738
07/06/2011,19.47,0.006699329
06/06/2011,19.34,-0.009264091
03/06/2011,19.52,-0.009179055
02/06/2011,19.7,-0.00405269
01/06/2011,19.78,-0.009559821
31/05/2011,19.97,0.004014055
27/05/2011,19.89,0.004535155
26/05/2011,19.8,0.003541618
25/05/2011,19.73,-0.002531006
24/05/2011,19.78,-0.00453973
23/05/2011,19.87,-0.013496831
20/05/2011,20.14,-0.003469644
19/05/2011,20.21,0.001485516
18/05/2011,20.18,-0.003462779
17/05/2011,20.25,0.01242252
16/05/2011,20,-0.001998003
13/05/2011,20.04,-0.002491903
12/05/2011,20.09,-0.00298211
11/05/2011,20.15,-0.002478316
10/05/2011,20.2,0.021516967
09/05/2011,19.77,0.011190351
06/05/2011,19.55,0.011834458
05/05/2011,19.32,-0.005677435
04/05/2011,19.43,-0.008200969
03/05/2011,19.59,0.001021451
02/05/2011,19.57,0.015448299
29/04/2011,19.27,0.003118506
28/04/2011,19.21,0.008888947
27/04/2011,19.04,0.011090687
26/04/2011,18.83,0.016600113
25/04/2011,18.52,0.004871458
21/04/2011,18.43,0.001629107
20/04/2011,18.4,0.013129291
19/04/2011,18.16,-0.009317689
18/04/2011,18.33,-0.011930727
15/04/2011,18.55,0.010840215
14/04/2011,18.35,0.00601259
13/04/2011,18.24,0.001646091
12/04/2011,18.21,-0.005476465
11/04/2011,18.31,-0.01302243
08/04/2011,18.55,-0.009122682
07/04/2011,18.72,-0.007450806
06/04/2011,18.86,0.003186407
05/04/2011,18.8,-0.002125399
04/04/2011,18.84,0.003722419
01/04/2011,18.77,0.006413705
31/03/2011,18.65,-0.006946328
30/03/2011,18.78,0.013941245
29/03/2011,18.52,0.009766762
28/03/2011,18.34,-0.00217865
25/03/2011,18.38,0.00217865
24/03/2011,18.34,0.005467482
23/03/2011,18.24,0.001097093
22/03/2011,18.22,-0.005473467
21/03/2011,18.32,0.013740255
18/03/2011,18.07,0.003881347
17/03/2011,18,0.00389647
16/03/2011,17.93,-0.015495606
15/03/2011,18.21,-0.000548998
14/03/2011,18.22,-0.02010391
11/03/2011,18.59,-0.00161247
10/03/2011,18.62,-0.022305758
09/03/2011,19.04,0.00896867
08/03/2011,18.87,-0.007917698
07/03/2011,19.02,0.007917698
04/03/2011,18.87,-0.004758137
03/03/2011,18.96,0.009006683
02/03/2011,18.79,0.011777438
01/03/2011,18.57,-0.008579141
28/02/2011,18.73,0.016146745
25/02/2011,18.43,-0.001626457
24/02/2011,18.46,-0.015587523
23/02/2011,18.75,-0.006909408
22/02/2011,18.88,-0.001058761
18/02/2011,18.9,-0.001586043
17/02/2011,18.93,0.010621449
16/02/2011,18.73,0.000534045
15/02/2011,18.72,0.000534331
14/02/2011,18.71,-0.013800644
11/02/2011,18.97,0.001582696
10/02/2011,18.94,0.005824745
09/02/2011,18.83,0
08/02/2011,18.83,0.005324826
07/02/2011,18.73,0.013978722
04/02/2011,18.47,-0.008088478
03/02/2011,18.62,-0.004821868
02/02/2011,18.71,-0.000534331
01/02/2011,18.72,0.008045096
31/01/2011,18.57,0.001077586
28/01/2011,18.55,-0.01551248
27/01/2011,18.84,0.007993648
26/01/2011,18.69,-0.000534902
25/01/2011,18.7,0
24/01/2011,18.7,0.009132484
21/01/2011,18.53,0.001079914
