Date,Close,XLNX
06/12/2012,34.47,0.002032816
05/12/2012,34.4,0.001745709
04/12/2012,34.34,-0.000582242
03/12/2012,34.36,-0.008404629
30/11/2012,34.65,0.011319233
29/11/2012,34.26,-0.007850019
28/11/2012,34.53,0.012824425
27/11/2012,34.09,-0.005558008
26/11/2012,34.28,0.00262889
23/11/2012,34.19,0.014435366
21/11/2012,33.7,0.002079312
20/11/2012,33.63,0.003873087
19/11/2012,33.5,0.028460898
16/11/2012,32.56,-0.010084119
15/11/2012,32.89,-0.023735529
14/11/2012,33.68,0.014956905
13/11/2012,33.18,-0.010493276
12/11/2012,33.53,-0.001787843
09/11/2012,33.59,-0.001487431
08/11/2012,33.64,-0.008583744
07/11/2012,33.93,-0.003824096
06/11/2012,34.06,0.018370887
05/11/2012,33.44,0.007504162
02/11/2012,33.19,-0.008400889
01/11/2012,33.47,0.021136053
31/10/2012,32.77,-0.001829269
26/10/2012,32.83,0.008565363
25/10/2012,32.55,0.011743027
24/10/2012,32.17,-0.027289751
23/10/2012,33.06,-0.002115124
22/10/2012,33.13,0.002115124
19/10/2012,33.06,-0.018283141
18/10/2012,33.67,-0.008576128
17/10/2012,33.96,0.006499284
16/10/2012,33.74,0.01764136
15/10/2012,33.15,0.014279447
12/10/2012,32.68,-0.003360321
11/10/2012,32.79,0.004278735
10/10/2012,32.65,-0.018209911
09/10/2012,33.25,-0.014036366
08/10/2012,33.72,-0.010032542
05/10/2012,34.06,0.000881187
04/10/2012,34.03,0.007965819
03/10/2012,33.76,-0.002366865
02/10/2012,33.84,0.007712883
01/10/2012,33.58,0.005075395
28/09/2012,33.41,-0.009828821
27/09/2012,33.74,0.008034562
26/09/2012,33.47,-0.010107101
25/09/2012,33.81,-0.01613648
24/09/2012,34.36,-0.017025372
21/09/2012,34.95,0
20/09/2012,34.95,-0.003427595
19/09/2012,35.07,-0.006820146
18/09/2012,35.31,0.005395441
17/09/2012,35.12,-0.003127224
14/09/2012,35.23,0.010271132
13/09/2012,34.87,-0.002291608
12/09/2012,34.95,0.00200487
11/09/2012,34.88,0.007193241
10/09/2012,34.63,-0.006906502
07/09/2012,34.87,0.004599031
06/09/2012,34.71,0.038771376
05/09/2012,33.39,-0.011908447
04/09/2012,33.79,-0.003545055
31/08/2012,33.91,0.013060441
30/08/2012,33.47,-0.007145014
29/08/2012,33.71,-0.00414447
28/08/2012,33.85,0.007412932
27/08/2012,33.6,-0.008888947
24/08/2012,33.9,0.010676258
23/08/2012,33.54,-0.008904778
22/08/2012,33.84,-0.012918559
21/08/2012,34.28,0.008789977
20/08/2012,33.98,0.000588755
17/08/2012,33.96,-0.004407235
16/08/2012,34.11,0.015362193
15/08/2012,33.59,0.006870826
14/08/2012,33.36,-0.008655479
13/08/2012,33.65,-0.001781473
10/08/2012,33.71,-0.000296604
09/08/2012,33.72,0
08/08/2012,33.72,-0.002073768
07/08/2012,33.79,0.019122184
06/08/2012,33.15,-0.006314861
03/08/2012,33.36,0.02243198
02/08/2012,32.62,-0.00580775
01/08/2012,32.81,0.012574924
31/07/2012,32.4,-0.006767174
30/07/2012,32.62,-0.008547061
27/07/2012,32.9,0.02026474
26/07/2012,32.24,0.028631813
25/07/2012,31.33,0.022596184
24/07/2012,30.63,-0.003259455
23/07/2012,30.73,-0.01325379
20/07/2012,31.14,-0.005124931
19/07/2012,31.3,-0.022430256
18/07/2012,32.01,0.035615847
17/07/2012,30.89,-0.015419515
16/07/2012,31.37,-0.002546961
13/07/2012,31.45,0.007980888
12/07/2012,31.2,-0.021247034
11/07/2012,31.87,-0.001880878
10/07/2012,31.93,-0.010591999
09/07/2012,32.27,-0.005254223
06/07/2012,32.44,-0.030659557
05/07/2012,33.45,-0.001493652
03/07/2012,33.5,0.008995563
02/07/2012,33.2,-0.011082935
29/06/2012,33.57,0.036400743
28/06/2012,32.37,0.002474483
27/06/2012,32.29,0.016235136
26/06/2012,31.77,0.006631952
25/06/2012,31.56,-0.034260592
22/06/2012,32.66,0.023545078
21/06/2012,31.9,-0.03632286
20/06/2012,33.08,0.001209922
19/06/2012,33.04,0.006985602
18/06/2012,32.81,0.007955978
15/06/2012,32.55,0.014544586
14/06/2012,32.08,-0.008381238
13/06/2012,32.35,-0.009230835
12/06/2012,32.65,0.014499714
11/06/2012,32.18,-0.020302143
08/06/2012,32.84,0.021545924
07/06/2012,32.14,-0.010523155
06/06/2012,32.48,0.018018506
05/06/2012,31.9,0.027329314
04/06/2012,31.04,0.001289491
01/06/2012,31,-0.030810759
31/05/2012,31.97,-0.008409955
30/05/2012,32.24,-0.009569451
29/05/2012,32.55,0.017666661
25/05/2012,31.98,0.011637181
24/05/2012,31.61,-0.014447487
23/05/2012,32.07,0.007825991
22/05/2012,31.82,-0.005953331
21/05/2012,32.01,0.022110819
18/05/2012,31.31,-0.017099847
17/05/2012,31.85,-0.014029848
16/05/2012,32.3,-0.014751343
15/05/2012,32.78,-0.005476132
14/05/2012,32.96,-0.008459265
11/05/2012,33.24,-0.002703922
10/05/2012,33.33,-0.01400291
09/05/2012,33.8,-0.000295814
08/05/2012,33.81,-0.003248194
07/05/2012,33.92,-0.004118864
04/05/2012,34.06,-0.019768086
03/05/2012,34.74,-0.016840701
02/05/2012,35.33,-0.005081886
01/05/2012,35.51,-0.024204826
30/04/2012,36.38,-0.003293087
27/04/2012,36.5,-0.004101168
26/04/2012,36.65,0.065393821
25/04/2012,34.33,0.023579047
24/04/2012,33.53,-0.01156425
23/04/2012,33.92,-0.014051753
20/04/2012,34.4,-0.018433702
19/04/2012,35.04,-0.009373737
18/04/2012,35.37,-0.00479482
17/04/2012,35.54,0.007626078
16/04/2012,35.27,0.001986662
13/04/2012,35.2,-0.022750595
12/04/2012,36.01,0.015955552
11/04/2012,35.44,0.016787989
10/04/2012,34.85,-0.008286946
09/04/2012,35.14,-0.010755835
05/04/2012,35.52,0.003666624
04/04/2012,35.39,-0.020970991
03/04/2012,36.14,-0.015921281
02/04/2012,36.72,0.006557401
30/03/2012,36.48,0.005221944
29/03/2012,36.29,0.003312175
28/03/2012,36.17,-0.006888028
27/03/2012,36.42,-0.005203353
26/03/2012,36.61,0.014859932
23/03/2012,36.07,-0.00442601
22/03/2012,36.23,-0.00687666
21/03/2012,36.48,0.01241224
20/03/2012,36.03,-0.029803983
19/03/2012,37.12,-0.004032806
16/03/2012,37.27,0.010519315
15/03/2012,36.88,0.00625597
14/03/2012,36.65,-0.007881546
13/03/2012,36.94,0.020788495
12/03/2012,36.18,-0.007160592
09/03/2012,36.44,0.00082361
08/03/2012,36.41,0.007719917
07/03/2012,36.13,0.00166205
06/03/2012,36.07,0.009750739
05/03/2012,35.72,-0.021053409
02/03/2012,36.48,-0.005467482
01/03/2012,36.68,-0.006792581
29/02/2012,36.93,-0.013982481
28/02/2012,37.45,0.012088797
27/02/2012,37,-0.006196975
24/02/2012,37.23,0.009174376
23/02/2012,36.89,0.0013563
22/02/2012,36.84,-0.0013563
21/02/2012,36.89,-0.010516478
17/02/2012,37.28,0.003493219
16/02/2012,37.15,0.019022313
15/02/2012,36.45,-0.002192382
14/02/2012,36.53,0.007418635
13/02/2012,36.26,-0.001928641
10/02/2012,36.33,-0.014211772
09/02/2012,36.85,0.006807378
08/02/2012,36.6,0.005479466
07/02/2012,36.4,0.002475589
06/02/2012,36.31,-0.016660224
03/02/2012,36.92,0.019694291
02/02/2012,36.2,-0.002207506
01/02/2012,36.28,0.011923058
31/01/2012,35.85,-0.000278901
30/01/2012,35.86,-0.003618654
27/01/2012,35.99,0.004176534
26/01/2012,35.84,0.00896867
25/01/2012,35.52,-0.0150883
24/01/2012,36.06,0.01059391
23/01/2012,35.68,-0.002519246
20/01/2012,35.77,0.003640951
19/01/2012,35.64,0.009585639
18/01/2012,35.3,0.056825192
17/01/2012,33.35,0.010853287
13/01/2012,32.99,-0.01414621
12/01/2012,33.46,0.018398951
11/01/2012,32.85,-0.002432351
10/01/2012,32.93,0.001823709
09/01/2012,32.87,0.021526046
06/01/2012,32.17,-0.006506607
05/01/2012,32.38,0.008684918
04/01/2012,32.1,-0.010536199
03/01/2012,32.44,0.011783082
30/12/2011,32.06,-0.00559877
29/12/2011,32.24,0.008409955
28/12/2011,31.97,-0.009959622
27/12/2011,32.29,-0.001856436
23/12/2011,32.35,0.001856436
22/12/2011,32.29,0.011524812
21/12/2011,31.92,-0.00156519
20/12/2011,31.97,0.04347121
19/12/2011,30.61,-0.019411803
16/12/2011,31.21,0.006106399
15/12/2011,31.02,-0.005465373
14/12/2011,31.19,-0.012426478
13/12/2011,31.58,-0.021304064
12/12/2011,32.26,-0.011710457
09/12/2011,32.64,0.000306419
08/12/2011,32.63,-0.021825662
07/12/2011,33.35,0.004809147
06/12/2011,33.19,-0.005108952
05/12/2011,33.36,0.007522226
02/12/2011,33.11,0.001511259
01/12/2011,33.06,0.010643251
30/11/2011,32.71,0.055307842
29/11/2011,30.95,0.006808261
28/11/2011,30.74,0.022036741
25/11/2011,30.07,-0.007949694
23/11/2011,30.31,-0.025408533
22/11/2011,31.09,-0.004492947
21/11/2011,31.23,-0.00765554
18/11/2011,31.47,-0.009172925
17/11/2011,31.76,-0.028861584
16/11/2011,32.69,-0.008528836
15/11/2011,32.97,0.014050323
14/11/2011,32.51,-0.010404011
11/11/2011,32.85,0.026841038
10/11/2011,31.98,0.000938527
09/11/2011,31.95,-0.041685471
08/11/2011,33.31,0.010259595
07/11/2011,32.97,0.003646312
04/11/2011,32.85,0.013176229
03/11/2011,32.42,0.018994811
02/11/2011,31.81,-0.022074579
01/11/2011,32.52,-0.028495411
31/10/2011,33.46,0.00810207
28/10/2011,33.19,-0.001806141
27/10/2011,33.25,0.043959744
26/10/2011,31.82,0.008204527
25/10/2011,31.56,0.002220461
24/10/2011,31.49,0.041166078
21/10/2011,30.22,0.020729596
20/10/2011,29.6,0
19/10/2011,29.6,-0.040064951
18/10/2011,30.81,0.01768219
17/10/2011,30.27,-0.010516035
14/10/2011,30.59,0.018143331
13/10/2011,30.04,0.01881776
12/10/2011,29.48,0.002037352
11/10/2011,29.42,-0.004747381
10/10/2011,29.56,0.026741395
07/10/2011,28.78,0.003132071
06/10/2011,28.69,0.014393789
05/10/2011,28.28,0.008166209
04/10/2011,28.05,0.035932009
03/10/2011,27.06,-0.01394518
30/09/2011,27.44,-0.032977899
29/09/2011,28.36,-0.005976464
28/09/2011,28.53,-0.023897241
27/09/2011,29.22,0.013090094
26/09/2011,28.84,-0.002770085
23/09/2011,28.92,0.022378556
22/09/2011,28.28,-0.033382794
21/09/2011,29.24,-0.026659247
20/09/2011,30.03,-0.046202101
19/09/2011,31.45,-0.009178732
16/09/2011,31.74,0.002207855
15/09/2011,31.67,0.003796272
14/09/2011,31.55,0.015009063
13/09/2011,31.08,0.009699397
12/09/2011,30.78,0.025334469
09/09/2011,30.01,-0.017834026
08/09/2011,30.55,0.003278691
07/09/2011,30.45,0.002630715
06/09/2011,30.37,0.018946886
02/09/2011,29.8,-0.033979848
01/09/2011,30.83,-0.010004925
31/08/2011,31.14,-0.009905817
30/08/2011,31.45,0.007660427
29/08/2011,31.21,0.031573005
26/08/2011,30.24,0.02613214
25/08/2011,29.46,-0.011139356
24/08/2011,29.79,-0.009022618
23/08/2011,30.06,0.040738831
22/08/2011,28.86,0.017476852
19/08/2011,28.36,-0.015395685
18/08/2011,28.8,-0.04812857
17/08/2011,30.22,-0.000330852
16/08/2011,30.23,-0.016729929
15/08/2011,30.74,0.020707396
12/08/2011,30.11,-0.002653401
11/08/2011,30.19,0.030947643
10/08/2011,29.27,-0.013573334
09/08/2011,29.67,0.027679881
08/08/2011,28.86,-0.036404769
05/08/2011,29.93,-0.004001339
04/08/2011,30.05,-0.044263653
03/08/2011,31.41,0.014430265
02/08/2011,30.96,-0.028027312
01/08/2011,31.84,-0.008132669
29/07/2011,32.1,0
28/07/2011,32.1,-0.005281976
27/07/2011,32.27,-0.037108881
26/07/2011,33.49,0.002092364
25/07/2011,33.42,-0.007155666
22/07/2011,33.66,-0.00148434
21/07/2011,33.71,0.015847244
20/07/2011,33.18,-0.015253773
19/07/2011,33.69,0.012244441
18/07/2011,33.28,-0.00599163
15/07/2011,33.48,-0.001492315
14/07/2011,33.53,-0.01156425
13/07/2011,33.92,-0.011432046
12/07/2011,34.31,-0.038592756
11/07/2011,35.66,-0.016133869
08/07/2011,36.24,-0.023722994
07/07/2011,37.11,0.016026419
06/07/2011,36.52,-0.003007521
05/07/2011,36.63,-0.011670644
01/07/2011,37.06,0.016048216
30/06/2011,36.47,0.030626002
29/06/2011,35.37,-0.003105154
28/06/2011,35.48,0.008775711
27/06/2011,35.17,0.015184363
24/06/2011,34.64,-0.009481467
23/06/2011,34.97,0.021680283
22/06/2011,34.22,0.000877065
21/06/2011,34.19,0.017407137
20/06/2011,33.6,0.019534806
17/06/2011,32.95,-0.008762709
16/06/2011,33.24,-0.010772097
15/06/2011,33.6,-0.00623055
14/06/2011,33.81,0.013998739
13/06/2011,33.34,-0.006577004
10/06/2011,33.56,-0.007421735
09/06/2011,33.81,0.013399039
08/06/2011,33.36,-0.024868067
07/06/2011,34.2,0.012948974
06/06/2011,33.76,0.000889021
03/06/2011,33.73,-0.032378503
02/06/2011,34.84,0.004891392
01/06/2011,34.67,-0.028715548
31/05/2011,35.68,0.021530577
27/05/2011,34.92,0.00516797
26/05/2011,34.74,0.006352895
25/05/2011,34.52,0.002029869
24/05/2011,34.45,-0.010970087
23/05/2011,34.83,-0.026630469
20/05/2011,35.77,-0.008074665
19/05/2011,36.06,-0.006082407
18/05/2011,36.28,0.027950394
17/05/2011,35.28,-0.002547772
16/05/2011,35.37,-0.016265081
13/05/2011,35.95,-0.008310297
12/05/2011,36.25,0.018093743
11/05/2011,35.6,-0.006439893
10/05/2011,35.83,0.007564121
09/05/2011,35.56,-0.004769261
06/05/2011,35.73,0.003364175
05/05/2011,35.61,0.013001879
04/05/2011,35.15,0.007711019
03/05/2011,34.88,-0.004005728
02/05/2011,35.02,0.004579287
29/04/2011,34.86,-0.002578429
28/04/2011,34.95,0.061662356
27/04/2011,32.86,0.011016023
26/04/2011,32.5,0.020202707
25/04/2011,31.85,0.002514934
21/04/2011,31.77,0.001575052
20/04/2011,31.72,0.037582711
19/04/2011,30.55,-0.004897969
18/04/2011,30.7,-0.024454243
15/04/2011,31.46,0.011187587
14/04/2011,31.11,-0.002247553
13/04/2011,31.18,0.017470519
12/04/2011,30.64,-0.021950526
11/04/2011,31.32,-0.010481277
08/04/2011,31.65,-0.00692698
07/04/2011,31.87,-0.00750238
06/04/2011,32.11,0.008758267
05/04/2011,31.83,0
04/04/2011,31.83,-0.010003209
01/04/2011,32.15,-0.020016065
31/03/2011,32.8,-0.00060957
30/03/2011,32.82,-0.005469476
29/03/2011,33,0.004860277
28/03/2011,32.84,-0.003950772
25/03/2011,32.97,-0.00030326
24/03/2011,32.98,0.014353583
23/03/2011,32.51,0.016437027
22/03/2011,31.98,-0.009956523
21/03/2011,32.3,0.016544782
18/03/2011,31.77,0.004416411
17/03/2011,31.63,-0.007559091
16/03/2011,31.87,0.015813106
15/03/2011,31.37,-0.014243001
14/03/2011,31.82,-0.015900569
11/03/2011,32.33,0.013389582
10/03/2011,31.9,-0.004379112
09/03/2011,32.04,-0.057019689
08/03/2011,33.92,-0.007050558
07/03/2011,34.16,-0.023149182
04/03/2011,34.96,-0.004281439
03/03/2011,35.11,0.016367917
02/03/2011,34.54,0.054742995
01/03/2011,32.7,-0.016679689
28/02/2011,33.25,-0.016110134
25/02/2011,33.79,0.02517364
24/02/2011,32.95,0.002126691
23/02/2011,32.88,-0.006366552
22/02/2011,33.09,-0.024773689
18/02/2011,33.92,0.001475144
17/02/2011,33.87,0.00029529
16/02/2011,33.86,0.003846728
15/02/2011,33.73,-0.001777252
14/02/2011,33.79,0.000295989
11/02/2011,33.78,0.010714388
10/02/2011,33.42,0.003897472
09/02/2011,33.29,-0.001800721
08/02/2011,33.35,0.001800721
07/02/2011,33.29,-0.009864076
04/02/2011,33.62,0.024387781
03/02/2011,32.81,-0.008195523
02/02/2011,33.08,-0.004524212
01/02/2011,33.23,0.03148663
31/01/2011,32.2,0.000310607
28/01/2011,32.19,-0.0202959
27/01/2011,32.85,0.020917404
