Date,Close,XLNX
04/04/2014,53.13,-0.026559273
03/04/2014,54.56,0.000183301
02/04/2014,54.55,-0.00785177
01/04/2014,54.98,0.012997895
31/03/2014,54.27,0.007954903
28/03/2014,53.84,0.00334884
27/03/2014,53.66,-0.011303743
26/03/2014,54.27,-0.009718606
25/03/2014,54.8,0.005489492
24/03/2014,54.5,0
21/03/2014,54.5,-0.010404402
20/03/2014,55.07,0.027429239
19/03/2014,53.58,-0.0020509
18/03/2014,53.69,0.014634408
17/03/2014,52.91,0.019273567
14/03/2014,51.9,-0.003654202
13/03/2014,52.09,-0.008792106
12/03/2014,52.55,-0.006449188
11/03/2014,52.89,-0.00433922
10/03/2014,53.12,0.001695714
07/03/2014,53.03,-0.008262958
06/03/2014,53.47,0.007885884
05/03/2014,53.05,0.002831526
04/03/2014,52.9,0.019084549
03/03/2014,51.9,-0.005763705
28/02/2014,52.2,0.00326202
27/02/2014,52.03,-0.002878804
26/02/2014,52.18,0.013117472
25/02/2014,51.5,0.003111632
24/02/2014,51.34,0.01037699
21/02/2014,50.81,0.001378631
20/02/2014,50.74,-0.002558805
19/02/2014,50.87,0.010870746
18/02/2014,50.32,0.008582031
14/02/2014,49.89,-0.001802344
13/02/2014,49.98,0.021845529
12/02/2014,48.9,0.019410066
11/02/2014,47.96,0.031345218
10/02/2014,46.48,0.008209163
07/02/2014,46.1,0.015521134
06/02/2014,45.39,0.003973515
05/02/2014,45.21,0.000221214
04/02/2014,45.2,0.003990251
03/02/2014,45.02,-0.030623565
31/01/2014,46.42,-0.00772536
30/01/2014,46.78,0.009666062
29/01/2014,46.33,-0.001725254
28/01/2014,46.41,-0.001507159
27/01/2014,46.48,-0.008142321
24/01/2014,46.86,-0.024661383
23/01/2014,48.03,-0.012209153
22/01/2014,48.62,0.022463507
21/01/2014,47.54,0.00675393
17/01/2014,47.22,-0.00084674
16/01/2014,47.26,-0.002324845
15/01/2014,47.37,0.028261354
14/01/2014,46.05,0.019073252
13/01/2014,45.18,-0.012755836
10/01/2014,45.76,-0.000436967
09/01/2014,45.78,-0.002835644
08/01/2014,45.91,0.008531168
07/01/2014,45.52,0.002199253
06/01/2014,45.42,-0.00439368
03/01/2014,45.62,-0.007642793
02/01/2014,45.97,0.001088258
31/12/2013,45.92,0.006116227
30/12/2013,45.64,0.007698267
27/12/2013,45.29,0.001989171
26/12/2013,45.2,-0.000663497
24/12/2013,45.23,0.001991812
23/12/2013,45.14,0.009571581
20/12/2013,44.71,0.008986805
19/12/2013,44.31,-0.019665438
18/12/2013,45.19,0.020568577
17/12/2013,44.27,0.014333086
16/12/2013,43.64,0.007359739
13/12/2013,43.32,-0.002075407
12/12/2013,43.41,0.008095337
11/12/2013,43.06,-0.014066876
10/12/2013,43.67,-0.01296799
09/12/2013,44.24,-0.002483352
06/12/2013,44.35,0.00338792
05/12/2013,44.2,-0.00428943
04/12/2013,44.39,0.002255301
03/12/2013,44.29,0.00022581
02/12/2013,44.28,-0.003381809
29/11/2013,44.43,-0.002248202
27/11/2013,44.53,0.00067393
26/11/2013,44.5,0.002925624
25/11/2013,44.37,0.00882858
22/11/2013,43.98,-0.002951529
21/11/2013,44.11,0.020614564
20/11/2013,43.21,0.002780998
19/11/2013,43.09,-0.0156577
18/11/2013,43.77,0.0025163
15/11/2013,43.66,0.015464821
14/11/2013,42.99,-0.044360736
13/11/2013,44.94,0.00826728
12/11/2013,44.57,0.010827988
11/11/2013,44.09,-0.012173279
08/11/2013,44.63,0.003141834
07/11/2013,44.49,-0.013396048
06/11/2013,45.09,0.001553657
05/11/2013,45.02,-0.007964644
04/11/2013,45.38,0.002206045
01/11/2013,45.28,-0.003307246
31/10/2013,45.43,0.008177745
30/10/2013,45.06,-0.00751717
29/10/2013,45.4,0.021147143
28/10/2013,44.45,-0.004265356
25/10/2013,44.64,-0.00424724
24/10/2013,44.83,-0.001114703
23/10/2013,44.88,-0.034814682
22/10/2013,46.47,0.008644964
21/10/2013,46.07,0.012449653
18/10/2013,45.5,0.002420509
17/10/2013,45.39,-0.033365313
16/10/2013,46.93,0.012004431
15/10/2013,46.37,-0.023023827
14/10/2013,47.45,0.003589152
11/10/2013,47.28,0.010631612
10/10/2013,46.78,0.023576306
09/10/2013,45.69,0.001533239
08/10/2013,45.62,-0.017168736
07/10/2013,46.41,-0.005157974
04/10/2013,46.65,0.0040812
03/10/2013,46.46,-0.005366547
02/10/2013,46.71,-0.011705997
01/10/2013,47.26,0.008713263
30/09/2013,46.85,0.006638851
27/09/2013,46.54,-0.005357347
26/09/2013,46.79,0.002353697
25/09/2013,46.68,-0.000856531
24/09/2013,46.72,0.002571797
23/09/2013,46.6,-0.011096998
20/09/2013,47.12,-0.01349093
19/09/2013,47.76,0.001466737
18/09/2013,47.69,-0.006270924
17/09/2013,47.99,0.010262945
16/09/2013,47.5,0.004853866
13/09/2013,47.27,0.003390552
12/09/2013,47.11,0.003189117
11/09/2013,46.96,-0.000212925
10/09/2013,46.97,0.013719401
09/09/2013,46.33,0.003242896
06/09/2013,46.18,0.001083306
05/09/2013,46.13,0.006088299
04/09/2013,45.85,0.02719301
03/09/2013,44.62,0.027262025
30/08/2013,43.42,-0.013723912
29/08/2013,44.02,0.011423474
28/08/2013,43.52,0.009465614
27/08/2013,43.11,-0.026778119
26/08/2013,44.28,0.002034589
23/08/2013,44.19,-0.002486158
22/08/2013,44.3,-0.000676972
21/08/2013,44.33,-0.00292826
20/08/2013,44.46,0.003830991
19/08/2013,44.29,-0.006077678
16/08/2013,44.56,0.011965376
15/08/2013,44.03,-0.023567469
14/08/2013,45.08,-0.008614079
13/08/2013,45.47,0.001760951
12/08/2013,45.39,0.001984784
09/08/2013,45.3,-0.006161991
08/08/2013,45.58,-0.00021937
07/08/2013,45.59,0.000658256
06/08/2013,45.56,-0.012433359
05/08/2013,46.13,-0.008203846
02/08/2013,46.51,-0.013666666
01/08/2013,47.15,0.009804
31/07/2013,46.69,0.009684785
30/07/2013,46.24,0.012403597
29/07/2013,45.67,-0.011105177
26/07/2013,46.18,-0.005398998
25/07/2013,46.43,0.02001372
24/07/2013,45.51,-0.007006816
23/07/2013,45.83,-0.00174406
22/07/2013,45.91,0.001089681
19/07/2013,45.86,0.000654379
18/07/2013,45.83,0.051488543
17/07/2013,43.53,0.005528694
16/07/2013,43.29,0.002775852
15/07/2013,43.17,0.004410918
12/07/2013,42.98,0.026643094
11/07/2013,41.85,0.016624886
10/07/2013,41.16,0.024844471
09/07/2013,40.15,0.008504303
08/07/2013,39.81,-0.016936893
05/07/2013,40.49,0.014678706
03/07/2013,39.9,0.006285376
02/07/2013,39.65,-0.006535971
01/07/2013,39.91,0.007545307
28/06/2013,39.61,0
27/06/2013,39.61,0.003287397
26/06/2013,39.48,0.007627802
25/06/2013,39.18,0.014655102
24/06/2013,38.61,-0.009537384
21/06/2013,38.98,0.010833224
20/06/2013,38.56,-0.030645912
19/06/2013,39.76,-0.011005614
18/06/2013,40.2,0.01781952
17/06/2013,39.49,0.015567496
14/06/2013,38.88,0.001802034
13/06/2013,38.81,0.026633428
12/06/2013,37.79,-0.0356113
11/06/2013,39.16,-0.030431117
10/06/2013,40.37,-0.005681132
07/06/2013,40.6,0.020655207
06/06/2013,39.77,-0.015716926
05/06/2013,40.4,-0.007152577
04/06/2013,40.69,0.002953485
03/06/2013,40.57,-0.001969959
31/05/2013,40.65,-0.016589793
30/05/2013,41.33,0.021521985
29/05/2013,40.45,0.01218769
28/05/2013,39.96,0.014113137
24/05/2013,39.4,0.004834
23/05/2013,39.21,-0.007621988
22/05/2013,39.51,0.001012915
21/05/2013,39.47,0.013262117
20/05/2013,38.95,-0.006908048
17/05/2013,39.22,0.012314163
16/05/2013,38.74,0
15/05/2013,38.74,0.01011813
14/05/2013,38.35,0.012067303
13/05/2013,37.89,-0.017528245
10/05/2013,38.56,0.002076844
09/05/2013,38.48,-0.002336146
08/05/2013,38.57,0.011473398
07/05/2013,38.13,0.003152091
06/05/2013,38.01,-0.003938564
03/05/2013,38.16,0.00367551
02/05/2013,38.02,0.010842365
01/05/2013,37.61,-0.007944957
30/04/2013,37.91,0.005820122
29/04/2013,37.69,0.006655156
26/04/2013,37.44,-0.009304866
25/04/2013,37.79,0.034732257
24/04/2013,36.5,-0.001368926
23/04/2013,36.55,0.017665378
22/04/2013,35.91,0.011201461
19/04/2013,35.51,-0.002531291
18/04/2013,35.6,-0.007834399
17/04/2013,35.88,-0.032897704
16/04/2013,37.08,0.013576098
15/04/2013,36.58,-0.013576098
12/04/2013,37.08,-0.008860308
11/04/2013,37.41,-0.009577088
10/04/2013,37.77,0.027104839
09/04/2013,36.76,0.000544218
08/04/2013,36.74,0.01039681
05/04/2013,36.36,-0.012300278
04/04/2013,36.81,0.016434224
03/04/2013,36.21,-0.029121666
02/04/2013,37.28,-0.009875964
01/04/2013,37.65,-0.013716913
28/03/2013,38.17,0.005780363
27/03/2013,37.95,-0.006566012
26/03/2013,38.2,0.007884404
25/03/2013,37.9,-0.001845262
22/03/2013,37.97,0.003165394
21/03/2013,37.85,-0.010251108
20/03/2013,38.24,0.011044025
19/03/2013,37.82,0.001587722
18/03/2013,37.76,-0.018108355
15/03/2013,38.45,-0.010349381
14/03/2013,38.85,0.00853049
13/03/2013,38.52,0.000259639
12/03/2013,38.51,0.004685068
11/03/2013,38.33,-0.001043025
08/03/2013,38.37,0.003393816
07/03/2013,38.24,0.020608391
06/03/2013,37.46,0.007233789
05/03/2013,37.19,0.021745896
04/03/2013,36.39,-0.007119417
01/03/2013,36.65,-0.016775285
28/02/2013,37.27,-0.003214575
27/02/2013,37.39,0.019444307
26/02/2013,36.67,-0.017034345
25/02/2013,37.3,-0.017539647
22/02/2013,37.96,0.008200019
21/02/2013,37.65,-0.016855811
20/02/2013,38.29,-0.021956196
19/02/2013,39.14,0.026405883
15/02/2013,38.12,-0.008359505
14/02/2013,38.44,0.016789481
13/02/2013,37.8,0.005837109
12/02/2013,37.58,0.003198297
11/02/2013,37.46,-0.001333867
08/02/2013,37.51,0.017480612
07/02/2013,36.86,-0.00379096
06/02/2013,37,0.002164503
05/02/2013,36.92,0.012811951
04/02/2013,36.45,-0.019291455
01/02/2013,37.16,0.018194663
31/01/2013,36.49,-0.004647992
30/01/2013,36.66,0.000272814
29/01/2013,36.65,-0.001908137
28/01/2013,36.72,-0.003534053
25/01/2013,36.85,0.001357773
24/01/2013,36.8,0.00272109
23/01/2013,36.7,-0.001089325
22/01/2013,36.74,-0.011635905
18/01/2013,37.17,0.019834912
17/01/2013,36.44,0.006607954
16/01/2013,36.2,0.013348363
15/01/2013,35.72,-0.003353832
14/01/2013,35.84,0.001116695
11/01/2013,35.8,-0.005571045
10/01/2013,36,0.003060233
09/01/2013,35.89,0.007832208
08/01/2013,35.61,-0.020567707
07/01/2013,36.35,-0.004118057
04/01/2013,36.5,-0.014146047
03/01/2013,37.02,-0.001889084
02/01/2013,37.09,0.033724923
31/12/2012,35.86,0.015456258
28/12/2012,35.31,-0.013222868
27/12/2012,35.78,-0.001396453
26/12/2012,35.83,-0.003621678
24/12/2012,35.96,-0.003885656
21/12/2012,36.1,-0.005524876
20/12/2012,36.3,0.006910878
19/12/2012,36.05,0.002221606
18/12/2012,35.97,0.0137161
17/12/2012,35.48,0.003105154
14/12/2012,35.37,0.001414627
13/12/2012,35.32,-0.010421162
12/12/2012,35.69,0.000560538
11/12/2012,35.67,0.016678832
10/12/2012,35.08,0.006291127
07/12/2012,34.86,0.01125066
