Date,Close,AZO
09/10/2013,415.27,-0.001058991
08/10/2013,415.71,-0.009861966
07/10/2013,419.83,-0.004894749
04/10/2013,421.89,0.008641368
03/10/2013,418.26,-0.01126893
02/10/2013,423,-0.00497578
01/10/2013,425.11,0.005614282
30/09/2013,422.73,0.000378564
27/09/2013,422.57,0.002108381
26/09/2013,421.68,-0.008007129
25/09/2013,425.07,0.025639375
24/09/2013,414.31,-0.008412298
23/09/2013,417.81,-0.005227928
20/09/2013,420,-0.006620891
19/09/2013,422.79,0.005145789
18/09/2013,420.62,0.005029029
17/09/2013,418.51,0.015944461
16/09/2013,411.89,-0.009207523
13/09/2013,415.7,-0.00326625
12/09/2013,417.06,-0.008998855
11/09/2013,420.83,0.002164735
10/09/2013,419.92,0.008177755
09/09/2013,416.5,-0.002469936
06/09/2013,417.53,-0.00613638
05/09/2013,420.1,-0.006430127
04/09/2013,422.81,0.007239786
03/09/2013,419.76,-0.000428725
30/08/2013,419.94,-0.003755382
29/08/2013,421.52,0.003564897
28/08/2013,420.02,0.002145054
27/08/2013,419.12,-0.005472686
26/08/2013,421.42,-0.002204393
23/08/2013,422.35,0.002940272
22/08/2013,421.11,0.002734614
21/08/2013,419.96,-0.01152962
20/08/2013,424.83,0.01048245
19/08/2013,420.4,0.009272159
16/08/2013,416.52,-0.008463079
15/08/2013,420.06,-0.020009859
14/08/2013,428.55,-0.012176181
13/08/2013,433.8,0.01908366
12/08/2013,425.6,-0.009331327
09/08/2013,429.59,0.001327728
08/08/2013,429.02,-0.013934443
07/08/2013,435.04,-0.022658773
06/08/2013,445.01,-0.007254359
05/08/2013,448.25,0.000468598
02/08/2013,448.04,0.000111603
01/08/2013,447.99,-0.001316127
31/07/2013,448.58,0.008709628
30/07/2013,444.69,0.008944967
29/07/2013,440.73,0.002430742
26/07/2013,439.66,0.003737129
25/07/2013,438.02,0.003819898
24/07/2013,436.35,-0.004801107
23/07/2013,438.45,0.001666344
22/07/2013,437.72,0.004006003
19/07/2013,435.97,0.001492041
18/07/2013,435.32,0.012296184
17/07/2013,430,-0.008590899
16/07/2013,433.71,-0.009842802
15/07/2013,438,-0.002963641
12/07/2013,439.3,-0.003862324
11/07/2013,441,0.017199216
10/07/2013,433.48,-0.002488366
09/07/2013,434.56,-0.000805088
08/07/2013,434.91,0.014801702
05/07/2013,428.52,0.010887015
03/07/2013,423.88,-0.000754646
02/07/2013,424.2,-0.002519219
01/07/2013,425.27,0.003722206
28/06/2013,423.69,0.001937253
27/06/2013,422.87,0.021222984
26/06/2013,413.99,-0.017930508
25/06/2013,421.48,0.015517903
24/06/2013,414.99,0.007279619
21/06/2013,411.98,-0.001624972
20/06/2013,412.65,-0.019439057
19/06/2013,420.75,-0.010826505
18/06/2013,425.33,0.001176249
17/06/2013,424.83,0.00351345
14/06/2013,423.34,0.009112113
13/06/2013,419.5,0.008378266
12/06/2013,416,0.00240674
11/06/2013,415,-0.008995563
10/06/2013,418.75,0.004955542
07/06/2013,416.68,0.003100703
06/06/2013,415.39,0.024565632
05/06/2013,405.31,-0.006124652
04/06/2013,407.8,-0.008327175
03/06/2013,411.21,0.005804611
31/05/2013,408.83,-0.02203846
30/05/2013,417.94,0.00285136
29/05/2013,416.75,-0.005265059
28/05/2013,418.95,0.007523156
24/05/2013,415.81,-0.007403803
23/05/2013,418.9,0.002820876
22/05/2013,417.72,-0.023937942
21/05/2013,427.84,0.044911896
20/05/2013,409.05,-0.005461164
17/05/2013,411.29,-0.005358953
16/05/2013,413.5,-0.01149355
15/05/2013,418.28,0.001722818
14/05/2013,417.56,0.004320076
13/05/2013,415.76,-0.012405891
10/05/2013,420.95,0.013440677
09/05/2013,415.33,-0.009441719
08/05/2013,419.27,0.000763523
07/05/2013,418.95,0.013118251
06/05/2013,413.49,0.005772512
03/05/2013,411.11,0.008623586
02/05/2013,407.58,-0.006602621
01/05/2013,410.28,0.002904673
30/04/2013,409.09,0.012842137
29/04/2013,403.87,-0.007056531
26/04/2013,406.73,0.021044516
25/04/2013,398.26,0.036592723
24/04/2013,383.95,0.000859856
23/04/2013,383.62,0.01274972
22/04/2013,378.76,0.000871644
19/04/2013,378.43,-0.001531475
18/04/2013,379.01,-0.007674756
17/04/2013,381.93,-0.006940486
16/04/2013,384.59,-0.000727783
15/04/2013,384.87,-0.022353328
12/04/2013,393.57,0.001881994
11/04/2013,392.83,0.007281493
10/04/2013,389.98,0.015374781
09/04/2013,384.03,-0.029076068
08/04/2013,395.36,-0.00464319
05/04/2013,397.2,-0.011589181
04/04/2013,401.83,0.019728967
03/04/2013,393.98,-0.017636343
02/04/2013,400.99,0.019643534
01/04/2013,393.19,-0.009063812
28/03/2013,396.77,0.007158154
27/03/2013,393.94,-0.000253814
26/03/2013,394.04,0.001803473
25/03/2013,393.33,-0.006057936
22/03/2013,395.72,0.00623592
21/03/2013,393.26,-0.006943241
20/03/2013,396,0.014216742
19/03/2013,390.41,-0.002711415
18/03/2013,391.47,-0.001072304
15/03/2013,391.89,0.005732288
14/03/2013,389.65,-0.006114975
13/03/2013,392.04,0.008118778
12/03/2013,388.87,0.001389604
11/03/2013,388.33,0.007963019
08/03/2013,385.25,0.0097292
07/03/2013,381.52,0.013112433
06/03/2013,376.55,-0.015207114
05/03/2013,382.32,0.004351366
04/03/2013,380.66,0.006642091
01/03/2013,378.14,-0.005301414
28/02/2013,380.15,0.008877909
27/02/2013,376.79,0.001700003
26/02/2013,376.15,-0.006333748
25/02/2013,378.54,-0.017440932
22/02/2013,385.2,0.020033183
21/02/2013,377.56,-0.006336488
20/02/2013,379.96,0.012580115
19/02/2013,375.21,0.004032533
15/02/2013,373.7,0.000240864
14/02/2013,373.61,-0.016248001
13/02/2013,379.73,-0.006195709
12/02/2013,382.09,-0.008184376
11/02/2013,385.23,-0.001711796
08/02/2013,385.89,0.015775917
07/02/2013,379.85,0.028979794
06/02/2013,369,0.000623501
05/02/2013,368.77,0.004675065
04/02/2013,367.05,-0.021107896
01/02/2013,374.88,0.013914109
31/01/2013,369.7,0.013205556
30/01/2013,364.85,0.007980229
29/01/2013,361.95,-0.020698785
28/01/2013,369.52,0.011321697
25/01/2013,365.36,0.021552022
24/01/2013,357.57,0.002912759
23/01/2013,356.53,0.008902721
22/01/2013,353.37,0.010726023
18/01/2013,349.6,0.002778456
17/01/2013,348.63,-0.002005846
16/01/2013,349.33,-0.004484248
15/01/2013,350.9,0.016985851
14/01/2013,344.99,-0.003587863
11/01/2013,346.23,-0.000779525
10/01/2013,346.5,-0.008906825
09/01/2013,349.6,0.003869031
08/01/2013,348.25,-0.022487532
07/01/2013,356.17,-0.013054215
04/01/2013,360.85,0.013138448
03/01/2013,356.14,-0.002075679
02/01/2013,356.88,0.006888726
31/12/2012,354.43,0.016671794
28/12/2012,348.57,-0.012912232
27/12/2012,353.1,0.005708702
26/12/2012,351.09,-0.01163841
24/12/2012,355.2,-0.008633792
21/12/2012,358.28,0.006327895
20/12/2012,356.02,-0.009671634
19/12/2012,359.48,-0.001639914
18/12/2012,360.07,-0.009205699
17/12/2012,363.4,0.015865424
14/12/2012,357.68,-0.004574624
13/12/2012,359.32,0.004910176
12/12/2012,357.56,0.005777931
11/12/2012,355.5,0.000985014
10/12/2012,355.15,-0.011227736
07/12/2012,359.16,-0.013578185
06/12/2012,364.07,0.010492406
05/12/2012,360.27,-0.01796299
04/12/2012,366.8,-0.03010391
03/12/2012,378.01,-0.015122765
30/11/2012,383.77,0.010451277
29/11/2012,379.78,-0.010685765
28/11/2012,383.86,0.003863024
27/11/2012,382.38,-0.001437326
26/11/2012,382.93,-0.000496051
23/11/2012,383.12,0.003268019
21/11/2012,381.87,0.001939712
20/11/2012,381.13,-0.003065116
19/11/2012,382.3,0.004719463
16/11/2012,380.5,0.020497744
15/11/2012,372.78,0.008161332
14/11/2012,369.75,-0.010224763
13/11/2012,373.55,-0.00221946
12/11/2012,374.38,-0.006682043
09/11/2012,376.89,-0.005503679
08/11/2012,378.97,-0.014148584
07/11/2012,384.37,-0.002312801
06/11/2012,385.26,0.0052831
05/11/2012,383.23,0.000835357
02/11/2012,382.91,0.006734385
01/11/2012,380.34,0.014139564
31/10/2012,375,0.011398045
26/10/2012,370.75,0.008043048
25/10/2012,367.78,0.009342543
24/10/2012,364.36,-0.00651076
23/10/2012,366.74,0.002566414
22/10/2012,365.8,-0.008709908
19/10/2012,369,-0.003759861
18/10/2012,370.39,0.002486958
17/10/2012,369.47,-0.003296588
16/10/2012,370.69,-0.010812947
15/10/2012,374.72,0.004466621
12/10/2012,373.05,-0.00347873
11/10/2012,374.35,-0.00798195
10/10/2012,377.35,-0.006708598
09/10/2012,379.89,-0.004019393
08/10/2012,381.42,0.00034089
05/10/2012,381.29,0.011872237
04/10/2012,376.79,0.012417876
03/10/2012,372.14,0.006010395
02/10/2012,369.91,0.002273405
01/10/2012,369.07,-0.001624388
28/09/2012,369.67,-0.004857391
27/09/2012,371.47,-0.003815363
26/09/2012,372.89,0.011734216
25/09/2012,368.54,-0.002060068
24/09/2012,369.3,-0.006746753
21/09/2012,371.8,0.00045734
20/09/2012,371.63,0.004828256
19/09/2012,369.84,0.032984521
18/09/2012,357.84,0.001286318
17/09/2012,357.38,0.015196875
14/09/2012,351.99,-0.049792126
13/09/2012,369.96,-0.00861239
12/09/2012,373.16,0.008774583
11/09/2012,369.9,0.009834631
10/09/2012,366.28,-0.009347894
07/09/2012,369.72,0.002708414
06/09/2012,368.72,0.015441895
05/09/2012,363.07,0.01328085
04/09/2012,358.28,-0.009334438
31/08/2012,361.64,0.004906387
30/08/2012,359.87,-0.008659979
29/08/2012,363,-0.004727102
28/08/2012,364.72,-0.00473215
27/08/2012,366.45,0.003745579
24/08/2012,365.08,0.004997676
23/08/2012,363.26,-0.006147448
22/08/2012,365.5,0.003618028
21/08/2012,364.18,-0.001042896
20/08/2012,364.56,0.00249928
17/08/2012,363.65,0.014123746
16/08/2012,358.55,0.001926272
15/08/2012,357.86,0.002406067
14/08/2012,357,0.004745134
13/08/2012,355.31,-0.011139214
10/08/2012,359.29,-0.010603496
09/08/2012,363.12,-0.001925882
08/08/2012,363.82,-0.009982443
07/08/2012,367.47,0.01155038
06/08/2012,363.25,-0.008361367
03/08/2012,366.3,0.010869672
02/08/2012,362.34,-0.001186027
01/08/2012,362.77,-0.033770147
31/07/2012,375.23,-0.001491305
30/07/2012,375.79,0.002664608
27/07/2012,374.79,0.003769201
26/07/2012,373.38,-0.013328742
25/07/2012,378.39,0.00543242
24/07/2012,376.34,-0.00342189
23/07/2012,377.63,-0.000926404
20/07/2012,377.98,-0.012932574
19/07/2012,382.9,-0.003493499
18/07/2012,384.24,0.008756738
17/07/2012,380.89,0.001629093
16/07/2012,380.27,-0.001760356
13/07/2012,380.94,-0.003956043
12/07/2012,382.45,0.035991002
11/07/2012,368.93,0.006690262
10/07/2012,366.47,-0.002071692
09/07/2012,367.23,0.007406935
06/07/2012,364.52,-0.005553518
05/07/2012,366.55,0.01113805
03/07/2012,362.49,-0.004761193
02/07/2012,364.22,-0.008066875
29/06/2012,367.17,0.024091573
28/06/2012,358.43,-0.001589006
27/06/2012,359,-0.047569098
26/06/2012,376.49,0.003885464
25/06/2012,375.03,-0.020402138
22/06/2012,382.76,0.002930405
21/06/2012,381.64,-0.015625115
20/06/2012,387.65,-0.000670483
19/06/2012,387.91,0.003046579
18/06/2012,386.73,0.003704523
15/06/2012,385.3,-0.00116724
14/06/2012,385.75,0.007389517
13/06/2012,382.91,-0.009719916
12/06/2012,386.65,0.011288093
11/06/2012,382.31,-0.008983617
08/06/2012,385.76,0.004885411
07/06/2012,383.88,-0.010572238
06/06/2012,387.96,0.022891215
05/06/2012,379.18,0.005765839
04/06/2012,377,0.008845371
01/06/2012,373.68,-0.017455413
31/05/2012,380.26,0.002659611
30/05/2012,379.25,-0.006491737
29/05/2012,381.72,0.019442742
25/05/2012,374.37,0.013364545
24/05/2012,369.4,-0.009269305
23/05/2012,372.84,0.031883678
22/05/2012,361.14,-0.020310693
21/05/2012,368.55,-0.010526413
18/05/2012,372.45,0.018617667
17/05/2012,365.58,-0.061759964
16/05/2012,388.87,0.016568733
15/05/2012,382.48,0.012787965
14/05/2012,377.62,-0.02582745
11/05/2012,387.5,0.004578206
10/05/2012,385.73,0.007416019
09/05/2012,382.88,-0.002399959
08/05/2012,383.8,-0.008070524
07/05/2012,386.91,-0.006492024
04/05/2012,389.43,-0.010905066
03/05/2012,393.7,-0.006935508
02/05/2012,396.44,0.002601504
01/05/2012,395.41,-0.001894969
30/04/2012,396.16,-0.002445513
27/04/2012,397.13,0.008623686
26/04/2012,393.72,0.02804897
25/04/2012,382.83,0.009105404
24/04/2012,379.36,-0.006934986
23/04/2012,382,0.000707056
20/04/2012,381.73,0.0045423
19/04/2012,380,0.001316656
18/04/2012,379.5,0.000869944
17/04/2012,379.17,-0.00428965
16/04/2012,380.8,-0.000446329
13/04/2012,380.97,0.005897082
12/04/2012,378.73,0.004445746
11/04/2012,377.05,0.003134466
10/04/2012,375.87,-0.020096282
09/04/2012,383.5,-0.000781963
05/04/2012,383.8,0.003654402
04/04/2012,382.4,0.001334572
03/04/2012,381.89,0.008335463
02/04/2012,378.72,0.01844107
30/03/2012,371.8,-0.0068084
29/03/2012,374.34,-0.005381657
28/03/2012,376.36,-0.008519246
27/03/2012,379.58,0.001529173
26/03/2012,379,0.0008975
23/03/2012,378.66,0.001400653
22/03/2012,378.13,0.007192653
21/03/2012,375.42,-0.006319556
20/03/2012,377.8,0.001165316
19/03/2012,377.36,-0.003993499
16/03/2012,378.87,-0.000343067
15/03/2012,379,-0.002424499
14/03/2012,379.92,0.00076361
13/03/2012,379.63,-0.003155987
12/03/2012,380.83,-0.00366944
09/03/2012,382.23,0.004536344
08/03/2012,380.5,-0.008479063
07/03/2012,383.74,-0.003875319
06/03/2012,385.23,2.59589E-05
05/03/2012,385.22,0.017730636
02/03/2012,378.45,2.64239E-05
01/03/2012,378.44,0.010519143
29/02/2012,374.48,-0.005140578
28/02/2012,376.41,0.02779977
27/02/2012,366.09,0.017330883
24/02/2012,359.8,0.003619661
23/02/2012,358.5,-0.001254443
22/02/2012,358.95,-0.001976038
21/02/2012,359.66,-0.001528054
17/02/2012,360.21,0.006265946
16/02/2012,357.96,0.005153496
15/02/2012,356.12,-0.011141788
14/02/2012,360.11,0.004592463
13/02/2012,358.46,0.012237719
10/02/2012,354.1,0.000169458
09/02/2012,354.04,0.013908272
08/02/2012,349.15,-0.003802014
07/02/2012,350.48,-0.000798585
06/02/2012,350.76,-0.006875613
03/02/2012,353.18,0.011418932
02/02/2012,349.17,-0.010880818
01/02/2012,352.99,0.014582135
31/01/2012,347.88,0.000603839
30/01/2012,347.67,0.0002589
27/01/2012,347.58,-0.000948971
26/01/2012,347.91,-0.001923933
25/01/2012,348.58,0.0052637
24/01/2012,346.75,-0.000749539
23/01/2012,347.01,2.8818E-05
20/01/2012,347,0.001441961
19/01/2012,346.5,0.000635122
18/01/2012,346.28,0.003703279
17/01/2012,345,0.001624507
13/01/2012,344.44,0.004247773
12/01/2012,342.98,0.003241589
11/01/2012,341.87,0.00507325
10/01/2012,340.14,0.001883351
09/01/2012,339.5,0.004309715
06/01/2012,338.04,0.012472441
05/01/2012,333.85,0.020853951
04/01/2012,326.96,0.022173309
03/01/2012,319.79,-0.01606834
30/12/2011,324.97,-0.003931088
29/12/2011,326.25,-0.006020157
28/12/2011,328.22,-0.006165828
27/12/2011,330.25,-0.000151389
23/12/2011,330.3,0.003943582
22/12/2011,329,-0.003034904
21/12/2011,330,0.014375562
20/12/2011,325.29,0.001014994
19/12/2011,324.96,-0.003195284
16/12/2011,326,-0.004040904
15/12/2011,327.32,0.009207603
14/12/2011,324.32,-0.0054734
13/12/2011,326.1,-0.014581911
12/12/2011,330.89,0.003238943
09/12/2011,329.82,0.000454897
08/12/2011,329.67,-0.012629589
07/12/2011,333.86,-0.011761864
06/12/2011,337.81,-0.003428001
05/12/2011,338.97,0.026152509
02/12/2011,330.22,-0.015266554
01/12/2011,335.3,0.020854179
30/11/2011,328.38,0.015188767
29/11/2011,323.43,0.012194135
28/11/2011,319.51,-0.010739904
25/11/2011,322.96,0.015288432
23/11/2011,318.06,-0.008640174
22/11/2011,320.82,-0.013959834
21/11/2011,325.33,-0.012432766
18/11/2011,329.4,0.003284075
17/11/2011,328.32,-0.011266701
16/11/2011,332.04,-0.015272492
15/11/2011,337.15,0.002732486
14/11/2011,336.23,-0.004244022
11/11/2011,337.66,0.020797614
10/11/2011,330.71,0.015449382
09/11/2011,325.64,-0.024719576
08/11/2011,333.79,0.020215547
07/11/2011,327.11,0.006471323
04/11/2011,325,0.001046701
03/11/2011,324.66,0.000677862
02/11/2011,324.44,-0.00378398
01/11/2011,325.67,0.006407316
31/10/2011,323.59,-0.012987395
28/10/2011,327.82,-0.008837655
27/10/2011,330.73,0.008929173
26/10/2011,327.79,-0.000427012
25/10/2011,327.93,-0.006868075
24/10/2011,330.19,0.008180191
21/10/2011,327.5,0.001680801
20/10/2011,326.95,0.006012841
19/10/2011,324.99,-0.003194989
18/10/2011,326.03,-0.002970769
17/10/2011,327,-0.003419224
14/10/2011,328.12,0.004765696
13/10/2011,326.56,-0.003362786
12/10/2011,327.66,0.000152609
11/10/2011,327.61,-0.012407069
10/10/2011,331.7,0.023425704
07/10/2011,324.02,0.005105288
06/10/2011,322.37,0.015474136
05/10/2011,317.42,-0.008095178
04/10/2011,320,0.025702497
03/10/2011,311.88,-0.023168038
30/09/2011,319.19,0.005056782
29/09/2011,317.58,-0.013635438
28/09/2011,321.94,-0.012532189
27/09/2011,326,-0.003429695
26/09/2011,327.12,0.016707642
23/09/2011,321.7,0.017465913
22/09/2011,316.13,-0.020848436
21/09/2011,322.79,-0.015249166
20/09/2011,327.75,-0.012733233
19/09/2011,331.95,0.002110978
16/09/2011,331.25,0.016681766
15/09/2011,325.77,0.004275943
14/09/2011,324.38,0.015220994
13/09/2011,319.48,0.010383002
12/09/2011,316.18,0.005359393
09/09/2011,314.49,-0.00510634
08/09/2011,316.1,-0.001801603
07/09/2011,316.67,0.009008784
06/09/2011,313.83,0.009540957
02/09/2011,310.85,-0.003852951
01/09/2011,312.05,0.016315684
31/08/2011,307,-0.004971336
30/08/2011,308.53,0.004515414
29/08/2011,307.14,0.019197224
26/08/2011,301.3,0.009571047
25/08/2011,298.43,-0.018821195
24/08/2011,304.1,0.015876769
23/08/2011,299.31,0.012134399
22/08/2011,295.7,0.014579901
19/08/2011,291.42,0.007785357
18/08/2011,289.16,0.002354409
17/08/2011,288.48,0.000728218
16/08/2011,288.27,0.003022567
15/08/2011,287.4,-0.000730422
12/08/2011,287.61,0.020088472
11/08/2011,281.89,0.025400586
10/08/2011,274.82,-0.019030344
09/08/2011,280.1,0.042258525
08/08/2011,268.51,-0.03739129
05/08/2011,278.74,0.019745945
04/08/2011,273.29,-0.029598945
03/08/2011,281.5,0.017162421
02/08/2011,276.71,-0.019823177
01/08/2011,282.25,-0.011273679
29/07/2011,285.45,-0.001365331
28/07/2011,285.84,-0.011513371
27/07/2011,289.15,-0.020571998
26/07/2011,295.16,0.000745636
25/07/2011,294.94,-0.003080623
22/07/2011,295.85,0.001116053
21/07/2011,295.52,-0.000236843
20/07/2011,295.59,-0.009226897
19/07/2011,298.33,0.010005305
18/07/2011,295.36,-0.006479504
15/07/2011,297.28,-0.002016265
14/07/2011,297.88,0.003160623
13/07/2011,296.94,-0.002186602
12/07/2011,297.59,0.007047863
11/07/2011,295.5,-0.009363806
08/07/2011,298.28,-0.000335199
07/07/2011,298.38,0.002113634
06/07/2011,297.75,0.0020508
05/07/2011,297.14,-0.001614097
01/07/2011,297.62,0.009350753
30/06/2011,294.85,0.012044433
29/06/2011,291.32,-0.005408934
28/06/2011,292.9,0.000204869
27/06/2011,292.84,0.004243385
24/06/2011,291.6,-0.003457664
23/06/2011,292.61,-0.00088816
22/06/2011,292.87,0.001503503
21/06/2011,292.43,0.000649939
20/06/2011,292.24,0.001815224
17/06/2011,291.71,0.006638144
16/06/2011,289.78,0.000794021
15/06/2011,289.55,-0.001104553
14/06/2011,289.87,0.00342117
13/06/2011,288.88,-0.004558963
10/06/2011,290.2,-0.005977961
09/06/2011,291.94,0.011749235
08/06/2011,288.53,0.014065813
07/06/2011,284.5,-0.003999023
06/06/2011,285.64,0.000560303
03/06/2011,285.48,-0.014501323
02/06/2011,289.65,-0.011874668
01/06/2011,293.11,-0.003031802
31/05/2011,294,-0.009175463
27/05/2011,296.71,0.000337086
26/05/2011,296.61,-0.004608226
25/05/2011,297.98,0.015830394
24/05/2011,293.3,0.057973009
23/05/2011,276.78,0.000650548
20/05/2011,276.6,-0.001986457
19/05/2011,277.15,-0.019119675
18/05/2011,282.5,0.003617153
17/05/2011,281.48,-0.007679687
16/05/2011,283.65,-0.009299128
13/05/2011,286.3,-0.005538251
12/05/2011,287.89,0.005258862
11/05/2011,286.38,-0.00010475
10/05/2011,286.41,0.006199127
09/05/2011,284.64,0.010879655
06/05/2011,281.56,-0.013125585
05/05/2011,285.28,0.006788271
04/05/2011,283.35,-0.000317578
03/05/2011,283.44,0.008005427
02/05/2011,281.18,-0.004258648
29/04/2011,282.38,-0.00035407
28/04/2011,282.48,0.003475304
27/04/2011,281.5,-0.00202282
26/04/2011,282.07,-0.001523284
25/04/2011,282.5,-0.008284175
21/04/2011,284.85,0.003129343
20/04/2011,283.96,0.020205582
19/04/2011,278.28,-0.003730277
18/04/2011,279.32,-0.002717199
15/04/2011,280.08,0.004401274
14/04/2011,278.85,-0.00325809
13/04/2011,279.76,0.00713866
12/04/2011,277.77,0.017578081
11/04/2011,272.93,-0.012127099
08/04/2011,276.26,0.001521464
07/04/2011,275.84,-0.002715278
06/04/2011,276.59,-0.000180757
05/04/2011,276.64,0.00856754
04/04/2011,274.28,-0.001420895
01/04/2011,274.67,0.004049401
31/03/2011,273.56,-0.001388128
30/03/2011,273.94,0.001826885
29/03/2011,273.44,0.009221734
28/03/2011,270.93,-0.016690845
25/03/2011,275.49,0.012344934
24/03/2011,272.11,0.00756224
23/03/2011,270.06,0.019971493
22/03/2011,264.72,0.002382709
21/03/2011,264.09,0.00421197
18/03/2011,262.98,0.003924338
17/03/2011,261.95,0.002446204
16/03/2011,261.31,-0.006978768
15/03/2011,263.14,-0.006326378
14/03/2011,264.81,-0.004220529
11/03/2011,265.93,-0.00292881
10/03/2011,266.71,-0.00560833
09/03/2011,268.21,0.00093254
08/03/2011,267.96,0.017733565
07/03/2011,263.25,-0.008209326
04/03/2011,265.42,-0.004173331
03/03/2011,266.53,0.013941326
02/03/2011,262.84,-0.002583784
01/03/2011,263.52,0.021363499
28/02/2011,257.95,0.009973979
25/02/2011,255.39,0.008414645
24/02/2011,253.25,0.010359496
23/02/2011,250.64,-0.007749974
22/02/2011,252.59,-0.012002584
18/02/2011,255.64,0.00027386
17/02/2011,255.57,-0.027820835
16/02/2011,262.78,0.007525007
15/02/2011,260.81,-3.83414E-05
14/02/2011,260.82,-0.000230017
11/02/2011,260.88,0.004764475
10/02/2011,259.64,-0.008131997
09/02/2011,261.76,0.007400482
08/02/2011,259.83,0.006951714
07/02/2011,258.03,-0.002593232
04/02/2011,258.7,0.014366329
03/02/2011,255.01,0.012826507
02/02/2011,251.76,-0.012787292
01/02/2011,255,0.005781386
31/01/2011,253.53,0.009790205
28/01/2011,251.06,-0.019876039
27/01/2011,256.1,0.023827115
26/01/2011,250.07,0.005493528
