Date,Close,FISV
06/03/2013,83.96,-0.007475561
05/03/2013,84.59,0.021146478
04/03/2013,82.82,0.016066558
01/03/2013,81.5,-0.009038781
28/02/2013,82.24,0.011003901
27/02/2013,81.34,0.007156107
26/02/2013,80.76,0.014593337
25/02/2013,79.59,-0.008133687
22/02/2013,80.24,0.009265122
21/02/2013,79.5,-0.01485763
20/02/2013,80.69,-0.004081386
19/02/2013,81.02,0.001853111
15/02/2013,80.87,0.00881829
14/02/2013,80.16,-0.004853472
13/02/2013,80.55,0.000124154
12/02/2013,80.54,-0.003717937
11/02/2013,80.84,0.004463186
08/02/2013,80.48,0.006482197
07/02/2013,79.96,-0.004492146
06/02/2013,80.32,-0.006082064
05/02/2013,80.81,0.008949718
04/02/2013,80.09,-0.015609831
01/02/2013,81.35,0.012866687
31/01/2013,80.31,-0.007566866
30/01/2013,80.92,-0.000247127
29/01/2013,80.94,0.001978729
28/01/2013,80.78,-0.000866176
25/01/2013,80.85,0.00558141
24/01/2013,80.4,-0.010270461
23/01/2013,81.23,-0.006136494
22/01/2013,81.73,0.006013395
18/01/2013,81.24,0.001971415
17/01/2013,81.08,0.007551877
16/01/2013,80.47,0
15/01/2013,80.47,-0.029750618
14/01/2013,82.9,-0.000964553
11/01/2013,82.98,-0.002647733
10/01/2013,83.2,0.004336311
09/01/2013,82.84,0.015081775
08/01/2013,81.6,0.00479087
07/01/2013,81.21,0.006299817
04/01/2013,80.7,0.000371816
03/01/2013,80.67,-0.007533225
02/01/2013,81.28,0.028072457
31/12/2012,79.03,0.006474158
28/12/2012,78.52,-0.0077387
27/12/2012,79.13,0.002403999
26/12/2012,78.94,-0.010083272
24/12/2012,79.74,0.000501756
21/12/2012,79.7,-0.006503275
20/12/2012,80.22,0.006628753
19/12/2012,79.69,-0.017662151
18/12/2012,81.11,0.007549074
17/12/2012,80.5,0.010364081
14/12/2012,79.67,-0.003258148
13/12/2012,79.93,-0.003870892
12/12/2012,80.24,-0.005344615
11/12/2012,80.67,0.006966069
10/12/2012,80.11,0.00375188
07/12/2012,79.81,-0.001001879
06/12/2012,79.89,0.00225564
05/12/2012,79.71,0.025797224
04/12/2012,77.68,0.010091947
03/12/2012,76.9,-0.001169667
30/11/2012,76.99,0.011233138
29/11/2012,76.13,0.007118406
28/11/2012,75.59,0.006104053
27/11/2012,75.13,-0.003322041
26/11/2012,75.38,-0.000663086
23/11/2012,75.43,0.0102606
21/11/2012,74.66,0.00496812
20/11/2012,74.29,0.009059625
19/11/2012,73.62,0.000951281
16/11/2012,73.55,0.013138276
15/11/2012,72.59,0.00013777
14/11/2012,72.58,-0.017075751
13/11/2012,73.83,-0.001759253
12/11/2012,73.96,0.00067627
09/11/2012,73.91,0.002845338
08/11/2012,73.7,-0.009721924
07/11/2012,74.42,-0.014540375
06/11/2012,75.51,0.009179869
05/11/2012,74.82,-0.005597776
02/11/2012,75.24,-0.001991636
01/11/2012,75.39,0.007054938
31/10/2012,74.86,-0.005196201
26/10/2012,75.25,0.001595957
25/10/2012,75.13,0.00426838
24/10/2012,74.81,-0.003069739
23/10/2012,75.04,-0.006905738
22/10/2012,75.56,0.003314115
19/10/2012,75.31,-0.007276608
18/10/2012,75.86,0.001451092
17/10/2012,75.75,-0.000263992
16/10/2012,75.77,0.007418235
15/10/2012,75.21,0.019467622
12/10/2012,73.76,0.003531173
11/10/2012,73.5,0.009020151
10/10/2012,72.84,-0.011330406
09/10/2012,73.67,-0.01294691
08/10/2012,74.63,0.005643659
05/10/2012,74.21,-0.005107538
04/10/2012,74.59,0.005646694
03/10/2012,74.17,0.004730058
02/10/2012,73.82,-0.003920778
01/10/2012,74.11,0.00108006
28/09/2012,74.03,0.004060644
27/09/2012,73.73,0.008991886
26/09/2012,73.07,0.001917809
25/09/2012,72.93,-0.014294709
24/09/2012,73.98,-0.002834584
21/09/2012,74.19,0.010160624
20/09/2012,73.44,0.010264923
19/09/2012,72.69,0.008704718
18/09/2012,72.06,0.003057681
17/09/2012,71.84,0.000696233
14/09/2012,71.79,-0.005002095
13/09/2012,72.15,0.002775852
12/09/2012,71.95,-0.005958585
11/09/2012,72.38,-0.000276281
10/09/2012,72.4,-0.005647009
07/09/2012,72.81,0.000686955
06/09/2012,72.76,0.018308417
05/09/2012,71.44,-0.000419845
04/09/2012,71.47,0.002241211
31/08/2012,71.31,0.006612757
30/08/2012,70.84,-0.004647568
29/08/2012,71.17,0.015862109
28/08/2012,70.05,-0.007962505
27/08/2012,70.61,-0.003675435
24/08/2012,70.87,0.005660125
23/08/2012,70.47,0.001277955
22/08/2012,70.38,-0.006091102
21/08/2012,70.81,0.000847697
20/08/2012,70.75,-0.009285379
17/08/2012,71.41,-0.001119664
16/08/2012,71.49,0.004626717
15/08/2012,71.16,0.005495681
14/08/2012,70.77,-0.000565052
13/08/2012,70.81,0.013220748
10/08/2012,69.88,-0.002144236
09/08/2012,70.03,-0.001854626
08/08/2012,70.16,0.010603338
07/08/2012,69.42,-0.002445868
06/08/2012,69.59,-0.000431004
03/08/2012,69.62,0.020753956
02/08/2012,68.19,-0.021184774
01/08/2012,69.65,-0.006867962
31/07/2012,70.13,-0.029781664
30/07/2012,72.25,-0.001797691
27/07/2012,72.38,0.022071017
26/07/2012,70.8,0.026187373
25/07/2012,68.97,-0.003329235
24/07/2012,69.2,-0.006768946
23/07/2012,69.67,-0.020317528
20/07/2012,71.1,-0.005889794
19/07/2012,71.52,-0.005994302
18/07/2012,71.95,0.010619074
17/07/2012,71.19,0.001687052
16/07/2012,71.07,0.001689903
13/07/2012,70.95,0.006646422
12/07/2012,70.48,-0.006787356
11/07/2012,70.96,0.00621998
10/07/2012,70.52,-0.021880256
09/07/2012,72.08,0
06/07/2012,72.08,-0.00980197
05/07/2012,72.79,-0.000961208
03/07/2012,72.86,0.00357487
02/07/2012,72.6,0.005247906
29/06/2012,72.22,0.03393975
28/06/2012,69.81,-0.008842043
27/06/2012,70.43,0.017762965
26/06/2012,69.19,0.004780886
25/06/2012,68.86,-0.011837875
22/06/2012,69.68,0.011692663
21/06/2012,68.87,-0.029331812
20/06/2012,70.92,0.001552248
19/06/2012,70.81,0.006375314
18/06/2012,70.36,-0.007222293
15/06/2012,70.87,0.016216572
14/06/2012,69.73,0.018381008
13/06/2012,68.46,-0.009305098
12/06/2012,69.1,0.009451179
11/06/2012,68.45,-0.009451179
08/06/2012,69.1,0.009159038
07/06/2012,68.47,0
06/06/2012,68.47,0.019764655
05/06/2012,67.13,0.01078339
04/06/2012,66.41,0.012576876
01/06/2012,65.58,-0.027819251
31/05/2012,67.43,0.01088507
30/05/2012,66.7,-0.013698844
29/05/2012,67.62,0.006677078
25/05/2012,67.17,0.003131293
24/05/2012,66.96,0.003890473
23/05/2012,66.7,0.00707142
22/05/2012,66.23,0.003781867
21/05/2012,65.98,0.020982468
18/05/2012,64.61,-0.011082151
17/05/2012,65.33,-0.009597149
16/05/2012,65.96,-0.003329805
15/05/2012,66.18,0.002117683
14/05/2012,66.04,-0.007843177
11/05/2012,66.56,0.001353078
10/05/2012,66.47,0.002862525
09/05/2012,66.28,-0.003915078
08/05/2012,66.54,-0.00778447
07/05/2012,67.06,-0.006687994
04/05/2012,67.51,-0.022844748
03/05/2012,69.07,-0.010943234
02/05/2012,69.83,-0.01308882
01/05/2012,70.75,0.006522995
30/04/2012,70.29,-0.005391614
27/04/2012,70.67,0.008526412
26/04/2012,70.07,0.010761278
25/04/2012,69.32,0.003902585
24/04/2012,69.05,0.000724375
23/04/2012,69,0.001160093
20/04/2012,68.92,0.002760627
19/04/2012,68.73,-0.007104053
18/04/2012,69.22,-0.011633883
17/04/2012,70.03,0.01859245
16/04/2012,68.74,0.003497526
13/04/2012,68.5,-0.008865693
12/04/2012,69.11,0.011057875
11/04/2012,68.35,0.01118152
10/04/2012,67.59,-0.01730756
09/04/2012,68.77,-0.008254337
05/04/2012,69.34,0.001876579
04/04/2012,69.21,-0.01448781
03/04/2012,70.22,-0.002702128
02/04/2012,70.41,0.014592534
30/03/2012,69.39,-0.002878114
29/03/2012,69.59,0.001438022
28/03/2012,69.49,-0.00301746
27/03/2012,69.7,-0.003723332
26/03/2012,69.96,0.010056111
23/03/2012,69.26,0.003761034
22/03/2012,69,0.000144938
21/03/2012,68.99,0.003193963
20/03/2012,68.77,-0.002178808
19/03/2012,68.92,-0.003620831
16/03/2012,69.17,-0.003895828
15/03/2012,69.44,0.002162475
14/03/2012,69.29,0.006079926
13/03/2012,68.87,0.009629488
12/03/2012,68.21,0.00352475
09/03/2012,67.97,0.001324991
08/03/2012,67.88,0.015439737
07/03/2012,66.84,0.011132957
06/03/2012,66.1,-0.006634524
05/03/2012,66.54,0.001955623
02/03/2012,66.41,-0.00465711
01/03/2012,66.72,0.006314861
29/02/2012,66.3,-0.003613373
28/02/2012,66.54,0.00090212
27/02/2012,66.48,-0.005849286
24/02/2012,66.87,0.01552288
23/02/2012,65.84,0.008695044
22/02/2012,65.27,-0.000612651
21/02/2012,65.31,0.003067017
17/02/2012,65.11,-0.001688023
16/02/2012,65.22,0.008778065
15/02/2012,64.65,-0.011075332
14/02/2012,65.37,0.006599671
13/02/2012,64.94,0.010993375
10/02/2012,64.23,-0.010223137
09/02/2012,64.89,0
08/02/2012,64.89,-0.000616238
07/02/2012,64.93,-0.004303065
06/02/2012,65.21,-0.010222074
03/02/2012,65.88,0.04295567
02/02/2012,63.11,-0.011657347
01/02/2012,63.85,0.015149414
31/01/2012,62.89,0.004462159
30/01/2012,62.61,-0.007003053
27/01/2012,63.05,-0.003325155
26/01/2012,63.26,-0.002210644
25/01/2012,63.4,0.007599783
24/01/2012,62.92,0.001431412
23/01/2012,62.83,0.003028615
20/01/2012,62.64,0.001277955
19/01/2012,62.56,0.010929071
18/01/2012,61.88,0.010069924
17/01/2012,61.26,0.0077018
13/01/2012,60.79,-0.004104085
12/01/2012,61.04,0.021862414
11/01/2012,59.72,0.008914364
10/01/2012,59.19,0.00440231
09/01/2012,58.93,0.009034409
06/01/2012,58.4,-0.004953465
05/01/2012,58.69,0.009415459
04/01/2012,58.14,-0.007197975
03/01/2012,58.56,-0.003069056
30/12/2011,58.74,-0.005602256
29/12/2011,59.07,0.009696427
28/12/2011,58.5,-0.012063692
27/12/2011,59.21,0.007118674
23/12/2011,58.79,0.002213709
22/12/2011,58.66,0.003928607
21/12/2011,58.43,0.003428771
20/12/2011,58.23,0.031045395
19/12/2011,56.45,-0.017211524
16/12/2011,57.43,0.00331386
15/12/2011,57.24,0.000349467
14/12/2011,57.22,-0.007486759
13/12/2011,57.65,0.001041305
12/12/2011,57.59,-0.018238634
09/12/2011,58.65,0.028887246
08/12/2011,56.98,-0.012036779
07/12/2011,57.67,-0.001386242
06/12/2011,57.75,0.002600782
05/12/2011,57.6,-0.001387925
02/12/2011,57.68,0.003995489
01/12/2011,57.45,-0.003648688
30/11/2011,57.66,0.038541097
29/11/2011,55.48,-0.005034171
28/11/2011,55.76,0.029852963
25/11/2011,54.12,0.000739372
23/11/2011,54.08,-0.019410974
22/11/2011,55.14,-0.014583029
21/11/2011,55.95,-0.010313036
18/11/2011,56.53,0.000884878
17/11/2011,56.48,-0.012842115
16/11/2011,57.21,-0.019559256
15/11/2011,58.34,0.009126193
14/11/2011,57.81,-0.006036062
11/11/2011,58.16,0.016469125
10/11/2011,57.21,0.005960747
09/11/2011,56.87,-0.03795522
08/11/2011,59.07,0.014150777
07/11/2011,58.24,0.003956994
04/11/2011,58.01,-0.004815143
03/11/2011,58.29,0.0265987
02/11/2011,56.76,-0.00649752
01/11/2011,57.13,-0.03000225
31/10/2011,58.87,-0.031600055
28/10/2011,60.76,-0.006561703
27/10/2011,61.16,0.045321693
26/10/2011,58.45,0.012914514
25/10/2011,57.7,-0.021093125
24/10/2011,58.93,0.007836497
21/10/2011,58.47,0.013429954
20/10/2011,57.69,0.01203258
19/10/2011,57,-0.01601148
18/10/2011,57.92,0.014608955
17/10/2011,57.08,-0.006461212
14/10/2011,57.45,0.020398105
13/10/2011,56.29,-0.00035524
12/10/2011,56.31,0.023902657
11/10/2011,54.98,0.004557478
10/10/2011,54.73,0.024975861
07/10/2011,53.38,-0.003366377
06/10/2011,53.56,0.012210164
05/10/2011,52.91,0.007398307
04/10/2011,52.52,0.044979839
03/10/2011,50.21,-0.011091419
30/09/2011,50.77,-0.001574494
29/09/2011,50.85,0.001574494
28/09/2011,50.77,-0.022013161
27/09/2011,51.9,0.023984771
26/09/2011,50.67,0.020335629
23/09/2011,49.65,0.003025721
22/09/2011,49.5,-0.039609138
21/09/2011,51.5,-0.038660437
20/09/2011,53.53,-0.005960159
19/09/2011,53.85,-0.011814795
16/09/2011,54.49,0.006998187
15/09/2011,54.11,0.016021207
14/09/2011,53.25,0.020298525
13/09/2011,52.18,0.0061515
12/09/2011,51.86,0.007548666
09/09/2011,51.47,-0.033247235
08/09/2011,53.21,-0.019540959
07/09/2011,54.26,0.034308361
06/09/2011,52.43,-0.020015774
02/09/2011,53.49,-0.030562025
01/09/2011,55.15,-0.012254614
31/08/2011,55.83,0.009357635
30/08/2011,55.31,0.000180815
29/08/2011,55.3,0.024529877
26/08/2011,53.96,0.015689526
25/08/2011,53.12,-0.016430541
24/08/2011,54,0.005571045
23/08/2011,53.7,0.030056133
22/08/2011,52.11,0.013329667
19/08/2011,51.42,-0.012561765
18/08/2011,52.07,-0.047444916
17/08/2011,54.6,0.000549602
16/08/2011,54.57,-0.012203047
15/08/2011,55.24,0.004172342
12/08/2011,55.01,-0.005980987
11/08/2011,55.34,0.038685981
10/08/2011,53.24,-0.018977314
09/08/2011,54.26,0.030121069
08/08/2011,52.65,-0.073578732
05/08/2011,56.67,0.004598522
04/08/2011,56.41,-0.038088249
03/08/2011,58.6,0.012362795
02/08/2011,57.88,-0.033636601
01/08/2011,59.86,-0.008318131
29/07/2011,60.36,-0.017083201
28/07/2011,61.4,-0.000814001
27/07/2011,61.45,-0.000975927
26/07/2011,61.51,-0.004541776
25/07/2011,61.79,-0.005970167
22/07/2011,62.16,0.001771194
21/07/2011,62.05,0.025297147
20/07/2011,60.5,-0.013625755
19/07/2011,61.33,0.018762894
18/07/2011,60.19,-0.019414891
15/07/2011,61.37,-0.010051965
14/07/2011,61.99,-0.011228864
13/07/2011,62.69,0.00047866
12/07/2011,62.66,-0.015990209
11/07/2011,63.67,-0.014655704
08/07/2011,64.61,-0.009396973
07/07/2011,65.22,0.00723247
06/07/2011,64.75,0.011181977
05/07/2011,64.03,0.004539415
01/07/2011,63.74,0.017567912
30/06/2011,62.63,0.013179233
29/06/2011,61.81,0.001781233
28/06/2011,61.7,0.008136741
27/06/2011,61.2,0.00803876
24/06/2011,60.71,-0.009834533
23/06/2011,61.31,-0.000326158
22/06/2011,61.33,-0.006662899
21/06/2011,61.74,0.006336848
20/06/2011,61.35,0.002611394
17/06/2011,61.19,0.000163439
16/06/2011,61.18,-0.000980232
15/06/2011,61.24,-0.021964707
14/06/2011,62.6,0.008019289
13/06/2011,62.1,-0.003375938
10/06/2011,62.31,-0.017657343
09/06/2011,63.42,0.006962053
08/06/2011,62.98,-0.006646646
07/06/2011,63.4,0.01718146
06/06/2011,62.32,0.001284522
03/06/2011,62.24,-0.022558542
02/06/2011,63.66,0.001100197
01/06/2011,63.59,-0.014519028
31/05/2011,64.52,0.016565467
27/05/2011,63.46,0.00727506
26/05/2011,63,0.006529205
25/05/2011,62.59,0.000959079
24/05/2011,62.53,0
23/05/2011,62.53,-0.009074328
20/05/2011,63.1,-0.003638381
19/05/2011,63.33,0.003955388
18/05/2011,63.08,0.016946848
17/05/2011,62.02,0.006957394
16/05/2011,61.59,-0.006634865
13/05/2011,62,-0.005308466
12/05/2011,62.33,0.009348875
11/05/2011,61.75,-0.01111212
10/05/2011,62.44,0.012732866
09/05/2011,61.65,0.000649035
06/05/2011,61.61,0.001949635
05/05/2011,61.49,-0.005028804
04/05/2011,61.8,-0.007415801
03/05/2011,62.26,0.006607066
02/05/2011,61.85,0.008769137
29/04/2011,61.31,-0.002606289
28/04/2011,61.47,-0.046409091
27/04/2011,64.39,0.000310655
26/04/2011,64.37,0.012034216
25/04/2011,63.6,-0.002355714
21/04/2011,63.75,0.003456949
20/04/2011,63.53,0.014746957
19/04/2011,62.6,0.008019289
18/04/2011,62.1,-0.016450103
15/04/2011,63.13,0.010349587
14/04/2011,62.48,0.000320154
13/04/2011,62.46,0.007875955
12/04/2011,61.97,-0.011232467
11/04/2011,62.67,0.00495882
08/04/2011,62.36,-0.004480007
07/04/2011,62.64,0.003999046
06/04/2011,62.39,0.012256241
05/04/2011,61.63,-0.019124729
04/04/2011,62.82,-0.000954654
01/04/2011,62.88,0.002547772
31/03/2011,62.72,0.002394446
30/03/2011,62.57,0.006896026
29/03/2011,62.14,0.013936379
28/03/2011,61.28,-0.004233844
25/03/2011,61.54,0.005867031
24/03/2011,61.18,0.011011698
23/03/2011,60.51,-0.000330469
22/03/2011,60.53,-0.001155783
21/03/2011,60.6,0.009617053
18/03/2011,60.02,0.015785382
17/03/2011,59.08,0.012775917
16/03/2011,58.33,-0.003764549
15/03/2011,58.55,-0.022628456
14/03/2011,59.89,-0.010794757
11/03/2011,60.54,0.016991913
10/03/2011,59.52,-0.027344483
09/03/2011,61.17,0.001145007
08/03/2011,61.1,0.015337977
07/03/2011,60.17,-0.021375362
04/03/2011,61.47,-0.010196738
03/03/2011,62.1,0.005652013
02/03/2011,61.75,-0.004524163
01/03/2011,62.03,-0.019793144
28/02/2011,63.27,0.004276557
25/02/2011,63,0.015839064
24/02/2011,62.01,0.00484967
23/02/2011,61.71,-0.015596425
22/02/2011,62.68,-0.013312399
18/02/2011,63.52,-0.000629525
17/02/2011,63.56,0.015378821
16/02/2011,62.59,0.003040246
15/02/2011,62.4,-0.001601281
14/02/2011,62.5,0.002563282
11/02/2011,62.34,0.0064371
10/02/2011,61.94,0.016276401
09/02/2011,60.94,-0.004747492
08/02/2011,61.23,0.012489891
07/02/2011,60.47,0.003312907
04/02/2011,60.27,-0.033287459
03/02/2011,62.31,-0.003204617
02/02/2011,62.51,-0.00828426
01/02/2011,63.03,0.020192994
31/01/2011,61.77,0.00714869
28/01/2011,61.33,-0.024799983
27/01/2011,62.87,-0.000318066
26/01/2011,62.89,0
25/01/2011,62.89,-0.000317965
