Date,Close,NOC
09/01/2014,115.63,0.003812499
08/01/2014,115.19,0.005920784
07/01/2014,114.51,0.006219634
06/01/2014,113.8,0.001935087
03/01/2014,113.58,0.003086286
02/01/2014,113.23,-0.012113912
31/12/2013,114.61,0.005950836
30/12/2013,113.93,-0.006735799
27/12/2013,114.7,-0.005390849
26/12/2013,115.32,0.00958446
24/12/2013,114.22,0.01490656
23/12/2013,112.53,0.002402243
20/12/2013,112.26,0.015349702
19/12/2013,110.55,-0.008377295
18/12/2013,111.48,0.017281588
17/12/2013,109.57,-0.000821056
16/12/2013,109.66,0.006771002
13/12/2013,108.92,0.008204701
12/12/2013,108.03,0.00473209
11/12/2013,107.52,-0.023984609
10/12/2013,110.13,0.001726724
09/12/2013,109.94,-0.002906451
06/12/2013,110.26,0.006551434
05/12/2013,109.54,-0.00863524
04/12/2013,110.49,-0.018205964
03/12/2013,112.52,0.006240548
02/12/2013,111.82,-0.007661507
29/11/2013,112.68,-0.011207813
27/11/2013,113.95,0.017528777
26/11/2013,111.97,0.002862
25/11/2013,111.65,-0.003219175
22/11/2013,112.01,0.011132173
21/11/2013,110.77,0.008977616
20/11/2013,109.78,-0.004272151
19/11/2013,110.25,-0.002988727
18/11/2013,110.58,0.009540757
15/11/2013,109.53,-0.005190559
14/11/2013,110.1,0.007201161
13/11/2013,109.31,-0.000365865
12/11/2013,109.35,-0.00747088
11/11/2013,110.17,-0.005070178
08/11/2013,110.73,0.018779039
07/11/2013,108.67,-0.008704073
06/11/2013,109.62,0.004571646
05/11/2013,109.12,0.004316487
04/11/2013,108.65,0.004889985
01/11/2013,108.12,0.005657855
31/10/2013,107.51,-0.000836781
30/10/2013,107.6,-0.006576838
29/10/2013,108.31,0.004163396
28/10/2013,107.86,-0.004717208
25/10/2013,108.37,0.008246514
24/10/2013,107.48,0.018025272
23/10/2013,105.56,0.039614879
22/10/2013,101.46,0.012496443
21/10/2013,100.2,-0.013776916
18/10/2013,101.59,0.008501435
17/10/2013,100.73,0.020561378
16/10/2013,98.68,0.01356956
15/10/2013,97.35,-0.014886082
14/10/2013,98.81,0.004564597
11/10/2013,98.36,0.012892842
10/10/2013,97.1,0.031383329
09/10/2013,94.1,0.000106276
08/10/2013,94.09,-0.009414572
07/10/2013,94.98,0.017631896
04/10/2013,93.32,0.002575109
03/10/2013,93.08,-0.022310497
02/10/2013,95.18,-0.010035627
01/10/2013,96.14,0.009195467
30/09/2013,95.26,-0.010338978
27/09/2013,96.25,-0.001245977
26/09/2013,96.37,0.006663221
25/09/2013,95.73,-0.002295493
24/09/2013,95.95,0.000938429
23/09/2013,95.86,-0.004579525
20/09/2013,96.3,-0.018009234
19/09/2013,98.05,-0.005492284
18/09/2013,98.59,-0.001621567
17/09/2013,98.75,0.009769081
16/09/2013,97.79,0.01649692
13/09/2013,96.19,0.004689218
12/09/2013,95.74,0.006602067
11/09/2013,95.11,0.006963523
10/09/2013,94.45,0.010002212
09/09/2013,93.51,0.004179398
06/09/2013,93.12,-0.004713958
05/09/2013,93.56,0
04/09/2013,93.56,0.004499204
03/09/2013,93.14,0.009384676
30/08/2013,92.27,-0.008525385
29/08/2013,93.06,0.001182732
28/08/2013,92.95,0.000215193
27/08/2013,92.93,-0.017282274
26/08/2013,94.55,-0.000211506
23/08/2013,94.57,0.005726421
22/08/2013,94.03,0.000319098
21/08/2013,94,0.00276979
20/08/2013,93.74,0
19/08/2013,93.74,-0.002982533
16/08/2013,94.02,0.002449285
15/08/2013,93.79,-0.011449293
14/08/2013,94.87,-0.004102462
13/08/2013,95.26,0.003470217
12/08/2013,94.93,-0.005881752
09/08/2013,95.49,-0.001255887
08/08/2013,95.61,-0.002298371
07/08/2013,95.83,0.009962853
06/08/2013,94.88,-0.005675265
05/08/2013,95.42,0.005569874
02/08/2013,94.89,0.019151559
01/08/2013,93.09,0.011126229
31/07/2013,92.06,0.01224059
30/07/2013,90.94,-0.004936115
29/07/2013,91.39,0.009123449
26/07/2013,90.56,0.001657734
25/07/2013,90.41,0.00121742
24/07/2013,90.3,0.017201362
23/07/2013,88.76,0.003611742
22/07/2013,88.44,0.000904977
19/07/2013,88.36,0.002719857
18/07/2013,88.12,0.005918524
17/07/2013,87.6,0.004461995
16/07/2013,87.21,-0.011968001
15/07/2013,88.26,0.002722942
12/07/2013,88.02,0.003072199
11/07/2013,87.75,0.00973383
10/07/2013,86.9,0.015890841
09/07/2013,85.53,0.005157672
08/07/2013,85.09,0.013488136
05/07/2013,83.95,0.012224505
03/07/2013,82.93,0.009206607
02/07/2013,82.17,-0.014258337
01/07/2013,83.35,0.006620548
28/06/2013,82.8,-0.004939472
27/06/2013,83.21,0.016601411
26/06/2013,81.84,0.013903638
25/06/2013,80.71,-0.004450496
24/06/2013,81.07,-0.009575325
21/06/2013,81.85,-0.001465023
20/06/2013,81.97,-0.012246288
19/06/2013,82.98,-0.011383503
18/06/2013,83.93,0.003102628
17/06/2013,83.67,0.009486712
14/06/2013,82.88,0.000241342
13/06/2013,82.86,0.003021698
12/06/2013,82.61,-0.004348358
11/06/2013,82.97,-0.009357074
10/06/2013,83.75,-0.001551035
07/06/2013,83.88,0.019623816
06/06/2013,82.25,0.009774055
05/06/2013,81.45,-0.011838791
04/06/2013,82.42,-0.007494294
03/06/2013,83.04,0.007858349
31/05/2013,82.39,-0.013262794
30/05/2013,83.49,0.019594241
29/05/2013,81.87,-0.002805393
28/05/2013,82.1,0.010284126
24/05/2013,81.26,0.007659086
23/05/2013,80.64,-0.00272446
22/05/2013,80.86,-0.007392838
21/05/2013,81.46,-0.001839701
20/05/2013,81.61,-0.007081837
17/05/2013,82.19,0.039332655
16/05/2013,79.02,-0.005175146
15/05/2013,79.43,0.005934736
14/05/2013,78.96,0.017889565
13/05/2013,77.56,-0.004759157
10/05/2013,77.93,0.003470664
09/05/2013,77.66,-0.001801107
08/05/2013,77.8,0.007612449
07/05/2013,77.21,0.001944643
06/05/2013,77.06,0.002859001
03/05/2013,76.84,0.006921347
02/05/2013,76.31,0.008686551
01/05/2013,75.65,-0.001188982
30/04/2013,75.74,0.010351785
29/04/2013,74.96,0.009651549
26/04/2013,74.24,-0.0033618
25/04/2013,74.49,0.009712743
24/04/2013,73.77,0.031394565
23/04/2013,71.49,0.009981105
22/04/2013,70.78,-0.002821672
19/04/2013,70.98,0.015761775
18/04/2013,69.87,-0.003571687
17/04/2013,70.12,-0.016548005
16/04/2013,71.29,0.006473425
15/04/2013,70.83,-0.017910091
12/04/2013,72.11,-0.004703938
11/04/2013,72.45,0.009430107
10/04/2013,71.77,0.002930303
09/04/2013,71.56,-0.00223339
08/04/2013,71.72,0.00223339
05/04/2013,71.56,0.006870952
04/04/2013,71.07,0.012601937
03/04/2013,70.18,0.011176503
02/04/2013,69.4,-0.007178782
01/04/2013,69.9,-0.003570157
28/03/2013,70.15,0.003570157
27/03/2013,69.9,0.008765054
26/03/2013,69.29,0.020117297
25/03/2013,67.91,-0.00205943
22/03/2013,68.05,0.000735024
21/03/2013,68,-0.00936775
20/03/2013,68.64,0.002918006
19/03/2013,68.44,0.000146124
18/03/2013,68.43,-0.00539242
15/03/2013,68.8,0.01848373
14/03/2013,67.54,0.005344431
13/03/2013,67.18,0.014242052
12/03/2013,66.23,0.00166226
11/03/2013,66.12,0.002422775
08/03/2013,65.96,0.010515985
07/03/2013,65.27,0.004760817
06/03/2013,64.96,0.000770001
05/03/2013,64.91,0.008198669
04/03/2013,64.38,-0.017552414
01/03/2013,65.52,-0.002439026
28/02/2013,65.68,-0.004405628
27/02/2013,65.97,0.013890172
26/02/2013,65.06,0.00477622
25/02/2013,64.75,-0.018666393
22/02/2013,65.97,0.009136656
21/02/2013,65.37,-0.010197181
20/02/2013,66.04,-0.002419844
19/02/2013,66.2,0.008647554
15/02/2013,65.63,-0.00258693
14/02/2013,65.8,0.000608088
13/02/2013,65.76,-0.008781283
12/02/2013,66.34,0.003321761
11/02/2013,66.12,0.000453823
08/02/2013,66.09,0.006070743
07/02/2013,65.69,0.007487238
06/02/2013,65.2,0.004920059
05/02/2013,64.88,0.007736384
04/02/2013,64.38,-0.011582247
01/02/2013,65.13,0.001382807
31/01/2013,65.04,-0.019790568
30/01/2013,66.34,-0.006460844
29/01/2013,66.77,0.002999852
28/01/2013,66.57,-0.017422822
25/01/2013,67.74,-0.007207503
24/01/2013,68.23,-0.007010398
23/01/2013,68.71,0.005253186
22/01/2013,68.35,0.012662124
18/01/2013,67.49,0.005199447
17/01/2013,67.14,0.004328688
16/01/2013,66.85,-0.009379954
15/01/2013,67.48,0.003860435
14/01/2013,67.22,0.002233972
11/01/2013,67.07,-0.004908168
10/01/2013,67.4,0.005355562
09/01/2013,67.04,-0.004464958
08/01/2013,67.34,-0.019558009
07/01/2013,68.67,-0.001309758
04/01/2013,68.76,0.011997218
03/01/2013,67.94,-0.003379623
02/01/2013,68.17,0.008692504
31/12/2012,67.58,0.012207982
28/12/2012,66.76,-0.014572749
27/12/2012,67.74,-0.004124932
26/12/2012,68.02,-0.009801849
24/12/2012,68.69,0.000873871
21/12/2012,68.63,-0.005376748
20/12/2012,69,0.004357305
19/12/2012,68.7,0.002769479
18/12/2012,68.51,0.020348682
17/12/2012,67.13,0.004927957
14/12/2012,66.8,-0.008496734
13/12/2012,67.37,-0.011511343
12/12/2012,68.15,0.002939018
11/12/2012,67.95,-0.001323627
10/12/2012,68.04,0.007523824
07/12/2012,67.53,0.003857572
06/12/2012,67.27,0.007610273
05/12/2012,66.76,0.001649052
04/12/2012,66.65,0.012987196
03/12/2012,65.79,-0.013737102
30/11/2012,66.7,0.000749906
29/11/2012,66.65,0.008891627
28/11/2012,66.06,0.011112071
27/11/2012,65.33,0.005217937
26/11/2012,64.99,-0.005677039
23/11/2012,65.36,0.006600684
21/11/2012,64.93,-0.002307516
20/11/2012,65.08,0.00554701
19/11/2012,64.72,0.017928612
16/11/2012,63.57,0.005362789
15/11/2012,63.23,-0.005677353
14/11/2012,63.59,-0.027607212
13/11/2012,65.37,-0.000458821
12/11/2012,65.4,-0.003053437
09/11/2012,65.6,0.002747674
08/11/2012,65.42,-0.019376931
07/11/2012,66.7,-0.046574532
06/11/2012,69.88,0.013252859
05/11/2012,68.96,-0.000289981
02/11/2012,68.98,0.000870196
01/11/2012,68.92,0.003342783
31/10/2012,68.69,0.009801849
26/10/2012,68.02,-0.014884267
25/10/2012,69.04,-0.004191666
24/10/2012,69.33,-0.004748552
23/10/2012,69.66,-0.007722046
22/10/2012,70.2,-0.000996654
19/10/2012,70.27,-0.012164224
18/10/2012,71.13,0.007479044
17/10/2012,70.6,0.003405225
16/10/2012,70.36,0.012873873
15/10/2012,69.46,0.009256647
12/10/2012,68.82,0.002618945
11/10/2012,68.64,0.006284274
10/10/2012,68.21,-0.011515323
09/10/2012,69,-0.001303498
08/10/2012,69.09,-0.004620947
05/10/2012,69.41,0.008972564
04/10/2012,68.79,0.010374901
03/10/2012,68.08,0.003236725
02/10/2012,67.86,0.004134678
01/10/2012,67.58,0.01716332
28/09/2012,66.43,-0.000601956
27/09/2012,66.47,0.004221324
26/09/2012,66.19,0.006061543
25/09/2012,65.79,-0.011635945
24/09/2012,66.56,-0.004945683
21/09/2012,66.89,-0.000747217
20/09/2012,66.94,0.000597729
19/09/2012,66.9,0.000149488
18/09/2012,66.89,0.006148329
17/09/2012,66.48,0.002258867
14/09/2012,66.33,-0.010199578
13/09/2012,67.01,-0.013635901
12/09/2012,67.93,0.007536053
11/09/2012,67.42,0.0055031
10/09/2012,67.05,-0.004761205
07/09/2012,67.37,-0.004738644
06/09/2012,67.69,0.017435804
05/09/2012,66.52,-0.003451643
04/09/2012,66.75,-0.002095182
31/08/2012,66.89,0.004945683
30/08/2012,66.56,-0.010313222
29/08/2012,67.25,0.005068586
28/08/2012,66.91,-0.002984631
27/08/2012,67.11,-0.004311954
24/08/2012,67.4,0.007147142
23/08/2012,66.92,-0.020997371
22/08/2012,68.34,-0.017119234
21/08/2012,69.52,-0.00330294
20/08/2012,69.75,0.006183956
17/08/2012,69.32,0.007675079
16/08/2012,68.79,0.007441488
15/08/2012,68.28,-0.00117096
14/08/2012,68.36,-0.004524564
13/08/2012,68.67,0.002478677
10/08/2012,68.5,0.001460921
09/08/2012,68.4,0.008073438
08/08/2012,67.85,0.009626139
07/08/2012,67.2,0.013332532
06/08/2012,66.31,-0.000904432
03/08/2012,66.37,0.011517024
02/08/2012,65.61,-0.003499433
01/08/2012,65.84,-0.005452907
31/07/2012,66.2,-0.008423636
30/07/2012,66.76,0.01448426
27/07/2012,65.8,0.015314235
26/07/2012,64.8,0.01382976
25/07/2012,63.91,-0.004215792
24/07/2012,64.18,0.006565601
23/07/2012,63.76,-0.015562094
20/07/2012,64.76,-0.005543593
19/07/2012,65.12,0
18/07/2012,65.12,0.015319449
17/07/2012,64.13,0.01002986
16/07/2012,63.49,-0.004714025
13/07/2012,63.79,0.025884732
12/07/2012,62.16,-0.010561788
11/07/2012,62.82,-0.004130268
10/07/2012,63.08,-0.008366929
09/07/2012,63.61,0.002203337
06/07/2012,63.47,-0.007221381
05/07/2012,63.93,-0.000156409
03/07/2012,63.94,0.006275515
02/07/2012,63.54,-0.003926809
29/06/2012,63.79,0.032826402
28/06/2012,61.73,-0.006458928
27/06/2012,62.13,0.017044484
26/06/2012,61.08,-0.006527438
25/06/2012,61.48,-0.010195088
22/06/2012,62.11,0.004356602
21/06/2012,61.84,-0.007250495
20/06/2012,62.29,0.000803019
19/06/2012,62.24,0.011635555
18/06/2012,61.52,0.005541986
15/06/2012,61.18,0.010681229
14/06/2012,60.53,0.012969919
13/06/2012,59.75,-0.003008024
12/06/2012,59.93,0.010905233
11/06/2012,59.28,-0.008231882
08/06/2012,59.77,0.007051742
07/06/2012,59.35,0.012888087
06/06/2012,58.59,0.022437945
05/06/2012,57.29,0.003146856
04/06/2012,57.11,-0.005413442
01/06/2012,57.42,-0.022898478
31/05/2012,58.75,-0.001700681
30/05/2012,58.85,-0.00220657
29/05/2012,58.98,0.008171649
25/05/2012,58.5,-0.005285154
24/05/2012,58.81,0.002894851
23/05/2012,58.64,-0.007813867
22/05/2012,59.1,0.001862986
21/05/2012,58.99,0.015546567
18/05/2012,58.08,-0.007205384
17/05/2012,58.5,-0.018125337
16/05/2012,59.57,-0.003853569
15/05/2012,59.8,-0.005170556
14/05/2012,60.11,0.003332781
11/05/2012,59.91,-0.013100262
10/05/2012,60.7,0.000329544
09/05/2012,60.68,-0.011306962
08/05/2012,61.37,-0.006658571
07/05/2012,61.78,-0.001940492
04/05/2012,61.9,-0.015071634
03/05/2012,62.84,-0.008083093
02/05/2012,63.35,-0.001734879
01/05/2012,63.46,0.002840463
30/04/2012,63.28,-0.007399861
27/04/2012,63.75,0.004874607
26/04/2012,63.44,0.006801133
25/04/2012,63.01,0.004453642
24/04/2012,62.73,0.01850266
23/04/2012,61.58,-0.003728021
20/04/2012,61.81,0.012863484
19/04/2012,61.02,-0.01464155
18/04/2012,61.92,0.00242542
17/04/2012,61.77,0.011888423
16/04/2012,61.04,0.003775138
13/04/2012,60.81,-0.007862448
12/04/2012,61.29,0.018110472
11/04/2012,60.19,0.007671819
10/04/2012,59.73,-0.005010031
09/04/2012,60.03,-0.013567382
05/04/2012,60.85,-0.009812017
04/04/2012,61.45,-0.000975927
03/04/2012,61.51,-0.005027173
02/04/2012,61.82,0.012042456
30/03/2012,61.08,0.003115523
29/03/2012,60.89,0.000657138
28/03/2012,60.85,-0.004590925
27/03/2012,61.13,-0.006522117
26/03/2012,61.53,0.01572514
23/03/2012,60.57,-0.006582219
22/03/2012,60.97,0.002298852
21/03/2012,60.83,-0.003937659
20/03/2012,61.07,-0.013014662
19/03/2012,61.87,-0.001937672
16/03/2012,61.99,0.000322685
15/03/2012,61.97,-0.001451262
14/03/2012,62.06,0.008414289
13/03/2012,61.54,0.014567735
12/03/2012,60.65,0.007779564
09/03/2012,60.18,-0.003152222
08/03/2012,60.37,0.00681462
07/03/2012,59.96,0.004848292
06/03/2012,59.67,-0.004347833
05/03/2012,59.93,0.002840674
02/03/2012,59.76,-0.007501911
01/03/2012,60.21,0.00666558
29/02/2012,59.81,-0.001336675
28/02/2012,59.89,-0.002668002
27/02/2012,60.05,0.002167209
24/02/2012,59.92,0.005019251
23/02/2012,59.62,-0.00718646
22/02/2012,60.05,0.003169046
21/02/2012,59.86,-0.003668505
17/02/2012,60.08,0.006680052
16/02/2012,59.68,0.000502807
15/02/2012,59.65,-0.009344303
14/02/2012,60.21,-0.001493652
13/02/2012,60.3,0.008159233
10/02/2012,59.81,-0.00666558
09/02/2012,60.21,-0.004804914
08/02/2012,60.5,0.010969031
07/02/2012,59.84,0.017532479
06/02/2012,58.8,0.00836825
03/02/2012,58.31,0.000171512
02/02/2012,58.3,-0.016163687
01/02/2012,59.25,0.020461072
31/01/2012,58.05,-0.002580647
30/01/2012,58.2,-0.008724715
27/01/2012,58.71,-0.010336447
26/01/2012,59.32,-0.004541257
25/01/2012,59.59,-0.006856787
24/01/2012,60,-0.0081335
23/01/2012,60.49,-0.014768893
20/01/2012,61.39,0.001303994
19/01/2012,61.31,0.018769073
18/01/2012,60.17,0.009015086
17/01/2012,59.63,0.013336907
13/01/2012,58.84,-0.015347295
12/01/2012,59.75,0.020971511
11/01/2012,58.51,-0.001878255
10/01/2012,58.62,0.012185854
09/01/2012,57.91,0.000172697
06/01/2012,57.9,-0.004308494
05/01/2012,58.15,-0.008220632
04/01/2012,58.63,-0.000511553
03/01/2012,58.66,0.003073248
30/12/2011,58.48,-0.006986482
29/12/2011,58.89,0.012989415
28/12/2011,58.13,-0.012479861
27/12/2011,58.86,0.006305943
23/12/2011,58.49,0.011867024
22/12/2011,57.8,0.012184659
21/12/2011,57.1,0.00614846
20/12/2011,56.75,0.028417603
19/12/2011,55.16,-0.009023703
16/12/2011,55.66,0.005765782
15/12/2011,55.34,0.003439229
14/12/2011,55.15,-0.002716163
13/12/2011,55.3,-0.012221576
12/12/2011,55.98,-0.007474674
09/12/2011,56.4,0.012489012
08/12/2011,55.7,-0.014968205
07/12/2011,56.54,-0.013526776
06/12/2011,57.31,-0.001917546
05/12/2011,57.42,0.007516861
02/12/2011,56.99,-0.005948233
01/12/2011,57.33,0.004545462
30/11/2011,57.07,0.034584552
29/11/2011,55.13,0.005638942
28/11/2011,54.82,0.025869883
25/11/2011,53.42,0.008459492
23/11/2011,52.97,-0.026638438
22/11/2011,54.4,-0.013329879
21/11/2011,55.13,-0.028961624
18/11/2011,56.75,-0.002112305
17/11/2011,56.87,-0.027745841
16/11/2011,58.47,-0.016621821
15/11/2011,59.45,0.010143789
14/11/2011,58.85,-0.007617472
11/11/2011,59.3,0.021132347
10/11/2011,58.06,0.01335087
09/11/2011,57.29,-0.021413355
08/11/2011,58.53,0.004967039
07/11/2011,58.24,0.018368217
04/11/2011,57.18,-0.003491624
03/11/2011,57.38,0.027563582
02/11/2011,55.82,0.015162745
01/11/2011,54.98,-0.049153867
31/10/2011,57.75,-0.002939399
28/10/2011,57.92,0.004845977
27/10/2011,57.64,0.03603357
26/10/2011,55.6,-0.017295608
25/10/2011,56.57,0.004251556
24/10/2011,56.33,0.009274188
21/10/2011,55.81,0.030934053
20/10/2011,54.11,0.00055458
19/10/2011,54.08,-0.005899722
18/10/2011,54.4,0.010347469
17/10/2011,53.84,-0.013284328
14/10/2011,54.56,0.004224453
13/10/2011,54.33,-0.018057946
12/10/2011,55.32,0.00853232
11/10/2011,54.85,0.002555679
10/10/2011,54.71,0.035345941
07/10/2011,52.81,0.009895419
06/10/2011,52.29,0.010187498
05/10/2011,51.76,0.001353311
04/10/2011,51.69,0.01599098
03/10/2011,50.87,-0.025234258
30/09/2011,52.17,-0.020865704
29/09/2011,53.27,0.022208372
28/09/2011,52.1,-0.026329772
27/09/2011,53.49,0.020397308
26/09/2011,52.41,0.026291868
23/09/2011,51.05,-0.001565864
22/09/2011,51.13,-0.014754684
21/09/2011,51.89,-0.03707631
20/09/2011,53.85,-0.000556948
19/09/2011,53.88,-0.017295739
16/09/2011,54.82,0.011927841
15/09/2011,54.17,0.023534893
14/09/2011,52.91,0.009876623
13/09/2011,52.39,-0.000572464
12/09/2011,52.42,0.011705017
09/09/2011,51.81,-0.01854915
08/09/2011,52.78,-0.006232903
07/09/2011,53.11,0.027681447
06/09/2011,51.66,-0.002706362
02/09/2011,51.8,-0.031543561
01/09/2011,53.46,-0.021466405
31/08/2011,54.62,0.003852156
30/08/2011,54.41,0.008861051
29/08/2011,53.93,0.033370992
26/08/2011,52.16,0.017795441
25/08/2011,51.24,-0.028474413
24/08/2011,52.72,0.023801507
23/08/2011,51.48,0.028570557
22/08/2011,50.03,0.015510433
19/08/2011,49.26,-0.015710293
18/08/2011,50.04,-0.052930642
17/08/2011,52.76,-0.009056666
16/08/2011,53.24,0.003575128
15/08/2011,53.05,0.022108772
12/08/2011,51.89,0.002122119
11/08/2011,51.78,0.033182587
10/08/2011,50.09,-0.060988606
09/08/2011,53.24,0.028385561
08/08/2011,51.75,-0.069778392
05/08/2011,55.49,0.0032491
04/08/2011,55.31,-0.032025509
03/08/2011,57.11,-0.007327318
02/08/2011,57.53,-0.035349023
01/08/2011,59.6,-0.015153067
29/07/2011,60.51,-0.003299789
28/07/2011,60.71,-0.031933988
27/07/2011,62.68,-0.042479841
26/07/2011,65.4,0.004290537
25/07/2011,65.12,-0.002300791
22/07/2011,65.27,-0.004280698
21/07/2011,65.55,0.00873368
20/07/2011,64.98,0.00881063
19/07/2011,64.41,0.000621214
18/07/2011,64.37,-0.003876274
15/07/2011,64.62,-0.013831479
14/07/2011,65.52,-0.014846508
13/07/2011,66.5,-0.004800489
12/07/2011,66.82,-0.007306377
11/07/2011,67.31,-0.009610483
08/07/2011,67.96,-0.007914448
07/07/2011,68.5,-0.021661497
06/07/2011,70,0.000142867
05/07/2011,69.99,-0.004846076
01/07/2011,70.33,0.014032304
30/06/2011,69.35,0.007817064
29/06/2011,68.81,0.010225038
28/06/2011,68.11,0.016879287
27/06/2011,66.97,0.009300997
24/06/2011,66.35,0.002716573
23/06/2011,66.17,-0.005125124
22/06/2011,66.51,-0.000601233
21/06/2011,66.55,0.012398103
20/06/2011,65.73,0.015948812
17/06/2011,64.69,-0.000463643
16/06/2011,64.72,0.019030367
15/06/2011,63.5,-0.015160093
14/06/2011,64.47,0.014687764
13/06/2011,63.53,0.016185691
10/06/2011,62.51,-0.018072781
09/06/2011,63.65,0.008203233
08/06/2011,63.13,-0.003320949
07/06/2011,63.34,0.002687536
06/06/2011,63.17,-0.005210401
03/06/2011,63.5,-0.004713284
02/06/2011,63.8,0.000784006
01/06/2011,63.75,-0.023869701
31/05/2011,65.29,0.006145357
27/05/2011,64.89,0.008201207
26/05/2011,64.36,-0.008663421
25/05/2011,64.92,-0.010419953
24/05/2011,65.6,0.007036896
23/05/2011,65.14,0.009873576
20/05/2011,64.5,-0.01018056
19/05/2011,65.16,0.007239154
18/05/2011,64.69,0.002321443
17/05/2011,64.54,-0.003711727
16/05/2011,64.78,-0.001234187
13/05/2011,64.86,-0.00767935
12/05/2011,65.36,0.005677039
11/05/2011,64.99,-0.000461503
10/05/2011,65.02,0.003235002
09/05/2011,64.81,0.005570183
06/05/2011,64.45,0.004665638
05/05/2011,64.15,-0.004975908
04/05/2011,64.47,-0.008956206
03/05/2011,65.05,0.013620393
02/05/2011,64.17,0.008765121
29/04/2011,63.61,0.008208412
28/04/2011,63.09,0.003016115
27/04/2011,62.9,0.00653962
26/04/2011,62.49,0.016457293
25/04/2011,61.47,-0.004382768
21/04/2011,61.74,-0.001456664
20/04/2011,61.83,0.019763812
19/04/2011,60.62,0.003304696
18/04/2011,60.42,-0.014296522
15/04/2011,61.29,0
14/04/2011,61.29,-0.003908163
13/04/2011,61.53,-0.021066953
12/04/2011,62.84,-0.001748947
11/04/2011,62.95,0.009096049
08/04/2011,62.38,-0.002561641
07/04/2011,62.54,0.002882308
06/04/2011,62.36,0.002408286
05/04/2011,62.21,-0.00592998
04/04/2011,62.58,-0.006212684
01/04/2011,62.97,0.004137498
31/03/2011,62.71,-0.089625827
30/03/2011,68.59,0.00555557
29/03/2011,68.21,0.004407883
28/03/2011,67.91,-0.00748188
25/03/2011,68.42,0.00542245
24/03/2011,68.05,0.00412311
23/03/2011,67.77,-0.003093925
22/03/2011,67.98,-0.003524233
21/03/2011,68.22,0.018791705
18/03/2011,66.95,0.007345809
17/03/2011,66.46,0.023136496
16/03/2011,64.94,-0.018158735
15/03/2011,66.13,-0.002869009
14/03/2011,66.32,0.003322764
11/03/2011,66.1,-0.003171969
10/03/2011,66.31,-0.014819521
09/03/2011,67.3,0.006110758
08/03/2011,66.89,0.016581628
07/03/2011,65.79,-0.013587166
04/03/2011,66.69,-0.012220718
03/03/2011,67.51,0.01597645
02/03/2011,66.44,0.008768008
01/03/2011,65.86,-0.012373781
28/02/2011,66.68,0.002853497
25/02/2011,66.49,-0.007641059
24/02/2011,67,0.001194743
23/02/2011,66.92,-0.009518216
22/02/2011,67.56,-0.022683346
18/02/2011,69.11,0.00304326
17/02/2011,68.9,0.005238662
16/02/2011,68.54,-0.008715918
15/02/2011,69.14,0.006384235
14/02/2011,68.7,-0.026005345
11/02/2011,70.51,-0.009176319
10/02/2011,71.16,-0.009928069
09/02/2011,71.87,0.010912252
08/02/2011,71.09,0.010463896
07/02/2011,70.35,0.011149344
04/02/2011,69.57,-0.003157293
03/02/2011,69.79,-0.001288752
02/02/2011,69.88,-0.00556548
01/02/2011,70.27,0.013900059
31/01/2011,69.3,0.025132825
28/01/2011,67.58,-0.023977757
27/01/2011,69.22,0.005940755
