Date,Close,AFL
14/11/2013,67.47,0.017945749
13/11/2013,66.27,0.01551126
12/11/2013,65.25,-0.006568419
11/11/2013,65.68,-0.001065206
08/11/2013,65.75,0.022922317
07/11/2013,64.26,-0.008676844
06/11/2013,64.82,0.005724468
05/11/2013,64.45,-0.009420192
04/11/2013,65.06,-0.000614628
01/11/2013,65.1,0.001845019
31/10/2013,64.98,-0.000615385
30/10/2013,65.02,-0.029997705
29/10/2013,67,0.007941901
28/10/2013,66.47,0.002560821
25/10/2013,66.3,0.00241619
24/10/2013,66.14,0.008045584
23/10/2013,65.61,-0.006835297
22/10/2013,66.06,0.008513277
21/10/2013,65.5,-0.004265698
18/10/2013,65.78,-0.005004181
17/10/2013,66.11,0.007134755
16/10/2013,65.64,0.020159181
15/10/2013,64.33,-0.002484088
14/10/2013,64.49,0.000155075
11/10/2013,64.48,0.013584408
10/10/2013,63.61,0.021130344
09/10/2013,62.28,0.002089529
08/10/2013,62.15,-0.01231326
07/10/2013,62.92,-0.012791331
04/10/2013,63.73,0.012950276
03/10/2013,62.91,-0.004757383
02/10/2013,63.21,-0.003316753
01/10/2013,63.42,0.022806187
30/09/2013,61.99,-0.003542677
27/09/2013,62.21,-0.004810785
26/09/2013,62.51,0.004810785
25/09/2013,62.21,0.003058845
24/09/2013,62.02,0.000161251
23/09/2013,62.01,-0.004986739
20/09/2013,62.32,0.002570696
19/09/2013,62.16,-0.011357396
18/09/2013,62.87,0.010392611
17/09/2013,62.22,0.005641082
16/09/2013,61.87,0.013506023
13/09/2013,61.04,0.002788944
12/09/2013,60.87,0.00082176
11/09/2013,60.82,0.014908343
10/09/2013,59.92,0.014625797
09/09/2013,59.05,0.011411177
06/09/2013,58.38,-0.009207226
05/09/2013,58.92,-0.000509035
04/09/2013,58.95,0.013491794
03/09/2013,58.16,0.006382083
30/08/2013,57.79,-0.002246998
29/08/2013,57.92,0.002593138
28/08/2013,57.77,0.000173115
27/08/2013,57.76,-0.027492554
26/08/2013,59.37,-0.007718159
23/08/2013,59.83,-0.001836854
22/08/2013,59.94,0.011240786
21/08/2013,59.27,-0.009236777
20/08/2013,59.82,0.005531822
19/08/2013,59.49,-0.017496072
16/08/2013,60.54,0.002480775
15/08/2013,60.39,-0.021136201
14/08/2013,61.68,-0.004367879
13/08/2013,61.95,0.006802747
12/08/2013,61.53,0.000162536
09/08/2013,61.52,-0.006319392
08/08/2013,61.91,0.010228192
07/08/2013,61.28,-0.006992467
06/08/2013,61.71,-0.006138953
05/08/2013,62.09,-0.00273422
02/08/2013,62.26,-0.020350464
01/08/2013,63.54,0.0297099
31/07/2013,61.68,0.01354791
30/07/2013,60.85,-0.002625966
29/07/2013,61.01,-0.001310401
26/07/2013,61.09,0.010366197
25/07/2013,60.46,-0.007251185
24/07/2013,60.9,0.019566202
23/07/2013,59.72,-0.007673099
22/07/2013,60.18,0.013214209
19/07/2013,59.39,0.001010782
18/07/2013,59.33,0.004730538
17/07/2013,59.05,-0.002199104
16/07/2013,59.18,0.004742556
15/07/2013,58.9,-0.004066424
12/07/2013,59.14,-0.001858266
11/07/2013,59.25,0.012739026
10/07/2013,58.5,-0.000341822
09/07/2013,58.52,0.008580797
08/07/2013,58.02,0.014933426
05/07/2013,57.16,0.009845368
03/07/2013,56.6,-0.003351269
02/07/2013,56.79,-0.015376854
01/07/2013,57.67,-0.007772731
28/06/2013,58.12,-0.001375516
27/06/2013,58.2,0.016283055
26/06/2013,57.26,0.007713923
25/06/2013,56.82,0.02026736
24/06/2013,55.68,-0.017447478
21/06/2013,56.66,-0.005105195
20/06/2013,56.95,-0.006824771
19/06/2013,57.34,-0.007471149
18/06/2013,57.77,0.003294325
17/06/2013,57.58,0.001216439
14/06/2013,57.51,0.000869792
13/06/2013,57.46,0.024309811
12/06/2013,56.08,-0.005867205
11/06/2013,56.41,-0.006889878
10/06/2013,56.8,-0.004041119
07/06/2013,57.03,0.008098636
06/06/2013,56.57,0.024697032
05/06/2013,55.19,-0.011171287
04/06/2013,55.81,-0.010516094
03/06/2013,56.4,0.012668561
31/05/2013,55.69,-0.01479396
30/05/2013,56.52,0.01479396
29/05/2013,55.69,0.01046941
28/05/2013,55.11,0.002907507
24/05/2013,54.95,-0.001999819
23/05/2013,55.06,-0.004891757
22/05/2013,55.33,-0.009175202
21/05/2013,55.84,0.004667034
20/05/2013,55.58,0.006136096
17/05/2013,55.24,0.016794845
16/05/2013,54.32,-0.008980176
15/05/2013,54.81,0.004571646
14/05/2013,54.56,0.013284328
13/05/2013,53.84,-0.002041006
10/05/2013,53.95,-0.016544495
09/05/2013,54.85,-0.019141068
08/05/2013,55.91,0.009524737
07/05/2013,55.38,-0.004144523
06/05/2013,55.61,0.00450573
03/05/2013,55.36,0.007615631
02/05/2013,54.94,0.010245241
01/05/2013,54.38,-0.001102739
30/04/2013,54.44,0.007374665
29/04/2013,54.04,0.015666117
26/04/2013,53.2,0.011912782
25/04/2013,52.57,0.019399437
24/04/2013,51.56,0.017412159
23/04/2013,50.67,0.018926753
22/04/2013,49.72,0.006659292
19/04/2013,49.39,0.009970578
18/04/2013,48.9,-0.005302888
17/04/2013,49.16,-0.021133925
16/04/2013,50.21,0.025006344
15/04/2013,48.97,-0.023012723
12/04/2013,50.11,0.006004822
11/04/2013,49.81,-0.007998443
10/04/2013,50.21,0.009203746
09/04/2013,49.75,0.00301963
08/04/2013,49.6,0.002220205
05/04/2013,49.49,-0.039811179
04/04/2013,51.5,-0.023033648
03/04/2013,52.7,-0.003787883
02/04/2013,52.9,0.014279157
01/04/2013,52.15,0.002495921
28/03/2013,52.02,0.00211681
27/03/2013,51.91,-0.011111225
26/03/2013,52.49,0.018652593
25/03/2013,51.52,-0.006384853
22/03/2013,51.85,0.015353523
21/03/2013,51.06,0.006681102
20/03/2013,50.72,0.018104543
19/03/2013,49.81,-0.008197587
18/03/2013,50.22,-0.016979677
15/03/2013,51.08,0.008256387
14/03/2013,50.66,0.000394867
13/03/2013,50.64,-0.00216984
12/03/2013,50.75,-0.005893927
11/03/2013,51.05,0.017986452
08/03/2013,50.14,-0.028121015
07/03/2013,51.57,0.009155611
06/03/2013,51.1,0.001762805
05/03/2013,51.01,0.015807482
04/03/2013,50.21,0.000398406
01/03/2013,50.19,0.004793299
28/02/2013,49.95,0.000400481
27/02/2013,49.93,0.022686815
26/02/2013,48.81,-0.001433105
25/02/2013,48.88,-0.024053711
22/02/2013,50.07,0.0098345
21/02/2013,49.58,-0.004828983
20/02/2013,49.82,0.005837963
19/02/2013,49.53,0.003843435
15/02/2013,49.34,0.010390233
14/02/2013,48.83,0.003693069
13/02/2013,48.65,-0.017320861
12/02/2013,49.5,-0.015236863
11/02/2013,50.26,-0.001789087
08/02/2013,50.35,0.003382078
07/02/2013,50.18,-0.01973229
06/02/2013,51.18,-0.04414589
05/02/2013,53.49,0.012037008
04/02/2013,52.85,-0.003965636
01/02/2013,53.06,0
31/01/2013,53.06,0.011372374
30/01/2013,52.46,-0.016823003
29/01/2013,53.35,0.006770761
28/01/2013,52.99,-0.009204536
25/01/2013,53.48,-0.002427866
24/01/2013,53.61,0.008993877
23/01/2013,53.13,0.009265453
22/01/2013,52.64,0.022477173
18/01/2013,51.47,0.000583034
17/01/2013,51.44,-0.003299372
16/01/2013,51.61,-0.027142339
15/01/2013,53.03,0.001509719
14/01/2013,52.95,0.000377786
11/01/2013,52.93,-0.008278504
10/01/2013,53.37,0.016435621
09/01/2013,52.5,0.001143511
08/01/2013,52.44,0.011507607
07/01/2013,51.84,-0.003850602
04/01/2013,52.04,-0.012602802
03/01/2013,52.7,-0.025664048
02/01/2013,54.07,0.017725998
31/12/2012,53.12,0.016513614
28/12/2012,52.25,-0.014440684
27/12/2012,53.01,-0.009201079
26/12/2012,53.5,-0.005219997
24/12/2012,53.78,-0.000557673
21/12/2012,53.81,-0.016404386
20/12/2012,54.7,0.00586727
19/12/2012,54.38,-0.004586743
18/12/2012,54.63,0.009933857
17/12/2012,54.09,0.016027179
14/12/2012,53.23,-0.00356306
13/12/2012,53.42,-0.014311182
12/12/2012,54.19,0.001847064
11/12/2012,54.09,0.009660116
10/12/2012,53.57,-0.000186654
07/12/2012,53.58,-0.004097603
06/12/2012,53.8,0.004097603
05/12/2012,53.58,0.019030249
04/12/2012,52.57,-0.003418158
03/12/2012,52.75,-0.004539444
30/11/2012,52.99,0.006057183
29/11/2012,52.67,0.012994641
28/11/2012,51.99,0.009275429
27/11/2012,51.51,-0.006578971
26/11/2012,51.85,-0.000771159
23/11/2012,51.89,0.012800795
21/11/2012,51.23,0.005284287
20/11/2012,50.96,-0.009375069
19/11/2012,51.44,0.020226512
16/11/2012,50.41,0.005370475
15/11/2012,50.14,0.010022132
14/11/2012,49.64,-0.007825865
13/11/2012,50.03,0.003804951
12/11/2012,49.84,0.004423896
09/11/2012,49.62,-0.002013288
08/11/2012,49.72,-0.015169952
07/11/2012,50.48,-0.033313687
06/11/2012,52.19,0.019346705
05/11/2012,51.19,0.010999914
02/11/2012,50.63,-0.006104184
01/11/2012,50.94,0.023035173
31/10/2012,49.78,0.00402577
26/10/2012,49.58,-0.009035299
25/10/2012,50.03,0.011863012
24/10/2012,49.44,-0.004439967
23/10/2012,49.66,-0.010616024
22/10/2012,50.19,0.010012098
19/10/2012,49.69,-0.008416883
18/10/2012,50.11,-0.003386795
17/10/2012,50.28,0.017454551
16/10/2012,49.41,0.01283244
15/10/2012,48.78,0.01320696
12/10/2012,48.14,-0.003111068
11/10/2012,48.29,0.014181677
10/10/2012,47.61,-0.009407407
09/10/2012,48.06,-0.012612594
08/10/2012,48.67,0.001233553
05/10/2012,48.61,0.003709815
04/10/2012,48.43,0.018758366
03/10/2012,47.53,-0.000630981
02/10/2012,47.56,-0.000840689
01/10/2012,47.6,-0.005865119
28/09/2012,47.88,0.003347283
27/09/2012,47.72,0.02267767
26/09/2012,46.65,-0.019319145
25/09/2012,47.56,-0.015646507
24/09/2012,48.31,0.002694581
21/09/2012,48.18,-0.009707811
20/09/2012,48.65,0.001028278
19/09/2012,48.6,-0.001850139
18/09/2012,48.69,-0.011841706
17/09/2012,49.27,-0.007884404
14/09/2012,49.66,0.006464669
13/09/2012,49.34,0.016346911
12/09/2012,48.54,-0.001646769
11/09/2012,48.62,0.012833958
10/09/2012,48,-0.006023489
07/09/2012,48.29,0.018391323
06/09/2012,47.41,0.032803885
05/09/2012,45.88,-0.01342302
04/09/2012,46.5,0.006905509
31/08/2012,46.18,0.003470719
30/08/2012,46.02,-0.006713615
29/08/2012,46.33,0.003026375
28/08/2012,46.19,0.000866363
27/08/2012,46.15,-0.000649843
24/08/2012,46.18,0.010229712
23/08/2012,45.71,-0.008278914
22/08/2012,46.09,-0.009071337
21/08/2012,46.51,0.008854393
20/08/2012,46.1,-0.000433745
17/08/2012,46.12,0.004781578
16/08/2012,45.9,0.005680592
15/08/2012,45.64,0.009023942
14/08/2012,45.23,-0.007269555
13/08/2012,45.56,-0.006563139
10/08/2012,45.86,0.00349498
09/08/2012,45.7,-0.001749017
08/08/2012,45.78,0.005036691
07/08/2012,45.55,0.013482357
06/08/2012,44.94,0.008042939
03/08/2012,44.58,0.032834687
02/08/2012,43.14,-0.015183176
01/08/2012,43.8,0.000456725
31/07/2012,43.78,-0.001369551
30/07/2012,43.84,0.008015616
27/07/2012,43.49,0.047319643
26/07/2012,41.48,0.004591043
25/07/2012,41.29,-0.017525356
24/07/2012,42.02,-0.009238488
23/07/2012,42.41,-0.020306451
20/07/2012,43.28,-0.017407677
19/07/2012,44.04,0.003183992
18/07/2012,43.9,0.006627838
17/07/2012,43.61,0.009445987
16/07/2012,43.2,-0.009216655
13/07/2012,43.6,0.026965837
12/07/2012,42.44,-0.012178136
11/07/2012,42.96,0.015718799
10/07/2012,42.29,-0.006364194
09/07/2012,42.56,-0.001643386
06/07/2012,42.63,-0.007478418
05/07/2012,42.95,-0.009731309
03/07/2012,43.37,0.012529166
02/07/2012,42.83,0.005619308
29/06/2012,42.59,0.038047417
28/06/2012,41,0.006361656
27/06/2012,40.74,0.012846026
26/06/2012,40.22,0.01376915
25/06/2012,39.67,-0.035656166
22/06/2012,41.11,0.000973473
21/06/2012,41.07,-0.031634557
20/06/2012,42.39,0.003781616
19/06/2012,42.23,0.020574888
18/06/2012,41.37,-0.014637334
15/06/2012,41.98,0.008372253
14/06/2012,41.63,0.032965993
13/06/2012,40.28,-0.008897735
12/06/2012,40.64,0.015873349
11/06/2012,40,-0.015873349
08/06/2012,40.64,-0.00637726
07/06/2012,40.9,0.009087622
06/06/2012,40.53,0.041305292
05/06/2012,38.89,0.011378452
04/06/2012,38.45,-0.005188079
01/06/2012,38.65,-0.036330682
31/05/2012,40.08,0.010534334
30/05/2012,39.66,-0.014766881
29/05/2012,40.25,0.025923183
25/05/2012,39.22,-0.011660462
24/05/2012,39.68,-0.00402415
23/05/2012,39.84,-0.006754247
22/05/2012,40.11,0.00951911
21/05/2012,39.73,0.016751661
18/05/2012,39.07,-0.01901439
17/05/2012,39.82,-0.043971224
16/05/2012,41.61,-0.022809257
15/05/2012,42.57,-0.00375147
14/05/2012,42.73,-0.014636107
11/05/2012,43.36,0.006246406
10/05/2012,43.09,0.007454029
09/05/2012,42.77,-0.018990844
08/05/2012,43.59,-0.003435249
07/05/2012,43.74,0.005961953
04/05/2012,43.48,-0.019811647
03/05/2012,44.35,-0.014771979
02/05/2012,45.01,-0.011047395
01/05/2012,45.51,0.010381098
30/04/2012,45.04,-0.002882166
27/04/2012,45.17,0.003326314
26/04/2012,45.02,-0.005316805
25/04/2012,45.26,0.074754022
24/04/2012,42,0.015355388
23/04/2012,41.36,-0.006266591
20/04/2012,41.62,-0.015969831
19/04/2012,42.29,-0.011987451
18/04/2012,42.8,-0.02081
17/04/2012,43.7,0.02081
16/04/2012,42.8,-0.001867414
13/04/2012,42.88,-0.030545491
12/04/2012,44.21,0.026821092
11/04/2012,43.04,0.019235873
10/04/2012,42.22,-0.032621718
09/04/2012,43.62,-0.026692379
05/04/2012,44.8,-0.005342844
04/04/2012,45.04,-0.017606089
03/04/2012,45.84,-0.012357881
02/04/2012,46.41,0.009090972
30/03/2012,45.99,0.00413989
29/03/2012,45.8,-0.015383252
28/03/2012,46.51,-0.002791199
27/03/2012,46.64,-0.004705891
26/03/2012,46.86,0.024628594
23/03/2012,45.72,0.002628122
22/03/2012,45.6,-0.023622292
21/03/2012,46.69,-0.018462063
20/03/2012,47.56,-0.000210239
19/03/2012,47.57,0.014824499
16/03/2012,46.87,-0.013351899
15/03/2012,47.5,0.027533486
14/03/2012,46.21,0.003034246
13/03/2012,46.07,0.029517562
12/03/2012,44.73,-0.009567322
09/03/2012,45.16,0.008896856
08/03/2012,44.76,-0.011992149
07/03/2012,45.3,0.001767566
06/03/2012,45.22,-0.039246229
05/03/2012,47.03,-0.001062586
02/03/2012,47.08,-0.006984895
01/03/2012,47.41,0.003380523
29/02/2012,47.25,0.007648221
28/02/2012,46.89,0.004060268
27/02/2012,46.7,-0.004273511
24/02/2012,46.9,-0.007223316
23/02/2012,47.24,0.005944816
22/02/2012,46.96,-0.020028075
21/02/2012,47.91,-0.002085072
17/02/2012,48.01,-0.003534675
16/02/2012,48.18,0.002285715
15/02/2012,48.07,-0.010141865
14/02/2012,48.56,-0.007181728
13/02/2012,48.91,0.011929389
10/02/2012,48.33,-0.01437987
09/02/2012,49.03,-0.006910597
08/02/2012,49.37,0.001824633
07/02/2012,49.28,-0.006472515
06/02/2012,49.6,-0.007632092
03/02/2012,49.98,0.030471584
02/02/2012,48.48,0.004548282
01/02/2012,48.26,0.000621826
31/01/2012,48.23,-0.00372517
30/01/2012,48.41,-0.012929888
27/01/2012,49.04,0.005315899
26/01/2012,48.78,-0.007759892
25/01/2012,49.16,0.001832435
24/01/2012,49.07,0.021005715
23/01/2012,48.05,0.002917885
20/01/2012,47.91,0.01641451
19/01/2012,47.13,0.04225523
18/01/2012,45.18,0.031934353
17/01/2012,43.76,0.013342733
13/01/2012,43.18,-0.020401854
12/01/2012,44.07,-0.003171729
11/01/2012,44.21,0.007720293
10/01/2012,43.87,0.014696016
09/01/2012,43.23,-0.023094659
06/01/2012,44.24,-0.013917172
05/01/2012,44.86,0.006485542
04/01/2012,44.57,-0.006931274
03/01/2012,44.88,0.036763841
30/12/2011,43.26,-0.000231134
29/12/2011,43.27,0.020311192
28/12/2011,42.4,-0.021004273
27/12/2011,43.3,0.005093783
23/12/2011,43.08,0.015438903
22/12/2011,42.42,0.016639319
21/12/2011,41.72,0.021073809
20/12/2011,40.85,0.029563698
19/12/2011,39.66,-0.031031409
16/12/2011,40.91,-0.007063724
15/12/2011,41.2,-0.010142565
14/12/2011,41.62,-0.014786818
13/12/2011,42.24,-0.015271059
12/12/2011,42.89,-0.020538394
09/12/2011,43.78,0.025446666
08/12/2011,42.68,-0.048924042
07/12/2011,44.82,0.000446329
06/12/2011,44.8,0.008293222
05/12/2011,44.43,0.016338008
02/12/2011,43.71,0.015446993
01/12/2011,43.04,-0.00925076
30/11/2011,43.44,0.06073973
29/11/2011,40.88,0.003430535
28/11/2011,40.74,0.042367535
25/11/2011,39.05,-0.011204599
23/11/2011,39.49,-0.037768464
22/11/2011,41.01,-0.001461989
21/11/2011,41.07,-0.021915386
18/11/2011,41.98,0.000476531
17/11/2011,41.96,-0.031435851
16/11/2011,43.3,-0.020572154
15/11/2011,44.2,-0.002485596
14/11/2011,44.31,-0.012559035
11/11/2011,44.87,0.026192511
10/11/2011,43.71,0.007808951
09/11/2011,43.37,-0.068177844
08/11/2011,46.43,0.017380407
07/11/2011,45.63,0.007479137
04/11/2011,45.29,-0.008793198
03/11/2011,45.69,0.026390266
02/11/2011,44.5,0.034986991
01/11/2011,42.97,-0.048158295
31/10/2011,45.09,-0.035939837
28/10/2011,46.74,-0.000641643
27/10/2011,46.77,0.083344425
26/10/2011,43.03,0.030437645
25/10/2011,41.74,-0.037616094
24/10/2011,43.34,0.014408801
21/10/2011,42.72,0.032111214
20/10/2011,41.37,0.00800878
19/10/2011,41.04,-0.020499934
18/10/2011,41.89,0.054956187
17/10/2011,39.65,-0.040771552
14/10/2011,41.3,0.025007432
13/10/2011,40.28,-0.008405488
12/10/2011,40.62,0.041468437
11/10/2011,38.97,0.010836019
10/10/2011,38.55,0.051088523
07/10/2011,36.63,-0.042752971
06/10/2011,38.23,0.021415227
05/10/2011,37.42,0.035081776
04/10/2011,36.13,0.073490734
03/10/2011,33.57,-0.040285658
30/09/2011,34.95,-0.026261569
29/09/2011,35.88,0.058536502
28/09/2011,33.84,-0.018445846
27/09/2011,34.47,0.056390777
26/09/2011,32.58,0.034981706
23/09/2011,31.46,-0.01764381
22/09/2011,32.02,-0.035887918
21/09/2011,33.19,-0.054812254
20/09/2011,35.06,-0.010780246
19/09/2011,35.44,-0.02480272
16/09/2011,36.33,0.002756341
15/09/2011,36.23,0.0362552
14/09/2011,34.94,0.019361969
13/09/2011,34.27,0.002629658
12/09/2011,34.18,0.010292695
09/09/2011,33.83,-0.035998081
08/09/2011,35.07,-0.022555227
07/09/2011,35.87,0.056191335
06/09/2011,33.91,-0.03135235
02/09/2011,34.99,-0.047441932
01/09/2011,36.69,-0.027686219
31/08/2011,37.72,0.021437048
30/08/2011,36.92,-0.009971785
29/08/2011,37.29,0.048066371
26/08/2011,35.54,0.007909646
25/08/2011,35.26,-0.032917895
24/08/2011,36.44,0.02500825
23/08/2011,35.54,0.018745224
22/08/2011,34.88,0.007770941
19/08/2011,34.61,-0.02143858
18/08/2011,35.36,-0.05822622
17/08/2011,37.48,0.00454607
16/08/2011,37.31,-0.019639697
15/08/2011,38.05,0.018568173
12/08/2011,37.35,-0.015409444
11/08/2011,37.93,0.06423977
10/08/2011,35.57,-0.107579026
09/08/2011,39.61,0.049952162
08/08/2011,37.68,-0.10185118
05/08/2011,41.72,-0.012860382
04/08/2011,42.26,-0.059705517
03/08/2011,44.86,0.006485542
02/08/2011,44.57,-0.025037311
01/08/2011,45.7,-0.007846596
29/07/2011,46.06,0.001738375
28/07/2011,45.98,0.040613592
27/07/2011,44.15,-0.026155509
26/07/2011,45.32,-0.008787403
25/07/2011,45.72,-0.010660386
22/07/2011,46.21,-0.008833409
21/07/2011,46.62,0.027619457
20/07/2011,45.35,0.005749684
19/07/2011,45.09,0.016998844
18/07/2011,44.33,-0.022748528
15/07/2011,45.35,0.002207506
14/07/2011,45.25,-0.002207506
13/07/2011,45.35,0.006415242
12/07/2011,45.06,0.006233324
11/07/2011,44.78,-0.037905732
08/07/2011,46.51,-0.018954885
07/07/2011,47.4,0.020676427
06/07/2011,46.43,-0.000430663
05/07/2011,46.45,-0.020878475
01/07/2011,47.43,0.015939132
30/06/2011,46.68,0.012069112
29/06/2011,46.12,0.020149609
28/06/2011,45.2,0.005546326
27/06/2011,44.95,0.014566084
24/06/2011,44.3,-0.016788307
23/06/2011,45.05,-0.00707811
22/06/2011,45.37,-0.017262529
21/06/2011,46.16,0.017923977
20/06/2011,45.34,0.00708281
17/06/2011,45.02,0.004452367
16/06/2011,44.82,-0.002673798
15/06/2011,44.94,-0.033908969
14/06/2011,46.49,0.026371802
13/06/2011,45.28,0.009318905
10/06/2011,44.86,-0.006222242
09/06/2011,45.14,0.005999351
08/06/2011,44.87,-0.013503249
07/06/2011,45.48,-0.001537955
06/06/2011,45.55,-0.019996319
03/06/2011,46.47,-0.003437168
02/06/2011,46.63,-0.000214431
01/06/2011,46.64,-0.024357871
31/05/2011,47.79,-0.004384598
27/05/2011,48,-0.03258819
26/05/2011,49.59,0.005865119
25/05/2011,49.3,0.001420887
24/05/2011,49.23,0.008363129
23/05/2011,48.82,-0.015245747
20/05/2011,49.57,-0.015811397
19/05/2011,50.36,-0.001785538
18/05/2011,50.45,-0.065219657
17/05/2011,53.85,0.005960159
16/05/2011,53.53,-0.009112104
13/05/2011,54.02,-0.013605652
12/05/2011,54.76,0.011940989
11/05/2011,54.11,-0.014129972
10/05/2011,54.88,0.003285274
09/05/2011,54.7,-0.007104502
06/05/2011,55.09,-0.001451116
05/05/2011,55.17,-0.006143857
04/05/2011,55.51,-0.009502537
03/05/2011,56.04,-0.00196096
02/05/2011,56.15,-0.000712124
29/04/2011,56.19,-0.014312463
28/04/2011,57,0.04871122
27/04/2011,54.29,0.007024058
26/04/2011,53.91,0.012881724
25/04/2011,53.22,-0.008233579
21/04/2011,53.66,0.008233579
20/04/2011,53.22,0.022806006
19/04/2011,52.02,0.00849426
18/04/2011,51.58,-0.01290589
15/04/2011,52.25,0.004796172
14/04/2011,52,-0.007853694
13/04/2011,52.41,-0.013456092
12/04/2011,53.12,-0.013277427
11/04/2011,53.83,0.003163088
08/04/2011,53.66,-0.011119462
07/04/2011,54.26,-0.008990061
06/04/2011,54.75,0.006964838
05/04/2011,54.37,0.000367918
04/04/2011,54.35,0.01576296
01/04/2011,53.5,0.013549323
31/03/2011,52.78,0.004938282
30/03/2011,52.52,0.007069868
29/03/2011,52.15,-0.010491274
28/03/2011,52.7,0.000949217
25/03/2011,52.65,-0.007945558
24/03/2011,53.07,0.011560822
23/03/2011,52.46,-0.007217505
22/03/2011,52.84,0.005884045
21/03/2011,52.53,0.036050415
18/03/2011,50.67,0.004351273
17/03/2011,50.45,-0.004351273
16/03/2011,50.67,-0.004332421
15/03/2011,50.89,-0.057464037
14/03/2011,53.9,-0.030153038
11/03/2011,55.55,-0.002696631
10/03/2011,55.7,-0.01973222
09/03/2011,56.81,-0.006666691
08/03/2011,57.19,0.007547206
07/03/2011,56.76,-0.011560822
04/03/2011,57.42,-0.006769096
03/03/2011,57.81,0.02132948
02/03/2011,56.59,-0.016821844
01/03/2011,57.55,-0.022507608
28/02/2011,58.86,0.017481165
25/02/2011,57.84,0.01077709
24/02/2011,57.22,-0.006098111
23/02/2011,57.57,-0.006751519
22/02/2011,57.96,-0.01913934
18/02/2011,59.08,-0.003379523
17/02/2011,59.28,0.024418527
16/02/2011,57.85,0.012699136
15/02/2011,57.12,0.001576873
14/02/2011,57.03,-0.003326042
11/02/2011,57.22,0.009482073
10/02/2011,56.68,-0.005980669
09/02/2011,57.02,-0.015315301
08/02/2011,57.9,-0.013722342
07/02/2011,58.7,0.021176654
04/02/2011,57.47,0.010670966
03/02/2011,56.86,-0.00421201
02/02/2011,57.1,-0.024735327
01/02/2011,58.53,0.016364158
31/01/2011,57.58,0.010299471
