Date,Close,DTE
16/09/2013,65.91,0.001366432
13/09/2013,65.82,0.001977037
12/09/2013,65.69,-0.017654174
11/09/2013,66.86,0.002246014
10/09/2013,66.71,0.00918612
09/09/2013,66.1,0.008202993
06/09/2013,65.56,0.008578484
05/09/2013,65,-0.011320298
04/09/2013,65.74,-0.001823709
03/09/2013,65.86,-0.015219159
30/08/2013,66.87,-0.002240646
29/08/2013,67.02,-0.004169154
28/08/2013,67.3,0.001486989
27/08/2013,67.2,0.002383791
26/08/2013,67.04,-0.005058782
23/08/2013,67.38,0.006700941
22/08/2013,66.93,0.002243663
21/08/2013,66.78,-0.012056409
20/08/2013,67.59,0.006382211
19/08/2013,67.16,-0.006382211
16/08/2013,67.59,-0.01278959
15/08/2013,68.46,-0.013204864
14/08/2013,69.37,-0.007897234
13/08/2013,69.92,-0.007551507
12/08/2013,70.45,-0.004955762
09/08/2013,70.8,-0.003806306
08/08/2013,71.07,0.006210323
07/08/2013,70.63,-0.001414828
06/08/2013,70.73,-0.004514043
05/08/2013,71.05,-0.008269723
02/08/2013,71.64,0.000698178
01/08/2013,71.59,0.012509827
31/07/2013,70.7,-0.007468505
30/07/2013,71.23,0.008883933
29/07/2013,70.6,0.006394338
26/07/2013,70.15,0.001854891
25/07/2013,70.02,0.005298215
24/07/2013,69.65,-0.016941113
23/07/2013,70.84,0.005094831
22/07/2013,70.48,0.002984016
19/07/2013,70.27,-0.003693186
18/07/2013,70.53,0.013273584
17/07/2013,69.6,0.000574878
16/07/2013,69.56,-0.003587576
15/07/2013,69.81,0.011815699
12/07/2013,68.99,0.003630295
11/07/2013,68.74,0.017167174
10/07/2013,67.57,0.011012016
09/07/2013,66.83,0.006304434
08/07/2013,66.41,0.00968384
05/07/2013,65.77,-0.001974634
03/07/2013,65.9,-0.001667804
02/07/2013,66.01,0.002882502
01/07/2013,65.82,-0.017918118
28/06/2013,67.01,0.005236789
27/06/2013,66.66,0.00405863
26/06/2013,66.39,0.016554406
25/06/2013,65.3,0.015276896
24/06/2013,64.31,-0.005582275
21/06/2013,64.67,0.010414332
20/06/2013,64,-0.031983046
19/06/2013,66.08,-0.022593914
18/06/2013,67.59,0.008021433
17/06/2013,67.05,0.002688174
14/06/2013,66.87,-0.00253902
13/06/2013,67.04,0.010345695
12/06/2013,66.35,-0.009748859
11/06/2013,67,-0.001789443
10/06/2013,67.12,-0.005793673
07/06/2013,67.51,0.010872101
06/06/2013,66.78,0.012051969
05/06/2013,65.98,-0.007699895
04/06/2013,66.49,-0.00480121
03/06/2013,66.81,0.002998054
31/05/2013,66.61,-0.012531866
30/05/2013,67.45,0.017800186
29/05/2013,66.26,-0.021352062
28/05/2013,67.69,-0.008531973
24/05/2013,68.27,-0.014685833
23/05/2013,69.28,-0.014615535
22/05/2013,70.3,-0.017065501
21/05/2013,71.51,-0.000419434
20/05/2013,71.54,-0.003209828
17/05/2013,71.77,0.010364238
16/05/2013,71.03,-0.005055481
15/05/2013,71.39,0.009995156
14/05/2013,70.68,0.011383162
13/05/2013,69.88,-0.005992314
10/05/2013,70.3,0.001281048
09/05/2013,70.21,-0.02002323
08/05/2013,71.63,-0.004874322
07/05/2013,71.98,0.00725045
06/05/2013,71.46,-0.015827069
03/05/2013,72.6,0.003034904
02/05/2013,72.38,-0.000828615
01/05/2013,72.44,-0.00605562
30/04/2013,72.88,0.009512721
29/04/2013,72.19,-0.000969194
26/04/2013,72.26,0.000138399
25/04/2013,72.25,-0.005933917
24/04/2013,72.68,-0.001237539
23/04/2013,72.77,-0.001784857
22/04/2013,72.9,0.008817913
19/04/2013,72.26,0.002910403
18/04/2013,72.05,0.001388889
17/04/2013,71.95,0.008233945
16/04/2013,71.36,0.013686281
15/04/2013,70.39,0.000568424
12/04/2013,70.35,0.011436865
11/04/2013,69.55,0.004467188
10/04/2013,69.24,0.009577783
09/04/2013,68.58,-0.012606122
08/04/2013,69.45,0.008967373
05/04/2013,68.83,-0.000145275
04/04/2013,68.84,0.005973646
03/04/2013,68.43,-0.001460281
02/04/2013,68.53,0.00204499
01/04/2013,68.39,0.000731368
28/03/2013,68.34,0.019951892
27/03/2013,66.99,0.002540918
26/03/2013,66.82,0.011439017
25/03/2013,66.06,-0.003324773
22/03/2013,66.28,0.00120773
21/03/2013,66.2,-0.004070255
20/03/2013,66.47,0.006792992
19/03/2013,66.02,-0.00121102
18/03/2013,66.1,-0.003925718
15/03/2013,66.36,-0.000753182
14/03/2013,66.41,-0.007201832
13/03/2013,66.89,0.003444406
12/03/2013,66.66,-0.001349224
11/03/2013,66.75,0.001499251
08/03/2013,66.65,0.002403486
07/03/2013,66.49,-0.00480121
06/03/2013,66.81,-0.01057108
05/03/2013,67.52,0.006537913
04/03/2013,67.08,0.009737175
01/03/2013,66.43,-0.005554319
28/02/2013,66.8,0.008116684
27/02/2013,66.26,0.007118546
26/02/2013,65.79,0.006863445
25/02/2013,65.34,-0.004276121
22/02/2013,65.62,0.012112068
21/02/2013,64.83,-0.000462642
20/02/2013,64.86,0.0016974
19/02/2013,64.75,0.005109557
15/02/2013,64.42,0.000931822
14/02/2013,64.36,-0.000621311
13/02/2013,64.4,-0.001706617
12/02/2013,64.51,0.001706617
11/02/2013,64.4,0.001865092
08/02/2013,64.28,0.001868577
07/02/2013,64.16,0.001872075
06/02/2013,64.04,0.002658121
05/02/2013,63.87,0.003607564
04/02/2013,63.64,-0.00517202
01/02/2013,63.97,0.010370929
31/01/2013,63.31,-0.000947269
30/01/2013,63.37,0.008239628
29/01/2013,62.85,0.006224583
28/01/2013,62.46,-0.004632226
25/01/2013,62.75,0.003992021
24/01/2013,62.5,0.002563282
23/01/2013,62.34,-0.004960407
22/01/2013,62.65,0.012043502
18/01/2013,61.9,0.010066654
17/01/2013,61.28,0.00441574
16/01/2013,61.01,-0.005231334
15/01/2013,61.33,0.000326158
14/01/2013,61.31,-0.002443595
11/01/2013,61.46,0.000813868
10/01/2013,61.41,0.010147387
09/01/2013,60.79,0.001316873
08/01/2013,60.71,-0.003945427
07/01/2013,60.95,-0.011257155
04/01/2013,61.64,0.003412695
03/01/2013,61.43,-0.000813603
02/01/2013,61.48,0.02353437
31/12/2012,60.05,0.010714986
28/12/2012,59.41,-0.011214445
27/12/2012,60.08,-0.003323366
26/12/2012,60.28,-0.011053482
24/12/2012,60.95,-0.002948888
21/12/2012,61.13,-0.000817595
20/12/2012,61.18,0.004587164
19/12/2012,60.9,-0.006709787
18/12/2012,61.31,0.001632387
17/12/2012,61.21,0.010841105
14/12/2012,60.55,-0.006420304
13/12/2012,60.94,-0.009960079
12/12/2012,61.55,0.004233155
11/12/2012,61.29,0.002286835
10/12/2012,61.15,0.001636662
07/12/2012,61.05,-0.002453989
06/12/2012,61.2,-0.006027549
05/12/2012,61.57,0.017696677
04/12/2012,60.49,-0.001486743
03/12/2012,60.58,0
30/11/2012,60.58,0.011455259
29/11/2012,59.89,0.005189599
28/11/2012,59.58,0.005385405
27/11/2012,59.26,-0.000168734
26/11/2012,59.27,0.006601801
23/11/2012,58.88,-0.002374895
21/11/2012,59.02,-0.004564288
20/11/2012,59.29,0.001857011
19/11/2012,59.18,-0.002025659
16/11/2012,59.3,0.011192248
15/11/2012,58.64,-0.002044294
14/11/2012,58.76,-0.003228276
13/11/2012,58.95,0.006637757
12/11/2012,58.56,-0.010700739
09/11/2012,59.19,-0.002025317
08/11/2012,59.31,-0.002525892
07/11/2012,59.46,-0.02162786
06/11/2012,60.76,0.006108149
05/11/2012,60.39,-0.014629997
02/11/2012,61.28,-0.005532968
01/11/2012,61.62,-0.007759496
31/10/2012,62.1,0.007110566
26/10/2012,61.66,0.000973552
25/10/2012,61.6,0.009460191
24/10/2012,61.02,0.00459922
23/10/2012,60.74,-0.013247393
22/10/2012,61.55,0.002277164
19/10/2012,61.41,-0.004549155
18/10/2012,61.69,0.001622324
17/10/2012,61.59,0.010609746
16/10/2012,60.94,0.002628986
15/10/2012,60.78,0.006602863
12/10/2012,60.38,-0.006273753
11/10/2012,60.76,0.002801815
10/10/2012,60.59,-0.00214327
09/10/2012,60.72,0.000658979
08/10/2012,60.68,0.000164813
05/10/2012,60.67,0.001484536
04/10/2012,60.58,0.005794239
03/10/2012,60.23,0.007164906
02/10/2012,59.8,0.004861295
01/10/2012,59.51,-0.007199696
28/09/2012,59.94,0.003007521
27/09/2012,59.76,-0.004008021
26/09/2012,60,0.004845052
25/09/2012,59.71,0.002683215
24/09/2012,59.55,0.012504387
21/09/2012,58.81,0.000510247
20/09/2012,58.78,0.003749791
19/09/2012,58.56,0.00170911
18/09/2012,58.46,-0.001025816
17/09/2012,58.52,-0.004943332
14/09/2012,58.81,-0.007791367
13/09/2012,59.27,0.000506286
12/09/2012,59.24,-0.006226356
11/09/2012,59.61,0.002183224
10/09/2012,59.48,-0.00016811
07/09/2012,59.49,-0.003356271
06/09/2012,59.69,0.009933578
05/09/2012,59.1,-0.005399946
04/09/2012,59.42,0.01731498
31/08/2012,58.4,-0.003077452
30/08/2012,58.58,-0.004768401
29/08/2012,58.86,-0.001867097
28/08/2012,58.97,-0.000169563
27/08/2012,58.98,0.004077478
24/08/2012,58.74,0.003581482
23/08/2012,58.53,-0.016268788
22/08/2012,59.49,-0.006200271
21/08/2012,59.86,-0.009808075
20/08/2012,60.45,-0.001322533
17/08/2012,60.53,0.002315582
16/08/2012,60.39,0.002486945
15/08/2012,60.24,0.003825368
14/08/2012,60.01,-0.003327236
13/08/2012,60.21,-0.004970189
10/08/2012,60.51,0.004804118
09/08/2012,60.22,-0.007939175
08/08/2012,60.7,-0.001646091
07/08/2012,60.8,-0.010634047
06/08/2012,61.45,-0.003249394
03/08/2012,61.65,0.011583456
02/08/2012,60.94,-0.004257416
01/08/2012,61.2,-0.002773927
31/07/2012,61.37,-0.004714306
30/07/2012,61.66,0.00830556
27/07/2012,61.15,0.016987297
26/07/2012,60.12,0.013227485
25/07/2012,59.33,-0.000673968
24/07/2012,59.37,-0.013384841
23/07/2012,60.17,-0.014191657
20/07/2012,61.03,0.005751392
19/07/2012,60.68,-0.00296199
18/07/2012,60.86,0.004281251
17/07/2012,60.6,0.00595831
16/07/2012,60.24,0.004158702
13/07/2012,59.99,0.012749711
12/07/2012,59.23,0.002366465
11/07/2012,59.09,0.001693767
10/07/2012,58.99,0.000339098
09/07/2012,58.97,-0.004568149
06/07/2012,59.24,0.000844381
05/07/2012,59.19,-0.006063687
03/07/2012,59.55,0.002858826
02/07/2012,59.38,0.000842389
29/06/2012,59.33,0.005238711
28/06/2012,59.02,0.006288794
27/06/2012,58.65,0.008217817
26/06/2012,58.17,0.000343879
25/06/2012,58.15,-0.004632418
22/06/2012,58.42,-0.001026518
21/06/2012,58.48,-0.010207642
20/06/2012,59.08,-0.00641136
19/06/2012,59.46,-0.008040244
18/06/2012,59.94,-0.002499376
15/06/2012,60.09,0.010371455
14/06/2012,59.47,0.011840463
13/06/2012,58.77,0.002214463
12/06/2012,58.64,0.008563162
11/06/2012,58.14,0.002583313
08/06/2012,57.99,0.00692164
07/06/2012,57.59,-0.002947553
06/06/2012,57.76,0.010617104
05/06/2012,57.15,0.006143065
04/06/2012,56.8,0.007776639
01/06/2012,56.36,-0.008304668
31/05/2012,56.83,0.010258314
30/05/2012,56.25,-0.010434262
29/05/2012,56.84,0.004938282
25/05/2012,56.56,0.001946731
24/05/2012,56.45,0.00979091
23/05/2012,55.9,-0.004462301
22/05/2012,56.15,0.00750808
21/05/2012,55.73,0.012095102
18/05/2012,55.06,-0.000181604
17/05/2012,55.07,-0.01478037
16/05/2012,55.89,0.000895015
15/05/2012,55.84,-0.007848774
14/05/2012,56.28,-0.00106553
11/05/2012,56.34,0
10/05/2012,56.34,0.013581338
09/05/2012,55.58,-0.001977173
08/05/2012,55.69,0.003778002
07/05/2012,55.48,-0.005034171
04/05/2012,55.76,-0.006969915
03/05/2012,56.15,-0.002845458
02/05/2012,56.31,-0.008664186
01/05/2012,56.8,0.00742184
30/04/2012,56.38,-0.000354673
27/04/2012,56.4,-0.002302312
26/04/2012,56.53,0.005143223
25/04/2012,56.24,0.004633763
24/04/2012,55.98,0.012764218
23/04/2012,55.27,-0.003431774
20/04/2012,55.46,0.013432767
19/04/2012,54.72,-0.007464759
18/04/2012,55.13,-0.004163279
17/04/2012,55.36,0.006342324
16/04/2012,55.01,0.013911994
13/04/2012,54.25,-0.004964614
12/04/2012,54.52,0.007363804
11/04/2012,54.12,0.005372871
10/04/2012,53.83,-0.012002729
09/04/2012,54.48,-0.005491502
05/04/2012,54.78,-0.007456614
04/04/2012,55.19,-0.000543429
03/04/2012,55.22,0.000362253
02/04/2012,55.2,0.003084462
30/03/2012,55.03,0.003094006
29/03/2012,54.86,0.000729395
28/03/2012,54.82,-0.009440883
27/03/2012,55.34,-0.001805381
26/03/2012,55.44,0.014169174
23/03/2012,54.66,0.008820344
22/03/2012,54.18,-0.000922424
21/03/2012,54.23,-0.006433254
20/03/2012,54.58,-0.001647598
19/03/2012,54.67,-0.006745081
16/03/2012,55.04,0.00583092
15/03/2012,54.72,-0.009820046
14/03/2012,55.26,-0.021483103
13/03/2012,56.46,0.010325888
12/03/2012,55.88,0.008988017
09/03/2012,55.38,0.006340027
08/03/2012,55.03,0.013538443
07/03/2012,54.29,0.007766311
06/03/2012,53.87,-0.009054853
05/03/2012,54.36,0.000183976
02/03/2012,54.35,-0.001103347
01/03/2012,54.41,0.007749116
29/02/2012,53.99,-0.007381469
28/02/2012,54.39,0.00128783
27/02/2012,54.32,-0.009709703
24/02/2012,54.85,0.000729528
23/02/2012,54.81,0.00787622
22/02/2012,54.38,0.000735835
21/02/2012,54.34,0.000736377
17/02/2012,54.3,0.00554018
16/02/2012,54,0.014737698
15/02/2012,53.21,-0.003377114
14/02/2012,53.39,-0.006161909
13/02/2012,53.72,-0.00427232
10/02/2012,53.95,-0.005729616
09/02/2012,54.26,-0.0047803
08/02/2012,54.52,0.002571168
07/02/2012,54.38,0.022502112
06/02/2012,53.17,-0.010104876
03/02/2012,53.71,0.002983407
02/02/2012,53.55,0.001869159
01/02/2012,53.45,0.004500289
31/01/2012,53.21,0.000940115
30/01/2012,53.16,-0.008242834
27/01/2012,53.6,-0.013711536
26/01/2012,54.34,0.005166063
25/01/2012,54.06,0.020557629
24/01/2012,52.96,-0.005836409
23/01/2012,53.27,-0.006735292
20/01/2012,53.63,0.012005396
19/01/2012,52.99,-0.010139028
18/01/2012,53.53,-0.000746965
17/01/2012,53.57,0.001681458
13/01/2012,53.48,-0.001868112
12/01/2012,53.58,0
11/01/2012,53.58,-0.003353832
10/01/2012,53.76,0.00447428
09/01/2012,53.52,0
06/01/2012,53.52,-0.008743428
05/01/2012,53.99,0.007249776
04/01/2012,53.6,-0.005024669
03/01/2012,53.87,-0.010709113
30/12/2011,54.45,-0.010413906
29/12/2011,55.02,0.00693054
28/12/2011,54.64,-0.007475648
27/12/2011,55.05,0.006378154
23/12/2011,54.7,0.008998316
22/12/2011,54.21,-0.000737599
21/12/2011,54.25,0.012240509
20/12/2011,53.59,0.025705441
19/12/2011,52.23,0.015240963
16/12/2011,51.44,-0.001359884
15/12/2011,51.51,-0.00406859
14/12/2011,51.72,-0.005206838
13/12/2011,51.99,0.001154735
12/12/2011,51.93,-0.004802622
09/12/2011,52.18,0.013894473
08/12/2011,51.46,-0.016000341
07/12/2011,52.29,-0.005910972
06/12/2011,52.6,0.005528562
05/12/2011,52.31,0.011923218
02/12/2011,51.69,-0.01802196
01/12/2011,52.63,-0.000379939
30/11/2011,52.65,0.033017769
29/11/2011,50.94,0.013438937
28/11/2011,50.26,0.016652005
25/11/2011,49.43,0.002025112
23/11/2011,49.33,-0.01429027
22/11/2011,50.04,-0.012313959
21/11/2011,50.66,-0.010798181
18/11/2011,51.21,0.005679052
17/11/2011,50.92,-0.007434978
16/11/2011,51.3,-0.01796629
15/11/2011,52.23,0.011166847
14/11/2011,51.65,-0.011741065
11/11/2011,52.26,0.020882429
10/11/2011,51.18,0.00568239
09/11/2011,50.89,-0.027138708
08/11/2011,52.29,0.005753756
07/11/2011,51.99,-0.00249736
04/11/2011,52.12,-0.001342153
03/11/2011,52.19,0.005764812
02/11/2011,51.89,0.023200183
01/11/2011,50.7,-0.027430958
31/10/2011,52.11,-0.003639502
28/10/2011,52.3,0.002488754
27/10/2011,52.17,0.022681984
26/10/2011,51,-0.002545776
25/10/2011,51.13,-0.01629522
24/10/2011,51.97,0.001540536
21/10/2011,51.89,0.011045554
20/10/2011,51.32,0.007824766
19/10/2011,50.92,0.001769042
18/10/2011,50.83,0.006711435
17/10/2011,50.49,-0.001780944
14/10/2011,50.58,0.005153629
13/10/2011,50.32,0.004980586
12/10/2011,50.07,-0.009343076
11/10/2011,50.54,-0.009452611
10/10/2011,51.02,0.021996329
07/10/2011,49.91,0.001403509
06/10/2011,49.84,0.019040478
05/10/2011,48.9,0.003893049
04/10/2011,48.71,0.013434118
03/10/2011,48.06,-0.019778148
30/09/2011,49.02,-0.00873368
29/09/2011,49.45,0.018161911
28/09/2011,48.56,-0.016542806
27/09/2011,49.37,0.005076668
26/09/2011,49.12,0.013321234
23/09/2011,48.47,0.007039367
22/09/2011,48.13,-0.028066986
21/09/2011,49.5,-0.029656865
20/09/2011,50.99,0.012829545
19/09/2011,50.34,-0.00436076
16/09/2011,50.56,0.009339362
15/09/2011,50.09,0.009427409
14/09/2011,49.62,0.001613554
13/09/2011,49.54,0.007090073
12/09/2011,49.19,0.014745301
09/09/2011,48.47,-0.019005374
08/09/2011,49.4,-0.002224245
07/09/2011,49.51,0.013010958
06/09/2011,48.87,-0.015633249
02/09/2011,49.64,-0.006825965
01/09/2011,49.98,-0.011537824
31/08/2011,50.56,0.007942854
30/08/2011,50.16,-0.001991636
29/08/2011,50.26,0.01786658
26/08/2011,49.37,0.000202573
25/08/2011,49.36,-0.011481645
24/08/2011,49.93,0.020026966
23/08/2011,48.94,0.034930786
22/08/2011,47.26,-0.005275943
19/08/2011,47.51,-0.005248254
18/08/2011,47.76,-0.01413745
17/08/2011,48.44,0.004344685
16/08/2011,48.23,-0.002691792
15/08/2011,48.36,0.02958982
12/08/2011,46.95,-0.00932803
11/08/2011,47.39,0.047978086
10/08/2011,45.17,-0.014723923
09/08/2011,45.84,0.040285853
08/08/2011,44.03,-0.068038521
05/08/2011,47.13,0.000849077
04/08/2011,47.09,-0.029090678
03/08/2011,48.48,0.001651528
02/08/2011,48.4,-0.019032602
01/08/2011,49.33,-0.010285459
29/07/2011,49.84,-0.020652045
28/07/2011,50.88,0.003346789
27/07/2011,50.71,-0.007269901
26/07/2011,51.08,-0.003907781
25/07/2011,51.28,0.000975515
22/07/2011,51.23,-0.008745562
21/07/2011,51.68,0.022701562
20/07/2011,50.52,0.009346792
19/07/2011,50.05,0.005208345
18/07/2011,49.79,-0.01078716
15/07/2011,50.33,0.009382243
14/07/2011,49.86,0.001605781
13/07/2011,49.78,-0.004609688
12/07/2011,50.01,0.006016865
11/07/2011,49.71,-0.01318964
08/07/2011,50.37,-0.005346018
07/07/2011,50.64,0.002768442
06/07/2011,50.5,-0.002175849
05/07/2011,50.61,-0.003747169
01/07/2011,50.8,0.015473429
30/06/2011,50.02,0.00059994
29/06/2011,49.99,0.005214613
28/06/2011,49.73,0.005039825
27/06/2011,49.48,0.008932256
24/06/2011,49.04,0.007162621
23/06/2011,48.69,-0.010826375
22/06/2011,49.22,-0.009503661
21/06/2011,49.69,0.008894338
20/06/2011,49.25,0.000203066
17/06/2011,49.24,0.004477923
16/06/2011,49.02,-0.008126822
15/06/2011,49.42,-0.007659783
14/06/2011,49.8,0.002613855
13/06/2011,49.67,0.006666018
10/06/2011,49.34,-0.004650701
09/06/2011,49.57,-0.004227485
08/06/2011,49.78,-0.003609388
07/06/2011,49.96,-0.00080032
06/06/2011,50,-0.005186527
03/06/2011,50.26,-0.008913598
02/06/2011,50.71,-0.002756993
01/06/2011,50.85,-0.015029072
31/05/2011,51.62,0.009733384
27/05/2011,51.12,0.001566171
26/05/2011,51.04,-0.001566171
25/05/2011,51.12,-0.007600154
24/05/2011,51.51,0.00077685
23/05/2011,51.47,-0.008319677
20/05/2011,51.9,-0.00019266
19/05/2011,51.91,0.00444059
18/05/2011,51.68,-0.008477893
17/05/2011,52.12,0.001343957
16/05/2011,52.05,-0.009369989
13/05/2011,52.54,0.001714449
12/05/2011,52.45,0.009771129
11/05/2011,51.94,-0.000962186
10/05/2011,51.99,0.015507192
09/05/2011,51.19,0.000586224
06/05/2011,51.16,0.00627453
05/05/2011,50.84,-0.012315667
04/05/2011,51.47,0.000194307
03/05/2011,51.46,0.007216024
02/05/2011,51.09,0.011021564
29/04/2011,50.53,0.011344534
28/04/2011,49.96,0.006828707
27/04/2011,49.62,0.015230267
26/04/2011,48.87,-0.010989122
25/04/2011,49.41,-0.001213592
21/04/2011,49.47,0.001416001
20/04/2011,49.4,0.014271394
19/04/2011,48.7,-0.002051283
18/04/2011,48.8,-0.011004798
15/04/2011,49.34,0.019855324
14/04/2011,48.37,-0.002271555
13/04/2011,48.48,0.00268512
12/04/2011,48.35,-0.007828635
11/04/2011,48.73,-0.009801998
08/04/2011,49.21,-0.005875815
07/04/2011,49.5,-0.002824291
06/04/2011,49.64,0.003026331
05/04/2011,49.49,0.002427677
04/04/2011,49.37,0.000202573
01/04/2011,49.36,0.008136741
31/03/2011,48.96,-0.000612557
30/03/2011,48.99,0.018334019
29/03/2011,48.1,0.012341962
28/03/2011,47.51,-0.005666927
25/03/2011,47.78,0.00188541
24/03/2011,47.69,0.0046238
23/03/2011,47.47,-0.001052742
22/03/2011,47.52,-0.003780723
21/03/2011,47.7,0.014145702
18/03/2011,47.03,-0.004666958
17/03/2011,47.25,-0.008849615
16/03/2011,47.67,-0.010641728
15/03/2011,48.18,-0.006001053
14/03/2011,48.47,-0.010671146
11/03/2011,48.99,0.009640112
10/03/2011,48.52,-0.013307597
09/03/2011,49.17,0.009604651
08/03/2011,48.7,0.012604775
07/03/2011,48.09,0.007723658
04/03/2011,47.72,0.002938092
03/03/2011,47.58,0.013329299
02/03/2011,46.95,0.006410278
01/03/2011,46.65,-0.009175355
28/02/2011,47.08,0.002126303
25/02/2011,46.98,0.007692346
24/02/2011,46.62,0.00128783
23/02/2011,46.56,0.002365338
22/02/2011,46.45,-0.014533276
18/02/2011,47.13,0.005958732
17/02/2011,46.85,0.003206844
16/02/2011,46.7,-0.000856164
15/02/2011,46.74,0.002141787
14/02/2011,46.64,-0.006411648
11/02/2011,46.94,0.001065757
10/02/2011,46.89,-0.001917546
09/02/2011,46.98,0.011345514
08/02/2011,46.45,0.002586766
07/02/2011,46.33,0.000647738
04/02/2011,46.3,-0.001295057
03/02/2011,46.36,0.00280808
02/02/2011,46.23,-0.008615173
01/02/2011,46.63,0.007966454
31/01/2011,46.26,0.000865052
28/01/2011,46.22,-0.01694774
27/01/2011,47.01,0.010263079
