Date,Close,CCI
10/12/2013,75.21,-0.001727001
09/12/2013,75.34,-0.000796073
06/12/2013,75.4,0.011337234
05/12/2013,74.55,0.000536697
04/12/2013,74.51,-0.00868583
03/12/2013,75.16,0.002131061
02/12/2013,75,0.010319732
29/11/2013,74.23,-0.00430166
27/11/2013,74.55,-0.000536409
26/11/2013,74.59,0.009699658
25/11/2013,73.87,-0.004322579
22/11/2013,74.19,-0.003229716
21/11/2013,74.43,-0.00509248
20/11/2013,74.81,-0.009445956
19/11/2013,75.52,-0.010537505
18/11/2013,76.32,0.003018177
15/11/2013,76.09,0.007784194
14/11/2013,75.5,0.011590085
13/11/2013,74.63,0.004297039
12/11/2013,74.31,-0.004297039
11/11/2013,74.63,0.001206677
08/11/2013,74.54,-0.011206094
07/11/2013,75.38,-0.01213095
06/11/2013,76.3,0.002099187
05/11/2013,76.14,0.012023663
04/11/2013,75.23,0.000664849
01/11/2013,75.18,-0.011111225
31/10/2013,76.02,-0.005902043
30/10/2013,76.47,-0.000914973
29/10/2013,76.54,0.008792131
28/10/2013,75.87,-0.003158313
25/10/2013,76.11,-0.006156284
24/10/2013,76.58,0.034270853
23/10/2013,74,-0.011688183
22/10/2013,74.87,0.002808803
21/10/2013,74.66,-0.017262412
18/10/2013,75.96,-0.011127954
17/10/2013,76.81,0.033627738
16/10/2013,74.27,0.030902103
15/10/2013,72.01,0.001111574
14/10/2013,71.93,0.007815811
11/10/2013,71.37,0.007877379
10/10/2013,70.81,0.00523895
09/10/2013,70.44,0.002558637
08/10/2013,70.26,-0.014693681
07/10/2013,71.3,0.009016685
04/10/2013,70.66,-0.006207695
03/10/2013,71.1,-0.006588655
02/10/2013,71.57,-0.007794055
01/10/2013,72.13,-0.012400269
30/09/2013,73.03,0.004391389
27/09/2013,72.71,-0.003980514
26/09/2013,73,0.021741492
25/09/2013,71.43,0.015519499
24/09/2013,70.33,-0.004539659
23/09/2013,70.65,0.000424719
20/09/2013,70.62,-0.008319867
19/09/2013,71.21,0.008603113
18/09/2013,70.6,0.002126906
17/09/2013,70.45,-0.000709471
16/09/2013,70.5,0.00911947
13/09/2013,69.86,-0.0137894
12/09/2013,70.83,-0.030587676
11/09/2013,73.03,-0.002461708
10/09/2013,73.21,0.010435355
09/09/2013,72.45,0.02657499
06/09/2013,70.55,0.01903184
05/09/2013,69.22,-0.010347893
04/09/2013,69.94,0.010203437
03/09/2013,69.23,-0.002740716
30/08/2013,69.42,-0.00703369
29/08/2013,69.91,0.001288199
28/08/2013,69.82,-0.001860199
27/08/2013,69.95,0.013819135
26/08/2013,68.99,-0.010669075
23/08/2013,69.73,0.023212996
22/08/2013,68.13,-0.001906299
21/08/2013,68.26,-0.010202683
20/08/2013,68.96,0.006692881
19/08/2013,68.5,0.008650446
16/08/2013,67.91,-0.004994135
15/08/2013,68.25,0.007057815
14/08/2013,67.77,0.001624456
13/08/2013,67.66,0.00325685
12/08/2013,67.44,-0.019383867
09/08/2013,68.76,0.001018552
08/08/2013,68.69,0.005108382
07/08/2013,68.34,-0.020995486
06/08/2013,69.79,-0.010972679
05/08/2013,70.56,0.018018506
02/08/2013,69.3,-0.004606976
01/08/2013,69.62,-0.009008426
31/07/2013,70.25,-0.023494082
30/07/2013,71.92,-0.007894231
29/07/2013,72.49,-0.011793883
26/07/2013,73.35,-0.0046246
25/07/2013,73.69,-0.040295326
24/07/2013,76.72,-0.001693039
23/07/2013,76.85,0.003258393
22/07/2013,76.6,-0.001565354
19/07/2013,76.72,0.003787141
18/07/2013,76.43,-0.00013083
17/07/2013,76.44,0.001178088
16/07/2013,76.35,-0.013141819
15/07/2013,77.36,0.000775896
12/07/2013,77.3,0.007531525
11/07/2013,76.72,0.024809929
10/07/2013,74.84,0.029148678
09/07/2013,72.69,-0.008629599
08/07/2013,73.32,0.015254883
05/07/2013,72.21,-0.002627759
03/07/2013,72.4,0.003320424
02/07/2013,72.16,-0.002076556
01/07/2013,72.31,-0.001105736
28/06/2013,72.39,-0.001104515
27/06/2013,72.47,0.032822021
26/06/2013,70.13,0.026148113
25/06/2013,68.32,0.014596647
24/06/2013,67.33,-0.017665703
21/06/2013,68.53,0.012185426
20/06/2013,67.7,-0.026815947
19/06/2013,69.54,-0.02541487
18/06/2013,71.33,0.013976369
17/06/2013,70.34,0
14/06/2013,70.34,0.008566586
13/06/2013,69.74,0.025266336
12/06/2013,68,-0.019658442
11/06/2013,69.35,0.002020786
10/06/2013,69.21,-0.015341902
07/06/2013,70.28,-0.005109293
06/06/2013,70.64,0.012535777
05/06/2013,69.76,-0.001289306
04/06/2013,69.85,-0.014497127
03/06/2013,70.87,-0.005347606
31/05/2013,71.25,-0.0104713
30/05/2013,72,0.003617647
29/05/2013,71.74,-0.02192133
28/05/2013,73.33,-0.005304331
24/05/2013,73.72,0.004622714
23/05/2013,73.38,-0.009089122
22/05/2013,74.05,-0.037505224
21/05/2013,76.88,0.001952998
20/05/2013,76.73,-0.014748003
17/05/2013,77.87,0.001285017
16/05/2013,77.77,-0.021120378
15/05/2013,79.43,-0.004271363
14/05/2013,79.77,0.013631411
13/05/2013,78.69,-0.00025413
10/05/2013,78.71,-0.003930773
09/05/2013,79.02,-0.003032603
08/05/2013,79.26,0.01090966
07/05/2013,78.4,0.005884627
06/05/2013,77.94,-0.003713906
03/05/2013,78.23,0.009633367
02/05/2013,77.48,0.007904155
01/05/2013,76.87,-0.001689738
30/04/2013,77,-0.004535155
29/04/2013,77.35,-0.000387772
26/04/2013,77.38,-0.012585244
25/04/2013,78.36,0.058600765
24/04/2013,73.9,-0.013174004
23/04/2013,74.88,0.004550938
22/04/2013,74.54,-0.006285544
19/04/2013,75.01,0.008837765
18/04/2013,74.35,0.020655715
17/04/2013,72.83,-0.016342458
16/04/2013,74.03,0.011138393
15/04/2013,73.21,-0.002455663
12/04/2013,73.39,-0.004215113
11/04/2013,73.7,0.006807378
10/04/2013,73.2,0.01195644
09/04/2013,72.33,0.002907583
08/04/2013,72.12,0.018048759
05/04/2013,70.83,0.007795376
04/04/2013,70.28,0.009579028
03/04/2013,69.61,-0.014121909
02/04/2013,70.6,0.011539411
01/04/2013,69.79,0.002151618
28/03/2013,69.64,-0.014540527
27/03/2013,70.66,0.00255066
26/03/2013,70.48,0.000993683
25/03/2013,70.41,-0.004675885
22/03/2013,70.74,0.008375377
21/03/2013,70.15,-0.007102303
20/03/2013,70.65,0.009385734
19/03/2013,69.99,0.00472611
18/03/2013,69.66,-0.00472611
15/03/2013,69.99,-0.015875599
14/03/2013,71.11,0.002111636
13/03/2013,70.96,0.004661355
12/03/2013,70.63,-0.013081275
11/03/2013,71.56,-0.003208932
08/03/2013,71.79,-0.004031423
07/03/2013,72.08,-0.000693433
06/03/2013,72.13,0.007374973
05/03/2013,71.6,0.008837821
04/03/2013,70.97,0.011764008
01/03/2013,70.14,0.004859235
28/02/2013,69.8,-0.008275122
27/02/2013,70.38,0.008991711
26/02/2013,69.75,0.002583981
25/02/2013,69.57,-0.005733139
22/02/2013,69.97,0.028558874
21/02/2013,68,0.012876667
20/02/2013,67.13,0.001341582
19/02/2013,67.04,-0.012746578
15/02/2013,67.9,0.018430962
14/02/2013,66.66,-0.020490695
13/02/2013,68.04,-0.003960401
12/02/2013,68.31,-0.024867553
11/02/2013,70.03,-0.010794026
08/02/2013,70.79,0.006661494
07/02/2013,70.32,-0.002414602
06/02/2013,70.49,-0.008053735
05/02/2013,71.06,0.01231874
04/02/2013,70.19,-0.018351729
01/02/2013,71.49,0.013661222
31/01/2013,70.52,-0.005938092
30/01/2013,70.94,-0.022579356
29/01/2013,72.56,-0.011237613
28/01/2013,73.38,-0.000953484
25/01/2013,73.45,-0.011775192
24/01/2013,74.32,-0.010839852
23/01/2013,75.13,0.004936964
22/01/2013,74.76,0.006306629
18/01/2013,74.29,0.00391126
17/01/2013,74,-0.000135126
16/01/2013,74.01,0.010868196
15/01/2013,73.21,0.003694838
14/01/2013,72.94,0.002195993
11/01/2013,72.78,-0.005480967
10/01/2013,73.18,0.008094988
09/01/2013,72.59,-0.001101473
08/01/2013,72.67,-0.001237709
07/01/2013,72.76,-0.010663122
04/01/2013,73.54,-0.00081555
03/01/2013,73.6,-0.020175533
02/01/2013,75.1,0.039934683
31/12/2012,72.16,0.021147767
28/12/2012,70.65,-0.006489865
27/12/2012,71.11,0.003239668
26/12/2012,70.88,-0.005066152
24/12/2012,71.24,-0.000280702
21/12/2012,71.26,-0.003781782
20/12/2012,71.53,0.012520386
19/12/2012,70.64,-0.008738604
18/12/2012,71.26,0.000280702
17/12/2012,71.24,0.001123596
14/12/2012,71.16,0.009601881
13/12/2012,70.48,0.000283809
12/12/2012,70.46,0.026898421
11/12/2012,68.59,0.010405311
10/12/2012,67.88,-0.008362111
07/12/2012,68.45,0.017835243
06/12/2012,67.24,0.007314011
05/12/2012,66.75,-0.00657013
04/12/2012,67.19,-0.004158628
03/12/2012,67.47,-0.000740796
30/11/2012,67.52,0.001185537
29/11/2012,67.44,0.009385544
28/11/2012,66.81,0.00480121
27/11/2012,66.49,-0.002553512
26/11/2012,66.66,-0.013262992
23/11/2012,67.55,0.015064794
21/11/2012,66.54,0.008603177
20/11/2012,65.97,0.001516991
19/11/2012,65.87,0.010530429
16/11/2012,65.18,0.014993712
15/11/2012,64.21,-0.01897473
14/11/2012,65.44,-0.018471381
13/11/2012,66.66,0.002403125
12/11/2012,66.5,-0.004950134
09/11/2012,66.83,0.000449001
08/11/2012,66.8,-0.007308557
07/11/2012,67.29,0.000892061
06/11/2012,67.23,0.005817873
05/11/2012,66.84,-0.012784476
02/11/2012,67.7,0.005628811
01/11/2012,67.32,0.008503072
31/10/2012,66.75,0.004354034
26/10/2012,66.46,0.006188232
25/10/2012,66.05,0.001363533
24/10/2012,65.96,0.011129012
23/10/2012,65.23,-0.003061383
22/10/2012,65.43,-0.004422424
19/10/2012,65.72,-0.020184448
18/10/2012,67.06,0.005382788
17/10/2012,66.7,-0.007021766
16/10/2012,67.17,0.00178811
15/10/2012,67.05,0.036450505
12/10/2012,64.65,0.010417571
11/10/2012,63.98,-0.011654238
10/10/2012,64.73,0.010248537
09/10/2012,64.07,-0.020851786
08/10/2012,65.42,-0.005791816
05/10/2012,65.8,0.000151987
04/10/2012,65.79,-0.009229205
03/10/2012,66.4,0.027637456
02/10/2012,64.59,0.012619938
01/10/2012,63.78,-0.005004702
28/09/2012,64.1,-0.012557331
27/09/2012,64.91,0.013493807
26/09/2012,64.04,0.006265685
25/09/2012,63.64,-0.00517202
24/09/2012,63.97,-0.019965068
21/09/2012,65.26,0.003376826
20/09/2012,65.04,0.002308937
19/09/2012,64.89,0.010846093
18/09/2012,64.19,0.000467472
17/09/2012,64.16,0.01049755
14/09/2012,63.49,-0.00846931
13/09/2012,64.03,0.004539415
12/09/2012,63.74,-0.005944019
11/09/2012,64.12,0.005787144
10/09/2012,63.75,-0.01169604
07/09/2012,64.5,-0.006490519
06/09/2012,64.92,0.020227856
05/09/2012,63.62,0.00646537
04/09/2012,63.21,-0.00394727
31/08/2012,63.46,0.004896937
30/08/2012,63.15,0.005239355
29/08/2012,62.82,0.006067398
28/08/2012,62.44,0.006265584
27/08/2012,62.05,0.002581896
24/08/2012,61.89,0.004047605
23/08/2012,61.64,-0.004532219
22/08/2012,61.92,-0.000161486
21/08/2012,61.93,-0.002741274
20/08/2012,62.1,-0.006260555
17/08/2012,62.49,-0.001918466
16/08/2012,62.61,-0.010960319
15/08/2012,63.3,0.006816227
14/08/2012,62.87,0.005902546
13/08/2012,62.5,0.00128082
10/08/2012,62.42,0.008688711
09/08/2012,61.88,-0.000484692
08/08/2012,61.91,-0.002097621
07/08/2012,62.04,-0.004663513
06/08/2012,62.33,-0.003043655
03/08/2012,62.52,0.008352121
02/08/2012,62,0.002583981
01/08/2012,61.84,-0.000646621
31/07/2012,61.88,-0.010449416
30/07/2012,62.53,0.013524598
27/07/2012,61.69,0.016342903
26/07/2012,60.69,0.049482445
25/07/2012,57.76,-0.002766253
24/07/2012,57.92,-0.013036205
23/07/2012,58.68,-0.005438491
20/07/2012,59,-0.001693481
19/07/2012,59.1,0.004748991
18/07/2012,58.82,-0.024186601
17/07/2012,60.26,0.008164671
16/07/2012,59.77,-0.014780639
13/07/2012,60.66,0.016455121
12/07/2012,59.67,0.008414725
11/07/2012,59.17,-0.003205942
10/07/2012,59.36,-0.008053735
09/07/2012,59.84,0.007043464
06/07/2012,59.42,-0.003024704
05/07/2012,59.6,-0.012173918
03/07/2012,60.33,0.005318277
02/07/2012,60.01,0.022753151
29/06/2012,58.66,0.01165994
28/06/2012,57.98,-0.0065326
27/06/2012,58.36,0.014845776
26/06/2012,57.5,0.018252525
25/06/2012,56.46,-0.003359565
22/06/2012,56.65,0.006552755
21/06/2012,56.28,-0.024051014
20/06/2012,57.65,-0.001906248
19/06/2012,57.76,-0.01784536
18/06/2012,58.8,0.018018506
15/06/2012,57.75,0.004338402
14/06/2012,57.5,0.011016986
13/06/2012,56.87,0.004405682
12/06/2012,56.62,0.011010589
11/06/2012,56,0.001966217
08/06/2012,55.89,0.013691441
07/06/2012,55.13,0.007830323
06/06/2012,54.7,0.016404386
05/06/2012,53.81,0.004843527
04/06/2012,53.55,0.008815587
01/06/2012,53.08,-0.028233673
31/05/2012,54.6,0.006799622
30/05/2012,54.23,-0.011367926
29/05/2012,54.85,0.012474937
25/05/2012,54.17,-0.002581122
24/05/2012,54.31,0.009249049
23/05/2012,53.81,0.003910255
22/05/2012,53.6,0.002802431
21/05/2012,53.45,0.011099728
18/05/2012,52.86,-0.004530019
17/05/2012,53.1,-0.02179466
16/05/2012,54.27,-0.000184247
15/05/2012,54.28,-0.001840604
14/05/2012,54.38,-0.022905928
11/05/2012,55.64,0.001438849
10/05/2012,55.56,0.003425587
09/05/2012,55.37,-0.00683948
08/05/2012,55.75,-0.005366739
07/05/2012,56.05,0.00447028
04/05/2012,55.8,-0.012820688
03/05/2012,56.52,0.00194811
02/05/2012,56.41,0.000531962
01/05/2012,56.38,-0.004071162
30/04/2012,56.61,0
27/04/2012,56.61,0.006201845
26/04/2012,56.26,0.00302626
25/04/2012,56.09,0.019624358
24/04/2012,55,0.005469476
23/04/2012,54.7,-0.003649639
20/04/2012,54.9,0.002005653
19/04/2012,54.79,-0.002551952
18/04/2012,54.93,-0.001091703
17/04/2012,54.99,0.013364043
16/04/2012,54.26,0.00739922
13/04/2012,53.86,-0.009608352
12/04/2012,54.38,0.009051507
11/04/2012,53.89,0.024228812
10/04/2012,52.6,-0.008141671
09/04/2012,53.03,-0.006952955
05/04/2012,53.4,0.010353034
04/04/2012,52.85,-0.003965636
03/04/2012,53.06,-0.005825442
02/04/2012,53.37,0.000562272
30/03/2012,53.34,0.006394605
29/03/2012,53,0.000188697
28/03/2012,52.99,-0.002826724
27/03/2012,53.14,-0.008245924
26/03/2012,53.58,0.007117468
23/03/2012,53.2,0.003389195
22/03/2012,53.02,-0.001884304
21/03/2012,53.12,0.006989733
20/03/2012,52.75,-0.006424814
19/03/2012,53.09,0.016331544
16/03/2012,52.23,-0.006108055
15/03/2012,52.55,0.002095438
14/03/2012,52.44,-0.028943949
13/03/2012,53.98,-0.017810073
12/03/2012,54.95,0.009508208
09/03/2012,54.43,0.012757869
08/03/2012,53.74,0.021631616
07/03/2012,52.59,0.003810254
06/03/2012,52.39,-0.013837772
05/03/2012,53.12,-0.0005646
02/03/2012,53.15,0.005849625
01/03/2012,52.84,0.019685299
29/02/2012,51.81,-0.005389811
28/02/2012,52.09,0.005582842
27/02/2012,51.8,-0.014374948
24/02/2012,52.55,0.01032909
23/02/2012,52.01,0.011408806
22/02/2012,51.42,-0.000971912
21/02/2012,51.47,0.001944769
17/02/2012,51.37,0.010961159
16/02/2012,50.81,0.003153955
15/02/2012,50.65,0.02458403
14/02/2012,49.42,0.000404776
13/02/2012,49.4,0.001823524
10/02/2012,49.31,0
09/02/2012,49.31,0.001014508
08/02/2012,49.26,0.003049713
07/02/2012,49.11,-0.003455639
06/02/2012,49.28,0.001218274
03/02/2012,49.22,0.004683849
02/02/2012,48.99,0.006964387
01/02/2012,48.65,0.003500467
31/01/2012,48.48,0.001444938
30/01/2012,48.41,-0.006383219
27/01/2012,48.72,0.050299924
26/01/2012,46.33,-0.007954465
25/01/2012,46.7,0.016407967
24/01/2012,45.94,-0.002391565
23/01/2012,46.05,-0.003684842
20/01/2012,46.22,-0.003886854
19/01/2012,46.4,0.012142387
18/01/2012,45.84,0.000218174
17/01/2012,45.83,-0.003702498
13/01/2012,46,-0.005420067
12/01/2012,46.25,0.00021624
11/01/2012,46.24,0.002381727
10/01/2012,46.13,0.010898103
09/01/2012,45.63,0.012792411
06/01/2012,45.05,0.001555038
05/01/2012,44.98,-0.000888889
04/01/2012,45.02,0.002223706
03/01/2012,44.92,0.00267499
30/12/2011,44.8,0.00447428
29/12/2011,44.6,0.016731116
28/12/2011,43.86,-0.012912174
27/12/2011,44.43,0.000900698
23/12/2011,44.39,0.000676056
22/12/2011,44.36,0.009740704
21/12/2011,43.93,-0.001592176
20/12/2011,44,0.036569685
19/12/2011,42.42,-0.010785568
16/12/2011,42.88,-0.012284313
15/12/2011,43.41,0.015086743
14/12/2011,42.76,-0.01347291
13/12/2011,43.34,0.006249297
12/12/2011,43.07,-0.003939294
09/12/2011,43.24,0.017732616
08/12/2011,42.48,-0.014025475
07/12/2011,43.08,-0.01016175
06/12/2011,43.52,0
05/12/2011,43.52,-0.0041275
02/12/2011,43.7,0.023852005
01/12/2011,42.67,0.00823631
30/11/2011,42.32,0.039277426
29/11/2011,40.69,0.007400132
28/11/2011,40.39,0.0238017
25/11/2011,39.44,0.002284555
23/11/2011,39.35,-0.012375458
22/11/2011,39.84,-0.001504891
21/11/2011,39.9,-0.007739397
18/11/2011,40.21,-0.013585487
17/11/2011,40.76,-0.009036574
16/11/2011,41.13,-0.023784905
15/11/2011,42.12,0.010261395
14/11/2011,41.69,-0.007884404
11/11/2011,42.02,0.029218546
10/11/2011,40.81,-0.016284234
09/11/2011,41.48,-0.011028642
08/11/2011,41.94,0.003343686
07/11/2011,41.8,-0.00095648
04/11/2011,41.84,0.002153368
03/11/2011,41.75,0.024243612
02/11/2011,40.75,0.004426962
01/11/2011,40.57,-0.019285353
31/10/2011,41.36,-0.022945557
28/10/2011,42.32,-0.007063839
27/10/2011,42.62,0.023262383
26/10/2011,41.64,-0.035621174
25/10/2011,43.15,-0.008538185
24/10/2011,43.52,0.010393903
21/10/2011,43.07,0.008861998
20/10/2011,42.69,-0.000936549
19/10/2011,42.73,-0.012095984
18/10/2011,43.25,0.009291588
17/10/2011,42.85,-0.010908777
14/10/2011,43.32,0.02477341
13/10/2011,42.26,-0.003071473
12/10/2011,42.39,0.015692191
11/10/2011,41.73,-0.008589888
10/10/2011,42.09,0.044700179
07/10/2011,40.25,-0.024541109
06/10/2011,41.25,0.012686191
05/10/2011,40.73,0.022093489
04/10/2011,39.84,-0.011480036
03/10/2011,40.3,-0.009139251
30/09/2011,40.67,-0.013190225
29/09/2011,41.21,-0.007735112
28/09/2011,41.53,-0.017188296
27/09/2011,42.25,0.0157446
26/09/2011,41.59,0.008208641
23/09/2011,41.25,-0.01682732
22/09/2011,41.95,-0.031905122
21/09/2011,43.31,-0.005755743
20/09/2011,43.56,-0.005722804
19/09/2011,43.81,-0.001368613
16/09/2011,43.87,0.007091417
15/09/2011,43.56,0.009688657
14/09/2011,43.14,0.022267415
13/09/2011,42.19,0.017454119
12/09/2011,41.46,-0.008406438
09/09/2011,41.81,-0.016839008
08/09/2011,42.52,-0.004926696
07/09/2011,42.73,0.015804079
06/09/2011,42.06,-0.005216991
02/09/2011,42.28,-0.029595542
01/09/2011,43.55,0.002759257
31/08/2011,43.43,0.026126982
30/08/2011,42.31,0.000236379
29/08/2011,42.3,0.016206265
26/08/2011,41.62,0.0120862
25/08/2011,41.12,-0.019029841
24/08/2011,41.91,0.020733626
23/08/2011,41.05,0.035961718
22/08/2011,39.6,-0.011299555
19/08/2011,40.05,0.001999501
18/08/2011,39.97,-0.035151708
17/08/2011,41.4,-0.008179021
16/08/2011,41.74,-0.008825341
15/08/2011,42.11,0.017245936
12/08/2011,41.39,0.023219912
11/08/2011,40.44,0.024278504
10/08/2011,39.47,-0.028719666
09/08/2011,40.62,0.048420956
08/08/2011,38.7,-0.052842481
05/08/2011,40.8,0.000980873
04/08/2011,40.76,-0.071932609
03/08/2011,43.8,0.041250168
02/08/2011,42.03,-0.038735594
01/08/2011,43.69,0.006659802
29/07/2011,43.4,-0.011682643
28/07/2011,43.91,0.044472466
27/07/2011,42,-0.006171394
26/07/2011,42.26,0.002843604
25/07/2011,42.14,-0.006150954
22/07/2011,42.4,0.006388286
21/07/2011,42.13,0.006190496
20/07/2011,41.87,-0.006665104
19/07/2011,42.15,0.005471644
18/07/2011,41.92,-0.010205381
15/07/2011,42.35,0.008775107
14/07/2011,41.98,-0.017707935
13/07/2011,42.73,0.011060237
12/07/2011,42.26,0.003080936
11/07/2011,42.13,-0.012736021
08/07/2011,42.67,-0.00793655
07/07/2011,43.01,0.00302713
06/07/2011,42.88,0.007960707
05/07/2011,42.54,-0.001644158
01/07/2011,42.61,0.043652014
30/06/2011,40.79,0.001717581
29/06/2011,40.72,0.009871748
28/06/2011,40.32,-0.003713335
27/06/2011,40.47,-0.003207108
24/06/2011,40.6,-0.006872879
23/06/2011,40.88,0.000978953
22/06/2011,40.84,-0.014584605
21/06/2011,41.44,0.019739888
20/06/2011,40.63,0.005429431
17/06/2011,40.41,0.013453118
16/06/2011,39.87,0.000250847
15/06/2011,39.86,-0.005504142
14/06/2011,40.08,-0.00024947
13/06/2011,40.09,-0.004976373
10/06/2011,40.29,-0.005445558
09/06/2011,40.51,0.014170529
08/06/2011,39.94,-0.006488668
07/06/2011,40.2,0.003738322
06/06/2011,40.05,-0.007958261
03/06/2011,40.37,-0.030493886
02/06/2011,41.62,0.015008754
01/06/2011,41,-0.009950331
31/05/2011,41.41,-0.008895359
27/05/2011,41.78,0.008171158
26/05/2011,41.44,0.001207292
25/05/2011,41.39,0.002661185
24/05/2011,41.28,0.006318369
23/05/2011,41.02,-0.00873792
20/05/2011,41.38,-0.001931435
19/05/2011,41.46,0.001206709
18/05/2011,41.41,0.00824447
17/05/2011,41.07,-0.011619593
16/05/2011,41.55,-0.008388306
13/05/2011,41.9,-0.015863953
12/05/2011,42.57,0.00849262
11/05/2011,42.21,0.000710985
10/05/2011,42.18,0.004276557
09/05/2011,42,0.000952835
06/05/2011,41.96,0.001430957
05/05/2011,41.9,0.003586376
04/05/2011,41.75,-0.017804625
03/05/2011,42.5,0.001648417
02/05/2011,42.43,-0.010083331
29/04/2011,42.86,-0.018722377
28/04/2011,43.67,-0.017703594
27/04/2011,44.45,0.01518787
26/04/2011,43.78,0.011486458
25/04/2011,43.28,-0.001385362
21/04/2011,43.34,0.009505114
20/04/2011,42.93,0.017624707
19/04/2011,42.18,-0.006145139
18/04/2011,42.44,-0.006809936
15/04/2011,42.73,0
14/04/2011,42.73,-0.00303774
13/04/2011,42.86,0.008905613
12/04/2011,42.48,-0.008672268
11/04/2011,42.85,0.004209548
08/04/2011,42.67,-0.004209548
07/04/2011,42.85,0.001167542
06/04/2011,42.8,0.004449135
05/04/2011,42.61,-0.012825173
04/04/2011,43.16,0.001391143
01/04/2011,43.1,0.012843142
31/03/2011,42.55,0.008496629
30/03/2011,42.19,0.025202342
29/03/2011,41.14,0.01716149
28/03/2011,40.44,0.003964326
25/03/2011,40.28,0.005976113
24/03/2011,40.04,0.02683026
23/03/2011,38.98,0.025988989
22/03/2011,37.98,0.016191462
21/03/2011,37.37,-0.046787574
18/03/2011,39.16,-0.018219127
17/03/2011,39.88,0.025137797
16/03/2011,38.89,-0.002824498
15/03/2011,39,-0.005880114
14/03/2011,39.23,-0.004070217
11/03/2011,39.39,0.016639319
10/03/2011,38.74,-0.034753022
09/03/2011,40.11,0.001746725
08/03/2011,40.04,-0.017822254
07/03/2011,40.76,-0.004162082
04/03/2011,40.93,-0.005117594
03/03/2011,41.14,0.011244313
02/03/2011,40.68,-0.004659726
01/03/2011,40.87,-0.030838387
28/02/2011,42.15,-0.012261413
25/02/2011,42.67,0.01916538
24/02/2011,41.86,0.00023892
23/02/2011,41.85,-0.024080484
22/02/2011,42.87,-0.021004811
18/02/2011,43.78,-0.010000083
17/02/2011,44.22,-0.021698648
16/02/2011,45.19,-0.006836503
15/02/2011,45.5,-0.014617911
14/02/2011,46.17,0.004341227
11/02/2011,45.97,0.01335835
10/02/2011,45.36,0.009302393
09/02/2011,44.94,-0.003775685
08/02/2011,45.11,0.015864482
07/02/2011,44.4,-0.011198325
04/02/2011,44.9,0.020248161
03/02/2011,44,0.011428696
02/02/2011,43.5,0.006688988
01/02/2011,43.21,0.024362882
31/01/2011,42.17,-0.020653163
28/01/2011,43.05,-0.018640512
27/01/2011,43.86,0.005028582
26/01/2011,43.64,0.016403279
