Date,Close,PX
25/01/2011,91.24,-0.002189622
24/01/2011,91.44,0.004384049
21/01/2011,91.04,-0.001536604
20/01/2011,91.18,-0.011991859
19/01/2011,92.28,-0.012492086
18/01/2011,93.44,0.004827559
14/01/2011,92.99,0.000968315
13/01/2011,92.9,-0.008787968
12/01/2011,93.72,0.004491506
11/01/2011,93.3,0.001287001
10/01/2011,93.18,-0.011842033
07/01/2011,94.29,0.013238156
06/01/2011,93.05,-0.015357026
05/01/2011,94.49,-0.000740545
04/01/2011,94.56,-0.00695545
03/01/2011,95.22,-0.002622058
31/12/2010,95.47,0.006515366
30/12/2010,94.85,-0.011322062
29/12/2010,95.93,0.003341342
28/12/2010,95.61,0.002408504
27/12/2010,95.38,-0.001362041
23/12/2010,95.51,-0.001464742
22/12/2010,95.65,-0.003339947
21/12/2010,95.97,0.012371724
20/12/2010,94.79,0.013488601
17/12/2010,93.52,-0.003628993
16/12/2010,93.86,0.008237543
15/12/2010,93.09,0.005601652
14/12/2010,92.57,-0.008604979
13/12/2010,93.37,-0.000214179
10/12/2010,93.39,-0.003527341
09/12/2010,93.72,0.001815561
08/12/2010,93.55,-0.005649431
07/12/2010,94.08,0.002980628
06/12/2010,93.8,-0.004255326
03/12/2010,94.2,-0.002438638
02/12/2010,94.43,0.009790437
01/12/2010,93.51,0.015736475
30/11/2010,92.05,0.001413274
29/11/2010,91.92,-0.001413274
26/11/2010,92.05,-0.006497045
24/11/2010,92.65,0.016212748
23/11/2010,91.16,-0.009172373
22/11/2010,92,-0.005311954
19/11/2010,92.49,0.006725996
18/11/2010,91.87,0.017126338
17/11/2010,90.31,-0.000996071
16/11/2010,90.4,-0.012203989
15/11/2010,91.51,-0.000764651
12/11/2010,91.58,-0.013449227
11/11/2010,92.82,-0.002904633
10/11/2010,93.09,0.011560822
09/11/2010,92.02,-0.017238091
08/11/2010,93.62,0.007289912
05/11/2010,92.94,0.00701833
04/11/2010,92.29,0.000541917
03/11/2010,92.24,-0.000758602
02/11/2010,92.31,0.01056367
01/11/2010,91.34,0
29/10/2010,91.34,0.004608809
28/10/2010,90.92,0.004519657
27/10/2010,90.51,-0.032501094
26/10/2010,93.5,-0.002883539
25/10/2010,93.77,0.017101788
22/10/2010,92.18,-0.006272325
21/10/2010,92.76,0.019046122
20/10/2010,91.01,0.017736858
19/10/2010,89.41,-0.015206464
18/10/2010,90.78,0.000771392
15/10/2010,90.71,0
14/10/2010,90.71,-0.013033425
13/10/2010,91.9,0.011381169
12/10/2010,90.86,0.004522648
11/10/2010,90.45,-0.001877727
08/10/2010,90.62,0.004534654
07/10/2010,90.21,-0.010695289
06/10/2010,91.18,-0.000109667
05/10/2010,91.19,0.023859535
04/10/2010,89.04,-0.006827493
01/10/2010,89.65,-0.006781194
30/09/2010,90.26,0.005889233
29/09/2010,89.73,-0.007770909
28/09/2010,90.43,0.006879743
27/09/2010,89.81,-0.003112843
24/09/2010,90.09,0.023131505
23/09/2010,88.03,-0.000227169
22/09/2010,88.05,-0.000340657
21/09/2010,88.08,-0.006112073
20/09/2010,88.62,0.002938187
17/09/2010,88.36,-0.007666328
16/09/2010,89.04,0.009478744
15/09/2010,88.2,0.003634715
14/09/2010,87.88,0.005934736
13/09/2010,87.36,0.0104713
10/09/2010,86.45,-0.001387123
09/09/2010,86.57,-0.000115507
08/09/2010,86.58,0.001734004
07/09/2010,86.43,-0.009328104
03/09/2010,87.24,0.012572978
02/09/2010,86.15,-0.010966921
01/09/2010,87.1,0.012360811
31/08/2010,86.03,0.001046694
30/08/2010,85.94,-0.015471963
27/08/2010,87.28,0.019669731
26/08/2010,85.58,-0.0040814
25/08/2010,85.93,-0.002905121
24/08/2010,86.18,-0.015086369
23/08/2010,87.49,-0.009781698
20/08/2010,88.35,0.002720165
19/08/2010,88.11,-0.011061061
18/08/2010,89.09,-0.000561073
17/08/2010,89.14,0.013098652
16/08/2010,87.98,0.007873607
13/08/2010,87.29,-0.000229095
12/08/2010,87.31,0.005167377
11/08/2010,86.86,-0.020849516
10/08/2010,88.69,-0.001014256
09/08/2010,88.78,0.011555583
06/08/2010,87.76,-0.009074472
05/08/2010,88.56,0.001242868
04/08/2010,88.45,0.00737592
03/08/2010,87.8,-0.000796949
02/08/2010,87.87,0.01202144
30/07/2010,86.82,0.01170146
29/07/2010,85.81,-0.005462272
28/07/2010,86.28,0.005229226
27/07/2010,85.83,0.002099371
26/07/2010,85.65,0.003040227
23/07/2010,85.39,0.012491324
22/07/2010,84.33,0.023637791
21/07/2010,82.36,-0.001092167
20/07/2010,82.45,0.017372593
19/07/2010,81.03,0.000864251
16/07/2010,80.96,-0.022593622
15/07/2010,82.81,-0.000241488
14/07/2010,82.83,-0.00793655
13/07/2010,83.49,0.024123844
12/07/2010,81.5,0.002088068
09/07/2010,81.33,0.003078631
08/07/2010,81.08,0.01453532
07/07/2010,79.91,0.031139327
06/07/2010,77.46,0.007515909
02/07/2010,76.88,0.001431826
01/07/2010,76.77,0.010212186
30/06/2010,75.99,-0.017997356
29/06/2010,77.37,-0.025269338
28/06/2010,79.35,-0.001259446
25/06/2010,79.45,0.004415018
24/06/2010,79.1,-0.01381064
23/06/2010,80.2,-0.004354595
22/06/2010,80.55,-0.015765815
21/06/2010,81.83,0.008098204
18/06/2010,81.17,0.005311605
17/06/2010,80.74,0.008083113
16/06/2010,80.09,0.009912874
15/06/2010,79.3,0.022960192
14/06/2010,77.5,-0.003606392
11/06/2010,77.78,0.001672779
10/06/2010,77.65,0.020163285
09/06/2010,76.1,0.002236402
08/06/2010,75.93,0.022508775
07/06/2010,74.24,0.001617687
04/06/2010,74.12,-0.030951531
03/06/2010,76.45,-0.020584583
02/06/2010,78.04,0.0232041
01/06/2010,76.25,-0.017550012
28/05/2010,77.6,-0.016740535
27/05/2010,78.91,0.026452493
26/05/2010,76.85,0.007313602
25/05/2010,76.29,0.004203343
24/05/2010,75.97,-0.014764755
21/05/2010,77.1,0.037396179
20/05/2010,74.27,-0.030106378
19/05/2010,76.54,-0.016199408
18/05/2010,77.79,-0.003721054
17/05/2010,78.08,0.002307989
14/05/2010,77.9,-0.032955447
13/05/2010,80.51,-0.015284409
12/05/2010,81.75,0.016776019
11/05/2010,80.39,-0.011256226
10/05/2010,81.3,0.030218306
07/05/2010,78.88,-0.005814705
06/05/2010,79.34,-0.031756576
05/05/2010,81.9,-0.003291281
04/05/2010,82.17,-0.022145567
03/05/2010,84.01,0.002860891
30/04/2010,83.77,-0.006425534
29/04/2010,84.31,-0.000355766
28/04/2010,84.34,-0.024247162
27/04/2010,86.41,-0.021296889
26/04/2010,88.27,0.000566604
23/04/2010,88.22,0.005797777
22/04/2010,87.71,0.001711645
21/04/2010,87.56,-0.006602187
20/04/2010,88.14,0.011525203
19/04/2010,87.13,0.003679434
16/04/2010,86.81,-0.009515692
15/04/2010,87.64,0.020286542
14/04/2010,85.88,0.011005848
13/04/2010,84.94,-0.000588478
12/04/2010,84.99,0.000470754
09/04/2010,84.95,0.005429664
08/04/2010,84.49,0.000591961
07/04/2010,84.44,0.002015293
06/04/2010,84.27,0.003804546
05/04/2010,83.95,0.001549741
01/04/2010,83.82,0.009831035
31/03/2010,83,0.002895755
30/03/2010,82.76,0.011178731
29/03/2010,81.84,0.003181988
26/03/2010,81.58,0.002700382
25/03/2010,81.36,-0.011244313
24/03/2010,82.28,-0.004728714
23/03/2010,82.67,0.007284238
22/03/2010,82.07,0.005498212
19/03/2010,81.62,-0.006229028
18/03/2010,82.13,0.001096425
17/03/2010,82.04,0.017832361
16/03/2010,80.59,0.01060323
15/03/2010,79.74,0.001882885
12/03/2010,79.59,0.001005657
11/03/2010,79.51,0.006308373
10/03/2010,79.01,-0.002780588
09/03/2010,79.23,0
08/03/2010,79.23,0.003033753
05/03/2010,78.99,0.022144905
04/03/2010,77.26,0.00857928
03/03/2010,76.6,-0.004818659
02/03/2010,76.97,0.011893233
01/03/2010,76.06,0.012169462
26/02/2010,75.14,0.001731602
25/02/2010,75.01,-0.013111902
24/02/2010,76,-0.00210305
23/02/2010,76.16,-0.009669486
22/02/2010,76.9,-0.004152614
19/02/2010,77.22,-0.006325458
18/02/2010,77.71,-0.004237567
17/02/2010,78.04,0.001538856
16/02/2010,77.92,0.012786742
12/02/2010,76.93,0.009140831
11/02/2010,76.23,0.013337933
10/02/2010,75.22,0.00039891
09/02/2010,75.19,0.014063046
08/02/2010,74.14,0.001754979
05/02/2010,74.01,-0.007806231
04/02/2010,74.59,-0.030369379
03/02/2010,76.89,-0.004541629
02/02/2010,77.24,0.005582618
01/02/2010,76.81,0.019589136
29/01/2010,75.32,-0.010959376
28/01/2010,76.15,-0.008108859
27/01/2010,76.77,-0.024320828
26/01/2010,78.66,-0.009741364
25/01/2010,79.43,0.015095105
22/01/2010,78.24,-0.015975996
21/01/2010,79.5,-0.01560094
20/01/2010,80.75,-0.004078359
19/01/2010,81.08,0.001481116
15/01/2010,80.96,-0.000617398
14/01/2010,81.01,-0.022096974
13/01/2010,82.82,0.017540036
12/01/2010,81.38,-0.01075542
11/01/2010,82.26,0.009404649
08/01/2010,81.49,0.006525108
07/01/2010,80.96,0.002597243
06/01/2010,80.75,0.008831452
05/01/2010,80.04,-0.018812436
04/01/2010,81.56,0.0154448
31/12/2009,80.31,-0.011882799
30/12/2009,81.27,0.003945265
29/12/2009,80.95,0.002969197
28/12/2009,80.71,0.01096311
24/12/2009,79.83,0.00188076
23/12/2009,79.68,0.000251036
22/12/2009,79.66,-0.004134049
21/12/2009,79.99,-0.003618897
18/12/2009,80.28,-0.006208886
17/12/2009,80.78,-0.012792302
16/12/2009,81.82,0.002202375
15/12/2009,81.64,-0.004643782
14/12/2009,82.02,0.008202286
11/12/2009,81.35,-0.008933548
10/12/2009,82.08,-0.005225117
09/12/2009,82.51,0.016620204
08/12/2009,81.15,-0.015164776
07/12/2009,82.39,-0.001091769
04/12/2009,82.48,0.000242512
03/12/2009,82.46,-0.003148083
02/12/2009,82.72,-0.003379197
01/12/2009,83,0.011755574
30/11/2009,82.03,0.006359322
27/11/2009,81.51,-0.01931899
25/11/2009,83.1,0.003858216
24/11/2009,82.78,-0.008180989
23/11/2009,83.46,0.010236737
20/11/2009,82.61,0.003030856
19/11/2009,82.36,-0.018287324
18/11/2009,83.88,-0.011969095
17/11/2009,84.89,0.002004599
16/11/2009,84.72,0.014265577
13/11/2009,83.52,0.012772797
12/11/2009,82.46,-0.007851704
11/11/2009,83.11,-0.003723057
10/11/2009,83.42,-0.002514219
09/11/2009,83.63,0.023225914
06/11/2009,81.71,0.006261146
05/11/2009,81.2,0.023551023
04/11/2009,79.31,-0.010286092
03/11/2009,80.13,0.000624181
02/11/2009,80.08,0.008024115
30/10/2009,79.44,-0.035976437
29/10/2009,82.35,0.030327768
28/10/2009,79.89,-0.020320362
27/10/2009,81.53,-0.007697515
26/10/2009,82.16,-0.006309169
23/10/2009,82.68,-0.021655449
22/10/2009,84.49,0.018877502
21/10/2009,82.91,-0.008287838
20/10/2009,83.6,-0.011890747
19/10/2009,84.6,0.006046613
16/10/2009,84.09,0.002142858
15/10/2009,83.91,-0.000357462
14/10/2009,83.94,0.014157405
13/10/2009,82.76,-0.000483209
12/10/2009,82.8,0.005449605
09/10/2009,82.35,0.010866354
08/10/2009,81.46,0.009001849
07/10/2009,80.73,-0.002103571
06/10/2009,80.9,0.022374535
05/10/2009,79.11,-0.001263264
02/10/2009,79.21,0.002781291
01/10/2009,78.99,-0.033610333
30/09/2009,81.69,0.008482441
29/09/2009,81,0.005571045
28/09/2009,80.55,0.012115305
25/09/2009,79.58,0.000628496
24/09/2009,79.53,-0.008638551
23/09/2009,80.22,-0.019993261
22/09/2009,81.84,0.006005288
21/09/2009,81.35,0.003694585
18/09/2009,81.05,0.013664809
17/09/2009,79.95,0.000875931
16/09/2009,79.88,0.016535561
15/09/2009,78.57,0.009206049
14/09/2009,77.85,0.007607541
11/09/2009,77.26,-0.003875473
10/09/2009,77.56,0.007376287
09/09/2009,76.99,0.006384802
08/09/2009,76.5,-0.001175779
04/09/2009,76.59,0.006286858
03/09/2009,76.11,0.014691549
02/09/2009,75,-0.006247113
01/09/2009,75.47,-0.015122913
31/08/2009,76.62,0.000261063
28/08/2009,76.6,-0.002216862
27/08/2009,76.77,-0.00778517
26/08/2009,77.37,-0.00142073
25/08/2009,77.48,0.000258164
24/08/2009,77.46,-0.013336951
21/08/2009,78.5,0.021243155
20/08/2009,76.85,-0.003377504
19/08/2009,77.11,0.018983355
18/08/2009,75.66,0.010496343
17/08/2009,74.87,-0.013663408
14/08/2009,75.9,-0.023052398
13/08/2009,77.67,-0.00295687
12/08/2009,77.9,0.014481763
11/08/2009,76.78,-0.00376991
10/08/2009,77.07,-0.01519473
07/08/2009,78.25,0.005638872
06/08/2009,77.81,-0.003207804
05/08/2009,78.06,-0.001280246
04/08/2009,78.16,-0.000895198
03/08/2009,78.23,0.000639345
31/07/2009,78.18,0.03316083
30/07/2009,75.63,0.028431578
29/07/2009,73.51,-0.038561245
28/07/2009,76.4,-0.008082432
27/07/2009,77.02,0.00939219
24/07/2009,76.3,0.000262158
23/07/2009,76.28,0.029535205
22/07/2009,74.06,0.009496748
21/07/2009,73.36,0.024563123
20/07/2009,71.58,0.006025381
17/07/2009,71.15,-0.012986289
16/07/2009,72.08,-0.002632492
15/07/2009,72.27,0.013092109
14/07/2009,71.33,0.003933142
13/07/2009,71.05,0.02594956
10/07/2009,69.23,-0.003172775
09/07/2009,69.45,0.013773324
08/07/2009,68.5,0.017079332
07/07/2009,67.34,-0.044438849
06/07/2009,70.4,0.003414915
02/07/2009,70.16,-0.010492085
01/07/2009,70.9,-0.002394873
30/06/2009,71.07,-0.017435409
29/06/2009,72.32,0.001937717
26/06/2009,72.18,0.016483122
25/06/2009,71,0.018910068
24/06/2009,69.67,-0.001290971
23/06/2009,69.76,0.009795526
22/06/2009,69.08,-0.043343422
19/06/2009,72.14,-0.006356246
18/06/2009,72.6,0.015687141
17/06/2009,71.47,0.0028023
16/06/2009,71.27,-0.017386904
15/06/2009,72.52,-0.030153038
12/06/2009,74.74,-0.015533004
11/06/2009,75.91,0.018615083
10/06/2009,74.51,-0.020983506
09/06/2009,76.09,0.008844358
08/06/2009,75.42,-0.005817044
05/06/2009,75.86,-0.001975374
04/06/2009,76.01,0.018858461
03/06/2009,74.59,-0.028807489
02/06/2009,76.77,0.005878912
01/06/2009,76.32,0.041739606
29/05/2009,73.2,0.025317808
28/05/2009,71.37,0.016386862
27/05/2009,70.21,-0.034850634
26/05/2009,72.7,0.022254048
22/05/2009,71.1,0.009610023
21/05/2009,70.42,-0.028419355
20/05/2009,72.45,-0.004544523
19/05/2009,72.78,0.003578806
18/05/2009,72.52,0.028249676
15/05/2009,70.5,-0.007489613
14/05/2009,71.03,0.016895411
13/05/2009,69.84,-0.037931222
12/05/2009,72.54,0.010671572
11/05/2009,71.77,-0.019182262
08/05/2009,73.16,0.001641587
07/05/2009,73.04,-0.030472899
06/05/2009,75.3,0.011755412
05/05/2009,74.42,-0.038615854
04/05/2009,77.35,0.051871831
01/05/2009,73.44,-0.0158058
30/04/2009,74.61,0.040481392
29/04/2009,71.65,0.002515373
28/04/2009,71.47,-0.007666077
27/04/2009,72.02,-0.007607755
24/04/2009,72.57,0.035627892
23/04/2009,70.03,0.01859245
22/04/2009,68.74,0.023253439
21/04/2009,67.16,0.028392122
20/04/2009,65.28,-0.052227294
17/04/2009,68.78,-0.008253142
16/04/2009,69.35,0
15/04/2009,69.35,0.012916514
14/04/2009,68.46,-0.016371246
13/04/2009,69.59,0.004031683
09/04/2009,69.31,0.018346467
08/04/2009,68.05,0.016894296
07/04/2009,66.91,-0.036538435
06/04/2009,69.4,-0.013311583
03/04/2009,70.33,0.027971835
02/04/2009,68.39,-0.008589992
01/04/2009,68.98,0.02480497
31/03/2009,67.29,0.020569752
30/03/2009,65.92,-0.035760664
27/03/2009,68.32,-0.02229069
26/03/2009,69.86,0.028604491
25/03/2009,67.89,0.022643601
24/03/2009,66.37,-0.004509929
23/03/2009,66.67,0.05313437
20/03/2009,63.22,-0.019269023
19/03/2009,64.45,0.001708208
18/03/2009,64.34,0.003113328
17/03/2009,64.14,0.022387818
16/03/2009,62.72,-0.020983652
13/03/2009,64.05,0.027863129
12/03/2009,62.29,0.036623351
11/03/2009,60.05,0.035251913
10/03/2009,57.97,0.071312028
09/03/2009,53.98,-0.023073721
06/03/2009,55.24,0.00854473
05/03/2009,54.77,-0.036217655
04/03/2009,56.79,0.027310934
03/03/2009,55.26,0.02436241
02/03/2009,53.93,-0.050968747
27/02/2009,56.75,-0.03071292
26/02/2009,58.52,-0.013072082
25/02/2009,59.29,-0.02712087
24/02/2009,60.92,0.023081141
23/02/2009,59.53,-0.063141191
20/02/2009,63.41,0.007916444
19/02/2009,62.91,-0.01764659
18/02/2009,64.03,-0.013958043
17/02/2009,64.93,-0.038225063
13/02/2009,67.46,-0.018068799
12/02/2009,68.69,0.011125865
11/02/2009,67.93,0.000883652
10/02/2009,67.87,-0.032756552
09/02/2009,70.13,0.007155154
06/02/2009,69.63,0.036266586
05/02/2009,67.15,0.03377318
04/02/2009,64.92,0.042157863
03/02/2009,62.24,0.007741974
02/02/2009,61.76,-0.008063259
30/01/2009,62.26,-0.013243113
29/01/2009,63.09,-0.014320805
28/01/2009,64,0.075262485
27/01/2009,59.36,-0.008554946
26/01/2009,59.87,-0.002835462
23/01/2009,60.04,0.000999833
22/01/2009,59.98,-0.015057784
21/01/2009,60.89,0.027978511
20/01/2009,59.21,-0.051512828
16/01/2009,62.34,0.022549418
15/01/2009,60.95,0.013877639
14/01/2009,60.11,-0.021070738
13/01/2009,61.39,0.008177998
12/01/2009,60.89,-0.022250207
09/01/2009,62.26,-0.01466863
08/01/2009,63.18,0.009542057
07/01/2009,62.58,-0.059401909
06/01/2009,66.41,0.03899788
05/01/2009,63.87,
