Date,Close,CRM
19/04/2013,40.88,-0.003662561
18/04/2013,41.03,-1.405783921
17/04/2013,167.35,-0.0180025
16/04/2013,170.39,0.031054139
15/04/2013,165.18,-0.025935126
12/04/2013,169.52,0.017915546
11/04/2013,166.51,-0.013540724
10/04/2013,168.78,0.020652615
09/04/2013,165.33,-0.009211661
08/04/2013,166.86,0.008667443
05/04/2013,165.42,-0.005966928
04/04/2013,166.41,-0.012540472
03/04/2013,168.51,-0.039674817
02/04/2013,175.33,-0.000342153
01/04/2013,175.39,-0.019423568
28/03/2013,178.83,0.01663369
27/03/2013,175.88,0.013105747
26/03/2013,173.59,0.004792849
25/03/2013,172.76,-0.018921498
22/03/2013,176.06,0.019095164
21/03/2013,172.73,0.001274476
20/03/2013,172.51,0.007447524
19/03/2013,171.23,-0.016794465
18/03/2013,174.13,-0.01351873
15/03/2013,176.5,-0.011211701
14/03/2013,178.49,-0.013467093
13/03/2013,180.91,0.000663533
12/03/2013,180.79,-0.028087904
11/03/2013,185.94,0.000484144
08/03/2013,185.85,0.007453048
07/03/2013,184.47,-0.010247096
06/03/2013,186.37,0.003224596
05/03/2013,185.77,-0.000645752
04/03/2013,185.89,0.021148414
01/03/2013,182,0.072807044
28/02/2013,169.22,0.013565177
27/02/2013,166.94,0.021678112
26/02/2013,163.36,-0.000917796
25/02/2013,163.51,-0.04221299
22/02/2013,170.56,0.011854699
21/02/2013,168.55,-0.014898842
20/02/2013,171.08,-0.02168279
19/02/2013,174.83,-0.001143315
15/02/2013,175.03,0.003261899
14/02/2013,174.46,0.012458345
13/02/2013,172.3,-0.000348169
12/02/2013,172.36,0.010087843
11/02/2013,170.63,0.003993193
08/02/2013,169.95,-0.000588235
07/02/2013,170.05,-0.007323894
06/02/2013,171.3,-0.006400953
05/02/2013,172.4,-0.00208599
04/02/2013,172.76,-0.013225424
01/02/2013,175.06,0.016878767
31/01/2013,172.13,-0.000987138
30/01/2013,172.3,-0.013775831
29/01/2013,174.69,-0.019163757
28/01/2013,178.07,0.023926354
25/01/2013,173.86,0.009071274
24/01/2013,172.29,0.010913125
23/01/2013,170.42,0.020931066
22/01/2013,166.89,-0.018581164
18/01/2013,170.02,-0.006507424
17/01/2013,171.13,0.008744957
16/01/2013,169.64,-0.029105427
15/01/2013,174.65,0.003671202
14/01/2013,174.01,0.003800097
11/01/2013,173.35,0.001327676
10/01/2013,173.12,0.00747938
09/01/2013,171.83,0.010883665
08/01/2013,169.97,0.005841586
07/01/2013,168.98,-0.003721319
04/01/2013,169.61,0.005320419
03/01/2013,168.71,-0.01447595
02/01/2013,171.17,0.018098174
31/12/2012,168.1,0.023595653
28/12/2012,164.18,-0.01246914
27/12/2012,166.24,-0.000601359
26/12/2012,166.34,-0.017933693
24/12/2012,169.35,0.002364766
21/12/2012,168.95,-0.006666101
20/12/2012,170.08,0.001294346
19/12/2012,169.86,-0.006104022
18/12/2012,170.9,0.011712561
17/12/2012,168.91,0.012510589
14/12/2012,166.81,0.001019643
13/12/2012,166.64,-0.00233764
12/12/2012,167.03,0.012227963
11/12/2012,165,0.04069574
10/12/2012,158.42,0.010916585
07/12/2012,156.7,-0.004520717
06/12/2012,157.41,0.003436429
05/12/2012,156.87,-0.00044613
04/12/2012,156.94,-0.000700659
03/12/2012,157.05,-0.003940015
30/11/2012,157.67,-0.006826397
29/11/2012,158.75,0.005622073
28/11/2012,157.86,0.00948357
27/11/2012,156.37,-0.024322877
26/11/2012,160.22,0.004817477
23/11/2012,159.45,0.004210797
21/11/2012,158.78,0.084598141
20/11/2012,145.9,-0.009685636
19/11/2012,147.32,0.020712626
16/11/2012,144.3,0.025051305
15/11/2012,140.73,0.007489069
14/11/2012,139.68,-0.010185636
13/11/2012,141.11,-0.004031265
12/11/2012,141.68,0.003818688
09/11/2012,141.14,-0.015048452
08/11/2012,143.28,-0.02236118
07/11/2012,146.52,-0.008156652
06/11/2012,147.72,0.01796435
05/11/2012,145.09,-0.01035355
02/11/2012,146.6,0.002595453
01/11/2012,146.22,0.001642711
31/10/2012,145.98,-0.004579169
26/10/2012,146.65,0.009179404
25/10/2012,145.31,-0.019828265
24/10/2012,148.22,-0.003905466
23/10/2012,148.8,0.007893979
22/10/2012,147.63,-0.009304274
19/10/2012,149.01,-0.007288321
18/10/2012,150.1,-0.010141604
17/10/2012,151.63,-0.024945121
16/10/2012,155.46,0.008462309
15/10/2012,154.15,0.005594602
12/10/2012,153.29,0.004445905
11/10/2012,152.61,0.016184255
10/10/2012,150.16,-0.013099757
09/10/2012,152.14,-0.009550671
08/10/2012,153.6,-0.007329842
05/10/2012,154.73,-0.019836842
04/10/2012,157.83,0.005017954
03/10/2012,157.04,0.026454862
02/10/2012,152.94,0.011839128
01/10/2012,151.14,-0.010203163
28/09/2012,152.69,-0.003203978
27/09/2012,153.18,0.02807016
26/09/2012,148.94,-0.021191878
25/09/2012,152.13,-0.009421071
24/09/2012,153.57,-0.010558119
21/09/2012,155.2,-0.005269596
20/09/2012,156.02,-0.012484239
19/09/2012,157.98,0.010755187
18/09/2012,156.29,-0.011893923
17/09/2012,158.16,-0.007997776
14/09/2012,159.43,0.015422845
13/09/2012,156.99,0.027641411
12/09/2012,152.71,0.012652558
11/09/2012,150.79,0.009662555
10/09/2012,149.34,-0.001538925
07/09/2012,149.57,0.004556732
06/09/2012,148.89,0.028337841
05/09/2012,144.73,-0.000759747
04/09/2012,144.84,-0.002344667
31/08/2012,145.18,0.017299907
30/08/2012,142.69,-0.020188691
29/08/2012,145.6,0.003302149
28/08/2012,145.12,-0.026787923
27/08/2012,149.06,0.003494627
24/08/2012,148.54,0.011987547
23/08/2012,146.77,-0.012525977
22/08/2012,148.62,0.006615835
21/08/2012,147.64,0.000474239
20/08/2012,147.57,0.00230665
17/08/2012,147.23,0.001835549
16/08/2012,146.96,0.019444771
15/08/2012,144.13,0.010952706
14/08/2012,142.56,-0.018004727
13/08/2012,145.15,0.037268779
10/08/2012,139.84,0.014985871
09/08/2012,137.76,0.016172465
08/08/2012,135.55,-0.008301851
07/08/2012,136.68,0.029400781
06/08/2012,132.72,0.034104229
03/08/2012,128.27,0.055293686
02/08/2012,121.37,-0.026024076
01/08/2012,124.57,0.001687222
31/07/2012,124.36,-0.012069043
30/07/2012,125.87,-0.043681175
27/07/2012,131.49,0.053741943
26/07/2012,124.61,-0.005681606
25/07/2012,125.32,-0.011109462
24/07/2012,126.72,-0.033217395
23/07/2012,131,-0.031261939
20/07/2012,135.16,-0.028805725
19/07/2012,139.11,0.030731224
18/07/2012,134.9,0.062080462
17/07/2012,126.78,-0.009498835
16/07/2012,127.99,-0.019804159
13/07/2012,130.55,0.023326254
12/07/2012,127.54,0.004951867
11/07/2012,126.91,-0.01532597
10/07/2012,128.87,-0.018680637
09/07/2012,131.3,-0.033330178
06/07/2012,135.75,-0.04796548
05/07/2012,142.42,0.007541354
03/07/2012,141.35,0.016261681
02/07/2012,139.07,0.005841433
29/06/2012,138.26,0.048002105
28/06/2012,131.78,-0.029460074
27/06/2012,135.72,0.0028777
26/06/2012,135.33,0.008683123
25/06/2012,134.16,-0.021750406
22/06/2012,137.11,0.032165215
21/06/2012,132.77,-0.03682214
20/06/2012,137.75,-0.001885698
19/06/2012,138.01,0.008806141
18/06/2012,136.8,0.016509809
15/06/2012,134.56,0.039410981
14/06/2012,129.36,0.015817074
13/06/2012,127.33,-0.025203924
12/06/2012,130.58,0.000919399
11/06/2012,130.46,-0.045184686
08/06/2012,136.49,0.006837005
07/06/2012,135.56,-0.010420583
06/06/2012,136.98,0.023937313
05/06/2012,133.74,0.019022313
04/06/2012,131.22,0.00175432
01/06/2012,130.99,-0.056615392
31/05/2012,138.62,-0.016668841
30/05/2012,140.95,-0.033075859
29/05/2012,145.69,-0.00895151
25/05/2012,147,0.005388642
24/05/2012,146.21,-0.02964977
23/05/2012,150.61,0.007731825
22/05/2012,149.45,0.002680069
21/05/2012,149.05,0.023556056
18/05/2012,145.58,0.084379616
17/05/2012,133.8,-0.020564376
16/05/2012,136.58,-0.011067537
15/05/2012,138.1,0.011287212
14/05/2012,136.55,-0.008967362
11/05/2012,137.78,0.017129472
10/05/2012,135.44,-0.095283331
09/05/2012,148.98,0.02006847
08/05/2012,146.02,-0.039017875
07/05/2012,151.83,-0.004993112
04/05/2012,152.59,-0.031797848
03/05/2012,157.52,-0.008974338
02/05/2012,158.94,0.013045591
01/05/2012,156.88,0.007357443
30/04/2012,155.73,-0.005954113
27/04/2012,156.66,0.002940615
26/04/2012,156.2,0.035846132
25/04/2012,150.7,0.004789154
24/04/2012,149.98,-0.032923165
23/04/2012,155,-0.012183543
20/04/2012,156.9,-0.016874038
19/04/2012,159.57,0.005845213
18/04/2012,158.64,0.015692327
17/04/2012,156.17,0.007971755
16/04/2012,154.93,-0.028255141
13/04/2012,159.37,0.006736576
12/04/2012,158.3,0.001390733
11/04/2012,158.08,0.027903417
10/04/2012,153.73,-0.024354617
09/04/2012,157.52,0.003051884
05/04/2012,157.04,0.008697932
04/04/2012,155.68,-0.016815683
03/04/2012,158.32,0.007226656
02/04/2012,157.18,0.017132826
30/03/2012,154.51,-0.012221946
29/03/2012,156.41,0.015138628
28/03/2012,154.06,0.00364157
27/03/2012,153.5,-0.024708502
26/03/2012,157.34,0.022106028
23/03/2012,153.9,0.006911418
22/03/2012,152.84,-0.009960696
21/03/2012,154.37,0.022138709
20/03/2012,150.99,0.006978395
19/03/2012,149.94,-0.009624075
16/03/2012,151.39,-0.006846186
15/03/2012,152.43,0.00539404
14/03/2012,151.61,-0.004278152
13/03/2012,152.26,0.034001205
12/03/2012,147.17,-0.001765106
09/03/2012,147.43,0.00919907
08/03/2012,146.08,0.018098166
07/03/2012,143.46,0.019497362
06/03/2012,140.69,-0.009831391
05/03/2012,142.08,-0.011963623
02/03/2012,143.79,-0.0082419
01/03/2012,144.98,0.012632916
29/02/2012,143.16,-0.002093365
28/02/2012,143.46,0.000767058
27/02/2012,143.35,-0.002020977
24/02/2012,143.64,0.086252191
23/02/2012,131.77,0.028480989
22/02/2012,128.07,0.003598252
21/02/2012,127.61,-0.012150628
17/02/2012,129.17,-0.019776821
16/02/2012,131.75,0.008613843
15/02/2012,130.62,-0.007474674
14/02/2012,131.6,-0.004775812
13/02/2012,132.23,0.029080961
10/02/2012,128.44,0.022280001
09/02/2012,125.61,0.014514508
08/02/2012,123.8,0.008110345
07/02/2012,122.8,-0.003495512
06/02/2012,123.23,-0.007035164
03/02/2012,124.1,0.048032997
02/02/2012,118.28,-0.008754265
01/02/2012,119.32,0.021345889
31/01/2012,116.8,0.010586663
30/01/2012,115.57,-0.008872867
27/01/2012,116.6,0.003264327
26/01/2012,116.22,-0.016385415
25/01/2012,118.14,0.005176742
24/01/2012,117.53,0.023937771
23/01/2012,114.75,0.004892121
20/01/2012,114.19,-0.002798428
19/01/2012,114.51,0.061312571
18/01/2012,107.7,0.04035785
17/01/2012,103.44,-0.004437164
13/01/2012,103.9,-0.016986762
12/01/2012,105.68,-0.001323877
11/01/2012,105.82,0.00978119
10/01/2012,104.79,0.039316147
09/01/2012,100.75,-0.003072199
06/01/2012,101.06,0.022920485
05/01/2012,98.77,0.013146686
04/01/2012,97.48,-0.037451528
03/01/2012,101.2,-0.002565875
30/12/2011,101.46,-0.007169193
29/12/2011,102.19,0.020364484
28/12/2011,100.13,-0.001596647
27/12/2011,100.29,0.02289445
23/12/2011,98.02,-0.02339288
22/12/2011,100.34,0.013141585
21/12/2011,99.03,-0.052040264
20/12/2011,104.32,0.008181383
19/12/2011,103.47,-0.034107709
16/12/2011,107.06,0.00327455
15/12/2011,106.71,-0.015436423
14/12/2011,108.37,-0.044752619
13/12/2011,113.33,-0.023889541
12/12/2011,116.07,-0.065119898
09/12/2011,123.88,0.026585346
08/12/2011,120.63,-0.016117445
07/12/2011,122.59,-0.005937149
06/12/2011,123.32,-0.013611131
05/12/2011,125.01,0.0439065
02/12/2011,119.64,0.010587444
01/12/2011,118.38,-0.000337838
30/11/2011,118.42,0.068407958
29/11/2011,110.59,-0.00532084
28/11/2011,111.18,0.057857048
25/11/2011,104.93,-0.008162536
23/11/2011,105.79,-0.02298737
22/11/2011,108.25,-0.033876917
21/11/2011,111.98,-0.012865623
18/11/2011,113.43,-0.105810031
17/11/2011,126.09,-0.043986148
16/11/2011,131.76,-0.036074861
15/11/2011,136.6,0.022805668
14/11/2011,133.52,0.027717329
11/11/2011,129.87,0.015989164
10/11/2011,127.81,-0.007327753
09/11/2011,128.75,-0.040936939
08/11/2011,134.13,0.005907222
07/11/2011,133.34,0.015189018
04/11/2011,131.33,-0.013011758
03/11/2011,133.05,0.024422074
02/11/2011,129.84,-0.003920217
01/11/2011,130.35,-0.021403367
31/10/2011,133.17,-0.043854113
28/10/2011,139.14,0.042428382
27/10/2011,133.36,0.07632537
26/10/2011,123.56,-0.047417226
25/10/2011,129.56,-0.022664941
24/10/2011,132.53,0.024751092
21/10/2011,129.29,0.01253081
20/10/2011,127.68,0.002430897
19/10/2011,127.37,-0.016893477
18/10/2011,129.54,0.022009786
17/10/2011,126.72,-0.039305694
14/10/2011,131.8,0.017218715
13/10/2011,129.55,0.017834669
12/10/2011,127.26,-0.00258976
11/10/2011,127.59,0.014685247
10/10/2011,125.73,0.038676838
07/10/2011,120.96,-0.008561132
06/10/2011,122,0.039712637
05/10/2011,117.25,-0.002980628
04/10/2011,117.6,0.049594059
03/10/2011,111.91,-0.020956601
30/09/2011,114.28,-0.045083117
29/09/2011,119.55,-0.01048437
28/09/2011,120.81,-0.032092671
27/09/2011,124.75,0.029034691
26/09/2011,121.18,0.007288421
23/09/2011,120.3,0.024912919
22/09/2011,117.34,-0.076509576
21/09/2011,126.67,-0.01364299
20/09/2011,128.41,-0.058014678
19/09/2011,136.08,-0.00352113
16/09/2011,136.56,0.032296877
15/09/2011,132.22,0.014167348
14/09/2011,130.36,0.029425335
13/09/2011,126.58,0.022691929
12/09/2011,123.74,0.004130062
09/09/2011,123.23,-0.013380822
08/09/2011,124.89,-0.004553633
07/09/2011,125.46,0.036775117
06/09/2011,120.93,-0.021919582
02/09/2011,123.61,-0.027055639
01/09/2011,127,-0.013685453
31/08/2011,128.75,0.041955323
30/08/2011,123.46,-0.024957302
29/08/2011,126.58,0.074436186
26/08/2011,117.5,0.043751814
25/08/2011,112.47,-0.034517822
24/08/2011,116.42,-0.019057919
23/08/2011,118.66,0.067994117
22/08/2011,110.86,-0.001262057
19/08/2011,111,-0.027194424
18/08/2011,114.06,-0.102014577
17/08/2011,126.31,-0.052887305
16/08/2011,133.17,-0.031051508
15/08/2011,137.37,0.024241379
12/08/2011,134.08,-0.00349924
11/08/2011,134.55,0.048110351
10/08/2011,128.23,-0.032832588
09/08/2011,132.51,0.058904534
08/08/2011,124.93,-0.082619292
05/08/2011,135.69,0.00191797
04/08/2011,135.43,-0.061219499
03/08/2011,143.98,0.00501324
02/08/2011,143.26,-0.016613978
01/08/2011,145.66,0.006543399
29/07/2011,144.71,-0.009559579
28/07/2011,146.1,0.004871532
27/07/2011,145.39,-0.042814643
26/07/2011,151.75,0.01406885
25/07/2011,149.63,-0.005199318
22/07/2011,150.41,0.022320254
21/07/2011,147.09,-0.051347681
20/07/2011,154.84,-0.028522433
19/07/2011,159.32,0.042898066
18/07/2011,152.63,-0.011529946
15/07/2011,154.4,0.025716453
14/07/2011,150.48,-0.015823115
13/07/2011,152.88,0.013035934
12/07/2011,150.9,-0.010088108
11/07/2011,152.43,-0.027436208
08/07/2011,156.67,-0.009275797
07/07/2011,158.13,0.011704224
06/07/2011,156.29,0.015085381
05/07/2011,153.95,0.030067538
01/07/2011,149.39,0.002748267
30/06/2011,148.98,0.018494583
29/06/2011,146.25,-0.007628945
28/06/2011,147.37,0.015592192
27/06/2011,145.09,0.014229928
24/06/2011,143.04,-0.010016778
23/06/2011,144.48,0.016258252
22/06/2011,142.15,-0.012374752
21/06/2011,143.92,0.031551476
20/06/2011,139.45,-0.000573518
17/06/2011,139.53,0.016256996
16/06/2011,137.28,-0.015755186
15/06/2011,139.46,-0.008283395
14/06/2011,140.62,0.02535063
13/06/2011,137.1,-0.023072401
10/06/2011,140.3,-0.010775661
09/06/2011,141.82,0.010918223
08/06/2011,140.28,-0.012468283
07/06/2011,142.04,-0.005546404
06/06/2011,142.83,-0.015009663
03/06/2011,144.99,-0.022167807
02/06/2011,148.24,0.016733946
01/06/2011,145.78,-0.04349095
31/05/2011,152.26,0.006324965
27/05/2011,151.3,-0.014826749
26/05/2011,153.56,0.017275217
25/05/2011,150.93,0.002188838
24/05/2011,150.6,0.035826745
23/05/2011,145.3,-0.008975429
20/05/2011,146.61,0.07651915
19/05/2011,135.81,0.011553117
18/05/2011,134.25,0.031554088
17/05/2011,130.08,0.008647367
16/05/2011,128.96,-0.045105611
13/05/2011,134.91,-0.004289947
12/05/2011,135.49,0.008226229
11/05/2011,134.38,-0.007340163
10/05/2011,135.37,0.019845474
09/05/2011,132.71,0.002943065
06/05/2011,132.32,0.010254942
05/05/2011,130.97,-0.005330503
04/05/2011,131.67,-0.01500047
03/05/2011,133.66,-0.018751707
02/05/2011,136.19,-0.017541117
29/04/2011,138.6,0.005425949
28/04/2011,137.85,-0.00845167
27/04/2011,139.02,0.01019421
26/04/2011,137.61,-0.008682494
25/04/2011,138.81,-0.007607328
21/04/2011,139.87,-0.015676859
20/04/2011,142.08,0.084787194
19/04/2011,130.53,-0.012637196
18/04/2011,132.19,-0.01158256
15/04/2011,133.73,0.005323349
14/04/2011,133.02,-0.010172115
13/04/2011,134.38,0.011676779
12/04/2011,132.82,-0.013461166
11/04/2011,134.62,-0.000222825
08/04/2011,134.65,0.005137571
07/04/2011,133.96,0.019066857
06/04/2011,131.43,-0.016450718
05/04/2011,133.61,-0.00373525
04/04/2011,134.11,-7.45629E-05
01/04/2011,134.12,0.004034372
31/03/2011,133.58,-0.006789298
30/03/2011,134.49,0.054158104
29/03/2011,127.4,-0.004620393
28/03/2011,127.99,0.004228005
25/03/2011,127.45,-0.014024383
24/03/2011,129.25,0.056744346
23/03/2011,122.12,0.005172213
22/03/2011,121.49,-0.023830984
21/03/2011,124.42,0.036087866
18/03/2011,120.01,-0.019147238
17/03/2011,122.33,-0.014848745
16/03/2011,124.16,-0.011133029
15/03/2011,125.55,0.004870464
14/03/2011,124.94,-0.023180501
11/03/2011,127.87,0.005253472
10/03/2011,127.2,-0.004001418
09/03/2011,127.71,0.003058466
08/03/2011,127.32,-0.005482899
07/03/2011,128.02,-0.015117153
04/03/2011,129.97,-0.000769112
03/03/2011,130.07,0.015964381
02/03/2011,128.01,-0.000312427
01/03/2011,128.05,-0.032424475
28/02/2011,132.27,-0.048404875
25/02/2011,138.83,0.03302515
24/02/2011,134.32,0.007097792
23/02/2011,133.37,-0.025027221
22/02/2011,136.75,-0.045249473
18/02/2011,143.08,0.015069646
17/02/2011,140.94,-0.012760581
16/02/2011,142.75,0.001823027
15/02/2011,142.49,0.001896667
14/02/2011,142.22,0.005004768
11/02/2011,141.51,0.025406598
10/02/2011,137.96,0.025771405
09/02/2011,134.45,-0.013665956
08/02/2011,136.3,-0.004392394
07/02/2011,136.9,-0.007640568
04/02/2011,137.95,0.027783648
03/02/2011,134.17,-0.006759543
02/02/2011,135.08,0.025796271
01/02/2011,131.64,0.019173837
31/01/2011,129.14,-0.018945917
