Date,Close,FE
06/09/2013,36.99,0.011692859
05/09/2013,36.56,-0.005999473
04/09/2013,36.78,-0.004340756
03/09/2013,36.94,-0.014245638
30/08/2013,37.47,0.002939999
29/08/2013,37.36,-0.007732341
28/08/2013,37.65,0.002127095
27/08/2013,37.57,-0.006896579
26/08/2013,37.83,-0.007898935
23/08/2013,38.13,-0.001310444
22/08/2013,38.18,0.016372164
21/08/2013,37.56,0.008824766
20/08/2013,37.23,0.022820876
19/08/2013,36.39,-0.011475536
16/08/2013,36.81,-0.008386361
15/08/2013,37.12,-0.001615074
14/08/2013,37.18,0.005664209
13/08/2013,36.97,-0.009958365
12/08/2013,37.34,-0.014885974
09/08/2013,37.9,-0.01336673
08/08/2013,38.41,0.005220581
07/08/2013,38.21,0.005247978
06/08/2013,38.01,0.025850873
05/08/2013,37.04,-0.029002964
02/08/2013,38.13,-0.003142186
01/08/2013,38.25,0.00471699
31/07/2013,38.07,-0.031797948
30/07/2013,39.3,0.003058106
29/07/2013,39.18,0.006915126
26/07/2013,38.91,0.016846323
25/07/2013,38.26,0.000522876
24/07/2013,38.24,-0.024029059
23/07/2013,39.17,-0.000255265
22/07/2013,39.18,0.006658155
19/07/2013,38.92,-0.004358422
18/07/2013,39.09,0.017028275
17/07/2013,38.43,0.002605525
16/07/2013,38.33,-0.003125817
15/07/2013,38.45,0.026351986
12/07/2013,37.45,0.002941572
11/07/2013,37.34,0.014295591
10/07/2013,36.81,0
09/07/2013,36.81,0.008183352
08/07/2013,36.51,0.018242629
05/07/2013,35.85,-0.008609968
03/07/2013,36.16,0
02/07/2013,36.16,-0.00413965
01/07/2013,36.31,-0.027971953
28/06/2013,37.34,0.006448169
27/06/2013,37.1,0.001078749
26/06/2013,37.06,0.003513992
25/06/2013,36.93,0.014180767
24/06/2013,36.41,-0.002742733
21/06/2013,36.51,0.005217642
20/06/2013,36.32,-0.024477697
19/06/2013,37.22,-0.027297309
18/06/2013,38.25,0.002617803
17/06/2013,38.15,-0.004707122
14/06/2013,38.33,-0.006501128
13/06/2013,38.58,0.018574766
12/06/2013,37.87,-0.01831553
11/06/2013,38.57,-0.009033485
10/06/2013,38.92,-0.000513743
07/06/2013,38.94,0.001027749
06/06/2013,38.9,0.00567158
05/06/2013,38.68,-0.010032238
04/06/2013,39.07,-0.002300909
03/06/2013,39.16,0.003837794
31/05/2013,39.01,-0.002048656
30/05/2013,39.09,-0.003320141
29/05/2013,39.22,-0.016186494
28/05/2013,39.86,-0.066950312
24/05/2013,42.62,-0.008643904
23/05/2013,42.99,-0.011793408
22/05/2013,43.5,-0.008469777
21/05/2013,43.87,0.01307808
20/05/2013,43.3,-0.011024457
17/05/2013,43.78,0.015654095
16/05/2013,43.1,-0.002317498
15/05/2013,43.2,0.0104713
14/05/2013,42.75,0.002107482
13/05/2013,42.66,-0.005843186
10/05/2013,42.91,0.003034195
09/05/2013,42.78,-0.019903457
08/05/2013,43.64,-0.010485621
07/05/2013,44.1,-0.001812416
06/05/2013,44.18,-0.018168045
03/05/2013,44.99,-0.023504652
02/05/2013,46.06,-0.004765008
01/05/2013,46.28,-0.006890639
30/04/2013,46.6,0.006026708
29/04/2013,46.32,-0.003448279
26/04/2013,46.48,0.003880151
25/04/2013,46.3,0.002811725
24/04/2013,46.17,0.005647278
23/04/2013,45.91,0.001089681
22/04/2013,45.86,0.00458967
19/04/2013,45.65,0.000876616
18/04/2013,45.61,0.007261557
17/04/2013,45.28,-0.011418657
16/04/2013,45.8,0.016511107
15/04/2013,45.05,-0.014762855
12/04/2013,45.72,0.005483071
11/04/2013,45.47,0.006398257
10/04/2013,45.18,0.010457321
09/04/2013,44.71,0.006957721
08/04/2013,44.4,0.00700647
05/04/2013,44.09,0.024335453
04/04/2013,43.03,0.023989862
03/04/2013,42.01,-0.000951701
02/04/2013,42.05,0.00023784
01/04/2013,42.04,-0.003798675
28/03/2013,42.2,0.013118852
27/03/2013,41.65,0.009650256
26/03/2013,41.25,0.011949904
25/03/2013,40.76,-0.002205613
22/03/2013,40.85,-0.015304562
21/03/2013,41.48,-0.01126705
20/03/2013,41.95,0.008378266
19/03/2013,41.6,-0.003599284
18/03/2013,41.75,-0.008348289
15/03/2013,42.1,0.010026343
14/03/2013,41.68,0.008916796
13/03/2013,41.31,0.003394766
12/03/2013,41.17,0
11/03/2013,41.17,0.006579773
08/03/2013,40.9,0.003428855
07/03/2013,40.76,0.006399234
06/03/2013,40.5,0.010923644
05/03/2013,40.06,0.005005015
04/03/2013,39.86,0.009072643
01/03/2013,39.5,0.000506457
28/02/2013,39.48,0.000760167
27/02/2013,39.45,0.014039797
26/02/2013,38.9,-0.016824256
25/02/2013,39.56,-0.024470634
22/02/2013,40.54,0.015912817
21/02/2013,39.9,-0.016406035
20/02/2013,40.56,-0.012739026
19/02/2013,41.08,0.012492508
15/02/2013,40.57,0.001973847
14/02/2013,40.49,-0.004681541
13/02/2013,40.68,0.004434597
12/02/2013,40.5,0.00619197
11/02/2013,40.25,0.00074562
08/02/2013,40.22,0.001741944
07/02/2013,40.15,0.005244112
06/02/2013,39.94,0.009307073
05/02/2013,39.57,-0.010057917
04/02/2013,39.97,-0.012925857
01/02/2013,40.49,0
31/01/2013,40.49,0.006690646
30/01/2013,40.22,-0.009403682
29/01/2013,40.6,0.01264114
28/01/2013,40.09,-0.004479848
25/01/2013,40.27,0.008729323
24/01/2013,39.92,0.015652933
23/01/2013,39.3,-0.015151805
22/01/2013,39.9,0.000250658
18/01/2013,39.89,0.012106075
17/01/2013,39.41,0.001015486
16/01/2013,39.37,-0.012620056
15/01/2013,39.87,0.009576686
14/01/2013,39.49,-0.010078191
11/01/2013,39.89,-0.005749297
10/01/2013,40.12,-0.002489421
09/01/2013,40.22,-0.026740217
08/01/2013,41.31,-0.004347833
07/01/2013,41.49,-0.012455251
04/01/2013,42.01,-0.000713861
03/01/2013,42.04,0.001428232
02/01/2013,41.98,0.005254371
31/12/2012,41.76,0.013986242
28/12/2012,41.18,-0.011348667
27/12/2012,41.65,-0.000480077
26/12/2012,41.67,-0.001918006
24/12/2012,41.75,0.003358928
21/12/2012,41.61,0.001683705
20/12/2012,41.54,0.000963391
19/12/2012,41.5,-0.000240935
18/12/2012,41.51,0.006768215
17/12/2012,41.23,0.011464938
14/12/2012,40.76,0.000981836
13/12/2012,40.72,-0.011718884
12/12/2012,41.2,-0.007255171
11/12/2012,41.5,-0.001204094
10/12/2012,41.55,0.00240964
07/12/2012,41.45,-0.002650285
06/12/2012,41.56,-0.011007529
05/12/2012,42.02,0.007404787
04/12/2012,41.71,-0.013573253
03/12/2012,42.28,-0.004248295
30/11/2012,42.46,-0.000470921
29/11/2012,42.48,-0.000470699
28/11/2012,42.5,0.012548999
27/11/2012,41.97,0.004776699
26/11/2012,41.77,0.016900451
23/11/2012,41.07,-0.003160328
21/11/2012,41.2,-0.005808342
20/11/2012,41.44,-0.002891568
19/11/2012,41.56,0.004582186
