Date,Close,EQR
30/03/2010,39.49,0.003297403
29/03/2010,39.36,0.000254097
26/03/2010,39.35,-0.003804697
25/03/2010,39.5,0.003296567
24/03/2010,39.37,-0.004308713
23/03/2010,39.54,-0.00277813
22/03/2010,39.65,0.008612009
19/03/2010,39.31,-0.00835977
18/03/2010,39.64,-0.00678821
17/03/2010,39.91,0.013622814
16/03/2010,39.37,0.03252739
15/03/2010,38.11,0.001050144
12/03/2010,38.07,-0.00183703
11/03/2010,38.14,-0.007054242
10/03/2010,38.41,0.002867946
09/03/2010,38.3,0.017914072
08/03/2010,37.62,0.00934711
05/03/2010,37.27,0.032450018
04/03/2010,36.08,0.006674107
03/03/2010,35.84,-0.00778214
02/03/2010,36.12,0.000553863
01/03/2010,36.1,0.00055417
26/02/2010,36.08,-0.004424786
25/02/2010,36.24,0.003593646
24/02/2010,36.11,0.011419147
23/02/2010,35.7,-0.006143555
22/02/2010,35.92,0.012888943
19/02/2010,35.46,0.011059236
18/02/2010,35.07,0.013492382
17/02/2010,34.6,0.006087858
16/02/2010,34.39,0.035215949
12/02/2010,33.2,0.013341617
11/02/2010,32.76,0.015380186
10/02/2010,32.26,-0.00433035
09/02/2010,32.4,-0.001233806
08/02/2010,32.44,-0.016205828
05/02/2010,32.97,0.007611545
04/02/2010,32.72,0.010754444
03/02/2010,32.37,-0.029825704
02/02/2010,33.35,0.01754431
01/02/2010,32.77,0.022216279
29/01/2010,32.05,-0.00715066
28/01/2010,32.28,-0.004944386
27/01/2010,32.44,0.018040925
26/01/2010,31.86,-0.001881468
25/01/2010,31.92,-0.000313234
22/01/2010,31.93,-0.03083809
21/01/2010,32.93,-0.025188738
20/01/2010,33.77,-0.019064956
19/01/2010,34.42,0.030980498
15/01/2010,33.37,-0.011323125
14/01/2010,33.75,-0.001776199
13/01/2010,33.81,0.031243154
12/01/2010,32.77,-0.014541304
11/01/2010,33.25,-0.003003005
08/01/2010,33.35,-0.012811139
07/01/2010,33.78,0.009518216
06/01/2010,33.46,0.005694606
05/01/2010,33.27,-0.00389981
04/01/2010,33.4,-0.011313011
31/12/2009,33.78,-0.03462164
30/12/2009,34.97,-0.000571755
29/12/2009,34.99,-0.028456632
28/12/2009,36,0.019919301
24/12/2009,35.29,0.010539907
23/12/2009,34.92,0.021126527
22/12/2009,34.19,0.018300393
21/12/2009,33.57,0.029013821
18/12/2009,32.61,0.023581608
17/12/2009,31.85,-0.018046538
16/12/2009,32.43,0.003397687
15/12/2009,32.32,-0.011994608
14/12/2009,32.71,0.018201952
11/12/2009,32.12,0.019173933
10/12/2009,31.51,-0.006642441
09/12/2009,31.72,-0.003147626
08/12/2009,31.82,-0.010006337
07/12/2009,32.14,-0.027617588
04/12/2009,33.04,0.025131571
03/12/2009,32.22,-0.01997301
02/12/2009,32.87,0.011935872
01/12/2009,32.48,0.008347552
30/11/2009,32.21,0.041197207
27/11/2009,30.91,-0.024921418
25/11/2009,31.69,0.006331139
24/11/2009,31.49,-0.020431325
