Date,Close,AAPL
20/02/2013,448.85,-0.024515994
19/02/2013,459.99,-0.000369505
15/02/2013,460.16,-0.013876673
14/02/2013,466.59,-0.000899743
13/02/2013,467.01,-0.001903927
12/02/2013,467.9,-0.025385662
11/02/2013,479.93,0.010367562
08/02/2013,474.98,0.014334427
07/02/2013,468.22,0.023489309
06/02/2013,457.35,-0.001070816
05/02/2013,457.84,0.034486176
04/02/2013,442.32,-0.025226241
01/02/2013,453.62,-0.004113919
31/01/2013,455.49,-0.002937568
30/01/2013,456.83,-0.0031472
29/01/2013,458.27,0.018588796
28/01/2013,449.83,0.022367771
25/01/2013,439.88,-0.023856115
24/01/2013,450.5,-0.131884643
23/01/2013,514.01,0.018139841
22/01/2013,504.77,0.009494782
18/01/2013,500,-0.005345686
17/01/2013,502.68,-0.006760734
16/01/2013,506.09,0.040670518
15/01/2013,485.92,-0.032057986
14/01/2013,501.75,-0.036303581
11/01/2013,520.3,-0.006150564
10/01/2013,523.51,0.012319853
09/01/2013,517.1,-0.015752285
08/01/2013,525.31,0.002687738
07/01/2013,523.9,-0.005899722
04/01/2013,527,-0.028249938
03/01/2013,542.1,-0.012702599
02/01/2013,549.03,0.031190098
31/12/2012,532.17,0.043356506
28/12/2012,509.59,-0.010676918
27/12/2012,515.06,0.004007554
26/12/2012,513,-0.013879836
24/12/2012,520.17,0.001616162
21/12/2012,519.33,-0.004610693
20/12/2012,521.73,-0.00874018
19/12/2012,526.31,-0.014318163
18/12/2012,533.9,0.028632279
17/12/2012,518.83,0.0175774
14/12/2012,509.79,-0.038293054
13/12/2012,529.69,-0.017423641
12/12/2012,539,-0.004424335
11/12/2012,541.39,0.02160258
10/12/2012,529.82,-0.006453031
07/12/2012,533.25,-0.025897106
06/12/2012,547.24,0.015561578
05/12/2012,538.79,-0.066521326
04/12/2012,575.85,-0.017796759
03/12/2012,586.19,0.001553604
30/11/2012,585.28,-0.006946837
29/11/2012,589.36,0.010952937
28/11/2012,582.94,-0.003151443
27/11/2012,584.78,-0.008089901
26/11/2012,589.53,0.031061126
23/11/2012,571.5,0.017296584
21/11/2012,561.7,0.001407435
20/11/2012,560.91,-0.008556468
19/11/2012,565.73,0.069626893
16/11/2012,527.68,0.003911521
15/11/2012,525.62,-0.021196088
14/11/2012,536.88,-0.011150535
13/11/2012,542.9,0.000128946
12/11/2012,542.83,-0.00776229
09/11/2012,547.06,0.017164717
08/11/2012,537.75,-0.036965194
07/11/2012,558,-0.043570901
06/11/2012,582.85,-0.0030322
05/11/2012,584.62,0.013466478
02/11/2012,576.8,-0.033650711
01/11/2012,596.54,0.002047221
31/10/2012,595.32,-0.014475122
26/10/2012,604,-0.009130376
25/10/2012,609.54,-0.011888885
24/10/2012,616.83,0.00564142
23/10/2012,613.36,-0.033144233
22/10/2012,634.03,0.038899644
19/10/2012,609.84,-0.036704912
18/10/2012,632.64,-0.018743943
17/10/2012,644.61,-0.008003751
16/10/2012,649.79,0.023402259
15/10/2012,634.76,0.007987579
12/10/2012,629.71,0.002560006
11/10/2012,628.1,-0.020189652
10/10/2012,640.91,0.007926355
09/10/2012,635.85,-0.003642019
08/10/2012,638.17,-0.022344355
05/10/2012,652.59,-0.02154109
04/10/2012,666.8,-0.006949402
03/10/2012,671.45,0.015216837
02/10/2012,661.31,0.002907551
01/10/2012,659.39,-0.011624794
28/09/2012,667.1,-0.021092133
27/09/2012,681.32,0.023974412
26/09/2012,665.18,-0.012489705
25/09/2012,673.54,-0.025288485
24/09/2012,690.79,-0.013373028
21/09/2012,700.09,0.001987433
20/09/2012,698.7,-0.004854378
19/09/2012,702.1,0.000270653
18/09/2012,701.91,0.003039191
17/09/2012,699.78,0.012221048
14/09/2012,691.28,0.012079375
13/09/2012,682.98,0.019501346
12/09/2012,669.79,0.013830855
11/09/2012,660.59,-0.003249381
10/09/2012,662.74,-0.026356891
07/09/2012,680.44,0.006147243
06/09/2012,676.27,0.008971468
05/09/2012,670.23,-0.007047308
04/09/2012,674.97,0.014520368
31/08/2012,665.24,0.002061531
30/08/2012,663.87,-0.014357104
29/08/2012,673.47,-0.001972899
28/08/2012,674.8,-0.001303241
27/08/2012,675.68,0.018612831
24/08/2012,663.22,0.000889995
23/08/2012,662.63,-0.009372956
22/08/2012,668.87,0.019337473
21/08/2012,656.06,-0.013760331
20/08/2012,665.15,0.025952144
17/08/2012,648.11,0.018327423
16/08/2012,636.34,0.008696599
15/08/2012,630.83,-0.001362355
14/08/2012,631.69,0.002678948
13/08/2012,630,0.013262158
10/08/2012,621.7,0.001561456
09/08/2012,620.73,0.001402559
08/08/2012,619.86,-0.001692498
07/08/2012,620.91,-0.002637803
06/08/2012,622.55,0.011064114
03/08/2012,615.7,0.012930404
02/08/2012,607.79,0.0016137
01/08/2012,606.81,-0.006488356
31/07/2012,610.76,0.026092259
30/07/2012,595.03,0.01672651
27/07/2012,585.16,0.017723991
26/07/2012,574.88,-0.000156542
25/07/2012,574.97,-0.044143949
24/07/2012,600.92,-0.004830887
23/07/2012,603.83,-0.000778062
20/07/2012,604.3,-0.016445202
19/07/2012,614.32,0.013207028
18/07/2012,606.26,-0.001121002
17/07/2012,606.94,4.94295E-05
16/07/2012,606.91,0.00320164
13/07/2012,604.97,0.010084231
12/07/2012,598.9,-0.009191226
11/07/2012,604.43,-0.006234352
10/07/2012,608.21,-0.009295542
09/07/2012,613.89,0.013133812
06/07/2012,605.88,-0.006678645
05/07/2012,609.94,0.017414754
03/07/2012,599.41,0.01156121
02/07/2012,592.52,0.014483645
29/06/2012,584,0.025932679
28/06/2012,569.05,-0.009531794
27/06/2012,574.5,0.00430866
26/06/2012,572.03,0.002205111
25/06/2012,570.77,-0.019655928
22/06/2012,582.1,0.007639483
21/06/2012,577.67,-0.013873234
20/06/2012,585.74,-0.002847038
19/06/2012,587.41,0.00277875
18/06/2012,585.78,0.020088441
15/06/2012,574.13,0.004538876
14/06/2012,571.53,-0.001101697
13/06/2012,572.16,-0.006966727
12/06/2012,576.16,0.008698511
11/06/2012,571.17,-0.015892787
08/06/2012,580.32,0.014930314
07/06/2012,571.72,0.000454872
06/06/2012,571.46,0.015216861
05/06/2012,562.83,-0.002590675
04/06/2012,564.29,0.005865224
01/06/2012,560.99,-0.029403551
31/05/2012,577.73,-0.002489413
30/05/2012,579.17,0.011985136
29/05/2012,572.27,0.017593177
25/05/2012,562.29,-0.005374211
24/05/2012,565.32,-0.009226392
23/05/2012,570.56,0.024106956
22/05/2012,556.97,-0.007708511
21/05/2012,561.28,0.056626159
18/05/2012,530.38,0.000490335
17/05/2012,530.12,-0.029662089
16/05/2012,546.08,-0.012899883
15/05/2012,553.17,-0.009087782
14/05/2012,558.22,-0.015094559
11/05/2012,566.71,-0.006700517
10/05/2012,570.52,0.002351497
09/05/2012,569.18,0.001758459
08/05/2012,568.18,-0.002285394
07/05/2012,569.48,0.007455553
04/05/2012,565.25,-0.02889301
03/05/2012,581.82,-0.007124538
02/05/2012,585.98,0.006591869
01/05/2012,582.13,-0.003172945
30/04/2012,583.98,-0.032050461
27/04/2012,603,-0.007764142
26/04/2012,607.7,-0.003777618
25/04/2012,610,0.085022298
24/04/2012,560.28,-0.020177719
23/04/2012,571.7,-0.002236434
20/04/2012,572.98,-0.024923301
19/04/2012,587.44,-0.034959823
18/04/2012,608.34,-0.002233097
17/04/2012,609.7,0.049714817
16/04/2012,580.13,-0.042356335
13/04/2012,605.23,-0.028568718
12/04/2012,622.77,-0.00549254
11/04/2012,626.2,-0.003570749
10/04/2012,628.44,-0.012319575
09/04/2012,636.23,0.004016038
05/04/2012,633.68,0.014897055
04/04/2012,624.31,-0.007992831
03/04/2012,629.32,0.017132516
02/04/2012,618.63,0.031327982
30/03/2012,599.55,-0.017050049
29/03/2012,609.86,-0.012643959
28/03/2012,617.62,0.005097
27/03/2012,614.48,0.01228054
26/03/2012,606.98,0.018171285
23/03/2012,596.05,-0.005504494
22/03/2012,599.34,-0.005258616
21/03/2012,602.5,-0.005726312
20/03/2012,605.96,0.008052667
19/03/2012,601.1,0.026175578
16/03/2012,585.57,1.70775E-05
15/03/2012,585.56,-0.006841765
14/03/2012,589.58,0.037112959
13/03/2012,568.1,0.028749413
12/03/2012,552,0.012450374
09/03/2012,545.17,0.005850122
08/03/2012,541.99,0.021069504
07/03/2012,530.69,0.000810594
06/03/2012,530.26,-0.005454114
05/03/2012,533.16,-0.022294449
02/03/2012,545.18,0.001303171
01/03/2012,544.47,0.003735364
29/02/2012,542.44,0.013044672
28/02/2012,535.41,0.018187974
27/02/2012,525.76,0.006392115
24/02/2012,522.41,0.011590426
23/02/2012,516.39,0.006508479
22/02/2012,513.04,-0.003521781
21/02/2012,514.85,0.025036461
17/02/2012,502.12,-0.000179224
16/02/2012,502.21,0.009081152
15/02/2012,497.67,-0.023414134
14/02/2012,509.46,0.013556716
13/02/2012,502.6,0.018433887
10/02/2012,493.42,0.000506796
09/02/2012,493.17,0.034008536
08/02/2012,476.68,0.016605177
07/02/2012,468.83,0.010420334
06/02/2012,463.97,0.0092893
03/02/2012,459.68,0.009969475
02/02/2012,455.12,-0.002348269
01/02/2012,456.19,-0.000635498
31/01/2012,456.48,0.007630687
30/01/2012,453.01,0.012729404
27/01/2012,447.28,0.005942321
26/01/2012,444.63,-0.004555203
25/01/2012,446.66,0.060567253
24/01/2012,420.41,-0.016513314
23/01/2012,427.41,0.016774998
20/01/2012,420.3,-0.017570171
19/01/2012,427.75,-0.003174384
18/01/2012,429.11,0.010330259
17/01/2012,424.7,0.011580809
13/01/2012,419.81,-0.003756543
12/01/2012,421.39,-0.002749012
11/01/2012,422.55,-0.001631611
10/01/2012,423.24,0.003574095
09/01/2012,421.73,-0.001587434
06/01/2012,422.4,0.010399532
05/01/2012,418.03,0.011040799
04/01/2012,413.44,0.005359732
03/01/2012,411.23,0.015265602
30/12/2011,405,-0.000296252
29/12/2011,405.12,0.006140457
28/12/2011,402.64,-0.009614865
27/12/2011,406.53,0.007902642
23/12/2011,403.33,0.011922125
22/12/2011,398.55,0.005283031
21/12/2011,396.45,0.001261989
20/12/2011,395.95,0.035317745
19/12/2011,382.21,0.003118329
16/12/2011,381.02,0.005473986
15/12/2011,378.94,-0.003293247
14/12/2011,380.19,-0.022419665
13/12/2011,388.81,-0.007762801
12/12/2011,391.84,-0.004532384
09/12/2011,393.62,0.00754836
08/12/2011,390.66,0.004026937
07/12/2011,389.09,-0.004768995
06/12/2011,390.95,-0.005255382
05/12/2011,393.01,0.008457844
02/12/2011,389.7,0.004552301
01/12/2011,387.93,0.014880879
30/11/2011,382.2,0.023829563
29/11/2011,373.2,-0.007793772
28/11/2011,376.12,0.033936391
25/11/2011,363.57,-0.009362749
23/11/2011,366.99,-0.025610008
22/11/2011,376.51,0.020120863
21/11/2011,369.01,-0.015942269
18/11/2011,374.94,-0.006566116
17/11/2011,377.41,-0.019313624
16/11/2011,384.77,-0.010496477
15/11/2011,388.83,0.024920244
14/11/2011,379.26,-0.014033848
11/11/2011,384.62,-0.001558766
10/11/2011,385.22,-0.025779775
09/11/2011,395.28,-0.027325127
08/11/2011,406.23,0.016130182
07/11/2011,399.73,-0.001275048
04/11/2011,400.24,-0.007045877
03/11/2011,403.07,0.014141751
02/11/2011,397.41,0.002267232
01/11/2011,396.51,-0.020642448
31/10/2011,404.78,-0.000419893
28/10/2011,404.95,0.000642261
27/10/2011,404.69,0.010157919
26/10/2011,400.6,0.007089474
25/10/2011,397.77,-0.019912548
24/10/2011,405.77,0.032307728
21/10/2011,392.87,-0.006191499
20/10/2011,395.31,-0.008338315
19/10/2011,398.62,-0.057565291
18/10/2011,422.24,0.005342971
17/10/2011,419.99,-0.004774413
14/10/2011,422,0.032684773
13/10/2011,408.43,0.015395927
12/10/2011,402.19,0.004735329
11/10/2011,400.29,0.029098492
10/10/2011,388.81,0.050128473
07/10/2011,369.8,-0.02026382
06/10/2011,377.37,-0.002329214
05/10/2011,378.25,0.015318315
04/10/2011,372.5,-0.005621752
03/10/2011,374.6,-0.017780128
30/09/2011,381.32,-0.023968293
29/09/2011,390.57,-0.016354259
28/09/2011,397.01,-0.005651364
27/09/2011,399.26,-0.009745475
26/09/2011,403.17,-0.002798867
23/09/2011,404.3,0.006152949
22/09/2011,401.82,-0.02535887
21/09/2011,412.14,-0.003173491
20/09/2011,413.45,0.004411701
19/09/2011,411.63,0.027411121
16/09/2011,400.5,0.019005941
15/09/2011,392.96,0.009357571
14/09/2011,389.3,0.012094421
13/09/2011,384.62,0.012242488
12/09/2011,379.94,0.006495758
09/09/2011,377.48,-0.017489482
08/09/2011,384.14,0.000546825
07/09/2011,383.93,0.010973436
06/09/2011,379.74,0.01509733
02/09/2011,374.05,-0.018488634
01/09/2011,381.03,-0.009923566
31/08/2011,384.83,-0.013319419
30/08/2011,389.99,5.12847E-05
29/08/2011,389.97,0.016521609
26/08/2011,383.58,0.02604135
25/08/2011,373.72,-0.006560898
24/08/2011,376.18,0.006882046
23/08/2011,373.6,0.047019784
22/08/2011,356.44,0.001150926
19/08/2011,356.03,-0.027754939
18/08/2011,366.05,-0.038558542
17/08/2011,380.44,-0.000105136
16/08/2011,380.48,-0.007671299
15/08/2011,383.41,0.016886251
12/08/2011,376.99,0.008765325
11/08/2011,373.7,0.02715148
10/08/2011,363.69,-0.027980679
09/08/2011,374.01,0.057219754
08/08/2011,353.21,-0.056176457
05/08/2011,373.62,-0.0099869
04/08/2011,377.37,-0.039488727
03/08/2011,392.57,0.009366911
02/08/2011,388.91,-0.019958405
01/08/2011,396.75,0.015929608
29/07/2011,390.48,-0.003425799
28/07/2011,391.82,-0.00196326
27/07/2011,392.59,-0.027187604
26/07/2011,403.41,0.012245916
25/07/2011,398.5,0.013134819
22/07/2011,393.3,0.015398913
21/07/2011,387.29,0.001007505
20/07/2011,386.9,0.026319031
19/07/2011,376.85,0.008126335
18/07/2011,373.8,0.024042744
15/07/2011,364.92,0.01978783
14/07/2011,357.77,-0.000698529
13/07/2011,358.02,0.011998402
12/07/2011,353.75,-0.000706464
11/07/2011,354,-0.016001238
08/07/2011,359.71,0.007002302
07/07/2011,357.2,0.015346724
06/07/2011,351.76,0.006645869
05/07/2011,349.43,0.017815078
01/07/2011,343.26,0.022359643
30/06/2011,335.67,0.004867788
29/06/2011,334.04,-0.003645604
28/06/2011,335.26,0.009650907
27/06/2011,332.04,0.017285019
24/06/2011,326.35,-0.014842573
23/06/2011,331.23,0.026368835
22/06/2011,322.61,-0.00830367
21/06/2011,325.3,0.031159837
20/06/2011,315.32,-0.01554517
17/06/2011,320.26,-0.015184203
16/06/2011,325.16,-0.004877984
15/06/2011,326.75,-0.01726404
14/06/2011,332.44,0.017723212
13/06/2011,326.6,0.002145595
10/06/2011,325.9,-0.017007057
09/06/2011,331.49,-0.002259956
08/06/2011,332.24,0.000602156
07/06/2011,332.04,-0.017908788
06/06/2011,338.04,-0.015848192
03/06/2011,343.44,-0.007715327
02/06/2011,346.1,0.001706164
01/06/2011,345.51,-0.006692268
31/05/2011,347.83,0.030415047
27/05/2011,337.41,0.007168276
26/05/2011,335,-0.005299366
25/05/2011,336.78,0.013722804
24/05/2011,332.19,-0.006630787
23/05/2011,334.4,-0.002449151
20/05/2011,335.22,-0.015716195
19/05/2011,340.53,0.001940036
18/05/2011,339.87,0.011035452
17/05/2011,336.14,0.008484755
16/05/2011,333.3,-0.02137214
13/05/2011,340.5,-0.017669693
12/05/2011,346.57,-0.001902566
11/05/2011,347.23,-0.006373105
10/05/2011,349.45,0.005308097
09/05/2011,347.6,0.002707921
06/05/2011,346.66,-0.000259587
05/05/2011,346.75,-0.008099769
04/05/2011,349.57,0.0039268
03/05/2011,348.2,0.005529331
02/05/2011,346.28,-0.011056818
29/04/2011,350.13,0.009700455
28/04/2011,346.75,-0.009757575
27/04/2011,350.15,-0.000770801
26/04/2011,350.42,-0.00736395
25/04/2011,353.01,0.006565228
21/04/2011,350.7,0.023922308
20/04/2011,342.41,0.013377241
19/04/2011,337.86,0.017948549
18/04/2011,331.85,0.013317149
15/04/2011,327.46,-0.015033319
14/04/2011,332.42,-0.01109876
13/04/2011,336.13,0.011158927
12/04/2011,332.4,0.0048251
11/04/2011,330.8,-0.012795657
08/04/2011,335.06,-0.008972934
07/04/2011,338.08,0.000118322
06/04/2011,338.04,-0.002511339
05/04/2011,338.89,-0.006763936
04/04/2011,341.19,-0.009828734
01/04/2011,344.56,-0.011398683
31/03/2011,348.51,-0.000344264
30/03/2011,348.63,-0.006661069
29/03/2011,350.96,0.001482749
28/03/2011,350.44,-0.003133995
25/03/2011,351.54,0.018866046
24/03/2011,344.97,0.016897034
23/03/2011,339.19,-0.005908393
22/03/2011,341.2,0.005584144
21/03/2011,339.3,0.025763773
18/03/2011,330.67,-0.011934428
17/03/2011,334.64,0.01393237
16/03/2011,330.01,-0.045667061
15/03/2011,345.43,-0.023263184
14/03/2011,353.56,0.004450436
11/03/2011,351.99,0.015229447
10/03/2011,346.67,-0.016592193
09/03/2011,352.47,-0.009290834
08/03/2011,355.76,0.001124986
07/03/2011,355.36,-0.012972671
04/03/2011,360,0.00122297
03/03/2011,359.56,0.020909035
02/03/2011,352.12,0.008012247
01/03/2011,349.31,-0.011103001
28/02/2011,353.21,0.014400637
25/02/2011,348.16,0.015281613
24/02/2011,342.88,0.00075857
23/02/2011,342.62,0.011772959
22/02/2011,338.61,-0.034682873
18/02/2011,350.56,-0.021838748
17/02/2011,358.3,-0.013390273
16/02/2011,363.13,0.008934682
15/02/2011,359.9,0.002002559
14/02/2011,359.18,0.00650813
11/02/2011,356.85,0.006494351
10/02/2011,354.54,-0.010158639
09/02/2011,358.16,0.008298803
08/02/2011,355.2,0.009390803
07/02/2011,351.88,0.01540739
04/02/2011,346.5,0.008870395
03/02/2011,343.44,-0.002559034
02/02/2011,344.32,-0.002059912
01/02/2011,345.03,0.016687755
31/01/2011,339.32,0.00953488
28/01/2011,336.1,-0.02093377
