Date,Close,CVS
04/04/2014,74.69,-0.00733679
03/04/2014,75.24,0.006266269
02/04/2014,74.77,0.006440382
01/04/2014,74.29,-0.007643349
31/03/2014,74.86,0.008047254
28/03/2014,74.26,0.00175214
27/03/2014,74.13,-0.015659826
26/03/2014,75.3,0.00465891
25/03/2014,74.95,0.008037552
24/03/2014,74.35,-0.008037552
21/03/2014,74.95,0.012891276
20/03/2014,73.99,0.006508498
19/03/2014,73.51,-0.002445653
18/03/2014,73.69,-0.009051058
17/03/2014,74.36,0.021889257
14/03/2014,72.75,0.003442344
13/03/2014,72.5,-0.005227691
12/03/2014,72.88,0.002472868
11/03/2014,72.7,-0.011895949
10/03/2014,73.57,0.001224074
07/03/2014,73.48,0.003544653
06/03/2014,73.22,0.000546448
05/03/2014,73.18,0.001093793
04/03/2014,73.1,0.007001195
03/03/2014,72.59,-0.007548241
28/02/2014,73.14,0.013489537
27/02/2014,72.16,-0.00055417
26/02/2014,72.2,0.00055417
25/02/2014,72.16,0.011008263
24/02/2014,71.37,0.002384795
21/02/2014,71.2,-0.001543752
20/02/2014,71.31,0.017113776
19/02/2014,70.1,-0.003133459
18/02/2014,70.32,0.005990604
14/02/2014,69.9,0.006026708
13/02/2014,69.48,0.013621425
12/02/2014,68.54,-0.003350087
11/02/2014,68.77,0.026970908
10/02/2014,66.94,0.007497411
07/02/2014,66.44,0.004979263
06/02/2014,66.11,0.010186329
05/02/2014,65.44,-0.010186329
04/02/2014,66.11,0.00485217
03/02/2014,65.79,-0.028913706
31/01/2014,67.72,0.001034203
30/01/2014,67.65,0.004444452
29/01/2014,67.35,-0.017222771
28/01/2014,68.52,0.01455373
27/01/2014,67.53,-0.001479728
24/01/2014,67.63,-0.012344022
23/01/2014,68.47,-0.010171549
22/01/2014,69.17,0.012364693
21/01/2014,68.32,0.005136118
17/01/2014,67.97,-0.002351213
16/01/2014,68.13,-0.002345698
15/01/2014,68.29,-0.002924406
14/01/2014,68.49,-0.000875657
13/01/2014,68.55,-0.013907221
10/01/2014,69.51,-0.005881104
09/01/2014,69.92,0.002147613
08/01/2014,69.77,0.001434309
07/01/2014,69.67,0.005180613
06/01/2014,69.31,-0.017732482
03/01/2014,70.55,0.002128415
02/01/2014,70.4,-0.016482729
31/12/2013,71.57,-0.000139714
30/12/2013,71.58,0.000279447
27/12/2013,71.56,0.003920475
26/12/2013,71.28,0.004217636
24/12/2013,70.98,0.00650179
23/12/2013,70.52,0.00654434
20/12/2013,70.06,-0.001141227
19/12/2013,70.14,0.006436409
18/12/2013,69.69,0.042204066
17/12/2013,66.81,-0.014561922
16/12/2013,67.79,0.007105877
13/12/2013,67.31,-0.003855284
12/12/2013,67.57,-0.008400315
11/12/2013,68.14,0.002203777
10/12/2013,67.99,0.018706009
09/12/2013,66.73,-0.00029967
06/12/2013,66.75,0.013271195
05/12/2013,65.87,-0.00378817
04/12/2013,66.12,-0.009483024
03/12/2013,66.75,0.001499251
02/12/2013,66.65,-0.00464038
29/11/2013,66.96,0.002991327
27/11/2013,66.76,0.010086649
26/11/2013,66.09,-0.010386185
25/11/2013,66.78,0.001498577
22/11/2013,66.68,0.008887608
21/11/2013,66.09,0.010189427
20/11/2013,65.42,0.003061852
19/11/2013,65.22,-0.003367522
18/11/2013,65.44,-0.002746835
15/11/2013,65.62,0.005348015
14/11/2013,65.27,0.013729487
13/11/2013,64.38,0.006545138
12/11/2013,63.96,0.000469153
11/11/2013,63.93,0.002349073
08/11/2013,63.78,0.003770033
07/11/2013,63.54,-0.005180139
06/11/2013,63.87,0.010229061
05/11/2013,63.22,0.019808954
04/11/2013,61.98,-0.009793769
01/11/2013,62.59,0.005286356
31/10/2013,62.26,0.000642674
30/10/2013,62.22,-0.005289745
29/10/2013,62.55,0.013034218
28/10/2013,61.74,0.005359331
25/10/2013,61.41,-0.010690092
24/10/2013,62.07,0.009876224
23/10/2013,61.46,0.001302508
22/10/2013,61.38,0.016426125
21/10/2013,60.38,-0.010379861
18/10/2013,61.01,0.016693223
17/10/2013,60,0.014098924
16/10/2013,59.16,0.001691762
15/10/2013,59.06,-0.010610626
14/10/2013,59.69,0.002012411
11/10/2013,59.57,0.014371707
10/10/2013,58.72,0.011647956
09/10/2013,58.04,0.017204352
08/10/2013,57.05,0.005624905
07/10/2013,56.73,-0.002640614
04/10/2013,56.88,0.004228336
03/10/2013,56.64,-0.008088667
02/10/2013,57.1,-0.007676241
01/10/2013,57.54,0.013824702
30/09/2013,56.75,-0.018333119
27/09/2013,57.8,-0.006380982
26/09/2013,58.17,0.006727063
25/09/2013,57.78,-0.002420053
24/09/2013,57.92,-0.004822607
23/09/2013,58.2,-0.005654089
20/09/2013,58.53,-0.021466218
19/09/2013,59.8,-0.012628948
18/09/2013,60.56,-0.007403176
17/09/2013,61.01,0.000983929
16/09/2013,60.95,0.017377351
13/09/2013,59.9,0.006532139
12/09/2013,59.51,-0.001511208
11/09/2013,59.6,0.006396251
10/09/2013,59.22,0.007627802
09/09/2013,58.77,0.00238501
06/09/2013,58.63,0.002903751
05/09/2013,58.46,-0.002733176
04/09/2013,58.62,0.001707359
03/09/2013,58.52,0.008063868
30/08/2013,58.05,0.003969972
29/08/2013,57.82,0.009383214
28/08/2013,57.28,-0.007132326
27/08/2013,57.69,-0.009488556
26/08/2013,58.24,0.004646769
23/08/2013,57.97,-0.00704773
22/08/2013,58.38,0.004979833
21/08/2013,58.09,-0.020278449
20/08/2013,59.28,0.014100293
19/08/2013,58.45,-0.002050932
16/08/2013,58.57,-0.001364955
15/08/2013,58.65,-0.016403513
14/08/2013,59.62,-0.011672635
13/08/2013,60.32,0.007321164
12/08/2013,59.88,0.006702438
09/08/2013,59.48,0.002356507
08/08/2013,59.34,0.003714338
07/08/2013,59.12,-0.01294027
06/08/2013,59.89,-0.028476947
05/08/2013,61.62,-0.003563911
02/08/2013,61.84,-0.005322164
01/08/2013,62.17,0.010998008
31/07/2013,61.49,0.008656649
30/07/2013,60.96,-0.010768582
29/07/2013,61.62,-0.005502522
26/07/2013,61.96,0.000484301
25/07/2013,61.93,0.004369292
24/07/2013,61.66,-0.003723193
23/07/2013,61.89,0.001131679
22/07/2013,61.82,0.003078172
19/07/2013,61.63,0.007001575
18/07/2013,61.2,0.004093334
17/07/2013,60.95,0.000984898
16/07/2013,60.89,0.003949322
15/07/2013,60.65,-0.004934221
12/07/2013,60.95,-0.000820008
11/07/2013,61,0.018531305
10/07/2013,59.88,-0.004498883
09/07/2013,60.15,0.010361055
08/07/2013,59.53,0.01506333
05/07/2013,58.64,0.005814964
03/07/2013,58.3,-0.003253706
02/07/2013,58.49,0.015506858
01/07/2013,57.59,0.007144755
28/06/2013,57.18,-0.001398113
27/06/2013,57.26,-0.001744897
26/06/2013,57.36,0.012984917
25/06/2013,56.62,-0.003878024
24/06/2013,56.84,-0.012761295
21/06/2013,57.57,0.010125785
20/06/2013,56.99,-0.036185892
19/06/2013,59.09,-0.013781731
18/06/2013,59.91,0.01074016
17/06/2013,59.27,0.004057487
14/06/2013,59.03,-0.004057487
13/06/2013,59.27,0.01512991
12/06/2013,58.38,-0.004955158
11/06/2013,58.67,0.001193826
10/06/2013,58.6,0.001878897
07/06/2013,58.49,0.010311141
06/06/2013,57.89,0.011466422
05/06/2013,57.23,-0.004532783
04/06/2013,57.49,-0.019976555
03/06/2013,58.65,0.01841229
31/05/2013,57.58,-0.020796487
30/05/2013,58.79,-0.007625217
29/05/2013,59.24,-0.016241462
28/05/2013,60.21,0.01691691
24/05/2013,59.2,0.014805001
23/05/2013,58.33,-0.006323186
22/05/2013,58.7,-0.013704639
21/05/2013,59.51,0.008945962
20/05/2013,58.98,-0.007768997
17/05/2013,59.44,0.001178352
16/05/2013,59.37,-0.016371899
15/05/2013,60.35,0.004650399
14/05/2013,60.07,0.025629459
13/05/2013,58.55,0.008920972
10/05/2013,58.03,0.009349099
09/05/2013,57.49,-0.013819532
08/05/2013,58.29,-0.004279729
07/05/2013,58.54,0.010302289
06/05/2013,57.94,-0.012009065
03/05/2013,58.64,-0.005272569
02/05/2013,58.95,0.003398474
01/05/2013,58.75,0.0097495
30/04/2013,58.18,0.012800728
29/04/2013,57.44,-0.005036044
26/04/2013,57.73,-0.003631023
25/04/2013,57.94,0.006232707
24/04/2013,57.58,-0.007612494
23/04/2013,58.02,-0.001549987
22/04/2013,58.11,0.001894756
19/04/2013,58,0.019675049
18/04/2013,56.87,-0.005960747
17/04/2013,57.21,-0.007314557
16/04/2013,57.63,0.023171126
15/04/2013,56.31,-0.021260574
12/04/2013,57.52,-0.004163781
11/04/2013,57.76,0.013947227
10/04/2013,56.96,0.006693701
09/04/2013,56.58,0.002477439
08/04/2013,56.44,0.01427576
05/04/2013,55.64,0.005225708
04/04/2013,55.35,0.022288098
03/04/2013,54.13,-0.020298768
02/04/2013,55.24,0.01293632
01/04/2013,54.53,-0.008400342
28/03/2013,54.99,0
27/03/2013,54.99,-0.00544071
26/03/2013,55.29,-0.000180848
25/03/2013,55.3,0.001809955
22/03/2013,55.2,0.010013739
21/03/2013,54.65,-0.009107531
20/03/2013,55.15,0.014060306
19/03/2013,54.38,0.010722972
18/03/2013,53.8,0.004097603
15/03/2013,53.58,0.005990284
14/03/2013,53.26,0.006782242
13/03/2013,52.9,0.015622341
12/03/2013,52.08,-0.010505301
11/03/2013,52.63,0.006672411
08/03/2013,52.28,0.003640897
07/03/2013,52.09,-0.002492572
06/03/2013,52.22,-0.001530808
05/03/2013,52.3,0.008255783
04/03/2013,51.87,0.00599441
01/03/2013,51.56,0.008570368
28/02/2013,51.12,-0.000782167
27/02/2013,51.16,0.010216199
26/02/2013,50.64,0.002174559
25/02/2013,50.53,-0.016097717
22/02/2013,51.35,-0.009882844
21/02/2013,51.86,0.000192845
20/02/2013,51.85,-0.015501219
19/02/2013,52.66,0.029680344
15/02/2013,51.12,-0.014950283
14/02/2013,51.89,0.016124682
13/02/2013,51.06,-0.002152011
12/02/2013,51.17,-0.001367054
11/02/2013,51.24,0.000780945
08/02/2013,51.2,0.000195332
07/02/2013,51.19,-0.000976277
06/02/2013,51.24,-0.009324077
05/02/2013,51.72,0.014018921
04/02/2013,51,-0.011308368
01/02/2013,51.58,0.007394468
31/01/2013,51.2,-0.008750664
30/01/2013,51.65,0.00602002
29/01/2013,51.34,0
28/01/2013,51.34,-0.010077605
25/01/2013,51.86,-0.003849119
24/01/2013,52.06,-0.010509316
23/01/2013,52.61,0.009549347
22/01/2013,52.11,0
18/01/2013,52.11,-0.001150748
17/01/2013,52.17,0.007889967
16/01/2013,51.76,-0.00057943
