Date,Close,AN
06/05/2013,45.3,-0.007258362
03/05/2013,45.63,0.00505329
02/05/2013,45.4,0.005521825
01/05/2013,45.15,-0.007941802
30/04/2013,45.51,0.012381321
29/04/2013,44.95,0.007592712
26/04/2013,44.61,-0.006257004
25/04/2013,44.89,0.009400248
24/04/2013,44.47,0.015637712
23/04/2013,43.78,-0.004103037
22/04/2013,43.96,0.003189795
19/04/2013,43.82,0.011937699
18/04/2013,43.3,0.019119258
17/04/2013,42.48,-0.030143715
16/04/2013,43.78,0.016814861
15/04/2013,43.05,-0.025683595
12/04/2013,44.17,-0.00879077
11/04/2013,44.56,0.031922455
10/04/2013,43.16,0.028435707
09/04/2013,41.95,-0.008545032
08/04/2013,42.31,0.021984159
05/04/2013,41.39,0.005086604
04/04/2013,41.18,-0.015421992
03/04/2013,41.82,-0.052858305
02/04/2013,44.09,0.014852324
01/04/2013,43.44,-0.007110937
28/03/2013,43.75,-0.00205503
27/03/2013,43.84,-0.001595442
26/03/2013,43.91,0.006626324
25/03/2013,43.62,0.000917431
22/03/2013,43.58,-0.001146658
21/03/2013,43.63,-0.010488012
20/03/2013,44.09,0.015082553
19/03/2013,43.43,-0.009624272
18/03/2013,43.85,-0.006591682
15/03/2013,44.14,0.004996604
14/03/2013,43.92,-0.009968365
13/03/2013,44.36,0.007921282
12/03/2013,44.01,-0.007695828
11/03/2013,44.35,-0.007637054
08/03/2013,44.69,-0.001788509
07/03/2013,44.77,-0.007787335
06/03/2013,45.12,0.002663117
05/03/2013,45,0.017033133
04/03/2013,44.24,0.018018506
01/03/2013,43.45,-0.007337799
28/02/2013,43.77,-0.005922569
27/02/2013,44.03,0.025766321
26/02/2013,42.91,-0.004418098
25/02/2013,43.1,-0.032864665
22/02/2013,44.54,0.006080415
21/02/2013,44.27,-0.009218727
20/02/2013,44.68,-0.014443091
19/02/2013,45.33,-0.015324293
15/02/2013,46.03,-0.018511075
14/02/2013,46.89,0
13/02/2013,46.89,-0.012504137
12/02/2013,47.48,-0.014220231
11/02/2013,48.16,-0.00909473
08/02/2013,48.6,0.00909473
07/02/2013,48.16,0.002286666
06/02/2013,48.05,-0.009115456
05/02/2013,48.49,0.022946355
04/02/2013,47.39,-0.004001269
01/02/2013,47.58,-0.019151293
31/01/2013,48.5,0.080472353
30/01/2013,44.75,-0.002677975
29/01/2013,44.87,0.000222891
28/01/2013,44.86,0.016180128
25/01/2013,44.14,0.00294952
24/01/2013,44.01,0
23/01/2013,44.01,-0.000454339
22/01/2013,44.03,-0.002948182
18/01/2013,44.16,-0.001809955
17/01/2013,44.24,0.013426075
16/01/2013,43.65,0.001604953
15/01/2013,43.58,0.006214774
14/01/2013,43.31,0.006021324
11/01/2013,43.05,0.00839753
10/01/2013,42.69,0.010360347
09/01/2013,42.25,0.003081667
08/01/2013,42.12,0.010741242
07/01/2013,41.67,-0.013349424
04/01/2013,42.23,0.039855535
03/01/2013,40.58,0.024698773
02/01/2013,39.59,-0.002774627
31/12/2012,39.7,0.01984293
28/12/2012,38.92,-0.006913355
27/12/2012,39.19,0.013098942
26/12/2012,38.68,-0.005928616
24/12/2012,38.91,0.000257036
21/12/2012,38.9,-0.012517726
20/12/2012,39.39,0.001016002
19/12/2012,39.35,-0.004310898
18/12/2012,39.52,0.005327933
17/12/2012,39.31,0.022900782
14/12/2012,38.42,-0.007003011
13/12/2012,38.69,-0.01079702
12/12/2012,39.11,-0.013460521
11/12/2012,39.64,0.003031837
10/12/2012,39.52,-0.005551364
07/12/2012,39.74,0.00529836
06/12/2012,39.53,0.004055772
05/12/2012,39.37,0.000254033
04/12/2012,39.36,0.018720896
03/12/2012,38.63,-0.007992823
30/11/2012,38.94,0.001027749
29/11/2012,38.9,-0.025382073
28/11/2012,39.9,0.010582109
27/11/2012,39.48,-0.008826183
26/11/2012,39.83,-0.054952171
23/11/2012,42.08,0.015808712
21/11/2012,41.42,-0.000482742
20/11/2012,41.44,0.003384098
19/11/2012,41.3,0.005341115
16/11/2012,41.08,0.019666317
15/11/2012,40.28,0.01854225
14/11/2012,39.54,-0.03185934
13/11/2012,40.82,0.006389798
12/11/2012,40.56,-0.007613938
09/11/2012,40.87,-0.004638114
08/11/2012,41.06,-0.02096715
07/11/2012,41.93,-0.036299501
06/11/2012,43.48,-0.000459876
05/11/2012,43.5,-0.00137836
02/11/2012,43.56,-0.015716073
01/11/2012,44.25,-0.003384098
31/10/2012,44.4,-0.00471858
26/10/2012,44.61,-0.025452298
25/10/2012,45.76,-0.04862365
24/10/2012,48.04,0.002918493
23/10/2012,47.9,-0.000208746
22/10/2012,47.91,-0.011208087
19/10/2012,48.45,0.001859313
18/10/2012,48.36,0.008931413
17/10/2012,47.93,0.007118958
