Date,Close,LYB
09/01/2014,80.48,0.00936278
08/01/2014,79.73,0.009957856
07/01/2014,78.94,0.012363933
06/01/2014,77.97,-0.009446075
03/01/2014,78.71,-0.000888945
02/01/2014,78.78,-0.018861366
31/12/2013,80.28,0.010392631
30/12/2013,79.45,0.000251762
27/12/2013,79.43,0.001259763
26/12/2013,79.33,0.002018928
24/12/2013,79.17,0.013863497
23/12/2013,78.08,-0.006637757
20/12/2013,78.6,0.008175825
19/12/2013,77.96,-0.006138127
18/12/2013,78.44,0.010380051
17/12/2013,77.63,0.008148529
16/12/2013,77,0.010575201
13/12/2013,76.19,-0.00406052
12/12/2013,76.5,0.012496052
11/12/2013,75.55,-0.017320995
10/12/2013,76.87,0.000911043
09/12/2013,76.8,0.003260518
06/12/2013,76.55,0.018458006
05/12/2013,75.15,-0.018588631
04/12/2013,76.56,-0.007287903
03/12/2013,77.12,-0.009421248
02/12/2013,77.85,0.008643542
29/11/2013,77.18,-0.003621318
27/11/2013,77.46,0.014564627
26/11/2013,76.34,-0.002747075
25/11/2013,76.55,-0.035167895
22/11/2013,79.29,0.019484857
21/11/2013,77.76,0.0032202
20/11/2013,77.51,-0.001804589
19/11/2013,77.65,-0.010504837
18/11/2013,78.47,-0.001273561
15/11/2013,78.57,0.00395333
14/11/2013,78.26,0.022484472
13/11/2013,76.52,0.015673683
12/11/2013,75.33,-0.003842337
11/11/2013,75.62,0.003046158
08/11/2013,75.39,0.007723074
07/11/2013,74.81,-0.004800649
06/11/2013,75.17,0.011641263
05/11/2013,74.3,-0.002553936
04/11/2013,74.49,0.007546189
01/11/2013,73.93,-0.009021808
31/10/2013,74.6,-0.009339628
30/10/2013,75.3,-0.003446908
29/10/2013,75.56,0.000661945
28/10/2013,75.51,-0.020838183
25/10/2013,77.1,-0.012246366
24/10/2013,78.05,-0.007912241
23/10/2013,78.67,-0.001143365
22/10/2013,78.76,0.005091661
21/10/2013,78.36,0.005759279
18/10/2013,77.91,0.00437356
17/10/2013,77.57,0.013890014
16/10/2013,76.5,0.017272497
15/10/2013,75.19,-0.006892009
14/10/2013,75.71,-0.003428273
11/10/2013,75.97,0.011651131
10/10/2013,75.09,0.03193344
09/10/2013,72.73,-0.006031547
08/10/2013,73.17,-0.019086874
07/10/2013,74.58,-0.010802265
04/10/2013,75.39,0.018879854
03/10/2013,73.98,-0.000810701
02/10/2013,74.04,-0.000944988
01/10/2013,74.11,0.011945303
30/09/2013,73.23,-0.002182513
27/09/2013,73.39,-0.008412533
26/09/2013,74.01,0.014837269
25/09/2013,72.92,0.006880445
24/09/2013,72.42,-0.002895555
23/09/2013,72.63,-0.005492256
20/09/2013,73.03,-0.010352905
19/09/2013,73.79,0.005708088
18/09/2013,73.37,0.009448889
17/09/2013,72.68,0.01790844
16/09/2013,71.39,0.005477926
13/09/2013,71,0.011474026
12/09/2013,70.19,-0.00766396
11/09/2013,70.73,-0.002400622
10/09/2013,70.9,0.00225925
09/09/2013,70.74,0.00595493
06/09/2013,70.32,-0.000284374
05/09/2013,70.34,0.01258958
04/09/2013,69.46,-0.01443604
03/09/2013,70.47,0.004551281
30/08/2013,70.15,-0.002135992
29/08/2013,70.3,0.011732857
28/08/2013,69.48,0.009980556
27/08/2013,68.79,-0.019149675
26/08/2013,70.12,0
23/08/2013,70.12,0.008881307
22/08/2013,69.5,0.025502293
21/08/2013,67.75,-0.007206443
20/08/2013,68.24,-0.00409477
19/08/2013,68.52,-0.005094996
16/08/2013,68.87,0.007725423
15/08/2013,68.34,-0.017981923
14/08/2013,69.58,-0.007160277
13/08/2013,70.08,0.02572768
12/08/2013,68.3,-0.005839433
09/08/2013,68.7,0.001602448
08/08/2013,68.59,0.008786116
07/08/2013,67.99,-0.008640311
06/08/2013,68.58,-0.012894058
05/08/2013,69.47,0.0075134
02/08/2013,68.95,0.014020969
01/08/2013,67.99,-0.010534114
31/07/2013,68.71,-0.003051663
30/07/2013,68.92,0.017564854
29/07/2013,67.72,0.004736539
26/07/2013,67.4,-0.009597711
25/07/2013,68.05,0.009301019
24/07/2013,67.42,-0.007094325
23/07/2013,67.9,-0.008213599
22/07/2013,68.46,0.00073062
19/07/2013,68.41,0.012798998
18/07/2013,67.54,-0.005904948
17/07/2013,67.94,-0.019242576
16/07/2013,69.26,-0.023261841
15/07/2013,70.89,0.012634138
12/07/2013,70,0.008752477
11/07/2013,69.39,-0.006034501
10/07/2013,69.81,0.012105639
09/07/2013,68.97,0.009761861
08/07/2013,68.3,0.009119051
05/07/2013,67.68,0.017588768
03/07/2013,66.5,0.016526796
02/07/2013,65.41,-0.013213041
01/07/2013,66.28,0.000301796
28/06/2013,66.26,-0.018541201
27/06/2013,67.5,0.007733531
26/06/2013,66.98,0.007793804
25/06/2013,66.46,0.021751561
24/06/2013,65.03,-0.026105595
21/06/2013,66.75,-0.003738322
20/06/2013,67,-0.023745677
19/06/2013,68.61,-0.002910787
18/06/2013,68.81,0.009784671
17/06/2013,68.14,0.010622702
14/06/2013,67.42,0.012387294
13/06/2013,66.59,0.037798088
12/06/2013,64.12,-0.001091108
11/06/2013,64.19,-0.012539835
10/06/2013,65,0.002002003
07/06/2013,64.87,-0.023311789
06/06/2013,66.4,0.010902591
05/06/2013,65.68,-0.02999625
04/06/2013,67.68,0.005481901
03/06/2013,67.31,0.009853767
31/05/2013,66.65,-0.002098322
30/05/2013,66.79,0.007665176
29/05/2013,66.28,-0.013487392
28/05/2013,67.18,0.021972291
24/05/2013,65.72,-0.001672368
23/05/2013,65.83,0.011612048
22/05/2013,65.07,-0.011915815
21/05/2013,65.85,-0.016566644
20/05/2013,66.95,-0.005511297
17/05/2013,67.32,0.018137348
16/05/2013,66.11,0.021867987
15/05/2013,64.68,0.00061862
14/05/2013,64.64,0.036871988
13/05/2013,62.3,0.012111573
10/05/2013,61.55,0.001300602
09/05/2013,61.47,-0.022042562
08/05/2013,62.84,-0.00697751
07/05/2013,63.28,0.010005642
06/05/2013,62.65,0.027509825
03/05/2013,60.95,0.034212765
02/05/2013,58.9,0.023360733
01/05/2013,57.54,-0.05346334
30/04/2013,60.7,-0.012442859
29/04/2013,61.46,0.021711379
26/04/2013,60.14,-0.01288635
25/04/2013,60.92,0.009732036
24/04/2013,60.33,0.016545878
23/04/2013,59.34,0.011866557
22/04/2013,58.64,0.013390758
19/04/2013,57.86,0.036073235
18/04/2013,55.81,-0.005182748
17/04/2013,56.1,-0.021688234
16/04/2013,57.33,0.032260862
15/04/2013,55.51,-0.068740633
12/04/2013,59.46,-0.031780232
11/04/2013,61.38,0.009987803
10/04/2013,60.77,0.009091723
09/04/2013,60.22,0.023862668
08/04/2013,58.8,-0.003056548
05/04/2013,58.98,0.003396742
04/04/2013,58.78,0.002214086
03/04/2013,58.65,-0.020086759
02/04/2013,59.84,-0.031419642
01/04/2013,61.75,-0.024633363
28/03/2013,63.29,-0.001263225
27/03/2013,63.37,-0.001261631
26/03/2013,63.45,0.001577287
25/03/2013,63.35,-0.017990317
22/03/2013,64.5,0.001396323
21/03/2013,64.41,-0.015559122
20/03/2013,65.42,0.021788701
19/03/2013,64.01,0.004070137
18/03/2013,63.75,-0.004070137
15/03/2013,64.01,-0.011803212
14/03/2013,64.77,0.022957204
13/03/2013,63.3,-0.012246974
12/03/2013,64.08,0.005476893
11/03/2013,63.73,0.002041939
08/03/2013,63.6,0.023384506
07/03/2013,62.13,-0.006257541
06/03/2013,62.52,0.028390259
05/03/2013,60.77,0.005445109
04/03/2013,60.44,0.012486635
01/03/2013,59.69,0.018088567
28/02/2013,58.62,0.007190581
27/02/2013,58.2,0.023645052
26/02/2013,56.84,-0.002460026
25/02/2013,56.98,-0.040246188
22/02/2013,59.32,0.028036024
21/02/2013,57.68,-0.043758041
20/02/2013,60.26,-0.015151805
19/02/2013,61.18,0.012831234
15/02/2013,60.4,-0.012667768
14/02/2013,61.17,-0.018304553
13/02/2013,62.3,0.029152785
12/02/2013,60.51,-0.000495663
11/02/2013,60.54,-0.025602703
08/02/2013,62.11,0.011171492
07/02/2013,61.42,0.005878528
06/02/2013,61.06,-0.003106862
05/02/2013,61.25,0.002615663
04/02/2013,61.09,-0.00457293
01/02/2013,61.37,-0.032858153
31/01/2013,63.42,0.006327133
30/01/2013,63.02,-0.003801082
29/01/2013,63.26,0.032452647
28/01/2013,61.24,-0.024358007
25/01/2013,62.75,0.003672072
24/01/2013,62.52,0.006579499
23/01/2013,62.11,0.010357756
22/01/2013,61.47,-0.01805627
18/01/2013,62.59,0.007376557
17/01/2013,62.13,0.026255075
16/01/2013,60.52,-0.01345827
15/01/2013,61.34,0.002284969
14/01/2013,61.2,0.004749825
11/01/2013,60.91,0.004937469
10/01/2013,60.61,0.016804322
09/01/2013,59.6,-0.002346239
08/01/2013,59.74,0.010094298
07/01/2013,59.14,0.012420406
04/01/2013,58.41,0.013270337
03/01/2013,57.64,-0.026197886
02/01/2013,59.17,0.035785687
31/12/2012,57.09,0.028065785
28/12/2012,55.51,-0.015728653
27/12/2012,56.39,-0.001771794
26/12/2012,56.49,0.011215071
24/12/2012,55.86,0.012973155
21/12/2012,55.14,-0.007588112
20/12/2012,55.56,0.012861331
19/12/2012,54.85,-0.000911162
18/12/2012,54.9,0.00273598
17/12/2012,54.75,0.017689792
14/12/2012,53.79,0.015173092
13/12/2012,52.98,-0.019439865
12/12/2012,54.02,-0.000555196
11/12/2012,54.05,-0.005902987
10/12/2012,54.37,0.010353208
07/12/2012,53.81,0.036140533
06/12/2012,51.9,0.000963855
05/12/2012,51.85,0.041143486
04/12/2012,49.76,0.017843134
03/12/2012,48.88,-0.017240058
30/11/2012,49.73,0.020108325
29/11/2012,48.74,0.013841766
28/11/2012,48.07,0.010876493
27/11/2012,47.55,-0.009419222
26/11/2012,48,-0.012833958
23/11/2012,48.62,0.013042313
21/11/2012,47.99,0.009210867
20/11/2012,47.55,-0.009419222
19/11/2012,48,0.023823199
16/11/2012,46.87,0.031645467
15/11/2012,45.41,-0.08036451
14/11/2012,49.21,-0.017125431
13/11/2012,50.06,-0.011716945
12/11/2012,50.65,-0.003940892
09/11/2012,50.85,-0.02082395
08/11/2012,51.92,-0.016428259
07/11/2012,52.78,-0.019512814
06/11/2012,53.82,0.007647151
05/11/2012,53.41,0.006574646
02/11/2012,53.06,-0.036818514
01/11/2012,55.05,0.030618401
31/10/2012,53.39,-0.006720204
26/10/2012,53.75,0.006532921
25/10/2012,53.4,-0.008020187
24/10/2012,53.83,0.014973141
23/10/2012,53.03,-0.044984543
22/10/2012,55.47,0.020765774
19/10/2012,54.33,-0.016429723
18/10/2012,55.23,-0.009191738
17/10/2012,55.74,0.025069433
16/10/2012,54.36,0.055601387
15/10/2012,51.42,0.010950442
12/10/2012,50.86,-0.009588176
11/10/2012,51.35,0.012739026
10/10/2012,50.7,-0.01020417
09/10/2012,51.22,-0.022394758
08/10/2012,52.38,-0.005711038
05/10/2012,52.68,0.012992158
04/10/2012,52,-0.006517179
03/10/2012,52.34,-0.01083146
02/10/2012,52.91,0.013509862
01/10/2012,52.2,0.010398707
28/09/2012,51.66,-0.004249572
27/09/2012,51.88,0.017892348
26/09/2012,50.96,0.003144657
25/09/2012,50.8,-0.024116299
24/09/2012,52.04,-0.006321255
21/09/2012,52.37,-0.002860141
20/09/2012,52.52,0.00038088
19/09/2012,52.5,0.010723963
18/09/2012,51.94,-0.000769823
17/09/2012,51.98,-0.027326178
14/09/2012,53.42,0.028481135
13/09/2012,51.92,0.045511646
12/09/2012,49.61,0.004242002
11/09/2012,49.4,0.001418009
10/09/2012,49.33,-0.002631847
07/09/2012,49.46,0.020425547
06/09/2012,48.46,0.031229615
05/09/2012,46.97,-0.000851245
04/09/2012,47.01,-0.038189304
31/08/2012,48.84,0.003486825
30/08/2012,48.67,0.028763967
29/08/2012,47.29,-0.004009713
28/08/2012,47.48,0.007398829
27/08/2012,47.13,-0.016205763
24/08/2012,47.9,0.003555373
23/08/2012,47.73,-0.017651793
22/08/2012,48.58,-0.009832115
21/08/2012,49.06,-0.016175039
20/08/2012,49.86,0.012512777
17/08/2012,49.24,0.014730217
16/08/2012,48.52,0.015578257
15/08/2012,47.77,0.004616038
14/08/2012,47.55,0.004003798
13/08/2012,47.36,0.001690617
10/08/2012,47.28,-0.001479447
09/08/2012,47.35,0.002961085
08/08/2012,47.21,0.01064746
07/08/2012,46.71,0.016186822
06/08/2012,45.96,0.012920359
03/08/2012,45.37,0.021386424
02/08/2012,44.41,0.004061377
01/08/2012,44.23,-0.006759827
31/07/2012,44.53,-0.001122209
30/07/2012,44.58,0.001571445
27/07/2012,44.51,0.08458382
26/07/2012,40.9,0.011805351
25/07/2012,40.42,-0.000247372
24/07/2012,40.43,-0.014731423
23/07/2012,41.03,-0.013796661
20/07/2012,41.6,-0.008616616
19/07/2012,41.96,-0.006650856
18/07/2012,42.24,0.006412562
17/07/2012,41.97,0.018274132
16/07/2012,41.21,0.01048918
13/07/2012,40.78,0.028857724
12/07/2012,39.62,-0.001513241
11/07/2012,39.68,-0.019713676
10/07/2012,40.47,-0.008366191
09/07/2012,40.81,-0.008296778
06/07/2012,41.15,-0.027799538
05/07/2012,42.31,0.008783439
03/07/2012,41.94,0.026333204
02/07/2012,40.85,0.014300046
29/06/2012,40.27,0.041836498
28/06/2012,38.62,-0.007223974
27/06/2012,38.9,-0.016065627
26/06/2012,39.53,0.010426032
25/06/2012,39.12,-0.012700196
22/06/2012,39.62,0.009127852
21/06/2012,39.26,-0.053557667
20/06/2012,41.42,-0.001447527
19/06/2012,41.48,0.023168943
18/06/2012,40.53,0.040020441
15/06/2012,38.94,0.03501795
14/06/2012,37.6,-0.004511086
13/06/2012,37.77,-0.001587302
12/06/2012,37.83,0.020564218
11/06/2012,37.06,-0.031082327
08/06/2012,38.23,0.006034388
07/06/2012,38,-0.011512424
06/06/2012,38.44,0.02422446
05/06/2012,37.52,0.020463827
04/06/2012,36.76,-0.013510068
01/06/2012,37.26,-0.057367135
31/05/2012,39.46,0.002791526
30/05/2012,39.35,-0.03838956
29/05/2012,40.89,0.032056416
25/05/2012,39.6,0.016036999
24/05/2012,38.97,0.000256641
23/05/2012,38.96,-0.00767071
22/05/2012,39.26,0.006644543
21/05/2012,39,0.051563236
18/05/2012,37.04,0.002162163
17/05/2012,36.96,-0.059350574
16/05/2012,39.22,-0.013171416
15/05/2012,39.74,0.010624942
14/05/2012,39.32,-0.019144161
11/05/2012,40.08,-0.009436375
10/05/2012,40.46,0.008937497
09/05/2012,40.1,0.031668257
08/05/2012,38.85,-0.009733683
07/05/2012,39.23,-0.006352454
04/05/2012,39.48,-0.043856898
03/05/2012,41.25,-0.044799528
02/05/2012,43.14,0.006511651
01/05/2012,42.86,0.025521234
30/04/2012,41.78,-0.090336782
27/04/2012,45.73,0.004383088
26/04/2012,45.53,0.007716938
25/04/2012,45.18,0.024421512
24/04/2012,44.09,0.007741387
23/04/2012,43.75,-0.009327789
20/04/2012,44.16,0.001586403
19/04/2012,44.09,0.005002284
18/04/2012,43.87,-0.005909108
17/04/2012,44.13,-0.003393285
16/04/2012,44.28,0.004753829
13/04/2012,44.07,0.028540487
12/04/2012,42.83,0.038315216
11/04/2012,41.22,0.006571765
10/04/2012,40.95,-0.036446134
09/04/2012,42.47,-0.021891885
05/04/2012,43.41,-0.01554317
04/04/2012,44.09,0.005914485
03/04/2012,43.83,-0.016742473
02/04/2012,44.57,0.020857705
30/03/2012,43.65,0.011984472
29/03/2012,43.13,0.011426031
28/03/2012,42.64,-0.015128882
27/03/2012,43.29,-0.013309054
26/03/2012,43.87,0.031256162
23/03/2012,42.52,0.02163403
22/03/2012,41.61,-0.047862759
21/03/2012,43.65,0.017797766
20/03/2012,42.88,0.007960707
19/03/2012,42.54,-0.008427016
16/03/2012,42.9,0.004438741
15/03/2012,42.71,0.017716301
14/03/2012,41.96,-0.007124229
13/03/2012,42.26,0.040072946
12/03/2012,40.6,-0.037229342
09/03/2012,42.14,-0.013669786
08/03/2012,42.72,0.050899128
07/03/2012,40.6,0.033052583
06/03/2012,39.28,-0.062180856
05/03/2012,41.8,-0.044680569
02/03/2012,43.71,0.003208069
01/03/2012,43.57,0.008991415
29/02/2012,43.18,-0.018812209
28/02/2012,44,-0.005439723
27/02/2012,44.24,0.00203643
24/02/2012,44.15,0.02198394
23/02/2012,43.19,-0.002543648
22/02/2012,43.3,0.009513936
21/02/2012,42.89,-0.025096287
17/02/2012,43.98,-0.00022735
16/02/2012,43.99,0.009823037
15/02/2012,43.56,-0.023818751
14/02/2012,44.61,-0.030900715
13/02/2012,46.01,0.027767319
10/02/2012,44.75,0.003806117
09/02/2012,44.58,-0.002688174
08/02/2012,44.7,-0.003795918
07/02/2012,44.87,0.002677975
06/02/2012,44.75,-0.001116695
03/02/2012,44.8,0.034055504
02/02/2012,43.3,-0.006904515
01/02/2012,43.6,0.011534153
31/01/2012,43.1,0.015903048
30/01/2012,42.42,0.028453802
27/01/2012,41.23,0.023062848
26/01/2012,40.29,0.001738915
25/01/2012,40.22,0.006235212
24/01/2012,39.97,0.01588736
23/01/2012,39.34,-0.014134511
20/01/2012,39.9,-0.00250313
19/01/2012,40,-0.015627256
18/01/2012,40.63,0.036085098
17/01/2012,39.19,0.007170325
13/01/2012,38.91,0.000514139
12/01/2012,38.89,0.039066444
11/01/2012,37.4,0.012105057
10/01/2012,36.95,0.073837373
09/01/2012,34.32,-0.003780723
06/01/2012,34.45,0.006114446
05/01/2012,34.24,-0.01449721
04/01/2012,34.74,0.037242246
03/01/2012,33.47,0.029717166
30/12/2011,32.49,-0.009800997
29/12/2011,32.81,0.017215304
28/12/2011,32.25,-0.022080014
27/12/2011,32.97,-0.000606428
23/12/2011,32.99,0.003035825
22/12/2011,32.89,-0.002126045
21/12/2011,32.96,0.001214329
20/12/2011,32.92,0.053662281
19/12/2011,31.2,-0.026879089
16/12/2011,32.05,0.039782493
15/12/2011,30.8,0.003252035
14/12/2011,30.7,-0.038029826
13/12/2011,31.89,-0.012155362
12/12/2011,32.28,-0.027499441
09/12/2011,33.18,0.017021688
08/12/2011,32.62,-0.009762128
07/12/2011,32.94,-0.022810113
06/12/2011,33.7,-0.000593296
05/12/2011,33.72,0.027662618
02/12/2011,32.8,0.011961498
01/12/2011,32.41,-0.007990208
30/11/2011,32.67,0.073331273
29/11/2011,30.36,0.01493308
28/11/2011,29.91,0.043039429
25/11/2011,28.65,0.011232129
23/11/2011,28.33,-0.049579861
22/11/2011,29.77,-0.147747962
21/11/2011,34.51,-0.000579374
18/11/2011,34.53,-0.01893344
17/11/2011,35.19,0.004842624
16/11/2011,35.02,0.002859596
15/11/2011,34.92,-0.017317679
14/11/2011,35.53,-0.015361285
11/11/2011,36.08,0.028392631
10/11/2011,35.07,0.029222389
09/11/2011,34.06,-0.025508629
08/11/2011,34.94,0.004302316
07/11/2011,34.79,-0.006303746
04/11/2011,35.01,0.015834504
03/11/2011,34.46,0.036948196
02/11/2011,33.21,0.033683527
01/11/2011,32.11,-0.023088605
31/10/2011,32.86,-0.048703211
28/10/2011,34.5,0.02673092
27/10/2011,33.59,0.056650689
26/10/2011,31.74,0.032338339
25/10/2011,30.73,-0.050756216
24/10/2011,32.33,0.041363434
21/10/2011,31.02,0.124454174
20/10/2011,27.39,0.016937076
19/10/2011,26.93,-0.049267478
18/10/2011,28.29,0.001768973
17/10/2011,28.24,-0.033429297
14/10/2011,29.2,0.039823635
13/10/2011,28.06,-0.022552048
12/10/2011,28.7,0.022908491
11/10/2011,28.05,0.028935111
10/10/2011,27.25,0.027154356
07/10/2011,26.52,-0.032278818
06/10/2011,27.39,0.048625884
05/10/2011,26.09,0.00808163
04/10/2011,25.88,0.071258629
03/10/2011,24.1,-0.013600045
30/09/2011,24.43,-0.086977265
29/09/2011,26.65,-0.041167151
28/09/2011,27.77,-0.063480165
27/09/2011,29.59,0.020140636
26/09/2011,29,0.018444929
23/09/2011,28.47,0.023455233
22/09/2011,27.81,-0.038099846
21/09/2011,28.89,-0.094712122
20/09/2011,31.76,-0.035872739
19/09/2011,32.92,-0.032280149
16/09/2011,34,0.009159467
15/09/2011,33.69,0.011944006
14/09/2011,33.29,0.023709317
13/09/2011,32.51,0.034103101
12/09/2011,31.42,0.007347102
09/09/2011,31.19,-0.066960242
08/09/2011,33.35,-0.017536487
07/09/2011,33.94,0.05573823
06/09/2011,32.1,-0.000311478
02/09/2011,32.11,-0.054837303
01/09/2011,33.92,-0.021292915
31/08/2011,34.65,0.01717405
30/08/2011,34.06,-0.018327786
29/08/2011,34.69,0.085414079
26/08/2011,31.85,0.045937095
25/08/2011,30.42,-0.012089675
24/08/2011,30.79,0.031005122
23/08/2011,29.85,0.037547073
22/08/2011,28.75,0.027147798
19/08/2011,27.98,-0.037528514
18/08/2011,29.05,-0.093900957
17/08/2011,31.91,-0.022006157
16/08/2011,32.62,-0.039668663
15/08/2011,33.94,0.001179245
12/08/2011,33.9,-0.003533573
11/08/2011,34.02,0.088776603
10/08/2011,31.13,-0.022551377
09/08/2011,31.84,0.11187246
08/08/2011,28.47,-0.15098445
05/08/2011,33.11,-0.01200855
04/08/2011,33.51,-0.106881292
03/08/2011,37.29,-0.002678095
02/08/2011,37.39,-0.07569232
01/08/2011,40.33,0.021808108
29/07/2011,39.46,0.049614122
28/07/2011,37.55,-0.011912782
27/07/2011,38,-0.02443584
26/07/2011,38.94,0.016311041
25/07/2011,38.31,-0.031601859
22/07/2011,39.54,0.011446138
21/07/2011,39.09,0.038862629
20/07/2011,37.6,0.01392631
19/07/2011,37.08,0.006493529
18/07/2011,36.84,-0.033367569
15/07/2011,38.09,0.004473103
14/07/2011,37.92,-0.014400039
13/07/2011,38.47,0.001821257
12/07/2011,38.4,-0.002081166
11/07/2011,38.48,-0.06050232
08/07/2011,40.88,-0.008525201
07/07/2011,41.23,0.044132099
06/07/2011,39.45,-0.011091619
05/07/2011,39.89,0.024617409
01/07/2011,38.92,0.01033067
30/06/2011,38.52,0.005988821
29/06/2011,38.29,0.021381308
28/06/2011,37.48,0.005887092
27/06/2011,37.26,-0.008551629
24/06/2011,37.58,-0.012691868
23/06/2011,38.06,-0.016675738
22/06/2011,38.7,0.00232829
21/06/2011,38.61,0.054556564
20/06/2011,36.56,-0.008714652
17/06/2011,36.88,-0.003518748
16/06/2011,37.01,-0.035827104
15/06/2011,38.36,-0.038859695
14/06/2011,39.88,0.040425049
13/06/2011,38.3,-0.025774623
10/06/2011,39.3,-0.017654935
09/06/2011,40,0.019692633
08/06/2011,39.22,0.008706841
07/06/2011,38.88,0.016597891
06/06/2011,38.24,-0.042243578
03/06/2011,39.89,-0.044375463
02/06/2011,41.7,-0.013813032
01/06/2011,42.28,-0.035547941
31/05/2011,43.81,0.024726852
27/05/2011,42.74,0.023196306
26/05/2011,41.76,0.00407919
25/05/2011,41.59,0.045249913
24/05/2011,39.75,0.02161559
23/05/2011,38.9,-0.027885203
20/05/2011,40,-0.024692613
19/05/2011,41,0
18/05/2011,41,0.051293294
17/05/2011,38.95,0.02206449
16/05/2011,38.1,-0.040633
13/05/2011,39.68,-0.040741346
12/05/2011,41.33,-0.021305414
11/05/2011,42.22,-0.000473597
10/05/2011,42.24,0.017674212
09/05/2011,41.5,0.010172042
06/05/2011,41.08,-0.013779984
05/05/2011,41.65,-0.027937423
04/05/2011,42.83,-0.039822195
03/05/2011,44.57,-0.02328523
02/05/2011,45.62,0.024857028
29/04/2011,44.5,0.001349224
28/04/2011,44.44,0.016791863
27/04/2011,43.7,-0.002057379
26/04/2011,43.79,0.01217706
25/04/2011,43.26,0.012327171
21/04/2011,42.73,0.017231631
20/04/2011,42,0.029477853
19/04/2011,40.78,0.017813435
18/04/2011,40.06,-0.023437609
15/04/2011,41.01,0.014491227
14/04/2011,40.42,-0.005181998
13/04/2011,40.63,0.002464269
12/04/2011,40.53,-0.047226313
11/04/2011,42.49,-0.002115905
08/04/2011,42.58,0.025691232
07/04/2011,41.5,-0.002647096
06/04/2011,41.61,0.006509969
05/04/2011,41.34,0.016831718
04/04/2011,40.65,0.009392061
01/04/2011,40.27,0.018041081
31/03/2011,39.55,-0.003281588
30/03/2011,39.68,-0.011526061
29/03/2011,40.14,-0.001742378
28/03/2011,40.21,-0.003723475
25/03/2011,40.36,-0.000743034
24/03/2011,40.39,0.012958068
23/03/2011,39.87,0.020781285
22/03/2011,39.05,-0.015752358
21/03/2011,39.67,0.032537775
18/03/2011,38.4,-0.015247743
17/03/2011,38.99,0.023353423
16/03/2011,38.09,-0.004975786
15/03/2011,38.28,-0.023494046
14/03/2011,39.19,0.000765795
11/03/2011,39.16,-0.013443449
10/03/2011,39.69,-0.030030796
09/03/2011,40.9,0.004165141
08/03/2011,40.73,0.022344524
07/03/2011,39.83,0.004781688
04/03/2011,39.64,0.002020203
03/03/2011,39.56,0.038391936
02/03/2011,38.07,0.02688835
01/03/2011,37.06,-0.027150989
28/02/2011,38.08,-0.002360657
25/02/2011,38.17,0.039273112
24/02/2011,36.7,0.001636215
23/02/2011,36.64,0.022075952
22/02/2011,35.84,-0.057204916
18/02/2011,37.95,-0.016723672
17/02/2011,38.59,0.027586144
16/02/2011,37.54,0.001599574
15/02/2011,37.48,0.002136753
14/02/2011,37.4,0.008862687
11/02/2011,37.07,0.008669792
10/02/2011,36.75,0.025073638
09/02/2011,35.84,0.010095431
08/02/2011,35.48,-0.001126761
07/02/2011,35.52,-0.018134128
04/02/2011,36.17,0.001383317
03/02/2011,36.12,-0.011834458
02/02/2011,36.55,-0.007903025
01/02/2011,36.84,0.02473333
31/01/2011,35.94,0.030510841
28/01/2011,34.86,-0.037719079
27/01/2011,36.2,0.00554018
26/01/2011,36,0.00836825
25/01/2011,35.7,0.001401542
