Date,Close,SWN
01/04/2013,36.98,-0.007543139
28/03/2013,37.26,-0.009615459
27/03/2013,37.62,-0.002654634
26/03/2013,37.72,-0.001324679
25/03/2013,37.77,0.002651115
22/03/2013,37.67,-0.003180496
21/03/2013,37.79,-0.027920927
20/03/2013,38.86,0.01086686
19/03/2013,38.44,-0.005965522
18/03/2013,38.67,0.00207093
15/03/2013,38.59,0.000259168
14/03/2013,38.58,0.02068949
13/03/2013,37.79,-0.000264585
12/03/2013,37.8,-0.002905827
11/03/2013,37.91,0.008210879
08/03/2013,37.6,0.006403437
07/03/2013,37.36,0.030713108
06/03/2013,36.23,0.008871697
05/03/2013,35.91,0.014303988
04/03/2013,35.4,0.003962643
01/03/2013,35.26,0.028478841
28/02/2013,34.27,0.001167883
27/02/2013,34.23,0.023947929
26/02/2013,33.42,0.015681865
25/02/2013,32.9,-0.013585115
22/02/2013,33.35,0.006920443
21/02/2013,33.12,0.000906208
20/02/2013,33.09,-0.005725494
19/02/2013,33.28,0.007237667
15/02/2013,33.04,-0.008138704
14/02/2013,33.31,-0.011640185
13/02/2013,33.7,0.01344307
12/02/2013,33.25,-0.010173637
11/02/2013,33.59,-0.02673092
08/02/2013,34.5,-0.002894358
07/02/2013,34.6,0.004054451
06/02/2013,34.46,0.006112666
05/02/2013,34.25,0.014706147
04/02/2013,33.75,-0.010023669
01/02/2013,34.09,-0.006141268
31/01/2013,34.3,-0.003782923
30/01/2013,34.43,0.012273678
29/01/2013,34.01,0.022599832
28/01/2013,33.25,-0.040665591
25/01/2013,34.63,0.013079681
24/01/2013,34.18,-0.001753874
23/01/2013,34.24,-0.013345136
22/01/2013,34.7,0.02953863
18/01/2013,33.69,0.003568246
17/01/2013,33.57,0.023204296
16/01/2013,32.8,-0.010915815
15/01/2013,33.16,0.017645727
14/01/2013,32.58,0.002150869
11/01/2013,32.51,0.013003279
10/01/2013,32.09,0
09/01/2013,32.09,-0.019747633
08/01/2013,32.73,-0.023551813
07/01/2013,33.51,-0.024466954
04/01/2013,34.34,0.02566134
03/01/2013,33.47,0.003591743
02/01/2013,33.35,-0.001797484
31/12/2012,33.41,0.019036683
28/12/2012,32.78,-0.010620643
27/12/2012,33.13,-0.004817835
26/12/2012,33.29,-0.019337208
24/12/2012,33.94,-0.014914738
21/12/2012,34.45,0.004655231
20/12/2012,34.29,0.016169689
19/12/2012,33.74,-0.006204777
18/12/2012,33.95,0.024751524
17/12/2012,33.12,0.005753233
14/12/2012,32.93,-0.004847026
13/12/2012,33.09,-0.02947958
12/12/2012,34.08,0.010916173
11/12/2012,33.71,0.00148434
10/12/2012,33.66,-0.021164811
07/12/2012,34.38,-0.0109923
06/12/2012,34.76,0.007507976
05/12/2012,34.5,0.015187208
04/12/2012,33.98,-0.029004353
03/12/2012,34.98,0.00774864
30/11/2012,34.71,-0.018553408
29/11/2012,35.36,-0.001695395
28/11/2012,35.42,-0.011229764
27/11/2012,35.82,-0.004456832
26/11/2012,35.98,-0.017085012
23/11/2012,36.6,0.007955055
21/11/2012,36.31,0.01163448
20/11/2012,35.89,-0.005557113
19/11/2012,36.09,0.012547216
16/11/2012,35.64,0.035702778
15/11/2012,34.39,-0.015293907
14/11/2012,34.92,-0.0051414
13/11/2012,35.1,0.033017769
12/11/2012,33.96,-0.007042283
09/11/2012,34.2,0.001170275
08/11/2012,34.16,-0.030842623
07/11/2012,35.23,-0.028817213
06/11/2012,36.26,0.016124898
05/11/2012,35.68,-0.006425501
02/11/2012,35.91,0.00867017
01/11/2012,35.6,0.025605951
31/10/2012,34.7,0.01626997
26/10/2012,34.14,0.005875458
25/10/2012,33.94,0.006503127
24/10/2012,33.72,-0.012964236
23/10/2012,34.16,-0.023435182
22/10/2012,34.97,-0.007974978
19/10/2012,35.25,-0.020775593
18/10/2012,35.99,-0.003051743
17/10/2012,36.1,-0.00027697
16/10/2012,36.11,-0.002213002
15/10/2012,36.19,0.002213002
12/10/2012,36.11,0.00110834
11/10/2012,36.07,0.027830327
10/10/2012,35.08,-0.019478386
09/10/2012,35.77,0.006450731
08/10/2012,35.54,0.000844476
05/10/2012,35.51,-0.007574731
04/10/2012,35.78,0.020613465
03/10/2012,35.05,-0.011629687
02/10/2012,35.46,0.003106908
01/10/2012,35.35,0.016255883
28/09/2012,34.78,-0.004589796
27/09/2012,34.94,0.047774653
26/09/2012,33.31,0.001201562
25/09/2012,33.27,-0.00479761
24/09/2012,33.43,-0.016612663
21/09/2012,33.99,-0.001176125
20/09/2012,34.03,-0.002054896
19/09/2012,34.1,-0.000586338
18/09/2012,34.12,-0.009334957
17/09/2012,34.44,-0.034249923
14/09/2012,35.64,-0.003361348
13/09/2012,35.76,0.010400656
12/09/2012,35.39,0.035373925
11/09/2012,34.16,0.04981528
10/09/2012,32.5,-0.003992021
07/09/2012,32.63,0.00861809
06/09/2012,32.35,0.025991756
05/09/2012,31.52,0.008602889
04/09/2012,31.25,0.003847392
31/08/2012,31.13,0.016845231
30/08/2012,30.61,-0.010076471
29/08/2012,30.92,-0.012853647
28/08/2012,31.32,-0.018349139
27/08/2012,31.9,0.011032421
24/08/2012,31.55,0.01920059
23/08/2012,30.95,-0.060187389
22/08/2012,32.87,0.015946367
21/08/2012,32.35,0.005268879
20/08/2012,32.18,-0.000621311
17/08/2012,32.2,-0.012959145
16/08/2012,32.62,0.025459307
15/08/2012,31.8,0.015848192
14/08/2012,31.3,-0.009855429
13/08/2012,31.61,-0.013511596
10/08/2012,32.04,-0.024052963
09/08/2012,32.82,0.029686781
08/08/2012,31.86,0.003458579
07/08/2012,31.75,0.03852804
06/08/2012,30.55,-0.001635323
03/08/2012,30.6,-0.048790164
02/08/2012,32.13,-0.027020373
01/08/2012,33.01,-0.007244221
31/07/2012,33.25,-0.030215569
30/07/2012,34.27,0.03745979
27/07/2012,33.01,0.005467814
26/07/2012,32.83,0.034080126
25/07/2012,31.73,-0.012838755
24/07/2012,32.14,0.013469272
23/07/2012,31.71,-0.008165875
20/07/2012,31.97,0.009112396
19/07/2012,31.68,0.002528446
18/07/2012,31.6,0
17/07/2012,31.6,-0.016321768
16/07/2012,32.12,0.014424835
13/07/2012,31.66,0.021712219
12/07/2012,30.98,-0.008037336
11/07/2012,31.23,0.007069438
10/07/2012,31.01,-0.030800974
09/07/2012,31.98,0.002504698
06/07/2012,31.9,-0.007806441
05/07/2012,32.15,-0.018490511
03/07/2012,32.75,0.026296952
02/07/2012,31.9,-0.000939997
29/06/2012,31.93,0.036680878
28/06/2012,30.78,-0.011628038
27/06/2012,31.14,0.053086471
26/06/2012,29.53,0.012951783
25/06/2012,29.15,0.004469665
22/06/2012,29.02,0.055983445
21/06/2012,27.44,-0.048026302
20/06/2012,28.79,0.013286909
19/06/2012,28.41,0.017039816
18/06/2012,27.93,0.01988856
15/06/2012,27.38,0.016200649
14/06/2012,26.94,0.042462786
13/06/2012,25.82,-0.028633374
12/06/2012,26.57,0.006797609
11/06/2012,26.39,-0.026179506
08/06/2012,27.09,-0.004787341
07/06/2012,27.22,-0.033240054
06/06/2012,28.14,0.021552558
05/06/2012,27.54,0.011687496
04/06/2012,27.22,-0.007685308
01/06/2012,27.43,-0.02163806
31/05/2012,28.03,-0.003916687
30/05/2012,28.14,-0.054964585
29/05/2012,29.73,0.032823459
25/05/2012,28.77,-0.002430135
24/05/2012,28.84,-0.025673154
23/05/2012,29.59,0.01292535
22/05/2012,29.21,-0.014951009
21/05/2012,29.65,0.018380368
18/05/2012,29.11,0.007586243
17/05/2012,28.89,0.002772965
16/05/2012,28.81,0.00626743
15/05/2012,28.63,-0.045741762
14/05/2012,29.97,-0.014245727
11/05/2012,30.4,-0.01112213
10/05/2012,30.74,-0.002274574
09/05/2012,30.81,0.040402846
08/05/2012,29.59,0.026019955
07/05/2012,28.83,0.003474639
04/05/2012,28.73,-0.074754176
03/05/2012,30.96,-0.006118197
02/05/2012,31.15,-0.041194317
01/05/2012,32.46,0.027484553
30/04/2012,31.58,0.03446951
27/04/2012,30.51,0.017190506
26/04/2012,29.99,0.022594116
25/04/2012,29.32,0.038593352
24/04/2012,28.21,0.008901608
23/04/2012,27.96,0.003941951
20/04/2012,27.85,-0.013906446
19/04/2012,28.24,0.001062888
18/04/2012,28.21,-0.000354421
17/04/2012,28.22,0.008540977
16/04/2012,27.98,-0.014899176
13/04/2012,28.4,-0.019181059
12/04/2012,28.95,0.010765862
11/04/2012,28.64,-0.022783174
10/04/2012,29.3,0.009257738
09/04/2012,29.03,-0.018768679
05/04/2012,29.58,-0.010425519
04/04/2012,29.89,-0.013293649
03/04/2012,30.29,-0.019938559
02/04/2012,30.9,0.009756175
30/03/2012,30.6,0.008203491
29/03/2012,30.35,-0.011140351
28/03/2012,30.69,-0.030169169
27/03/2012,31.63,-0.01910188
26/03/2012,32.24,-0.004333031
23/03/2012,32.38,0.022486894
22/03/2012,31.66,-0.053801202
21/03/2012,33.41,-0.006563269
20/03/2012,33.63,-0.031321161
19/03/2012,34.7,0.004621614
16/03/2012,34.54,0.028783191
15/03/2012,33.56,0.013197552
14/03/2012,33.12,-0.015875727
13/03/2012,33.65,0.01920251
12/03/2012,33.01,-0.01533173
09/03/2012,33.52,-0.007430559
08/03/2012,33.77,0.039564272
07/03/2012,32.46,0.001541545
06/03/2012,32.41,-0.004310352
05/03/2012,32.55,-0.02517955
02/03/2012,33.38,-0.009540919
01/03/2012,33.7,0.019173745
29/02/2012,33.06,-0.00753356
28/02/2012,33.31,-0.058874809
27/02/2012,35.33,0.003402328
24/02/2012,35.21,-0.005381687
23/02/2012,35.4,0.015658683
22/02/2012,34.85,-0.012829827
21/02/2012,35.3,-0.006775859
17/02/2012,35.54,-0.001686815
16/02/2012,35.6,0.030517126
15/02/2012,34.53,0.024330674
14/02/2012,33.7,0.00297177
13/02/2012,33.6,0.000297663
10/02/2012,33.59,0.002682965
09/02/2012,33.5,0.017161342
08/02/2012,32.93,0.013451747
07/02/2012,32.49,0.023354635
06/02/2012,31.74,0.014279157
03/02/2012,31.29,0.009956723
02/02/2012,30.98,0.018570333
01/02/2012,30.41,-0.023721665
31/01/2012,31.14,-0.026304797
30/01/2012,31.97,-0.002187159
27/01/2012,32.04,0.020495751
26/01/2012,31.39,-0.038436226
25/01/2012,32.62,0.027662992
24/01/2012,31.73,-0.022745956
23/01/2012,32.46,0.097994
20/01/2012,29.43,0.012651904
19/01/2012,29.06,-0.02111076
18/01/2012,29.68,0.018018506
17/01/2012,29.15,-0.009219802
13/01/2012,29.42,-0.01182646
12/01/2012,29.77,-0.005025978
11/01/2012,29.92,-0.083020581
10/01/2012,32.51,-0.017381136
09/01/2012,33.08,-0.003621006
06/01/2012,33.2,-0.01346318
05/01/2012,33.65,0.007457156
04/01/2012,33.4,0.021180822
03/01/2012,32.7,0.023515935
30/12/2011,31.94,-0.006242218
29/12/2011,32.14,0
28/12/2011,32.14,-0.013290259
27/12/2011,32.57,-0.009777041
23/12/2011,32.89,-0.01538724
22/12/2011,33.4,0.019958328
21/12/2011,32.74,-0.003658541
20/12/2011,32.86,0.006105025
19/12/2011,32.66,-0.025095799
16/12/2011,33.49,0.011411535
15/12/2011,33.11,-0.012605209
14/12/2011,33.53,-0.031413122
13/12/2011,34.6,-0.028211017
12/12/2011,35.59,-0.03316137
09/12/2011,36.79,0.024767364
08/12/2011,35.89,-0.026939507
07/12/2011,36.87,-0.021996595
06/12/2011,37.69,0.002124835
05/12/2011,37.61,-0.002124835
02/12/2011,37.69,-0.005556305
01/12/2011,37.9,-0.003949972
30/11/2011,38.05,0.030689533
29/11/2011,36.9,0.012270093
28/11/2011,36.45,0.039736621
25/11/2011,35.03,-0.016983142
23/11/2011,35.63,-0.041237289
22/11/2011,37.13,-0.025001302
21/11/2011,38.07,-0.014343707
18/11/2011,38.62,0.00259269
17/11/2011,38.52,-0.048394497
16/11/2011,40.43,-0.029969352
15/11/2011,41.66,0.003848009
14/11/2011,41.5,-0.020747137
11/11/2011,42.37,0.017139196
10/11/2011,41.65,0.031462173
09/11/2011,40.36,-0.042208545
08/11/2011,42.1,0.003092663
07/11/2011,41.97,-0.016306636
04/11/2011,42.66,-0.000937207
03/11/2011,42.7,0.022978626
02/11/2011,41.73,0.022048137
01/11/2011,40.82,-0.029449389
31/10/2011,42.04,-0.050329462
28/10/2011,44.21,0.015730405
27/10/2011,43.52,0.047045364
26/10/2011,41.52,0.032805879
25/10/2011,40.18,-0.022882042
24/10/2011,41.11,0.021141397
21/10/2011,40.25,0.006980831
20/10/2011,39.97,0.0113223
19/10/2011,39.52,-0.015815568
18/10/2011,40.15,0.031885292
17/10/2011,38.89,-0.003337187
14/10/2011,39.02,0.035475812
13/10/2011,37.66,0.029643777
12/10/2011,36.56,0.023243991
11/10/2011,35.72,0.008151837
10/10/2011,35.43,0.030083919
07/10/2011,34.38,-0.027540467
06/10/2011,35.34,0.002549938
05/10/2011,35.25,0.04556134
04/10/2011,33.68,0.041836959
03/10/2011,32.3,-0.031390662
30/09/2011,33.33,-0.037106731
29/09/2011,34.59,0.003765392
28/09/2011,34.46,-0.048983606
27/09/2011,36.19,0.009997306
26/09/2011,35.83,0.055075575
23/09/2011,33.91,-0.030494595
22/09/2011,34.96,-0.089415997
21/09/2011,38.23,-0.012219052
20/09/2011,38.7,-0.024503523
19/09/2011,39.66,0.017294429
16/09/2011,38.98,0.005917938
15/09/2011,38.75,0.012725792
14/09/2011,38.26,0.035380735
13/09/2011,36.93,0.026895145
12/09/2011,35.95,0.001113276
09/09/2011,35.91,-0.042257889
08/09/2011,37.46,-0.003730353
07/09/2011,37.6,0.034360204
06/09/2011,36.33,-0.009860392
02/09/2011,36.69,-0.034028735
01/09/2011,37.96,0.00026347
31/08/2011,37.95,0.01032985
30/08/2011,37.56,-0.011120051
29/08/2011,37.98,0.027223459
26/08/2011,36.96,0.015267472
25/08/2011,36.4,-0.026834514
24/08/2011,37.39,0.001605996
23/08/2011,37.33,0.043526783
22/08/2011,35.74,-0.013064814
19/08/2011,36.21,-0.013441431
18/08/2011,36.7,-0.060271939
17/08/2011,38.98,0.006950729
16/08/2011,38.71,-0.029776981
15/08/2011,39.88,0.043825078
12/08/2011,38.17,0.001573152
11/08/2011,38.11,0.05390688
10/08/2011,36.11,-0.009097237
09/08/2011,36.44,0.049792313
08/08/2011,34.67,-0.083785335
05/08/2011,37.7,-0.055964067
04/08/2011,39.87,-0.061995788
03/08/2011,42.42,-0.002119393
02/08/2011,42.51,-0.029209309
01/08/2011,43.77,-0.017887944
29/07/2011,44.56,-0.063261337
28/07/2011,47.47,-0.000210637
27/07/2011,47.48,-0.019191244
26/07/2011,48.4,-0.005151995
25/07/2011,48.65,-0.007168489
22/07/2011,49,0.0102565
21/07/2011,48.5,0.020834087
20/07/2011,47.5,-0.016080539
19/07/2011,48.27,0.025811946
18/07/2011,47.04,-0.010362787
15/07/2011,47.53,0.084699723
14/07/2011,43.67,-0.002515725
13/07/2011,43.78,0.011486458
12/07/2011,43.28,0.013491714
11/07/2011,42.7,-0.027943164
08/07/2011,43.91,-0.013571798
07/07/2011,44.51,0.01471114
06/07/2011,43.86,-0.003414138
05/07/2011,44.01,0.004783063
01/07/2011,43.8,0.021228301
30/06/2011,42.88,0.012909462
29/06/2011,42.33,0.017155532
28/06/2011,41.61,0.022358161
27/06/2011,40.69,-0.003679631
24/06/2011,40.84,-0.018918828
23/06/2011,41.62,-0.012653863
22/06/2011,42.15,-0.001185537
21/06/2011,42.2,0.022526713
20/06/2011,41.26,0.002426597
17/06/2011,41.16,-0.003879733
16/06/2011,41.32,-0.001451028
15/06/2011,41.38,-0.010098667
14/06/2011,41.8,0.013730193
13/06/2011,41.23,-0.023727896
10/06/2011,42.22,-0.022020098
09/06/2011,43.16,-0.011518211
08/06/2011,43.66,0.009435118
07/06/2011,43.25,0.005797118
06/06/2011,43,-0.01683425
03/06/2011,43.73,0.035140323
02/06/2011,42.22,0.006892481
01/06/2011,41.93,-0.04294709
31/05/2011,43.77,0.009180693
27/05/2011,43.37,0.004390533
26/05/2011,43.18,-0.006003251
25/05/2011,43.44,0.01390843
24/05/2011,42.84,0.003976148
23/05/2011,42.67,-0.004676183
20/05/2011,42.87,0.023602701
19/05/2011,41.87,-0.00808758
18/05/2011,42.21,0.008565363
17/05/2011,41.85,0.01492565
16/05/2011,41.23,0.00072789
13/05/2011,41.2,-0.005084141
12/05/2011,41.41,-0.004818125
11/05/2011,41.61,-0.033092124
10/05/2011,43.01,0.009343679
09/05/2011,42.61,0.016564506
06/05/2011,41.91,0.002388917
05/05/2011,41.81,-0.009995324
04/05/2011,42.23,-0.021087942
03/05/2011,43.13,-0.014272802
02/05/2011,43.75,-0.00251113
29/04/2011,43.86,0.026335548
28/04/2011,42.72,0.011062841
27/04/2011,42.25,0.024923408
26/04/2011,41.21,0.016885266
25/04/2011,40.52,-0.000493462
21/04/2011,40.54,-0.006147812
20/04/2011,40.79,0.021559502
19/04/2011,39.92,-0.001251721
18/04/2011,39.97,0.000250219
15/04/2011,39.96,0.02406093
14/04/2011,39.01,0.015500181
13/04/2011,38.41,0.010205505
12/04/2011,38.02,-0.040716781
11/04/2011,39.6,-0.023706662
08/04/2011,40.55,-0.01201142
07/04/2011,41.04,-0.00873368
06/04/2011,41.4,-0.023631605
05/04/2011,42.39,-0.005411141
04/04/2011,42.62,-0.005848654
01/04/2011,42.87,-0.002329917
31/03/2011,42.97,-0.006263795
30/03/2011,43.24,0.017261917
29/03/2011,42.5,-0.001175779
28/03/2011,42.55,-0.021851172
25/03/2011,43.49,0.009936535
24/03/2011,43.06,0.01285515
23/03/2011,42.51,0.011355693
22/03/2011,42.03,0.010043126
21/03/2011,41.61,0.011845902
18/03/2011,41.12,0.005364558
17/03/2011,40.9,0.021750734
16/03/2011,40.02,0.032248573
15/03/2011,38.75,0.009594265
14/03/2011,38.38,0.03932494
11/03/2011,36.9,0.021364822
10/03/2011,36.12,-0.032682647
09/03/2011,37.32,-0.000535762
08/03/2011,37.34,-0.015149791
07/03/2011,37.91,0.00158395
04/03/2011,37.85,-0.003165394
03/03/2011,37.97,0.003693936
02/03/2011,37.83,-0.001848673
01/03/2011,37.9,-0.040843102
28/02/2011,39.48,0.01557147
25/02/2011,38.87,0.032952772
24/02/2011,37.61,-0.010052995
23/02/2011,37.99,0.043853698
22/02/2011,36.36,-0.002472189
18/02/2011,36.45,0.007158621
17/02/2011,36.19,-0.022135075
16/02/2011,37,0.001352265
15/02/2011,36.95,-0.01370805
14/02/2011,37.46,0.01479118
11/02/2011,36.91,-0.003785835
10/02/2011,37.05,-0.00886745
09/02/2011,37.38,-0.038057342
08/02/2011,38.83,-0.016094357
07/02/2011,39.46,0.003045688
04/02/2011,39.34,0.000762874
03/02/2011,39.31,0.007148358
02/02/2011,39.03,-0.010449949
01/02/2011,39.44,-0.001520142
31/01/2011,39.5,0.01813819
