Date,Close,AVB
09/10/2013,124.63,0.006116719
08/10/2013,123.87,-0.009001106
07/10/2013,124.99,0.000640256
04/10/2013,124.91,-0.010749795
03/10/2013,126.26,-0.020538466
02/10/2013,128.88,0.009276287
01/10/2013,127.69,0.004709955
30/09/2013,127.09,-0.017239789
27/09/2013,129.3,-0.003088806
26/09/2013,129.7,-0.009362358
25/09/2013,130.92,0.010365174
24/09/2013,129.57,-0.01691259
23/09/2013,131.78,-0.009515969
20/09/2013,133.04,-0.016918607
19/09/2013,135.31,0.003479552
18/09/2013,134.84,0.042649903
17/09/2013,129.21,-0.006249297
16/09/2013,130.02,0.006404096
13/09/2013,129.19,-0.001624193
12/09/2013,129.4,-0.004164423
11/09/2013,129.94,0.012467734
10/09/2013,128.33,0.001091533
09/09/2013,128.19,0.020490905
06/09/2013,125.59,0.015567639
05/09/2013,123.65,-0.005564755
04/09/2013,124.34,0.013114411
03/09/2013,122.72,-0.009569451
30/08/2013,123.9,-0.00322321
29/08/2013,124.3,-0.00120603
28/08/2013,124.45,-0.01063032
27/08/2013,125.78,-0.008076693
26/08/2013,126.8,0.004505402
23/08/2013,126.23,0.008193181
22/08/2013,125.2,0.011568252
21/08/2013,123.76,-0.00072695
20/08/2013,123.85,0.012103637
19/08/2013,122.36,-0.00350806
16/08/2013,122.79,-0.020953301
15/08/2013,125.39,-0.024889054
14/08/2013,128.55,-0.008983256
13/08/2013,129.71,-0.015756789
12/08/2013,131.77,-0.010192999
09/08/2013,133.12,0.008221808
08/08/2013,132.03,-0.001438032
07/08/2013,132.22,-0.006783775
06/08/2013,133.12,-0.00045062
05/08/2013,133.18,-0.005764999
02/08/2013,133.95,-0.007141293
01/08/2013,134.91,-0.003182241
31/07/2013,135.34,-0.01401395
30/07/2013,137.25,-0.002837501
29/07/2013,137.64,-0.009688457
26/07/2013,138.98,0.00751123
25/07/2013,137.94,-0.001086838
24/07/2013,138.09,-0.016091145
23/07/2013,140.33,-0.003130561
22/07/2013,140.77,0.002916802
19/07/2013,140.36,-0.004832987
18/07/2013,141.04,0.003195685
17/07/2013,140.59,0.001851061
16/07/2013,140.33,0.004714294
15/07/2013,139.67,-0.005569056
12/07/2013,140.45,0.000498522
11/07/2013,140.38,0.020729114
10/07/2013,137.5,0.001382774
09/07/2013,137.31,0.021271917
08/07/2013,134.42,-0.004379623
05/07/2013,135.01,-0.005318769
03/07/2013,135.73,-0.008948277
02/07/2013,136.95,0.01175188
01/07/2013,135.35,0.003256127
28/06/2013,134.91,-0.011496921
27/06/2013,136.47,0.009349647
26/06/2013,135.2,-0.001773574
25/06/2013,135.44,0.014127679
24/06/2013,133.54,0.013950383
21/06/2013,131.69,0.028654814
20/06/2013,127.97,-0.021644193
19/06/2013,130.77,-0.031093708
18/06/2013,134.9,0.004755545
17/06/2013,134.26,-0.002454902
14/06/2013,134.59,0.000222924
13/06/2013,134.56,0.03987491
12/06/2013,129.3,-0.013672538
11/06/2013,131.08,-0.017919052
10/06/2013,133.45,-0.007688613
07/06/2013,134.48,-0.00014871
06/06/2013,134.5,0.001785981
05/06/2013,134.26,-0.013244247
04/06/2013,136.05,0.005971487
03/06/2013,135.24,0.019261514
31/05/2013,132.66,-0.005262774
30/05/2013,133.36,-0.024443851
29/05/2013,136.66,0.000585566
28/05/2013,136.58,-0.014537253
24/05/2013,138.58,-0.002954212
23/05/2013,138.99,0.003098543
22/05/2013,138.56,-0.020713547
21/05/2013,141.46,0.005813558
20/05/2013,140.64,0.013962207
17/05/2013,138.69,0.004842624
16/05/2013,138.02,0.00610467
15/05/2013,137.18,0.003944202
14/05/2013,136.64,0.013631718
13/05/2013,134.79,0.011190806
10/05/2013,133.29,0.005416398
09/05/2013,132.57,-0.0015075
08/05/2013,132.77,-0.00173082
07/05/2013,133,0.016985546
06/05/2013,130.76,0.007445822
03/05/2013,129.79,-0.006986861
02/05/2013,130.7,-0.011713833
01/05/2013,132.24,-0.006031381
30/04/2013,133.04,0.015070905
29/04/2013,131.05,0.006353602
26/04/2013,130.22,-0.00696387
25/04/2013,131.13,-0.007218602
24/04/2013,132.08,0.001439558
23/04/2013,131.89,-0.001288123
22/04/2013,132.06,-0.007618941
19/04/2013,133.07,0.007997628
18/04/2013,132.01,0.006231023
17/04/2013,131.19,-0.020446599
16/04/2013,133.9,0.010737048
15/04/2013,132.47,-0.023131907
12/04/2013,135.57,0.006438029
11/04/2013,134.7,0.00909843
10/04/2013,133.48,-0.000149824
09/04/2013,133.5,0.003526811
08/04/2013,133.03,-0.003077272
05/04/2013,133.44,0.009184737
04/04/2013,132.22,0.032436938
03/04/2013,128,-0.001093152
02/04/2013,128.14,0.000390274
01/04/2013,128.09,0.011147862
28/03/2013,126.67,0.000236864
27/03/2013,126.64,-0.003547081
26/03/2013,127.09,0.004495098
25/03/2013,126.52,-0.002447209
22/03/2013,126.83,0.010940334
21/03/2013,125.45,-0.008572161
20/03/2013,126.53,0.002690727
19/03/2013,126.19,-0.004427935
18/03/2013,126.75,-0.012700077
15/03/2013,128.37,-0.006522269
14/03/2013,129.21,0.018985687
13/03/2013,126.78,0.00831655
12/03/2013,125.73,0.013693908
11/03/2013,124.02,-0.000483676
08/03/2013,124.08,-0.005385216
07/03/2013,124.75,-0.011793905
06/03/2013,126.23,-0.004032104
05/03/2013,126.74,0.000710367
04/03/2013,126.65,0.00348019
01/03/2013,126.21,0.010994375
28/02/2013,124.83,-0.008852791
27/02/2013,125.94,-0.004673831
26/02/2013,126.53,0.001581903
25/02/2013,126.33,-0.019596175
22/02/2013,128.83,0.008809943
21/02/2013,127.7,-0.015463224
20/02/2013,129.69,-0.005613025
19/02/2013,130.42,0.001227559
15/02/2013,130.26,0.001613461
14/02/2013,130.05,-0.001383126
13/02/2013,130.23,-0.004596653
12/02/2013,130.83,0.008058061
11/02/2013,129.78,0.007269385
08/02/2013,128.84,0.014462981
07/02/2013,126.99,-0.011742737
06/02/2013,128.49,0.016636969
05/02/2013,126.37,0.003487915
04/02/2013,125.93,-0.001428345
01/02/2013,126.11,-0.028763218
31/01/2013,129.79,-0.044086558
30/01/2013,135.64,-0.01666949
29/01/2013,137.92,0.002032226
28/01/2013,137.64,-0.00565096
25/01/2013,138.42,0.000578118
24/01/2013,138.34,-0.004471699
23/01/2013,138.96,-0.001366366
22/01/2013,139.15,0.004249043
18/01/2013,138.56,-0.000144331
17/01/2013,138.58,0.004701466
16/01/2013,137.93,-0.003184947
15/01/2013,138.37,0.011338155
14/01/2013,136.81,0.004762437
11/01/2013,136.16,-0.00680698
10/01/2013,137.09,0.003287914
09/01/2013,136.64,0.004033298
08/01/2013,136.09,-0.00308144
07/01/2013,136.51,0.001026092
04/01/2013,136.37,-0.003002016
03/01/2013,136.78,0.005498346
02/01/2013,136.03,0.003239823
31/12/2012,135.59,0.011945091
28/12/2012,133.98,-0.013345394
27/12/2012,135.78,0.005316805
26/12/2012,135.06,-0.010752
24/12/2012,136.52,-0.000951788
21/12/2012,136.65,0.0079348
20/12/2012,135.57,0.016135979
19/12/2012,133.4,-0.000374742
18/12/2012,133.45,0.001950196
17/12/2012,133.19,0.004439602
14/12/2012,132.6,0.000905387
13/12/2012,132.48,-0.011109557
12/12/2012,133.96,0.006665942
11/12/2012,133.07,0.000751767
10/12/2012,132.97,-0.005325345
07/12/2012,133.68,-0.017058932
06/12/2012,135.98,0.02426617
05/12/2012,132.72,-0.011313101
04/12/2012,134.23,0.009205618
03/12/2012,133,0.009139382
30/11/2012,131.79,-0.009440088
29/11/2012,133.04,0.007469196
28/11/2012,132.05,-0.00226929
27/11/2012,132.35,0.026025196
26/11/2012,128.95,0.003184592
23/11/2012,128.54,0.008986893
21/11/2012,127.39,-0.01364384
20/11/2012,129.14,-0.006406567
19/11/2012,129.97,0.00849951
16/11/2012,128.87,0.009198693
15/11/2012,127.69,0.000626714
14/11/2012,127.61,-0.021014227
13/11/2012,130.32,-0.006424988
12/11/2012,131.16,-0.005853527
09/11/2012,131.93,-0.006949193
08/11/2012,132.85,-0.01834777
07/11/2012,135.31,-0.011097751
06/11/2012,136.82,-0.001533687
05/11/2012,137.03,-0.005022759
02/11/2012,137.72,0.005971906
01/11/2012,136.9,0.009836386
31/10/2012,135.56,0.018539041
26/10/2012,133.07,-0.006367301
25/10/2012,133.92,-0.00119403
24/10/2012,134.08,0.000223772
23/10/2012,134.05,-0.007358166
22/10/2012,135.04,-0.013752745
19/10/2012,136.91,0.005493111
18/10/2012,136.16,0.019879011
17/10/2012,133.48,0.001424448
16/10/2012,133.29,0.001351352
15/10/2012,133.11,0.006179372
12/10/2012,132.29,-0.008430611
11/10/2012,133.41,-0.009771457
10/10/2012,134.72,0.007824475
09/10/2012,133.67,-0.00797292
08/10/2012,134.74,-0.010850817
05/10/2012,136.21,-0.00051378
04/10/2012,136.28,-0.003077151
03/10/2012,136.7,0.000512201
02/10/2012,136.63,0.008895482
01/10/2012,135.42,-0.004200294
28/09/2012,135.99,-0.004548797
27/09/2012,136.61,0.009192255
26/09/2012,135.36,-0.000664673
25/09/2012,135.45,-0.01698306
24/09/2012,137.77,-0.007520464
21/09/2012,138.81,0.002019183
20/09/2012,138.53,-0.020930083
19/09/2012,141.46,0.006596002
18/09/2012,140.53,-0.005464301
17/09/2012,141.3,-0.000212292
14/09/2012,141.33,-0.001837976
13/09/2012,141.59,0.008368843
12/09/2012,140.41,-0.003838503
11/09/2012,140.95,-0.002126152
10/09/2012,141.25,-0.02177881
07/09/2012,144.36,0.006114527
06/09/2012,143.48,0.006292407
05/09/2012,142.58,0.000280584
04/09/2012,142.54,0.007181612
31/08/2012,141.52,-0.001835511
30/08/2012,141.78,-0.008008473
29/08/2012,142.92,-0.004468033
28/08/2012,143.56,-0.001461734
27/08/2012,143.77,-0.002847719
24/08/2012,144.18,0.003056407
23/08/2012,143.74,0.003065777
22/08/2012,143.3,0.012287323
21/08/2012,141.55,0.000211962
20/08/2012,141.52,-0.001694437
17/08/2012,141.76,0.006937099
16/08/2012,140.78,0.006699476
15/08/2012,139.84,0.009195467
14/08/2012,138.56,-0.004464615
13/08/2012,139.18,-0.00829999
10/08/2012,140.34,0.00679229
09/08/2012,139.39,-0.002221507
08/08/2012,139.7,-0.014144306
07/08/2012,141.69,-0.012205539
06/08/2012,143.43,-0.00895373
03/08/2012,144.72,-0.000966918
02/08/2012,144.86,0.002834332
01/08/2012,144.45,-0.018111217
31/07/2012,147.09,0.006205905
30/07/2012,146.18,0.004593926
27/07/2012,145.51,0.006411825
26/07/2012,144.58,-0.00510522
25/07/2012,145.32,-0.003366197
24/07/2012,145.81,-0.00792408
23/07/2012,146.97,-0.007456651
20/07/2012,148.07,-0.00827257
19/07/2012,149.3,-0.00800538
18/07/2012,150.5,-0.003316753
17/07/2012,151,0.008646545
16/07/2012,149.7,0.004351471
13/07/2012,149.05,0.018622512
12/07/2012,146.3,0.021277398
11/07/2012,143.22,0.003357116
10/07/2012,142.74,-0.013292238
09/07/2012,144.65,0.00041488
06/07/2012,144.59,0.007358078
05/07/2012,143.53,-0.003616389
03/07/2012,144.05,0.004801512
02/07/2012,143.36,0.013200585
29/06/2012,141.48,0.024832218
28/06/2012,138.01,0.009391107
27/06/2012,136.72,-0.004888558
26/06/2012,137.39,0.002331853
25/06/2012,137.07,-0.002113472
22/06/2012,137.36,-0.006530754
21/06/2012,138.26,-0.019907568
20/06/2012,141.04,-0.005726623
19/06/2012,141.85,0.002329111
18/06/2012,141.52,0.005811086
15/06/2012,140.7,0.001351304
14/06/2012,140.51,0.012316661
13/06/2012,138.79,-0.002877907
12/06/2012,139.19,0.005186211
11/06/2012,138.47,-0.022776125
08/06/2012,141.66,0.010716543
07/06/2012,140.15,-0.007322394
06/06/2012,141.18,0.018515738
05/06/2012,138.59,0.023434295
04/06/2012,135.38,-0.011968277
01/06/2012,137.01,-0.019801196
31/05/2012,139.75,0.009201416
30/05/2012,138.47,-0.025384607
29/05/2012,142.03,0.015539391
25/05/2012,139.84,-0.009253394
24/05/2012,141.14,0.000283447
23/05/2012,141.1,-0.00042514
22/05/2012,141.16,0.00746617
21/05/2012,140.11,0.023031015
18/05/2012,136.92,-0.008146685
17/05/2012,138.04,-0.027649556
16/05/2012,141.91,-0.013578036
15/05/2012,143.85,0.001043297
14/05/2012,143.7,-0.02202429
11/05/2012,146.9,-0.0002042
10/05/2012,146.93,0.002726097
09/05/2012,146.53,-0.005512656
08/05/2012,147.34,-0.003184824
07/05/2012,147.81,0.016232794
04/05/2012,145.43,6.8764E-05
03/05/2012,145.42,-0.011282557
02/05/2012,147.07,-0.003326209
01/05/2012,147.56,0.014746308
30/04/2012,145.4,-0.004528931
27/04/2012,146.06,0.002330524
26/04/2012,145.72,0.000549149
25/04/2012,145.64,0.007581537
24/04/2012,144.54,0.010292163
23/04/2012,143.06,-0.012296518
20/04/2012,144.83,0.016359002
19/04/2012,142.48,0.002459507
18/04/2012,142.13,-0.001335912
17/04/2012,142.32,0.001547008
16/04/2012,142.1,0.013817757
13/04/2012,140.15,0.00350238
12/04/2012,139.66,0.016751294
11/04/2012,137.34,0.006941174
10/04/2012,136.39,-0.018523756
09/04/2012,138.94,-0.005598235
05/04/2012,139.72,-0.001859135
04/04/2012,139.98,-0.011294739
03/04/2012,141.57,0.000989399
02/04/2012,141.43,0.000565811
30/03/2012,141.35,0.019214191
29/03/2012,138.66,0.004771208
28/03/2012,138,-0.008658063
27/03/2012,139.2,0.002229495
26/03/2012,138.89,0.013044608
23/03/2012,137.09,0.011370845
22/03/2012,135.54,-0.01268299
21/03/2012,137.27,-0.008848332
20/03/2012,138.49,-0.006477639
19/03/2012,139.39,0.006549849
16/03/2012,138.48,0.007756754
15/03/2012,137.41,-0.010208973
14/03/2012,138.82,-0.011246134
13/03/2012,140.39,0.011678442
12/03/2012,138.76,0.006942464
09/03/2012,137.8,0.027963559
08/03/2012,134,-0.004170396
07/03/2012,134.56,0.007534257
06/03/2012,133.55,-0.010057824
05/03/2012,134.9,0.020066561
02/03/2012,132.22,0.008583092
01/03/2012,131.09,0.010891349
29/02/2012,129.67,-0.009899172
28/02/2012,130.96,-0.012671363
27/02/2012,132.63,-0.002785832
24/02/2012,133,0.022353246
23/02/2012,130.06,0.001461932
22/02/2012,129.87,-0.007746923
21/02/2012,130.88,-0.023782783
17/02/2012,134.03,0.008090538
16/02/2012,132.95,0.003767902
15/02/2012,132.45,-0.002262444
14/02/2012,132.75,-0.01924858
13/02/2012,135.33,0.006523857
10/02/2012,134.45,0.000595194
09/02/2012,134.37,-0.010659661
08/02/2012,135.81,-0.00865108
07/02/2012,136.99,-0.008649253
06/02/2012,138.18,-0.011798698
03/02/2012,139.82,0.011364576
02/02/2012,138.24,0.009594491
01/02/2012,136.92,0.006668401
31/01/2012,136.01,0.008342918
30/01/2012,134.88,-0.003995566
27/01/2012,135.42,0.003921429
26/01/2012,134.89,0.008038748
25/01/2012,133.81,0.020231686
24/01/2012,131.13,0.01073383
23/01/2012,129.73,0.014832343
20/01/2012,127.82,0.005727527
19/01/2012,127.09,-0.006978505
18/01/2012,127.98,-0.005843186
17/01/2012,128.73,0.017553934
13/01/2012,126.49,0.017787109
12/01/2012,124.26,-0.025975486
11/01/2012,127.53,-0.004537639
10/01/2012,128.11,0.009095962
09/01/2012,126.95,-0.009798236
06/01/2012,128.2,-0.012634358
05/01/2012,129.83,0.018266413
04/01/2012,127.48,-0.019882606
03/01/2012,130.04,-0.004297121
30/12/2011,130.6,-0.004126238
29/12/2011,131.14,0.008731004
28/12/2011,130,-0.019500923
27/12/2011,132.56,0.00461231
23/12/2011,131.95,0.000909849
22/12/2011,131.83,0.022243592
21/12/2011,128.93,-0.004102332
20/12/2011,129.46,0.018633837
19/12/2011,127.07,-0.014764163
16/12/2011,128.96,0.003651198
15/12/2011,128.49,0.02553934
14/12/2011,125.25,0.020406402
13/12/2011,122.72,-0.002847962
12/12/2011,123.07,-0.020667375
09/12/2011,125.64,0.029727553
08/12/2011,121.96,-0.022618613
07/12/2011,124.75,0.017547857
06/12/2011,122.58,-0.003908163
05/12/2011,123.06,-0.007690166
02/12/2011,124.01,0.000968132
01/12/2011,123.89,-0.007718942
30/11/2011,124.85,0.049587438
29/11/2011,118.81,-0.005121113
28/11/2011,119.42,0.011114968
25/11/2011,118.1,0.00978523
23/11/2011,116.95,-0.021151381
22/11/2011,119.45,-0.010078799
21/11/2011,120.66,-0.021157001
18/11/2011,123.24,0.007738401
17/11/2011,122.29,-0.027104991
16/11/2011,125.65,-0.017982975
15/11/2011,127.93,0.009740082
14/11/2011,126.69,-0.020546795
11/11/2011,129.32,0.032936756
10/11/2011,125.13,0.001679664
09/11/2011,124.92,-0.049430369
08/11/2011,131.25,0.007264417
07/11/2011,130.3,-0.00015348
04/11/2011,130.32,0.00987053
03/11/2011,129.04,0.000542615
02/11/2011,128.97,0.027831985
01/11/2011,125.43,-0.063775853
31/10/2011,133.69,0.004498096
28/10/2011,133.09,-0.018978726
27/10/2011,135.64,0.057661602
26/10/2011,128.04,0.007919436
25/10/2011,127.03,-0.000550899
24/10/2011,127.1,0.021070149
21/10/2011,124.45,0.032337267
20/10/2011,120.49,-0.002817837
19/10/2011,120.83,0.000827952
18/10/2011,120.73,0.029504136
17/10/2011,117.22,-0.038574119
14/10/2011,121.83,0.022411297
13/10/2011,119.13,-0.008192656
12/10/2011,120.11,0.013495029
11/10/2011,118.5,-0.02170369
10/10/2011,121.1,0.043285114
07/10/2011,115.97,-0.024614793
06/10/2011,118.86,0.028242993
05/10/2011,115.55,-0.012385124
04/10/2011,116.99,0.054542208
03/10/2011,110.78,-0.029090696
30/09/2011,114.05,-0.037431774
29/09/2011,118.4,0.011382099
28/09/2011,117.06,-0.026886285
27/09/2011,120.25,0.014406816
26/09/2011,118.53,0.010005171
23/09/2011,117.35,0.017796971
22/09/2011,115.28,-0.029656491
21/09/2011,118.75,-0.060213392
20/09/2011,126.12,-0.001347015
19/09/2011,126.29,-0.030337258
16/09/2011,130.18,0.000307314
15/09/2011,130.14,-0.001995855
14/09/2011,130.4,-0.021695458
13/09/2011,133.26,-0.003445954
12/09/2011,133.72,0.01052483
09/09/2011,132.32,-0.032126499
08/09/2011,136.64,0.001464772
07/09/2011,136.44,0.023132704
06/09/2011,133.32,-0.007770511
02/09/2011,134.36,-0.001487431
01/09/2011,134.56,-0.013434911
31/08/2011,136.38,0.011652909
30/08/2011,134.8,0.008268511
29/08/2011,133.69,0.023461043
26/08/2011,130.59,0.014967106
25/08/2011,128.65,-0.018635993
24/08/2011,131.07,0.016849793
23/08/2011,128.88,0.018086224
22/08/2011,126.57,0.008489756
19/08/2011,125.5,-0.021129768
18/08/2011,128.18,-0.040665952
17/08/2011,133.5,0.004579759
16/08/2011,132.89,0.003694075
15/08/2011,132.4,0.023692358
12/08/2011,129.3,-0.013748824
11/08/2011,131.09,0.042224687
10/08/2011,125.67,0.000796052
09/08/2011,125.57,0.076260482
08/08/2011,116.35,-0.042982101
05/08/2011,121.46,-0.017870003
04/08/2011,123.65,-0.036916278
03/08/2011,128.3,-0.008459828
02/08/2011,129.39,-0.026314297
01/08/2011,132.84,-0.01011131
29/07/2011,134.19,0.009057965
28/07/2011,132.98,-0.010324024
27/07/2011,134.36,-0.023973499
26/07/2011,137.62,-0.002829883
25/07/2011,138.01,-0.010810137
22/07/2011,139.51,0.003446546
21/07/2011,139.03,0.009539712
20/07/2011,137.71,0.016990522
19/07/2011,135.39,0.023087431
18/07/2011,132.3,-0.003094225
15/07/2011,132.71,0.013656232
14/07/2011,130.91,-0.009276222
13/07/2011,132.13,-0.020599208
12/07/2011,134.88,0.002746949
11/07/2011,134.51,-0.020748243
08/07/2011,137.33,-0.001527995
07/07/2011,137.54,0.014647984
06/07/2011,135.54,0.008520779
05/07/2011,134.39,0.013710647
01/07/2011,132.56,0.031884982
30/06/2011,128.4,0.00429269
29/06/2011,127.85,0.0039185
28/06/2011,127.35,-0.001647641
27/06/2011,127.56,0.000470478
24/06/2011,127.5,-0.000862373
23/06/2011,127.61,-0.029952065
22/06/2011,131.49,-0.002127175
21/06/2011,131.77,0.000227695
20/06/2011,131.74,0.020397916
17/06/2011,129.08,0.00271518
16/06/2011,128.73,-0.012122296
15/06/2011,130.3,-0.01794998
14/06/2011,132.66,0.012592141
13/06/2011,131,0.007662873
10/06/2011,130,-0.020028846
09/06/2011,132.63,7.54006E-05
08/06/2011,132.62,0.002567008
07/06/2011,132.28,0.017617234
06/06/2011,129.97,-0.009724053
03/06/2011,131.24,0.019077502
02/06/2011,128.76,-0.007428075
01/06/2011,129.72,-0.025497024
31/05/2011,133.07,0.023340855
27/05/2011,130,0.004085256
26/05/2011,129.47,0.015882
25/05/2011,127.43,0.004483078
24/05/2011,126.86,0.014770379
23/05/2011,125,-0.016660441
20/05/2011,127.1,-0.015303234
19/05/2011,129.06,0.008247149
18/05/2011,128,0.00250313
17/05/2011,127.68,0.004946424
16/05/2011,127.05,0.000944956
13/05/2011,126.93,-0.004872691
12/05/2011,127.55,-0.005628973
11/05/2011,128.27,-0.005209763
10/05/2011,128.94,0.017525093
09/05/2011,126.7,0.00482615
06/05/2011,126.09,-0.013470604
05/05/2011,127.8,0.006436948
04/05/2011,126.98,-0.000708522
03/05/2011,127.07,-0.00086529
02/05/2011,127.18,0.00449191
29/04/2011,126.61,-0.014583919
28/04/2011,128.47,0.014425966
27/04/2011,126.63,0.00625819
26/04/2011,125.84,0.008699524
25/04/2011,124.75,0.014208683
21/04/2011,122.99,0.006280352
20/04/2011,122.22,0.019331457
19/04/2011,119.88,0.00443089
18/04/2011,119.35,-0.014556298
15/04/2011,121.1,0.013718777
14/04/2011,119.45,0.003774381
13/04/2011,119,0.005054771
12/04/2011,118.4,-0.000168905
11/04/2011,118.42,0.00346826
08/04/2011,118.01,-0.010871962
07/04/2011,119.3,-0.0066834
06/04/2011,120.1,0.001166375
05/04/2011,119.96,0.001752118
04/04/2011,119.75,-0.009226615
01/04/2011,120.86,0.006474664
31/03/2011,120.08,0.015780082
30/03/2011,118.2,0.000931059
29/03/2011,118.09,0.00373293
28/03/2011,117.65,0.002127208
25/03/2011,117.4,0.003925925
24/03/2011,116.94,0.009451054
23/03/2011,115.84,-0.011757269
22/03/2011,117.21,-0.007479848
21/03/2011,118.09,0.005434335
18/03/2011,117.45,0.004009731
17/03/2011,116.98,0.013858625
16/03/2011,115.37,-0.006135254
15/03/2011,116.08,0.001465581
14/03/2011,115.91,-0.014900087
11/03/2011,117.65,0.020697205
10/03/2011,115.24,-0.010187432
09/03/2011,116.42,0.012533117
08/03/2011,114.97,0.009701601
07/03/2011,113.86,-0.01022334
04/03/2011,115.03,-0.020734601
03/03/2011,117.44,0.01683021
02/03/2011,115.48,-0.013930916
01/03/2011,117.1,-0.033010178
28/02/2011,121.03,0.024422055
25/02/2011,118.11,0.029383557
24/02/2011,114.69,-0.000174368
23/02/2011,114.71,-0.00365472
22/02/2011,115.13,-0.008131533
18/02/2011,116.07,0.003279257
17/02/2011,115.69,-0.001209399
16/02/2011,115.83,-0.00215601
15/02/2011,116.08,-8.61438E-05
14/02/2011,116.09,0.000775561
11/02/2011,116,0.005099186
10/02/2011,115.41,0.003124189
09/02/2011,115.05,0.002610968
08/02/2011,114.75,0
07/02/2011,114.75,0.008313327
04/02/2011,113.8,-0.014481628
03/02/2011,115.46,0.00704014
02/02/2011,114.65,-0.007646227
01/02/2011,115.53,-0.003456324
31/01/2011,115.93,0.018719801
28/01/2011,113.78,-0.020787876
