Date,Close,MTB
08/11/2010,82.22,-0.005821021
05/11/2010,82.7,0.002542528
04/11/2010,82.49,0.022186361
03/11/2010,80.68,0.038279163
02/11/2010,77.65,0.002320785
01/11/2010,77.47,0.035741552
29/10/2010,74.75,0.001204739
28/10/2010,74.66,-0.003876751
27/10/2010,74.95,-0.002930991
26/10/2010,75.17,0.00787984
25/10/2010,74.58,0.001878943
22/10/2010,74.44,0.020082086
21/10/2010,72.96,-0.015099246
20/10/2010,74.07,-0.022163791
19/10/2010,75.73,-0.01390004
18/10/2010,76.79,0.02065727
15/10/2010,75.22,-0.005832466
14/10/2010,75.66,-0.01469457
13/10/2010,76.78,-0.0099787
12/10/2010,77.55,0.004264399
11/10/2010,77.22,0.004933153
08/10/2010,76.84,-0.000390345
07/10/2010,76.87,-0.026192279
06/10/2010,78.91,-0.051616395
05/10/2010,83.09,0.011377513
04/10/2010,82.15,0.002925761
01/10/2010,81.91,0.001221598
30/09/2010,81.81,0
29/09/2010,81.81,-0.008398808
28/09/2010,82.5,-0.020871574
27/09/2010,84.24,-0.073005071
24/09/2010,90.62,0.02740817
23/09/2010,88.17,-0.008695216
22/09/2010,88.94,0.002814842
21/09/2010,88.69,-0.025712363
20/09/2010,91,0.048405623
17/09/2010,86.7,-0.002534272
16/09/2010,86.92,-0.005507127
15/09/2010,87.4,-0.005704522
14/09/2010,87.9,-0.005559036
13/09/2010,88.39,0.020805506
10/09/2010,86.57,-0.007365668
09/09/2010,87.21,0.020270573
08/09/2010,85.46,0.008932829
07/09/2010,84.7,-0.048733942
03/09/2010,88.93,0.018728202
02/09/2010,87.28,-0.00240316
01/09/2010,87.49,0.021372037
31/08/2010,85.64,0.008089616
30/08/2010,84.95,-0.032770836
27/08/2010,87.78,0.012956668
26/08/2010,86.65,-0.001844806
25/08/2010,86.81,-0.006430152
24/08/2010,87.37,-0.016009425
23/08/2010,88.78,-0.010978042
20/08/2010,89.76,0.005025978
19/08/2010,89.31,-0.008251608
18/08/2010,90.05,-0.004210999
17/08/2010,90.43,0.056644661
16/08/2010,85.45,0.00117096
13/08/2010,85.35,0.001876393
12/08/2010,85.19,0.009435145
11/08/2010,84.39,-0.040864653
10/08/2010,87.91,-0.000454907
09/08/2010,87.95,0.012240615
06/08/2010,86.88,-0.009051909
05/08/2010,87.67,-0.010552092
04/08/2010,88.6,0.006908686
03/08/2010,87.99,-0.01768562
02/08/2010,89.56,0.025100244
30/07/2010,87.34,0.003900429
29/07/2010,87,-0.009495009
28/07/2010,87.83,-0.022738485
27/07/2010,89.85,-0.027768892
26/07/2010,92.38,0.031001713
23/07/2010,89.56,0.032685615
22/07/2010,86.68,0.037376545
21/07/2010,83.5,-0.018745358
20/07/2010,85.08,-0.011685106
19/07/2010,86.08,0.004074274
16/07/2010,85.73,-0.034958577
15/07/2010,88.78,-0.012981382
14/07/2010,89.94,-0.017305475
13/07/2010,91.51,0.02646448
12/07/2010,89.12,-0.01237819
09/07/2010,90.23,0.0180044
08/07/2010,88.62,-0.00685974
07/07/2010,89.23,0.037335234
06/07/2010,85.96,0.012525771
02/07/2010,84.89,-0.02684803
01/07/2010,87.2,0.026141483
30/06/2010,84.95,-0.015650868
