Date,Close,NVDA
13/08/2013,14.42,0.003473432
12/08/2013,14.37,-0.008316056
09/08/2013,14.49,-0.014388737
08/08/2013,14.7,0.006825965
07/08/2013,14.6,-0.000684697
06/08/2013,14.61,-0.01494593
05/08/2013,14.83,0.004731337
02/08/2013,14.76,0.008163311
01/08/2013,14.64,0.013755375
31/07/2013,14.44,0.002079723
30/07/2013,14.41,0.016795356
29/07/2013,14.17,-0.002114911
26/07/2013,14.2,-0.00421645
25/07/2013,14.26,0.003512473
24/07/2013,14.21,0
23/07/2013,14.21,-0.00140647
22/07/2013,14.23,-0.000702494
19/07/2013,14.24,-0.021536088
18/07/2013,14.55,-0.004115232
17/07/2013,14.61,-0.005460764
16/07/2013,14.69,0.005460764
15/07/2013,14.61,-0.002051283
12/07/2013,14.64,0.000683294
11/07/2013,14.63,0.013764842
10/07/2013,14.43,0.013254467
09/07/2013,14.24,0.004927852
08/07/2013,14.17,-0.004927852
05/07/2013,14.24,0.007754709
03/07/2013,14.13,0.002834871
02/07/2013,14.09,-0.000709471
01/07/2013,14.1,0.004264399
28/06/2013,14.04,0.002139038
27/06/2013,14.01,-0.0092363
26/06/2013,14.14,-0.005641764
25/06/2013,14.22,0.007057192
24/06/2013,14.12,-0.0210239
21/06/2013,14.42,-0.001386002
20/06/2013,14.44,-0.027324104
19/06/2013,14.84,0.030098031
18/06/2013,14.4,-0.00623055
17/06/2013,14.49,0.009708814
14/06/2013,14.35,-0.001392758
13/06/2013,14.37,0.022520304
12/06/2013,14.05,-0.008504658
11/06/2013,14.17,-0.01887508
10/06/2013,14.44,-0.000692281
07/06/2013,14.45,0.013937508
06/06/2013,14.25,0.006335818
05/06/2013,14.16,-0.021656452
04/06/2013,14.47,0.001383126
03/06/2013,14.45,-0.001383126
31/05/2013,14.47,-0.010996674
30/05/2013,14.63,0.013072082
29/05/2013,14.44,-0.006213344
28/05/2013,14.53,-0.000687995
24/05/2013,14.54,-0.006170743
23/05/2013,14.63,0.015846008
22/05/2013,14.4,-0.035474388
21/05/2013,14.92,0.005376357
20/05/2013,14.84,-0.002019523
17/05/2013,14.87,0.016271545
16/05/2013,14.63,-0.004773279
15/05/2013,14.7,0.017153079
14/05/2013,14.45,0.014639509
13/05/2013,14.24,-0.020848566
10/05/2013,14.54,0.044295466
09/05/2013,13.91,0.000719166
08/05/2013,13.9,0.018149319
07/05/2013,13.65,-0.013100624
06/05/2013,13.83,-0.002888089
03/05/2013,13.87,0.004335267
02/05/2013,13.81,0.011653446
01/05/2013,13.65,-0.008752791
30/04/2013,13.77,0.014630839
29/04/2013,13.57,0.011860777
26/04/2013,13.41,-0.004464293
25/04/2013,13.47,0.008199822
24/04/2013,13.36,0.03348867
23/04/2013,12.92,0.02587365
22/04/2013,12.59,0.001589825
19/04/2013,12.57,0.002389487
18/04/2013,12.54,-0.01974008
17/04/2013,12.79,-0.013204075
16/04/2013,12.96,0.010861239
15/04/2013,12.82,-0.020842128
12/04/2013,13.09,0.02474991
11/04/2013,12.77,-0.004687509
10/04/2013,12.83,0.015711242
09/04/2013,12.63,0.015962031
08/04/2013,12.43,-0.002410608
05/04/2013,12.46,0.016997576
04/04/2013,12.25,0.009844214
03/04/2013,12.13,-0.0122902
02/04/2013,12.28,-0.010530676
01/04/2013,12.41,-0.033283579
28/03/2013,12.83,0.014128963
27/03/2013,12.65,0.011928571
26/03/2013,12.5,0.007226045
25/03/2013,12.41,-0.005624764
22/03/2013,12.48,0.004819286
21/03/2013,12.42,-0.015974781
20/03/2013,12.62,0.011957097
19/03/2013,12.47,-0.006394906
18/03/2013,12.55,-0.007145723
15/03/2013,12.64,-0.008664883
14/03/2013,12.75,0.000784621
13/03/2013,12.74,0
12/03/2013,12.74,0.003144657
11/03/2013,12.7,-0.009404458
08/03/2013,12.82,0.004691174
07/03/2013,12.76,-0.002348338
06/03/2013,12.79,-0.000781555
05/03/2013,12.8,0.010997754
04/03/2013,12.66,-0.003941668
01/03/2013,12.71,0.003941668
28/02/2013,12.66,0.004750603
27/02/2013,12.6,0.018422628
26/02/2013,12.37,0.005674924
25/02/2013,12.3,-0.017728103
22/02/2013,12.52,0.018541442
21/02/2013,12.29,-0.007296344
20/02/2013,12.38,-0.014434894
19/02/2013,12.56,-0.013444252
15/02/2013,12.73,0
14/02/2013,12.73,0.028687226
13/02/2013,12.37,-0.004838719
12/02/2013,12.43,-0.006415419
11/02/2013,12.51,0.011254138
08/02/2013,12.37,0.006488263
07/02/2013,12.29,-0.004060095
06/02/2013,12.34,-0.008071069
05/02/2013,12.44,0.022765211
04/02/2013,12.16,-0.01712231
01/02/2013,12.37,0.008932256
31/01/2013,12.26,-0.004882028
30/01/2013,12.32,-0.00162206
29/01/2013,12.34,-0.021644131
28/01/2013,12.61,0.015987551
25/01/2013,12.41,0.017886656
24/01/2013,12.19,0.004934221
23/01/2013,12.13,0.001650165
22/01/2013,12.11,-0.004942349
18/01/2013,12.17,-0.00655203
17/01/2013,12.25,0.013147272
16/01/2013,12.09,0.009140072
15/01/2013,11.98,-0.018197359
14/01/2013,12.2,-0.000819336
11/01/2013,12.21,-0.001636662
10/01/2013,12.23,0.001636662
09/01/2013,12.21,-0.022673036
08/01/2013,12.49,-0.022170346
07/01/2013,12.77,-0.029323089
04/01/2013,13.15,0.032460346
03/01/2013,12.73,0.000785855
02/01/2013,12.72,0.036833627
31/12/2012,12.26,0.013136478
28/12/2012,12.1,-0.004946424
27/12/2012,12.16,-0.006557401
26/12/2012,12.24,-0.00081666
24/12/2012,12.25,-0.008130126
21/12/2012,12.35,-0.023210326
20/12/2012,12.64,-0.000790826
19/12/2012,12.65,0.007140054
18/12/2012,12.56,0.001593626
17/12/2012,12.54,-0.003979313
14/12/2012,12.59,0.004777079
13/12/2012,12.53,0.000798403
12/12/2012,12.52,-0.01032985
11/12/2012,12.65,0.023191763
10/12/2012,12.36,0.032897704
07/12/2012,11.96,-0.001670844
06/12/2012,11.98,0.001670844
05/12/2012,11.96,-0.011637704
04/12/2012,12.1,0.029352212
03/12/2012,11.75,-0.018550279
30/11/2012,11.97,-0.00583092
29/11/2012,12.04,-0.018107491
28/11/2012,12.26,0.008190054
27/11/2012,12.16,0.004120319
26/11/2012,12.11,0.017493157
23/11/2012,11.9,0.006745388
21/11/2012,11.82,0.02831592
20/11/2012,11.49,-0.01811175
19/11/2012,11.7,0.027731413
16/11/2012,11.38,-0.018285229
15/11/2012,11.59,0.004323396
14/11/2012,11.54,-0.024819417
13/11/2012,11.83,-0.007578984
12/11/2012,11.92,-0.022398282
09/11/2012,12.19,-0.039410006
08/11/2012,12.68,0.005535799
07/11/2012,12.61,-0.031228143
06/11/2012,13.01,-0.000768344
05/11/2012,13.02,0.041558313
02/11/2012,12.49,-0.004792341
01/11/2012,12.55,0.046482073
31/10/2012,11.98,-0.005826067
26/10/2012,12.05,-0.010730602
25/10/2012,12.18,0.000821355
24/10/2012,12.17,-0.01306141
23/10/2012,12.33,0.029631798
22/10/2012,11.97,-0.011628038
19/10/2012,12.11,-0.060090161
18/10/2012,12.86,-0.015432405
17/10/2012,13.06,-0.007627802
16/10/2012,13.16,0.02851831
15/10/2012,12.79,0.012588679
12/10/2012,12.63,-0.008671714
11/10/2012,12.74,0.005509656
10/10/2012,12.67,-0.017214823
09/10/2012,12.89,-0.021489699
08/10/2012,13.17,-0.009822519
05/10/2012,13.3,-0.023775265
04/10/2012,13.62,0.043517744
03/10/2012,13.04,-0.009919959
02/10/2012,13.17,0.003803732
01/10/2012,13.12,-0.016629257
28/09/2012,13.34,0.004507896
27/09/2012,13.28,0.007558615
26/09/2012,13.18,-0.017300168
25/09/2012,13.41,-0.018471157
24/09/2012,13.66,-0.000731797
21/09/2012,13.67,0.004398834
20/09/2012,13.61,-0.007320677
19/09/2012,13.71,0.011738946
18/09/2012,13.55,0.006664223
17/09/2012,13.46,-0.027840626
14/09/2012,13.84,0.011628038
13/09/2012,13.68,0.006600684
12/09/2012,13.59,0.011098893
11/09/2012,13.44,0.011976191
10/09/2012,13.28,-0.008995563
07/09/2012,13.4,-0.024328513
06/09/2012,13.73,0.030316555
05/09/2012,13.32,0.003007521
04/09/2012,13.28,-0.05493875
31/08/2012,14.03,-0.001424502
30/08/2012,14.05,-0.019034766
29/08/2012,14.32,0.00209717
28/08/2012,14.29,-0.00418995
27/08/2012,14.35,-0.017271587
24/08/2012,14.6,0.020062935
23/08/2012,14.31,-0.022798915
22/08/2012,14.64,0.002051283
21/08/2012,14.61,-0.00273411
20/08/2012,14.65,0
17/08/2012,14.65,-0.00883458
16/08/2012,14.78,0.020506529
15/08/2012,14.48,-0.007567976
14/08/2012,14.59,-0.014966266
13/08/2012,14.81,0.012912174
10/08/2012,14.62,-0.00613708
09/08/2012,14.71,0.033175123
08/08/2012,14.23,0.005637788
07/08/2012,14.15,0.009943264
06/08/2012,14.01,0.020916738
03/08/2012,13.72,0.020619287
02/08/2012,13.44,0.003727175
01/08/2012,13.39,-0.011140108
31/07/2012,13.54,0.015631133
30/07/2012,13.33,-0.011189971
27/07/2012,13.48,0.024785347
26/07/2012,13.15,0.004573179
25/07/2012,13.09,0.019283282
24/07/2012,12.84,-0.010844413
23/07/2012,12.98,0.013183595
20/07/2012,12.81,-0.029232851
19/07/2012,13.19,0.009904843
18/07/2012,13.06,0.054279937
17/07/2012,12.37,-0.018422628
16/07/2012,12.6,0.003179653
13/07/2012,12.56,0.012820688
12/07/2012,12.4,-0.016793677
11/07/2012,12.61,-0.016516302
10/07/2012,12.82,-0.030724383
09/07/2012,13.22,-0.013523873
06/07/2012,13.4,-0.019217147
05/07/2012,13.66,-0.010196738
03/07/2012,13.8,0.025689486
02/07/2012,13.45,-0.027137712
29/06/2012,13.82,0.042874268
28/06/2012,13.24,0.007581537
27/06/2012,13.14,0.0316996
26/06/2012,12.73,0.011058565
25/06/2012,12.59,-0.032046509
22/06/2012,13,0.012384059
21/06/2012,12.84,-0.046413808
20/06/2012,13.45,0.015736556
19/06/2012,13.24,0.065546078
18/06/2012,12.4,0.008910549
15/06/2012,12.29,0.021382394
14/06/2012,12.03,-0.012391732
13/06/2012,12.18,-0.026733062
12/06/2012,12.51,0.020186394
11/06/2012,12.26,0.01148495
08/06/2012,12.12,0.01915927
07/06/2012,11.89,-0.041191985
06/06/2012,12.39,0.026166661
05/06/2012,12.07,0.028573372
04/06/2012,11.73,-0.02108893
01/06/2012,11.98,-0.036874313
31/05/2012,12.43,-0.011200117
30/05/2012,12.57,-0.011862535
29/05/2012,12.72,0.025479085
25/05/2012,12.4,0.023664915
24/05/2012,12.11,-0.02688553
23/05/2012,12.44,0.024411302
22/05/2012,12.14,-0.012280138
21/05/2012,12.29,0.017234731
18/05/2012,12.08,-0.046106023
17/05/2012,12.65,-0.007089435
16/05/2012,12.74,-0.020202707
15/05/2012,13,-0.009950331
14/05/2012,13.13,-0.00607443
11/05/2012,13.21,0.061666042
10/05/2012,12.42,-0.007220248
09/05/2012,12.51,0.004004811
08/05/2012,12.46,-0.000802246
07/05/2012,12.47,0.016983829
04/05/2012,12.26,-0.029733006
03/05/2012,12.63,-0.017268875
02/05/2012,12.85,-0.029143167
01/05/2012,13.23,0.017537621
30/04/2012,13,0.001539646
27/04/2012,12.98,-0.008438869
26/04/2012,13.09,0.000764234
25/04/2012,13.08,0.020077895
24/04/2012,12.82,-0.031480527
23/04/2012,13.23,-0.012021182
20/04/2012,13.39,-0.019963694
19/04/2012,13.66,-0.01525638
18/04/2012,13.87,-0.010756647
17/04/2012,14.02,0.002142093
16/04/2012,13.99,-0.0120783
13/04/2012,14.16,-0.036064935
12/04/2012,14.68,0.023433188
11/04/2012,14.34,0.012631747
10/04/2012,14.16,-0.019581045
09/04/2012,14.44,-0.013072082
05/04/2012,14.63,-0.00136612
04/04/2012,14.65,-0.028929027
03/04/2012,15.08,-0.01644233
02/04/2012,15.33,-0.004555817
30/03/2012,15.4,0.011100343
29/03/2012,15.23,0.004606787
28/03/2012,15.16,0.02268276
27/03/2012,14.82,0.006770507
26/03/2012,14.72,0.01161612
23/03/2012,14.55,0.00758886
22/03/2012,14.44,-0.001384083
21/03/2012,14.46,0.00415801
20/03/2012,14.4,-0.016529302
19/03/2012,14.64,0.00273598
16/03/2012,14.6,0.001370802
15/03/2012,14.58,0.014508026
14/03/2012,14.37,-0.028808577
13/03/2012,14.79,0.013614914
12/03/2012,14.59,-0.015641257
09/03/2012,14.82,-0.002695419
08/03/2012,14.86,0.003370411
07/03/2012,14.81,0.006095515
06/03/2012,14.72,-0.009465926
05/03/2012,14.86,-0.034394925
02/03/2012,15.38,0.008488461
01/03/2012,15.25,0.006578971
29/02/2012,15.15,-0.011811161
28/02/2012,15.33,-0.009090972
27/02/2012,15.47,-0.020474164
24/02/2012,15.79,-0.007571014
23/02/2012,15.91,0.00567288
22/02/2012,15.82,-0.006929162
21/02/2012,15.93,0.005034624
17/02/2012,15.85,-0.037155977
16/02/2012,16.45,0.017167804
15/02/2012,16.17,-0.004319661
14/02/2012,16.24,0.005557285
13/02/2012,16.15,0.01560094
10/02/2012,15.9,-0.024845999
09/02/2012,16.3,-0.000613309
08/02/2012,16.31,0.035573174
07/02/2012,15.74,0.002544531
06/02/2012,15.7,-0.00761425
03/02/2012,15.82,0.021080308
02/02/2012,15.49,0.036822043
01/02/2012,14.93,0.010774515
31/01/2012,14.77,-0.002029084
30/01/2012,14.8,-0.007404948
27/01/2012,14.91,0.013504594
26/01/2012,14.71,-0.009472331
25/01/2012,14.85,-0.006042314
24/01/2012,14.94,0.022335954
23/01/2012,14.61,0.027056801
20/01/2012,14.22,-0.009100518
19/01/2012,14.35,0.026122205
18/01/2012,13.98,0.033457666
17/01/2012,13.52,-0.015413149
13/01/2012,13.73,-0.026591578
12/01/2012,14.1,-0.006362694
11/01/2012,14.19,-0.020230896
10/01/2012,14.48,-0.004135085
09/01/2012,14.54,0
06/01/2012,14.54,-0.011624063
05/01/2012,14.71,0.03528557
04/01/2012,14.2,0.011331566
03/01/2012,14.04,0.012903405
30/12/2011,13.86,-0.00790518
29/12/2011,13.97,0.01878668
28/12/2011,13.71,-0.025208393
27/12/2011,14.06,-0.007793167
23/12/2011,14.17,-0.00983154
22/12/2011,14.31,0.042103971
21/12/2011,13.72,-0.013034218
20/12/2011,13.9,0.054706914
19/12/2011,13.16,-0.026248226
16/12/2011,13.51,0.003707828
15/12/2011,13.46,-0.008875798
14/12/2011,13.58,-0.039702075
13/12/2011,14.13,-0.027915281
12/12/2011,14.53,-0.025145735
09/12/2011,14.9,0.014194223
08/12/2011,14.69,-0.032152803
07/12/2011,15.17,-0.005915232
06/12/2011,15.26,-0.014313842
05/12/2011,15.48,-0.015384919
02/12/2011,15.72,-0.006341175
01/12/2011,15.82,0.012082818
30/11/2011,15.63,0.047160016
29/11/2011,14.91,0.005379973
28/11/2011,14.83,0.054741758
25/11/2011,14.04,-0.028091735
23/11/2011,14.44,-0.043367229
22/11/2011,15.08,0.030295148
21/11/2011,14.63,0.049029427
18/11/2011,13.93,-0.009289099
17/11/2011,14.06,-0.03631684
16/11/2011,14.58,-0.020367303
15/11/2011,14.88,0.012851039
14/11/2011,14.69,-0.019548988
11/11/2011,14.98,0.034638437
10/11/2011,14.47,0.010420379
09/11/2011,14.32,-0.051712201
08/11/2011,15.08,0.022804476
07/11/2011,14.74,-0.005412733
04/11/2011,14.82,0.011537284
03/11/2011,14.65,0.058323517
02/11/2011,13.82,-0.017217068
01/11/2011,14.06,-0.051293294
31/10/2011,14.8,-0.052643733
28/10/2011,15.6,0.022691411
27/10/2011,15.25,0.042189049
26/10/2011,14.62,0.01169604
25/10/2011,14.45,-0.038688232
24/10/2011,15.02,0.036614259
21/10/2011,14.48,0.004845977
20/10/2011,14.41,-0.051397383
19/10/2011,15.17,-0.020229075
18/10/2011,15.48,0.035506688
17/10/2011,14.94,-0.050891607
14/10/2011,15.72,0.016677744
13/10/2011,15.46,0.056549817
12/10/2011,14.61,-0.000684229
11/10/2011,14.62,-0.010884461
10/10/2011,14.78,0.043560291
07/10/2011,14.15,0.018545467
06/10/2011,13.89,0.038903989
05/10/2011,13.36,0.035037857
04/10/2011,12.9,0.088280681
03/10/2011,11.81,-0.057581694
30/09/2011,12.51,-0.045320255
29/09/2011,13.09,-0.024897552
28/09/2011,13.42,-0.030816819
27/09/2011,13.84,0.001446132
26/09/2011,13.82,0.002173127
23/09/2011,13.79,0.02051354
22/09/2011,13.51,-0.068647389
21/09/2011,14.47,-0.019165542
20/09/2011,14.75,-0.026097165
19/09/2011,15.14,-0.020915795
16/09/2011,15.46,-0.002583981
15/09/2011,15.5,0.01429524
14/09/2011,15.28,0.050329306
13/09/2011,14.53,0.022269535
12/09/2011,14.21,0.023496987
09/09/2011,13.88,-0.021383566
08/09/2011,14.18,-0.004924386
07/09/2011,14.25,0.078056378
06/09/2011,13.18,0.019924031
02/09/2011,12.92,-0.027482646
01/09/2011,13.28,-0.002256488
31/08/2011,13.31,-0.02741928
30/08/2011,13.68,0.023669744
29/08/2011,13.36,0.026546876
26/08/2011,13.01,0.04159093
25/08/2011,12.48,-0.043894194
24/08/2011,13.04,-0.014465422
23/08/2011,13.23,0.10259287
22/08/2011,11.94,0.017744445
19/08/2011,11.73,-0.017744445
18/08/2011,11.94,-0.070332008
17/08/2011,12.81,-0.013953715
16/08/2011,12.99,-0.02883356
15/08/2011,13.37,0.03733767
12/08/2011,12.88,-0.040324977
11/08/2011,13.41,0.083154679
10/08/2011,12.34,-0.046704174
09/08/2011,12.93,0.080493957
08/08/2011,11.93,-0.082039552
05/08/2011,12.95,-0.034158919
04/08/2011,13.4,-0.100047921
03/08/2011,14.81,0.026686496
02/08/2011,14.42,-0.010348488
01/08/2011,14.57,0.052124475
29/07/2011,13.83,0
28/07/2011,13.83,-0.002166848
27/07/2011,13.86,-0.038221213
26/07/2011,14.4,-0.024692613
25/07/2011,14.76,-0.016129382
22/07/2011,15,0.020202707
21/07/2011,14.7,0.045937095
20/07/2011,14.04,-0.012739026
19/07/2011,14.22,0.029980832
18/07/2011,13.8,-0.021506205
15/07/2011,14.1,0.001419447
14/07/2011,14.08,-0.040367346
13/07/2011,14.66,-0.002044294
12/07/2011,14.69,-0.013522857
11/07/2011,14.89,-0.03562382
08/07/2011,15.43,-0.019256051
07/07/2011,15.73,0.003821661
06/07/2011,15.67,-0.013312399
05/07/2011,15.88,-0.016859594
01/07/2011,16.15,0.013088376
30/06/2011,15.94,0.01262643
29/06/2011,15.74,0.015365219
28/06/2011,15.5,0.005823375
27/06/2011,15.41,-0.021188594
24/06/2011,15.74,-0.029423093
23/06/2011,16.21,0.029423093
22/06/2011,15.74,-0.013880349
21/06/2011,15.96,0.021533448
20/06/2011,15.62,-0.012090507
17/06/2011,15.81,-0.023751116
16/06/2011,16.19,-0.035197808
15/06/2011,16.77,-0.021823337
14/06/2011,17.14,0.008201569
13/06/2011,17,-0.007034027
10/06/2011,17.12,-0.01449721
09/06/2011,17.37,-0.011448322
08/06/2011,17.57,-0.027506646
07/06/2011,18.06,-0.000553557
06/06/2011,18.07,-0.021353124
03/06/2011,18.46,-0.031460872
02/06/2011,19.05,-0.004713284
01/06/2011,19.14,-0.04594989
31/05/2011,20.04,0.027315811
27/05/2011,19.5,0.035494331
26/05/2011,18.82,0.024745749
25/05/2011,18.36,0.012054941
24/05/2011,18.14,0.00386634
23/05/2011,18.07,-0.001106195
20/05/2011,18.09,0.017285069
19/05/2011,17.78,-0.014517285
18/05/2011,18.04,0.022989518
17/05/2011,17.63,-0.003962643
16/05/2011,17.7,-0.031148236
13/05/2011,18.26,-0.115712011
12/05/2011,20.5,0.03121383
11/05/2011,19.87,0.00453973
10/05/2011,19.78,0.001517835
09/05/2011,19.75,0.022012663
06/05/2011,19.32,0.034758633
05/05/2011,18.66,0.000536049
04/05/2011,18.65,-0.007478667
03/05/2011,18.79,-0.048815507
02/05/2011,19.73,-0.013591954
29/04/2011,20,0.024805119
28/04/2011,19.51,0.010822059
27/04/2011,19.3,0
26/04/2011,19.3,0.025716453
25/04/2011,18.81,0.015537414
21/04/2011,18.52,-0.002696146
20/04/2011,18.57,0.030065123
19/04/2011,18.02,-0.003877047
18/04/2011,18.09,-0.033698841
15/04/2011,18.71,0.010747014
14/04/2011,18.51,0.041362389
13/04/2011,17.76,0.022204157
12/04/2011,17.37,0.002882677
11/04/2011,17.32,-0.013192047
08/04/2011,17.55,-0.030857988
07/04/2011,18.1,0.035999388
06/04/2011,17.46,-0.006849342
05/04/2011,17.58,0.001707942
04/04/2011,17.55,-0.036367644
01/04/2011,18.2,-0.014184635
31/03/2011,18.46,0.000541859
30/03/2011,18.45,-0.038282187
29/03/2011,19.17,-0.007794272
28/03/2011,19.32,0.036367644
25/03/2011,18.63,-0.031698375
24/03/2011,19.23,0.076711462
23/03/2011,17.81,0.020420449
22/03/2011,17.45,-0.017609089
21/03/2011,17.76,0.007914117
18/03/2011,17.62,-0.013528955
17/03/2011,17.86,0.018649877
16/03/2011,17.53,-0.007388496
15/03/2011,17.66,-0.030119399
14/03/2011,18.2,0.008275909
11/03/2011,18.05,0.007228277
10/03/2011,17.92,-0.065862978
09/03/2011,19.14,-0.0211949
08/03/2011,19.55,-0.045985113
07/03/2011,20.47,-0.014067659
04/03/2011,20.76,-0.005284663
03/03/2011,20.87,0.005766474
02/03/2011,20.75,-0.042459208
01/03/2011,21.65,-0.045595801
28/02/2011,22.66,-0.020096788
25/02/2011,23.12,0.020538192
24/02/2011,22.65,0.024129857
23/02/2011,22.11,-0.048553225
22/02/2011,23.21,-0.09918032
18/02/2011,25.63,-0.001948938
17/02/2011,25.68,0.093831523
16/02/2011,23.38,0.03614589
15/02/2011,22.55,-0.024530358
14/02/2011,23.11,-0.015457586
11/02/2011,23.47,0.028085665
10/02/2011,22.82,-0.020386739
09/02/2011,23.29,-0.024598356
08/02/2011,23.87,-0.030124003
07/02/2011,24.6,-0.042576552
04/02/2011,25.67,0.022455149
03/02/2011,25.1,-0.01894295
02/02/2011,25.58,0.044362919
01/02/2011,24.47,0.022732948
31/01/2011,23.92,0.006711435
28/01/2011,23.76,-0.029444383
27/01/2011,24.47,-0.002856562
