Date,Close,NVDA
26/01/2011,24.54,0.023501391
25/01/2011,23.97,-0.031214033
24/01/2011,24.73,0.107024297
21/01/2011,22.22,-0.009406564
20/01/2011,22.43,0.000892061
19/01/2011,22.41,-0.027724548
18/01/2011,23.04,-0.023591058
14/01/2011,23.59,0.008514313
13/01/2011,23.39,0.001711596
12/01/2011,23.35,0.139483609
11/01/2011,20.31,-0.015632951
10/01/2011,20.63,0.037535271
07/01/2011,19.87,0.027552763
06/01/2011,19.33,0.129622112
05/01/2011,16.98,0.07392678
04/01/2011,15.77,-0.003165561
03/01/2011,15.82,0.026907453
31/12/2010,15.4,0.026984197
30/12/2010,14.99,0.003341132
29/12/2010,14.94,0
28/12/2010,14.94,-0.004008021
27/12/2010,15,0.005347606
23/12/2010,14.92,-0.007345609
22/12/2010,15.03,0.010702443
21/12/2010,14.87,0.038387167
20/12/2010,14.31,-0.004184107
17/12/2010,14.37,0.005582708
16/12/2010,14.29,0.00140056
15/12/2010,14.27,-0.022176931
14/12/2010,14.59,0.001371742
13/12/2010,14.57,-0.02574668
10/12/2010,14.95,0.006038261
09/12/2010,14.86,-0.016683737
08/12/2010,15.11,0.008640798
07/12/2010,14.98,0.031877911
06/12/2010,14.51,-0.01911321
03/12/2010,14.79,0.028112924
02/12/2010,14.38,0.01189241
01/12/2010,14.21,0.043141125
30/11/2010,13.61,-0.010234007
29/11/2010,13.75,0.010969031
26/11/2010,13.6,-0.01242252
24/11/2010,13.77,0.024256978
23/11/2010,13.44,-0.023530497
22/11/2010,13.76,0.000727008
19/11/2010,13.75,0.031772159
18/11/2010,13.32,0.030490167
17/11/2010,12.92,0.016387413
16/11/2010,12.71,-0.030223145
15/11/2010,13.1,-0.012139755
12/11/2010,13.26,0.050261835
11/11/2010,12.61,-0.0102565
10/11/2010,12.74,0.011843802
09/11/2010,12.59,-0.005544569
08/11/2010,12.66,0.003957267
05/11/2010,12.61,0.016793677
04/11/2010,12.4,0.001614205
03/11/2010,12.38,0.007296344
02/11/2010,12.29,0.020551484
01/11/2010,12.04,0.001662511
29/10/2010,12.02,-0.002492731
28/10/2010,12.05,0.00083022
27/10/2010,12.04,0.014220231
26/10/2010,11.87,-0.003364175
25/10/2010,11.91,0.009278852
22/10/2010,11.8,0.06205573
21/10/2010,11.09,-0.017873577
20/10/2010,11.29,0
19/10/2010,11.29,-0.006181035
18/10/2010,11.36,0.006181035
15/10/2010,11.29,0.011581421
14/10/2010,11.16,-0.016000341
13/10/2010,11.34,0.028624495
12/10/2010,11.02,0.019240172
11/10/2010,10.81,-0.004614683
08/10/2010,10.86,0.014842573
07/10/2010,10.7,-0.007448824
06/10/2010,10.78,-0.048878507
05/10/2010,11.32,0.007092228
04/10/2010,11.24,-0.009738899
01/10/2010,11.35,-0.028660233
30/09/2010,11.68,-0.016978337
29/09/2010,11.88,-0.007547206
28/09/2010,11.97,-0.00250313
27/09/2010,12,-0.021435281
24/09/2010,12.26,0.053614179
23/09/2010,11.62,0.019991974
22/09/2010,11.39,0.008818399
21/09/2010,11.29,0.052739494
20/09/2010,10.71,0.015052025
17/09/2010,10.55,-0.00189394
16/09/2010,10.57,0.000946522
15/09/2010,10.56,0.001895735
14/09/2010,10.54,-0.009442941
13/09/2010,10.64,0.055059777
10/09/2010,10.07,-0.010864304
09/09/2010,10.18,-0.013658749
08/09/2010,10.32,0.032499167
07/09/2010,9.99,0.009049836
03/09/2010,9.9,0.033901552
02/09/2010,9.57,0.017923516
01/09/2010,9.4,0.007474674
31/08/2010,9.33,-0.032686094
30/08/2010,9.64,-0.048592555
27/08/2010,10.12,0.032131278
26/08/2010,9.8,-0.012170536
25/08/2010,9.92,0.020367303
24/08/2010,9.72,-0.010235504
23/08/2010,9.82,-0.015159462
20/08/2010,9.97,0.009068072
19/08/2010,9.88,0.058349883
18/08/2010,9.32,0.005379249
17/08/2010,9.27,0.0130295
16/08/2010,9.15,-0.025891414
13/08/2010,9.39,0.046875066
12/08/2010,8.96,0.00896867
11/08/2010,8.88,-0.039740329
10/08/2010,9.24,-0.042379223
09/08/2010,9.64,0.009379954
06/08/2010,9.55,0.011585174
05/08/2010,9.44,0.012793351
04/08/2010,9.32,0.04162704
03/08/2010,8.94,-0.026491615
02/08/2010,9.18,-0.001088732
30/07/2010,9.19,0.006550242
29/07/2010,9.13,-0.103935624
28/07/2010,10.13,-0.03205714
27/07/2010,10.46,-0.008567401
26/07/2010,10.55,0.018173623
23/07/2010,10.36,-0.017225306
22/07/2010,10.54,0.016260521
21/07/2010,10.37,-0.033194133
20/07/2010,10.72,0.024552697
19/07/2010,10.46,0.039985824
16/07/2010,10.05,-0.064538521
15/07/2010,10.72,-0.028507678
14/07/2010,11.03,0.010022863
13/07/2010,10.92,0.035418427
12/07/2010,10.54,0.018191023
09/07/2010,10.35,0.003872222
08/07/2010,10.31,-0.030565894
07/07/2010,10.63,0.047192194
06/07/2010,10.14,-0.010789707
02/07/2010,10.25,-0.012603172
01/07/2010,10.38,0.016513246
30/06/2010,10.21,-0.026101047
29/06/2010,10.48,-0.057476429
28/06/2010,11.1,0.001803427
25/06/2010,11.08,-0.002703922
24/06/2010,11.11,-0.050888172
23/06/2010,11.69,0.011182912
22/06/2010,11.56,-0.038188773
21/06/2010,12.01,-0.023859626
18/06/2010,12.3,0.006525309
17/06/2010,12.22,0.037520032
16/06/2010,11.77,-0.01266374
15/06/2010,11.92,0.048119248
14/06/2010,11.36,-0.021768382
11/06/2010,11.61,0.022649052
10/06/2010,11.35,0.039537944
09/06/2010,10.91,-0.024446668
08/06/2010,11.18,-0.028220568
07/06/2010,11.5,-0.050858417
04/06/2010,12.1,-0.048396541
03/06/2010,12.7,-0.001573564
02/06/2010,12.72,0.011067307
01/06/2010,12.58,-0.043552762
28/05/2010,13.14,-0.027028672
27/05/2010,13.5,0.057158414
26/05/2010,12.75,0.00471699
25/05/2010,12.69,0.02634883
24/05/2010,12.36,-0.029495961
21/05/2010,12.73,0.021437899
20/05/2010,12.46,-0.023791765
19/05/2010,12.76,0.015798117
18/05/2010,12.56,-0.03366267
17/05/2010,12.99,0.00231214
14/05/2010,12.96,-0.122572645
13/05/2010,14.65,-0.002045688
12/05/2010,14.68,0.019257817
11/05/2010,14.4,-0.011049836
10/05/2010,14.56,0.042081945
07/05/2010,13.96,-0.017045867
06/05/2010,14.2,-0.020906685
05/05/2010,14.5,-0.017094433
04/05/2010,14.75,-0.052174262
03/05/2010,15.54,-0.010880107
30/04/2010,15.71,-0.058112764
29/04/2010,16.65,0.029871163
28/04/2010,16.16,0.001858161
27/04/2010,16.13,-0.028721803
26/04/2010,16.6,0.009685306
23/04/2010,16.44,-0.013893307
22/04/2010,16.67,0.004208001
21/04/2010,16.6,-0.026160826
20/04/2010,17.04,0.003527341
19/04/2010,16.98,-0.004700361
16/04/2010,17.06,-0.054190617
15/04/2010,18.01,0.007244389
14/04/2010,17.88,0.012380575
13/04/2010,17.66,0.020595694
12/04/2010,17.3,0.018081566
09/04/2010,16.99,0.006495447
08/04/2010,16.88,-0.016451605
07/04/2010,17.16,0.00643089
06/04/2010,17.05,-0.024907166
05/04/2010,17.48,0.014985871
01/04/2010,17.22,-0.010398707
31/03/2010,17.4,-0.01313179
30/03/2010,17.63,0.003978408
29/03/2010,17.56,0.012607617
26/03/2010,17.34,0
25/03/2010,17.34,0.002887672
24/03/2010,17.29,-0.034113598
23/03/2010,17.89,0.020328199
22/03/2010,17.53,0.016101555
19/03/2010,17.25,-0.012100407
18/03/2010,17.46,-0.035999388
17/03/2010,18.1,0.018963201
16/03/2010,17.76,0.034367644
15/03/2010,17.16,-0.005231049
12/03/2010,17.25,0.003484324
11/03/2010,17.19,-0.023002739
10/03/2010,17.59,0.002276609
09/03/2010,17.55,0.036557596
08/03/2010,16.92,-0.014667321
05/03/2010,17.17,0.030153038
04/03/2010,16.66,0.001802344
03/03/2010,16.63,-0.012548716
02/03/2010,16.84,-0.000593648
01/03/2010,16.85,0.039339415
26/02/2010,16.2,-0.012270093
25/02/2010,16.4,-0.009104767
24/02/2010,16.55,0.020757766
23/02/2010,16.21,-0.024376588
22/02/2010,16.61,0.001807774
19/02/2010,16.58,-0.005413547
18/02/2010,16.67,-0.06783243
17/02/2010,17.84,0.009574841
16/02/2010,17.67,0.01827578
12/02/2010,17.35,0.013345136
11/02/2010,17.12,0.044796979
10/02/2010,16.37,0.019118683
09/02/2010,16.06,-0.008062059
08/02/2010,16.19,-0.001851281
05/02/2010,16.22,0.019925939
04/02/2010,15.9,-0.05981038
03/02/2010,16.88,0.008328424
02/02/2010,16.74,0.010207234
01/02/2010,16.57,0.073875884
29/01/2010,15.39,-0.044480013
28/01/2010,16.09,-0.034212255
27/01/2010,16.65,0.026781881
26/01/2010,16.21,-0.032172729
25/01/2010,16.74,0.01686787
22/01/2010,16.46,-0.035217008
21/01/2010,17.05,-0.018018506
20/01/2010,17.36,-0.00402415
19/01/2010,17.43,0.018529772
15/01/2010,17.11,-0.029938909
14/01/2010,17.63,-0.01575722
13/01/2010,17.91,0.01349093
12/01/2010,17.67,-0.034486176
11/01/2010,18.29,-0.014115327
08/01/2010,18.55,0.002158662
07/01/2010,18.51,-0.019792034
06/01/2010,18.88,0.006376217
05/01/2010,18.76,0.014496898
04/01/2010,18.49,-0.010223387
31/12/2009,18.68,0.000535475
30/12/2009,18.67,0.035435705
29/12/2009,18.02,0.012283795
28/12/2009,17.8,-0.016160842
24/12/2009,18.09,-0.002208725
23/12/2009,18.13,0.013885255
22/12/2009,17.88,0.026063798
21/12/2009,17.42,0.035050317
18/12/2009,16.82,-0.000594354
17/12/2009,16.83,-0.004742155
16/12/2009,16.91,0.077434246
15/12/2009,15.65,-0.001277139
14/12/2009,15.67,0.02979495
11/12/2009,15.21,-0.013063543
10/12/2009,15.41,-0.018006917
09/12/2009,15.69,0.024517357
08/12/2009,15.31,-0.049691751
07/12/2009,16.09,0.120739546
04/12/2009,14.26,0.030618269
03/12/2009,13.83,0.007985523
02/12/2009,13.72,0.029587957
01/12/2009,13.32,0.019712541
30/11/2009,13.06,0.020890508
27/11/2009,12.79,-0.021655912
25/11/2009,13.07,0.011543029
24/11/2009,12.92,-0.006172859
23/11/2009,13,0.007722046
20/11/2009,12.9,-0.0061824
19/11/2009,12.98,-0.040760359
18/11/2009,13.52,-0.015413149
17/11/2009,13.73,-0.001455604
16/11/2009,13.75,0.013914542
13/11/2009,13.56,0.007401958
12/11/2009,13.46,-0.002967361
11/11/2009,13.5,0.027789997
10/11/2009,13.13,-0.024822636
09/11/2009,13.46,0.022540398
06/11/2009,13.16,0.070024667
05/11/2009,12.27,0.023918666
04/11/2009,11.98,-0.002501043
03/11/2009,12.01,-0.004983399
02/11/2009,12.07,0.009155287
30/10/2009,11.96,-0.048152917
29/10/2009,12.55,0.043148736
28/10/2009,12.02,-0.042351606
27/10/2009,12.54,-0.034486176
26/10/2009,12.98,-0.013012047
23/10/2009,13.15,-0.024043232
22/10/2009,13.47,0.006703936
21/10/2009,13.38,-0.024364439
20/10/2009,13.71,0.000729661
19/10/2009,13.7,0.035664998
16/10/2009,13.22,-0.023178608
15/10/2009,13.53,-0.029852963
14/10/2009,13.94,-0.001433692
13/10/2009,13.96,-0.003575263
12/10/2009,14.01,-0.011355693
09/10/2009,14.17,0.012784265
08/10/2009,13.99,0.006453949
07/10/2009,13.9,-0.00788252
06/10/2009,14.01,0.016553095
05/10/2009,13.78,-0.005066967
02/10/2009,13.85,-0.007910865
01/10/2009,13.96,-0.073852106
30/09/2009,15.03,0.031770161
29/09/2009,14.56,-0.018374113
28/09/2009,14.83,0.022503507
25/09/2009,14.5,-0.016416237
24/09/2009,14.74,-0.013477293
23/09/2009,14.94,-0.015936592
22/09/2009,15.18,0.00197824
21/09/2009,15.15,-0.00460982
18/09/2009,15.22,-0.001313198
17/09/2009,15.24,-0.044908123
16/09/2009,15.94,-0.027229405
15/09/2009,16.38,0.020352229
14/09/2009,16.05,-0.0166825
11/09/2009,16.32,-0.009149195
10/09/2009,16.47,0.031454952
09/09/2009,15.96,0.027311955
08/09/2009,15.53,0.027416861
04/09/2009,15.11,0.036392156
03/09/2009,14.57,0.023612208
02/09/2009,14.23,0.014154518
01/09/2009,14.03,-0.034329115
31/08/2009,14.52,-0.014359221
28/08/2009,14.73,0.05011487
27/08/2009,14.01,0.013654542
26/08/2009,13.82,0.011644964
25/08/2009,13.66,0.008823587
24/08/2009,13.54,-0.02839652
21/08/2009,13.93,0.016648955
20/08/2009,13.7,0.038695304
19/08/2009,13.18,-0.011316605
18/08/2009,13.33,0.035895415
17/08/2009,12.86,-0.042624413
14/08/2009,13.42,-0.030094014
13/08/2009,13.83,0.029349135
12/08/2009,13.43,0.036395222
11/08/2009,12.95,-0.023656197
10/08/2009,13.26,-0.033373509
07/08/2009,13.71,0.04398771
06/08/2009,13.12,-0.021116923
05/08/2009,13.4,0.002241316
04/08/2009,13.37,0.006754247
03/08/2009,13.28,0.026708951
31/07/2009,12.93,0.003874472
30/07/2009,12.88,0.007794272
29/07/2009,12.78,-0.020140108
28/07/2009,13.04,0.00153492
27/07/2009,13.02,0.004618946
24/07/2009,12.96,-0.003081667
23/07/2009,13,0.057792099
22/07/2009,12.27,0.024753739
21/07/2009,11.97,-0.020670434
20/07/2009,12.22,0.012350919
17/07/2009,12.07,0.028573372
16/07/2009,11.73,0.050710165
15/07/2009,11.15,0.040261613
14/07/2009,10.71,0.020755462
13/07/2009,10.49,0.0115054
10/07/2009,10.37,0.003864739
09/07/2009,10.33,0.02152725
08/07/2009,10.11,0.001980199
07/07/2009,10.09,-0.044581026
06/07/2009,10.55,-0.032636929
02/07/2009,10.9,-0.039573509
01/07/2009,11.34,0.00441892
30/06/2009,11.29,-0.024498163
29/06/2009,11.57,0
26/06/2009,11.57,0.013049337
25/06/2009,11.42,0.051201124
24/06/2009,10.85,0.032789823
23/06/2009,10.5,-0.004750603
22/06/2009,10.55,-0.058000608
19/06/2009,11.18,0.010791472
18/06/2009,11.06,-0.01969625
17/06/2009,11.28,0.024227295
16/06/2009,11.01,-0.027767122
15/06/2009,11.32,-0.01664515
12/06/2009,11.51,-0.005199318
11/06/2009,11.57,-0.012881243
10/06/2009,11.72,0.031198371
09/06/2009,11.36,0.053333922
08/06/2009,10.77,-0.00555557
05/06/2009,10.83,-0.005524876
04/06/2009,10.89,0.035517752
03/06/2009,10.51,-0.031837895
02/06/2009,10.85,-0.008260717
01/06/2009,10.94,0.047739528
29/05/2009,10.43,-0.007640916
28/05/2009,10.51,0.013410163
27/05/2009,10.37,0.001930503
26/05/2009,10.35,0.052565397
22/05/2009,9.82,0.015392813
21/05/2009,9.67,-0.006185587
20/05/2009,9.73,0.029199155
19/05/2009,9.45,0.019231362
18/05/2009,9.27,0.05887319
15/05/2009,8.74,0.025493849
14/05/2009,8.52,0.014184635
13/05/2009,8.4,-0.066768176
12/05/2009,8.98,-0.048896214
11/05/2009,9.43,0.019272545
08/05/2009,9.25,-0.148420005
07/05/2009,10.73,-0.074507307
06/05/2009,11.56,-0.020548668
05/05/2009,11.8,-0.041499731
04/05/2009,12.3,0.052577816
01/05/2009,11.67,0.016415055
30/04/2009,11.48,0.053680149
29/04/2009,10.88,-0.015504187
28/04/2009,11.05,0.002718624
27/04/2009,11.02,-0.036529674
24/04/2009,11.43,0.023009865
23/04/2009,11.17,-0.015986131
22/04/2009,11.35,0.02950594
21/04/2009,11.02,-0.002718624
20/04/2009,11.05,-0.062273515
17/04/2009,11.76,0.006825965
16/04/2009,11.68,0.0251422
15/04/2009,11.39,-0.028561007
14/04/2009,11.72,0.005990604
13/04/2009,11.65,-0.03292826
09/04/2009,12.04,0.053744276
08/04/2009,11.41,0.040237882
07/04/2009,10.96,-0.034965462
06/04/2009,11.35,0.002646671
03/04/2009,11.32,0.067605646
02/04/2009,10.58,0.045440393
01/04/2009,10.11,0.025038864
31/03/2009,9.86,0.007124712
30/03/2009,9.79,-0.066197002
27/03/2009,10.46,-0.00951482
26/03/2009,10.56,0.060506258
25/03/2009,9.94,0.016227537
24/03/2009,9.78,-0.044007101
23/03/2009,10.22,0.069901867
20/03/2009,9.53,-0.056108545
19/03/2009,10.08,-0.011834458
18/03/2009,10.2,0.030863575
17/03/2009,9.89,0.048689057
16/03/2009,9.42,-0.039547297
13/03/2009,9.8,-0.00508907
12/03/2009,9.85,0.057457055
11/03/2009,9.3,0.027249642
10/03/2009,9.05,0.086509243
09/03/2009,8.3,-0.010785006
06/03/2009,8.39,0.015615933
05/03/2009,8.26,-0.023924586
04/03/2009,8.46,0.07102127
03/03/2009,7.88,0.038814704
02/03/2009,7.58,-0.088329769
27/02/2009,8.28,0.002418381
26/02/2009,8.26,0.031983046
25/02/2009,8,0.01131376
24/02/2009,7.91,0.085747953
23/02/2009,7.26,-0.047083343
20/02/2009,7.61,0.025284115
19/02/2009,7.42,-0.080250026
18/02/2009,8.04,0.026466573
17/02/2009,7.83,-0.059497099
13/02/2009,8.31,-0.001202646
12/02/2009,8.32,0.020644328
11/02/2009,8.15,-0.134144701
10/02/2009,9.32,-0.044078489
09/02/2009,9.74,-0.013258736
06/02/2009,9.87,0.053054563
05/02/2009,9.36,0.070826053
04/02/2009,8.72,0.027908788
03/02/2009,8.48,0.011862535
02/02/2009,8.38,0.052675986
30/01/2009,7.95,-0.04067104
29/01/2009,8.28,-0.059771743
28/01/2009,8.79,0.040632403
27/01/2009,8.44,0.057297816
26/01/2009,7.97,0.033166305
23/01/2009,7.71,0.03833913
22/01/2009,7.42,-0.018692133
21/01/2009,7.56,0.047402239
20/01/2009,7.21,-0.102721808
16/01/2009,7.99,0.053997692
15/01/2009,7.57,0.034949794
14/01/2009,7.31,-0.045462374
13/01/2009,7.65,0.005242476
12/01/2009,7.61,-0.041189864
09/01/2009,7.93,-0.05757867
08/01/2009,8.4,-0.025853379
07/01/2009,8.62,-0.061852202
06/01/2009,9.17,0.03326249
05/01/2009,8.87,
