Date,Close,BLK
26/02/2013,236.15,-0.001481012
25/02/2013,236.5,-0.018309161
22/02/2013,240.87,0.019493795
21/02/2013,236.22,-0.012201944
20/02/2013,239.12,-0.02069439
19/02/2013,244.12,0.004804247
15/02/2013,242.95,-0.010726378
14/02/2013,245.57,0.012497858
13/02/2013,242.52,0.015206575
12/02/2013,238.86,-0.002467021
11/02/2013,239.45,0.00540191
08/02/2013,238.16,0.005642358
07/02/2013,236.82,-0.008326023
06/02/2013,238.8,-0.000251225
05/02/2013,238.86,0.01850731
04/02/2013,234.48,-0.010225602
01/02/2013,236.89,0.002578356
31/01/2013,236.28,-0.00472894
30/01/2013,237.4,-0.002566207
29/01/2013,238.01,0.013323098
28/01/2013,234.86,-0.006620292
25/01/2013,236.42,0.000380751
24/01/2013,236.33,0.001439702
23/01/2013,235.99,-0.004101919
22/01/2013,236.96,0.012869425
18/01/2013,233.93,0.008284554
17/01/2013,232,0.042979493
16/01/2013,222.24,-0.004534341
15/01/2013,223.25,0.004759348
14/01/2013,222.19,0.005324922
11/01/2013,221.01,0.010278424
10/01/2013,218.75,0.018129057
09/01/2013,214.82,0.002610237
08/01/2013,214.26,-0.015606142
07/01/2013,217.63,-0.001836295
04/01/2013,218.03,0.021698658
03/01/2013,213.35,0.00272224
02/01/2013,212.77,0.028894925
31/12/2012,206.71,0.010699971
28/12/2012,204.51,-0.007599043
27/12/2012,206.07,0.003548775
26/12/2012,205.34,-0.009113889
24/12/2012,207.22,0.002270697
21/12/2012,206.75,-0.012210516
20/12/2012,209.29,0.016767437
19/12/2012,205.81,-0.004169905
18/12/2012,206.67,0.006699705
17/12/2012,205.29,0.01848536
14/12/2012,201.53,0.004027352
13/12/2012,200.72,0.000249134
12/12/2012,200.67,0.006098189
11/12/2012,199.45,0.018878512
10/12/2012,195.72,0.004917035
07/12/2012,194.76,0.005199363
06/12/2012,193.75,0.006784251
05/12/2012,192.44,0.006150658
04/12/2012,191.26,-0.021056677
03/12/2012,195.33,-0.008716318
30/11/2012,197.04,0.007232752
29/11/2012,195.62,-0.009210089
28/11/2012,197.43,0.013308036
27/11/2012,194.82,0.003754086
26/11/2012,194.09,-0.007442993
23/11/2012,195.54,0.009196294
21/11/2012,193.75,-0.000258031
20/11/2012,193.8,0.013715926
19/11/2012,191.16,0.022055634
16/11/2012,186.99,0.000160449
15/11/2012,186.96,0.001927402
14/11/2012,186.6,-0.009281552
13/11/2012,188.34,-0.001008305
12/11/2012,188.53,0.009058033
09/11/2012,186.83,-0.001444121
08/11/2012,187.1,-0.015380839
07/11/2012,190,-0.007445895
06/11/2012,191.42,0.010080942
05/11/2012,189.5,-0.000105535
02/11/2012,189.52,-0.002897866
01/11/2012,190.07,0.002053984
31/10/2012,189.68,0.014283302
26/10/2012,186.99,-0.000694983
25/10/2012,187.12,0.000694983
24/10/2012,186.99,-0.004695095
23/10/2012,187.87,-0.007424333
22/10/2012,189.27,0.001745063
19/10/2012,188.94,-0.005594568
18/10/2012,190,0.004589463
17/10/2012,189.13,-0.004431556
16/10/2012,189.97,0.024512337
15/10/2012,185.37,0.005734705
12/10/2012,184.31,-0.007997881
11/10/2012,185.79,-0.008414896
10/10/2012,187.36,-0.008662204
09/10/2012,188.99,0.001588647
08/10/2012,188.69,0.00691345
05/10/2012,187.39,0.018147559
04/10/2012,184.02,0.013403193
03/10/2012,181.57,0.024531531
02/10/2012,177.17,-0.015069047
01/10/2012,179.86,0.008711246
28/09/2012,178.3,-0.003527143
27/09/2012,178.93,0.012767687
26/09/2012,176.66,-0.007050823
25/09/2012,177.91,-0.017440197
24/09/2012,181.04,-0.010768152
21/09/2012,183,0
20/09/2012,183,0.003667921
19/09/2012,182.33,-0.002246146
18/09/2012,182.74,0.000109451
17/09/2012,182.72,-0.001531226
14/09/2012,183,0.006084044
13/09/2012,181.89,0.029005324
12/09/2012,176.69,-0.000169774
11/09/2012,176.72,-0.006261479
10/09/2012,177.83,-0.023288533
07/09/2012,182.02,0.01016022
06/09/2012,180.18,0.023472356
05/09/2012,176,-0.005270179
04/09/2012,176.93,0.003170113
31/08/2012,176.37,0.002043249
30/08/2012,176.01,-0.00645602
29/08/2012,177.15,-0.006582858
28/08/2012,178.32,0.007429957
27/08/2012,177,-0.007149522
24/08/2012,178.27,0.005456042
23/08/2012,177.3,-0.004165031
22/08/2012,178.04,-0.00274841
21/08/2012,178.53,0.00089661
20/08/2012,178.37,-0.002351888
17/08/2012,178.79,0.008820034
16/08/2012,177.22,0.006737464
15/08/2012,176.03,0.017362841
14/08/2012,173,-0.011208624
13/08/2012,174.95,0.00309137
10/08/2012,174.41,-0.002176404
09/08/2012,174.79,0.006428307
08/08/2012,173.67,-0.001955822
07/08/2012,174.01,0.006341541
06/08/2012,172.91,-0.00161803
03/08/2012,173.19,0.027394163
02/08/2012,168.51,-0.006565546
01/08/2012,169.62,-0.00376604
31/07/2012,170.26,-0.0103422
30/07/2012,172.03,0.007937013
27/07/2012,170.67,0.033786394
26/07/2012,165,0.005713259
25/07/2012,164.06,-0.002191915
24/07/2012,164.42,-0.014671075
23/07/2012,166.85,-0.037986693
20/07/2012,173.31,-0.016083682
19/07/2012,176.12,0.006093933
18/07/2012,175.05,-0.006264257
17/07/2012,176.15,0.00489416
16/07/2012,175.29,-0.002791468
13/07/2012,175.78,0.019009905
12/07/2012,172.47,-0.015305247
11/07/2012,175.13,0.009293321
10/07/2012,173.51,0.009555043
09/07/2012,171.86,0.003380548
06/07/2012,171.28,-0.002740287
05/07/2012,171.75,-0.012095405
03/07/2012,173.84,0.024515741
02/07/2012,169.63,-0.001119458
29/06/2012,169.82,0.022209242
28/06/2012,166.09,-0.001744519
27/06/2012,166.38,-0.010819964
26/06/2012,168.19,0.007639548
25/06/2012,166.91,-0.030039732
22/06/2012,172,0.006123361
21/06/2012,170.95,-0.027179192
20/06/2012,175.66,-0.002388129
19/06/2012,176.08,0.015049064
18/06/2012,173.45,-0.018733771
15/06/2012,176.73,0.023125065
14/06/2012,172.69,0.004468827
13/06/2012,171.92,-0.006377942
12/06/2012,173.02,0.006203458
11/06/2012,171.95,-0.011334187
08/06/2012,173.91,0.010346016
07/06/2012,172.12,0.009104767
06/06/2012,170.56,0.025414027
05/06/2012,166.28,0.00772764
04/06/2012,165,-0.009470168
01/06/2012,166.57,-0.02507764
31/05/2012,170.8,0.000175659
30/05/2012,170.77,-0.022180022
29/05/2012,174.6,0.018731037
25/05/2012,171.36,0.005383278
24/05/2012,170.44,0.017399977
23/05/2012,167.5,0.024965784
22/05/2012,163.37,-0.026337977
21/05/2012,167.73,-0.02461554
18/05/2012,171.91,-0.011911787
17/05/2012,173.97,-0.006303023
16/05/2012,175.07,-0.010116022
15/05/2012,176.85,0.002037698
14/05/2012,176.49,-0.018414039
11/05/2012,179.77,0.000500765
10/05/2012,179.68,-0.003278236
09/05/2012,180.27,-0.011417349
08/05/2012,182.34,-0.008083942
07/05/2012,183.82,0.003542335
04/05/2012,183.17,5.45956E-05
03/05/2012,183.16,-0.030222228
02/05/2012,188.78,-0.009069879
01/05/2012,190.5,-0.005653281
30/04/2012,191.58,-0.004790678
27/04/2012,192.5,-0.003888534
26/04/2012,193.25,0.009619208
25/04/2012,191.4,0.014896188
24/04/2012,188.57,0.008681581
23/04/2012,186.94,-0.018339413
20/04/2012,190.4,-0.001049869
19/04/2012,190.6,-0.027988687
18/04/2012,196.01,-0.029160982
17/04/2012,201.81,0.018150952
16/04/2012,198.18,0.001868735
13/04/2012,197.81,-0.019524048
12/04/2012,201.71,0.019524048
11/04/2012,197.81,-0.003985778
10/04/2012,198.6,-0.020631618
09/04/2012,202.74,-0.015854707
05/04/2012,205.98,0.010541825
04/04/2012,203.82,-0.013402087
03/04/2012,206.57,0.001356392
02/04/2012,206.29,0.006760891
30/03/2012,204.9,0.026256793
29/03/2012,199.59,-0.015609782
28/03/2012,202.73,-0.004184004
27/03/2012,203.58,-0.007877331
26/03/2012,205.19,0.020084357
23/03/2012,201.11,0.012962171
22/03/2012,198.52,-0.014105171
21/03/2012,201.34,-0.009687699
20/03/2012,203.3,-0.008766187
19/03/2012,205.09,-0.002483626
16/03/2012,205.6,0.002532387
15/03/2012,205.08,0.021738379
14/03/2012,200.67,-0.011544211
13/03/2012,203,0.040821995
12/03/2012,194.88,-0.010362787
09/03/2012,196.91,0.00693067
08/03/2012,195.55,-0.005965297
07/03/2012,196.72,0.018210768
06/03/2012,193.17,-0.010658941
05/03/2012,195.24,-0.015299289
02/03/2012,198.25,-0.00126024
01/03/2012,198.5,-0.002515725
29/02/2012,199,0.003372515
28/02/2012,198.33,0.003130999
27/02/2012,197.71,0.008686651
24/02/2012,196,-0.00574875
23/02/2012,197.13,0.018534219
22/02/2012,193.51,-0.005257202
21/02/2012,194.53,-0.008497185
17/02/2012,196.19,0.01577182
16/02/2012,193.12,0.016919464
15/02/2012,189.88,-0.008599948
14/02/2012,191.52,-0.004844138
13/02/2012,192.45,0.012812308
10/02/2012,190,-0.0009995
09/02/2012,190.19,-0.000315424
08/02/2012,190.25,0.004108296
07/02/2012,189.47,-0.003740291
06/02/2012,190.18,0.008130555
03/02/2012,188.64,0.026155461
02/02/2012,183.77,0.004198823
01/02/2012,183,0.005479466
31/01/2012,182,-0.00668093
30/01/2012,183.22,-0.023037894
27/01/2012,187.49,-0.001971494
26/01/2012,187.86,-0.00202074
25/01/2012,188.24,-0.004135085
24/01/2012,189.02,0.01847455
23/01/2012,185.56,0.014876218
20/01/2012,182.82,-0.025490094
19/01/2012,187.54,-0.001385411
18/01/2012,187.8,0.001812077
17/01/2012,187.46,0.004758986
13/01/2012,186.57,-0.002622917
12/01/2012,187.06,0.017200435
11/01/2012,183.87,0.004251151
10/01/2012,183.09,0.021196356
09/01/2012,179.25,0.00066968
06/01/2012,179.13,-0.001115885
05/01/2012,179.33,-0.00350692
04/01/2012,179.96,-0.007253029
03/01/2012,181.27,0.016856676
30/12/2011,178.24,-0.006486993
29/12/2011,179.4,0.016637074
28/12/2011,176.44,-0.007903394
27/12/2011,177.84,-0.003200003
23/12/2011,178.41,0.016502211
22/12/2011,175.49,0.012269389
21/12/2011,173.35,0.001212156
20/12/2011,173.14,0.044525274
19/12/2011,165.6,-0.02816249
16/12/2011,170.33,0.014726587
15/12/2011,167.84,0.005376678
14/12/2011,166.94,-0.004840309
13/12/2011,167.75,-0.01026015
12/12/2011,169.48,-0.018705245
09/12/2011,172.68,0.030456819
08/12/2011,167.5,-0.040196127
07/12/2011,174.37,0.005232453
06/12/2011,173.46,-0.016296784
05/12/2011,176.31,0.042226758
02/12/2011,169.02,0.009571158
01/12/2011,167.41,-0.027281114
30/11/2011,172.04,0.066136325
29/11/2011,161.03,0.007479933
28/11/2011,159.83,0.055044431
25/11/2011,151.27,-0.001453297
23/11/2011,151.49,-0.0281177
22/11/2011,155.81,-0.005121322
21/11/2011,156.61,-0.016779448
18/11/2011,159.26,-0.002132598
17/11/2011,159.6,-0.010781272
16/11/2011,161.33,-0.027812679
15/11/2011,165.88,0.016778509
14/11/2011,163.12,-0.007390475
11/11/2011,164.33,0.027453067
10/11/2011,159.88,0.042483473
09/11/2011,153.23,-0.062791254
08/11/2011,163.16,0.019245048
07/11/2011,160.05,0.015426089
04/11/2011,157.6,-0.010477909
03/11/2011,159.26,0.023763746
02/11/2011,155.52,0.036139047
01/11/2011,150,-0.050629741
31/10/2011,157.79,-0.073238446
28/10/2011,169.78,0.003894959
27/10/2011,169.12,0.091256204
26/10/2011,154.37,0.026186894
25/10/2011,150.38,-0.046133042
24/10/2011,157.48,0.020270097
21/10/2011,154.32,0.01409577
20/10/2011,152.16,0.02152335
19/10/2011,148.92,-0.048367988
18/10/2011,156.3,0.036287081
17/10/2011,150.73,-0.033788761
14/10/2011,155.91,0.014601629
13/10/2011,153.65,-0.015178719
12/10/2011,156,0.019026006
11/10/2011,153.06,-0.014206719
10/10/2011,155.25,0.049312039
07/10/2011,147.78,-0.025982427
06/10/2011,151.67,0.007810471
05/10/2011,150.49,0.022104431
04/10/2011,147.2,0.03758618
03/10/2011,141.77,-0.043073813
30/09/2011,148.01,-0.024361334
29/09/2011,151.66,0.020719571
28/09/2011,148.55,-0.026177418
27/09/2011,152.49,0.014133111
26/09/2011,150.35,0.018256766
23/09/2011,147.63,0.019701027
22/09/2011,144.75,-0.01691995
21/09/2011,147.22,-0.055232002
20/09/2011,155.58,-0.00429722
19/09/2011,156.25,-0.029201457
16/09/2011,160.88,0.010623108
15/09/2011,159.18,0.044183377
14/09/2011,152.3,0.00711653
13/09/2011,151.22,-0.000528891
12/09/2011,151.3,0.001521315
09/09/2011,151.07,-0.031214863
08/09/2011,155.86,-0.019379836
07/09/2011,158.91,0.041763746
06/09/2011,152.41,-0.023538127
02/09/2011,156.04,-0.041672696
01/09/2011,162.68,-0.012644092
31/08/2011,164.75,-0.013564639
30/08/2011,167,-0.007041022
29/08/2011,168.18,0.043692583
26/08/2011,160.99,0.014704767
25/08/2011,158.64,-0.031581245
24/08/2011,163.73,0.02673923
23/08/2011,159.41,0.046481183
22/08/2011,152.17,0.005535434
19/08/2011,151.33,-0.006258049
18/08/2011,152.28,-0.056800821
17/08/2011,161.18,0.000124093
16/08/2011,161.16,-0.024395939
15/08/2011,165.14,0.024954546
12/08/2011,161.07,-0.005633818
11/08/2011,161.98,0.089855274
10/08/2011,148.06,-0.055693971
09/08/2011,156.54,0.074855173
08/08/2011,145.25,-0.10654398
05/08/2011,161.58,-0.010282392
04/08/2011,163.25,-0.060606605
03/08/2011,173.45,-0.00597806
02/08/2011,174.49,-0.021936546
01/08/2011,178.36,-0.000560507
29/07/2011,178.46,0.019178593
28/07/2011,175.07,-0.010059475
27/07/2011,176.84,-0.041970396
26/07/2011,184.42,-0.008530909
25/07/2011,186,-0.010269667
22/07/2011,187.92,0.001064849
21/07/2011,187.72,0.017302027
20/07/2011,184.5,0.004399909
19/07/2011,183.69,0.018904778
18/07/2011,180.25,-0.023521466
15/07/2011,184.54,0.012377138
14/07/2011,182.27,-0.015136955
13/07/2011,185.05,0.007376505
12/07/2011,183.69,-0.014538046
11/07/2011,186.38,-0.047516992
08/07/2011,195.45,-0.015434129
07/07/2011,198.49,0.01492262
06/07/2011,195.55,0.005332526
05/07/2011,194.51,-0.009771648
01/07/2011,196.42,0.023749925
30/06/2011,191.81,-0.000416992
29/06/2011,191.89,0.01380056
28/06/2011,189.26,0.011638853
27/06/2011,187.07,0.014429799
24/06/2011,184.39,-0.016032192
23/06/2011,187.37,-0.00940221
22/06/2011,189.14,-0.008371334
21/06/2011,190.73,0.006997635
20/06/2011,189.4,0.010936033
17/06/2011,187.34,-0.004208065
16/06/2011,188.13,0.009667588
15/06/2011,186.32,-0.032942168
14/06/2011,192.56,0.019031217
13/06/2011,188.93,0.016598113
10/06/2011,185.82,-0.034382188
09/06/2011,192.32,0.013769491
08/06/2011,189.69,0.000263623
07/06/2011,189.64,0.009483766
06/06/2011,187.85,-0.030305349
03/06/2011,193.63,-0.030266037
02/06/2011,199.58,0.001153085
01/06/2011,199.35,-0.030675888
31/05/2011,205.56,0.024076194
27/05/2011,200.67,0.015720672
26/05/2011,197.54,0.01084118
25/05/2011,195.41,0.012150693
24/05/2011,193.05,-0.008716113
23/05/2011,194.74,-0.01412388
20/05/2011,197.51,-0.002982738
19/05/2011,198.1,0.024787266
18/05/2011,193.25,0.014122541
17/05/2011,190.54,-0.007372775
16/05/2011,191.95,-0.011859586
13/05/2011,194.24,-0.008407719
12/05/2011,195.88,0.006967241
11/05/2011,194.52,-0.017732045
10/05/2011,198,0.006739833
09/05/2011,196.67,0.004739949
06/05/2011,195.74,0.02205611
05/05/2011,191.47,-0.013178566
04/05/2011,194.01,-0.000309215
03/05/2011,194.07,-0.007494902
02/05/2011,195.53,-0.00209467
29/04/2011,195.94,-0.010458541
28/04/2011,198,-0.009550211
27/04/2011,199.9,0.004864237
26/04/2011,198.93,0.009089594
25/04/2011,197.13,-0.008838218
21/04/2011,198.88,0.02628781
20/04/2011,193.72,0.008762208
19/04/2011,192.03,0.007736983
18/04/2011,190.55,-0.014018312
15/04/2011,193.24,-0.000724225
14/04/2011,193.38,-0.00670002
13/04/2011,194.68,-0.000513532
12/04/2011,194.78,-0.005988808
11/04/2011,195.95,-0.000765209
08/04/2011,196.1,-0.009591791
07/04/2011,197.99,-0.006193217
06/04/2011,199.22,-0.001304239
05/04/2011,199.48,-0.007541175
04/04/2011,200.99,-0.007138992
01/04/2011,202.43,0.00703949
31/03/2011,201.01,0.010854177
30/03/2011,198.84,0.064069242
29/03/2011,186.5,-0.005187594
28/03/2011,187.47,-0.004098912
25/03/2011,188.24,0.014393357
24/03/2011,185.55,0.010020395
23/03/2011,183.7,-0.007213982
22/03/2011,185.03,-0.0052287
21/03/2011,186,0.007826244
18/03/2011,184.55,0.003202087
17/03/2011,183.96,0.023040087
16/03/2011,179.77,-0.032454212
15/03/2011,185.7,-0.014594117
14/03/2011,188.43,-0.008192218
11/03/2011,189.98,-0.002103271
10/03/2011,190.38,-0.033673911
09/03/2011,196.9,-0.009754203
08/03/2011,198.83,0.00297177
07/03/2011,198.24,-0.018244577
04/03/2011,201.89,-0.025285612
03/03/2011,207.06,0.040457835
02/03/2011,198.85,-0.012891155
01/03/2011,201.43,-0.012629047
28/02/2011,203.99,0.000343213
25/02/2011,203.92,0.013428322
24/02/2011,201.2,0.030633435
23/02/2011,195.13,-0.016669594
22/02/2011,198.41,-0.040787721
18/02/2011,206.67,0.010115342
17/02/2011,204.59,-0.003659165
16/02/2011,205.34,-0.001557178
15/02/2011,205.66,0.003165561
14/02/2011,205.01,0.007785951
11/02/2011,203.42,0.013411727
10/02/2011,200.71,0.005445521
09/02/2011,199.62,0.001253164
08/02/2011,199.37,0.017047736
07/02/2011,196,0.008454002
04/02/2011,194.35,-0.012628948
03/02/2011,196.82,-0.004157589
02/02/2011,197.64,-0.018001339
01/02/2011,201.23,0.016080497
31/01/2011,198.02,0.019067618
28/01/2011,194.28,-0.037629752
27/01/2011,201.73,0.008812823
26/01/2011,199.96,0.009799812
