Date,Close,USB
22/09/2011,22.91,0.002184838
21/09/2011,22.86,-0.052408158
20/09/2011,24.09,0.008336855
19/09/2011,23.89,-0.009166731
16/09/2011,24.11,0.002491696
15/09/2011,24.05,0.022709134
14/09/2011,23.51,0.023672291
13/09/2011,22.96,0.02692725
12/09/2011,22.35,0.015783868
09/09/2011,22,-0.038346205
08/09/2011,22.86,0.00746436
07/09/2011,22.69,0.06462667
06/09/2011,21.27,-0.015858541
02/09/2011,21.61,-0.047445085
01/09/2011,22.66,-0.023981965
31/08/2011,23.21,0.007785506
30/08/2011,23.03,-0.006060625
29/08/2011,23.17,0.032904921
26/08/2011,22.42,0.003127097
25/08/2011,22.35,0.004933852
24/08/2011,22.24,0.033374526
23/08/2011,21.51,0.057404568
22/08/2011,20.31,-0.012234065
19/08/2011,20.56,-0.024502787
18/08/2011,21.07,-0.062549121
17/08/2011,22.43,0.011208367
16/08/2011,22.18,-0.024494656
15/08/2011,22.73,0.036742484
12/08/2011,21.91,-0.023901927
11/08/2011,22.44,0.046053271
10/08/2011,21.43,-0.086661339
09/08/2011,23.37,0.079222904
08/08/2011,21.59,-0.09408833
05/08/2011,23.72,-0.017965806
04/08/2011,24.15,-0.043749383
03/08/2011,25.23,0.003175866
02/08/2011,25.15,-0.032469115
01/08/2011,25.98,-0.00307456
29/07/2011,26.06,-0.001533743
28/07/2011,26.1,-0.004587164
27/07/2011,26.22,-0.019638093
26/07/2011,26.74,-0.008564565
25/07/2011,26.97,0.002227172
22/07/2011,26.91,-0.003709203
21/07/2011,27.01,0.03274046
20/07/2011,26.14,0.043391603
19/07/2011,25.03,0.02426322
18/07/2011,24.43,-0.012609482
15/07/2011,24.74,0.002023064
14/07/2011,24.69,-0.017266038
13/07/2011,25.12,0.006389798
12/07/2011,24.96,0.003612286
11/07/2011,24.87,-0.019116472
08/07/2011,25.35,-0.010594566
07/07/2011,25.62,0.012568901
06/07/2011,25.3,-0.011397254
05/07/2011,25.59,-0.018199922
01/07/2011,26.06,0.02133104
30/06/2011,25.51,0.007081068
29/06/2011,25.33,0.018327206
28/06/2011,24.87,0.012136071
27/06/2011,24.57,0.026811257
24/06/2011,23.92,-0.015349814
23/06/2011,24.29,-0.006565473
22/06/2011,24.45,-0.010982417
21/06/2011,24.72,0.008939515
20/06/2011,24.5,0.000408247
17/06/2011,24.49,0.0114991
16/06/2011,24.21,0.009128694
15/06/2011,23.99,-0.021036041
14/06/2011,24.5,0.007785329
13/06/2011,24.31,-0.000822368
10/06/2011,24.33,-0.003282728
09/06/2011,24.41,0.018189836
08/06/2011,23.97,0.005018831
07/06/2011,23.85,-0.010842475
06/06/2011,24.11,-0.018085162
03/06/2011,24.55,-0.007305227
02/06/2011,24.73,0.001213838
01/06/2011,24.7,-0.035789108
31/05/2011,25.6,0.007056086
27/05/2011,25.42,0.018662444
26/05/2011,24.95,0.001604493
25/05/2011,24.91,-0.002005214
24/05/2011,24.96,0.001202646
23/05/2011,24.93,-0.010772097
20/05/2011,25.2,-0.023918019
19/05/2011,25.81,0.002715812
18/05/2011,25.74,0.005844552
17/05/2011,25.59,0.021327823
16/05/2011,25.05,0.001198322
13/05/2011,25.02,-0.012313959
12/05/2011,25.33,0.005542374
11/05/2011,25.19,-0.019265388
10/05/2011,25.68,0.016886323
09/05/2011,25.25,0.002379065
06/05/2011,25.19,-0.000396904
05/05/2011,25.2,-0.013401856
04/05/2011,25.54,-0.010516163
03/05/2011,25.81,0.005049535
02/05/2011,25.68,-0.005436907
29/04/2011,25.82,0.013255555
28/04/2011,25.48,-0.002743486
27/04/2011,25.55,0.02016277
26/04/2011,25.04,-0.000399281
25/04/2011,25.05,-0.003984069
21/04/2011,25.15,0.012402639
20/04/2011,24.84,-0.016370899
19/04/2011,25.25,-0.012202474
18/04/2011,25.56,-0.01437197
15/04/2011,25.93,0.003476921
14/04/2011,25.84,-0.00578817
13/04/2011,25.99,-0.014135861
12/04/2011,26.36,0.01029561
11/04/2011,26.09,-0.003443661
08/04/2011,26.18,-0.009503968
07/04/2011,26.43,-0.017626558
06/04/2011,26.9,0.014604266
05/04/2011,26.51,-0.003389195
04/04/2011,26.6,-0.003003005
01/04/2011,26.68,0.009414492
31/03/2011,26.43,-0.009414492
30/03/2011,26.68,0.00112507
29/03/2011,26.65,-0.008221272
28/03/2011,26.87,-0.001859082
25/03/2011,26.92,0.008955284
24/03/2011,26.68,0.008658063
23/03/2011,26.45,-0.000378
22/03/2011,26.46,-0.005277057
21/03/2011,26.6,-0.001877935
18/03/2011,26.65,0.011320876
17/03/2011,26.35,0.007619084
16/03/2011,26.15,-0.021188837
15/03/2011,26.71,-0.005972396
14/03/2011,26.87,-0.01073488
11/03/2011,27.16,-0.000736106
10/03/2011,27.18,-0.022554612
09/03/2011,27.8,0.001800181
08/03/2011,27.75,0.031109554
07/03/2011,26.9,-0.005190965
04/03/2011,27.04,-0.018322242
03/03/2011,27.54,0.025373672
02/03/2011,26.85,-0.010005642
01/03/2011,27.12,-0.022243397
28/02/2011,27.73,0.007601847
25/02/2011,27.52,0.000727008
24/02/2011,27.5,-0.000727008
23/02/2011,27.52,-0.006158324
22/02/2011,27.69,-0.0309358
18/02/2011,28.56,0.007027436
17/02/2011,28.36,-0.011917421
16/02/2011,28.7,0.00174368
15/02/2011,28.65,-0.001046573
14/02/2011,28.68,0.010867767
11/02/2011,28.37,0.01814028
10/02/2011,27.86,-0.006440094
09/02/2011,28.04,-0.006398884
08/02/2011,28.22,0.009613747
