Date,Close,CELG
21/10/2013,159.23,-0.008255723
18/10/2013,160.55,0.003431605
17/10/2013,160,0.010492353
16/10/2013,158.33,0.019644742
15/10/2013,155.25,0.00587876
14/10/2013,154.34,0.007609545
11/10/2013,153.17,0.004056005
10/10/2013,152.55,0.037944569
09/10/2013,146.87,-0.011239116
08/10/2013,148.53,-0.035321132
07/10/2013,153.87,-0.021855983
04/10/2013,157.27,0.030012902
03/10/2013,152.62,-0.021456017
02/10/2013,155.93,-0.008111691
01/10/2013,157.2,0.0196576
30/09/2013,154.14,-0.003044537
27/09/2013,154.61,0.031004125
26/09/2013,149.89,0.029313319
25/09/2013,145.56,-0.006027416
24/09/2013,146.44,-0.002319079
23/09/2013,146.78,-0.020766658
20/09/2013,149.86,0.008981896
19/09/2013,148.52,-0.001009455
18/09/2013,148.67,0.011024426
17/09/2013,147.04,-0.006777849
16/09/2013,148.04,-0.009680097
13/09/2013,149.48,-0.001069805
12/09/2013,149.64,0.000534759
11/09/2013,149.56,0.005497835
10/09/2013,148.74,0.001816898
09/09/2013,148.47,0.010154433
06/09/2013,146.97,0.009434032
05/09/2013,145.59,-0.003291507
04/09/2013,146.07,0.021171401
03/09/2013,143.01,0.021415003
30/08/2013,139.98,-0.01840369
29/08/2013,142.58,0.024710147
28/08/2013,139.1,0.015504187
27/08/2013,136.96,-0.030205086
26/08/2013,141.16,0.020685703
23/08/2013,138.27,0.002606997
22/08/2013,137.91,0.00246842
21/08/2013,137.57,0.013391587
20/08/2013,135.74,0.024611579
19/08/2013,132.44,-0.000377458
16/08/2013,132.49,-0.007669211
15/08/2013,133.51,-0.028574427
14/08/2013,137.38,-0.001963423
13/08/2013,137.65,-0.022839258
12/08/2013,140.83,-0.008766405
09/08/2013,142.07,0.000492836
08/08/2013,142,-0.00456702
07/08/2013,142.65,0.006399684
06/08/2013,141.74,-0.035281062
05/08/2013,146.83,-0.003535254
02/08/2013,147.35,-0.009725207
01/08/2013,148.79,0.013056164
31/07/2013,146.86,0.010197536
30/07/2013,145.37,0.01881804
29/07/2013,142.66,-0.008932369
26/07/2013,143.94,0.023122011
25/07/2013,140.65,0.033693181
24/07/2013,135.99,0.006714158
23/07/2013,135.08,-0.021966032
22/07/2013,138.08,0.015987492
19/07/2013,135.89,0.021120738
18/07/2013,133.05,-0.026405153
17/07/2013,136.61,0.011485071
16/07/2013,135.05,0.000814845
15/07/2013,134.94,0.002820039
12/07/2013,134.56,-0.002671814
11/07/2013,134.92,0.075728478
10/07/2013,125.08,0.003443723
09/07/2013,124.65,0.021980689
08/07/2013,121.94,-0.004418631
05/07/2013,122.48,0.012735886
03/07/2013,120.93,0.0055558
02/07/2013,120.26,0.011289161
01/07/2013,118.91,0.016363924
28/06/2013,116.98,-0.012065742
27/06/2013,118.4,0.002283009
26/06/2013,118.13,0.030774304
25/06/2013,114.55,0.01362359
24/06/2013,113,-0.007845252
21/06/2013,113.89,0.003342132
20/06/2013,113.51,-0.029342383
19/06/2013,116.89,-0.028256424
18/06/2013,120.24,0.021350731
17/06/2013,117.7,-0.014005122
14/06/2013,119.36,-0.007511929
13/06/2013,120.26,0.018039672
12/06/2013,118.11,-0.005404049
11/06/2013,118.75,0.007777535
10/06/2013,117.83,-0.021659678
07/06/2013,120.41,0.04111271
06/06/2013,115.56,0.029506883
05/06/2013,112.2,-0.048450577
04/06/2013,117.77,-0.026147471
03/06/2013,120.89,-0.022573953
31/05/2013,123.65,-0.007252248
30/05/2013,124.55,0.011791447
29/05/2013,123.09,-0.012112551
28/05/2013,124.59,0.016264468
24/05/2013,122.58,-0.008610239
23/05/2013,123.64,0.001618909
22/05/2013,123.44,-0.000485948
21/05/2013,123.5,0.003081667
20/05/2013,123.12,-0.014433988
17/05/2013,124.91,0.011514278
16/05/2013,123.48,-0.048605039
15/05/2013,129.63,-0.00415705
14/05/2013,130.17,0.003925649
13/05/2013,129.66,0.01711305
10/05/2013,127.46,0.037978742
09/05/2013,122.71,-0.000244449
08/05/2013,122.74,0.008755835
07/05/2013,121.67,0.003705385
06/05/2013,121.22,-0.003458786
03/05/2013,121.64,0.019759879
02/05/2013,119.26,0.022042262
01/05/2013,116.66,-0.012013948
30/04/2013,118.07,-0.003382095
29/04/2013,118.47,-0.015661306
26/04/2013,120.34,0.020060264
25/04/2013,117.95,-0.002793889
24/04/2013,118.28,-0.063227212
23/04/2013,126,-0.006644543
22/04/2013,126.84,0.03595893
19/04/2013,122.36,0.027171983
18/04/2013,119.08,-0.018800986
17/04/2013,121.34,-0.009514507
16/04/2013,122.5,0.017540698
15/04/2013,120.37,-0.021614023
12/04/2013,123,8.13041E-05
11/04/2013,122.99,0.017883988
10/04/2013,120.81,0.03538403
09/04/2013,116.61,-0.000942871
08/04/2013,116.72,0.00248767
05/04/2013,116.43,0.00413117
04/04/2013,115.95,0.003455727
03/04/2013,115.55,-0.019200041
02/04/2013,117.79,0.006387621
01/04/2013,117.04,0.009701729
28/03/2013,115.91,0.023304568
27/03/2013,113.24,0.006822941
26/03/2013,112.47,0.006064408
25/03/2013,111.79,-0.011915489
22/03/2013,113.13,0.009770907
21/03/2013,112.03,-0.002585248
20/03/2013,112.32,0.011461444
19/03/2013,111.04,-0.007715119
18/03/2013,111.9,-0.004458322
15/03/2013,112.4,-0.01658764
14/03/2013,114.28,0.010644481
13/03/2013,113.07,-0.005732191
12/03/2013,113.72,0.015954956
11/03/2013,111.92,0.005016134
08/03/2013,111.36,0.010652805
07/03/2013,110.18,0.001362336
06/03/2013,110.03,0.015201758
05/03/2013,108.37,0.026271786
04/03/2013,105.56,-0.000568236
01/03/2013,105.62,0.02250083
28/02/2013,103.27,0.02183044
27/02/2013,101.04,0.015861473
26/02/2013,99.45,0.004535155
25/02/2013,99,-0.02641569
22/02/2013,101.65,0.022081661
21/02/2013,99.43,-0.009708328
20/02/2013,100.4,-0.000597431
19/02/2013,100.46,0.016965723
15/02/2013,98.77,-0.007464227
14/02/2013,99.51,0.004431471
13/02/2013,99.07,0.001110943
12/02/2013,98.96,-0.009854278
11/02/2013,99.94,-0.001899336
08/02/2013,100.13,0.02313585
07/02/2013,97.84,-0.000510908
06/02/2013,97.89,-0.018922902
05/02/2013,99.76,0.011797465
04/02/2013,98.59,-0.028497654
01/02/2013,101.44,0.024751763
31/01/2013,98.96,0.004963795
30/01/2013,98.47,-0.007386081
29/01/2013,99.2,0.002523342
28/01/2013,98.95,-0.008152629
25/01/2013,99.76,0.023017493
24/01/2013,97.49,-0.007460052
23/01/2013,98.22,-0.01103641
22/01/2013,99.31,-0.00722387
18/01/2013,100.03,0.018565764
17/01/2013,98.19,-0.006800331
16/01/2013,98.86,-0.005346797
15/01/2013,99.39,0.017457056
14/01/2013,97.67,0.014126131
11/01/2013,96.3,0.008551517
10/01/2013,95.48,0.033439384
09/01/2013,92.34,0.010122535
08/01/2013,91.41,0.064152059
07/01/2013,85.73,0.043386616
04/01/2013,82.09,0.005129469
03/01/2013,81.67,0.007003776
02/01/2013,81.1,0.032966575
31/12/2012,78.47,0.009475103
28/12/2012,77.73,-0.010875931
27/12/2012,78.58,-0.001652998
26/12/2012,78.71,-0.007089535
24/12/2012,79.27,-0.005409839
21/12/2012,79.7,-0.004007018
20/12/2012,80.02,0.004007018
19/12/2012,79.7,-0.004131979
18/12/2012,80.03,-0.005110001
17/12/2012,80.44,0.013517102
14/12/2012,79.36,-0.006030169
13/12/2012,79.84,-0.016767455
12/12/2012,81.19,-0.010902295
11/12/2012,82.08,0.019437197
10/12/2012,80.5,0.022868191
07/12/2012,78.68,-0.005071005
06/12/2012,79.08,-0.00403837
05/12/2012,79.4,-0.000503651
04/12/2012,79.44,0.009867253
03/12/2012,78.66,0.000890302
30/11/2012,78.59,-0.010127951
29/11/2012,79.39,0.006317939
28/11/2012,78.89,0.009552387
27/11/2012,78.14,-0.008283996
26/11/2012,78.79,0.00356008
23/11/2012,78.51,0.008313663
21/11/2012,77.86,0.009549692
20/11/2012,77.12,0.025477412
19/11/2012,75.18,0.011370599
16/11/2012,74.33,0.010685163
15/11/2012,73.54,-0.016319736
14/11/2012,74.75,0.00469327
13/11/2012,74.4,-0.016793677
12/11/2012,75.66,0.05655217
09/11/2012,71.5,0.002801122
08/11/2012,71.3,-0.017517478
07/11/2012,72.56,-0.02046177
06/11/2012,74.06,0.010314967
05/11/2012,73.3,0.003553373
02/11/2012,73.04,-0.02394433
01/11/2012,74.81,0.019709061
31/10/2012,73.35,-0.024908726
26/10/2012,75.2,0.011771136
25/10/2012,74.32,0.003504519
24/10/2012,74.06,0.000135035
23/10/2012,74.05,-0.012747573
22/10/2012,75,-0.002131061
19/10/2012,75.16,-0.043224641
18/10/2012,78.48,-0.004196077
17/10/2012,78.81,0.007770245
16/10/2012,78.2,0.00294551
15/10/2012,77.97,-0.00575486
12/10/2012,78.42,0.008966372
11/10/2012,77.72,0.004642773
10/10/2012,77.36,-0.03243115
09/10/2012,79.91,-0.004744079
08/10/2012,80.29,0
05/10/2012,80.29,0.008882275
04/10/2012,79.58,0.007441543
03/10/2012,78.99,0.007242265
02/10/2012,78.42,0.021134807
01/10/2012,76.78,0.004961493
28/09/2012,76.4,-0.004440389
27/09/2012,76.74,0.008637667
26/09/2012,76.08,-0.000788333
25/09/2012,76.14,-0.010062156
24/09/2012,76.91,-0.004669875
21/09/2012,77.27,0.002461938
20/09/2012,77.08,0.0011683
19/09/2012,76.99,0.000909623
18/09/2012,76.92,0.001431081
17/09/2012,76.81,0.007055164
14/09/2012,76.27,0.015592282
13/09/2012,75.09,0.014757445
12/09/2012,73.99,0.005013221
11/09/2012,73.62,0.000543478
10/09/2012,73.58,-0.024964389
07/09/2012,75.44,0.01267275
06/09/2012,74.49,0.04854855
05/09/2012,70.96,-0.015521531
04/09/2012,72.07,0.000416349
31/08/2012,72.04,0.016938881
30/08/2012,70.83,-0.011231341
29/08/2012,71.63,-0.005429878
28/08/2012,72.02,0.00459259
27/08/2012,71.69,-0.004870252
24/08/2012,72.04,0.007943739
23/08/2012,71.47,-0.001817293
22/08/2012,71.6,0.003778078
21/08/2012,71.33,0.007316763
20/08/2012,70.81,0.024300796
17/08/2012,69.11,-0.016218511
16/08/2012,70.24,-0.009493518
15/08/2012,70.91,-0.002957124
14/08/2012,71.12,-0.010212021
13/08/2012,71.85,-0.001251826
10/08/2012,71.94,0.009637619
09/08/2012,71.25,-0.007271742
08/08/2012,71.77,0.004608625
07/08/2012,71.44,0.00519263
06/08/2012,71.07,0.025220401
03/08/2012,69.3,0.015853725
02/08/2012,68.21,0.000880024
01/08/2012,68.15,-0.004538475
31/07/2012,68.46,-0.013637234
30/07/2012,69.4,-0.017143277
27/07/2012,70.6,0.045050706
26/07/2012,67.49,0.033293728
25/07/2012,65.28,0.019802627
24/07/2012,64,-0.027432757
23/07/2012,65.78,-0.009682375
20/07/2012,66.42,-0.023215328
19/07/2012,67.98,0.009459131
18/07/2012,67.34,0.007751977
17/07/2012,66.82,0.010077546
16/07/2012,66.15,0.013392378
13/07/2012,65.27,0.036191752
12/07/2012,62.95,-0.005860475
11/07/2012,63.32,-0.011931068
10/07/2012,64.08,-0.01348544
09/07/2012,64.95,0.00277521
06/07/2012,64.77,-0.008302631
05/07/2012,65.31,-0.006866587
03/07/2012,65.76,0.013472341
02/07/2012,64.88,0.011159446
29/06/2012,64.16,0.033439452
28/06/2012,62.05,-0.022941902
27/06/2012,63.49,0.003787286
26/06/2012,63.25,0.032457862
25/06/2012,61.23,-0.006511499
22/06/2012,61.63,0.036013142
21/06/2012,59.45,-0.121942209
20/06/2012,67.16,-0.006825965
19/06/2012,67.62,0.025310224
18/06/2012,65.93,-0.003482478
15/06/2012,66.16,0.003785876
14/06/2012,65.91,0.03583395
13/06/2012,63.59,0.008211005
12/06/2012,63.07,-0.009939342
11/06/2012,63.7,-0.020817903
08/06/2012,65.04,-0.000768462
07/06/2012,65.09,-0.003374236
06/06/2012,65.31,0.013255435
05/06/2012,64.45,-0.006803799
04/06/2012,64.89,-0.00675782
01/06/2012,65.33,-0.043726085
31/05/2012,68.25,-0.009478744
30/05/2012,68.9,0.002179441
29/05/2012,68.75,-0.002179441
25/05/2012,68.9,-0.014552523
24/05/2012,69.91,0.011943447
23/05/2012,69.08,-0.008217447
22/05/2012,69.65,0.00330769
21/05/2012,69.42,0.019197797
18/05/2012,68.1,-0.01414327
17/05/2012,69.07,-0.023607935
16/05/2012,70.72,-0.0067644
15/05/2012,71.2,0.001264845
14/05/2012,71.11,0.004510226
11/05/2012,70.79,0.001979639
10/05/2012,70.65,0.003260795
09/05/2012,70.42,-0.004957868
08/05/2012,70.77,0.008941937
07/05/2012,70.14,0.004715979
04/05/2012,69.81,-0.022520603
03/05/2012,71.4,-0.007951496
02/05/2012,71.97,-0.008440036
01/05/2012,72.58,-0.004810675
30/04/2012,72.93,-0.006151342
27/04/2012,73.38,0.006288469
26/04/2012,72.92,-0.066191365
25/04/2012,77.91,0.007213737
24/04/2012,77.35,-0.001033725
23/04/2012,77.43,-0.021338572
20/04/2012,79.1,0.00646841
19/04/2012,78.59,-0.003683245
18/04/2012,78.88,-0.003669729
17/04/2012,79.17,0.012839431
16/04/2012,78.16,-0.00204499
13/04/2012,78.32,-0.003314216
12/04/2012,78.58,0.000763845
11/04/2012,78.52,-0.008622929
10/04/2012,79.2,-0.000631114
09/04/2012,79.25,-0.005034624
05/04/2012,79.65,0.005413244
04/04/2012,79.22,-0.013416288
03/04/2012,80.29,0.026375433
02/04/2012,78.2,0.00873368
30/03/2012,77.52,0
29/03/2012,77.52,-0.00527502
28/03/2012,77.93,-0.001410528
27/03/2012,78.04,-0.005877109
26/03/2012,78.5,0.021503436
23/03/2012,76.83,0.008627504
22/03/2012,76.17,0.007643685
21/03/2012,75.59,0.000794071
20/03/2012,75.53,0
19/03/2012,75.53,-0.000926355
16/03/2012,75.6,-0.006986122
15/03/2012,76.13,0.001577495
14/03/2012,76.01,-0.00170884
13/03/2012,76.14,0.02298341
12/03/2012,74.41,-0.010294897
09/03/2012,75.18,0.01258215
08/03/2012,74.24,0.022889283
07/03/2012,72.56,0.00386634
06/03/2012,72.28,-0.01087042
05/03/2012,73.07,-0.008991886
02/03/2012,73.73,-0.002573655
01/03/2012,73.92,0.008150004
29/02/2012,73.32,-0.005983156
28/02/2012,73.76,-0.004329011
27/02/2012,74.08,-0.01087478
24/02/2012,74.89,-0.000267023
23/02/2012,74.91,0.003610836
22/02/2012,74.64,0.00820614
21/02/2012,74.03,-0.008474057
17/02/2012,74.66,-0.011188183
16/02/2012,75.5,0.011992149
15/02/2012,74.6,0.006185309
14/02/2012,74.14,0.013306374
13/02/2012,73.16,0.019600351
10/02/2012,71.74,-0.003617647
09/02/2012,72,-0.011873673
08/02/2012,72.86,-0.007520375
07/02/2012,73.41,-0.00163332
06/02/2012,73.53,0.004361463
03/02/2012,73.21,-0.012892898
02/02/2012,74.16,0.003241494
01/02/2012,73.92,0.016779604
31/01/2012,72.69,-0.000412626
30/01/2012,72.72,-0.008898683
27/01/2012,73.37,0.009724106
26/01/2012,72.66,-0.015432194
25/01/2012,73.79,-0.003112106
24/01/2012,74.02,0.008002755
23/01/2012,73.43,-0.005568019
20/01/2012,73.84,0.02232205
19/01/2012,72.21,-0.007312899
18/01/2012,72.74,-0.005073717
17/01/2012,73.11,0.006587097
13/01/2012,72.63,-0.007817361
12/01/2012,73.2,0.015557552
11/01/2012,72.07,0.025435222
10/01/2012,70.26,0.029318296
09/01/2012,68.23,0.014913529
06/01/2012,67.22,-0.019008898
05/01/2012,68.51,0.008649178
04/01/2012,67.92,-0.010836246
03/01/2012,68.66,0.015558805
30/12/2011,67.6,0.000739919
29/12/2011,67.55,0.011164984
28/12/2011,66.8,-0.017951673
27/12/2011,68.01,0.010197384
23/12/2011,67.32,0.003422368
22/12/2011,67.09,0.008081457
21/12/2011,66.55,0.001804783
20/12/2011,66.43,0.028243996
19/12/2011,64.58,0.013877201
16/12/2011,63.69,0.009306795
15/12/2011,63.1,0.001109966
14/12/2011,63.03,-0.014647084
13/12/2011,63.96,0.004701466
12/12/2011,63.66,0.001257466
09/12/2011,63.58,0.036682258
08/12/2011,61.29,-0.021946984
07/12/2011,62.65,0.007047923
06/12/2011,62.21,0.014572797
05/12/2011,61.31,0.001632387
02/12/2011,61.21,-0.025007353
01/12/2011,62.76,-0.005085834
30/11/2011,63.08,0.029766497
29/11/2011,61.23,-0.013303246
28/11/2011,62.05,0.029603928
25/11/2011,60.24,-0.003149087
23/11/2011,60.43,-0.020636173
22/11/2011,61.69,0.006015789
21/11/2011,61.32,-0.027663392
18/11/2011,63.04,-0.025373327
17/11/2011,64.66,-0.003242495
16/11/2011,64.87,-0.008289885
15/11/2011,65.41,0.005980237
14/11/2011,65.02,0.006945008
11/11/2011,64.57,0.004034766
10/11/2011,64.31,0
09/11/2011,64.31,-0.013437533
08/11/2011,65.18,0.013748575
07/11/2011,64.29,0.008748689
04/11/2011,63.73,-0.006412785
03/11/2011,64.14,0.005471756
02/11/2011,63.79,0.003612097
01/11/2011,63.56,-0.019784118
31/10/2011,64.83,-0.020760935
28/10/2011,66.19,0.013690509
27/10/2011,65.29,-0.017911833
26/10/2011,66.47,0.008764033
25/10/2011,65.89,-0.029460074
24/10/2011,67.86,0.013799462
21/10/2011,66.93,0.014750418
20/10/2011,65.95,0.009751715
19/10/2011,65.31,-0.008537939
18/10/2011,65.87,0.015606192
17/10/2011,64.85,-0.022112986
14/10/2011,66.3,-0.000904568
13/10/2011,66.36,0.013807973
12/10/2011,65.45,-0.013355791
11/10/2011,66.33,0.01213423
10/10/2011,65.53,0.040167293
07/10/2011,62.95,-0.006334146
06/10/2011,63.35,-0.011457396
05/10/2011,64.08,0.044189341
04/10/2011,61.31,0.009999264
03/10/2011,60.7,-0.019738019
30/09/2011,61.91,-0.01634128
29/09/2011,62.93,0.008457722
28/09/2011,62.4,-0.024848948
27/09/2011,63.97,0.013693454
26/09/2011,63.1,0.006837905
23/09/2011,62.67,-0.013786765
22/09/2011,63.54,-0.004083562
21/09/2011,63.8,-0.027212564
20/09/2011,65.56,0.068981976
19/09/2011,61.19,0.00245439
16/09/2011,61.04,0.011699895
15/09/2011,60.33,0.001658925
14/09/2011,60.23,-0.002652961
13/09/2011,60.39,0.001159805
12/09/2011,60.32,0.009159861
09/09/2011,59.77,-0.017743605
08/09/2011,60.84,0.009578934
07/09/2011,60.26,0.017240363
06/09/2011,59.23,0.015140206
02/09/2011,58.34,-0.020360391
01/09/2011,59.54,0.001176372
31/08/2011,59.47,-0.001008403
30/08/2011,59.53,0.021221406
29/08/2011,58.28,0.016958358
26/08/2011,57.3,0.016540937
25/08/2011,56.36,-0.025402084
24/08/2011,57.81,0.011132486
23/08/2011,57.17,0.032894778
22/08/2011,55.32,0.011636495
19/08/2011,54.68,0.0023803
18/08/2011,54.55,-0.032109541
17/08/2011,56.33,0.002666431
16/08/2011,56.18,0.0078628
15/08/2011,55.74,0.02378255
12/08/2011,54.43,0.014434003
11/08/2011,53.65,0.034126534
10/08/2011,51.85,-0.051312581
09/08/2011,54.58,0.040951782
08/08/2011,52.39,-0.058027583
05/08/2011,55.52,0.000180131
04/08/2011,55.51,-0.048695797
03/08/2011,58.28,0.017132893
02/08/2011,57.29,-0.020387714
01/08/2011,58.47,-0.014095504
29/07/2011,59.3,-0.011068367
28/07/2011,59.96,0.008037552
27/07/2011,59.48,-0.00853776
26/07/2011,59.99,-0.013576367
25/07/2011,60.81,-0.00606609
22/07/2011,61.18,-0.005054221
21/07/2011,61.49,0.018382267
20/07/2011,60.37,-0.002812011
19/07/2011,60.54,0.023396789
18/07/2011,59.14,-0.025541828
15/07/2011,60.67,0.001484536
14/07/2011,60.58,-0.008219675
13/07/2011,61.08,0.000327493
12/07/2011,61.06,0.000819202
11/07/2011,61.01,-0.015935297
08/07/2011,61.99,0.005013352
07/07/2011,61.68,0.018820619
06/07/2011,60.53,0.003641182
05/07/2011,60.31,-0.009406786
01/07/2011,60.88,0.00924099
30/06/2011,60.32,0.002822281
29/06/2011,60.15,-0.006297667
28/06/2011,60.53,0.019013248
27/06/2011,59.39,0.010494341
24/06/2011,58.77,-0.018878026
23/06/2011,59.89,0.000334001
22/06/2011,59.87,-0.002835462
21/06/2011,60.04,0.007523232
20/06/2011,59.59,0.029288659
17/06/2011,57.87,0.000691443
16/06/2011,57.83,-0.00276291
15/06/2011,57.99,-0.001206377
14/06/2011,58.06,-0.004125135
13/06/2011,58.3,0
10/06/2011,58.3,-0.021717854
09/06/2011,59.58,0.00437343
08/06/2011,59.32,0.00050586
07/06/2011,59.29,0.014097898
06/06/2011,58.46,-0.006818983
03/06/2011,58.86,-0.016512591
02/06/2011,59.84,-0.001169102
01/06/2011,59.91,-0.016553929
31/05/2011,60.91,0.017054805
27/05/2011,59.88,0.007038742
26/05/2011,59.46,0.011332045
25/05/2011,58.79,-0.01015409
24/05/2011,59.39,0.002697692
23/05/2011,59.23,-0.021049892
20/05/2011,60.49,-0.00626238
19/05/2011,60.87,0.001150654
18/05/2011,60.8,0.005277057
17/05/2011,60.48,0.016000341
16/05/2011,59.52,-0.007031671
13/05/2011,59.94,-0.003996009
12/05/2011,60.18,0.006668914
11/05/2011,59.78,-0.005338685
10/05/2011,60.1,0.00249896
09/05/2011,59.95,0.010901575
06/05/2011,59.3,0.007617472
05/05/2011,58.85,-0.035062022
04/05/2011,60.95,0.013877639
03/05/2011,60.11,0.00550506
02/05/2011,59.78,0.015169682
29/04/2011,58.88,0.000679579
28/04/2011,58.84,-0.002715548
27/04/2011,59,0.02228027
26/04/2011,57.7,0.023674933
25/04/2011,56.35,-0.000886918
21/04/2011,56.4,-0.004599336
20/04/2011,56.66,0.004954009
19/04/2011,56.38,-0.014963751
18/04/2011,57.23,0.004377907
15/04/2011,56.98,0.011295567
14/04/2011,56.34,0.007303854
13/04/2011,55.93,0.01042425
12/04/2011,55.35,-0.000180652
11/04/2011,55.36,-0.010064787
08/04/2011,55.92,-0.006594802
07/04/2011,56.29,0.00874303
06/04/2011,55.8,-0.001790511
05/04/2011,55.9,-0.014209831
04/04/2011,56.7,-0.010526413
01/04/2011,57.3,-0.004874661
31/03/2011,57.58,0.014695856
30/03/2011,56.74,0.022276605
29/03/2011,55.49,0.008869639
28/03/2011,55,-0.004354143
25/03/2011,55.24,0.006356146
24/03/2011,54.89,0.031460774
23/03/2011,53.19,0.006601929
22/03/2011,52.84,-0.008480217
21/03/2011,53.29,0.005834212
18/03/2011,52.98,-0.004331865
17/03/2011,53.21,0.006221153
16/03/2011,52.88,-0.017434128
15/03/2011,53.81,-0.001300028
14/03/2011,53.88,0.013076966
11/03/2011,53.18,0.023978313
10/03/2011,51.92,-0.032777397
09/03/2011,53.65,-0.007798034
08/03/2011,54.07,0.006866502
07/03/2011,53.7,-0.010374306
04/03/2011,54.26,0.004062794
03/03/2011,54.04,0.005939141
02/03/2011,53.72,0.013116171
01/03/2011,53.02,-0.001507727
28/02/2011,53.1,-0.007878488
25/02/2011,53.52,0.011841131
24/02/2011,52.89,0.003409094
23/02/2011,52.71,-0.003409094
22/02/2011,52.89,-0.010906464
18/02/2011,53.47,-0.002987864
17/02/2011,53.63,-0.005392854
16/02/2011,53.92,0.014571526
15/02/2011,53.14,-0.005442446
14/02/2011,53.43,0.027320994
11/02/2011,51.99,0.005400206
10/02/2011,51.71,0.018936632
09/02/2011,50.74,-0.002755365
08/02/2011,50.88,-0.001374841
07/02/2011,50.95,-0.006651042
04/02/2011,51.29,0.035523132
03/02/2011,49.5,-0.071521658
02/02/2011,53.17,0.017645843
01/02/2011,52.24,0.013684323
31/01/2011,51.53,0.006815332
28/01/2011,51.18,-0.069253356
27/01/2011,54.85,-0.024136618
26/01/2011,56.19,0.002137895
