Date,Close,AVP
28/12/2010,28.93,-0.000345602
27/12/2010,28.94,-0.004481993
23/12/2010,29.07,-0.001375043
22/12/2010,29.11,0.00344116
21/12/2010,29.01,-0.001377885
20/12/2010,29.05,0.007255171
17/12/2010,28.84,0.001040763
16/12/2010,28.81,-0.011389252
15/12/2010,29.14,-0.002741606
14/12/2010,29.22,-0.001367989
13/12/2010,29.26,0.001025816
10/12/2010,29.23,-0.001367522
09/12/2010,29.27,0.003079558
08/12/2010,29.18,-0.002396031
07/12/2010,29.25,-0.001025115
06/12/2010,29.28,-0.001706194
03/12/2010,29.33,0.004784698
02/12/2010,29.19,-0.005807019
01/12/2010,29.36,0.027626066
30/11/2010,28.56,-0.005238357
29/11/2010,28.71,-0.001740039
26/11/2010,28.76,-0.004856062
24/11/2010,28.9,-0.002419217
23/11/2010,28.97,-0.007565373
22/11/2010,29.19,-0.001369394
19/11/2010,29.23,-0.006139173
18/11/2010,29.41,0.014038923
17/11/2010,29,-0.003098643
16/11/2010,29.09,-0.010260008
15/11/2010,29.39,-0.000340194
12/11/2010,29.4,-0.001699236
11/11/2010,29.45,0.020583917
10/11/2010,28.85,0
09/11/2010,28.85,-0.013085586
08/11/2010,29.23,-0.018641448
05/11/2010,29.78,0.02585178
04/11/2010,29.02,0.00934748
03/11/2010,28.75,-0.003818786
02/11/2010,28.86,-0.006906105
01/11/2010,29.06,-0.046723336
29/10/2010,30.45,-0.018223739
28/10/2010,31.01,-0.057946379
27/10/2010,32.86,0.000913381
26/10/2010,32.83,-0.005770707
25/10/2010,33.02,-0.041814839
22/10/2010,34.43,0.016989278
21/10/2010,33.85,0.001182383
20/10/2010,33.81,-0.015554239
19/10/2010,34.34,-0.001454969
18/10/2010,34.39,-0.013574216
15/10/2010,34.86,-0.000573559
14/10/2010,34.88,-0.017337368
13/10/2010,35.49,0.027132894
12/10/2010,34.54,0.040773742
11/10/2010,33.16,0.006960234
08/10/2010,32.93,0.035232321
07/10/2010,31.79,0.003150601
06/10/2010,31.69,-0.013788999
05/10/2010,32.13,0.0188507
04/10/2010,31.53,-0.018539416
01/10/2010,32.12,0.000311381
30/09/2010,32.11,-0.004970498
29/09/2010,32.27,-0.018422382
28/09/2010,32.87,0.042572842
27/09/2010,31.5,-0.021668299
24/09/2010,32.19,0.012189556
23/09/2010,31.8,0.003780723
22/09/2010,31.68,0.004111978
