Date,Close,MUR
08/02/2013,60.07,0.003335004
07/02/2013,59.87,-0.007156559
06/02/2013,60.3,0.003655096
05/02/2013,60.08,0.012561927
04/02/2013,59.33,-0.016217023
01/02/2013,60.3,0.013019713
31/01/2013,59.52,-0.054279423
30/01/2013,62.84,-0.015318104
29/01/2013,63.81,0.036710155
28/01/2013,61.51,-0.004541776
25/01/2013,61.79,0.00502962
24/01/2013,61.48,0.000162668
23/01/2013,61.47,-0.003896741
22/01/2013,61.71,0.006176873
18/01/2013,61.33,-0.007472419
17/01/2013,61.79,0.00178181
16/01/2013,61.68,-0.001296176
15/01/2013,61.76,0.006823747
14/01/2013,61.34,0.00261182
11/01/2013,61.18,0.008041399
10/01/2013,60.69,0.011767767
09/01/2013,59.98,-0.002331392
08/01/2013,60.12,-0.001495887
07/01/2013,60.21,-0.011887213
04/01/2013,60.93,0.001971415
03/01/2013,60.81,0.003789444
02/01/2013,60.58,0.01714851
31/12/2012,59.55,0.01813148
28/12/2012,58.48,-0.016787168
27/12/2012,59.47,-0.004027527
26/12/2012,59.71,-0.003510829
24/12/2012,59.92,-0.007813189
21/12/2012,60.39,-0.017237561
20/12/2012,61.44,0.016409951
19/12/2012,60.44,-0.016735419
18/12/2012,61.46,0.023542119
17/12/2012,60.03,0.011223838
14/12/2012,59.36,0.005066723
13/12/2012,59.06,0.007989843
12/12/2012,58.59,0.022961734
11/12/2012,57.26,0.011416652
10/12/2012,56.61,0.010655402
07/12/2012,56.01,-0.000357015
06/12/2012,56.03,-0.002317498
05/12/2012,56.16,0.010021558
04/12/2012,55.6,-0.00966537
03/12/2012,56.14,-0.010630858
30/11/2012,56.74,-0.006149541
29/11/2012,57.09,-0.008546315
28/11/2012,57.58,0.009247209
27/11/2012,57.05,-0.014443825
26/11/2012,57.88,-0.009115206
23/11/2012,58.41,0.015180557
21/11/2012,57.53,-0.002430557
20/11/2012,57.67,-0.000520066
19/11/2012,57.7,0.025806751
16/11/2012,56.23,0.018125216
15/11/2012,55.22,0.004537625
14/11/2012,54.97,-0.040290655
13/11/2012,57.23,-0.022973633
12/11/2012,58.56,0.00324981
09/11/2012,58.37,0.006014281
08/11/2012,58.02,-0.017088591
07/11/2012,59.02,-0.02823206
06/11/2012,60.71,0.014601222
05/11/2012,59.83,0.008055086
02/11/2012,59.35,-0.010892441
01/11/2012,60,0
31/10/2012,60,0.003171691
26/10/2012,59.81,-0.000668561
25/10/2012,59.85,-0.005332457
24/10/2012,60.17,-0.006130414
23/10/2012,60.54,-0.030100703
22/10/2012,62.39,0.003050006
19/10/2012,62.2,-0.016107517
18/10/2012,63.21,0.008101069
17/10/2012,62.7,-0.016450861
16/10/2012,63.74,0.077274865
15/10/2012,59,0.005097717
12/10/2012,58.7,0.005295085
11/10/2012,58.39,0.02216541
10/10/2012,57.11,-0.013219883
09/10/2012,57.87,-0.003105593
08/10/2012,58.05,-0.00686698
05/10/2012,58.45,0.000342231
04/10/2012,58.43,0.003772295
03/10/2012,58.21,0.040492781
02/10/2012,55.9,0.016231195
01/10/2012,55,0.024106421
28/09/2012,53.69,-0.006497749
27/09/2012,54.04,0.018678167
26/09/2012,53.04,-0.024582243
25/09/2012,54.36,-0.013884037
24/09/2012,55.12,-0.009209997
21/09/2012,55.63,0.021623446
20/09/2012,54.44,0.006080166
19/09/2012,54.11,-0.013400843
18/09/2012,54.84,-0.014302769
17/09/2012,55.63,-0.010905623
14/09/2012,56.24,0.023386567
13/09/2012,54.94,0.03840561
12/09/2012,52.87,0
11/09/2012,52.87,0.004169832
10/09/2012,52.65,0.006287531
07/09/2012,52.32,0.017740535
06/09/2012,51.4,0.027015347
05/09/2012,50.03,-0.023702472
04/09/2012,51.23,-0.001950079
31/08/2012,51.33,0.004686593
30/08/2012,51.09,-0.019959969
29/08/2012,52.12,-0.013341155
28/08/2012,52.82,0.005695857
27/08/2012,52.52,-0.003800841
24/08/2012,52.72,0.001518603
23/08/2012,52.64,-0.022168858
22/08/2012,53.82,-0.02168804
21/08/2012,55,0.00656697
20/08/2012,54.64,-0.002923979
17/08/2012,54.8,0.00036503
16/08/2012,54.78,0.008985116
15/08/2012,54.29,0.004245507
14/08/2012,54.06,-0.002770852
13/08/2012,54.21,-0.013740255
10/08/2012,54.96,-0.00272554
09/08/2012,55.11,-0.003079992
08/08/2012,55.28,0.000904896
07/08/2012,55.23,0.010923102
06/08/2012,54.63,-0.010560914
03/08/2012,55.21,0.02216005
02/08/2012,54,-0.007380107
01/08/2012,54.4,0.013696309
31/07/2012,53.66,-0.015716326
30/07/2012,54.51,0.003859944
27/07/2012,54.3,0.028202448
26/07/2012,52.79,0.024157616
25/07/2012,51.53,0.012104794
24/07/2012,50.91,-0.019259422
23/07/2012,51.9,0.002507959
20/07/2012,51.77,-0.001158301
19/07/2012,51.83,0.012815709
18/07/2012,51.17,0.010214192
17/07/2012,50.65,0.003758287
16/07/2012,50.46,0.01376855
13/07/2012,49.77,0.011925356
12/07/2012,49.18,-0.014934687
11/07/2012,49.92,0.022691411
10/07/2012,48.8,-0.023091972
09/07/2012,49.94,-0.005591069
06/07/2012,50.22,-0.010104098
05/07/2012,50.73,-0.016810404
03/07/2012,51.59,0.024130646
02/07/2012,50.36,0.001390959
29/06/2012,50.29,0.04120319
28/06/2012,48.26,0.039303601
27/06/2012,46.4,0.04880094
26/06/2012,44.19,0.00521839
25/06/2012,43.96,-0.013780857
22/06/2012,44.57,0.020857705
21/06/2012,43.65,-0.043704434
20/06/2012,45.6,0
19/06/2012,45.6,0.013912116
18/06/2012,44.97,-0.015446026
15/06/2012,45.67,0.024829473
14/06/2012,44.55,0.005176111
13/06/2012,44.32,-0.022091716
12/06/2012,45.31,0.014897441
11/06/2012,44.64,-0.025653773
08/06/2012,45.8,-0.002616661
07/06/2012,45.92,-0.021543272
06/06/2012,46.92,0.0296334
05/06/2012,45.55,0.011925936
04/06/2012,45.01,-0.0042124
01/06/2012,45.2,-0.030932547
31/05/2012,46.62,-0.010243367
30/05/2012,47.1,-0.031144747
29/05/2012,48.59,0.019115479
25/05/2012,47.67,0.007791974
24/05/2012,47.3,0.003600555
23/05/2012,47.13,0.006812886
22/05/2012,46.81,-0.011681135
21/05/2012,47.36,0.022852036
18/05/2012,46.29,0
17/05/2012,46.29,-0.009246383
16/05/2012,46.72,0.001928228
15/05/2012,46.63,-0.007690702
14/05/2012,46.99,-0.028531409
11/05/2012,48.35,-0.017833823
10/05/2012,49.22,-0.002840335
09/05/2012,49.36,-0.016077517
08/05/2012,50.16,-0.007151401
07/05/2012,50.52,-0.006707463
04/05/2012,50.86,-0.018699415
03/05/2012,51.82,-0.064815885
02/05/2012,55.29,-0.011151195
01/05/2012,55.91,0.016955673
30/04/2012,54.97,0.009504732
27/04/2012,54.45,-0.003117267
26/04/2012,54.62,0.019224252
25/04/2012,53.58,0.012583507
24/04/2012,52.91,-0.00056684
23/04/2012,52.94,-0.011643324
20/04/2012,53.56,-0.008181526
19/04/2012,54,0.011922645
18/04/2012,53.36,-0.001498128
17/04/2012,53.44,0.027123521
16/04/2012,52.01,-0.01431732
13/04/2012,52.76,-0.01299331
12/04/2012,53.45,0.029042565
11/04/2012,51.92,-0.001154957
10/04/2012,51.98,-0.022635298
09/04/2012,53.17,-0.011964996
05/04/2012,53.81,-0.014574559
04/04/2012,54.6,-0.018329158
03/04/2012,55.61,-0.026791277
02/04/2012,57.12,0.014992785
30/03/2012,56.27,0.005881846
29/03/2012,55.94,0.001252124
28/03/2012,55.87,-0.013687886
27/03/2012,56.64,-0.013503055
26/03/2012,57.41,0.004189219
23/03/2012,57.17,0.023897057
22/03/2012,55.82,-0.034337382
21/03/2012,57.77,-0.002938383
20/03/2012,57.94,-0.032266341
19/03/2012,59.84,0.019745811
16/03/2012,58.67,0.006841142
15/03/2012,58.27,0.007061082
14/03/2012,57.86,-0.021035406
13/03/2012,59.09,0.012945165
12/03/2012,58.33,-0.034706988
09/03/2012,60.39,-0.001985112
08/03/2012,60.51,0.0124721
07/03/2012,59.76,0.001674762
06/03/2012,59.66,-0.022376006
05/03/2012,61.01,-0.01915643
02/03/2012,62.19,-0.034453471
01/03/2012,64.37,0.006702542
29/02/2012,63.94,-0.012434105
28/02/2012,64.74,0.006197727
27/02/2012,64.34,-0.006506607
24/02/2012,64.76,0.009931801
23/02/2012,64.12,0.022075952
22/02/2012,62.72,-0.001115449
21/02/2012,62.79,0.00159388
17/02/2012,62.69,0.000957549
16/02/2012,62.63,-0.000159655
15/02/2012,62.64,0.014310076
14/02/2012,61.75,0.013368311
13/02/2012,60.93,0.007743675
10/02/2012,60.46,-0.014939127
09/02/2012,61.37,0.002773927
08/02/2012,61.2,-0.011534528
07/02/2012,61.91,0.002749698
06/02/2012,61.74,0.007804918
03/02/2012,61.26,0.030159701
02/02/2012,59.44,0.00185232
01/02/2012,59.33,-0.004540494
31/01/2012,59.6,-0.003182849
30/01/2012,59.79,-0.026897092
27/01/2012,61.42,-0.007946203
26/01/2012,61.91,0.020562082
25/01/2012,60.65,0.015452663
24/01/2012,59.72,-0.020878969
23/01/2012,60.98,0.007572053
20/01/2012,60.52,0.002150361
19/01/2012,60.39,-0.005943554
18/01/2012,60.75,0.029060161
17/01/2012,59.01,0.004415768
13/01/2012,58.75,0.002556456
12/01/2012,58.6,-0.00595493
11/01/2012,58.95,-0.004231915
10/01/2012,59.2,0.042442113
09/01/2012,56.74,0.000528867
06/01/2012,56.71,-0.003169017
05/01/2012,56.89,-0.010491441
04/01/2012,57.49,-0.010726746
03/01/2012,58.11,0.041639744
30/12/2011,55.74,0.000717875
29/12/2011,55.7,0.01046752
28/12/2011,55.12,-0.025258844
27/12/2011,56.53,0.003544218
23/12/2011,56.33,0.000888021
22/12/2011,56.28,0.028475523
21/12/2011,54.7,0.031194509
20/12/2011,53.02,0.041789078
19/12/2011,50.85,-0.026010783
16/12/2011,52.19,0.01778512
15/12/2011,51.27,-0.004476022
14/12/2011,51.5,-0.033979219
13/12/2011,53.28,0.004891825
12/12/2011,53.02,-0.028448511
09/12/2011,54.55,0.015890948
08/12/2011,53.69,-0.031894199
07/12/2011,55.43,0.001986457
06/12/2011,55.32,-0.001264565
05/12/2011,55.39,0.011073908
02/12/2011,54.78,-0.010351495
01/12/2011,55.35,-0.010245439
30/11/2011,55.92,0.054574026
29/11/2011,52.95,0.008725397
28/11/2011,52.49,0.059862862
25/11/2011,49.44,-0.011063172
23/11/2011,49.99,-0.02059071
22/11/2011,51.03,-0.020175272
21/11/2011,52.07,-0.010317249
18/11/2011,52.61,0.002474071
17/11/2011,52.48,-0.041431565
16/11/2011,54.7,-0.015959715
15/11/2011,55.58,0.004688918
14/11/2011,55.32,-0.005048694
11/11/2011,55.6,0.020166003
10/11/2011,54.49,0.021893268
09/11/2011,53.31,-0.045291451
08/11/2011,55.78,0.012447171
07/11/2011,55.09,-0.005430861
04/11/2011,55.39,-0.036167743
03/11/2011,57.43,0.031844191
02/11/2011,55.63,0.02714934
01/11/2011,54.14,-0.022464647
31/10/2011,55.37,-0.047439028
28/10/2011,58.06,-0.010451564
27/10/2011,58.67,0.044258094
26/10/2011,56.13,0.029836767
25/10/2011,54.48,-0.023940208
24/10/2011,55.8,0.009543604
21/10/2011,55.27,0.028817264
20/10/2011,53.7,0.013687286
19/10/2011,52.97,-0.000754859
18/10/2011,53.01,0.027928365
17/10/2011,51.55,-0.018451417
14/10/2011,52.51,0.048580702
13/10/2011,50.02,-0.01567026
12/10/2011,50.81,0.011281663
11/10/2011,50.24,0.005989237
10/10/2011,49.94,0.057700387
07/10/2011,47.14,-0.028235694
06/10/2011,48.49,0.025693319
05/10/2011,47.26,0.052786714
04/10/2011,44.83,0.062829817
03/10/2011,42.1,-0.047771661
30/09/2011,44.16,-0.025487631
29/09/2011,45.3,0.012439076
28/09/2011,44.74,-0.03836928
27/09/2011,46.49,0.004311281
26/09/2011,46.29,0.031379426
23/09/2011,44.86,0.018221177
22/09/2011,44.05,-0.086500463
21/09/2011,48.03,-0.054888738
20/09/2011,50.74,-0.003148369
19/09/2011,50.9,-0.025411124
16/09/2011,52.21,-0.001531101
15/09/2011,52.29,0.012314953
14/09/2011,51.65,0.006214819
13/09/2011,51.33,0.027853653
12/09/2011,49.92,-0.005194817
09/09/2011,50.18,-0.024605119
08/09/2011,51.43,-0.02306464
07/09/2011,52.63,0.04428768
06/09/2011,50.35,-0.031283098
02/09/2011,51.95,-0.030147321
01/09/2011,53.54,-0.000746826
31/08/2011,53.58,0.038817659
30/08/2011,51.54,0
29/08/2011,51.54,0.042610231
26/08/2011,49.39,0.01550735
25/08/2011,48.63,-0.017530005
24/08/2011,49.49,-0.010652296
23/08/2011,50.02,0.044142843
22/08/2011,47.86,-0.017193588
19/08/2011,48.69,-0.01932329
18/08/2011,49.64,-0.066249386
17/08/2011,53.04,0.010804768
16/08/2011,52.47,-0.02149404
15/08/2011,53.61,0.032416828
12/08/2011,51.9,0.012213004
11/08/2011,51.27,0.046510728
10/08/2011,48.94,-0.055056128
09/08/2011,51.71,0.024073968
08/08/2011,50.48,-0.089385735
05/08/2011,55.2,-0.028925423
04/08/2011,56.82,-0.061266278
03/08/2011,60.41,-0.022101252
02/08/2011,61.76,-0.02904305
01/08/2011,63.58,-0.010015733
29/07/2011,64.22,0.005151834
28/07/2011,63.89,-0.046335022
27/07/2011,66.92,-0.024211398
26/07/2011,68.56,-0.013905207
25/07/2011,69.52,-0.002729299
22/07/2011,69.71,0.022045853
21/07/2011,68.19,-0.003659522
20/07/2011,68.44,0.045282297
19/07/2011,65.41,0.016804527
18/07/2011,64.32,-0.010978077
15/07/2011,65.03,0.019879518
14/07/2011,63.75,-0.005787144
13/07/2011,64.12,0.004219745
12/07/2011,63.85,-0.002815141
11/07/2011,64.03,-0.023461487
08/07/2011,65.55,-0.006083669
07/07/2011,65.95,0.00791601
06/07/2011,65.43,-0.018474178
05/07/2011,66.65,0.002403486
01/07/2011,66.49,0.012561648
30/06/2011,65.66,0.016430312
29/06/2011,64.59,0.021438893
28/06/2011,63.22,0.010974265
27/06/2011,62.53,-0.004467855
24/06/2011,62.81,-0.00650641
23/06/2011,63.22,-0.012887181
22/06/2011,64.04,-0.004518197
21/06/2011,64.33,0.015193338
20/06/2011,63.36,0.003636655
17/06/2011,63.13,0.000316857
16/06/2011,63.11,-0.006318138
15/06/2011,63.51,-0.021496155
14/06/2011,64.89,0.014592001
13/06/2011,63.95,-0.014746096
10/06/2011,64.9,-0.015442551
09/06/2011,65.91,0.014826408
08/06/2011,64.94,-0.000615764
07/06/2011,64.98,-0.003073143
06/06/2011,65.18,-0.02514903
03/06/2011,66.84,-0.003136906
02/06/2011,67.05,-0.008465188
01/06/2011,67.62,-0.018607232
31/05/2011,68.89,0.005677284
27/05/2011,68.5,0.007031966
26/05/2011,68.02,-0.002496147
25/05/2011,68.19,0.012692024
24/05/2011,67.33,0.021619218
23/05/2011,65.89,-0.014913284
20/05/2011,66.88,-0.005665738
19/05/2011,67.26,0.002679769
18/05/2011,67.08,0.014868487
17/05/2011,66.09,0.005766329
16/05/2011,65.71,-0.010144685
13/05/2011,66.38,-0.00375912
12/05/2011,66.63,-0.012972671
11/05/2011,67.5,-0.040786438
10/05/2011,70.31,-0.003974455
09/05/2011,70.59,0.028013036
06/05/2011,68.64,0.001020334
05/05/2011,68.57,-0.065886599
04/05/2011,73.24,-0.018800851
03/05/2011,74.63,-0.023047378
02/05/2011,76.37,-0.01442989
29/04/2011,77.48,0.013382906
28/04/2011,76.45,0.002357256
27/04/2011,76.27,0.020130464
26/04/2011,74.75,-0.002405132
25/04/2011,74.93,-0.004394441
21/04/2011,75.26,0.007067167
20/04/2011,74.73,0.017140578
19/04/2011,73.46,0.009299848
18/04/2011,72.78,-0.021342481
15/04/2011,74.35,0.009188012
14/04/2011,73.67,0.003671725
13/04/2011,73.4,0.004642914
12/04/2011,73.06,-0.027539537
11/04/2011,75.1,-0.024984863
08/04/2011,77,0.02538441
07/04/2011,75.07,-0.005181703
06/04/2011,75.46,0.00558141
05/04/2011,75.04,0.023051503
04/04/2011,73.33,-0.00543997
01/04/2011,73.73,0.004213394
31/03/2011,73.42,0.003820965
30/03/2011,73.14,0.009754835
29/03/2011,72.43,0.007761647
28/03/2011,71.87,-0.009417048
25/03/2011,72.55,0.019907388
24/03/2011,71.12,0.00281611
23/03/2011,70.92,-0.0035189
22/03/2011,71.17,-0.001123438
21/03/2011,71.25,0.023286584
18/03/2011,69.61,-0.010716685
17/03/2011,70.36,0.027083188
16/03/2011,68.48,-0.012912766
15/03/2011,69.37,-0.011038747
14/03/2011,70.14,0.008016075
11/03/2011,69.58,0.013310382
10/03/2011,68.66,-0.035201803
09/03/2011,71.12,-0.010072833
08/03/2011,71.84,-0.022027322
07/03/2011,73.44,-0.006244082
04/03/2011,73.9,-0.007817805
03/03/2011,74.48,0.015151805
02/03/2011,73.36,0.006976295
01/03/2011,72.85,-0.009290954
28/02/2011,73.53,0.000816327
25/02/2011,73.47,0.008200128
24/02/2011,72.87,-0.015928456
23/02/2011,74.04,0.004331355
22/02/2011,73.72,-0.002168023
18/02/2011,73.88,0.016513511
17/02/2011,72.67,0.008152031
16/02/2011,72.08,0.022447632
15/02/2011,70.48,-0.006082486
14/02/2011,70.91,0.02773984
11/02/2011,68.97,-0.010959014
10/02/2011,69.73,0.024094054
09/02/2011,68.07,-0.008775835
08/02/2011,68.67,0.01570444
07/02/2011,67.6,0.002962965
04/02/2011,67.4,-0.008715618
03/02/2011,67.99,0.012580644
02/02/2011,67.14,-0.01815414
01/02/2011,68.37,0.030744235
31/01/2011,66.3,0.002567396
28/01/2011,66.13,0.005914933
27/01/2011,65.74,-0.107897605
