Date,Close,ADS
07/03/2013,158.48,-0.007104937
06/03/2013,159.61,0.004080741
05/03/2013,158.96,0.000188745
04/03/2013,158.93,0.002204656
01/03/2013,158.58,-0.000693416
28/02/2013,158.69,0.005941112
27/02/2013,157.75,0.013465853
26/02/2013,155.64,0.001350179
25/02/2013,155.43,0.009113005
22/02/2013,154.02,0.01287305
21/02/2013,152.05,-0.004724108
20/02/2013,152.77,-0.014104423
19/02/2013,154.94,-0.003028841
15/02/2013,155.41,0.019755012
14/02/2013,152.37,0.000328202
13/02/2013,152.32,0
12/02/2013,152.32,-0.007195687
11/02/2013,153.42,-0.00429269
08/02/2013,154.08,0.002209084
07/02/2013,153.74,-0.009129527
06/02/2013,155.15,-0.003859767
05/02/2013,155.75,0.00547241
04/02/2013,154.9,-0.011872432
01/02/2013,156.75,-0.005407998
31/01/2013,157.6,0.026685396
30/01/2013,153.45,-0.016353013
29/01/2013,155.98,-0.008045507
28/01/2013,157.24,-0.005138138
25/01/2013,158.05,0.003295522
24/01/2013,157.53,0.001016196
23/01/2013,157.37,0.001844491
22/01/2013,157.08,0.008182096
18/01/2013,155.8,-0.001987754
17/01/2013,156.11,-0.002047739
16/01/2013,156.43,0.008216235
15/01/2013,155.15,-0.006872879
14/01/2013,156.22,0.004426631
11/01/2013,155.53,0.004510898
10/01/2013,154.83,-0.00476805
09/01/2013,155.57,0.002316752
08/01/2013,155.21,0.005167636
07/01/2013,154.41,0.021669533
04/01/2013,151.1,0.005707854
03/01/2013,150.24,0.008019289
02/01/2013,149.04,0.029137528
31/12/2012,144.76,0.00512502
28/12/2012,144.02,-0.002496534
27/12/2012,144.38,-0.004629798
26/12/2012,145.05,-0.010765695
24/12/2012,146.62,0.002116547
21/12/2012,146.31,-0.011619741
20/12/2012,148.02,0.007050877
19/12/2012,146.98,0.007649266
18/12/2012,145.86,0.002746123
17/12/2012,145.46,0.009393632
14/12/2012,144.1,0.000694203
13/12/2012,144,-0.00554018
12/12/2012,144.8,-0.000207161
11/12/2012,144.83,0.01537689
10/12/2012,142.62,-0.00238112
07/12/2012,142.96,0.000349809
06/12/2012,142.91,0.001190268
05/12/2012,142.74,0.003790276
04/12/2012,142.2,-0.001545921
03/12/2012,142.42,-0.000491383
30/11/2012,142.49,0.00252969
29/11/2012,142.13,0.0134582
28/11/2012,140.23,0.0050043
27/11/2012,139.53,-0.004433646
26/11/2012,140.15,-0.004840212
23/11/2012,140.83,0.003414186
21/11/2012,140.35,-0.001495141
20/11/2012,140.56,-0.002203035
19/11/2012,140.87,0.008626582
16/11/2012,139.66,0.002581017
15/11/2012,139.3,-0.007936833
14/11/2012,140.41,-0.013441063
13/11/2012,142.31,-0.003227167
12/11/2012,142.77,0.0031569
09/11/2012,142.32,0.003942557
08/11/2012,141.76,-0.002395548
07/11/2012,142.1,-0.007641385
06/11/2012,143.19,6.98397E-05
05/11/2012,143.18,-0.001744531
02/11/2012,143.43,-0.008193352
01/11/2012,144.61,0.010846244
31/10/2012,143.05,0.002870246
26/10/2012,142.64,0.002175668
25/10/2012,142.33,-0.003086639
24/10/2012,142.77,-0.002727942
23/10/2012,143.16,-0.006544617
22/10/2012,144.1,-0.001594841
19/10/2012,144.33,-0.00442448
18/10/2012,144.97,0.043492776
17/10/2012,138.8,-0.004385184
16/10/2012,139.41,0.005033809
15/10/2012,138.71,0.006291831
12/10/2012,137.84,-0.004848933
11/10/2012,138.51,-0.004969223
10/10/2012,139.2,-0.018787914
09/10/2012,141.84,-0.013097718
08/10/2012,143.71,-0.002154799
05/10/2012,144.02,0.006827867
04/10/2012,143.04,0.006171128
03/10/2012,142.16,0.002042039
02/10/2012,141.87,0.002540759
01/10/2012,141.51,-0.003104497
28/09/2012,141.95,-0.000845011
27/09/2012,142.07,0.007630928
26/09/2012,140.99,-0.008967403
25/09/2012,142.26,0.005285983
24/09/2012,141.51,-0.004934452
21/09/2012,142.21,-0.002458125
20/09/2012,142.56,-0.005665738
19/09/2012,143.37,0.009601644
18/09/2012,142,-0.003725446
17/09/2012,142.53,0.011431115
14/09/2012,140.91,-0.003117695
13/09/2012,141.35,0.006387531
12/09/2012,140.45,-0.001494077
11/09/2012,140.66,-0.001917682
10/09/2012,140.93,-0.001843188
07/09/2012,141.19,0.004187522
06/09/2012,140.6,0.012524766
05/09/2012,138.85,0.001008791
04/09/2012,138.71,0.007671191
31/08/2012,137.65,0.003493199
30/08/2012,137.17,-0.00914375
29/08/2012,138.43,0.002531555
28/08/2012,138.08,-0.006568761
27/08/2012,138.99,0.003603867
24/08/2012,138.49,0.014107273
23/08/2012,136.55,-0.002267658
22/08/2012,136.86,0.006009545
21/08/2012,136.04,0.000294074
20/08/2012,136,-0.010750826
17/08/2012,137.47,0.008180602
16/08/2012,136.35,0.014479089
15/08/2012,134.39,-0.001338489
14/08/2012,134.57,0.013842864
13/08/2012,132.72,0.010909199
10/08/2012,131.28,-0.002738477
09/08/2012,131.64,-0.003185441
08/08/2012,132.06,0.002046618
07/08/2012,131.79,0.018069552
06/08/2012,129.43,0.001082251
03/08/2012,129.29,0.005506665
02/08/2012,128.58,0.00163456
01/08/2012,128.37,-0.012617731
31/07/2012,130,-0.013599415
30/07/2012,131.78,0.008994649
27/07/2012,130.6,0.016365967
26/07/2012,128.48,0.006637797
25/07/2012,127.63,0.007471231
24/07/2012,126.68,-0.008254439
23/07/2012,127.73,-0.021837634
20/07/2012,130.55,-0.007706726
19/07/2012,131.56,0.012544145
18/07/2012,129.92,-0.009117789
17/07/2012,131.11,-0.003274322
16/07/2012,131.54,-0.005231843
13/07/2012,132.23,0.013552819
12/07/2012,130.45,-0.029383888
11/07/2012,134.34,-0.007490116
10/07/2012,135.35,-0.006113524
09/07/2012,136.18,0.001911063
06/07/2012,135.92,-0.003598579
05/07/2012,136.41,-0.003220379
03/07/2012,136.85,0.001535705
02/07/2012,136.64,0.012074952
29/06/2012,135,0.016656471
28/06/2012,132.77,0.002941733
27/06/2012,132.38,0.017680692
26/06/2012,130.06,0.009579801
25/06/2012,128.82,-0.004492301
22/06/2012,129.4,-0.007161313
21/06/2012,130.33,-0.010001229
20/06/2012,131.64,-0.000835263
19/06/2012,131.75,0.011604069
18/06/2012,130.23,0.010187632
15/06/2012,128.91,0.017292399
14/06/2012,126.7,0.020814979
13/06/2012,124.09,-0.003378925
12/06/2012,124.51,0.004588456
11/06/2012,123.94,-0.006914878
08/06/2012,124.8,0.005383052
07/06/2012,124.13,-0.008023793
06/06/2012,125.13,0.018877618
05/06/2012,122.79,0.01080826
04/06/2012,121.47,-0.005909892
01/06/2012,122.19,-0.030704697
31/05/2012,126,-0.007590169
30/05/2012,126.96,-0.011356194
29/05/2012,128.41,0.009624864
25/05/2012,127.18,0.00868678
24/05/2012,126.08,0.019542509
23/05/2012,123.64,0.006003101
22/05/2012,122.9,0.007022157
21/05/2012,122.04,0.00649433
18/05/2012,121.25,-0.005756595
17/05/2012,121.95,-0.030446087
16/05/2012,125.72,-0.00436526
15/05/2012,126.27,0.001347228
14/05/2012,126.1,-0.008685408
11/05/2012,127.2,0.011067307
10/05/2012,125.8,0.009183534
09/05/2012,124.65,-0.002163722
08/05/2012,124.92,-0.005030553
07/05/2012,125.55,-0.006826507
04/05/2012,126.41,-0.014840679
03/05/2012,128.3,-0.01062149
02/05/2012,129.67,0.004792835
01/05/2012,129.05,0.004348846
30/04/2012,128.49,-0.0138349
27/04/2012,130.28,0.003614138
26/04/2012,129.81,0.007422906
25/04/2012,128.85,0.012731066
24/04/2012,127.22,-0.006112393
23/04/2012,128,-0.003120127
20/04/2012,128.4,0.007504726
19/04/2012,127.44,0.000784991
18/04/2012,127.34,-0.002353127
17/04/2012,127.64,0.016509716
16/04/2012,125.55,0.009845199
13/04/2012,124.32,-0.005774799
12/04/2012,125.04,0.011825889
11/04/2012,123.57,0.003404673
10/04/2012,123.15,-0.024464826
09/04/2012,126.2,-0.001662642
05/04/2012,126.41,-0.001501917
04/04/2012,126.6,-0.004649522
03/04/2012,127.19,0.004886517
02/04/2012,126.57,0.004831119
30/03/2012,125.96,0.000158793
29/03/2012,125.94,0.010456255
28/03/2012,124.63,-0.006398486
27/03/2012,125.43,-0.006437023
26/03/2012,126.24,0.002061693
23/03/2012,125.98,0.001906881
22/03/2012,125.74,0.0022293
21/03/2012,125.46,0.005434796
20/03/2012,124.78,0.001363327
19/03/2012,124.61,-0.002084336
16/03/2012,124.87,-0.011386833
15/03/2012,126.3,0.018862452
14/03/2012,123.94,-0.003784985
13/03/2012,124.41,0.012537067
12/03/2012,122.86,-0.000325521
09/03/2012,122.9,0.004975743
08/03/2012,122.29,0.009365826
07/03/2012,121.15,0.009121125
06/03/2012,120.05,-0.012828647
05/03/2012,121.6,0.007428841
02/03/2012,120.7,-0.00890801
01/03/2012,121.78,0.003454803
29/02/2012,121.36,-0.001235229
28/02/2012,121.51,-0.004680004
27/02/2012,122.08,0.001639613
24/02/2012,121.88,0.002053304
23/02/2012,121.63,0.011577075
22/02/2012,120.23,0.002164863
21/02/2012,119.97,0.00292166
17/02/2012,119.62,-0.000501463
16/02/2012,119.68,-0.007823594
15/02/2012,120.62,0.003238533
14/02/2012,120.23,0.012217725
13/02/2012,118.77,0.007097622
10/02/2012,117.93,0.00042407
09/02/2012,117.88,0.00408025
08/02/2012,117.4,0.012600347
07/02/2012,115.93,-0.000344976
06/02/2012,115.97,0.00345513
03/02/2012,115.57,0.028257408
02/02/2012,112.35,0.011998711
01/02/2012,111.01,0.001893513
31/01/2012,110.8,0.008155913
30/01/2012,109.9,-0.004539272
27/01/2012,110.4,0.001813237
26/01/2012,110.2,-0.008493771
25/01/2012,111.14,0.005775147
24/01/2012,110.5,0.015596103
23/01/2012,108.79,0.002761416
20/01/2012,108.49,-0.012457796
19/01/2012,109.85,0.00346526
18/01/2012,109.47,0.011299555
17/01/2012,108.24,0.020628911
13/01/2012,106.03,-0.012744995
12/01/2012,107.39,0.00644591
11/01/2012,106.7,0.016441833
10/01/2012,104.96,0.00736317
09/01/2012,104.19,0.015963189
06/01/2012,102.54,0
05/01/2012,102.54,0.015726685
04/01/2012,100.94,-0.017869891
03/01/2012,102.76,-0.010455081
30/12/2011,103.84,-0.0047077
29/12/2011,104.33,0.00393758
28/12/2011,103.92,-0.015563402
27/12/2011,105.55,-0.001798477
23/12/2011,105.74,0
22/12/2011,105.74,0.000189161
21/12/2011,105.72,0.006548066
20/12/2011,105.03,0.021460671
19/12/2011,102.8,-0.001943635
16/12/2011,103,0.0141777
15/12/2011,101.55,0.014781282
14/12/2011,100.06,-0.021259514
13/12/2011,102.21,-0.007893624
12/12/2011,103.02,-0.006578971
09/12/2011,103.7,0.016333243
08/12/2011,102.02,-0.012371694
07/12/2011,103.29,0.002132197
06/12/2011,103.07,-0.018361487
05/12/2011,104.98,0.001239098
02/12/2011,104.85,0.014603007
01/12/2011,103.33,0.008943386
30/11/2011,102.41,0.050363513
29/11/2011,97.38,0.010114649
28/11/2011,96.4,0.035046863
25/11/2011,93.08,-0.004074199
23/11/2011,93.46,-0.013813842
22/11/2011,94.76,-0.006521534
21/11/2011,95.38,-0.004706875
18/11/2011,95.83,-0.008209971
17/11/2011,96.62,-0.03268298
16/11/2011,99.83,-0.015111134
15/11/2011,101.35,-0.001577443
14/11/2011,101.51,-0.004325181
11/11/2011,101.95,0.01432477
10/11/2011,100.5,9.95074E-05
09/11/2011,100.49,-0.027579156
08/11/2011,103.3,0.007091884
07/11/2011,102.57,0
04/11/2011,102.57,-0.001753361
03/11/2011,102.75,0.013225762
02/11/2011,101.4,0.012104523
01/11/2011,100.18,-0.022308693
31/10/2011,102.44,-0.024397334
28/10/2011,104.97,0.004296154
27/10/2011,104.52,0.035645024
26/10/2011,100.86,0.018916643
25/10/2011,98.97,-0.019808571
24/10/2011,100.95,0.029759912
21/10/2011,97.99,0.033729135
20/10/2011,94.74,0.018536804
19/10/2011,93,-0.01419978
18/10/2011,94.33,0.017754477
17/10/2011,92.67,-0.01584446
14/10/2011,94.15,0.017572508
13/10/2011,92.51,-0.060198504
12/10/2011,98.25,0.014145377
11/10/2011,96.87,-0.001959471
10/10/2011,97.06,0.025671868
07/10/2011,94.6,0.004449631
06/10/2011,94.18,0.035007896
05/10/2011,90.94,0.021338885
04/10/2011,89.02,0.010615571
03/10/2011,88.08,-0.05112298
30/09/2011,92.7,-0.010195956
29/09/2011,93.65,0.002566023
28/09/2011,93.41,-0.019191598
27/09/2011,95.22,0.011725693
26/09/2011,94.11,0.027688276
23/09/2011,91.54,-0.019901154
22/09/2011,93.38,-0.034212062
21/09/2011,96.63,-0.026147951
20/09/2011,99.19,0.034670139
19/09/2011,95.81,0.008069208
16/09/2011,95.04,-0.003151594
15/09/2011,95.34,0.026571868
14/09/2011,92.84,0.027186564
13/09/2011,90.35,-0.000663864
12/09/2011,90.41,0.007884112
09/09/2011,89.7,-0.026404174
08/09/2011,92.1,-0.008433394
07/09/2011,92.88,0.023640733
06/09/2011,90.71,0.002096784
02/09/2011,90.52,-0.020339684
01/09/2011,92.38,-0.011087901
31/08/2011,93.41,0.006336272
30/08/2011,92.82,0.005726341
29/08/2011,92.29,0.026237852
26/08/2011,89.9,0.022043178
25/08/2011,87.94,-0.009506636
24/08/2011,88.78,0.020483192
23/08/2011,86.98,0.035456824
22/08/2011,83.95,0.011260301
19/08/2011,83.01,-0.027916525
18/08/2011,85.36,-0.057034747
17/08/2011,90.37,-0.010019352
16/08/2011,91.28,-0.005026784
15/08/2011,91.74,0.026285334
12/08/2011,89.36,0.023093623
11/08/2011,87.32,0.049053598
10/08/2011,83.14,-0.020830367
09/08/2011,84.89,0.038792015
08/08/2011,81.66,-0.076702483
05/08/2011,88.17,-0.028841704
04/08/2011,90.75,-0.050389305
03/08/2011,95.44,0.000314383
02/08/2011,95.41,-0.024127497
01/08/2011,97.74,-0.00611997
29/07/2011,98.34,-0.0026404
28/07/2011,98.6,-0.005865119
27/07/2011,99.18,-0.012325423
26/07/2011,100.41,0.010512186
25/07/2011,99.36,0.017359961
22/07/2011,97.65,0.012053924
21/07/2011,96.48,-0.030118146
20/07/2011,99.43,0.01530306
19/07/2011,97.92,0.033542421
18/07/2011,94.69,0.004975925
15/07/2011,94.22,-0.010767548
14/07/2011,95.24,-0.002202529
13/07/2011,95.45,0.004830927
12/07/2011,94.99,-0.012761679
11/07/2011,96.21,-0.015675272
08/07/2011,97.73,-0.000920481
07/07/2011,97.82,0.018468412
06/07/2011,96.03,0.002084854
05/07/2011,95.83,0.012495569
01/07/2011,94.64,0.006041034
30/06/2011,94.07,0.01165477
29/06/2011,92.98,0.006149218
28/06/2011,92.41,0.011208562
27/06/2011,91.38,0.022465395
24/06/2011,89.35,-0.022355955
23/06/2011,91.37,-0.006327754
22/06/2011,91.95,-0.010493957
21/06/2011,92.92,0.034488064
20/06/2011,89.77,0.018437847
17/06/2011,88.13,0.010723352
16/06/2011,87.19,-0.000114685
15/06/2011,87.2,-0.008450433
14/06/2011,87.94,0.011896731
13/06/2011,86.9,0.005770356
10/06/2011,86.4,-0.020505902
09/06/2011,88.19,0.002043134
08/06/2011,88.01,-0.000908575
07/06/2011,88.09,0.004095103
06/06/2011,87.73,-0.023988988
03/06/2011,89.86,-0.017648815
02/06/2011,91.46,-0.014437157
01/06/2011,92.79,-0.012210949
31/05/2011,93.93,0.00223821
27/05/2011,93.72,0.018414347
26/05/2011,92.01,0.032137932
25/05/2011,89.1,0.001122965
24/05/2011,89,0.002587615
23/05/2011,88.77,-0.030180922
20/05/2011,91.49,0.007129959
19/05/2011,90.84,0.004744836
18/05/2011,90.41,0.002879931
17/05/2011,90.15,-0.016392908
16/05/2011,91.64,-0.001526551
13/05/2011,91.78,-0.023474751
12/05/2011,93.96,0.010592299
11/05/2011,92.97,0.013754481
10/05/2011,91.7,0.009202519
09/05/2011,90.86,0.000770713
06/05/2011,90.79,-0.014868537
05/05/2011,92.15,-0.007998313
04/05/2011,92.89,-0.006545439
03/05/2011,93.5,-0.027323816
02/05/2011,96.09,0.011408361
29/04/2011,95,0.01902188
28/04/2011,93.21,0.006026059
27/04/2011,92.65,0.018958947
26/04/2011,90.91,0.004520155
25/04/2011,90.5,0.002766253
21/04/2011,90.25,0.037595442
20/04/2011,86.92,0.03524336
19/04/2011,83.91,0.001789229
18/04/2011,83.76,0.001194601
15/04/2011,83.66,0.000597836
14/04/2011,83.61,-0.007625439
13/04/2011,84.25,0.005355562
12/04/2011,83.8,-0.008200177
11/04/2011,84.49,-0.006018072
08/04/2011,85,0.000823869
07/04/2011,84.93,0.009583037
06/04/2011,84.12,0.00452759
05/04/2011,83.74,-0.005478161
04/04/2011,84.2,-0.02033809
01/04/2011,85.93,0.000465604
31/03/2011,85.89,0.009710518
30/03/2011,85.06,0.01719376
29/03/2011,83.61,-0.001195315
28/03/2011,83.71,-0.013644395
25/03/2011,84.86,0.003896339
24/03/2011,84.53,0.007719295
23/03/2011,83.88,-0.002143624
22/03/2011,84.06,0.00908228
21/03/2011,83.3,0.026395743
18/03/2011,81.13,-0.006633931
17/03/2011,81.67,0.00466373
16/03/2011,81.29,0.015246654
15/03/2011,80.06,0.024530248
14/03/2011,78.12,-0.007778171
11/03/2011,78.73,0
10/03/2011,78.73,-0.016627162
09/03/2011,80.05,-0.004362737
08/03/2011,80.4,-0.006076031
07/03/2011,80.89,-0.004071315
04/03/2011,81.22,0.008159274
03/03/2011,80.56,0.033447934
02/03/2011,77.91,0.004502484
01/03/2011,77.56,-0.015099455
28/02/2011,78.74,0.004965317
25/02/2011,78.35,0.014139053
24/02/2011,77.25,0.009886902
23/02/2011,76.49,-0.001698126
22/02/2011,76.62,-0.030083256
18/02/2011,78.96,0.003171183
17/02/2011,78.71,0.002671587
16/02/2011,78.5,-0.008246162
15/02/2011,79.15,-0.009180722
14/02/2011,79.88,0.017044791
11/02/2011,78.53,0.006900104
10/02/2011,77.99,0.007981505
09/02/2011,77.37,0.002458752
08/02/2011,77.18,-0.009798944
07/02/2011,77.94,0.018517849
04/02/2011,76.51,-0.017233987
03/02/2011,77.84,0.029596059
02/02/2011,75.57,0.044788653
01/02/2011,72.26,0.021259542
31/01/2011,70.74,-0.007183635
28/01/2011,71.25,-0.016425759
27/01/2011,72.43,-0.007290768
26/01/2011,72.96,-0.000548095
25/01/2011,73,-0.001368926
