Date,Close,ADS
04/04/2014,262.69,-0.013761512
03/04/2014,266.33,-0.020624651
02/04/2014,271.88,-0.002497981
01/04/2014,272.56,0.000403662
31/03/2014,272.45,-0.006512059
28/03/2014,274.23,0.003653239
27/03/2014,273.23,0.002565232
26/03/2014,272.53,-0.02166936
25/03/2014,278.5,-0.007690282
24/03/2014,280.65,-0.020630195
21/03/2014,286.5,-0.026759177
20/03/2014,294.27,0.034080854
19/03/2014,284.41,-0.012647782
18/03/2014,288.03,0.021902529
17/03/2014,281.79,0.011420946
14/03/2014,278.59,0.001616583
13/03/2014,278.14,-0.027447558
12/03/2014,285.88,0.001750517
11/03/2014,285.38,0.00414341
10/03/2014,284.2,-0.012518084
07/03/2014,287.78,0.005715098
06/03/2014,286.14,0.007506963
05/03/2014,284,-0.010960837
04/03/2014,287.13,0.031594795
03/03/2014,278.2,-0.024534791
28/02/2014,285.11,0.00295058
27/02/2014,284.27,-0.003546663
26/02/2014,285.28,-0.00070082
25/02/2014,285.48,-0.002868238
24/02/2014,286.3,0.011770009
21/02/2014,282.95,-0.004513566
20/02/2014,284.23,0.012532912
19/02/2014,280.69,-0.011476871
18/02/2014,283.93,0.013545346
14/02/2014,280.11,0.002537936
13/02/2014,279.4,0.010433626
12/02/2014,276.5,0.009447745
11/02/2014,273.9,0.021776096
10/02/2014,268,0.010955313
07/02/2014,265.08,0.024942568
06/02/2014,258.55,0.098913648
05/02/2014,234.2,-0.010533567
04/02/2014,236.68,0.004021936
03/02/2014,235.73,-0.01653417
31/01/2014,239.66,-0.038030821
30/01/2014,248.95,0.016197965
29/01/2014,244.95,-0.003830173
28/01/2014,245.89,0.016111858
27/01/2014,241.96,-0.031567867
24/01/2014,249.72,-0.024602752
23/01/2014,255.94,-0.023172428
22/01/2014,261.94,0.027911309
21/01/2014,254.73,-0.008443817
17/01/2014,256.89,0.007541308
16/01/2014,254.96,0.005742847
15/01/2014,253.5,-0.009110249
14/01/2014,255.82,0.018981293
13/01/2014,251.01,-0.02847405
10/01/2014,258.26,-0.002745395
09/01/2014,258.97,0.0037914
08/01/2014,257.99,0.010912459
07/01/2014,255.19,-0.012074619
06/01/2014,258.29,-0.020729109
03/01/2014,263.7,0.005170721
02/01/2014,262.34,-0.002246465
31/12/2013,262.93,0.011013917
30/12/2013,260.05,0.007333109
27/12/2013,258.15,0.011101487
26/12/2013,255.3,0.00423929
24/12/2013,254.22,-0.006469469
23/12/2013,255.87,0.021210582
20/12/2013,250.5,-0.001994019
19/12/2013,251,-0.012550395
18/12/2013,254.17,0.024090834
17/12/2013,248.12,-0.002093567
16/12/2013,248.64,-0.008928809
13/12/2013,250.87,0.019725299
12/12/2013,245.97,0.009271617
11/12/2013,243.7,-0.014583337
10/12/2013,247.28,0.00584038
09/12/2013,245.84,-0.011566433
06/12/2013,248.7,0.029709196
05/12/2013,241.42,0.001367848
04/12/2013,241.09,0.000414869
03/12/2013,240.99,0.004366547
02/12/2013,239.94,-0.009622638
29/11/2013,242.26,0.002603899
27/11/2013,241.63,0.003773198
26/11/2013,240.72,-0.008685996
25/11/2013,242.82,-0.00185151
22/11/2013,243.27,0.000534528
21/11/2013,243.14,-0.005905045
20/11/2013,244.58,-0.012675883
19/11/2013,247.7,-0.002822014
18/11/2013,248.4,-0.002854216
15/11/2013,249.11,-0.008633492
14/11/2013,251.27,0.011165699
13/11/2013,248.48,0.017579569
12/11/2013,244.15,-0.001964074
11/11/2013,244.63,0.007261719
08/11/2013,242.86,0.022528071
07/11/2013,237.45,-0.023968193
06/11/2013,243.21,0.013161352
05/11/2013,240.03,0.001960008
04/11/2013,239.56,0.011672467
01/11/2013,236.78,-0.001181834
31/10/2013,237.06,0.006814697
30/10/2013,235.45,-0.002714512
29/10/2013,236.09,0.010645646
28/10/2013,233.59,-0.003760206
25/10/2013,234.47,-0.00565634
24/10/2013,235.8,0.010530228
23/10/2013,233.33,0.004294986
22/10/2013,232.33,-0.001247446
21/10/2013,232.62,0.00664225
18/10/2013,231.08,0.017505631
17/10/2013,227.07,0.006982528
16/10/2013,225.49,0.007120952
15/10/2013,223.89,-0.007785949
14/10/2013,225.64,0.009305706
11/10/2013,223.55,0.014327151
10/10/2013,220.37,0.029285209
09/10/2013,214.01,-0.006984569
08/10/2013,215.51,-0.002224798
07/10/2013,215.99,-0.008620544
04/10/2013,217.86,0.025051853
03/10/2013,212.47,-0.006848057
02/10/2013,213.93,-0.002007986
01/10/2013,214.36,0.0135737
30/09/2013,211.47,0.010410076
27/09/2013,209.28,-0.009037782
26/09/2013,211.18,0.00789165
25/09/2013,209.52,-0.005568659
24/09/2013,210.69,0.00881945
23/09/2013,208.84,-0.004347937
20/09/2013,209.75,-0.003236711
19/09/2013,210.43,-0.001519541
18/09/2013,210.75,0.004756252
17/09/2013,209.75,0.022613726
16/09/2013,205.06,-0.005010347
13/09/2013,206.09,-0.009465469
12/09/2013,208.05,0.003852641
11/09/2013,207.25,0.006389489
10/09/2013,205.93,0.014724493
09/09/2013,202.92,0.017348515
06/09/2013,199.43,0.007347794
05/09/2013,197.97,-0.004435268
04/09/2013,198.85,0.010667712
03/09/2013,196.74,0.005300186
30/08/2013,195.7,-0.015213275
29/08/2013,198.7,0.010574078
28/08/2013,196.61,0.001985592
27/08/2013,196.22,-0.025758543
26/08/2013,201.34,-0.004756723
23/08/2013,202.3,0.000247188
22/08/2013,202.25,0.004062629
21/08/2013,201.43,-0.00084361
20/08/2013,201.6,0.008718451
19/08/2013,199.85,-0.013419684
16/08/2013,202.55,0.014170529
15/08/2013,199.7,-0.02809437
14/08/2013,205.39,-0.011424823
13/08/2013,207.75,0.005066967
12/08/2013,206.7,0.003343755
09/08/2013,206.01,-0.000630838
08/08/2013,206.14,0.013086124
07/08/2013,203.46,-0.005831778
06/08/2013,204.65,-0.001903879
05/08/2013,205.04,0.009457378
02/08/2013,203.11,-0.000590638
01/08/2013,203.23,0.027183041
31/07/2013,197.78,0.021464438
30/07/2013,193.58,0.00809133
29/07/2013,192.02,0.001354943
26/07/2013,191.76,0.002453989
25/07/2013,191.29,0.003928455
24/07/2013,190.54,0.001207825
23/07/2013,190.31,0.008177955
22/07/2013,188.76,-0.000158919
19/07/2013,188.79,5.29703E-05
18/07/2013,188.78,0.00360858
17/07/2013,188.1,0.000744562
16/07/2013,187.96,-0.011058021
15/07/2013,190.05,-0.002417491
12/07/2013,190.51,0.015339347
11/07/2013,187.61,0.026410414
10/07/2013,182.72,-0.005784464
09/07/2013,183.78,-0.000435208
08/07/2013,183.86,0.008411213
05/07/2013,182.32,0.012306659
03/07/2013,180.09,0.003225809
02/07/2013,179.51,-0.003780933
01/07/2013,180.19,-0.004650914
28/06/2013,181.03,0.005317099
27/06/2013,180.07,0.009541684
26/06/2013,178.36,0.024174133
25/06/2013,174.1,0.01120557
24/06/2013,172.16,-0.002726299
21/06/2013,172.63,-0.002661115
20/06/2013,173.09,-0.032064597
19/06/2013,178.73,-0.00619128
18/06/2013,179.84,0.005687853
17/06/2013,178.82,0.005776635
14/06/2013,177.79,-0.014296329
13/06/2013,180.35,0.009918726
12/06/2013,178.57,0.006460878
11/06/2013,177.42,0.005255586
10/06/2013,176.49,-0.010595827
07/06/2013,178.37,0.000336436
06/06/2013,178.31,0.02688502
05/06/2013,173.58,-0.017588393
04/06/2013,176.66,0.014999283
03/06/2013,174.03,-0.01743038
31/05/2013,177.09,-0.021673194
30/05/2013,180.97,-0.000883734
29/05/2013,181.13,-0.010435068
28/05/2013,183.03,0.007678423
24/05/2013,181.63,0.017719241
23/05/2013,178.44,-0.003300979
22/05/2013,179.03,-0.010280438
21/05/2013,180.88,0.00699032
20/05/2013,179.62,0.008610621
17/05/2013,178.08,0.004051322
16/05/2013,177.36,-0.007191042
15/05/2013,178.64,0.007924283
14/05/2013,177.23,0.006680278
13/05/2013,176.05,-0.006454558
10/05/2013,177.19,0.004298406
09/05/2013,176.43,0.011916782
08/05/2013,174.34,0.004887455
07/05/2013,173.49,0.004795618
06/05/2013,172.66,-0.007443559
03/05/2013,173.95,0.008138808
02/05/2013,172.54,0.012245765
01/05/2013,170.44,-0.007773044
30/04/2013,171.77,0.019576769
29/04/2013,168.44,0.009244691
26/04/2013,166.89,0.004203201
25/04/2013,166.19,0.002047947
24/04/2013,165.85,-0.003430948
23/04/2013,166.42,0.008811693
22/04/2013,164.96,0.030091801
19/04/2013,160.07,0.0108666
18/04/2013,158.34,0.007862074
17/04/2013,157.1,-0.003431407
16/04/2013,157.64,0.010906764
15/04/2013,155.93,-0.012364721
12/04/2013,157.87,-0.004045773
11/04/2013,158.51,0.014552413
10/04/2013,156.22,0.012236902
09/04/2013,154.32,-0.004719277
08/04/2013,155.05,-0.00193299
05/04/2013,155.35,-0.017040971
04/04/2013,158.02,-0.002465001
03/04/2013,158.41,-0.008986706
02/04/2013,159.84,-0.003310331
01/04/2013,160.37,-0.009433447
28/03/2013,161.89,0.013557422
27/03/2013,159.71,0.011144457
26/03/2013,157.94,0.002028141
25/03/2013,157.62,0.001015615
22/03/2013,157.46,0.006115448
21/03/2013,156.5,0.001918773
20/03/2013,156.2,-0.003451144
19/03/2013,156.74,0.001085187
18/03/2013,156.57,-0.008078667
15/03/2013,157.84,6.33573E-05
14/03/2013,157.83,0.005973582
13/03/2013,156.89,0.000510041
12/03/2013,156.81,-0.006420262
11/03/2013,157.82,-0.000190072
08/03/2013,157.85,-0.003983187
