Date,Close,MCK
04/04/2013,107.95,0.002504291
03/04/2013,107.68,-0.007494137
02/04/2013,108.49,0.005175134
01/04/2013,107.93,-0.000277919
28/03/2013,107.96,0.001854256
27/03/2013,107.76,-0.001576337
26/03/2013,107.93,0.002876365
25/03/2013,107.62,-0.002505686
22/03/2013,107.89,0.011091031
21/03/2013,106.7,-0.003274857
20/03/2013,107.05,0.001682872
19/03/2013,106.87,-0.026956308
18/03/2013,109.79,-0.006265059
15/03/2013,110.48,-0.006765621
14/03/2013,111.23,0.005589629
13/03/2013,110.61,0.006894702
12/03/2013,109.85,0.000819635
11/03/2013,109.76,0.004016803
08/03/2013,109.32,0.011685278
07/03/2013,108.05,-0.002495726
06/03/2013,108.32,-0.000646025
05/03/2013,108.39,0.009268766
04/03/2013,107.39,-0.000651617
01/03/2013,107.46,0.012453928
28/02/2013,106.13,0.005006387
27/02/2013,105.6,0.014498537
26/02/2013,104.08,0.019011242
25/02/2013,102.12,-0.01496772
22/02/2013,103.66,0.00833096
21/02/2013,102.8,-0.005916316
20/02/2013,103.41,-0.004438448
19/02/2013,103.87,0.00434175
15/02/2013,103.42,-0.007609727
14/02/2013,104.21,-0.006694746
13/02/2013,104.91,0.000762849
12/02/2013,104.83,0.012478565
11/02/2013,103.53,-0.002604545
08/02/2013,103.8,0.006087858
07/02/2013,103.17,0.007296107
06/02/2013,102.42,0.002052486
05/02/2013,102.21,0.001958673
04/02/2013,102.01,-0.011501101
01/02/2013,103.19,-0.019576482
31/01/2013,105.23,-0.003983313
30/01/2013,105.65,-0.008388757
29/01/2013,106.54,0.010093949
28/01/2013,105.47,-0.010844559
25/01/2013,106.62,0.004041169
24/01/2013,106.19,0.012127103
23/01/2013,104.91,0.011697161
22/01/2013,103.69,-0.002792894
18/01/2013,103.98,0.010052279
17/01/2013,102.94,0.007899783
16/01/2013,102.13,-0.002347189
15/01/2013,102.37,0.00912621
14/01/2013,101.44,0.003555208
11/01/2013,101.08,-0.005721629
10/01/2013,101.66,0.005523786
09/01/2013,101.1,0.003070982
08/01/2013,100.79,0.007868958
07/01/2013,100,0.00060018
04/01/2013,99.94,0.012079873
03/01/2013,98.74,0.011612639
02/01/2013,97.6,0.006578971
31/12/2012,96.96,0.011096821
28/12/2012,95.89,-0.005511948
27/12/2012,96.42,-0.001865092
26/12/2012,96.6,-0.010196288
24/12/2012,97.59,-0.00419245
21/12/2012,98,-0.010960126
20/12/2012,99.08,0.011266295
19/12/2012,97.97,-0.016701638
18/12/2012,99.62,0.009987473
17/12/2012,98.63,0.003860224
14/12/2012,98.25,0.004283972
13/12/2012,97.83,0.005432289
12/12/2012,97.3,-0.001335182
11/12/2012,97.43,0.018333933
10/12/2012,95.66,0.003770428
07/12/2012,95.3,0.005893513
06/12/2012,94.74,0.004443041
05/12/2012,94.32,-0.001694916
04/12/2012,94.48,-0.001057865
03/12/2012,94.58,0.001163713
30/11/2012,94.47,0.00797071
29/11/2012,93.72,0.008142321
28/11/2012,92.96,0.002261592
27/11/2012,92.75,-0.00869524
26/11/2012,93.56,-0.005861369
23/11/2012,94.11,0.008965798
21/11/2012,93.27,-0.002355966
20/11/2012,93.49,0.008378137
19/11/2012,92.71,0.007035803
16/11/2012,92.06,0.008180228
15/11/2012,91.31,-0.010458751
14/11/2012,92.27,-0.010457753
13/11/2012,93.24,0.005808342
12/11/2012,92.7,-0.002585651
09/11/2012,92.94,0.004097041
08/11/2012,92.56,-0.022751315
07/11/2012,94.69,0.012860888
06/11/2012,93.48,0.001820226
05/11/2012,93.31,0.000107175
02/11/2012,93.3,-0.013837368
01/11/2012,94.6,0.013730193
31/10/2012,93.31,0.007854148
26/10/2012,92.58,-0.006245309
25/10/2012,93.16,0.039968094
24/10/2012,89.51,-0.001004969
23/10/2012,89.6,-0.012312285
22/10/2012,90.71,0.005638178
19/10/2012,90.2,-0.012559381
18/10/2012,91.34,0.000876232
17/10/2012,91.26,-0.012955382
16/10/2012,92.45,0.017128003
15/10/2012,90.88,0.017762456
12/10/2012,89.28,0.003141129
11/10/2012,89,-0.000449337
10/10/2012,89.04,-0.009055906
09/10/2012,89.85,0.008045635
08/10/2012,89.13,-0.003807395
05/10/2012,89.47,-0.004460808
04/10/2012,89.87,0.030159851
03/10/2012,87.2,0.009332403
02/10/2012,86.39,0.005571692
01/10/2012,85.91,-0.001395836
28/09/2012,86.03,-0.012934699
27/09/2012,87.15,-0.007316827
26/09/2012,87.79,0.001595988
25/09/2012,87.65,0.007443493
24/09/2012,87,0.003223581
21/09/2012,86.72,0.005782368
20/09/2012,86.22,0.008619739
19/09/2012,85.48,-0.01705081
18/09/2012,86.95,0.003917958
17/09/2012,86.61,-0.00908
14/09/2012,87.4,-0.006273189
13/09/2012,87.95,0.009941235
12/09/2012,87.08,-0.004239965
11/09/2012,87.45,-0.004449776
10/09/2012,87.84,-0.007485574
07/09/2012,88.5,-0.010565457
06/09/2012,89.44,0.008871977
05/09/2012,88.65,0.016491702
04/09/2012,87.2,0.001032643
31/08/2012,87.11,0.003449865
30/08/2012,86.81,-0.012591741
29/08/2012,87.91,0.003190159
28/08/2012,87.63,0.000456569
27/08/2012,87.59,0.004577191
24/08/2012,87.19,0.007829631
23/08/2012,86.51,0.002894023
22/08/2012,86.26,-0.004511025
21/08/2012,86.65,0.002195137
20/08/2012,86.46,0.000462749
17/08/2012,86.42,-0.025702483
16/08/2012,88.67,-0.001239786
15/08/2012,88.78,-0.001350743
14/08/2012,88.9,-0.002134952
13/08/2012,89.09,0.000336795
10/08/2012,89.06,0.005178442
09/08/2012,88.6,0.002486158
08/08/2012,88.38,-0.000339386
07/08/2012,88.41,0.00840532
06/08/2012,87.67,0.002741292
03/08/2012,87.43,-0.0016
02/08/2012,87.57,-0.017545303
01/08/2012,89.12,-0.017904287
31/07/2012,90.73,0.000882126
30/07/2012,90.65,-0.011952552
27/07/2012,91.74,-0.005652189
26/07/2012,92.26,-0.004542021
25/07/2012,92.68,-0.000970612
24/07/2012,92.77,-0.011361323
23/07/2012,93.83,-0.015964815
20/07/2012,95.34,-0.009499523
19/07/2012,96.25,-0.004354143
18/07/2012,96.67,0.004354143
17/07/2012,96.25,0.017080103
16/07/2012,94.62,-0.002744065
13/07/2012,94.88,0.01326209
12/07/2012,93.63,0.000320461
11/07/2012,93.6,0.003210276
10/07/2012,93.3,-0.006623248
09/07/2012,93.92,0.004268039
06/07/2012,93.52,-0.010741927
05/07/2012,94.53,-0.011987525
03/07/2012,95.67,0.006712138
02/07/2012,95.03,0.013560966
29/06/2012,93.75,0.005133152
28/06/2012,93.27,0.010346035
27/06/2012,92.31,0.005213436
26/06/2012,91.83,0.008859779
25/06/2012,91.02,-0.007115909
22/06/2012,91.67,0.001965495
21/06/2012,91.49,-0.008164199
20/06/2012,92.24,-0.006160517
19/06/2012,92.81,0.008331127
18/06/2012,92.04,0.011363759
15/06/2012,91,0.012829196
14/06/2012,89.84,0.012883167
13/06/2012,88.69,-0.001352113
12/06/2012,88.81,0.009276085
11/06/2012,87.99,-0.004875017
08/06/2012,88.42,0.007378432
07/06/2012,87.77,-0.004093241
06/06/2012,88.13,0.006260336
05/06/2012,87.58,0.003087658
04/06/2012,87.31,0.00701112
01/06/2012,86.7,-0.006667458
31/05/2012,87.28,0.004018144
30/05/2012,86.93,-0.007906085
29/05/2012,87.62,-0.000798585
25/05/2012,87.69,0.008014698
24/05/2012,86.99,0.004031567
23/05/2012,86.64,-0.006901339
22/05/2012,87.24,-0.000572967
21/05/2012,87.29,-0.001831293
18/05/2012,87.45,-0.00615597
17/05/2012,87.99,-0.010851242
16/05/2012,88.95,0.000787269
15/05/2012,88.88,-0.006280864
14/05/2012,89.44,-0.00790694
11/05/2012,90.15,0.004892704
10/05/2012,89.71,0.002790648
09/05/2012,89.46,-0.003459246
08/05/2012,89.77,0.002007137
07/05/2012,89.59,0.000111626
04/05/2012,89.58,-0.011211751
03/05/2012,90.59,0.004647054
02/05/2012,90.17,-0.00298987
01/05/2012,90.44,-0.010668234
30/04/2012,91.41,0.003946075
27/04/2012,91.05,-0.00241334
26/04/2012,91.27,-0.00120449
25/04/2012,91.38,0.004386934
24/04/2012,90.98,0.003633765
23/04/2012,90.65,-0.003853569
20/04/2012,91,0.004736474
19/04/2012,90.57,-0.007151139
18/04/2012,91.22,-0.001533575
17/04/2012,91.36,0.017556902
16/04/2012,89.77,-0.007877988
13/04/2012,90.48,-0.009459976
12/04/2012,91.34,0.038389003
11/04/2012,87.9,0.013054119
10/04/2012,86.76,-0.006662862
09/04/2012,87.34,-0.00559458
05/04/2012,87.83,-0.000682905
04/04/2012,87.89,-0.007368395
03/04/2012,88.54,-0.001467186
02/04/2012,88.67,0.010201857
30/03/2012,87.77,-0.009299228
29/03/2012,88.59,0.004638804
28/03/2012,88.18,-0.001473172
27/03/2012,88.31,0.008072354
26/03/2012,87.6,0.01402483
23/03/2012,86.38,0.002318035
22/03/2012,86.18,-0.006707554
21/03/2012,86.76,-0.004026002
20/03/2012,87.11,-0.001032643
19/03/2012,87.2,-0.004119942
16/03/2012,87.56,0.001028395
15/03/2012,87.47,0.001830874
14/03/2012,87.31,0.006780466
13/03/2012,86.72,0.002077803
12/03/2012,86.54,0.001619059
09/03/2012,86.4,0.009769792
08/03/2012,85.56,0.030256802
07/03/2012,83.01,0.008833018
06/03/2012,82.28,0.000364675
05/03/2012,82.25,0.000973118
02/03/2012,82.17,-0.021073692
01/03/2012,83.92,0.004897579
29/02/2012,83.51,0.012410545
28/02/2012,82.48,0.004496028
27/02/2012,82.11,0.001340564
24/02/2012,82,0.011036286
23/02/2012,81.1,0.001851281
22/02/2012,80.95,-0.004683272
21/02/2012,81.33,-0.015131466
17/02/2012,82.57,0.019073815
16/02/2012,81.01,-0.003573413
15/02/2012,81.3,-0.006864455
14/02/2012,81.86,0.002446185
13/02/2012,81.66,0.003926385
10/02/2012,81.34,-0.01039574
09/02/2012,82.19,-0.007877396
08/02/2012,82.84,0.001812361
07/02/2012,82.69,0.004727568
06/02/2012,82.3,0.018394142
03/02/2012,80.8,-0.018758596
02/02/2012,82.33,-0.0056925
01/02/2012,82.8,0.013129291
31/01/2012,81.72,0.037782687
30/01/2012,78.69,-0.007848142
27/01/2012,79.31,0.00950156
26/01/2012,78.56,0.009078766
25/01/2012,77.85,0.016839776
24/01/2012,76.55,0.000130642
23/01/2012,76.54,0.000392029
20/01/2012,76.51,0.008136528
19/01/2012,75.89,-0.001053602
18/01/2012,75.97,-0.019294041
17/01/2012,77.45,0.002715109
13/01/2012,77.24,-0.011712599
12/01/2012,78.15,-0.007902157
11/01/2012,78.77,-0.0114864
10/01/2012,79.68,-0.000878128
09/01/2012,79.75,0.013634853
06/01/2012,78.67,0.010863421
05/01/2012,77.82,-0.016061531
04/01/2012,79.08,-0.005800041
03/01/2012,79.54,0.020705725
30/12/2011,77.91,-0.004737828
29/12/2011,78.28,0.013374685
28/12/2011,77.24,-0.023163106
27/12/2011,79.05,0.004056286
23/12/2011,78.73,0.004838308
22/12/2011,78.35,0.006530531
21/12/2011,77.84,-0.008443187
20/12/2011,78.5,0.024371008
19/12/2011,76.61,-0.014127641
16/12/2011,77.7,0.01021935
15/12/2011,76.91,0.003125409
14/12/2011,76.67,-0.029557536
13/12/2011,78.97,-0.007569104
12/12/2011,79.57,-0.002134205
09/12/2011,79.74,0.014018036
08/12/2011,78.63,-0.026976104
07/12/2011,80.78,0.001486621
06/12/2011,80.66,-0.002229103
05/12/2011,80.84,0.004338939
02/12/2011,80.49,-0.014921049
01/12/2011,81.7,0.004784992
30/11/2011,81.31,0.032752928
29/11/2011,78.69,0.005735057
28/11/2011,78.24,0.024583978
25/11/2011,76.34,-0.012238143
23/11/2011,77.28,-0.0110669
22/11/2011,78.14,-0.005615125
21/11/2011,78.58,-0.018034413
18/11/2011,80.01,-0.005235614
17/11/2011,80.43,-0.007061914
16/11/2011,81,-0.022099672
15/11/2011,82.81,0.003629329
14/11/2011,82.51,-0.003146179
11/11/2011,82.77,0.012522199
10/11/2011,81.74,0.029297031
09/11/2011,79.38,-0.031740825
08/11/2011,81.94,-0.001341545
07/11/2011,82.05,0.01758206
04/11/2011,80.62,-0.012817528
03/11/2011,81.66,-0.000734484
02/11/2011,81.72,0.030060641
01/11/2011,79.3,-0.0279782
31/10/2011,81.55,-0.034469549
28/10/2011,84.41,-0.006847725
27/10/2011,84.99,0.038867793
26/10/2011,81.75,0.071223404
25/10/2011,76.13,-0.010583492
24/10/2011,76.94,0.014004548
21/10/2011,75.87,0.040618817
20/10/2011,72.85,-0.004656267
19/10/2011,73.19,-0.003001367
18/10/2011,73.41,0.004916028
17/10/2011,73.05,-0.005460764
14/10/2011,73.45,-0.005701889
13/10/2011,73.87,0.002439687
12/10/2011,73.69,0.009544659
11/10/2011,72.99,-0.002326378
10/10/2011,73.16,0.038739692
07/10/2011,70.38,0.004271685
06/10/2011,70.08,-0.0025652
05/10/2011,70.26,0.0130365
04/10/2011,69.35,-0.015737092
03/10/2011,70.45,-0.031438146
30/09/2011,72.7,-0.028209085
29/09/2011,74.78,0.000535045
28/09/2011,74.74,-0.020526444
27/09/2011,76.29,0.026430916
26/09/2011,74.3,0.012732124
23/09/2011,73.36,-0.002722572
22/09/2011,73.56,-0.017785432
21/09/2011,74.88,-0.032841517
20/09/2011,77.38,0.012614772
19/09/2011,76.41,-0.002875067
16/09/2011,76.63,0.015651007
15/09/2011,75.44,-0.005156354
14/09/2011,75.83,0.020652256
13/09/2011,74.28,0.001347164
12/09/2011,74.18,0.001348982
09/09/2011,74.08,-0.047580959
08/09/2011,77.69,-0.013170704
07/09/2011,78.72,0.026647647
06/09/2011,76.65,-0.011028331
02/09/2011,77.5,-0.021572092
01/09/2011,79.19,-0.009301223
31/08/2011,79.93,0.018944744
30/08/2011,78.43,0.003832401
29/08/2011,78.13,0.020691285
26/08/2011,76.53,0.025006264
25/08/2011,74.64,-0.016871871
24/08/2011,75.91,0.003959878
23/08/2011,75.61,0.028983647
22/08/2011,73.45,-0.005431106
19/08/2011,73.85,-0.007016626
18/08/2011,74.37,-0.037994281
17/08/2011,77.25,-0.01119919
16/08/2011,78.12,-0.010188575
15/08/2011,78.92,-0.001266304
12/08/2011,79.02,-0.002275314
11/08/2011,79.2,0.074963038
10/08/2011,73.48,-0.036610635
09/08/2011,76.22,0.072212428
08/08/2011,70.91,-0.060201461
05/08/2011,75.31,0.005192051
04/08/2011,74.92,-0.04233713
03/08/2011,78.16,0.003588827
02/08/2011,77.88,-0.026607423
01/08/2011,79.98,-0.014152936
29/07/2011,81.12,0.018915447
28/07/2011,79.6,-0.011864017
27/07/2011,80.55,-0.007544405
26/07/2011,81.16,-0.00135443
25/07/2011,81.27,-0.012715662
22/07/2011,82.31,0.002432795
21/07/2011,82.11,-0.001946709
20/07/2011,82.27,0.003897216
19/07/2011,81.95,0.001954318
18/07/2011,81.79,-0.008400853
15/07/2011,82.48,-0.005561615
14/07/2011,82.94,-0.002769251
13/07/2011,83.17,0.001564286
12/07/2011,83.04,-0.00432589
11/07/2011,83.4,-0.013576486
08/07/2011,84.54,-0.003895879
07/07/2011,84.87,0.006501589
06/07/2011,84.32,0.003802286
05/07/2011,84,-0.000951928
01/07/2011,84.08,0.005127299
30/06/2011,83.65,0.009006365
29/06/2011,82.9,-0.00577341
28/06/2011,83.38,0.016933157
27/06/2011,81.98,0.005258986
24/06/2011,81.55,-0.005990604
23/06/2011,82.04,-0.012958098
22/06/2011,83.11,-0.008387301
21/06/2011,83.81,0.009470789
20/06/2011,83.02,0.007374754
17/06/2011,82.41,-0.000970285
16/06/2011,82.49,-0.010131555
15/06/2011,83.33,-0.013942906
14/06/2011,84.5,0.012144452
13/06/2011,83.48,0.002758953
10/06/2011,83.25,-0.019979259
09/06/2011,84.93,0.008276235
08/06/2011,84.23,-0.001423657
07/06/2011,84.35,-0.001540011
06/06/2011,84.48,0.002370231
03/06/2011,84.28,-0.005679144
02/06/2011,84.76,-0.004942931
01/06/2011,85.18,-0.005035434
31/05/2011,85.61,0.006680365
27/05/2011,85.04,0.00200106
26/05/2011,84.87,0.007925753
25/05/2011,84.2,0.008228536
24/05/2011,83.51,-0.007872178
23/05/2011,84.17,-0.010635884
20/05/2011,85.07,-0.018287156
19/05/2011,86.64,-0.002766253
18/05/2011,86.88,0.02446819
17/05/2011,84.78,-0.003649854
16/05/2011,85.09,0.010039652
13/05/2011,84.24,-0.009216655
12/05/2011,85.02,0.00141243
11/05/2011,84.9,-0.006808337
10/05/2011,85.48,0.008694685
09/05/2011,84.74,0.023884584
06/05/2011,82.74,-0.001207875
05/05/2011,82.84,-0.000965251
04/05/2011,82.92,-0.00252936
03/05/2011,83.13,0.000360946
02/05/2011,83.1,0.001083619
29/04/2011,83.01,0.000120475
28/04/2011,83,-0.014473071
27/04/2011,84.21,0.009066029
26/04/2011,83.45,0.004443651
25/04/2011,83.08,0.007248159
21/04/2011,82.48,0.006446535
20/04/2011,81.95,0.012771879
19/04/2011,80.91,0.012561573
18/04/2011,79.9,-0.008846859
15/04/2011,80.61,0.023090498
14/04/2011,78.77,0.008542157
13/04/2011,78.1,0.00642263
12/04/2011,77.6,-0.01051157
11/04/2011,78.42,-0.001019628
08/04/2011,78.5,-0.001018589
07/04/2011,78.58,-0.000508906
06/04/2011,78.62,-0.006718666
05/04/2011,79.15,-0.002019438
04/04/2011,79.31,-0.00578327
01/04/2011,79.77,0.00906693
31/03/2011,79.05,-0.013444947
30/03/2011,80.12,0.002124072
29/03/2011,79.95,0.003006391
28/03/2011,79.71,0.001506592
25/03/2011,79.59,-0.00175747
24/03/2011,79.73,0.016311925
23/03/2011,78.44,-0.004705891
22/03/2011,78.81,-0.001141335
21/03/2011,78.9,0.012498569
18/03/2011,77.92,0.013827189
17/03/2011,76.85,0.01600244
16/03/2011,75.63,-0.016522799
15/03/2011,76.89,-0.004800528
14/03/2011,77.26,-0.0070936
11/03/2011,77.81,-0.007298835
10/03/2011,78.38,-0.016700793
09/03/2011,79.7,0.017466588
08/03/2011,78.32,-0.003059666
07/03/2011,78.56,-0.024146042
04/03/2011,80.48,0.005732103
03/03/2011,80.02,0.025952466
02/03/2011,77.97,-0.01678788
01/03/2011,79.29,0.000126127
28/02/2011,79.28,0.000883337
25/02/2011,79.21,0.012705037
24/02/2011,78.21,-0.003701108
23/02/2011,78.5,-0.00012738
22/02/2011,78.51,-0.026768799
18/02/2011,80.64,0.002731903
17/02/2011,80.42,0.009369798
16/02/2011,79.67,0.007559567
15/02/2011,79.07,-0.00441669
14/02/2011,79.42,0.008218012
11/02/2011,78.77,0.003943273
10/02/2011,78.46,-0.001146424
09/02/2011,78.55,0.002677036
08/02/2011,78.34,0.014917972
07/02/2011,77.18,-0.007229569
04/02/2011,77.74,0.011644588
03/02/2011,76.84,-0.000520427
02/02/2011,76.88,-0.009321663
01/02/2011,77.6,0.031815212
31/01/2011,75.17,0.013662147
28/01/2011,74.15,-0.013928175
27/01/2011,75.19,-0.002125682
