Date,Close,NFLX
24/09/2013,306.49,0.014625669
23/09/2013,302.04,-0.038291979
20/09/2013,313.83,0.026901659
19/09/2013,305.5,-0.004637349
18/09/2013,306.92,0.024305779
17/09/2013,299.55,-0.00867533
16/09/2013,302.16,-0.011483978
13/09/2013,305.65,0.013969192
12/09/2013,301.41,-0.022601871
11/09/2013,308.3,-0.015321531
10/09/2013,313.06,0.062305024
09/09/2013,294.15,0.008912624
06/09/2013,291.54,-0.012170951
05/09/2013,295.11,0.009122846
04/09/2013,292.43,0.011798634
03/09/2013,289,0.017769402
30/08/2013,283.91,-0.013782225
29/08/2013,287.85,0.015721337
28/08/2013,283.36,0.026172391
27/08/2013,276.04,-0.023911226
26/08/2013,282.72,0.015541769
23/08/2013,278.36,0.031419636
22/08/2013,269.75,-0.002295787
21/08/2013,270.37,-0.010742111
20/08/2013,273.29,0.050698383
19/08/2013,259.78,0.003509114
16/08/2013,258.87,0.021317275
15/08/2013,253.41,-0.032610319
14/08/2013,261.81,0.010057666
13/08/2013,259.19,0.010042931
12/08/2013,256.6,0.015117594
09/08/2013,252.75,0.009341219
08/08/2013,250.4,0.004763725
07/08/2013,249.21,-0.026490829
06/08/2013,255.9,0.008082596
05/08/2013,253.84,0.030641172
02/08/2013,246.18,-0.011871732
01/08/2013,249.12,0.018801202
31/07/2013,244.48,0.002949371
30/07/2013,243.76,-0.004910797
29/07/2013,244.96,-0.005495973
26/07/2013,246.31,-0.001744245
25/07/2013,246.74,0.022294178
24/07/2013,241.3,-0.036459405
23/07/2013,250.26,-0.045691443
22/07/2013,261.96,-0.009951843
19/07/2013,264.58,-0.006892812
18/07/2013,266.41,-0.005651953
17/07/2013,267.92,0.028162346
16/07/2013,260.48,0.00964402
15/07/2013,257.98,0.002794816
12/07/2013,257.26,0.052222543
11/07/2013,244.17,0.001434456
10/07/2013,243.82,-0.014495368
09/07/2013,247.38,0.05945807
08/07/2013,233.1,0.034922798
05/07/2013,225.1,0.018789369
03/07/2013,220.91,-0.002486608
02/07/2013,221.46,-0.012653285
01/07/2013,224.28,0.060610688
28/06/2013,211.09,-0.018213901
27/06/2013,214.97,0.013440622
26/06/2013,212.1,-0.00376471
25/06/2013,212.9,-0.012602267
24/06/2013,215.6,-0.006011579
21/06/2013,216.9,-0.030064478
20/06/2013,223.52,-0.038571791
19/06/2013,232.31,0.015093317
18/06/2013,228.83,-0.001746497
17/06/2013,229.23,0.068796581
14/06/2013,213.99,-0.006521053
13/06/2013,215.39,0.036644527
12/06/2013,207.64,-0.03231743
11/06/2013,214.46,-0.029722668
10/06/2013,220.93,0.003218863
07/06/2013,220.22,0.011325356
06/06/2013,217.74,-0.025930737
05/06/2013,223.46,-0.008244805
04/06/2013,225.31,0.014934994
03/06/2013,221.97,-0.019098345
31/05/2013,226.25,0.015994638
30/05/2013,222.66,0.03342777
29/05/2013,215.34,0.005354703
28/05/2013,214.19,-0.065722516
24/05/2013,228.74,0.011254845
23/05/2013,226.18,-0.010467615
22/05/2013,228.56,-0.036641058
21/05/2013,237.09,-0.010322347
20/05/2013,239.55,0.002298611
17/05/2013,239,0.008276837
16/05/2013,237.03,-0.026519465
15/05/2013,243.4,0.039513279
14/05/2013,233.97,0.019812885
13/05/2013,229.38,0.052307985
10/05/2013,217.69,0.005897276
09/05/2013,216.41,0.036708277
08/05/2013,208.61,0.011377455
07/05/2013,206.25,-0.021298834
06/05/2013,210.69,-0.013014754
03/05/2013,213.45,-0.004860504
02/05/2013,214.49,0.007393576
01/05/2013,212.91,-0.014732888
30/04/2013,216.07,0.004917891
29/04/2013,215.01,-0.002508363
26/04/2013,215.55,0.008385793
25/04/2013,213.75,-0.01379909
24/04/2013,216.72,-0.001245072
23/04/2013,216.99,0.218671791
22/04/2013,174.37,0.065161911
19/04/2013,163.37,-0.002750697
18/04/2013,163.82,-0.033258363
17/04/2013,169.36,-0.037604732
16/04/2013,175.85,-0.003689517
15/04/2013,176.5,0.01887388
12/04/2013,173.2,0.0010976
11/04/2013,173.01,0.04094001
10/04/2013,166.07,-0.019617241
09/04/2013,169.36,0.037908396
08/04/2013,163.06,-0.009764511
05/04/2013,164.66,-0.012253058
04/04/2013,166.69,-0.018132055
03/04/2013,169.74,-0.04012893
02/04/2013,176.69,-0.031969753
01/04/2013,182.43,-0.036860862
28/03/2013,189.28,-0.005059033
27/03/2013,190.24,-0.001943023
26/03/2013,190.61,0.052893319
25/03/2013,180.79,-0.002816981
22/03/2013,181.3,-0.003798623
21/03/2013,181.99,-0.005807599
20/03/2013,183.05,0.009220196
19/03/2013,181.37,-0.023000796
18/03/2013,185.59,0.003995254
15/03/2013,184.85,-0.018863428
14/03/2013,188.37,-0.020960503
13/03/2013,192.36,0.054757716
12/03/2013,182.11,0.009157169
11/03/2013,180.45,-0.023279156
08/03/2013,184.7,0.01714671
07/03/2013,181.56,-0.007572053
06/03/2013,182.94,0.006636161
05/03/2013,181.73,0.002865489
04/03/2013,181.21,-0.044046194
01/03/2013,189.37,0.006835369
28/02/2013,188.08,0.020194027
27/02/2013,184.32,0.001248609
26/02/2013,184.09,0.026252849
25/02/2013,179.32,-0.003006851
22/02/2013,179.86,-0.039731664
21/02/2013,187.15,0.000160312
20/02/2013,187.12,-0.048657824
19/02/2013,196.45,0.035966152
15/02/2013,189.51,0.011196424
14/02/2013,187.4,0.006048136
13/02/2013,186.27,0.045694622
12/02/2013,177.95,0.00033723
11/02/2013,177.89,-0.01716589
08/02/2013,180.97,-0.005455611
07/02/2013,181.96,-0.013374657
06/02/2013,184.41,0.055867369
05/02/2013,174.39,-0.002004984
04/02/2013,174.74,0.058566537
01/02/2013,164.8,-0.002666345
31/01/2013,165.24,-0.014777706
30/01/2013,167.7,-0.008431853
29/01/2013,169.12,0.042333405
28/01/2013,162.11,-0.044931729
25/01/2013,169.56,0.143727094
24/01/2013,146.86,0.352229673
23/01/2013,103.26,0.054223258
22/01/2013,97.81,-0.013808728
18/01/2013,99.17,0.01493399
17/01/2013,97.7,0.00225433
16/01/2013,97.48,-0.042281741
15/01/2013,101.69,-0.017159434
14/01/2013,103.45,0.021100714
11/01/2013,101.29,0.033020211
10/01/2013,98,0.021557227
09/01/2013,95.91,-0.012948852
08/01/2013,97.16,-0.02077891
07/01/2013,99.2,0.032998178
04/01/2013,95.98,-0.00633538
03/01/2013,96.59,0.048577949
02/01/2013,92.01,-0.006283878
31/12/2012,92.59,0.035843767
28/12/2012,89.33,-0.013012473
27/12/2012,90.5,-0.001656086
26/12/2012,90.65,0.004643971
24/12/2012,90.23,-0.012226842
21/12/2012,91.34,-0.023372629
20/12/2012,93.5,-0.005120557
19/12/2012,93.98,-0.017509149
18/12/2012,95.64,0.009877142
17/12/2012,94.7,0.014893892
14/12/2012,93.3,0.007963025
13/12/2012,92.56,0.01996902
12/12/2012,90.73,0.052610967
11/12/2012,86.08,0.014981554
10/12/2012,84.8,-0.013819168
07/12/2012,85.98,-0.002207378
06/12/2012,86.17,0.033033557
05/12/2012,83.37,-0.038588484
04/12/2012,86.65,0.131143676
03/12/2012,76,-0.072443053
30/11/2012,81.71,0.004046851
29/11/2012,81.38,-0.010390656
28/11/2012,82.23,-0.0102838
27/11/2012,83.08,0.012353312
26/11/2012,82.06,-0.01078733
23/11/2012,82.95,-0.000602591
21/11/2012,83,0.007255171
20/11/2012,82.4,0.012701685
19/11/2012,81.36,0.005669928
16/11/2012,80.9,-0.007143767
15/11/2012,81.48,0.021084745
14/11/2012,79.78,0.002133133
13/11/2012,79.61,0.017997951
12/11/2012,78.19,0.003715809
09/11/2012,77.9,0.025087427
08/11/2012,75.97,-0.022259298
07/11/2012,77.68,0.017007875
06/11/2012,76.37,-0.024191077
05/11/2012,78.24,0.017275149
02/11/2012,76.9,-0.010220672
01/11/2012,77.69,-0.019754673
31/10/2012,79.24,0.130004052
26/10/2012,69.58,0.123277407
25/10/2012,61.51,0.022857198
24/10/2012,60.12,-0.126395212
23/10/2012,68.22,0.004996337
22/10/2012,67.88,0.04366191
19/10/2012,64.98,-0.03597184
18/10/2012,67.36,-0.017074304
17/10/2012,68.52,0.036713642
16/10/2012,66.05,0.019723902
15/10/2012,64.76,0.006662043
12/10/2012,64.33,-0.02532558
11/10/2012,65.98,0.007301523
10/10/2012,65.5,-0.00045791
09/10/2012,65.53,-0.115049425
08/10/2012,73.52,0.099453682
05/10/2012,66.56,-0.00165128
04/10/2012,66.67,0.063309338
03/10/2012,62.58,0.102913315
02/10/2012,56.46,0.007288273
01/10/2012,56.05,0.029144972
28/09/2012,54.44,-0.020184338
27/09/2012,55.55,0.007589483
26/09/2012,55.13,0.024420565
25/09/2012,53.8,-0.047018371
24/09/2012,56.39,-0.024523913
21/09/2012,57.79,-0.016305175
20/09/2012,58.74,0.02936815
19/09/2012,57.04,0.01733023
18/09/2012,56.06,-0.016979538
17/09/2012,57.02,-0.059571805
14/09/2012,60.52,0.042530878
13/09/2012,58,0.013714302
12/09/2012,57.21,0.000874355
11/09/2012,57.16,0.021932255
10/09/2012,55.92,-0.013146396
07/09/2012,56.66,0.000176507
06/09/2012,56.65,0.03028634
05/09/2012,54.96,-0.017495261
04/09/2012,55.93,-0.065566064
31/08/2012,59.72,-0.012645759
30/08/2012,60.48,-0.047781845
29/08/2012,63.44,0.007753817
28/08/2012,62.95,0.008935754
27/08/2012,62.39,-0.012266183
24/08/2012,63.16,-0.013992839
23/08/2012,64.05,-0.02085823
22/08/2012,65.4,-0.003053437
21/08/2012,65.6,0.020949626
20/08/2012,64.24,0.008598505
17/08/2012,63.69,-0.009687576
16/08/2012,64.31,0.016461922
15/08/2012,63.26,0.023997312
14/08/2012,61.76,0.03041247
13/08/2012,59.91,0.000166931
10/08/2012,59.9,0.033786424
09/08/2012,57.91,0.001901306
08/08/2012,57.8,-0.001728609
07/08/2012,57.9,0.019357131
06/08/2012,56.79,0.052044264
03/08/2012,53.91,0.000742253
02/08/2012,53.87,-0.011626965
01/08/2012,54.5,-0.042215519
31/07/2012,56.85,-0.015707129
30/07/2012,57.75,-0.020057242
27/07/2012,58.92,0.032953901
26/07/2012,57.01,-0.055773683
25/07/2012,60.28,-0.287889417
24/07/2012,80.39,0.005613437
23/07/2012,79.94,-0.023245359
20/07/2012,81.82,-0.015763634
19/07/2012,83.12,0.022508402
18/07/2012,81.27,-0.00625577
17/07/2012,81.78,-0.0145669
16/07/2012,82.98,-0.022874478
13/07/2012,84.9,-0.00082416
12/07/2012,84.97,0.039978915
11/07/2012,81.64,0.017421828
10/07/2012,80.23,-0.033822609
09/07/2012,82.99,0.013343235
06/07/2012,81.89,0.002078113
05/07/2012,81.72,0.12607725
03/07/2012,72.04,0.059922134
02/07/2012,67.85,-0.009388363
29/06/2012,68.49,0.016636379
28/06/2012,67.36,0.01299981
27/06/2012,66.49,-0.00465152
26/06/2012,66.8,-0.0034372
25/06/2012,67.03,-0.012306479
22/06/2012,67.86,0.030219203
21/06/2012,65.84,-0.034630326
20/06/2012,68.16,-0.024205834
19/06/2012,69.83,0.04540909
18/06/2012,66.73,0.014186776
15/06/2012,65.79,0.048744566
14/06/2012,62.66,-0.002709381
13/06/2012,62.83,-0.00301947
12/06/2012,63.02,0.00031741
11/06/2012,63,-0.04105054
08/06/2012,65.64,0.015351852
07/06/2012,64.64,-0.019001491
06/06/2012,65.88,0.016066446
05/06/2012,64.83,-0.002618811
04/06/2012,65,0.032046509
01/06/2012,62.95,-0.007753817
31/05/2012,63.44,-0.059659836
30/05/2012,67.34,-0.030708657
29/05/2012,69.44,-0.0111701
25/05/2012,70.22,-0.000711794
24/05/2012,70.27,-0.023070372
23/05/2012,71.91,0.060181458
22/05/2012,67.71,-0.057814593
21/05/2012,71.74,0.025124822
18/05/2012,69.96,-0.028325715
17/05/2012,71.97,-0.030514785
16/05/2012,74.2,-0.043255688
15/05/2012,77.48,0.006734032
14/05/2012,76.96,-0.005442543
11/05/2012,77.38,0.066245845
10/05/2012,72.42,-0.026301169
09/05/2012,74.35,0.02120509
08/05/2012,72.79,-0.009026319
07/05/2012,73.45,0.00422949
04/05/2012,73.14,-0.037963113
03/05/2012,75.97,-0.079181673
02/05/2012,82.23,0.010636447
01/05/2012,81.36,0.015108647
30/04/2012,80.14,-0.043941655
27/04/2012,83.74,-0.015757686
26/04/2012,85.07,-0.014934358
25/04/2012,86.35,-0.015285019
24/04/2012,87.68,-0.149709131
23/04/2012,101.84,-0.041073338
20/04/2012,106.11,-0.009193311
19/04/2012,107.09,0.00121467
18/04/2012,106.96,-0.0005608
17/04/2012,107.02,0.056411169
16/04/2012,101.15,-0.029419616
13/04/2012,104.17,-0.000863599
12/04/2012,104.26,0.043619401
11/04/2012,99.81,-0.020919813
10/04/2012,101.92,-0.045645507
09/04/2012,106.68,-0.035181822
05/04/2012,110.5,0.002174308
04/04/2012,110.26,-0.024192561
03/04/2012,112.96,-0.008901482
02/04/2012,113.97,-0.009344638
30/03/2012,115.04,-8.69225E-05
29/03/2012,115.05,-0.032158762
28/03/2012,118.81,-0.015533969
27/03/2012,120.67,-0.010879527
26/03/2012,121.99,0.01486525
23/03/2012,120.19,0.012221816
22/03/2012,118.73,-0.011472721
21/03/2012,120.1,0.043218703
20/03/2012,115.02,0.006017023
19/03/2012,114.33,0.03897234
16/03/2012,109.96,-0.001907964
15/03/2012,110.17,0.045686155
14/03/2012,105.25,-0.010397069
13/03/2012,106.35,0.001411433
12/03/2012,106.2,-0.027215723
09/03/2012,109.13,0.009760667
08/03/2012,108.07,0.027010927
07/03/2012,105.19,-0.018274812
06/03/2012,107.13,-0.033773973
05/03/2012,110.81,-0.037984293
02/03/2012,115.1,0.020628337
01/03/2012,112.75,0.018078173
29/02/2012,110.73,-0.023120869
28/02/2012,113.32,0.035113381
27/02/2012,109.41,-0.0204458
24/02/2012,111.67,-0.011751226
23/02/2012,112.99,0.005235382
22/02/2012,112.4,-0.04352297
21/02/2012,117.4,-0.037203873
17/02/2012,121.85,-0.000492288
16/02/2012,121.91,-0.00122966
15/02/2012,122.06,-0.008240572
14/02/2012,123.07,0.039529528
13/02/2012,118.3,-0.046493119
10/02/2012,123.93,-0.007316027
09/02/2012,124.84,0.006751352
08/02/2012,124,-0.030810759
07/02/2012,127.88,-0.010656189
06/02/2012,129.25,0.022059718
03/02/2012,126.43,0.01940723
02/02/2012,124,0.008341142
01/02/2012,122.97,0.022783401
31/01/2012,120.2,-0.042590812
30/01/2012,125.43,0.013161252
27/01/2012,123.79,0.064910187
26/01/2012,116.01,0.199378539
25/01/2012,95.04,0.02525306
24/01/2012,92.67,-0.013824364
23/01/2012,93.96,-0.064698151
20/01/2012,100.24,-0.031617754
19/01/2012,103.46,0.048722507
18/01/2012,98.54,0.039537386
17/01/2012,94.72,0.003595985
13/01/2012,94.38,0.023911502
12/01/2012,92.15,0
11/01/2012,92.15,-0.039158104
10/01/2012,95.83,-0.02422674
09/01/2012,98.18,0.129088812
06/01/2012,86.29,0.084475588
05/01/2012,79.3,-0.014397745
04/01/2012,80.45,0.107641964
03/01/2012,72.24,0.041693313
30/12/2011,69.29,-0.000144311
29/12/2011,69.3,0.001444044
28/12/2011,69.2,-0.020029282
27/12/2011,70.6,-0.028210221
23/12/2011,72.62,-0.016660224
22/12/2011,73.84,0.039643338
21/12/2011,70.97,-0.006040617
20/12/2011,71.4,0.061368946
19/12/2011,67.15,-0.038991579
16/12/2011,69.82,0.001433281
15/12/2011,69.72,-0.018755878
14/12/2011,71.04,-0.014949632
13/12/2011,72.11,-0.042756054
12/12/2011,75.26,0.059819405
09/12/2011,70.89,0.020954369
08/12/2011,69.42,-0.035935399
07/12/2011,71.96,0.054545997
06/12/2011,68.14,-0.028643648
05/12/2011,70.12,0.054962913
02/12/2011,66.37,-0.011981572
01/12/2011,67.17,0.040096487
30/11/2011,64.53,-0.046033866
29/11/2011,67.57,-0.034616604
28/11/2011,69.95,0.091087514
25/11/2011,63.86,-0.070140558
23/11/2011,68.5,-0.028069493
22/11/2011,70.45,-0.055493121
21/11/2011,74.47,-0.047081402
18/11/2011,78.06,0.020710033
17/11/2011,76.46,-0.059901183
16/11/2011,81.18,-0.06092891
15/11/2011,86.28,0.006511651
14/11/2011,85.72,-0.023405692
11/11/2011,87.75,0.030429837
10/11/2011,85.12,-0.033842809
09/11/2011,88.05,-0.027113469
08/11/2011,90.47,-0.003971323
07/11/2011,90.83,0.00895776
04/11/2011,90.02,-0.024903925
03/11/2011,92.29,0.101407395
02/11/2011,83.39,0.040377396
01/11/2011,80.09,-0.024543379
31/10/2011,82.08,-0.024787697
28/10/2011,84.14,0.039762814
27/10/2011,80.86,0.018220896
26/10/2011,79.4,0.02589926
25/10/2011,77.37,-0.429178942
24/10/2011,118.84,0.015262294
21/10/2011,117.04,0.048670554
20/10/2011,111.48,0.018651514
19/10/2011,109.42,-0.020981055
18/10/2011,111.74,-0.048815733
17/10/2011,117.33,0.011055518
14/10/2011,116.04,-0.008324442
13/10/2011,117.01,0.029399854
12/10/2011,113.62,0.044635806
11/10/2011,108.66,-0.026876504
10/10/2011,111.62,-0.048866952
07/10/2011,117.21,-0.050166476
06/10/2011,123.24,0.028643934
05/10/2011,119.76,0.041427555
04/10/2011,114.9,0.01446442
03/10/2011,113.25,-0.000176585
30/09/2011,113.27,0.000706527
29/09/2011,113.19,-0.116221019
28/09/2011,127.14,-0.002749089
27/09/2011,127.49,-0.036429272
26/09/2011,132.22,0.021867987
23/09/2011,129.36,0.006436875
22/09/2011,128.53,0.000233436
21/09/2011,128.5,-0.011836289
20/09/2011,130.03,-0.100310487
19/09/2011,143.75,-0.076574493
16/09/2011,155.19,-0.086726739
15/09/2011,169.25,-0.209568817
14/09/2011,208.71,-0.000191635
13/09/2011,208.75,-0.006208234
12/09/2011,210.05,0.029372673
09/09/2011,203.97,-0.034832628
08/09/2011,211.2,-0.022472856
07/09/2011,216,-0.012742542
06/09/2011,218.77,0.026212485
02/09/2011,213.11,-0.090388117
01/09/2011,233.27,-0.007431485
31/08/2011,235.01,-0.005389476
30/08/2011,236.28,0.048739378
29/08/2011,225.04,0.014096401
26/08/2011,221.89,0.027690703
25/08/2011,215.83,-0.000926226
24/08/2011,216.03,-0.016117161
23/08/2011,219.54,0.067500603
22/08/2011,205.21,0
19/08/2011,205.21,-0.058073047
18/08/2011,217.48,-0.065664427
17/08/2011,232.24,-0.028859582
16/08/2011,239.04,-0.029838198
15/08/2011,246.28,0.009300875
12/08/2011,244,0.003571946
11/08/2011,243.13,0.0450502
10/08/2011,232.42,-0.022883904
09/08/2011,237.8,0.048067129
08/08/2011,226.64,-0.061890405
05/08/2011,241.11,-0.019142878
04/08/2011,245.77,-0.056285492
03/08/2011,260,0.010827639
02/08/2011,257.2,-0.023743864
01/08/2011,263.38,-0.009860858
29/07/2011,265.99,-0.00236571
28/07/2011,266.62,-0.010447077
27/07/2011,269.42,0.009359977
26/07/2011,266.91,-0.053327491
25/07/2011,281.53,0.017738904
22/07/2011,276.58,0.002787887
21/07/2011,275.81,-0.020064922
20/07/2011,281.4,-0.020715014
19/07/2011,287.29,0.029280377
18/07/2011,279,-0.028026502
15/07/2011,286.93,0.001080987
14/07/2011,286.62,-0.041382859
13/07/2011,298.73,0.025289483
12/07/2011,291.27,0.001821275
11/07/2011,290.74,-0.015020423
08/07/2011,295.14,0.009258695
07/07/2011,292.42,0.005005324
06/07/2011,290.96,0.004581554
05/07/2011,289.63,0.07765458
01/07/2011,267.99,0.019975037
30/06/2011,262.69,-0.008528756
29/06/2011,264.94,-0.000566006
28/06/2011,265.09,0.018926328
27/06/2011,260.12,0.012222632
24/06/2011,256.96,0.004837335
23/06/2011,255.72,0.027996594
22/06/2011,248.66,-0.019868862
21/06/2011,253.65,0.032129025
20/06/2011,245.63,-0.000162833
17/06/2011,245.67,-0.014667819
16/06/2011,249.3,-0.030885911
15/06/2011,257.12,-0.015475466
14/06/2011,261.13,0.015086618
13/06/2011,257.22,-0.005428053
10/06/2011,258.62,-0.01515791
09/06/2011,262.57,0.001181335
08/06/2011,262.26,-0.005437793
07/06/2011,263.69,0.00418029
06/06/2011,262.59,-0.041438736
03/06/2011,273.7,0.0073341
02/06/2011,271.7,0.016476549
01/06/2011,267.26,-0.013158574
31/05/2011,270.8,0.023501483
27/05/2011,264.51,0.002877373
26/05/2011,263.75,0.016360596
25/05/2011,259.47,0.046826548
24/05/2011,247.6,-0.000928486
23/05/2011,247.83,0.007818078
20/05/2011,245.9,0.012975235
19/05/2011,242.73,0.000783069
18/05/2011,242.54,0.023359701
17/05/2011,236.94,-0.000632871
16/05/2011,237.09,-0.03900331
13/05/2011,246.52,0.003046987
12/05/2011,245.77,0.020969439
11/05/2011,240.67,0.012711858
10/05/2011,237.63,0.005147256
09/05/2011,236.41,0.029795284
06/05/2011,229.47,-0.003653926
05/05/2011,230.31,0.004874874
04/05/2011,229.19,-0.008904778
03/05/2011,231.24,-0.025405376
02/05/2011,237.19,0.019240367
29/04/2011,232.67,-0.007279923
28/04/2011,234.37,-0.006761236
27/04/2011,235.96,0.030333386
26/04/2011,228.91,-0.094789792
25/04/2011,251.67,-0.002183017
21/04/2011,252.22,0.031372753
20/04/2011,244.43,0.011852478
19/04/2011,241.55,0.03462273
18/04/2011,233.33,-0.009214689
15/04/2011,235.49,-0.005251801
14/04/2011,236.73,-0.008496728
13/04/2011,238.75,0.020437803
12/04/2011,233.92,0.024932039
11/04/2011,228.16,-0.028942455
08/04/2011,234.86,0.003839431
07/04/2011,233.96,-0.025363755
06/04/2011,239.97,-0.017596489
05/04/2011,244.23,-0.002004296
04/04/2011,244.72,0.010805142
01/04/2011,242.09,0.017963681
31/03/2011,237.78,-0.000714691
30/03/2011,237.95,0.002398335
29/03/2011,237.38,0.000252791
28/03/2011,237.32,0.031286655
25/03/2011,230.01,0.003833258
24/03/2011,229.13,0.00030555
23/03/2011,229.06,0.034058126
22/03/2011,221.39,0.039385142
21/03/2011,212.84,0.016294411
18/03/2011,209.4,-0.021262318
17/03/2011,213.9,0.000280544
16/03/2011,213.84,-0.015176066
15/03/2011,217.11,0.076104699
14/03/2011,201.2,-0.016464117
11/03/2011,204.54,0.022346194
10/03/2011,200.02,0.035778987
09/03/2011,192.99,-0.012666218
08/03/2011,195.45,-0.059344704
07/03/2011,207.4,-0.015880942
04/03/2011,210.72,0.035503258
03/03/2011,203.37,-0.00421983
02/03/2011,204.23,-0.001956661
01/03/2011,204.63,-0.009919848
28/02/2011,206.67,-0.027536277
25/02/2011,212.44,-0.012815292
24/02/2011,215.18,0.018669335
23/02/2011,211.2,-0.048068403
22/02/2011,221.6,-0.060879421
18/02/2011,235.51,-0.000509403
17/02/2011,235.63,-0.008830732
16/02/2011,237.72,-0.012831674
15/02/2011,240.79,-0.027687397
14/02/2011,247.55,0.068891887
11/02/2011,231.07,0.034652464
10/02/2011,223.2,0.004085395
09/02/2011,222.29,0.021186463
08/02/2011,217.63,-0.001790429
07/02/2011,218.02,-0.009358876
04/02/2011,220.07,0.039767962
03/02/2011,211.49,0.001088114
02/02/2011,211.26,-0.00773297
01/02/2011,212.9,-0.005527205
31/01/2011,214.08,-0.018053539
