Date,Close,ESRX
23/10/2013,63.85,-0.008266443
22/10/2013,64.38,0.001398928
21/10/2013,64.29,0.008278064
18/10/2013,63.76,-0.006565601
17/10/2013,64.18,0.003746492
16/10/2013,63.94,0.008165875
15/10/2013,63.42,0.005534048
14/10/2013,63.07,0.000158567
11/10/2013,63.06,0.008280302
10/10/2013,62.54,0.015956499
09/10/2013,61.55,-0.004053512
08/10/2013,61.8,-0.012861914
07/10/2013,62.6,0.001118837
04/10/2013,62.53,0.014497677
03/10/2013,61.63,-0.012576754
02/10/2013,62.41,-0.003518878
01/10/2013,62.63,0.013341032
30/09/2013,61.8,-0.00210135
27/09/2013,61.93,-0.009801637
26/09/2013,62.54,-0.001438045
25/09/2013,62.63,0.027354623
24/09/2013,60.94,-0.021750573
23/09/2013,62.28,0.003699835
20/09/2013,62.05,0.001774337
19/09/2013,61.94,-0.015220994
18/09/2013,62.89,-0.047509711
17/09/2013,65.95,0.002733072
16/09/2013,65.77,0.000608365
13/09/2013,65.73,0.001522534
12/09/2013,65.63,-0.007135838
11/09/2013,66.1,0.007440624
10/09/2013,65.61,0.01288559
09/09/2013,64.77,-0.011512906
06/09/2013,65.52,0.009199697
05/09/2013,64.92,0.005560719
04/09/2013,64.56,0.0009298
03/09/2013,64.5,0.0096589
30/08/2013,63.88,0.000469741
29/08/2013,63.85,-0.001564946
28/08/2013,63.95,-0.001250196
27/08/2013,64.03,-0.010718549
26/08/2013,64.72,-0.001852424
23/08/2013,64.84,0.002934592
22/08/2013,64.65,0.007919911
21/08/2013,64.14,-0.00776522
20/08/2013,64.64,0.005896061
19/08/2013,64.26,-0.005431844
16/08/2013,64.61,0.009954974
15/08/2013,63.97,-0.022566645
14/08/2013,65.43,0.000152847
13/08/2013,65.42,0.004289222
12/08/2013,65.14,-0.000613874
09/08/2013,65.18,-0.010682232
08/08/2013,65.88,-0.000758668
07/08/2013,65.93,-0.005143733
06/08/2013,66.27,0.006661645
05/08/2013,65.83,0.010383358
02/08/2013,65.15,-0.00627345
01/08/2013,65.56,0.000152544
31/07/2013,65.55,0.009349444
30/07/2013,64.94,-0.03018353
29/07/2013,66.93,-0.010847866
26/07/2013,67.66,0.013840536
25/07/2013,66.73,-0.00134781
24/07/2013,66.82,-0.006711935
23/07/2013,67.27,0.002977522
22/07/2013,67.07,0.008534902
19/07/2013,66.5,0.00045123
18/07/2013,66.47,0.00452353
17/07/2013,66.17,0.018917422
16/07/2013,64.93,-0.001385148
15/07/2013,65.02,-0.004297121
12/07/2013,65.3,0.008303907
11/07/2013,64.76,0.006972989
10/07/2013,64.31,0.007648519
09/07/2013,63.82,0.008655338
08/07/2013,63.27,0.005070523
05/07/2013,62.95,0.00925637
03/07/2013,62.37,-0.001121705
02/07/2013,62.44,0.008362866
01/07/2013,61.92,0.00291121
28/06/2013,61.74,-0.005974987
27/06/2013,62.11,0.011822957
26/06/2013,61.38,0.001956948
25/06/2013,61.26,-0.002282734
24/06/2013,61.4,-0.00907918
21/06/2013,61.96,0.01103549
20/06/2013,61.28,-0.017310147
19/06/2013,62.35,-0.00941822
18/06/2013,62.94,-0.000635324
17/06/2013,62.98,0.016651041
14/06/2013,61.94,-0.000968211
13/06/2013,62,0.001775769
12/06/2013,61.89,-0.00435309
11/06/2013,62.16,-0.009128096
10/06/2013,62.73,0.003673245
07/06/2013,62.5,0.014342362
06/06/2013,61.61,0.005533868
05/06/2013,61.27,-0.017473345
04/06/2013,62.35,-0.00830543
03/06/2013,62.87,0.012001104
31/05/2013,62.12,-0.023545472
30/05/2013,63.6,0.009320026
29/05/2013,63.01,-0.009320026
28/05/2013,63.6,0.014571053
24/05/2013,62.68,-0.003185731
23/05/2013,62.88,0.006221604
22/05/2013,62.49,0.019063582
21/05/2013,61.31,-0.000326158
20/05/2013,61.33,-0.00876629
17/05/2013,61.87,0.019091711
16/05/2013,60.7,-0.011140351
15/05/2013,61.38,0.007358385
14/05/2013,60.93,-0.01644051
13/05/2013,61.94,0.008756339
10/05/2013,61.4,-0.002927307
09/05/2013,61.58,0.004231088
08/05/2013,61.32,0.003266909
07/05/2013,61.12,0.01185004
06/05/2013,60.4,-0.019023204
03/05/2013,61.56,0.009138445
02/05/2013,61,0.022715061
01/05/2013,59.63,0.004369755
30/04/2013,59.37,0.015788461
29/04/2013,58.44,0.009110506
26/04/2013,57.91,-0.001552929
25/04/2013,58,0.023021596
24/04/2013,56.68,0.004066124
23/04/2013,56.45,0.018234327
22/04/2013,55.43,0.001444304
19/04/2013,55.35,-0.005045965
18/04/2013,55.63,0.000539423
17/04/2013,55.6,-0.010555604
16/04/2013,56.19,0.016689486
15/04/2013,55.26,-0.018645216
12/04/2013,56.3,-0.022828033
11/04/2013,57.6,-0.008815198
10/04/2013,58.11,0.013339306
09/04/2013,57.34,0.001221534
08/04/2013,57.27,0.004725659
05/04/2013,57,-0.007689657
04/04/2013,57.44,-0.002955239
03/04/2013,57.61,-0.014646596
02/04/2013,58.46,0.011353984
01/04/2013,57.8,0.003119046
28/03/2013,57.62,-0.007607229
27/03/2013,58.06,-0.006010149
26/03/2013,58.41,0.011536934
25/03/2013,57.74,-0.003285211
22/03/2013,57.93,-0.007052579
21/03/2013,58.34,-0.014464644
20/03/2013,59.19,0.000168962
19/03/2013,59.18,-0.000168962
18/03/2013,59.19,-0.009751254
15/03/2013,59.77,0.019939829
14/03/2013,58.59,-0.016084322
13/03/2013,59.54,0.002017486
12/03/2013,59.42,0.001178749
11/03/2013,59.35,0.009140213
08/03/2013,58.81,0.002042554
07/03/2013,58.69,0.008899597
06/03/2013,58.17,0.001031992
05/03/2013,58.11,0.003965864
04/03/2013,57.88,0.009024705
01/03/2013,57.36,0.007524753
28/02/2013,56.93,0.02706236
27/02/2013,55.41,0.005247456
26/02/2013,55.12,-0.001087942
25/02/2013,55.18,-0.008122055
22/02/2013,55.63,-0.011438909
21/02/2013,56.27,-0.017964555
20/02/2013,57.29,0.005425759
19/02/2013,56.98,0.025056842
15/02/2013,55.57,0.008493771
14/02/2013,55.1,-0.005971247
13/02/2013,55.43,0.019860359
12/02/2013,54.34,-0.012981259
11/02/2013,55.05,-0.012456159
08/02/2013,55.74,0.013183035
07/02/2013,55.01,0.005651277
06/02/2013,54.7,-0.017577693
05/02/2013,55.67,0.028422391
04/02/2013,54.11,-0.012853647
01/02/2013,54.81,0.025687451
31/01/2013,53.42,-0.005600164
30/01/2013,53.72,-0.003530618
29/01/2013,53.91,0.001485057
28/01/2013,53.83,-0.006111696
25/01/2013,54.16,0.014881227
24/01/2013,53.36,-0.008026175
23/01/2013,53.79,-0.013663433
22/01/2013,54.53,-0.011305737
18/01/2013,55.15,-0.003439229
17/01/2013,55.34,0.017315661
16/01/2013,54.39,0.005346128
15/01/2013,54.1,-0.010846692
14/01/2013,54.69,-0.016502324
11/01/2013,55.6,-0.004307257
10/01/2013,55.84,0.014611967
09/01/2013,55.03,0.019264883
08/01/2013,53.98,-0.009770563
07/01/2013,54.51,-0.008949014
04/01/2013,55,0.005469476
03/01/2013,54.7,-0.016679139
02/01/2013,55.62,0.029558802
31/12/2012,54,0.020013761
28/12/2012,52.93,-0.008091116
27/12/2012,53.36,0.000937471
26/12/2012,53.31,-0.00877772
24/12/2012,53.78,-0.008148193
21/12/2012,54.22,-0.007716371
20/12/2012,54.64,0.008823587
19/12/2012,54.16,-0.020468551
18/12/2012,55.28,-0.000723327
17/12/2012,55.32,0.010174506
14/12/2012,54.76,0.011756197
13/12/2012,54.12,-0.003320424
12/12/2012,54.3,-0.009713262
11/12/2012,54.83,0.005303112
10/12/2012,54.54,0.010135533
07/12/2012,53.99,0.002596441
06/12/2012,53.85,-0.008505968
05/12/2012,54.31,0.00665068
04/12/2012,53.95,0.008189139
03/12/2012,53.51,-0.006333851
30/11/2012,53.85,0.003907345
29/11/2012,53.64,0.020720274
28/11/2012,52.54,0.008793786
27/11/2012,52.08,0.015285196
26/11/2012,51.29,-0.018352684
23/11/2012,52.24,0.014460871
21/11/2012,51.49,-0.009086578
20/11/2012,51.96,-0.004225088
19/11/2012,52.18,0.000958681
16/11/2012,52.13,0.026631956
15/11/2012,50.76,0.014086137
14/11/2012,50.05,-0.018410893
13/11/2012,50.98,-0.018270673
12/11/2012,51.92,-0.027169905
09/11/2012,53.35,-0.026998681
08/11/2012,54.81,-0.002551022
07/11/2012,54.95,-0.003633065
06/11/2012,55.15,-0.131171402
05/11/2012,62.88,0.013771234
02/11/2012,62.02,-0.007709643
01/11/2012,62.5,0.015479187
31/10/2012,61.54,-0.01131051
26/10/2012,62.24,-0.015780992
25/10/2012,63.23,0.016102381
24/10/2012,62.22,0.004187476
23/10/2012,61.96,-0.019182174
22/10/2012,63.16,0.009545093
19/10/2012,62.56,-0.019470342
18/10/2012,63.79,-0.011688748
17/10/2012,64.54,-0.001702919
16/10/2012,64.65,0.014803543
15/10/2012,63.7,0.002200221
12/10/2012,63.56,0.007263572
11/10/2012,63.1,0.002697772
10/10/2012,62.93,0.005417477
09/10/2012,62.59,-0.024462673
08/10/2012,64.14,-0.012703502
05/10/2012,64.96,-0.007514797
04/10/2012,65.45,0.002600782
03/10/2012,65.28,0.022775793
02/10/2012,63.81,0.009289211
01/10/2012,63.22,0.00937631
28/09/2012,62.63,-0.025537327
27/09/2012,64.25,0.015686596
26/09/2012,63.25,0.006185096
25/09/2012,62.86,-0.002700772
24/09/2012,63.03,-0.005221944
21/09/2012,63.36,0.015267472
20/09/2012,62.4,-0.00925194
19/09/2012,62.98,0.000317612
18/09/2012,62.96,0.005734326
17/09/2012,62.6,-0.003826535
14/09/2012,62.84,-0.001431184
13/09/2012,62.93,0.010864462
12/09/2012,62.25,0.008712543
11/09/2012,61.71,-0.000647983
10/09/2012,61.75,-0.024791354
07/09/2012,63.3,-0.007083855
06/09/2012,63.75,0.014218249
05/09/2012,62.85,-0.003335719
04/09/2012,63.06,0.007001938
31/08/2012,62.62,0.014314679
30/08/2012,61.73,-0.001618647
29/08/2012,61.83,-0.001454546
28/08/2012,61.92,0.00032305
27/08/2012,61.9,0.002264274
24/08/2012,61.76,0.002918763
23/08/2012,61.58,0.014228713
22/08/2012,60.71,-0.005420958
21/08/2012,61.04,0.014355498
20/08/2012,60.17,-0.011402255
17/08/2012,60.86,-0.000492813
16/08/2012,60.89,0.000657138
15/08/2012,60.85,-0.00197012
14/08/2012,60.97,-0.011253483
13/08/2012,61.66,-0.004207807
10/08/2012,61.92,-0.009483315
09/08/2012,62.51,0.028888734
08/08/2012,60.73,0.08072904
07/08/2012,56.02,0.000714286
06/08/2012,55.98,-0.013132398
03/08/2012,56.72,0.009744076
02/08/2012,56.17,-0.01642131
01/08/2012,57.1,-0.014603876
31/07/2012,57.94,0.001554539
30/07/2012,57.85,-0.001727116
27/07/2012,57.95,0.019340267
26/07/2012,56.84,0.004231318
25/07/2012,56.6,-0.000529895
24/07/2012,56.63,-0.006687811
23/07/2012,57.01,-0.003502017
20/07/2012,57.21,-0.026732643
19/07/2012,58.76,0.018377503
18/07/2012,57.69,-0.004669269
17/07/2012,57.96,0.003629768
16/07/2012,57.75,0.006950506
13/07/2012,57.35,0.027578202
12/07/2012,55.79,-0.006788165
11/07/2012,56.17,0.014886832
10/07/2012,55.34,0.017867385
09/07/2012,54.36,0.005534048
06/07/2012,54.06,-0.007739121
05/07/2012,54.48,-0.009681325
03/07/2012,55.01,-0.006703531
02/07/2012,55.38,-0.008092842
29/06/2012,55.83,0.018803664
28/06/2012,54.79,0.023826042
27/06/2012,53.5,0.025749245
26/06/2012,52.14,0.004613618
25/06/2012,51.9,-0.020218121
22/06/2012,52.96,0.01063032
21/06/2012,52.4,-0.025251012
20/06/2012,53.74,-0.005011611
19/06/2012,54.01,0.004081638
18/06/2012,53.79,-0.010173028
15/06/2012,54.34,0.002026343
14/06/2012,54.23,0.021245674
13/06/2012,53.09,-0.003196994
12/06/2012,53.26,0.026444992
11/06/2012,51.87,-0.02512982
08/06/2012,53.19,0.00508907
07/06/2012,52.92,0.004355655
06/06/2012,52.69,0.022649721
05/06/2012,51.51,0.014076479
04/06/2012,50.79,0.002365465
01/06/2012,50.67,-0.029556886
31/05/2012,52.19,-0.006493529
30/05/2012,52.53,-0.020351183
29/05/2012,53.61,0.018449318
25/05/2012,52.63,0.018408957
24/05/2012,51.67,-0.000386997
23/05/2012,51.69,-0.010201224
22/05/2012,52.22,0.007882382
21/05/2012,51.81,0.018113262
18/05/2012,50.88,-0.009195017
17/05/2012,51.35,-0.026898836
16/05/2012,52.75,-0.014865266
15/05/2012,53.54,-0.016302695
14/05/2012,54.42,-0.012417983
11/05/2012,55.1,0.013889112
10/05/2012,54.34,0.008130126
09/05/2012,53.9,-0.024737862
08/05/2012,55.25,0.012750628
07/05/2012,54.55,0.005883451
04/05/2012,54.23,-0.037637878
03/05/2012,56.31,-0.006725689
02/05/2012,56.69,-0.001057828
01/05/2012,56.75,0.017061015
30/04/2012,55.79,-0.003757049
27/04/2012,56,-0.007117468
26/04/2012,56.4,-0.007419218
25/04/2012,56.82,-0.007015111
24/04/2012,57.22,0.004378674
23/04/2012,56.97,-0.015847088
20/04/2012,57.88,-0.011850718
19/04/2012,58.57,0.003249255
18/04/2012,58.38,-0.008018468
17/04/2012,58.85,0.035455508
16/04/2012,56.8,-0.003164003
13/04/2012,56.98,-0.009084619
12/04/2012,57.5,0.019847846
11/04/2012,56.37,0.011597953
10/04/2012,55.72,-0.010710563
09/04/2012,56.32,-0.01094837
05/04/2012,56.94,0.001054296
04/04/2012,56.88,-0.013793322
03/04/2012,57.67,0.038354087
02/04/2012,55.5,0.024071184
30/03/2012,54.18,0.019005603
29/03/2012,53.16,-0.013638698
28/03/2012,53.89,0.012698583
27/03/2012,53.21,-0.005809067
26/03/2012,53.52,0.015250225
23/03/2012,52.71,-0.0060526
22/03/2012,53.03,-0.00994473
21/03/2012,53.56,0.01467019
20/03/2012,52.78,-0.008301934
19/03/2012,53.22,-0.020826338
16/03/2012,54.34,0.000736377
15/03/2012,54.3,-0.011899454
14/03/2012,54.95,0.008957194
13/03/2012,54.46,0.019094101
12/03/2012,53.43,-0.013939451
09/03/2012,54.18,0.01675081
08/03/2012,53.28,0.006779687
07/03/2012,52.92,0.016768686
06/03/2012,52.04,-0.018467921
05/03/2012,53.01,-0.012000894
02/03/2012,53.65,0.012755754
01/03/2012,52.97,-0.006773309
29/02/2012,53.33,-0.008402626
28/02/2012,53.78,0.013666786
27/02/2012,53.05,0.012137452
24/02/2012,52.41,-0.003808803
23/02/2012,52.61,0.018803317
22/02/2012,51.63,-0.013084658
21/02/2012,52.31,0.002488278
17/02/2012,52.18,-0.007826708
16/02/2012,52.59,0.010129088
15/02/2012,52.06,-0.001151853
14/02/2012,52.12,0.045734592
13/02/2012,49.79,-0.007603078
10/02/2012,50.17,-0.002190145
09/02/2012,50.28,-0.009895193
08/02/2012,50.78,-0.004126959
07/02/2012,50.99,0.026228406
06/02/2012,49.67,-0.047379869
03/02/2012,52.08,0.006356566
02/02/2012,51.75,-0.00327964
01/02/2012,51.92,0.014746096
31/01/2012,51.16,-0.000586224
30/01/2012,51.19,-0.004871879
27/01/2012,51.44,-0.017726861
26/01/2012,52.36,-0.002289204
25/01/2012,52.48,0.014587591
24/01/2012,51.72,0.001160766
23/01/2012,51.66,-0.004635003
20/01/2012,51.9,0.018277779
19/01/2012,50.96,-0.008013333
18/01/2012,51.37,0.030437132
17/01/2012,49.83,0.013740366
13/01/2012,49.15,0.005713135
12/01/2012,48.87,0.000818833
11/01/2012,48.83,-0.017056251
10/01/2012,49.67,-0.003617367
09/01/2012,49.85,0.009270522
06/01/2012,49.39,0.018802925
05/01/2012,48.47,0.014337908
04/01/2012,47.78,0.016246797
03/01/2012,47.01,0.050610582
30/12/2011,44.69,0.007862559
29/12/2011,44.34,0.011112485
28/12/2011,43.85,-0.023885768
27/12/2011,44.91,-0.007542183
23/12/2011,45.25,-0.009238957
22/12/2011,45.67,0.025278508
21/12/2011,44.53,-0.000224542
20/12/2011,44.54,0.032400735
19/12/2011,43.12,-0.009233676
16/12/2011,43.52,0.003222097
15/12/2011,43.38,-0.007578403
14/12/2011,43.71,-0.015662561
13/12/2011,44.4,-0.020067563
12/12/2011,45.3,-0.015116949
09/12/2011,45.99,0.017548158
08/12/2011,45.19,-0.017548158
07/12/2011,45.99,-0.010598131
06/12/2011,46.48,0.006258788
05/12/2011,46.19,-0.009051786
02/12/2011,46.61,0.002362798
01/12/2011,46.5,0.018448706
30/11/2011,45.65,0.055163112
29/11/2011,43.2,0.002317498
28/11/2011,43.1,0.022288313
25/11/2011,42.15,-0.00803407
23/11/2011,42.49,0.001884571
22/11/2011,42.41,-0.00447007
21/11/2011,42.6,-0.03165333
18/11/2011,43.97,0.004558932
17/11/2011,43.77,-0.031484498
16/11/2011,45.17,-0.036090874
15/11/2011,46.83,-0.006809986
14/11/2011,47.15,-0.011178014
11/11/2011,47.68,0.01393898
10/11/2011,47.02,0.008972502
09/11/2011,46.6,-0.036245012
08/11/2011,48.32,0.025784889
07/11/2011,47.09,0.040742363
04/11/2011,45.21,0.02690142
03/11/2011,44.01,0.000909298
02/11/2011,43.97,-0.004538242
01/11/2011,44.17,-0.035583029
31/10/2011,45.77,-0.02011531
28/10/2011,46.7,0.020333818
27/10/2011,45.76,0.046977996
26/10/2011,43.66,0.126553634
25/10/2011,38.47,-0.050187927
24/10/2011,40.45,0.032921682
21/10/2011,39.14,0.018566805
20/10/2011,38.42,-0.03100825
19/10/2011,39.63,-0.027378514
18/10/2011,40.73,0.016087465
17/10/2011,40.08,-0.002491903
14/10/2011,40.18,-0.000746362
13/10/2011,40.21,-0.006692304
12/10/2011,40.48,-0.011055266
11/10/2011,40.93,0.003181209
10/10/2011,40.8,0.033394581
07/10/2011,39.46,-0.014091829
06/10/2011,40.02,0.107528448
05/10/2011,35.94,-0.007760571
04/10/2011,36.22,0.014180691
03/10/2011,35.71,-0.037377256
30/09/2011,37.07,-0.032380748
29/09/2011,38.29,-0.001044114
28/09/2011,38.33,-0.034614403
27/09/2011,39.68,0.009113987
26/09/2011,39.32,0.015635331
23/09/2011,38.71,-0.019949511
22/09/2011,39.49,-0.019310945
21/09/2011,40.26,-0.031057637
20/09/2011,41.53,0.006037936
19/09/2011,41.28,-0.000242219
16/09/2011,41.29,-0.005073087
15/09/2011,41.5,-0.030611003
14/09/2011,42.79,-0.026293028
13/09/2011,43.93,-0.010642011
12/09/2011,44.4,0.016578102
09/09/2011,43.67,-0.049367925
08/09/2011,45.88,-0.012131865
07/09/2011,46.44,0.022649052
06/09/2011,45.4,0.00132246
02/09/2011,45.34,-0.023971512
01/09/2011,46.44,-0.010709034
31/08/2011,46.94,0.002773335
30/08/2011,46.81,-0.002773335
29/08/2011,46.94,0.033578374
26/08/2011,45.39,0.021601998
25/08/2011,44.42,-0.041020084
24/08/2011,46.28,0.003896952
23/08/2011,46.1,0.017947516
22/08/2011,45.28,0.008650381
19/08/2011,44.89,-0.015473341
18/08/2011,45.59,-0.045243004
17/08/2011,47.7,-0.004184107
16/08/2011,47.9,-0.007073048
15/08/2011,48.24,0.032658543
12/08/2011,46.69,0.003217851
11/08/2011,46.54,0.031651665
10/08/2011,45.09,-0.053962163
09/08/2011,47.59,0.02424619
08/08/2011,46.45,-0.065009347
05/08/2011,49.57,-0.004227485
04/08/2011,49.78,-0.030272368
03/08/2011,51.31,-0.006604531
02/08/2011,51.65,-0.030131952
01/08/2011,53.23,-0.01916516
29/07/2011,54.26,0.001844679
28/07/2011,54.16,-0.006258073
27/07/2011,54.5,-0.03036012
26/07/2011,56.18,-0.008331166
25/07/2011,56.65,-0.011408636
22/07/2011,57.3,0.034443312
21/07/2011,55.36,0.052282527
20/07/2011,52.54,0.01321985
19/07/2011,51.85,0.002510381
18/07/2011,51.72,-0.004629638
15/07/2011,51.96,-0.009767386
14/07/2011,52.47,-0.01325275
13/07/2011,53.17,-0.004129135
12/07/2011,53.39,-0.00168429
11/07/2011,53.48,-0.020176529
08/07/2011,54.57,-0.004753208
07/07/2011,54.83,0.012479516
06/07/2011,54.15,0.009090128
05/07/2011,53.66,-0.005575186
01/07/2011,53.96,-0.000370576
30/06/2011,53.98,-0.000555607
29/06/2011,54.01,0.000555607
28/06/2011,53.98,0.010990145
27/06/2011,53.39,0.008464266
24/06/2011,52.94,-0.020935344
23/06/2011,54.06,-0.004245507
22/06/2011,54.29,-0.012811303
21/06/2011,54.99,0.003643655
20/06/2011,54.79,-0.01611332
17/06/2011,55.68,0.002517534
16/06/2011,55.54,0.003968975
15/06/2011,55.32,-0.023404373
14/06/2011,56.63,0.015482114
13/06/2011,55.76,-0.011589681
10/06/2011,56.41,-0.013382838
09/06/2011,57.17,0.011611672
08/06/2011,56.51,-0.003003801
07/06/2011,56.68,0.007615374
06/06/2011,56.25,-0.00849713
03/06/2011,56.73,-0.022829257
02/06/2011,58.04,-0.017252115
01/06/2011,59.05,-0.008599665
31/05/2011,59.56,0.018299392
27/05/2011,58.48,-0.017795572
26/05/2011,59.53,-0.008030828
25/05/2011,60.01,0.012239234
24/05/2011,59.28,-0.004208406
23/05/2011,59.53,-0.007530786
20/05/2011,59.98,-0.011108462
19/05/2011,60.65,0.008444458
18/05/2011,60.14,0
17/05/2011,60.14,0.009187403
16/05/2011,59.59,-0.005522564
13/05/2011,59.92,0.002171916
12/05/2011,59.79,0.011269146
11/05/2011,59.12,-0.010599914
10/05/2011,59.75,0.012801253
09/05/2011,58.99,0.018132553
06/05/2011,57.93,0.009191082
05/05/2011,57.4,-0.003304638
04/05/2011,57.59,-0.003466809
03/05/2011,57.79,0.001558577
02/05/2011,57.7,0.016777744
29/04/2011,56.74,0.000705219
28/04/2011,56.7,0.044355567
27/04/2011,54.24,0.00166067
26/04/2011,54.15,-0.022279957
25/04/2011,55.37,-0.014344876
21/04/2011,56.17,0.003924372
20/04/2011,55.95,0.009878841
19/04/2011,55.4,0.008702013
18/04/2011,54.92,-0.009423774
15/04/2011,55.44,0.006151639
14/04/2011,55.1,-0.01011204
13/04/2011,55.66,-0.006982393
12/04/2011,56.05,0.001785715
11/04/2011,55.95,-0.003568246
08/04/2011,56.15,0.000712631
07/04/2011,56.11,-0.006395474
06/04/2011,56.47,-0.007410055
05/04/2011,56.89,-0.000351494
04/04/2011,56.91,0.013088266
01/04/2011,56.17,0.010019765
31/03/2011,55.61,0.01266756
30/03/2011,54.91,-0.00834245
29/03/2011,55.37,0.00615944
28/03/2011,55.03,0.009677789
25/03/2011,54.5,0.004597709
24/03/2011,54.25,0.013921339
23/03/2011,53.5,0.012981087
22/03/2011,52.81,0.014495772
21/03/2011,52.05,-0.001152074
18/03/2011,52.11,-0.012017312
17/03/2011,52.74,0.017984032
16/03/2011,51.8,-0.01494567
15/03/2011,52.58,0.004192878
14/03/2011,52.36,-0.002670229
11/03/2011,52.5,-0.000761615
10/03/2011,52.54,-0.026668247
09/03/2011,53.96,-0.008856146
08/03/2011,54.44,-0.004215935
07/03/2011,54.67,-0.026711568
04/03/2011,56.15,-0.014849133
03/03/2011,56.99,0.008635176
02/03/2011,56.5,0.014619622
01/03/2011,55.68,-0.009651549
28/02/2011,56.22,0.014151602
25/02/2011,55.43,0.016920262
24/02/2011,54.5,0.014601498
23/02/2011,53.71,-0.016251512
22/02/2011,54.59,-0.039157301
18/02/2011,56.77,0
17/02/2011,56.77,-0.011384658
16/02/2011,57.42,-0.002435207
15/02/2011,57.56,-0.009681957
14/02/2011,58.12,-0.002577542
11/02/2011,58.27,0.013476362
10/02/2011,57.49,0.004882311
09/02/2011,57.21,0.003502017
08/02/2011,57.01,-0.001927627
07/02/2011,57.12,-0.000175055
04/02/2011,57.13,0.008967093
03/02/2011,56.62,-0.010715957
02/02/2011,57.23,-0.005923362
01/02/2011,57.57,0.021774346
31/01/2011,56.33,0.003022493
