Date,Close,MRO
27/12/2013,35.63,0.009871748
26/12/2013,35.28,0.000850702
24/12/2013,35.25,0.00198779
23/12/2013,35.18,0.000568666
20/12/2013,35.16,0.007135752
19/12/2013,34.91,0.005457431
18/12/2013,34.72,-0.003737247
17/12/2013,34.85,-0.021011562
16/12/2013,35.59,-0.005883194
13/12/2013,35.8,-0.010558587
12/12/2013,36.18,0.013635942
11/12/2013,35.69,-0.011422328
10/12/2013,36.1,-0.008550597
09/12/2013,36.41,-0.004111284
06/12/2013,36.56,0.006861561
05/12/2013,36.31,-0.011772894
04/12/2013,36.74,0.014254627
03/12/2013,36.22,-0.006604317
02/12/2013,36.46,0.011586337
29/11/2013,36.04,-0.005258072
27/11/2013,36.23,-0.015066714
26/11/2013,36.78,-0.004611428
25/11/2013,36.95,-0.017704325
22/11/2013,37.61,-0.008472383
21/11/2013,37.93,0.017821991
20/11/2013,37.26,0.008896136
19/11/2013,36.93,0.011438033
18/11/2013,36.51,-0.006007664
15/11/2013,36.73,0.008201249
14/11/2013,36.43,0.007715662
13/11/2013,36.15,0.009170552
12/11/2013,35.82,-0.013035825
11/11/2013,36.29,-0.00275179
08/11/2013,36.39,0.01830334
07/11/2013,35.73,-0.019950786
06/11/2013,36.45,0.021631459
05/11/2013,35.67,0.004777303
04/11/2013,35.5,0.006499952
01/11/2013,35.27,0.000283567
31/10/2013,35.26,-0.014080773
30/10/2013,35.76,-0.006411172
29/10/2013,35.99,-0.002220373
28/10/2013,36.07,0.013396795
25/10/2013,35.59,-0.000280938
24/10/2013,35.6,0.021292501
23/10/2013,34.85,-0.013679324
22/10/2013,35.33,0.009098726
21/10/2013,35.01,-0.007682496
18/10/2013,35.28,0.010829402
17/10/2013,34.9,0.000859969
16/10/2013,34.87,0.004599031
15/10/2013,34.71,-0.003451255
14/10/2013,34.83,-0.000860956
11/10/2013,34.86,-0.005720839
10/10/2013,35.06,0.024542881
09/10/2013,34.21,0.00146263
08/10/2013,34.16,-0.016260521
07/10/2013,34.72,-0.002014099
04/10/2013,34.79,0.021206314
03/10/2013,34.06,-0.015730007
02/10/2013,34.6,-0.012636584
01/10/2013,35.04,0.004576667
30/09/2013,34.88,-0.00057323
27/09/2013,34.9,-0.010829402
26/09/2013,35.28,-0.00508907
25/09/2013,35.46,-0.003097285
24/09/2013,35.57,0.00056243
23/09/2013,35.55,-0.009797139
20/09/2013,35.9,-0.014380779
19/09/2013,36.42,0.0005493
18/09/2013,36.4,0.012996174
17/09/2013,35.93,0.0131673
16/09/2013,35.46,-0.003097285
13/09/2013,35.57,-0.011460643
12/09/2013,35.98,-0.014075022
11/09/2013,36.49,0.019928697
10/09/2013,35.77,-0.013053928
09/09/2013,36.24,0.015292944
06/09/2013,35.69,-0.005588168
05/09/2013,35.89,0.010926009
04/09/2013,35.5,0.00933925
03/09/2013,35.17,0.021265169
30/08/2013,34.43,-0.003189795
29/08/2013,34.54,-0.001735609
28/08/2013,34.6,0.035896764
27/08/2013,33.38,0.001799101
26/08/2013,33.32,-0.001799101
23/08/2013,33.38,-0.002692597
22/08/2013,33.47,0.020221
21/08/2013,32.8,-0.013626252
20/08/2013,33.25,0.019435777
19/08/2013,32.61,-0.049359503
16/08/2013,34.26,-0.011319233
15/08/2013,34.65,0.001444044
14/08/2013,34.6,0.006960585
13/08/2013,34.36,-0.008404629
12/08/2013,34.65,0.002890175
09/08/2013,34.55,-0.003467209
08/08/2013,34.67,-0.013180707
07/08/2013,35.13,-0.048613932
06/08/2013,36.88,-0.02543304
05/08/2013,37.83,0.007162784
02/08/2013,37.56,0.00106553
01/08/2013,37.52,0.031404855
31/07/2013,36.36,0.002202644
30/07/2013,36.28,0.002760145
29/07/2013,36.18,-0.006336982
26/07/2013,36.41,-0.010654383
25/07/2013,36.8,-0.000271702
24/07/2013,36.81,-0.024685987
23/07/2013,37.73,0.013340646
22/07/2013,37.23,-0.006692569
19/07/2013,37.48,0.019669232
18/07/2013,36.75,0.005457039
17/07/2013,36.55,0.009898349
16/07/2013,36.19,-0.010445395
15/07/2013,36.57,-0.007355979
12/07/2013,36.84,0.005989672
11/07/2013,36.62,0.010431058
10/07/2013,36.24,-0.003580778
09/07/2013,36.37,0.014958728
08/07/2013,35.83,0.005878253
05/07/2013,35.62,0.012713831
03/07/2013,35.17,0.016339764
02/07/2013,34.6,-0.006625402
01/07/2013,34.83,0.007203604
28/06/2013,34.58,-0.015495289
27/06/2013,35.12,-0.006810469
26/06/2013,35.36,0.009947503
25/06/2013,35.01,0.037839206
24/06/2013,33.71,-0.016475807
21/06/2013,34.27,-0.000583431
20/06/2013,34.29,-0.039456233
19/06/2013,35.67,-0.010596864
18/06/2013,36.05,0.029844557
17/06/2013,34.99,0.017587306
14/06/2013,34.38,0.000290909
13/06/2013,34.37,0.028628191
12/06/2013,33.4,-0.018686589
11/06/2013,34.03,-0.019785341
10/06/2013,34.71,-0.000576037
07/06/2013,34.73,0.002883508
06/06/2013,34.63,0.016890326
05/06/2013,34.05,-0.025802272
04/06/2013,34.94,-0.014772996
03/06/2013,35.46,0.030639476
31/05/2013,34.39,-0.021858794
30/05/2013,35.15,-0.008780682
29/05/2013,35.46,-0.000563857
28/05/2013,35.48,0.009344539
24/05/2013,35.15,-0.002273374
23/05/2013,35.23,-0.004531302
22/05/2013,35.39,-0.019586524
21/05/2013,36.09,-0.008003354
20/05/2013,36.38,0.006342224
17/05/2013,36.15,0.02805233
16/05/2013,35.15,0.004276557
15/05/2013,35,-0.010798627
14/05/2013,35.38,0.026347458
13/05/2013,34.46,0.003197212
10/05/2013,34.35,-0.01244049
09/05/2013,34.78,0.001726619
08/05/2013,34.72,0.011296282
07/05/2013,34.33,0.022088956
06/05/2013,33.58,0.001490091
03/05/2013,33.53,0.032431998
02/05/2013,32.46,0.017716081
01/05/2013,31.89,-0.024164745
30/04/2013,32.67,0.002144937
29/04/2013,32.6,0.027364892
26/04/2013,31.72,-0.004717732
25/04/2013,31.87,0.015813106
24/04/2013,31.37,0.021915154
23/04/2013,30.69,0.00949426
22/04/2013,30.4,0.018257769
19/04/2013,29.85,-0.008672503
18/04/2013,30.11,0.00399335
17/04/2013,29.99,-0.035056825
16/04/2013,31.06,0.014267427
15/04/2013,30.62,-0.060816712
12/04/2013,32.54,-0.037990701
11/04/2013,33.8,-0.003249154
10/04/2013,33.91,0.013060441
09/04/2013,33.47,0.019002231
08/04/2013,32.84,0.011022769
05/04/2013,32.48,-0.006444705
04/04/2013,32.69,-0.015179405
03/04/2013,33.19,-0.011384185
02/04/2013,33.57,-0.000893256
01/04/2013,33.6,-0.003565066
28/03/2013,33.72,-0.008563466
27/03/2013,34.01,-0.001762633
26/03/2013,34.07,0.010326099
25/03/2013,33.72,-0.012964236
22/03/2013,34.16,0.000292783
21/03/2013,34.15,-0.013091096
20/03/2013,34.6,0.018670321
19/03/2013,33.96,-0.029593108
18/03/2013,34.98,-0.002569595
15/03/2013,35.07,0.008878764
14/03/2013,34.76,0.01128321
13/03/2013,34.37,0.008766859
12/03/2013,34.07,0.010326099
11/03/2013,33.72,0.006247231
08/03/2013,33.51,0.005086024
07/03/2013,33.34,0.017854915
06/03/2013,32.75,0.00643286
05/03/2013,32.54,0.005238034
04/03/2013,32.37,-0.015936592
01/03/2013,32.89,-0.018376779
28/02/2013,33.5,0.002390916
27/02/2013,33.42,0.016898411
26/02/2013,32.86,-0.002431612
25/02/2013,32.94,-0.052340105
22/02/2013,34.71,0.00955283
21/02/2013,34.38,-0.005511254
20/02/2013,34.57,-0.032444508
19/02/2013,35.71,0.029844477
15/02/2013,34.66,-0.019429183
14/02/2013,35.34,0.010810916
13/02/2013,34.96,0.010061893
12/02/2013,34.61,0.008705801
11/02/2013,34.31,-0.006391655
08/02/2013,34.53,0.015467987
07/02/2013,34,-0.01169604
06/02/2013,34.4,-0.009259325
05/02/2013,34.72,0.015967824
04/02/2013,34.17,-0.001169933
01/02/2013,34.21,0.017694357
31/01/2013,33.61,0.001786778
30/01/2013,33.55,-0.011262715
29/01/2013,33.93,0.012157303
28/01/2013,33.52,-0.007726636
25/01/2013,33.78,0.000296077
24/01/2013,33.77,0.003262646
23/01/2013,33.66,0.003571432
22/01/2013,33.54,0.013809886
18/01/2013,33.08,-0.00241546
17/01/2013,33.16,0.025658097
16/01/2013,32.32,0.012140227
15/01/2013,31.93,-0.00406314
14/01/2013,32.06,-0.002803304
11/01/2013,32.15,-0.004035393
10/01/2013,32.28,0.019709695
09/01/2013,31.65,-0.009120994
08/01/2013,31.94,0.002821761
07/01/2013,31.85,-0.005010972
04/01/2013,32.01,0.013207739
03/01/2013,31.59,-0.001897534
02/01/2013,31.65,0.031779275
31/12/2012,30.66,0.028114966
28/12/2012,29.81,-0.016963653
27/12/2012,30.32,-0.004935032
26/12/2012,30.47,-0.007194276
24/12/2012,30.69,-0.01166194
21/12/2012,31.05,-0.013118089
20/12/2012,31.46,0.007337726
19/12/2012,31.23,-0.001599744
18/12/2012,31.28,0.018716261
17/12/2012,30.7,-0.003901175
14/12/2012,30.82,0.020653086
13/12/2012,30.19,-0.010543755
12/12/2012,30.51,0.009550542
11/12/2012,30.22,-0.004621996
10/12/2012,30.36,-0.018277271
07/12/2012,30.92,0.006489315
06/12/2012,30.72,0.008171315
05/12/2012,30.47,0.014212766
04/12/2012,30.04,-0.024984863
03/12/2012,30.8,-0.00162206
30/11/2012,30.85,0.005199882
29/11/2012,30.69,-0.012305855
28/11/2012,31.07,0.000966028
27/11/2012,31.04,0.001289491
26/11/2012,31,-0.029558802
23/11/2012,31.93,0.013558461
21/11/2012,31.5,0
20/11/2012,31.5,0.011815561
19/11/2012,31.13,0.008711138
16/11/2012,30.86,0.01075104
15/11/2012,30.53,0.015847146
14/11/2012,30.05,-0.003653882
13/11/2012,30.16,-0.002318266
12/11/2012,30.23,-0.006922724
09/11/2012,30.44,0.019237741
08/11/2012,29.86,-0.003343367
07/11/2012,29.96,-0.040875398
06/11/2012,31.21,0.022684058
05/11/2012,30.51,0.018525174
02/11/2012,29.95,-0.013925954
01/11/2012,30.37,0.010259895
31/10/2012,30.06,0.005002512
26/10/2012,29.91,-0.009649052
25/10/2012,30.2,0.011322132
24/10/2012,29.86,0.010097696
23/10/2012,29.56,-0.017770795
22/10/2012,30.09,-0.016480268
19/10/2012,30.59,-0.020706013
18/10/2012,31.23,-0.003196934
17/10/2012,31.33,0.02226976
16/10/2012,30.64,0.025451713
15/10/2012,29.87,0.016540461
12/10/2012,29.38,0.002726655
11/10/2012,29.3,-0.00883458
10/10/2012,29.56,-0.001352265
09/10/2012,29.6,0
08/10/2012,29.6,0.002029084
05/10/2012,29.54,-0.010104498
04/10/2012,29.84,0.014515023
03/10/2012,29.41,-0.015854608
02/10/2012,29.88,0.00100452
01/10/2012,29.85,0.009424506
28/09/2012,29.57,-0.015103492
27/09/2012,30.02,0.015103492
26/09/2012,29.57,-0.015436548
25/09/2012,30.03,-0.010270092
24/09/2012,30.34,-0.014398154
21/09/2012,30.78,0.012751521
20/09/2012,30.39,-0.000329001
19/09/2012,30.4,0.002964917
18/09/2012,30.31,-0.016036999
17/09/2012,30.8,-0.009371534
14/09/2012,31.09,0.040701384
13/09/2012,29.85,0.026822182
12/09/2012,29.06,-0.005490748
11/09/2012,29.22,0.026002505
10/09/2012,28.47,-0.004905406
07/09/2012,28.61,0.011601466
06/09/2012,28.28,0.039673432
05/09/2012,27.18,-0.009884759
04/09/2012,27.45,-0.013389019
31/08/2012,27.82,0.02033476
30/08/2012,27.26,-0.014928368
29/08/2012,27.67,-0.010426124
28/08/2012,27.96,0.012234769
27/08/2012,27.62,-0.007933687
24/08/2012,27.84,0.005041422
23/08/2012,27.7,0.000722282
22/08/2012,27.68,0.024132798
21/08/2012,27.02,-0.00516797
20/08/2012,27.16,0.002211575
17/08/2012,27.1,-0.009548365
16/08/2012,27.36,-0.004376375
15/08/2012,27.48,0.003645647
14/08/2012,27.38,-0.006189716
13/08/2012,27.55,-0.012624153
10/08/2012,27.9,0.011173301
09/08/2012,27.59,0.000362516
08/08/2012,27.58,0.006547859
07/08/2012,27.4,0.025504986
06/08/2012,26.71,-0.000374322
03/08/2012,26.72,0.037754722
02/08/2012,25.73,-0.030241539
01/08/2012,26.52,0.001887149
31/07/2012,26.47,-0.01611427
30/07/2012,26.9,-0.004821074
27/07/2012,27.03,0.027378421
26/07/2012,26.3,0.037184764
25/07/2012,25.34,-0.003152091
24/07/2012,25.42,-0.020635344
23/07/2012,25.95,-0.022481419
20/07/2012,26.54,-0.007881444
19/07/2012,26.75,0.00637542
18/07/2012,26.58,0.021677974
17/07/2012,26.01,0.016670283
16/07/2012,25.58,0.028148538
13/07/2012,24.87,0.024421238
12/07/2012,24.27,-0.015130119
11/07/2012,24.64,0.022574322
10/07/2012,24.09,-0.018915038
09/07/2012,24.55,-0.016562689
06/07/2012,24.96,-0.020226745
05/07/2012,25.47,-0.02097979
03/07/2012,26.01,0.027676684
02/07/2012,25.3,-0.010615394
29/06/2012,25.57,0.036237292
28/06/2012,24.66,0.010599365
27/06/2012,24.4,0.016529302
26/06/2012,24,0.013000812
25/06/2012,23.69,-0.002108371
22/06/2012,23.74,0.017850028
21/06/2012,23.32,-0.057086942
20/06/2012,24.69,-0.004848494
19/06/2012,24.81,0.024481027
18/06/2012,24.21,-0.026896487
15/06/2012,24.87,0.010509393
14/06/2012,24.61,0.005704987
13/06/2012,24.47,-0.01178157
12/06/2012,24.76,0.013826979
11/06/2012,24.42,-0.024672637
08/06/2012,25.03,0.001199281
07/06/2012,25,0.001601281
06/06/2012,24.96,0.039637467
05/06/2012,23.99,0.006272235
04/06/2012,23.84,-0.002095119
01/06/2012,23.89,-0.041809368
31/05/2012,24.91,0.002009243
30/05/2012,24.86,-0.026202372
29/05/2012,25.52,0.009053398
25/05/2012,25.29,0.016344793
24/05/2012,24.88,0.014575157
23/05/2012,24.52,0.007778954
22/05/2012,24.33,-0.007778954
21/05/2012,24.52,0.016033231
18/05/2012,24.13,-0.001242493
17/05/2012,24.16,-0.014382824
16/05/2012,24.51,-0.0121656
15/05/2012,24.81,-0.025468945
14/05/2012,25.45,-0.028280017
11/05/2012,26.18,-0.03010009
10/05/2012,26.98,0.020217836
09/05/2012,26.44,0.010264298
08/05/2012,26.17,-0.00571539
07/05/2012,26.32,-0.018072781
04/05/2012,26.8,-0.03122384
03/05/2012,27.65,-0.043523586
02/05/2012,28.88,-0.04436143
01/05/2012,30.19,0.028558971
30/04/2012,29.34,-0.012531917
27/04/2012,29.71,-0.006374791
26/04/2012,29.9,0.02061232
25/04/2012,29.29,-0.00340832
24/04/2012,29.39,0
23/04/2012,29.39,-0.002718316
20/04/2012,29.47,0.002038044
19/04/2012,29.41,-0.003394436
18/04/2012,29.51,-0.001016088
17/04/2012,29.54,0.00203321
16/04/2012,29.48,-0.007434978
13/04/2012,29.7,-0.021319928
12/04/2012,30.34,0.037271395
11/04/2012,29.23,-0.000683995
10/04/2012,29.25,-0.02997362
09/04/2012,30.14,-0.013184107
05/04/2012,30.54,-0.013012545
04/04/2012,30.94,-0.022688303
03/04/2012,31.65,-0.018159547
02/04/2012,32.23,0.016581015
30/03/2012,31.7,-0.001576044
29/03/2012,31.75,0.002522865
28/03/2012,31.67,-0.011615262
27/03/2012,32.04,-0.014562612
26/03/2012,32.51,0.001539172
23/03/2012,32.46,0.007421184
22/03/2012,32.22,-0.031166592
21/03/2012,33.24,-0.017298373
20/03/2012,33.82,-0.019617083
19/03/2012,34.49,-0.003473231
16/03/2012,34.61,0.028129602
15/03/2012,33.65,-0.000594177
14/03/2012,33.67,-0.009459131
13/03/2012,33.99,0.009459131
12/03/2012,33.67,0.009849356
09/03/2012,33.34,-0.005682683
08/03/2012,33.53,0.016842503
07/03/2012,32.97,0.016822541
06/03/2012,32.42,-0.031575179
05/03/2012,33.46,-0.00179158
02/03/2012,33.52,-0.021836217
01/03/2012,34.26,0.010858507
29/02/2012,33.89,-0.033940894
28/02/2012,35.06,0.000856042
27/02/2012,35.03,0.000571102
24/02/2012,35.01,0.004867583
23/02/2012,34.84,0.013000328
22/02/2012,34.39,-0.004931119
21/02/2012,34.56,0.02312411
17/02/2012,33.77,0.005344431
16/02/2012,33.59,0.028383548
15/02/2012,32.65,-0.009753201
14/02/2012,32.97,-0.008155913
13/02/2012,33.24,0.002711253
10/02/2012,33.15,0.016730428
09/02/2012,32.6,-0.002756932
08/02/2012,32.69,-0.01427511
07/02/2012,33.16,0.007871672
06/02/2012,32.9,0.018405428
03/02/2012,32.3,0.027304379
02/02/2012,31.43,-0.004761158
01/02/2012,31.58,0.006034638
31/01/2012,31.39,0.013793322
30/01/2012,30.96,-0.009003276
27/01/2012,31.24,-0.009557257
26/01/2012,31.54,-0.032135038
25/01/2012,32.57,0.011735774
24/01/2012,32.19,-0.001241851
23/01/2012,32.23,0.005912574
20/01/2012,32.04,0.002187159
19/01/2012,31.97,0.002191953
18/01/2012,31.9,0.030556165
17/01/2012,30.94,0.015307252
13/01/2012,30.47,-0.005890069
12/01/2012,30.65,0.002286462
11/01/2012,30.58,-0.016218325
10/01/2012,31.08,0.014258181
09/01/2012,30.64,-0.001630524
06/01/2012,30.69,-0.018402456
05/01/2012,31.26,0.007384847
04/01/2012,31.03,0.00225843
03/01/2012,30.96,0.056132948
30/12/2011,29.27,-0.001024415
29/12/2011,29.3,0.016171004
28/12/2011,28.83,-0.017535261
27/12/2011,29.34,0.004098366
23/12/2011,29.22,0.011704092
22/12/2011,28.88,0.025957262
21/12/2011,28.14,0.023006047
20/12/2011,27.5,0.038929846
19/12/2011,26.45,-0.034556662
16/12/2011,27.38,0.011017372
15/12/2011,27.08,0.003329021
14/12/2011,26.99,-0.023797572
13/12/2011,27.64,0.011644964
12/12/2011,27.32,-0.036302279
09/12/2011,28.33,0.034839221
08/12/2011,27.36,-0.037659103
07/12/2011,28.41,-0.002460891
06/12/2011,28.48,-0.001754079
05/12/2011,28.53,0.026999864
02/12/2011,27.77,0.001802127
01/12/2011,27.72,-0.008620743
30/11/2011,27.96,0.052875752
29/11/2011,26.52,0.020572154
28/11/2011,25.98,0.052144514
25/11/2011,24.66,-0.007272759
23/11/2011,24.84,-0.046025822
22/11/2011,26.01,-0.01108786
21/11/2011,26.3,0.00648486
18/11/2011,26.13,-0.012550079
17/11/2011,26.46,-0.04326798
16/11/2011,27.63,-0.004693997
15/11/2011,27.76,0.003247342
14/11/2011,27.67,-0.02357252
11/11/2011,28.33,0.035936314
10/11/2011,27.33,0.017346809
09/11/2011,26.86,-0.050809186
08/11/2011,28.26,0.026534364
07/11/2011,27.52,0.017965653
04/11/2011,27.03,0.010786789
03/11/2011,26.74,0.027679492
02/11/2011,26.01,0.024519617
01/11/2011,25.38,-0.025288257
31/10/2011,26.03,-0.071882788
28/10/2011,27.97,0.007536372
27/10/2011,27.76,0.052507439
26/10/2011,26.34,0.023042494
25/10/2011,25.74,-0.020000667
24/10/2011,26.26,0.017284855
21/10/2011,25.81,0.038306757
20/10/2011,24.84,0.007678357
19/10/2011,24.65,-0.007678357
18/10/2011,24.84,0.041090415
17/10/2011,23.84,-0.029347012
14/10/2011,24.55,0.037348739
13/10/2011,23.65,0.006788316
12/10/2011,23.49,-0.002551022
11/10/2011,23.55,-0.014752638
10/10/2011,23.9,0.059030704
07/10/2011,22.53,-0.029304524
06/10/2011,23.2,0.024434025
05/10/2011,22.64,0.070919259
04/10/2011,21.09,0.039657034
03/10/2011,20.27,-0.062624999
30/09/2011,21.58,-0.033716178
29/09/2011,22.32,0.007645641
28/09/2011,22.15,-0.044589156
27/09/2011,23.16,-0.003017894
26/09/2011,23.23,0.051678533
23/09/2011,22.06,0.000453412
22/09/2011,22.05,-0.073427469
21/09/2011,23.73,-0.042893173
20/09/2011,24.77,-0.016019566
19/09/2011,25.17,-0.006336655
16/09/2011,25.33,-0.014112347
15/09/2011,25.69,0.042136599
14/09/2011,24.63,0.002032108
13/09/2011,24.58,0.007759892
12/09/2011,24.39,-0.017476568
09/09/2011,24.82,-0.038724712
08/09/2011,25.8,-0.027147528
07/09/2011,26.51,0.056648193
06/09/2011,25.05,-0.02872517
02/09/2011,25.78,-0.038056343
01/09/2011,26.78,-0.005214165
31/08/2011,26.92,0.015724772
30/08/2011,26.5,0.003402007
29/08/2011,26.41,0.019885933
26/08/2011,25.89,0.027409703
25/08/2011,25.19,-0.020043902
24/08/2011,25.7,-0.011220857
23/08/2011,25.99,0.026907453
22/08/2011,25.3,0.005151587
19/08/2011,25.17,-0.016548841
18/08/2011,25.59,-0.069435655
17/08/2011,27.43,0.011734641
16/08/2011,27.11,-0.01573683
15/08/2011,27.54,0.032850343
12/08/2011,26.65,0.008289422
11/08/2011,26.43,0.044090668
10/08/2011,25.29,-0.007092228
09/08/2011,25.47,0.08604814
08/08/2011,23.37,-0.111248156
05/08/2011,26.12,0.039833458
04/08/2011,25.1,-0.096034293
03/08/2011,27.63,-0.052523084
02/08/2011,29.12,-0.050881122
01/08/2011,30.64,-0.010712649
29/07/2011,30.97,-0.00386723
28/07/2011,31.09,-0.013101322
27/07/2011,31.5,-0.026008046
26/07/2011,32.33,-0.004628924
25/07/2011,32.48,0.014576161
22/07/2011,32.01,0.000625
21/07/2011,31.99,0.030468876
20/07/2011,31.03,-0.006424693
19/07/2011,31.23,-0.005428722
18/07/2011,31.4,-0.008877674
15/07/2011,31.68,0.012067469
14/07/2011,31.3,-0.013013991
13/07/2011,31.71,0.006009824
12/07/2011,31.52,-0.015426089
11/07/2011,32.01,-0.020408872
08/07/2011,32.67,-0.013076057
07/07/2011,33.1,0.008799935
06/07/2011,32.81,-0.037683885
05/07/2011,34.07,0.033425971
01/07/2011,32.95,-0.469244616
30/06/2011,52.68,0.020132978
29/06/2011,51.63,0.004853907
28/06/2011,51.38,0.046204953
27/06/2011,49.06,-0.009938222
24/06/2011,49.55,-0.040926934
23/06/2011,51.62,-0.022412585
22/06/2011,52.79,0.012197597
21/06/2011,52.15,0.020339684
20/06/2011,51.1,0.010030569
17/06/2011,50.59,-0.011790272
16/06/2011,51.19,0.008238572
15/06/2011,50.77,-0.024130379
14/06/2011,52.01,0.043621847
13/06/2011,49.79,-0.009196386
10/06/2011,50.25,-0.017751945
09/06/2011,51.15,0.005489134
08/06/2011,50.87,-0.006466173
07/06/2011,51.2,0.011985604
06/06/2011,50.59,-0.023636221
03/06/2011,51.8,-0.013613478
02/06/2011,52.51,-0.002662611
01/06/2011,52.65,-0.028461011
31/05/2011,54.17,0.014878459
27/05/2011,53.37,-0.003927074
26/05/2011,53.58,0.015422536
25/05/2011,52.76,0.016819968
24/05/2011,51.88,0.027356141
23/05/2011,50.48,-0.014162314
20/05/2011,51.2,-0.01396454
19/05/2011,51.92,0.00753991
18/05/2011,51.53,0.029541337
17/05/2011,50.03,-0.005183425
16/05/2011,50.29,-0.015978247
13/05/2011,51.1,-0.001368926
12/05/2011,51.17,0.006666691
11/05/2011,50.83,-0.030992215
10/05/2011,52.43,0.004588041
09/05/2011,52.19,0.051505094
06/05/2011,49.57,0.000403551
05/05/2011,49.55,-0.03956995
04/05/2011,51.55,-0.019403164
03/05/2011,52.56,-0.01604262
02/05/2011,53.41,-0.011726519
29/04/2011,54.04,0.026818297
28/04/2011,52.61,-0.000570071
27/04/2011,52.64,-0.000379867
26/04/2011,52.66,0.001330166
25/04/2011,52.59,-0.023490698
21/04/2011,53.84,0.00970519
20/04/2011,53.32,0.039010683
19/04/2011,51.28,0.003712029
18/04/2011,51.09,-0.004686593
15/04/2011,51.33,0.003121954
14/04/2011,51.17,0.016552102
13/04/2011,50.33,0.00298478
12/04/2011,50.18,-0.03119429
11/04/2011,51.77,-0.018942497
08/04/2011,52.76,-0.004538586
07/04/2011,53,0.001888575
06/04/2011,52.9,-0.009969047
05/04/2011,53.43,0.006383799
04/04/2011,53.09,-0.00862721
01/04/2011,53.55,0.004491866
31/03/2011,53.31,0.006775859
30/03/2011,52.95,0.013882509
29/03/2011,52.22,0.020898593
28/03/2011,51.14,-0.010890812
25/03/2011,51.7,0.01894033
24/03/2011,50.73,0.003356702
23/03/2011,50.56,-0.012774076
22/03/2011,51.21,-0.012227227
21/03/2011,51.84,0.043163662
18/03/2011,49.65,0.002217966
17/03/2011,49.54,0.016485567
16/03/2011,48.73,-0.004913009
15/03/2011,48.97,-0.014193263
14/03/2011,49.67,-0.010016109
11/03/2011,50.17,0.03199949
10/03/2011,48.59,-0.02097623
09/03/2011,49.62,-0.011222563
08/03/2011,50.18,-0.024410661
07/03/2011,51.42,-0.004656586
04/03/2011,51.66,-0.019172366
03/03/2011,52.66,0.033404013
02/03/2011,50.93,0.003540523
01/03/2011,50.75,0.022920784
28/02/2011,49.6,0.019955865
25/02/2011,48.62,0.010129286
24/02/2011,48.13,-0.021581353
23/02/2011,49.18,0.030346017
22/02/2011,47.71,-0.03703365
18/02/2011,49.51,-0.011447057
17/02/2011,50.08,0.015494827
16/02/2011,49.31,0.025468618
15/02/2011,48.07,-0.020181904
14/02/2011,49.05,0.053818073
11/02/2011,46.48,0.001076311
10/02/2011,46.43,0.001940283
09/02/2011,46.34,0.001295617
08/02/2011,46.28,-0.002589557
07/02/2011,46.4,0.011706182
04/02/2011,45.86,-0.001960571
03/02/2011,45.95,0.00130662
02/02/2011,45.89,-0.015353313
01/02/2011,46.6,0.019502243
31/01/2011,45.7,0.020783414
28/01/2011,44.76,0.002236637
