Date,Close,SNI
29/05/2013,68.73,-0.018452304
28/05/2013,70.01,0.017434344
24/05/2013,68.8,0.00539242
23/05/2013,68.43,0.008069885
22/05/2013,67.88,-0.014334018
21/05/2013,68.86,0.008312115
20/05/2013,68.29,-0.011067537
17/05/2013,69.05,0.01062833
16/05/2013,68.32,-0.004672906
15/05/2013,68.64,0.007311043
14/05/2013,68.14,-0.005123337
13/05/2013,68.49,-0.007273817
10/05/2013,68.99,0.001160261
09/05/2013,68.91,-0.002753425
08/05/2013,69.1,0.002753425
07/05/2013,68.91,0.0018883
06/05/2013,68.78,-0.007676191
03/05/2013,69.31,0.008403411
02/05/2013,68.73,0.028482705
01/05/2013,66.8,0.003298848
30/04/2013,66.58,0.002857789
29/04/2013,66.39,-0.00405863
26/04/2013,66.66,0.004962789
25/04/2013,66.33,-0.003912133
24/04/2013,66.59,-0.012535607
23/04/2013,67.43,-0.000889416
22/04/2013,67.49,0.006689983
19/04/2013,67.04,0.007486186
18/04/2013,66.54,-0.012693368
17/04/2013,67.39,-0.002519453
16/04/2013,67.56,0.018826195
15/04/2013,66.3,-0.026787316
12/04/2013,68.1,-0.002639685
11/04/2013,68.28,0.015051192
10/04/2013,67.26,0.01452665
09/04/2013,66.29,-0.009010423
08/04/2013,66.89,0.0141526
05/04/2013,65.95,0.010364367
04/04/2013,65.27,0.016996701
03/04/2013,64.17,0.003121588
02/04/2013,63.97,0.002661033
01/04/2013,63.8,-0.008428331
28/03/2013,64.34,0.005767298
27/03/2013,63.97,-0.00249805
26/03/2013,64.13,0.002185452
25/03/2013,63.99,-0.012733091
22/03/2013,64.81,0.004484659
21/03/2013,64.52,-0.013241148
20/03/2013,65.38,0.005982989
19/03/2013,64.99,0
18/03/2013,64.99,0.010673781
15/03/2013,64.3,-0.003415622
14/03/2013,64.52,0.002793731
13/03/2013,64.34,0.00202256
12/03/2013,64.21,-0.001711663
11/03/2013,64.32,-0.000310897
08/03/2013,64.34,0.007175198
07/03/2013,63.88,-0.000313038
06/03/2013,63.9,-0.009965825
05/03/2013,64.54,-0.003402942
04/03/2013,64.76,0.007128498
01/03/2013,64.3,0.019631569
28/02/2013,63.05,0.007961825
27/02/2013,62.55,0.022636375
26/02/2013,61.15,-0.007818903
25/02/2013,61.63,-0.014977331
22/02/2013,62.56,0.023941616
21/02/2013,61.08,-0.013820235
20/02/2013,61.93,-0.007881022
19/02/2013,62.42,0.004174031
15/02/2013,62.16,-0.003372684
14/02/2013,62.37,0.005305052
13/02/2013,62.04,0.016249951
12/02/2013,61.04,0.000491602
11/02/2013,61.01,0.014362608
08/02/2013,60.14,0.00283074
07/02/2013,59.97,-0.037474728
06/02/2013,62.26,0.009035234
05/02/2013,61.7,0.006993604
04/02/2013,61.27,-0.014260491
01/02/2013,62.15,0.006133008
31/01/2013,61.77,0.032746653
30/01/2013,59.78,0.010932747
29/01/2013,59.13,-0.016105029
28/01/2013,60.09,0.002666224
25/01/2013,59.93,-0.008473923
24/01/2013,60.44,0.001987414
23/01/2013,60.32,0.012511632
22/01/2013,59.57,0.009275722
18/01/2013,59.02,0.002035279
17/01/2013,58.9,0.00972455
16/01/2013,58.33,-0.011929248
15/01/2013,59.03,-0.002030801
14/01/2013,59.15,-0.011430617
11/01/2013,59.83,0.003013059
10/01/2013,59.65,0.015202996
09/01/2013,58.75,-0.006278124
08/01/2013,59.12,0.022926582
07/01/2013,57.78,-0.00913091
04/01/2013,58.31,-0.02640194
03/01/2013,59.87,0.007712983
02/01/2013,59.41,0.025399814
31/12/2012,57.92,0.022700468
28/12/2012,56.62,-0.006864411
27/12/2012,57.01,0.0073944
26/12/2012,56.59,-0.016300422
24/12/2012,57.52,-0.003817461
21/12/2012,57.74,-0.019211569
20/12/2012,58.86,-0.001867097
19/12/2012,58.97,-0.003892702
18/12/2012,59.2,0.011040452
17/12/2012,58.55,0.008748662
14/12/2012,58.04,0.00345185
13/12/2012,57.84,-0.008093027
12/12/2012,58.31,-0.011594333
11/12/2012,58.99,0.020725243
10/12/2012,57.78,0.01657834
07/12/2012,56.83,0.005823717
06/12/2012,56.5,-0.021016535
05/12/2012,57.7,-0.026002149
04/12/2012,59.22,0.003044142
03/12/2012,59.04,0
30/11/2012,59.04,-0.003044142
29/11/2012,59.22,-0.00840765
28/11/2012,59.72,0.001005194
27/11/2012,59.66,-0.001842084
26/11/2012,59.77,-0.010485242
23/11/2012,60.4,0.01350133
21/11/2012,59.59,-0.00568944
20/11/2012,59.93,-0.003664228
19/11/2012,60.15,0.0184569
16/11/2012,59.05,0.001694916
15/11/2012,58.95,-0.005919679
14/11/2012,59.3,-0.011068367
13/11/2012,59.96,0
12/11/2012,59.96,-0.002332168
09/11/2012,60.1,0.004335508
08/11/2012,59.84,0.002174823
07/11/2012,59.71,-0.006011038
06/11/2012,60.07,-0.006306028
05/11/2012,60.45,-0.000496155
02/11/2012,60.48,-0.033173774
01/11/2012,62.52,0.029213372
31/10/2012,60.72,-0.007056729
26/10/2012,61.15,-0.017025138
25/10/2012,62.2,-0.006889397
24/10/2012,62.63,0.004480724
23/10/2012,62.35,-0.021734813
22/10/2012,63.72,0.008352424
19/10/2012,63.19,0.006828133
18/10/2012,62.76,0.003191832
17/10/2012,62.56,-0.00700863
16/10/2012,63,-0.001110494
15/10/2012,63.07,0.008758715
12/10/2012,62.52,-0.009234264
11/10/2012,63.1,-0.000158466
10/10/2012,63.11,-0.002532048
09/10/2012,63.27,-0.000474046
08/10/2012,63.3,-0.003312045
05/10/2012,63.51,0.002364626
04/10/2012,63.36,0.008718451
03/10/2012,62.81,0.007831895
02/10/2012,62.32,-0.00352395
01/10/2012,62.54,0.021169087
28/09/2012,61.23,-0.000326584
27/09/2012,61.25,0.017457624
26/09/2012,60.19,-0.01713104
25/09/2012,61.23,-0.004237294
24/09/2012,61.49,-0.002111933
21/09/2012,61.62,-0.003563911
20/09/2012,61.84,0.002914982
19/09/2012,61.66,0.008142041
18/09/2012,61.16,-0.014285957
17/09/2012,62.04,-0.004663513
14/09/2012,62.33,0.012430542
13/09/2012,61.56,0.000649984
12/09/2012,61.52,0.002278276
11/09/2012,61.38,0.022572834
10/09/2012,60.01,-0.001332223
07/09/2012,60.09,-0.009441064
06/09/2012,60.66,0.008941937
05/09/2012,60.12,-0.003652669
04/09/2012,60.34,0.020764309
31/08/2012,59.1,0.009179055
30/08/2012,58.56,-0.01154512
29/08/2012,59.24,-0.004043132
28/08/2012,59.48,0.00945953
27/08/2012,58.92,-0.011810497
24/08/2012,59.62,0.013849233
23/08/2012,58.8,0.002895344
22/08/2012,58.63,0.003930621
21/08/2012,58.4,0.000513831
20/08/2012,58.37,-0.004785516
17/08/2012,58.65,0.000852879
16/08/2012,58.6,-0.009003713
15/08/2012,59.13,-0.003039516
14/08/2012,59.31,-0.025962517
13/08/2012,60.87,0.015396381
10/08/2012,59.94,0.008544913
09/08/2012,59.43,0.010997488
08/08/2012,58.78,0.003237627
07/08/2012,58.59,0.00839837
06/08/2012,58.1,0.01107661
03/08/2012,57.46,0.022706247
02/08/2012,56.17,0.044411302
01/08/2012,53.73,-0.002230899
31/07/2012,53.85,-0.020767079
30/07/2012,54.98,0.003461787
27/07/2012,54.79,0.022145212
26/07/2012,53.59,0.010693283
25/07/2012,53.02,0.002076844
24/07/2012,52.91,-0.009031106
23/07/2012,53.39,-0.008393223
20/07/2012,53.84,-0.008507542
19/07/2012,54.3,0
18/07/2012,54.3,-0.003859944
17/07/2012,54.51,0.01758165
16/07/2012,53.56,-0.025803127
13/07/2012,54.96,0.038580452
12/07/2012,52.88,-0.008848782
11/07/2012,53.35,-0.014699306
10/07/2012,54.14,-0.017031819
09/07/2012,55.07,-0.016389381
06/07/2012,55.98,-0.011897503
05/07/2012,56.65,-0.008962366
03/07/2012,57.16,-0.006452198
02/07/2012,57.53,0.011714445
29/06/2012,56.86,0.013634563
28/06/2012,56.09,0.001605853
27/06/2012,56,0.006269613
26/06/2012,55.65,0.006128354
25/06/2012,55.31,-0.015251036
22/06/2012,56.16,0.011461444
21/06/2012,55.52,-0.02314506
20/06/2012,56.82,0.001761494
19/06/2012,56.72,-0.005625894
18/06/2012,57.04,0.007390496
15/06/2012,56.62,0.00815752
14/06/2012,56.16,0.00464038
13/06/2012,55.9,-0.016147986
12/06/2012,56.81,0.008130126
11/06/2012,56.35,-0.001241465
08/06/2012,56.42,0.022404378
07/06/2012,55.17,0.006181838
