Date,Close,WAG
08/11/2013,59.7,0.008410479
07/11/2013,59.2,-0.010752792
06/11/2013,59.84,-0.00765777
05/11/2013,60.3,0.002490661
04/11/2013,60.15,-0.006132446
01/11/2013,60.52,0.0213769
31/10/2013,59.24,0.002027713
30/10/2013,59.12,-0.010767264
29/10/2013,59.76,0.005873978
28/10/2013,59.41,0.003709954
25/10/2013,59.19,-0.001013171
24/10/2013,59.25,0.007794008
23/10/2013,58.79,0.001702418
22/10/2013,58.69,0.005295989
21/10/2013,58.38,-0.003590668
18/10/2013,58.59,-0.002897318
17/10/2013,58.76,0.02011241
16/10/2013,57.59,0.022654406
15/10/2013,56.3,-0.007079676
14/10/2013,56.7,0.013137061
11/10/2013,55.96,-0.000714541
10/10/2013,56,0.017836704
09/10/2013,55.01,0.002730501
08/10/2013,54.86,-0.005997292
07/10/2013,55.19,-0.010812864
04/10/2013,55.79,-0.003042508
03/10/2013,55.96,-0.010134321
02/10/2013,56.53,0.005143223
01/10/2013,56.24,0.04435478
30/09/2013,53.8,-0.013110704
27/09/2013,54.51,-0.004027834
26/09/2013,54.73,-0.002190182
25/09/2013,54.85,-0.009796885
24/09/2013,55.39,-0.01505135
23/09/2013,56.23,0.012707106
20/09/2013,55.52,-0.008429787
19/09/2013,55.99,0.006450479
18/09/2013,55.63,0.012845043
17/09/2013,54.92,0.002552417
16/09/2013,54.78,0.024391453
13/09/2013,53.46,0.003185014
12/09/2013,53.29,0.048837078
11/09/2013,50.75,0.001577598
10/09/2013,50.67,0.008920666
09/09/2013,50.22,0.015249092
06/09/2013,49.46,-0.014651542
05/09/2013,50.19,0.014045175
04/09/2013,49.49,0.015270581
03/09/2013,48.74,0.013841766
30/08/2013,48.07,0.010245777
29/08/2013,47.58,0.010776649
28/08/2013,47.07,-0.003816799
27/08/2013,47.25,-0.032687411
26/08/2013,48.82,0.000614691
23/08/2013,48.79,0.004107625
22/08/2013,48.59,0.003504797
21/08/2013,48.42,-0.006997353
20/08/2013,48.76,0.004934221
19/08/2013,48.52,-0.006573565
16/08/2013,48.84,-0.01059073
15/08/2013,49.36,-0.022040564
14/08/2013,50.46,-0.001584159
13/08/2013,50.54,0.006949298
12/08/2013,50.19,0.011623377
09/08/2013,49.61,-0.005628156
08/08/2013,49.89,0.004016876
07/08/2013,49.69,-0.011007817
06/08/2013,50.24,-0.014229489
05/08/2013,50.96,-0.000392388
02/08/2013,50.98,-0.00293801
01/08/2013,51.13,0.017360862
31/07/2013,50.25,0.004787562
30/07/2013,50.01,-0.01212377
29/07/2013,50.62,-0.003943223
26/07/2013,50.82,-0.003731714
25/07/2013,51.01,-0.001371339
24/07/2013,51.08,0.001371339
23/07/2013,51.01,-0.004889029
22/07/2013,51.26,0.012761536
19/07/2013,50.61,0.001384083
18/07/2013,50.54,0.016156729
17/07/2013,49.73,0.00949598
16/07/2013,49.26,-0.000202984
15/07/2013,49.27,0.010405072
12/07/2013,48.76,0.001231275
11/07/2013,48.7,0.017607912
10/07/2013,47.85,0.029694653
09/07/2013,46.45,0.0244074
08/07/2013,45.33,0.024113693
05/07/2013,44.25,0.002942177
03/07/2013,44.12,-0.007676714
02/07/2013,44.46,0.002702704
01/07/2013,44.34,0.003162415
28/06/2013,44.2,-0.015713006
27/06/2013,44.9,-0.002446893
26/06/2013,45.01,-0.00465478
25/06/2013,45.22,-0.060702669
24/06/2013,48.05,-0.013642212
21/06/2013,48.71,0.007624973
20/06/2013,48.34,-0.038353082
19/06/2013,50.23,-0.013250466
18/06/2013,50.9,0.010268653
17/06/2013,50.38,0.00397773
14/06/2013,50.18,0.002194515
13/06/2013,50.07,0.014686915
12/06/2013,49.34,-0.004045313
11/06/2013,49.54,-0.002217966
10/06/2013,49.65,0.00464319
07/06/2013,49.42,0.024166648
06/06/2013,48.24,-0.008052072
05/06/2013,48.63,0.012414809
04/06/2013,48.03,-0.009737982
03/06/2013,48.5,0.015375329
31/05/2013,47.76,-0.02583589
30/05/2013,49.01,-0.010756065
29/05/2013,49.54,-0.013832034
28/05/2013,50.23,-0.010693171
24/05/2013,50.77,0.007314454
23/05/2013,50.4,0.005172082
22/05/2013,50.14,0.000598504
21/05/2013,50.11,0.007210125
20/05/2013,49.75,0.002818037
17/05/2013,49.61,0.010129746
16/05/2013,49.11,-0.018560145
15/05/2013,50.03,0.008833625
14/05/2013,49.59,0.01054135
13/05/2013,49.07,0.007158227
10/05/2013,48.72,0.018854801
09/05/2013,47.81,-0.027031461
08/05/2013,49.12,-0.001424067
07/05/2013,49.19,0.027828241
06/05/2013,47.84,-0.003755481
03/05/2013,48.02,-0.017750724
02/05/2013,48.88,-0.001226743
01/05/2013,48.94,-0.011579611
30/04/2013,49.51,0.001819469
29/04/2013,49.42,0.003039824
26/04/2013,49.27,-0.008689557
25/04/2013,49.7,0.013164747
24/04/2013,49.05,-0.011553792
23/04/2013,49.62,-0.002013288
22/04/2013,49.72,0.007469501
19/04/2013,49.35,0.013053418
18/04/2013,48.71,0.003290153
17/04/2013,48.55,-0.010449844
16/04/2013,49.06,0.00900907
15/04/2013,48.62,-0.003080401
12/04/2013,48.77,0.002052546
11/04/2013,48.67,0.011572768
10/04/2013,48.11,-0.004148523
09/04/2013,48.31,0.013546107
08/04/2013,47.66,0.013732127
05/04/2013,47.01,0.008974419
04/04/2013,46.59,0.006243965
03/04/2013,46.3,-0.021791078
02/04/2013,47.32,0.007423939
01/04/2013,46.97,-0.015002923
28/03/2013,47.68,0.009271031
27/03/2013,47.24,-0.006961319
26/03/2013,47.57,0.029438986
25/03/2013,46.19,-0.006473911
22/03/2013,46.49,0.014734828
21/03/2013,45.81,-0.004573677
20/03/2013,46.02,0.028208129
19/03/2013,44.74,0.053012297
18/03/2013,42.43,-0.003529
15/03/2013,42.58,-0.003282535
14/03/2013,42.72,-0.001403509
13/03/2013,42.78,0.041523503
12/03/2013,41.04,-0.00583092
11/03/2013,41.28,0.015625318
08/03/2013,40.64,0.012628619
07/03/2013,40.13,0.00424523
06/03/2013,39.96,-0.018840418
05/03/2013,40.72,-0.025459006
04/03/2013,41.77,0.010831734
01/03/2013,41.32,0.009239064
28/02/2013,40.94,-0.005602256
27/02/2013,41.17,0.009027754
26/02/2013,40.8,0.003929278
25/02/2013,40.64,-0.028382742
22/02/2013,41.81,0.004554724
21/02/2013,41.62,0.000480654
20/02/2013,41.6,-0.002400962
19/02/2013,41.7,0.013277202
15/02/2013,41.15,-0.01710679
14/02/2013,41.86,0.009119334
13/02/2013,41.48,-0.01126705
12/02/2013,41.95,0.01126705
11/02/2013,41.48,0.001930503
08/02/2013,41.4,0.002176279
07/02/2013,41.31,-0.003141997
06/02/2013,41.44,0.002657969
05/02/2013,41.33,0.032459206
04/02/2013,40.01,-0.007470154
01/02/2013,40.31,0.008720623
31/01/2013,39.96,0.002254792
30/01/2013,39.87,-0.004754169
29/01/2013,40.06,-0.000998004
28/01/2013,40.1,0.0107811
25/01/2013,39.67,0.005814705
24/01/2013,39.44,-0.002026343
23/01/2013,39.52,0.000759398
22/01/2013,39.49,0.007115659
18/01/2013,39.21,-0.003818256
17/01/2013,39.36,-0.000761905
16/01/2013,39.39,0.002287458
15/01/2013,39.3,0.006637757
14/01/2013,39.04,-0.001535705
11/01/2013,39.1,0.013647695
10/01/2013,38.57,0.003116076
09/01/2013,38.45,0.007308829
08/01/2013,38.17,0.003674545
07/01/2013,38.03,0.02260434
04/01/2013,37.18,-0.016273535
03/01/2013,37.79,-0.007119345
02/01/2013,38.06,0.027975715
31/12/2012,37.01,0.012780595
28/12/2012,36.54,0.00027371
27/12/2012,36.53,-0.003552402
26/12/2012,36.66,0.005196238
24/12/2012,36.47,0.004396819
21/12/2012,36.31,-0.033580193
20/12/2012,37.55,0.008289926
19/12/2012,37.24,-0.008289926
18/12/2012,37.55,0.010978822
17/12/2012,37.14,0.010284258
14/12/2012,36.76,0.006824102
13/12/2012,36.51,-0.004372786
12/12/2012,36.67,0.000545554
11/12/2012,36.65,0.008219224
10/12/2012,36.35,0.006901339
07/12/2012,36.1,0.006949298
06/12/2012,35.85,0.007840981
05/12/2012,35.57,0.03723225
04/12/2012,34.27,-0.000291758
03/12/2012,34.28,0.010852138
30/11/2012,33.91,0.004729539
29/11/2012,33.75,0.0128226
28/11/2012,33.32,0.008741578
27/11/2012,33.03,-0.001210288
26/11/2012,33.07,-0.000604595
23/11/2012,33.09,0.013999011
21/11/2012,32.63,-0.002754401
20/11/2012,32.72,0.002141656
19/11/2012,32.65,0.015121411
16/11/2012,32.16,-0.002174252
15/11/2012,32.23,-0.000930377
14/11/2012,32.26,-0.008642029
13/11/2012,32.54,-0.006738157
12/11/2012,32.76,0.003057171
09/11/2012,32.66,-0.003362375
08/11/2012,32.77,-0.020239326
07/11/2012,33.44,-0.014841472
06/11/2012,33.94,-0.004116442
05/11/2012,34.08,-0.023489553
02/11/2012,34.89,-0.017332441
01/11/2012,35.5,0.007634704
31/10/2012,35.23,0.001136041
26/10/2012,35.19,-0.00397051
25/10/2012,35.33,-0.003390792
24/10/2012,35.45,0.001693959
23/10/2012,35.39,-0.026214552
22/10/2012,36.33,0.014975321
19/10/2012,35.79,-0.008901311
18/10/2012,36.11,0.007784304
17/10/2012,35.83,-0.014958728
16/10/2012,36.37,0.005514213
15/10/2012,36.17,0.006379165
12/10/2012,35.94,-0.004441984
11/10/2012,36.1,0.013104886
10/10/2012,35.63,0.000842342
09/10/2012,35.6,-0.008948606
08/10/2012,35.92,-0.005829302
05/10/2012,36.13,-0.006620714
04/10/2012,36.37,0.00027499
03/10/2012,36.36,-0.015013248
02/10/2012,36.91,-0.00108313
01/10/2012,36.95,0.013898575
28/09/2012,36.44,-0.004381168
27/09/2012,36.6,0.021541844
26/09/2012,35.82,-0.006955098
25/09/2012,36.07,0.011151496
24/09/2012,35.67,0.015824009
21/09/2012,35.11,-0.012454166
20/09/2012,35.55,-0.007287028
19/09/2012,35.81,0.004197572
18/09/2012,35.66,-0.001121076
17/09/2012,35.7,-0.008923651
14/09/2012,36.02,0
13/09/2012,36.02,0.018493102
12/09/2012,35.36,0.007095248
11/09/2012,35.11,-0.000854093
10/09/2012,35.14,0.005707778
07/09/2012,34.94,-0.007413778
06/09/2012,35.2,-0.019133955
05/09/2012,35.88,0.005029348
04/09/2012,35.7,-0.001679262
31/08/2012,35.76,0.015499817
30/08/2012,35.21,-0.002552831
29/08/2012,35.3,-0.002828856
28/08/2012,35.4,-0.005633818
27/08/2012,35.6,-0.001403509
24/08/2012,35.65,-0.000280466
23/08/2012,35.66,0.003089456
22/08/2012,35.55,-0.002808991
21/08/2012,35.65,-0.010602778
20/08/2012,36.03,0.005287337
17/08/2012,35.84,0.00896867
16/08/2012,35.52,-0.001125493
15/08/2012,35.56,-0.004209351
14/08/2012,35.71,-0.007254496
13/08/2012,35.97,-0.005544788
10/08/2012,36.17,0.002214227
09/08/2012,36.09,-0.004147663
08/08/2012,36.24,0.005811556
07/08/2012,36.03,0.0066834
06/08/2012,35.79,-0.000279369
03/08/2012,35.8,0.001397624
02/08/2012,35.75,-0.014440684
01/08/2012,36.27,-0.002478316
31/07/2012,36.36,0.002478316
30/07/2012,36.27,0.015280197
27/07/2012,35.72,0.021220205
26/07/2012,34.97,0.009192825
25/07/2012,34.65,0.015707129
24/07/2012,34.11,0.005585786
23/07/2012,33.92,-0.019848871
20/07/2012,34.6,-0.000577868
19/07/2012,34.62,0.111412556
18/07/2012,30.97,0.008756339
17/07/2012,30.7,0.006535971
16/07/2012,30.5,-0.002619517
13/07/2012,30.58,0.015821029
12/07/2012,30.1,0.005329793
11/07/2012,29.94,0.000668226
10/07/2012,29.92,0.007380107
09/07/2012,29.7,0.002697237
06/07/2012,29.62,-0.008404823
05/07/2012,29.87,0.00874249
03/07/2012,29.61,-0.00840765
02/07/2012,29.86,0.009421335
29/06/2012,29.58,0.018424267
28/06/2012,29.04,-0.013000525
27/06/2012,29.42,0.011280243
26/06/2012,29.09,0.00344353
25/06/2012,28.99,-0.019809391
22/06/2012,29.57,0.014305421
21/06/2012,29.15,-0.002056204
20/06/2012,29.21,-0.029681774
19/06/2012,30.09,-0.06029223
18/06/2012,31.96,0.005018831
15/06/2012,31.8,0.004096429
14/06/2012,31.67,0.025261135
13/06/2012,30.88,-0.011910651
12/06/2012,31.25,0.000960461
11/06/2012,31.22,0.001923694
08/06/2012,31.16,0.005793386
07/06/2012,30.98,0.000645786
06/06/2012,30.96,0.012349848
05/06/2012,30.58,0.002291702
04/06/2012,30.51,0.019193177
01/06/2012,29.93,-0.019520885
31/05/2012,30.52,-0.01334438
30/05/2012,30.93,-0.021430534
29/05/2012,31.6,0.007623925
25/05/2012,31.36,0.00319387
24/05/2012,31.26,-0.000959233
23/05/2012,31.29,0.001279181
22/05/2012,31.25,-0.003194891
21/05/2012,31.35,0.001276732
18/05/2012,31.31,-0.017727593
17/05/2012,31.87,-0.028153445
16/05/2012,32.78,-0.003045997
15/05/2012,32.88,0.000912825
14/05/2012,32.85,-0.011802225
11/05/2012,33.24,-0.024076063
10/05/2012,34.05,0.003530454
09/05/2012,33.93,-0.004704507
08/05/2012,34.09,0.015371275
07/05/2012,33.57,-0.002380245
04/05/2012,33.65,-0.005630479
03/05/2012,33.84,-0.009119051
02/05/2012,34.15,-0.016553304
01/05/2012,34.72,-0.00974499
30/04/2012,35.06,-0.01724912
27/04/2012,35.67,0.007880705
26/04/2012,35.39,0.00254633
25/04/2012,35.3,0.001701163
24/04/2012,35.24,-0.004530019
23/04/2012,35.4,-0.014860781
20/04/2012,35.93,0.008384622
19/04/2012,35.63,0.003373633
18/04/2012,35.51,0.012468283
17/04/2012,35.07,0.051788667
16/04/2012,33.3,0.007838448
13/04/2012,33.04,-0.007538103
12/04/2012,33.29,0.006328181
11/04/2012,33.08,0.026651907
10/04/2012,32.21,-0.010807578
09/04/2012,32.56,-0.008562743
05/04/2012,32.84,-0.013910112
04/04/2012,33.3,-0.016381602
03/04/2012,33.85,-0.00911637
02/04/2012,34.16,0.019808482
30/03/2012,33.49,-0.013052692
29/03/2012,33.93,-0.023879993
28/03/2012,34.75,-0.001437815
27/03/2012,34.8,0.012433296
26/03/2012,34.37,0.023849209
23/03/2012,33.56,0.005377963
22/03/2012,33.38,-0.004781838
21/03/2012,33.54,-0.00801786
20/03/2012,33.81,-0.007367059
19/03/2012,34.06,-0.004394324
16/03/2012,34.21,0.012945165
15/03/2012,33.77,0.011915542
14/03/2012,33.37,0.003602526
13/03/2012,33.25,-0.011363759
12/03/2012,33.63,0.00447028
09/03/2012,33.48,0.021129672
08/03/2012,32.78,-0.000305018
07/03/2012,32.79,-0.002436797
06/03/2012,32.87,-0.012997009
05/03/2012,33.3,0.018488176
02/03/2012,32.69,-0.002444242
01/03/2012,32.77,-0.011830868
29/02/2012,33.16,-0.007510926
28/02/2012,33.41,-0.0038835
27/02/2012,33.54,-0.00949562
24/02/2012,33.86,-0.003243405
23/02/2012,33.97,-0.009375984
22/02/2012,34.29,0.003213089
21/02/2012,34.18,-0.015387152
17/02/2012,34.71,0.013633279
16/02/2012,34.24,0.012342208
15/02/2012,33.82,-0.023668015
14/02/2012,34.63,-0.004609631
13/02/2012,34.79,0.007211916
10/02/2012,34.54,0.009600074
09/02/2012,34.21,0.032078783
08/02/2012,33.13,-0.009911479
07/02/2012,33.46,-0.024211398
06/02/2012,34.28,0.018549038
03/02/2012,33.65,0.003572496
02/02/2012,33.53,0.009288456
01/02/2012,33.22,-0.004205473
31/01/2012,33.36,-0.008060948
30/01/2012,33.63,-0.017683927
27/01/2012,34.23,-0.002625822
26/01/2012,34.32,-0.010723186
25/01/2012,34.69,0.012181125
24/01/2012,34.27,0.012035959
23/01/2012,33.86,0.011286131
20/01/2012,33.48,-0.000597193
19/01/2012,33.5,-0.007434978
18/01/2012,33.75,0.016430541
17/01/2012,33.2,0.017317765
13/01/2012,32.63,-0.019423979
12/01/2012,33.27,-0.021998509
11/01/2012,34.01,-0.011401965
10/01/2012,34.4,0.026511126
09/01/2012,33.5,0.012616569
06/01/2012,33.08,0.010942358
05/01/2012,32.72,-0.00335622
04/01/2012,32.83,-0.006981361
03/01/2012,33.06,0
30/12/2011,33.06,-0.011129608
29/12/2011,33.43,0.004497084
28/12/2011,33.28,-0.002400962
27/12/2011,33.36,-0.057657889
23/12/2011,35.34,0.041010656
22/12/2011,33.92,0.016347518
21/12/2011,33.37,-0.003888146
20/12/2011,33.5,0.022642477
19/12/2011,32.75,-0.041273801
16/12/2011,34.13,0.000586166
15/12/2011,34.11,0.014766955
14/12/2011,33.61,-0.002377416
13/12/2011,33.69,-0.005918928
12/12/2011,33.89,-0.009690283
09/12/2011,34.22,0.009985399
08/12/2011,33.88,-0.018424267
07/12/2011,34.51,0.014594538
06/12/2011,34.01,-0.010529492
05/12/2011,34.37,0.037046761
02/12/2011,33.12,-0.02268754
01/12/2011,33.88,0.004733737
30/11/2011,33.72,0.035621031
29/11/2011,32.54,-0.007653489
28/11/2011,32.79,0.009807005
25/11/2011,32.47,0.011772131
23/11/2011,32.09,0.042979717
22/11/2011,30.74,-0.01773382
21/11/2011,31.29,-0.041933553
18/11/2011,32.63,0.010784267
17/11/2011,32.28,0.001860466
16/11/2011,32.22,-0.010189991
15/11/2011,32.55,0.003693448
14/11/2011,32.43,-0.012867825
11/11/2011,32.85,0.027779564
10/11/2011,31.95,0.007224784
09/11/2011,31.72,-0.045301229
08/11/2011,33.19,0.001507614
07/11/2011,33.14,-0.000904841
04/11/2011,33.17,0.013659341
03/11/2011,32.72,-0.008217974
02/11/2011,32.99,0.018972417
01/11/2011,32.37,-0.025317808
31/10/2011,33.2,-0.018206741
28/10/2011,33.81,-0.009420146
27/10/2011,34.13,0.026121996
26/10/2011,33.25,-0.016997576
25/10/2011,33.82,-0.014384513
24/10/2011,34.31,0.00496714
21/10/2011,34.14,0.016241314
20/10/2011,33.59,-0.004752014
19/10/2011,33.75,-0.002367565
18/10/2011,33.83,-0.001772003
17/10/2011,33.89,0.026612424
14/10/2011,33,0.001212856
13/10/2011,32.96,-0.005748012
12/10/2011,33.15,-0.019122184
11/10/2011,33.79,0.003557668
10/10/2011,33.67,0.007751977
07/10/2011,33.41,0.001197964
06/10/2011,33.37,0.010241053
05/10/2011,33.03,0.005464494
04/10/2011,32.85,0.011635159
03/10/2011,32.47,-0.012852074
30/09/2011,32.89,0.01100592
29/09/2011,32.53,-0.006740222
28/09/2011,32.75,-0.030669872
27/09/2011,33.77,-0.06477909
26/09/2011,36.03,0.03215167
23/09/2011,34.89,-0.009697737
22/09/2011,35.23,-0.031846267
21/09/2011,36.37,-0.019603133
20/09/2011,37.09,0.00107904
19/09/2011,37.05,0.002432105
16/09/2011,36.96,-0.00915708
15/09/2011,37.3,0.017579898
14/09/2011,36.65,0.019840827
13/09/2011,35.93,0.007542989
12/09/2011,35.66,0.009297151
09/09/2011,35.33,-0.015447576
08/09/2011,35.88,-0.005558658
07/09/2011,36.08,0.027537565
06/09/2011,35.1,0.009446184
02/09/2011,34.77,-0.024994201
01/09/2011,35.65,0.012419014
31/08/2011,35.21,-0.008202563
30/08/2011,35.5,0.001127396
29/08/2011,35.46,0.027156164
26/08/2011,34.51,0.011658541
25/08/2011,34.11,-0.006429011
24/08/2011,34.33,-0.010143544
23/08/2011,34.68,-0.006323677
22/08/2011,34.9,0.012977832
19/08/2011,34.45,-0.017551882
18/08/2011,35.06,-0.030339406
17/08/2011,36.14,-0.03052008
16/08/2011,37.26,0.014054285
15/08/2011,36.74,0.042251977
12/08/2011,35.22,0.013722342
11/08/2011,34.74,0.000575871
10/08/2011,34.72,-0.044226331
09/08/2011,36.29,0.029928118
08/08/2011,35.22,-0.050114292
05/08/2011,37.03,-0.000539957
04/08/2011,37.05,-0.028995248
03/08/2011,38.14,-0.002356948
02/08/2011,38.23,-0.022501919
01/08/2011,39.1,0.001535705
29/07/2011,39.04,-0.003579651
28/07/2011,39.18,0.005630934
27/07/2011,38.96,-0.019571091
26/07/2011,39.73,-0.001760342
25/07/2011,39.8,-0.005512417
22/07/2011,40.02,0.00954062
21/07/2011,39.64,-0.05305763
20/07/2011,41.8,-0.008338345
19/07/2011,42.15,0.011453239
18/07/2011,41.67,-0.006220116
15/07/2011,41.93,-0.005233123
14/07/2011,42.15,-0.015069746
13/07/2011,42.79,0.005624575
12/07/2011,42.55,-0.020470592
11/07/2011,43.43,-0.014628832
08/07/2011,44.07,-0.001587122
07/07/2011,44.14,0.017367895
06/07/2011,43.38,0.015097256
05/07/2011,42.73,-0.002337542
01/07/2011,42.83,0.008676335
30/06/2011,42.46,0.016623513
29/06/2011,41.76,0.00407919
28/06/2011,41.59,-0.003120876
27/06/2011,41.72,0.007941324
24/06/2011,41.39,-0.028580178
23/06/2011,42.59,-0.00140779
22/06/2011,42.65,-0.014663361
21/06/2011,43.28,-0.042963877
20/06/2011,45.18,0.011352376
17/06/2011,44.67,0.006513218
16/06/2011,44.38,0.013383437
15/06/2011,43.79,-0.007054302
14/06/2011,44.1,0.013698844
13/06/2011,43.5,0.01225874
10/06/2011,42.97,-0.014554953
09/06/2011,43.6,0.009679725
08/06/2011,43.18,0.005806543
07/06/2011,42.93,-0.00023291
06/06/2011,42.94,-0.004878625
03/06/2011,43.15,-0.001620934
02/06/2011,43.22,-0.002311071
01/06/2011,43.32,-0.007130565
31/05/2011,43.63,-0.001831922
27/05/2011,43.71,0.000228807
26/05/2011,43.7,-0.010018299
25/05/2011,44.14,-0.003392517
24/05/2011,44.29,-0.004730271
23/05/2011,44.5,0.002925624
20/05/2011,44.37,0.003160274
19/05/2011,44.23,0.000904773
18/05/2011,44.19,-0.002486158
17/05/2011,44.3,-0.01834093
16/05/2011,45.12,0.003330006
13/05/2011,44.97,0.000889878
12/05/2011,44.93,0.018872724
11/05/2011,44.09,0.013472061
10/05/2011,43.5,0.009237941
09/05/2011,43.1,0.017790731
06/05/2011,42.34,-0.00377181
05/05/2011,42.5,-0.006566628
04/05/2011,42.78,-0.007916223
03/05/2011,43.12,0.018963462
02/05/2011,42.31,-0.00964373
29/04/2011,42.72,-0.010478615
28/04/2011,43.17,0.006740293
27/04/2011,42.88,0.000233236
26/04/2011,42.87,0.009845368
25/04/2011,42.45,-0.005637788
21/04/2011,42.69,0.003049856
20/04/2011,42.56,0.00447428
19/04/2011,42.37,0.017139196
18/04/2011,41.65,-0.005268211
15/04/2011,41.87,0.010081698
14/04/2011,41.45,0.003141237
13/04/2011,41.32,0.0012108
12/04/2011,41.27,-0.00169471
11/04/2011,41.34,0.008014615
08/04/2011,41.01,-0.007772689
07/04/2011,41.33,0.002665053
06/04/2011,41.22,0.002672175
05/04/2011,41.11,0.006834296
04/04/2011,40.83,-0.002690475
01/04/2011,40.94,0.019734237
31/03/2011,40.14,0.003493889
30/03/2011,40,0.001751533
29/03/2011,39.93,0.016412438
28/03/2011,39.28,-0.009123226
25/03/2011,39.64,-0.007789963
24/03/2011,39.95,0.003008275
23/03/2011,39.83,0.015688581
22/03/2011,39.21,-0.068023261
21/03/2011,41.97,0.025580545
18/03/2011,40.91,-0.006335304
17/03/2011,41.17,0.013695494
16/03/2011,40.61,-0.011263586
15/03/2011,41.07,-0.012581826
14/03/2011,41.59,-0.008141807
11/03/2011,41.93,-0.000715222
10/03/2011,41.96,-0.015372184
09/03/2011,42.61,0.005176482
08/03/2011,42.39,0.012820688
07/03/2011,41.85,-0.009039072
04/03/2011,42.23,-0.00707884
03/03/2011,42.53,0.01635689
02/03/2011,41.84,-0.020814375
01/03/2011,42.72,-0.014408801
28/02/2011,43.34,0.032120919
25/02/2011,41.97,0.015608433
24/02/2011,41.32,0.002180498
23/02/2011,41.23,-0.022780028
22/02/2011,42.18,-0.013189075
18/02/2011,42.74,0.003046282
17/02/2011,42.61,0.009905741
16/02/2011,42.19,-0.00354904
15/02/2011,42.34,0.004023198
14/02/2011,42.17,-0.009675592
11/02/2011,42.58,0
10/02/2011,42.58,-0.001877054
09/02/2011,42.66,-0.002808991
08/02/2011,42.78,0.011047239
07/02/2011,42.31,-0.0014171
04/02/2011,42.37,0.0014171
03/02/2011,42.31,0.008068387
02/02/2011,41.97,-0.006175792
01/02/2011,42.23,0.043311475
31/01/2011,40.44,0.001980199
