Date,Close,KMX
23/11/2010,32.81,-0.011515279
22/11/2010,33.19,0.019164085
19/11/2010,32.56,0.001536807
18/11/2010,32.51,0.008339817
17/11/2010,32.24,0.005910734
16/11/2010,32.05,-0.024958929
15/11/2010,32.86,-0.004251449
12/11/2010,33,-0.022176516
11/11/2010,33.74,0.002671021
10/11/2010,33.65,0.038780988
09/11/2010,32.37,-0.015632502
08/11/2010,32.88,0.016250549
05/11/2010,32.35,0.010565667
04/11/2010,32.01,0.017967386
03/11/2010,31.44,0.013771234
02/11/2010,31.01,0.015927527
01/11/2010,30.52,-0.015282365
29/10/2010,30.99,0.049952504
28/10/2010,29.48,-0.005412733
27/10/2010,29.64,-0.00873368
26/10/2010,29.9,0.003685714
25/10/2010,29.79,0.00842749
22/10/2010,29.54,0.008840588
