Date,Close,GGP
08/02/2013,20.14,0.006475739
07/02/2013,20.01,-0.01241635
06/02/2013,20.26,0.002470967
05/02/2013,20.21,0.011445758
04/02/2013,19.98,0
01/02/2013,19.98,0.023292192
31/01/2013,19.52,-0.014242357
30/01/2013,19.8,0.004048589
29/01/2013,19.72,0.009681604
28/01/2013,19.53,-0.007651147
25/01/2013,19.68,0.01639381
24/01/2013,19.36,-0.007205384
23/01/2013,19.5,0.001026167
22/01/2013,19.48,0.004630829
18/01/2013,19.39,-0.002060794
17/01/2013,19.43,0
16/01/2013,19.43,0.006195167
15/01/2013,19.31,0.009888189
14/01/2013,19.12,-0.000522876
11/01/2013,19.13,0.000522876
10/01/2013,19.12,-0.005216496
09/01/2013,19.22,-0.003635423
08/01/2013,19.29,0.002595382
07/01/2013,19.24,-0.001558037
04/01/2013,19.27,-0.009811594
03/01/2013,19.46,-0.029868077
02/01/2013,20.05,0.010025147
31/12/2012,19.85,0.008601116
28/12/2012,19.68,-0.001015744
27/12/2012,19.7,0.01020417
26/12/2012,19.5,-0.007662873
24/12/2012,19.65,0
21/12/2012,19.65,-0.01063032
20/12/2012,19.86,0.008089023
19/12/2012,19.7,-0.010101096
18/12/2012,19.9,0.002012073
17/12/2012,19.86,-0.004521485
14/12/2012,19.95,-0.002003005
13/12/2012,19.99,-0.009955284
12/12/2012,20.19,0.004467617
11/12/2012,20.1,-0.008422145
10/12/2012,20.27,0.003459356
07/12/2012,20.2,0.008950831
06/12/2012,20.02,0.023245109
05/12/2012,19.56,0.007183202
04/12/2012,19.42,-0.004623692
03/12/2012,19.51,0.007201677
30/11/2012,19.37,0.013513719
29/11/2012,19.11,0.017419284
28/11/2012,18.78,-0.001064396
27/11/2012,18.8,-0.018967903
26/11/2012,19.16,0.007333715
23/11/2012,19.02,0.009508788
21/11/2012,18.84,0.005321992
20/11/2012,18.74,-0.011143655
19/11/2012,18.95,0.014885974
16/11/2012,18.67,0.007526917
15/11/2012,18.53,0.003243246
14/11/2012,18.47,-0.015045958
13/11/2012,18.75,-0.003726382
12/11/2012,18.82,-0.003183027
09/11/2012,18.88,-0.002644805
08/11/2012,18.93,0.002115284
07/11/2012,18.89,-0.004226102
06/11/2012,18.97,-0.001580195
05/11/2012,19,-0.017736511
02/11/2012,19.34,0.006224086
01/11/2012,19.22,-0.022634711
31/10/2012,19.66,0.026805729
26/10/2012,19.14,-0.001044387
25/10/2012,19.16,0.001044387
24/10/2012,19.14,0.00681523
23/10/2012,19.01,-0.017210334
22/10/2012,19.34,-0.006699329
19/10/2012,19.47,-0.013772215
18/10/2012,19.74,0
17/10/2012,19.74,0.000506714
16/10/2012,19.73,0.007121088
15/10/2012,19.59,0.013878403
12/10/2012,19.32,-0.002068253
11/10/2012,19.36,-0.002579315
10/10/2012,19.41,0.00620157
09/10/2012,19.29,0
08/10/2012,19.29,-0.003105593
05/10/2012,19.35,0.005700974
04/10/2012,19.24,0.002602135
03/10/2012,19.19,0.005224672
02/10/2012,19.09,-0.004181919
01/10/2012,19.17,-0.016041741
28/09/2012,19.48,0.000513479
27/09/2012,19.47,0.010844413
26/09/2012,19.26,0.003641096
25/09/2012,19.19,-0.006751519
24/09/2012,19.32,-0.006706241
21/09/2012,19.45,-0.011755822
20/09/2012,19.68,-0.009608165
19/09/2012,19.87,-0.001508675
18/09/2012,19.9,-0.005012542
17/09/2012,20,-0.003493889
14/09/2012,20.07,0.003493889
13/09/2012,20,0.004510155
12/09/2012,19.91,-0.009000061
11/09/2012,20.09,-0.025068897
10/09/2012,20.6,-0.018755058
07/09/2012,20.99,0.006212684
06/09/2012,20.86,-0.005736153
05/09/2012,20.98,0.010541545
04/09/2012,20.76,0.008708328
31/08/2012,20.58,0.001945526
30/08/2012,20.54,0.006839304
29/08/2012,20.4,0.002453989
28/08/2012,20.35,0.016349138
27/08/2012,20.02,0.013072082
24/08/2012,19.76,-0.02794593
23/08/2012,20.32,0.092754393
22/08/2012,18.52,-0.002157498
21/08/2012,18.56,0.003778682
20/08/2012,18.49,-0.003239744
17/08/2012,18.55,-0.009656727
16/08/2012,18.73,0.00428037
15/08/2012,18.65,0.006455106
14/08/2012,18.53,-0.005382144
13/08/2012,18.63,-0.003750339
10/08/2012,18.7,0.00643779
09/08/2012,18.58,-0.005902888
08/08/2012,18.69,0.004289551
07/08/2012,18.61,-0.00535907
06/08/2012,18.71,-0.004266673
03/08/2012,18.79,0.014473584
02/08/2012,18.52,0.016880335
01/08/2012,18.21,0.004954593
31/07/2012,18.12,-0.006052288
30/07/2012,18.23,0.00715665
27/07/2012,18.1,0.012788609
26/07/2012,17.87,0.024356911
25/07/2012,17.44,0.012694919
24/07/2012,17.22,0.001162115
23/07/2012,17.2,-0.001742667
20/07/2012,17.23,-0.016120096
19/07/2012,17.51,-0.019231362
18/07/2012,17.85,-0.012249596
17/07/2012,18.07,0
16/07/2012,18.07,0
13/07/2012,18.07,0.006106042
12/07/2012,17.96,-0.012175026
11/07/2012,18.18,-0.006032374
10/07/2012,18.29,-0.01141627
09/07/2012,18.5,0.000540687
06/07/2012,18.49,0.010328986
05/07/2012,18.3,0
03/07/2012,18.3,-0.003273325
02/07/2012,18.36,0.014815086
29/06/2012,18.09,0.028597407
28/06/2012,17.58,0.004561011
27/06/2012,17.5,0.011494379
26/06/2012,17.3,0.006960585
25/06/2012,17.18,-0.006960585
22/06/2012,17.3,0.004054451
21/06/2012,17.23,-0.01554883
20/06/2012,17.5,0.011494379
19/06/2012,17.3,0.006960585
18/06/2012,17.18,0.004667453
15/06/2012,17.1,-0.006993035
14/06/2012,17.22,0.018166336
13/06/2012,16.91,-0.004719773
12/06/2012,16.99,0.016617593
11/06/2012,16.71,-0.02482397
08/06/2012,17.13,0.022433054
07/06/2012,16.75,-0.018338284
06/06/2012,17.06,0.032770284
05/06/2012,16.51,0.033880666
04/06/2012,15.96,-0.011834458
01/06/2012,16.15,-0.036478209
31/05/2012,16.75,-0.003575689
30/05/2012,16.81,-0.029887956
29/05/2012,17.32,0.029887956
25/05/2012,16.81,-0.010062233
24/05/2012,16.98,0.002358492
23/05/2012,16.94,0.0035482
22/05/2012,16.88,0.007731231
21/05/2012,16.75,0.027846836
18/05/2012,16.29,-0.019453501
17/05/2012,16.61,-0.03780722
16/05/2012,17.25,-0.022356907
15/05/2012,17.64,-0.002830458
14/05/2012,17.69,-0.01737225
11/05/2012,18,-0.006092514
10/05/2012,18.11,0.009988984
09/05/2012,17.93,0.00727683
08/05/2012,17.8,-0.013393057
07/05/2012,18.04,0.007790802
04/05/2012,17.9,-0.023192646
03/05/2012,18.32,-0.001091108
02/05/2012,18.34,0.023167059
01/05/2012,17.92,0.00671895
30/04/2012,17.8,-0.013947227
27/04/2012,18.05,0.020711628
26/04/2012,17.68,0.006241155
25/04/2012,17.57,0.020121403
24/04/2012,17.22,0.005240187
23/04/2012,17.13,-0.010453057
20/04/2012,17.31,0.019248188
19/04/2012,16.98,-0.005872007
18/04/2012,17.08,-0.001170275
17/04/2012,17.1,0.005865119
16/04/2012,17,0.017804625
13/04/2012,16.7,-0.004778982
12/04/2012,16.78,0.016221443
11/04/2012,16.51,0.016488923
10/04/2012,16.24,-0.024332101
09/04/2012,16.64,-0.00539408
05/04/2012,16.73,0.004793299
04/04/2012,16.65,-0.005390849
03/04/2012,16.74,-0.014235116
02/04/2012,16.98,-0.000588755
30/03/2012,16.99,0.011841465
29/03/2012,16.79,0.005374752
28/03/2012,16.7,-0.006565228
27/03/2012,16.81,0.000595061
26/03/2012,16.8,0.010170593
23/03/2012,16.63,0.015147215
22/03/2012,16.38,-0.026507576
21/03/2012,16.82,-0.012994867
20/03/2012,17.04,0.005295688
19/03/2012,16.95,0.002362671
16/03/2012,16.91,0.018502468
15/03/2012,16.6,-0.010785006
14/03/2012,16.78,-0.005349196
13/03/2012,16.87,0.034985474
12/03/2012,16.29,-0.004287909
09/03/2012,16.36,-0.009732437
08/03/2012,16.52,-0.017402179
07/03/2012,16.81,0.019826423
06/03/2012,16.48,-0.012662213
05/03/2012,16.69,0.011449357
02/03/2012,16.5,0.003642991
01/03/2012,16.44,0.010394468
29/02/2012,16.27,-0.015248847
28/02/2012,16.52,-0.01382649
27/02/2012,16.75,0.001194743
24/02/2012,16.73,0.00539408
23/02/2012,16.64,0.027415668
22/02/2012,16.19,-0.018966613
21/02/2012,16.5,-0.01742309
17/02/2012,16.79,-0.013605652
16/02/2012,17.02,0.010038466
15/02/2012,16.85,0.019778889
14/02/2012,16.52,-0.011435575
13/02/2012,16.71,0.018726008
10/02/2012,16.4,-0.010312497
09/02/2012,16.57,-0.006016865
08/02/2012,16.67,0.005413547
07/02/2012,16.58,0.000603318
06/02/2012,16.57,0.00120773
03/02/2012,16.55,0.030677252
02/02/2012,16.05,0.014433887
01/02/2012,15.82,0.002531647
31/01/2012,15.78,0.000633914
30/01/2012,15.77,-0.011976191
27/01/2012,15.96,0.001881468
26/01/2012,15.93,0.007561473
25/01/2012,15.81,0.011450507
24/01/2012,15.63,0.016774587
23/01/2012,15.37,-0.015494177
20/01/2012,15.61,0.033879462
19/01/2012,15.09,-0.01054723
18/01/2012,15.25,0.012537281
17/01/2012,15.06,0.02079914
13/01/2012,14.75,-0.006083155
12/01/2012,14.84,-0.008721961
11/01/2012,14.97,0.004686985
10/01/2012,14.9,0.008763116
09/01/2012,14.77,-0.002704532
06/01/2012,14.81,-0.012747573
05/01/2012,15,0.008032172
04/01/2012,14.88,-0.023905521
03/01/2012,15.24,0.014540904
30/12/2011,15.02,0.004671346
29/12/2011,14.95,0.015504187
28/12/2011,14.72,-0.016841085
27/12/2011,14.97,-0.002002003
23/12/2011,15,0.002670229
22/12/2011,14.96,0.007380107
21/12/2011,14.85,-0.002689981
20/12/2011,14.89,0.036939904
19/12/2011,14.35,-0.011777067
16/12/2011,14.52,0.010384309
15/12/2011,14.37,0.022520304
14/12/2011,14.05,0.000711997
13/12/2011,14.04,0.002853069
12/12/2011,14,-0.008534902
09/12/2011,14.12,0.017863998
08/12/2011,13.87,-0.029831758
07/12/2011,14.29,0.006318027
06/12/2011,14.2,-0.003514942
05/12/2011,14.25,0.023430252
02/12/2011,13.92,-0.002152853
01/12/2011,13.95,-0.009275842
30/11/2011,14.08,0.039107083
29/11/2011,13.54,0.002958582
28/11/2011,13.5,0.038509855
25/11/2011,12.99,0.013173379
23/11/2011,12.82,-0.042754603
22/11/2011,13.38,0.006749182
21/11/2011,13.29,-0.03038396
18/11/2011,13.7,0.001460921
17/11/2011,13.68,-0.032365285
16/11/2011,14.13,-0.018233324
15/11/2011,14.39,0.009776614
14/11/2011,14.25,-0.01462931
11/11/2011,14.46,0.022378556
10/11/2011,14.14,-0.007749246
09/11/2011,14.25,-0.039895249
08/11/2011,14.83,0.021814089
07/11/2011,14.51,-0.002752927
04/11/2011,14.55,-0.010936541
03/11/2011,14.71,0.015759148
02/11/2011,14.48,0.038005982
01/11/2011,13.94,-0.053085088
31/10/2011,14.7,-0.004073325
28/10/2011,14.76,0.01639381
27/10/2011,14.52,0.043638169
26/10/2011,13.9,-0.002155948
25/10/2011,13.93,-0.010710563
24/10/2011,14.08,0.043548245
21/10/2011,13.48,0.029358526
20/10/2011,13.09,0.010752792
19/10/2011,12.95,-0.010752792
18/10/2011,13.09,0.054958884
17/10/2011,12.39,-0.030991753
14/10/2011,12.78,0.006279455
13/10/2011,12.7,0
12/10/2011,12.7,0.035260063
11/10/2011,12.26,-0.007314133
10/10/2011,12.35,0.041328195
07/10/2011,11.85,-0.028288076
06/10/2011,12.19,0.063499958
05/10/2011,11.44,-0.002618945
04/10/2011,11.47,0.012280856
03/10/2011,11.33,-0.065751378
30/09/2011,12.1,-0.049183633
29/09/2011,12.71,0.023886486
28/09/2011,12.41,-0.031723517
27/09/2011,12.81,0.025297792
26/09/2011,12.49,0.012893007
23/09/2011,12.33,0.035496917
22/09/2011,11.9,-0.028170877
21/09/2011,12.24,-0.063312279
20/09/2011,13.04,0.030364341
19/09/2011,12.65,-0.00473187
16/09/2011,12.71,-0.031748698
15/09/2011,13.12,0.023911668
14/09/2011,12.81,0.026098753
13/09/2011,12.48,0.01615544
12/09/2011,12.28,0.018077731
09/09/2011,12.06,-0.044595959
08/09/2011,12.61,-0.018853661
07/09/2011,12.85,0.029216448
06/09/2011,12.48,-0.018261722
02/09/2011,12.71,-0.04687758
01/09/2011,13.32,-0.023739987
31/08/2011,13.64,0.00293686
30/08/2011,13.6,-0.016047026
29/08/2011,13.82,0.058095262
26/08/2011,13.04,0.018576386
25/08/2011,12.8,-0.036813973
24/08/2011,13.28,-0.007501911
23/08/2011,13.38,0.012786936
22/08/2011,13.21,0.00607443
19/08/2011,13.13,-0.004559278
18/08/2011,13.19,-0.073782998
17/08/2011,14.2,-0.005617992
16/08/2011,14.28,-0.011142177
15/08/2011,14.44,0.04099514
12/08/2011,13.86,-0.032650168
11/08/2011,14.32,0.060450056
10/08/2011,13.48,-0.008127123
09/08/2011,13.59,0.145480988
08/08/2011,11.75,-0.160815352
05/08/2011,13.8,-0.020796734
04/08/2011,14.09,-0.094729329
03/08/2011,15.49,0.01103549
02/08/2011,15.32,-0.090432412
01/08/2011,16.77,-0.002382372
29/07/2011,16.81,-0.001783061
28/07/2011,16.84,0.010746372
27/07/2011,16.66,-0.027236734
26/07/2011,17.12,-0.004080449
25/07/2011,17.19,-0.0109923
22/07/2011,17.38,0.004613618
21/07/2011,17.3,0.013383965
20/07/2011,17.07,0.01594365
19/07/2011,16.8,0.024707494
18/07/2011,16.39,-0.003045997
15/07/2011,16.44,0.014706147
14/07/2011,16.2,-0.017136282
13/07/2011,16.48,-0.013859818
12/07/2011,16.71,-0.004776128
11/07/2011,16.79,-0.028187421
08/07/2011,17.27,-0.005197817
07/07/2011,17.36,0.023900875
06/07/2011,16.95,0
05/07/2011,16.95,0.013662226
01/07/2011,16.72,0.00179587
30/06/2011,16.69,0.004202948
29/06/2011,16.62,0.007852653
28/06/2011,16.49,0.014046032
27/06/2011,16.26,0.009267907
24/06/2011,16.11,-0.006188139
23/06/2011,16.21,-0.009822056
22/06/2011,16.37,-0.005482804
21/06/2011,16.46,0
20/06/2011,16.46,0.006093864
17/06/2011,16.36,0.026007658
16/06/2011,15.94,0.015808107
15/06/2011,15.69,-0.016435262
14/06/2011,15.95,0.007551955
13/06/2011,15.83,0.018489529
10/06/2011,15.54,-0.027294617
09/06/2011,15.97,-0.013063949
08/06/2011,16.18,0.001855862
07/06/2011,16.15,0.006834447
06/06/2011,16.04,-0.011775779
03/06/2011,16.23,-0.016498999
02/06/2011,16.5,0.02516242
01/06/2011,16.09,-0.023949563
31/05/2011,16.48,0.010982417
27/05/2011,16.3,0.004303726
26/05/2011,16.23,0.004941332
25/05/2011,16.15,0.016859594
24/05/2011,15.88,-0.001887387
23/05/2011,15.91,-0.00813776
20/05/2011,16.04,-0.018530487
19/05/2011,16.34,0.012315427
18/05/2011,16.14,0.005591813
17/05/2011,16.05,-0.0062112
16/05/2011,16.15,0.001859313
13/05/2011,16.12,-0.018439367
12/05/2011,16.42,0.011022769
11/05/2011,16.24,-0.006750563
10/05/2011,16.35,0.019765931
09/05/2011,16.03,0.006885786
06/05/2011,15.92,-0.009377999
05/05/2011,16.07,-0.002486017
04/05/2011,16.11,-0.0147877
03/05/2011,16.35,-0.0199825
02/05/2011,16.68,-0.001198322
29/04/2011,16.7,0
28/04/2011,16.7,0.021180822
27/04/2011,16.35,0.02226437
26/04/2011,15.99,0.003131853
25/04/2011,15.94,0.000627549
21/04/2011,15.93,0.019011979
20/04/2011,15.63,0.01612418
19/04/2011,15.38,0.005868944
18/04/2011,15.29,-0.009762525
15/04/2011,15.44,-0.000647459
14/04/2011,15.45,0.029558802
13/04/2011,15,0.005347606
12/04/2011,14.92,-0.001339585
11/04/2011,14.94,-0.004674466
08/04/2011,15.01,-0.003989367
07/04/2011,15.07,-0.015800197
06/04/2011,15.31,0.003271184
05/04/2011,15.26,-0.010430342
04/04/2011,15.42,-0.003237296
01/04/2011,15.47,-0.000646204
31/03/2011,15.48,0.014969365
30/03/2011,15.25,0.016529302
29/03/2011,15,-0.011928571
28/03/2011,15.18,0.002638524
25/03/2011,15.14,-0.001320132
24/03/2011,15.16,0.000659848
23/03/2011,15.15,-0.021548336
22/03/2011,15.48,0
21/03/2011,15.48,0.01825344
18/03/2011,15.2,0.026668247
17/03/2011,14.8,0.014976454
16/03/2011,14.58,-0.014976454
15/03/2011,14.8,0.015662561
14/03/2011,14.57,-0.021053409
11/03/2011,14.88,0.013532006
10/03/2011,14.68,-0.016216572
09/03/2011,14.92,-0.020564572
08/03/2011,15.23,0.016551189
07/03/2011,14.98,-0.00996355
04/03/2011,15.13,-0.009865256
03/03/2011,15.28,0.013175421
02/03/2011,15.08,-0.029404275
01/03/2011,15.53,-0.024802543
28/02/2011,15.92,0.02158814
25/02/2011,15.58,0.024034934
24/02/2011,15.21,-0.011114858
23/02/2011,15.38,-0.009061551
22/02/2011,15.52,-0.01534557
18/02/2011,15.76,-0.003167567
17/02/2011,15.81,0.003167567
16/02/2011,15.76,0.02440712
15/02/2011,15.38,-0.004541039
14/02/2011,15.45,0
11/02/2011,15.45,0.005191446
10/02/2011,15.37,0.004564729
09/02/2011,15.3,0.001308045
08/02/2011,15.28,0.005249356
07/02/2011,15.2,0.015915455
04/02/2011,14.96,0.002007361
03/02/2011,14.93,0.006046374
02/02/2011,14.84,-0.006046374
01/02/2011,14.93,0.008069983
31/01/2011,14.81,0.016338008
28/01/2011,14.57,-0.029085581
27/01/2011,15,0.008032172
26/01/2011,14.88,0.002018164
25/01/2011,14.85,0.012195273
24/01/2011,14.67,0.02205465
21/01/2011,14.35,-0.005559431
