Date,Close,XRAY
27/12/2013,48.34,-0.004334819
26/12/2013,48.55,-0.003905853
24/12/2013,48.74,-0.002459018
23/12/2013,48.86,0.008839609
20/12/2013,48.43,0.002066971
19/12/2013,48.33,0.002486017
18/12/2013,48.21,0.015679217
17/12/2013,47.46,-0.004415018
16/12/2013,47.67,-0.00355984
13/12/2013,47.84,-0.008326443
12/12/2013,48.24,-0.005169039
11/12/2013,48.49,0.008699309
10/12/2013,48.07,0.010455971
09/12/2013,47.57,-0.006286693
06/12/2013,47.87,0.019618813
05/12/2013,46.94,-0.007217183
04/12/2013,47.28,0.001269841
03/12/2013,47.22,-0.003382667
02/12/2013,47.38,-0.003791873
29/11/2013,47.56,-0.00272966
27/11/2013,47.69,-0.000628865
26/11/2013,47.72,-0.002511512
25/11/2013,47.84,-0.000209008
22/11/2013,47.85,-0.000208965
21/11/2013,47.86,0.000627025
20/11/2013,47.83,-0.006668081
19/11/2013,48.15,-0.007036453
18/11/2013,48.49,-0.002677378
15/11/2013,48.62,0.001440774
14/11/2013,48.55,0.009312018
13/11/2013,48.1,0.002081166
12/11/2013,48,0.008578356
11/11/2013,47.59,-0.004612168
08/11/2013,47.81,0.013900814
07/11/2013,47.15,-0.003810335
06/11/2013,47.33,0.004022446
05/11/2013,47.14,-0.006554628
04/11/2013,47.45,0.006342516
01/11/2013,47.15,0.000848716
31/10/2013,47.11,0.007029532
30/10/2013,46.78,0.023138669
29/10/2013,45.71,0.016099146
28/10/2013,44.98,-0.000444543
25/10/2013,45,0
24/10/2013,45,-0.010170329
23/10/2013,45.46,-0.001977805
22/10/2013,45.55,-0.003943914
21/10/2013,45.73,0.00065624
18/10/2013,45.7,0.006365953
17/10/2013,45.41,0.020243156
16/10/2013,44.5,0.004730271
15/10/2013,44.29,-0.0098855
14/10/2013,44.73,0.00358343
11/10/2013,44.57,0.010827988
10/10/2013,44.09,0.012782644
09/10/2013,43.53,0
08/10/2013,43.53,-0.009374711
07/10/2013,43.94,-0.012439378
04/10/2013,44.49,0.028961094
03/10/2013,43.22,-0.014471368
02/10/2013,43.85,0.005258958
01/10/2013,43.62,0.004825931
30/09/2013,43.41,0.00046083
27/09/2013,43.39,-0.002761797
26/09/2013,43.51,0.00184035
25/09/2013,43.43,-0.011219351
24/09/2013,43.92,-0.004089985
23/09/2013,44.1,0.000453618
20/09/2013,44.08,-0.00520422
19/09/2013,44.31,-0.004503498
18/09/2013,44.51,0
17/09/2013,44.51,-0.000673779
16/09/2013,44.54,0.009701148
13/09/2013,44.11,-0.009476605
12/09/2013,44.53,-0.013827161
11/09/2013,45.15,0.017201362
10/09/2013,44.38,0.024636282
09/09/2013,43.3,0.010680389
06/09/2013,42.84,0.009616586
05/09/2013,42.43,0.005435438
04/09/2013,42.2,0.004750603
03/09/2013,42,0.000238124
30/08/2013,41.99,-0.001427892
29/08/2013,42.05,-0.001425856
28/08/2013,42.11,0.006671457
27/08/2013,41.83,-0.006433955
26/08/2013,42.1,-0.004029874
23/08/2013,42.27,-0.000473037
22/08/2013,42.29,0.016690898
21/08/2013,41.59,-0.006709826
20/08/2013,41.87,0.001912504
19/08/2013,41.79,-0.004536238
16/08/2013,41.98,-0.00404137
15/08/2013,42.15,-0.0131984
14/08/2013,42.71,-0.00023411
13/08/2013,42.72,0.00023411
12/08/2013,42.71,0.003283305
09/08/2013,42.57,-0.004453306
08/08/2013,42.76,0.008454724
07/08/2013,42.4,-0.004236297
06/08/2013,42.58,-0.002814261
05/08/2013,42.7,-0.006303278
02/08/2013,42.97,0.001630372
01/08/2013,42.9,0.000466309
31/07/2013,42.88,0.014801163
30/07/2013,42.25,0.003556613
29/07/2013,42.1,-0.001186944
26/07/2013,42.15,0.001662116
25/07/2013,42.08,-0.005687219
24/07/2013,42.32,-0.004244288
23/07/2013,42.5,-0.003992021
22/07/2013,42.67,0.005876148
19/07/2013,42.42,0.000471587
18/07/2013,42.4,0.007100622
17/07/2013,42.1,0.001902045
16/07/2013,42.02,0.000476077
15/07/2013,42,0.000238124
12/07/2013,41.99,-0.00451468
11/07/2013,42.18,0.007376595
10/07/2013,41.87,-0.002147203
09/07/2013,41.96,0.003820444
08/07/2013,41.8,-0.000717446
05/07/2013,41.83,0.016632901
03/07/2013,41.14,0.000972763
02/07/2013,41.1,-0.001458789
01/07/2013,41.16,0.00487093
28/06/2013,40.96,-0.006570166
27/06/2013,41.23,0.018605188
26/06/2013,40.47,0.005699433
25/06/2013,40.24,-0.003473087
24/06/2013,40.38,-0.012061685
21/06/2013,40.87,0.010576903
20/06/2013,40.44,-0.016675227
19/06/2013,41.12,-0.015923135
18/06/2013,41.78,0.004798474
17/06/2013,41.58,0.013803343
14/06/2013,41.01,-0.008981733
13/06/2013,41.38,0.011178731
12/06/2013,40.92,-0.001953126
11/06/2013,41,-0.009950331
10/06/2013,41.41,0
07/06/2013,41.41,0.006784615
06/06/2013,41.13,-0.007267474
05/06/2013,41.43,-0.011519206
04/06/2013,41.91,-0.007606407
03/06/2013,42.23,0.011191925
31/05/2013,41.76,-0.005730675
30/05/2013,42,0.003577821
29/05/2013,41.85,-0.006193445
28/05/2013,42.11,0.023061315
24/05/2013,41.15,-0.008710435
23/05/2013,41.51,0.000964088
22/05/2013,41.47,-0.02005319
21/05/2013,42.31,0.00307729
20/05/2013,42.18,-0.002367986
17/05/2013,42.28,0.002367986
16/05/2013,42.18,-0.008263534
15/05/2013,42.53,-0.006328393
14/05/2013,42.8,0.017916557
13/05/2013,42.04,-0.014171234
10/05/2013,42.64,0.004465867
09/05/2013,42.45,-0.040397876
08/05/2013,44.2,0.018495789
07/05/2013,43.39,0.009028884
06/05/2013,43,0.007938403
03/05/2013,42.66,0.012976471
02/05/2013,42.11,0.006910548
01/05/2013,41.82,-0.012593727
30/04/2013,42.35,0.0035482
29/04/2013,42.2,0.01359916
26/04/2013,41.63,-0.006703401
25/04/2013,41.91,0.003585518
24/04/2013,41.76,0.002637575
23/04/2013,41.65,0.013293247
22/04/2013,41.1,-0.011130045
19/04/2013,41.56,0.016986577
18/04/2013,40.86,-0.013853667
17/04/2013,41.43,-0.018888786
16/04/2013,42.22,0.024698534
15/04/2013,41.19,-0.020426038
12/04/2013,42.04,-0.004272496
11/04/2013,42.22,0.008324462
10/04/2013,41.87,0.01370708
09/04/2013,41.3,0.004124718
08/04/2013,41.13,0.009772861
05/04/2013,40.73,-0.012201225
04/04/2013,41.23,0.008769849
03/04/2013,40.87,-0.018184523
02/04/2013,41.62,-0.011704421
01/04/2013,42.11,-0.007806072
28/03/2013,42.44,0.01615237
27/03/2013,41.76,-0.003346883
26/03/2013,41.9,0.005504381
25/03/2013,41.67,-0.00812624
22/03/2013,42.01,0.010528932
21/03/2013,41.57,-0.019533732
20/03/2013,42.39,0.011149445
19/03/2013,41.92,0.005981595
18/03/2013,41.67,-0.015714609
15/03/2013,42.33,-0.006827572
14/03/2013,42.62,0.003054873
13/03/2013,42.49,-0.006100441
12/03/2013,42.75,-0.002569795
11/03/2013,42.86,0.00280374
08/03/2013,42.74,0.00469044
07/03/2013,42.54,0.005894158
06/03/2013,42.29,0.006642966
05/03/2013,42.01,0.017287345
04/03/2013,41.29,0.003153429
01/03/2013,41.16,-0.006296945
28/02/2013,41.42,0.002901356
27/02/2013,41.3,0.010221554
26/02/2013,40.88,0.000489357
25/02/2013,40.86,-0.022266167
22/02/2013,41.78,0.011313155
21/02/2013,41.31,-0.040095514
20/02/2013,43,-0.011330911
19/02/2013,43.49,0.015992924
15/02/2013,42.8,-0.002566796
14/02/2013,42.91,-0.003953953
13/02/2013,43.08,0.004886572
12/02/2013,42.87,0.000700035
11/02/2013,42.84,-0.000700035
08/02/2013,42.87,0.008197727
07/02/2013,42.52,-0.004224367
06/02/2013,42.7,0.007286435
05/02/2013,42.39,0.008053099
04/02/2013,42.05,-0.009938558
01/02/2013,42.47,0.016859001
31/01/2013,41.76,-0.00477784
30/01/2013,41.96,-0.004043292
29/01/2013,42.13,-0.001660145
28/01/2013,42.2,-0.003075833
25/01/2013,42.33,0.018839236
24/01/2013,41.54,0.016015873
23/01/2013,40.88,-0.000244588
22/01/2013,40.89,0.000978713
18/01/2013,40.85,0.00417025
17/01/2013,40.68,0.021367273
16/01/2013,39.82,0.005792738
15/01/2013,39.59,-0.005541576
14/01/2013,39.81,-0.003009784
11/01/2013,39.93,-0.009967688
10/01/2013,40.33,-0.00198167
09/01/2013,40.41,-0.000494805
08/01/2013,40.43,-0.011557979
07/01/2013,40.9,0.003428855
04/01/2013,40.76,0.008623929
03/01/2013,40.41,-0.0027184
02/01/2013,40.52,0.022714068
31/12/2012,39.61,0.015263588
28/12/2012,39.01,-0.00944005
27/12/2012,39.38,-0.004307621
26/12/2012,39.55,-0.013561232
24/12/2012,40.09,-0.006464468
21/12/2012,40.35,-0.00123839
20/12/2012,40.4,0.000495172
19/12/2012,40.38,-0.002967361
18/12/2012,40.5,0.003462779
17/12/2012,40.36,0.01623615
14/12/2012,39.71,0.002269004
13/12/2012,39.62,-0.010045288
12/12/2012,40.02,-0.003492146
11/12/2012,40.16,0.014042357
10/12/2012,39.6,0.008113635
07/12/2012,39.28,0.002549071
06/12/2012,39.18,-0.002549071
05/12/2012,39.28,0.003315061
04/12/2012,39.15,-0.009659455
03/12/2012,39.53,-0.00429131
30/11/2012,39.7,0.00126024
29/11/2012,39.65,0.005564
28/11/2012,39.43,0.014304203
27/11/2012,38.87,-0.008964076
26/11/2012,39.22,-0.002037698
23/11/2012,39.3,0.012804272
21/11/2012,38.8,0.001805753
20/11/2012,38.73,-0.005150668
19/11/2012,38.93,0.012406466
16/11/2012,38.45,0.003386743
15/11/2012,38.32,0.009175579
14/11/2012,37.97,-0.004467226
13/11/2012,38.14,-0.00835514
12/11/2012,38.46,-0.00570393
09/11/2012,38.68,0.017736511
08/11/2012,38,-0.016443017
07/11/2012,38.63,-0.026313946
06/11/2012,39.66,0.02089248
05/11/2012,38.84,0.021075321
02/11/2012,38.03,-0.008379206
01/11/2012,38.35,0.040170316
31/10/2012,36.84,-0.008648703
26/10/2012,37.16,-0.004564379
25/10/2012,37.33,0.016748095
24/10/2012,36.71,0.014819152
23/10/2012,36.17,-0.006888028
22/10/2012,36.42,-0.013364443
19/10/2012,36.91,-0.022502959
18/10/2012,37.75,-0.010015898
17/10/2012,38.13,0.013997323
16/10/2012,37.6,0.003730353
15/10/2012,37.46,0.012085551
12/10/2012,37.01,-0.005658105
11/10/2012,37.22,0.015432823
10/10/2012,36.65,-0.004899302
09/10/2012,36.83,-0.033376479
08/10/2012,38.08,0.000788126
05/10/2012,38.05,-0.006809874
04/10/2012,38.31,0.002090411
03/10/2012,38.23,0.004456686
02/10/2012,38.06,-0.000262709
01/10/2012,38.07,-0.00183703
28/09/2012,38.14,-0.000524246
27/09/2012,38.16,0.014517874
26/09/2012,37.61,-0.004245164
25/09/2012,37.77,0.006108106
24/09/2012,37.54,0.009367123
21/09/2012,37.19,0.011901682
20/09/2012,36.75,-0.008399995
19/09/2012,37.06,-0.006723166
18/09/2012,37.31,-0.001606856
17/09/2012,37.37,-0.00773028
14/09/2012,37.66,0.002126529
13/09/2012,37.58,0.003198297
12/09/2012,37.46,-0.002932163
11/09/2012,37.57,0.010165952
10/09/2012,37.19,-0.00402523
07/09/2012,37.34,0.012938186
06/09/2012,36.86,0.018067833
05/09/2012,36.2,-0.003859944
04/09/2012,36.34,0.00192811
31/08/2012,36.27,0.003037418
30/08/2012,36.16,-0.008536469
29/08/2012,36.47,0.002745746
28/08/2012,36.37,-0.00603072
27/08/2012,36.59,-0.003001776
24/08/2012,36.7,-0.004078864
23/08/2012,36.85,-0.015884033
22/08/2012,37.44,-0.011155494
21/08/2012,37.86,-0.020910328
20/08/2012,38.66,-0.005674506
17/08/2012,38.88,-0.004874929
16/08/2012,39.07,0.000512033
15/08/2012,39.05,0.01496416
14/08/2012,38.47,-0.001039231
13/08/2012,38.51,-0.003111229
10/08/2012,38.63,0.001554404
09/08/2012,38.57,0.000778109
08/08/2012,38.54,0.008076115
07/08/2012,38.23,0.017947169
06/08/2012,37.55,0.016107731
03/08/2012,36.95,0.038344237
02/08/2012,35.56,-0.015902135
01/08/2012,36.13,-0.005795518
31/07/2012,36.34,-0.024732882
30/07/2012,37.25,0.000805694
27/07/2012,37.22,0.034160994
26/07/2012,35.97,0.003899726
25/07/2012,35.83,0.007564121
24/07/2012,35.56,-0.015348425
23/07/2012,36.11,-0.018656234
20/07/2012,36.79,-0.013767258
19/07/2012,37.3,0.016761679
18/07/2012,36.68,0.006564575
17/07/2012,36.44,0.014372829
16/07/2012,35.92,-0.012999768
13/07/2012,36.39,0.008001146
12/07/2012,36.1,-0.013208778
11/07/2012,36.58,0.005757384
10/07/2012,36.37,-0.009032496
09/07/2012,36.7,-0.006788892
06/07/2012,36.95,-0.016374007
05/07/2012,37.56,-0.004250803
03/07/2012,37.72,-0.005024472
02/07/2012,37.91,0.002641312
29/06/2012,37.81,0.028707538
28/06/2012,36.74,-0.007322067
27/06/2012,37.01,0.01032057
26/06/2012,36.63,-0.001636662
25/06/2012,36.69,-0.021303219
22/06/2012,37.48,0.005082263
21/06/2012,37.29,-0.028290056
20/06/2012,38.36,0
19/06/2012,38.36,0.00942909
18/06/2012,38,0.006071023
15/06/2012,37.77,0.007974524
14/06/2012,37.47,0.009115345
13/06/2012,37.13,-0.005104108
12/06/2012,37.32,0.012402424
11/06/2012,36.86,-0.00945059
08/06/2012,37.21,0.009993331
07/06/2012,36.84,-0.007032758
06/06/2012,37.1,0.015209419
05/06/2012,36.54,0.009348432
04/06/2012,36.2,-0.001656086
01/06/2012,36.26,-0.020202707
31/05/2012,37,-0.009950331
30/05/2012,37.37,-0.029530224
29/05/2012,38.49,-0.001557633
25/05/2012,38.55,0.011479385
24/05/2012,38.11,0.002364378
23/05/2012,38.02,0.000263054
22/05/2012,38.01,-0.005771265
21/05/2012,38.23,0.024895354
18/05/2012,37.29,-0.015962031
17/05/2012,37.89,-0.020376881
16/05/2012,38.67,-0.007984588
15/05/2012,38.98,-0.002562133
14/05/2012,39.08,-0.004595362
11/05/2012,39.26,-0.001527106
10/05/2012,39.32,0.010739045
09/05/2012,38.9,-0.015559554
08/05/2012,39.51,0.010175616
07/05/2012,39.11,-0.001788224
04/05/2012,39.18,-0.023209922
03/05/2012,40.1,-0.004230441
02/05/2012,40.27,-0.006682366
01/05/2012,40.54,-0.012745271
30/04/2012,41.06,-0.006554217
27/04/2012,41.33,0.010703094
26/04/2012,40.89,0.002203453
25/04/2012,40.8,0.020302752
24/04/2012,39.98,0.01791846
23/04/2012,39.27,-0.011645701
20/04/2012,39.73,0
19/04/2012,39.73,-0.014493007
18/04/2012,40.31,-0.002477702
17/04/2012,40.41,0.019995667
16/04/2012,39.61,0.004301082
13/04/2012,39.44,-0.007577707
12/04/2012,39.74,0.021878258
11/04/2012,38.88,0.009821738
10/04/2012,38.5,-0.018018506
09/04/2012,39.2,-0.013178092
05/04/2012,39.72,0.003530899
04/04/2012,39.58,-0.016537586
03/04/2012,40.24,-0.004957868
02/04/2012,40.44,0.00769521
30/03/2012,40.13,0.002994761
29/03/2012,40.01,0
28/03/2012,40.01,-0.001997504
27/03/2012,40.09,-0.000249408
26/03/2012,40.1,0.022189514
23/03/2012,39.22,0.003064354
22/03/2012,39.1,-0.004338402
21/03/2012,39.27,0.003060446
20/03/2012,39.15,-0.008647053
19/03/2012,39.49,-0.006059095
16/03/2012,39.73,-0.000503271
15/03/2012,39.75,0.001510574
14/03/2012,39.69,0.009620327
13/03/2012,39.31,0.023161097
12/03/2012,38.41,-0.005193468
09/03/2012,38.61,0.004933153
08/03/2012,38.42,0.007314557
07/03/2012,38.14,0.00183703
06/03/2012,38.07,-0.020796174
05/03/2012,38.87,-0.008709071
02/03/2012,39.21,0.005883122
01/03/2012,38.98,0.006950729
29/02/2012,38.71,-0.005924035
28/02/2012,38.94,0.000770713
27/02/2012,38.91,0.013193827
24/02/2012,38.4,0.006531702
23/02/2012,38.15,-0.00235633
22/02/2012,38.24,-0.01299057
21/02/2012,38.74,-0.007970218
17/02/2012,39.05,-0.009684072
16/02/2012,39.43,0.018170685
15/02/2012,38.72,0.002844952
14/02/2012,38.61,0.007800352
13/02/2012,38.31,0.016581509
10/02/2012,37.68,0
09/02/2012,37.68,-0.00450153
08/02/2012,37.85,0.003440522
07/02/2012,37.72,-0.011859409
06/02/2012,38.17,-0.001832221
03/02/2012,38.24,0.007612584
02/02/2012,37.95,-0.005780363
01/02/2012,38.17,0.011329327
31/01/2012,37.74,-0.002646204
30/01/2012,37.84,-0.006059826
27/01/2012,38.07,-0.003147131
26/01/2012,38.19,-0.018163447
25/01/2012,38.89,0.021310578
24/01/2012,38.07,0.003420606
23/01/2012,37.94,-0.006305854
20/01/2012,38.18,0.004988851
19/01/2012,37.99,0.022628411
18/01/2012,37.14,0.028401691
17/01/2012,36.1,0.000277047
13/01/2012,36.09,-0.008278193
12/01/2012,36.39,0.014950445
11/01/2012,35.85,0.009247649
10/01/2012,35.52,0.014176591
09/01/2012,35.02,-0.004842624
06/01/2012,35.19,-0.005949869
05/01/2012,35.4,0.000847817
04/01/2012,35.37,-0.000282686
03/01/2012,35.38,0.011084382
30/12/2011,34.99,-0.008820658
29/12/2011,35.3,0.012829827
28/12/2011,34.85,-0.019324273
27/12/2011,35.53,-0.00281057
23/12/2011,35.63,0.002247823
22/12/2011,35.55,0.005641764
21/12/2011,35.35,-0.001695874
20/12/2011,35.41,0.02661482
19/12/2011,34.48,-0.005206838
16/12/2011,34.66,-0.003743705
15/12/2011,34.79,-0.001723148
14/12/2011,34.85,-0.009424602
13/12/2011,35.18,-0.014392798
12/12/2011,35.69,-0.012253008
09/12/2011,36.13,0.022957335
08/12/2011,35.31,-0.021572485
07/12/2011,36.08,0.000831831
06/12/2011,36.05,0.00361262
05/12/2011,35.92,0.01543024
02/12/2011,35.37,-0.021259542
01/12/2011,36.13,0.00055371
30/11/2011,36.11,0.066404935
29/11/2011,33.79,-0.000887443
28/11/2011,33.82,0.030623828
25/11/2011,32.8,-0.001827597
23/11/2011,32.86,-0.013000939
22/11/2011,33.29,-0.019042527
21/11/2011,33.93,0.010071175
18/11/2011,33.59,-0.023246596
17/11/2011,34.38,-0.026124638
16/11/2011,35.29,-0.022416181
15/11/2011,36.09,0.006114527
14/11/2011,35.87,-0.009710161
11/11/2011,36.22,0.020642295
10/11/2011,35.48,0.005936413
09/11/2011,35.27,-0.051123164
08/11/2011,37.12,0.025925862
07/11/2011,36.17,0.010561521
04/11/2011,35.79,-0.014424661
03/11/2011,36.31,0.013028597
02/11/2011,35.84,0.008124432
01/11/2011,35.55,-0.038896091
31/10/2011,36.96,-0.041600912
28/10/2011,38.53,-0.007498419
27/10/2011,38.82,0.101874698
26/10/2011,35.06,0.010321193
25/10/2011,34.7,-0.004600353
24/10/2011,34.86,0.021749444
21/10/2011,34.11,0.017746695
20/10/2011,33.51,0.013822335
19/10/2011,33.05,0.008813307
18/10/2011,32.76,0.020663804
17/10/2011,32.09,-0.033101398
14/10/2011,33.17,0.01213239
13/10/2011,32.77,-0.01694443
12/10/2011,33.33,0.025833377
11/10/2011,32.48,0
10/10/2011,32.48,0.033816622
07/10/2011,31.4,-0.011084832
06/10/2011,31.75,0.033955857
05/10/2011,30.69,0.020408872
04/10/2011,30.07,0.033133524
03/10/2011,29.09,-0.053542396
30/09/2011,30.69,-0.024462115
29/09/2011,31.45,0.001909612
28/09/2011,31.39,-0.032594549
27/09/2011,32.43,0.028144447
26/09/2011,31.53,0.009240149
23/09/2011,31.24,0.012238478
22/09/2011,30.86,-0.044057196
21/09/2011,32.25,-0.041603085
20/09/2011,33.62,-0.003266521
19/09/2011,33.73,-0.023151217
16/09/2011,34.52,0.007560373
15/09/2011,34.26,0.008206377
14/09/2011,33.98,0.021416642
13/09/2011,33.26,0.026814526
12/09/2011,32.38,-0.003083567
09/09/2011,32.48,-0.053645821
08/09/2011,34.27,-0.023930795
07/09/2011,35.1,0.051143358
06/09/2011,33.35,-0.01842001
02/09/2011,33.97,-0.026435817
01/09/2011,34.88,-0.009132484
31/08/2011,35.2,0.012866511
30/08/2011,34.75,-0.011445046
29/08/2011,35.15,0.027106619
26/08/2011,34.21,0.024561081
25/08/2011,33.38,-0.010430731
24/08/2011,33.73,0.022183164
23/08/2011,32.99,0.048759852
22/08/2011,31.42,-0.009817973
19/08/2011,31.73,-0.0025181
18/08/2011,31.81,-0.04276917
17/08/2011,33.2,-0.003607941
16/08/2011,33.32,-0.024897552
15/08/2011,34.16,0.009411834
12/08/2011,33.84,0.021204318
11/08/2011,33.13,0.04349182
10/08/2011,31.72,-0.056089467
09/08/2011,33.55,0.03858902
08/08/2011,32.28,-0.066801294
05/08/2011,34.51,-0.002893521
04/08/2011,34.61,-0.052621508
03/08/2011,36.48,0.000548396
02/08/2011,36.46,-0.024920033
01/08/2011,37.38,-0.013551423
29/07/2011,37.89,0.004761914
28/07/2011,37.71,0.007452789
27/07/2011,37.43,-0.03568996
26/07/2011,38.79,-0.019403213
25/07/2011,39.55,0.000252876
22/07/2011,39.54,-0.000505689
21/07/2011,39.56,0.013744172
20/07/2011,39.02,-0.010452613
19/07/2011,39.43,0.019721474
18/07/2011,38.66,-0.015400715
15/07/2011,39.26,0.002805766
14/07/2011,39.15,-0.002551022
13/07/2011,39.25,0.006133421
12/07/2011,39.01,0.002309766
11/07/2011,38.92,-0.007933503
08/07/2011,39.23,0.001785943
07/07/2011,39.16,0.007947741
06/07/2011,38.85,0.007492607
05/07/2011,38.56,0.001037883
01/07/2011,38.52,0.011488377
30/06/2011,38.08,0.014548597
29/06/2011,37.53,0.0016
28/06/2011,37.47,0.00696307
27/06/2011,37.21,-0.004825747
24/06/2011,37.39,-0.010905814
23/06/2011,37.8,-0.01366285
22/06/2011,38.32,0.018701981
21/06/2011,37.61,0.029409917
20/06/2011,36.52,0.006317835
17/06/2011,36.29,0.003865273
16/06/2011,36.15,0.001107113
15/06/2011,36.11,-0.021912682
14/06/2011,36.91,0.00816109
13/06/2011,36.61,-0.003544653
10/06/2011,36.74,-0.017269722
09/06/2011,37.38,0.009677495
08/06/2011,37.02,-0.001079914
07/06/2011,37.06,-0.002963763
06/06/2011,37.17,-0.011502066
03/06/2011,37.6,-0.020271854
02/06/2011,38.37,-0.001041938
01/06/2011,38.41,-0.021378792
31/05/2011,39.24,0.002551673
27/05/2011,39.14,0.002302086
26/05/2011,39.05,0.012368104
25/05/2011,38.57,0.001556824
24/05/2011,38.51,-0.004404723
23/05/2011,38.68,-0.015392813
20/05/2011,39.28,-0.020411443
19/05/2011,40.09,0.011540519
18/05/2011,39.63,0.011164795
17/05/2011,39.19,0.000765795
16/05/2011,39.16,0.012333147
13/05/2011,38.68,-0.006956102
12/05/2011,38.95,0.008767462
11/05/2011,38.61,-0.003877477
10/05/2011,38.76,0.003877477
09/05/2011,38.61,0.007539357
06/05/2011,38.32,0.007070869
05/05/2011,38.05,0.01136526
04/05/2011,37.62,-0.003714517
03/05/2011,37.76,-0.006598942
02/05/2011,38.01,0.012175905
29/04/2011,37.55,-0.019776518
28/04/2011,38.3,0.041039599
27/04/2011,36.76,0.009841523
26/04/2011,36.4,0.006062295
25/04/2011,36.18,0.003877047
21/04/2011,36.04,0.004170728
20/04/2011,35.89,0.022257575
19/04/2011,35.1,0.002853069
18/04/2011,35,-0.031775484
15/04/2011,36.13,0.005272664
14/04/2011,35.94,-0.000278203
13/04/2011,35.95,-0.004717644
12/04/2011,36.12,-0.013201512
11/04/2011,36.6,0.00300999
08/04/2011,36.49,-0.007644045
07/04/2011,36.77,-0.005694931
06/04/2011,36.98,0.003521607
05/04/2011,36.85,-0.005952399
04/04/2011,37.07,0.002160411
01/04/2011,36.99,0
31/03/2011,36.99,0.013883441
30/03/2011,36.48,0.008257685
29/03/2011,36.18,0.011396927
28/03/2011,35.77,-0.010290732
25/03/2011,36.14,0.00027674
24/03/2011,36.13,0.015339863
23/03/2011,35.58,-0.000842815
22/03/2011,35.61,-0.003364175
21/03/2011,35.73,0.014660539
18/03/2011,35.21,0.006267827
17/03/2011,34.99,0.000857756
16/03/2011,34.96,-0.018983429
15/03/2011,35.63,-0.042583003
14/03/2011,37.18,-0.005899722
11/03/2011,37.4,0.014001306
10/03/2011,36.88,-0.01373389
09/03/2011,37.39,-0.013283936
08/03/2011,37.89,-0.001318739
07/03/2011,37.94,0.006080653
04/03/2011,37.71,0.006384698
03/03/2011,37.47,0.02185437
02/03/2011,36.66,-0.002724055
01/03/2011,36.76,-0.016457946
28/02/2011,37.37,0.017002164
25/02/2011,36.74,0.018404585
24/02/2011,36.07,-0.001385234
23/02/2011,36.12,-0.004419897
22/02/2011,36.28,-0.019380981
18/02/2011,36.99,0.01306141
17/02/2011,36.51,-0.001915447
16/02/2011,36.58,0.000273411
15/02/2011,36.57,0.004110158
14/02/2011,36.42,-0.005476465
11/02/2011,36.62,0.00712527
10/02/2011,36.36,0.005515734
09/02/2011,36.16,-0.018630676
08/02/2011,36.84,0.005170783
07/02/2011,36.65,0.006844654
04/02/2011,36.4,0.003026553
03/02/2011,36.29,0.008578993
02/02/2011,35.98,-0.010506041
01/02/2011,36.36,0.024500112
31/01/2011,35.48,-0.007581112
28/01/2011,35.75,-0.022130917
27/01/2011,36.55,0.016273977
26/01/2011,35.96,0.000556328
