Date,Close,GHC
06/12/2013,625.95,0.005478676
05/12/2013,622.53,0.000128516
04/12/2013,622.45,-0.02340458
03/12/2013,637.19,-0.030311674
02/12/2013,656.8,0
29/11/2013,656.8,-0.005375296
27/11/2013,660.34,0.005009954
26/11/2013,657.04,0.005387064
25/11/2013,653.51,-0.007151001
22/11/2013,658.2,-0.000911162
21/11/2013,658.8,0.01676081
20/11/2013,647.85,0.005743094
19/11/2013,644.14,-0.000946551
18/11/2013,644.75,-0.015146441
15/11/2013,654.59,0.010118389
14/11/2013,648,-0.019772368
13/11/2013,660.94,0.006450999
12/11/2013,656.69,0.001340953
11/11/2013,655.81,-0.010571997
08/11/2013,662.78,0.013626321
07/11/2013,653.81,0.01555294
06/11/2013,643.72,0.005327032
05/11/2013,640.3,0.013680534
04/11/2013,631.6,-0.011742064
01/11/2013,639.06,-0.006643921
31/10/2013,643.32,-0.00894452
30/10/2013,649.1,-0.033182349
29/10/2013,671,0.029399649
28/10/2013,651.56,-0.015926279
25/10/2013,662.02,0.019508722
24/10/2013,649.23,0.009642321
23/10/2013,643,-0.015279254
22/10/2013,652.9,0.001962408
21/10/2013,651.62,0.006806204
18/10/2013,647.2,0.000309071
17/10/2013,647,-0.000154548
16/10/2013,647.1,0.012408612
15/10/2013,639.12,0.01689941
14/10/2013,628.41,0.015717794
11/10/2013,618.61,0.014016068
10/10/2013,610,0.009371646
09/10/2013,604.31,0.00565878
08/10/2013,600.9,-0.015604032
07/10/2013,610.35,-0.008434876
04/10/2013,615.52,-0.00172064
03/10/2013,616.58,-0.026614042
02/10/2013,633.21,0.007402451
01/10/2013,628.54,0.027730043
30/09/2013,611.35,0.000589034
27/09/2013,610.99,0.012533412
26/09/2013,603.38,0.016509967
25/09/2013,593.5,0.004965975
24/09/2013,590.56,0.000745333
23/09/2013,590.12,0.016694536
20/09/2013,580.35,0.010914869
19/09/2013,574.05,0.001377135
18/09/2013,573.26,-0.004803016
17/09/2013,576.02,-0.005367328
16/09/2013,579.12,-0.000483375
13/09/2013,579.4,-0.000448639
12/09/2013,579.66,-0.006928295
11/09/2013,583.69,0.00945019
10/09/2013,578.2,0.007325277
09/09/2013,573.98,-0.001827661
06/09/2013,575.03,-0.004459374
05/09/2013,577.6,0.007385237
04/09/2013,573.35,-0.000906539
03/09/2013,573.87,0.017348638
30/08/2013,564,-0.009669412
29/08/2013,569.48,0.001282693
28/08/2013,568.75,-0.005523181
27/08/2013,571.9,-0.011145906
26/08/2013,578.31,-0.001727683
23/08/2013,579.31,0.006112097
22/08/2013,575.78,0.017608711
21/08/2013,565.73,-0.013571254
20/08/2013,573.46,0.013076441
19/08/2013,566.01,-0.006621025
16/08/2013,569.77,-0.009032917
15/08/2013,574.94,-0.01517286
14/08/2013,583.73,-0.002156206
13/08/2013,584.99,-1.70942E-05
12/08/2013,585,5.12834E-05
09/08/2013,584.97,-0.008561973
08/08/2013,590,0.00411013
07/08/2013,587.58,-0.009181992
06/08/2013,593,0.041841345
05/08/2013,568.7,0.01550556
02/08/2013,559.95,0.019657982
01/08/2013,549.05,0.021521251
31/07/2013,537.36,0.003093958
30/07/2013,535.7,-0.001548176
29/07/2013,536.53,-0.001824886
26/07/2013,537.51,0.002440139
25/07/2013,536.2,0.005160626
24/07/2013,533.44,0.022982543
23/07/2013,521.32,0.008901621
22/07/2013,516.7,-0.00282164
19/07/2013,518.16,0.005146771
18/07/2013,515.5,-0.001085734
17/07/2013,516.06,-0.001529659
16/07/2013,516.85,-0.003071606
15/07/2013,518.44,0.00601683
12/07/2013,515.33,0.014227604
11/07/2013,508.05,0.015212058
10/07/2013,500.38,0.005571268
09/07/2013,497.6,0.006552773
08/07/2013,494.35,-0.007356309
05/07/2013,498,0.006870941
03/07/2013,494.59,-0.002201421
02/07/2013,495.68,0.009119898
01/07/2013,491.18,0.015201072
28/06/2013,483.77,-0.004887061
27/06/2013,486.14,0.004122527
26/06/2013,484.14,0.001736542
25/06/2013,483.3,0.011173301
24/06/2013,477.93,-0.001860466
21/06/2013,478.82,0.001567579
20/06/2013,478.07,-0.018506958
19/06/2013,487,-0.009523298
18/06/2013,491.66,0.008456105
17/06/2013,487.52,0.006461593
14/06/2013,484.38,-0.000144504
13/06/2013,484.45,0.027858937
12/06/2013,471.14,0.00886886
11/06/2013,466.98,0.007674239
10/06/2013,463.41,0.001987256
07/06/2013,462.49,0.011657121
06/06/2013,457.13,-0.00499701
05/06/2013,459.42,-0.019165645
04/06/2013,468.31,0.002736974
03/06/2013,467.03,-0.000428146
31/05/2013,467.23,-0.019834941
30/05/2013,476.59,-0.005774437
29/05/2013,479.35,-0.006446269
28/05/2013,482.45,0.018176424
24/05/2013,473.76,0.004145697
23/05/2013,471.8,0.007019065
22/05/2013,468.5,-0.001876573
21/05/2013,469.38,0.001343098
20/05/2013,468.75,0.004147255
17/05/2013,466.81,0.028067445
16/05/2013,453.89,-0.00558047
15/05/2013,456.43,0.010527804
14/05/2013,451.65,-0.001526566
13/05/2013,452.34,-0.001215161
10/05/2013,452.89,0.013538203
09/05/2013,446.8,-0.006024787
08/05/2013,449.5,-0.002089029
07/05/2013,450.44,0.0009773
06/05/2013,450,0.003227425
03/05/2013,448.55,-0.008789704
02/05/2013,452.51,0.021691662
01/05/2013,442.8,-0.001218769
30/04/2013,443.34,-0.002050497
29/04/2013,444.25,-0.004760737
26/04/2013,446.37,0.000291281
25/04/2013,446.24,0.0133779
24/04/2013,440.31,0.00672237
23/04/2013,437.36,0.005985501
22/04/2013,434.75,-0.001402122
19/04/2013,435.36,0.017143542
18/04/2013,427.96,-0.005034506
17/04/2013,430.12,-0.035043217
16/04/2013,445.46,0.022176475
15/04/2013,435.69,-0.020019074
12/04/2013,444.5,-0.011941909
11/04/2013,449.84,0.000889601
10/04/2013,449.44,0.020523339
09/04/2013,440.31,0.003275783
08/04/2013,438.87,0.012772913
05/04/2013,433.3,-0.012499446
04/04/2013,438.75,0.005003952
03/04/2013,436.56,-0.009824225
02/04/2013,440.87,-0.011793095
01/04/2013,446.1,-0.002015452
28/03/2013,447,-0.004820577
27/03/2013,449.16,0.000356284
26/03/2013,449,-0.014548445
25/03/2013,455.58,0.029424696
22/03/2013,442.37,0.002965715
21/03/2013,441.06,-0.004614558
20/03/2013,443.1,0.003979925
19/03/2013,441.34,-0.004746952
18/03/2013,443.44,-0.002837392
15/03/2013,444.7,0.011307221
14/03/2013,439.7,0.003280335
13/03/2013,438.26,0.04972612
12/03/2013,417,0.009614416
11/03/2013,413.01,-0.004059447
08/03/2013,414.69,0.000723694
07/03/2013,414.39,0.017061149
06/03/2013,407.38,-0.005410249
05/03/2013,409.59,0.023367165
04/03/2013,400.13,0.010804668
01/03/2013,395.83,-0.006823043
28/02/2013,398.54,-0.011079063
27/02/2013,402.98,0.030256102
26/02/2013,390.97,-0.009951091
25/02/2013,394.88,-0.030550623
22/02/2013,407.13,-0.012861207
21/02/2013,412.4,-0.010708703
20/02/2013,416.84,-0.004810405
19/02/2013,418.85,0.010657039
15/02/2013,414.41,0.012993977
14/02/2013,409.06,0.020224659
13/02/2013,400.87,-0.001844283
12/02/2013,401.61,0.006394746
11/02/2013,399.05,0.000927632
08/02/2013,398.68,0.028727153
07/02/2013,387.39,-0.004635719
06/02/2013,389.19,0.013815805
05/02/2013,383.85,0.002190753
04/02/2013,383.01,-0.014077619
01/02/2013,388.44,0.007130708
31/01/2013,385.68,0.003766678
30/01/2013,384.23,-0.001300458
29/01/2013,384.73,-0.003968928
28/01/2013,386.26,-0.00217234
25/01/2013,387.1,-0.002167631
24/01/2013,387.94,0.012110987
23/01/2013,383.27,0.003292915
22/01/2013,382.01,0.004828265
18/01/2013,380.17,-0.002731883
17/01/2013,381.21,0.003758267
16/01/2013,379.78,0.007930675
15/01/2013,376.78,0.003882467
14/01/2013,375.32,-0.001411132
11/01/2013,375.85,0.009167878
10/01/2013,372.42,0.004764029
09/01/2013,370.65,-0.002021428
08/01/2013,371.4,-0.002205428
07/01/2013,372.22,-0.009545399
04/01/2013,375.79,0.006380246
03/01/2013,373.4,0.009147225
02/01/2013,370,0.013030475
31/12/2012,365.21,0.009132232
28/12/2012,361.89,0.00080167
27/12/2012,361.6,0.004434597
26/12/2012,360,-0.002108886
24/12/2012,360.76,-0.002076786
21/12/2012,361.51,-0.019096732
20/12/2012,368.48,0.003071364
19/12/2012,367.35,-0.013841426
18/12/2012,372.47,0.010417323
17/12/2012,368.61,0.009759633
14/12/2012,365.03,-0.013388319
13/12/2012,369.95,-0.011743185
12/12/2012,374.32,-0.006205328
11/12/2012,376.65,0.009898825
10/12/2012,372.94,0.002174293
07/12/2012,372.13,0.013064303
06/12/2012,367.3,0.008201249
05/12/2012,364.3,-0.001289314
04/12/2012,364.77,0.003652797
03/12/2012,363.44,-0.009911101
30/11/2012,367.06,0.029387455
29/11/2012,356.43,0.009528177
28/11/2012,353.05,0.01765962
27/11/2012,346.87,0.007988696
26/11/2012,344.11,-0.024089249
23/11/2012,352.5,0.009864093
21/11/2012,349.04,0.014632085
20/11/2012,343.97,-0.019975336
19/11/2012,350.91,0.023528462
16/11/2012,342.75,0.008055701
15/11/2012,340,0.014815086
14/11/2012,335,-0.008915364
13/11/2012,338,0.000236714
12/11/2012,337.92,-0.003869162
09/11/2012,339.23,-0.000618857
08/11/2012,339.44,0.003778045
07/11/2012,338.16,-0.021184009
06/11/2012,345.4,-0.009250653
05/11/2012,348.61,-0.022380421
02/11/2012,356.5,0.049007579
01/11/2012,339.45,0.017653811
31/10/2012,333.51,0.004537881
26/10/2012,332,6.02428E-05
25/10/2012,331.98,-0.009055806
24/10/2012,335,-0.007197913
23/10/2012,337.42,-0.014417527
22/10/2012,342.32,-0.009969998
19/10/2012,345.75,-0.015497512
18/10/2012,351.15,-0.005197915
17/10/2012,352.98,-0.024376093
16/10/2012,361.69,0.006128949
15/10/2012,359.48,-2.78176E-05
12/10/2012,359.49,0.002478799
11/10/2012,358.6,0.00153492
10/10/2012,358.05,-0.004458695
09/10/2012,359.65,-0.003746622
08/10/2012,361,-0.013919296
05/10/2012,366.06,0.000737856
04/10/2012,365.79,0.011963346
03/10/2012,361.44,-0.012537281
02/10/2012,366,0.004408611
01/10/2012,364.39,0.003739247
28/09/2012,363.03,0.012417355
27/09/2012,358.55,-0.006200234
26/09/2012,360.78,0.001220324
25/09/2012,360.34,-0.025697932
24/09/2012,369.72,0.001272041
21/09/2012,369.25,0.020492913
20/09/2012,361.76,-0.003890036
19/09/2012,363.17,0.002315645
18/09/2012,362.33,-0.001792338
17/09/2012,362.98,0.008910594
14/09/2012,359.76,0.015857783
13/09/2012,354.1,0.009705232
12/09/2012,350.68,0.003055879
11/09/2012,349.61,-0.001657617
10/09/2012,350.19,0.005009815
07/09/2012,348.44,-0.0138232
06/09/2012,353.29,0.013364116
05/09/2012,348.6,-0.017798212
04/09/2012,354.86,0.006672723
31/08/2012,352.5,-0.007067167
30/08/2012,355,0.014213207
29/08/2012,349.99,-0.008506815
28/08/2012,352.98,0.010652033
27/08/2012,349.24,-0.007218188
24/08/2012,351.77,0.00458736
23/08/2012,350.16,-0.012938553
22/08/2012,354.72,-0.000929879
21/08/2012,355.05,-0.00227877
20/08/2012,355.86,0.019408168
17/08/2012,349.02,0.002725618
16/08/2012,348.07,0.0039726
15/08/2012,346.69,0.001645473
14/08/2012,346.12,-0.002827387
13/08/2012,347.1,-0.005115101
10/08/2012,348.88,0.001778696
09/08/2012,348.26,-0.012810263
08/08/2012,352.75,0.024217176
07/08/2012,344.31,-0.00078387
06/08/2012,344.58,0.042355228
03/08/2012,330.29,-0.001391747
02/08/2012,330.75,-0.017235346
01/08/2012,336.5,-0.005925943
31/07/2012,338.5,-0.005861664
30/07/2012,340.49,-0.011592217
27/07/2012,344.46,0.017306181
26/07/2012,338.55,-0.016696346
25/07/2012,344.25,0.001191705
24/07/2012,343.84,-0.033376945
23/07/2012,355.51,-0.016819307
20/07/2012,361.54,-0.014389528
19/07/2012,366.78,0.00793807
18/07/2012,363.88,0.008943912
17/07/2012,360.64,0.011517941
16/07/2012,356.51,0.002415189
13/07/2012,355.65,0.007479044
12/07/2012,353,-0.030685811
11/07/2012,364,-8.24142E-05
10/07/2012,364.03,0.009217418
09/07/2012,360.69,-0.021421848
06/07/2012,368.5,-0.017485314
05/07/2012,375,-0.013745102
03/07/2012,380.19,-0.00241692
02/07/2012,381.11,0.019313649
29/06/2012,373.82,0.010866164
28/06/2012,369.78,0.011970326
27/06/2012,365.38,0.005021069
26/06/2012,363.55,0.001789525
25/06/2012,362.9,-0.017292442
22/06/2012,369.23,0.007939787
21/06/2012,366.31,-0.024485516
20/06/2012,375.39,-0.004067478
19/06/2012,376.92,0.005640413
18/06/2012,374.8,0.001201362
15/06/2012,374.35,0.011661156
14/06/2012,370.01,0.013879284
13/06/2012,364.91,-0.007126991
12/06/2012,367.52,0.010970932
11/06/2012,363.51,-0.001676677
08/06/2012,364.12,0.009436896
07/06/2012,360.7,0.00358279
06/06/2012,359.41,0.022994048
05/06/2012,351.24,-0.001109736
04/06/2012,351.63,0.006075925
01/06/2012,349.5,0.001947532
31/05/2012,348.82,-0.000515892
30/05/2012,349,-0.005030307
29/05/2012,350.76,0.017833988
25/05/2012,344.56,0.015236218
24/05/2012,339.35,0.012483668
23/05/2012,335.14,0.007908495
22/05/2012,332.5,0.014388737
21/05/2012,327.75,-0.015891367
18/05/2012,333,-0.003028443
17/05/2012,334.01,-0.023639804
16/05/2012,342,0.021426752
15/05/2012,334.75,0.014230726
14/05/2012,330.02,-0.018552962
11/05/2012,336.2,-0.002376709
10/05/2012,337,-0.005710666
09/05/2012,338.93,-0.017750821
08/05/2012,345,-0.010093813
07/05/2012,348.5,-0.02583274
04/05/2012,357.62,-0.05051703
03/05/2012,376.15,-0.0019123
02/05/2012,376.87,-0.000716171
01/05/2012,377.14,-0.002727359
30/04/2012,378.17,-0.015090368
27/04/2012,383.92,0.010184001
26/04/2012,380.03,0.00477416
25/04/2012,378.22,0.012156507
24/04/2012,373.65,0.000187359
23/04/2012,373.58,-0.023308858
20/04/2012,382.39,0.005927731
19/04/2012,380.13,0.019042124
18/04/2012,372.96,-0.017093524
17/04/2012,379.39,0.019160223
16/04/2012,372.19,-0.04023395
13/04/2012,387.47,0.009699246
12/04/2012,383.73,0.01187541
11/04/2012,379.2,0.014637194
10/04/2012,373.69,-0.001631038
09/04/2012,374.3,-0.004983554
05/04/2012,376.17,0.009079561
04/04/2012,372.77,-0.000375496
03/04/2012,372.91,-0.003319683
02/04/2012,374.15,0.001551383
30/03/2012,373.57,0.010332394
29/03/2012,369.73,-0.035131423
28/03/2012,382.95,-0.015829141
27/03/2012,389.06,-0.011372907
26/03/2012,393.51,0.021239964
23/03/2012,385.24,-0.001452584
22/03/2012,385.8,-0.005531588
21/03/2012,387.94,-0.013086142
20/03/2012,393.05,-0.007477381
19/03/2012,396,-0.010050336
16/03/2012,400,0.000250031
15/03/2012,399.9,0.01164544
14/03/2012,395.27,-0.011020088
13/03/2012,399.65,0.023801605
12/03/2012,390.25,0.009448727
09/03/2012,386.58,-0.011266421
08/03/2012,390.96,0.001510246
07/03/2012,390.37,0.002385198
06/03/2012,389.44,-0.002666942
05/03/2012,390.48,-0.007500992
02/03/2012,393.42,-0.012829755
01/03/2012,398.5,0.011610428
29/02/2012,393.9,0.007057084
28/02/2012,391.13,-0.017386894
27/02/2012,397.99,0.001081013
24/02/2012,397.56,0.022255074
23/02/2012,388.81,0.009847458
22/02/2012,385,-0.009461591
21/02/2012,388.66,-0.017167694
17/02/2012,395.39,0.015008754
16/02/2012,389.5,0.013076135
15/02/2012,384.44,0.001796431
14/02/2012,383.75,-0.011709675
13/02/2012,388.27,-0.001929782
10/02/2012,389.02,0.001749512
09/02/2012,388.34,0.001365716
08/02/2012,387.81,0.011697557
07/02/2012,383.3,-0.00182458
06/02/2012,384,-0.002211095
03/02/2012,384.85,0.006386467
02/02/2012,382.4,-0.013893621
01/02/2012,387.75,0.023590061
31/01/2012,378.71,-0.027990424
30/01/2012,389.46,-0.018923196
27/01/2012,396.9,0.006090568
26/01/2012,394.49,-0.006795787
25/01/2012,397.18,0.012286256
24/01/2012,392.33,-0.012034449
23/01/2012,397.08,0.00682286
20/01/2012,394.38,-0.000430963
19/01/2012,394.55,0.018030026
18/01/2012,387.5,-0.001933613
17/01/2012,388.25,0.003224769
13/01/2012,387,-0.002580647
12/01/2012,388,-0.003267851
11/01/2012,389.27,0.002932855
10/01/2012,388.13,0.032309858
09/01/2012,375.79,-0.002338996
06/01/2012,376.67,0.015194364
05/01/2012,370.99,-0.009790457
04/01/2012,374.64,-0.014389881
03/01/2012,380.07,0.008614365
30/12/2011,376.81,-0.007113515
29/12/2011,379.5,0.019235199
28/12/2011,372.27,-0.021341017
27/12/2011,380.3,-0.001733968
23/12/2011,380.96,0.017663485
22/12/2011,374.29,0.024010887
21/12/2011,365.41,0.01142209
20/12/2011,361.26,0.030151626
19/12/2011,350.53,-0.009257222
16/12/2011,353.79,-0.000169578
15/12/2011,353.85,0.005099884
14/12/2011,352.05,-0.002184801
13/12/2011,352.82,-0.006582224
12/12/2011,355.15,0.028995818
09/12/2011,345,0.028548588
08/12/2011,335.29,-0.032020814
07/12/2011,346.2,-0.003287485
06/12/2011,347.34,-0.008599984
05/12/2011,350.34,-0.045667233
02/12/2011,366.71,0.021834086
01/12/2011,358.79,-0.000334402
30/11/2011,358.91,0.030869181
29/11/2011,348,0.01144455
28/11/2011,344.04,0.00081419
25/11/2011,343.76,0.022267263
23/11/2011,336.19,-0.020607753
22/11/2011,343.19,-0.005694875
21/11/2011,345.15,-0.009142492
18/11/2011,348.32,-0.003553623
17/11/2011,349.56,-0.014738095
16/11/2011,354.75,0.026681199
15/11/2011,345.41,0.01381785
14/11/2011,340.67,-0.006291261
11/11/2011,342.82,0.022657173
10/11/2011,335.14,0.002868585
09/11/2011,334.18,-0.029252543
08/11/2011,344.1,0.013163858
07/11/2011,339.6,0.029858317
04/11/2011,329.61,-0.018307767
03/11/2011,335.7,0.017761816
02/11/2011,329.79,-0.014330257
01/11/2011,334.55,-0.01662975
31/10/2011,340.16,-0.059738833
28/10/2011,361.1,0.013831016
27/10/2011,356.14,0.016790937
26/10/2011,350.21,0.01435108
25/10/2011,345.22,-0.013294012
24/10/2011,349.84,0.01063259
21/10/2011,346.14,0.026226405
20/10/2011,337.18,-0.005737115
19/10/2011,339.12,-0.021644225
18/10/2011,346.54,0.018964403
17/10/2011,340.03,-0.024489597
14/10/2011,348.46,0.001780842
13/10/2011,347.84,0.006576314
12/10/2011,345.56,0.018104799
11/10/2011,339.36,-0.013580167
10/10/2011,344,0.040549503
07/10/2011,330.33,0.0040648
06/10/2011,328.99,0.022439006
05/10/2011,321.69,0.005267353
04/10/2011,320,0.019724505
03/10/2011,313.75,-0.041271933
30/09/2011,326.97,0.009618857
29/09/2011,323.84,0.027232582
28/09/2011,315.14,-0.017738545
27/09/2011,320.78,-0.009401394
26/09/2011,323.81,-0.006495028
23/09/2011,325.92,0.040448762
22/09/2011,313,-0.017419284
21/09/2011,318.5,-0.048715406
20/09/2011,334.4,-0.010500892
19/09/2011,337.93,-0.015620271
16/09/2011,343.25,-0.000116526
15/09/2011,343.29,0.000699362
14/09/2011,343.05,0.004557813
13/09/2011,341.49,0.036288474
12/09/2011,329.32,-0.002062732
09/09/2011,330,0.009958513
08/09/2011,326.73,0.002083398
07/09/2011,326.05,0.03086559
06/09/2011,316.14,-0.014882068
02/09/2011,320.88,-0.044107541
01/09/2011,335.35,-0.059081584
31/08/2011,355.76,0.004620507
30/08/2011,354.12,0.001752353
29/08/2011,353.5,0.04883967
26/08/2011,336.65,-0.002551325
25/08/2011,337.51,-0.022239091
24/08/2011,345.1,0.018867104
23/08/2011,338.65,0.009762544
22/08/2011,335.36,-0.009349052
19/08/2011,338.51,0.014221351
18/08/2011,333.73,-0.073296465
17/08/2011,359.11,-0.025241923
16/08/2011,368.29,0.01968805
15/08/2011,361.11,0.011334801
12/08/2011,357.04,-0.022569946
11/08/2011,365.19,0.042484612
10/08/2011,350,-0.021202208
09/08/2011,357.5,0.018605582
08/08/2011,350.91,-0.087113487
05/08/2011,382.85,0.038962682
04/08/2011,368.22,-0.064110696
03/08/2011,392.6,-0.01804807
02/08/2011,399.75,0.001477013
01/08/2011,399.16,-0.00783574
29/07/2011,402.3,-0.018617559
28/07/2011,409.86,-0.02401041
27/07/2011,419.82,-0.016489471
26/07/2011,426.8,0.000679706
25/07/2011,426.51,0.006987853
22/07/2011,423.54,-0.009189362
21/07/2011,427.45,0.019489189
20/07/2011,419.2,0.002364434
19/07/2011,418.21,0.013190073
18/07/2011,412.73,-0.00067818
15/07/2011,413.01,-0.011243783
14/07/2011,417.68,0.004415018
13/07/2011,415.84,0.019940671
12/07/2011,407.63,0.004351628
11/07/2011,405.86,-0.023185491
08/07/2011,415.38,-0.017468944
07/07/2011,422.7,0.01276147
06/07/2011,417.34,-0.005305306
05/07/2011,419.56,-0.006296277
01/07/2011,422.21,0.00775124
30/06/2011,418.95,0.003586804
29/06/2011,417.45,0.000766853
28/06/2011,417.13,0.00753195
27/06/2011,414,0.02017806
24/06/2011,405.73,-0.015262617
23/06/2011,411.97,0.001263025
22/06/2011,411.45,-0.010083875
21/06/2011,415.62,-0.000793679
20/06/2011,415.95,-0.007258125
17/06/2011,418.98,0.00148088
16/06/2011,418.36,0.006763427
15/06/2011,415.54,-0.014738995
14/06/2011,421.71,0.014426198
13/06/2011,415.67,-0.001130066
10/06/2011,416.14,-0.020408386
09/06/2011,424.72,0.010461386
08/06/2011,420.3,-0.008717542
07/06/2011,423.98,0.012531611
06/06/2011,418.7,0.009165351
03/06/2011,414.88,-0.027435454
02/06/2011,426.42,0.049170143
01/06/2011,405.96,-0.011340517
31/05/2011,410.59,-0.008270824
27/05/2011,414,0.01339854
26/05/2011,408.49,7.34439E-05
25/05/2011,408.46,-0.008070951
24/05/2011,411.77,-0.003878135
23/05/2011,413.37,-0.007951466
20/05/2011,416.67,-0.010100734
19/05/2011,420.9,0.012214951
18/05/2011,415.79,-0.004128171
17/05/2011,417.51,0.004104121
16/05/2011,415.8,-0.001730104
13/05/2011,416.52,-0.022927313
12/05/2011,426.18,0.008009843
11/05/2011,422.78,0.004337887
10/05/2011,420.95,0.012478051
09/05/2011,415.73,0.00840605
06/05/2011,412.25,-0.048091084
05/05/2011,432.56,-0.022154288
04/05/2011,442.25,-0.013698844
03/05/2011,448.35,0.018935823
02/05/2011,439.94,0.009225495
29/04/2011,435.9,-0.007314318
28/04/2011,439.1,-0.000751255
27/04/2011,439.43,0.022763564
26/04/2011,429.54,0.020129542
25/04/2011,420.98,-0.008350236
21/04/2011,424.51,0.015884845
20/04/2011,417.82,0.002708178
19/04/2011,416.69,-0.037239786
18/04/2011,432.5,-0.008243386
15/04/2011,436.08,0.002801573
14/04/2011,434.86,-0.011750587
13/04/2011,440,-0.002972849
12/04/2011,441.31,0.001428588
11/04/2011,440.68,-0.004934705
08/04/2011,442.86,-0.012565798
07/04/2011,448.46,0.002992476
06/04/2011,447.12,0.016143201
05/04/2011,439.96,-0.014285151
04/04/2011,446.29,0.011357357
01/04/2011,441.25,0.008397769
31/03/2011,437.56,-0.012536501
30/03/2011,443.08,0.013817146
29/03/2011,437,0.00201576
28/03/2011,436.12,-0.007720282
25/03/2011,439.5,0.000364116
24/03/2011,439.34,0.004379769
23/03/2011,437.42,-0.00440253
22/03/2011,439.35,0.000204869
21/03/2011,439.26,0.010090349
18/03/2011,434.85,0.029806275
17/03/2011,422.08,0.010886373
16/03/2011,417.51,-0.002846177
15/03/2011,418.7,-0.020635859
14/03/2011,427.43,0.007797677
11/03/2011,424.11,0.014152636
10/03/2011,418.15,-0.017424728
09/03/2011,425.5,-0.000939629
08/03/2011,425.9,-0.014267307
07/03/2011,432.02,-0.010408126
04/03/2011,436.54,0.011473458
03/03/2011,431.56,0.002691542
02/03/2011,430.4,-0.006646081
01/03/2011,433.27,0.000415532
28/02/2011,433.09,0.00876629
25/02/2011,429.31,0.032720722
24/02/2011,415.49,0.002264952
23/02/2011,414.55,-0.060444396
22/02/2011,440.38,-0.024206218
18/02/2011,451.17,0.00964362
17/02/2011,446.84,0.017837859
16/02/2011,438.94,0.01572883
15/02/2011,432.09,2.31436E-05
14/02/2011,432.08,0.006221871
11/02/2011,429.4,-0.005990405
10/02/2011,431.98,0.006339791
09/02/2011,429.25,-0.002071237
08/02/2011,430.14,-0.002322126
07/02/2011,431.14,-0.008545284
04/02/2011,434.84,-0.017801243
03/02/2011,442.65,0.018100248
02/02/2011,434.71,-0.005231169
01/02/2011,436.99,0.019969693
31/01/2011,428.35,-0.023464802
28/01/2011,438.52,-0.013387141
27/01/2011,444.43,0.000720283
26/01/2011,444.11,0.00157743
25/01/2011,443.41,0.009585498
24/01/2011,439.18,0.011611394
21/01/2011,434.11,0.00198303
