Date,Close,SPG
09/09/2013,148.44,0.023860973
06/09/2013,144.94,0.016697202
05/09/2013,142.54,-0.014141157
04/09/2013,144.57,0.000899623
03/09/2013,144.44,-0.008204962
30/08/2013,145.63,-0.004863523
29/08/2013,146.34,0.007338602
28/08/2013,145.27,-0.003230132
27/08/2013,145.74,-0.009492337
26/08/2013,147.13,-0.002511626
23/08/2013,147.5,0.007758836
22/08/2013,146.36,0.009680485
21/08/2013,144.95,-0.006738199
20/08/2013,145.93,0.018745145
19/08/2013,143.22,-0.014418661
16/08/2013,145.3,-0.029765918
15/08/2013,149.69,-0.01971224
14/08/2013,152.67,-0.016435878
13/08/2013,155.2,-0.013376628
12/08/2013,157.29,-0.004187292
09/08/2013,157.95,0.010181443
08/08/2013,156.35,-0.003256604
07/08/2013,156.86,0.003256604
06/08/2013,156.35,-0.003575309
05/08/2013,156.91,-0.004451235
02/08/2013,157.61,-0.008591878
01/08/2013,158.97,-0.00683324
31/07/2013,160.06,-0.0103177
30/07/2013,161.72,-0.008190457
29/07/2013,163.05,-0.0090968
26/07/2013,164.54,0.004568582
25/07/2013,163.79,-0.003778189
24/07/2013,164.41,-0.009503991
23/07/2013,165.98,-0.000421649
22/07/2013,166.05,0.006585928
19/07/2013,164.96,0.001455958
18/07/2013,164.72,0.011724609
17/07/2013,162.8,-0.001227747
16/07/2013,163,0.000613685
15/07/2013,162.9,-0.000613685
12/07/2013,163,-0.006542965
11/07/2013,164.07,0.020131809
10/07/2013,160.8,-0.005705088
09/07/2013,161.72,0.015579551
08/07/2013,159.22,-0.001568923
05/07/2013,159.47,0.003077409
03/07/2013,158.98,-0.022699274
02/07/2013,162.63,0.031100296
01/07/2013,157.65,-0.00171119
28/06/2013,157.92,-0.017326234
27/06/2013,160.68,0.015112374
26/06/2013,158.27,0.009140019
25/06/2013,156.83,0.01186634
24/06/2013,154.98,-0.010270985
21/06/2013,156.58,0.0128553
20/06/2013,154.58,-0.050089309
19/06/2013,162.52,-0.028987537
18/06/2013,167.3,-0.007147142
17/06/2013,168.5,0.014646802
14/06/2013,166.05,0.005737597
13/06/2013,165.1,0.033442166
12/06/2013,159.67,-0.015844253
11/06/2013,162.22,-0.018627062
10/06/2013,165.27,-0.011968988
07/06/2013,167.26,0.004193883
06/06/2013,166.56,0.015977101
05/06/2013,163.92,-0.010558991
04/06/2013,165.66,-0.006138311
03/06/2013,166.68,0.001440922
31/05/2013,166.44,-0.021163553
30/05/2013,170,-0.01093994
29/05/2013,171.87,-0.020558727
28/05/2013,175.44,0.005544297
24/05/2013,174.47,0.00505661
23/05/2013,173.59,-0.014015045
22/05/2013,176.04,-0.023522571
21/05/2013,180.23,0.007071496
20/05/2013,178.96,-0.004960853
17/05/2013,179.85,0.01281459
16/05/2013,177.56,-0.011534928
15/05/2013,179.62,0.002173611
14/05/2013,179.23,-0.004064707
13/05/2013,179.96,0.003283892
10/05/2013,179.37,0.002623721
09/05/2013,178.9,-0.008016968
08/05/2013,180.34,0.008184673
07/05/2013,178.87,-0.002791427
06/05/2013,179.37,-0.000390179
03/05/2013,179.44,0.007888815
02/05/2013,178.03,0.008234677
01/05/2013,176.57,-0.008459333
30/04/2013,178.07,0.011749556
29/04/2013,175.99,0.002104605
26/04/2013,175.62,-0.002218242
25/04/2013,176.01,-0.004704557
24/04/2013,176.84,0.004534127
23/04/2013,176.04,0.003072199
22/04/2013,175.5,-0.003469757
19/04/2013,176.11,0.018337572
18/04/2013,172.91,0.000636372
17/04/2013,172.8,-0.009675266
16/04/2013,174.48,0.023426793
15/04/2013,170.44,-0.018716036
12/04/2013,173.66,-0.003506456
11/04/2013,174.27,0.020288199
10/04/2013,170.77,0.009768231
09/04/2013,169.11,5.91349E-05
08/04/2013,169.1,0.017117884
05/04/2013,166.23,0.015947947
04/04/2013,163.6,0.009828089
03/04/2013,162,0.006378323
02/04/2013,160.97,0.010303254
01/04/2013,159.32,0.004781688
28/03/2013,158.56,-0.004028203
27/03/2013,159.2,-0.00081625
26/03/2013,159.33,-0.000188271
25/03/2013,159.36,0.001381476
22/03/2013,159.14,0.00680961
21/03/2013,158.06,-0.002590593
20/03/2013,158.47,0.008682756
19/03/2013,157.1,-0.0103221
18/03/2013,158.73,-0.005466039
15/03/2013,159.6,-0.001752849
14/03/2013,159.88,0.003634317
13/03/2013,159.3,-0.001380089
12/03/2013,159.52,-0.009235059
11/03/2013,161,0.00623055
08/03/2013,160,-0.000499875
07/03/2013,160.08,-0.011428696
06/03/2013,161.92,-0.00425231
05/03/2013,162.61,0.007097262
04/03/2013,161.46,0.009146121
01/03/2013,159.99,0.007088002
28/02/2013,158.86,-0.002137962
27/02/2013,159.2,0.008326023
26/02/2013,157.88,0.00323553
25/02/2013,157.37,-0.014822562
22/02/2013,159.72,0.010700675
21/02/2013,158.02,-0.009447699
20/02/2013,159.52,-0.006124636
19/02/2013,160.5,0.003745323
15/02/2013,159.9,-0.004181365
14/02/2013,160.57,-0.009174945
13/02/2013,162.05,-0.005661205
12/02/2013,162.97,-0.003246856
11/02/2013,163.5,0.004536267
08/02/2013,162.76,0.012177557
07/02/2013,160.79,-0.005643601
06/02/2013,161.7,-0.000370989
05/02/2013,161.76,-0.004625783
04/02/2013,162.51,0.003328405
01/02/2013,161.97,0.01111295
31/01/2013,160.18,-0.00746365
30/01/2013,161.38,-0.008699194
29/01/2013,162.79,0.000491551
28/01/2013,162.71,0.002214977
25/01/2013,162.35,0.001170996
24/01/2013,162.16,0.004078359
23/01/2013,161.5,0.003411385
22/01/2013,160.95,0.006607679
18/01/2013,159.89,-6.2541E-05
17/01/2013,159.9,0.001126338
16/01/2013,159.72,-0.002938329
15/01/2013,160.19,0.004692935
14/01/2013,159.44,-0.003381132
11/01/2013,159.98,0.000500188
10/01/2013,159.9,-0.00012507
09/01/2013,159.92,0.004889372
08/01/2013,159.14,-0.003637964
07/01/2013,159.72,0.007100027
04/01/2013,158.59,0.000441487
03/01/2013,158.52,-0.008042265
02/01/2013,159.8,0.010758542
31/12/2012,158.09,0.013180287
28/12/2012,156.02,-0.012167693
27/12/2012,157.93,0.006160901
26/12/2012,156.96,-0.006224218
24/12/2012,157.94,0.000886806
21/12/2012,157.8,-0.001709564
20/12/2012,158.07,0.010685085
19/12/2012,156.39,-0.002809529
18/12/2012,156.83,0.008709629
17/12/2012,155.47,0.009175562
14/12/2012,154.05,0.00038956
13/12/2012,153.99,-0.015529163
12/12/2012,156.4,-0.002043946
11/12/2012,156.72,0.004348389
10/12/2012,156.04,0.002502488
07/12/2012,155.65,0.007998495
06/12/2012,154.41,0.013956141
05/12/2012,152.27,-0.00183715
04/12/2012,152.55,-0.001833781
03/12/2012,152.83,0.004590774
30/11/2012,152.13,0.005801322
29/11/2012,151.25,0.006700081
28/11/2012,150.24,-0.005178263
27/11/2012,151.02,-0.007454598
26/11/2012,152.15,0.003489486
23/11/2012,151.62,0.009343076
21/11/2012,150.21,-0.001131109
20/11/2012,150.38,0.009554745
19/11/2012,148.95,0.013722458
16/11/2012,146.92,0.001294058
15/11/2012,146.73,-0.009631111
14/11/2012,148.15,-0.024404465
13/11/2012,151.81,-0.00210568
12/11/2012,152.13,0.000854898
09/11/2012,152,-0.014110503
08/11/2012,154.16,-0.009940055
07/11/2012,155.7,0.001349658
06/11/2012,155.49,0.004899758
05/11/2012,154.73,-0.006570495
02/11/2012,155.75,0.020759747
01/11/2012,152.55,0.002231265
31/10/2012,152.21,0.01262785
26/10/2012,150.3,-0.007688267
25/10/2012,151.46,0.001916532
24/10/2012,151.17,0.000992753
23/10/2012,151.02,-0.012633409
22/10/2012,152.94,-0.003915432
19/10/2012,153.54,-0.008172842
18/10/2012,154.8,0.012676913
17/10/2012,152.85,-0.007365676
16/10/2012,153.98,0.005600796
15/10/2012,153.12,0.004778903
12/10/2012,152.39,-0.004321641
11/10/2012,153.05,6.53403E-05
10/10/2012,153.04,0.005241102
09/10/2012,152.24,-0.004129664
08/10/2012,152.87,0.001047189
05/10/2012,152.71,0.000786112
04/10/2012,152.59,-0.002160323
03/10/2012,152.92,0.004391002
02/10/2012,152.25,0.006986583
01/10/2012,151.19,-0.004092415
28/09/2012,151.81,-0.000855967
27/09/2012,151.94,0.005279146
26/09/2012,151.14,-0.008236465
25/09/2012,152.39,-0.019044481
24/09/2012,155.32,-0.00558571
21/09/2012,156.19,0.001922585
20/09/2012,155.89,-0.030201942
19/09/2012,160.67,-0.006390195
18/09/2012,161.7,-0.011253693
17/09/2012,163.53,0.005088446
14/09/2012,162.7,0.00641265
13/09/2012,161.66,0.019173109
12/09/2012,158.59,0.005374148
11/09/2012,157.74,0.009746852
10/09/2012,156.21,-0.018017362
07/09/2012,159.05,0.001258257
06/09/2012,158.85,0.005681833
05/09/2012,157.95,-0.005052111
04/09/2012,158.75,0.00031501
31/08/2012,158.7,0.008161761
30/08/2012,157.41,-0.002537911
29/08/2012,157.81,-0.004930478
28/08/2012,158.59,-0.00088239
27/08/2012,158.73,0.010194801
24/08/2012,157.12,0.004209458
23/08/2012,156.46,-0.014215241
22/08/2012,158.7,0.001197945
21/08/2012,158.51,-0.003526674
20/08/2012,159.07,-0.004891519
17/08/2012,159.85,0.000876205
16/08/2012,159.71,0.012538362
15/08/2012,157.72,0.001078441
14/08/2012,157.55,0.002414846
13/08/2012,157.17,-0.003366472
10/08/2012,157.7,0.004130268
09/08/2012,157.05,-0.009064176
08/08/2012,158.48,-0.005725627
07/08/2012,159.39,-0.014883358
06/08/2012,161.78,-0.007696845
03/08/2012,163.03,0.009986521
02/08/2012,161.41,0.001425959
01/08/2012,161.18,0.004290118
31/07/2012,160.49,-0.00373158
30/07/2012,161.09,0.003793891
27/07/2012,160.48,0.009265122
26/07/2012,159,0.016871079
25/07/2012,156.34,-0.008027055
24/07/2012,157.6,0.01058886
23/07/2012,155.94,-0.006583386
20/07/2012,156.97,-0.007362775
19/07/2012,158.13,-0.007120607
18/07/2012,159.26,-0.003635228
17/07/2012,159.84,0.008292547
16/07/2012,158.52,-0.000252302
13/07/2012,158.56,0.010396949
12/07/2012,156.92,-0.001146424
11/07/2012,157.1,0.002294164
10/07/2012,156.74,-0.011544689
09/07/2012,158.56,0.007342735
06/07/2012,157.4,0.003564159
05/07/2012,156.84,-0.010591505
03/07/2012,158.51,0.002716449
02/07/2012,158.08,0.015427092
29/06/2012,155.66,0.025769255
28/06/2012,151.7,0.004691277
27/06/2012,150.99,0.003449881
26/06/2012,150.47,0.00366191
25/06/2012,149.92,-0.001732756
22/06/2012,150.18,0.004471294
21/06/2012,149.51,-0.018357651
20/06/2012,152.28,0.006786835
19/06/2012,151.25,0.012909415
18/06/2012,149.31,0.001072171
15/06/2012,149.15,0.006052473
14/06/2012,148.25,0.006292946
13/06/2012,147.32,-0.011540536
12/06/2012,149.03,0.008829038
11/06/2012,147.72,-0.019375124
08/06/2012,150.61,0.012157798
07/06/2012,148.79,-0.002215435
06/06/2012,149.12,0.020049439
05/06/2012,146.16,0.019552248
04/06/2012,143.33,-0.001255055
01/06/2012,143.51,-0.027559041
31/05/2012,147.52,0.009125021
30/05/2012,146.18,-0.026862653
29/05/2012,150.16,0.013678636
25/05/2012,148.12,-0.006124872
24/05/2012,149.03,0.007543647
23/05/2012,147.91,0.000879299
22/05/2012,147.78,0.002099916
21/05/2012,147.47,0.021453138
18/05/2012,144.34,-0.01348768
17/05/2012,146.3,-0.027240088
16/05/2012,150.34,-0.019301676
15/05/2012,153.27,-0.007734091
14/05/2012,154.46,-0.010433533
11/05/2012,156.08,0.007395294
10/05/2012,154.93,0.00135637
09/05/2012,154.72,-0.004449754
08/05/2012,155.41,0.002190158
07/05/2012,155.07,0.00569102
04/05/2012,154.19,-0.00852443
03/05/2012,155.51,-0.009472071
02/05/2012,156.99,-0.003751157
01/05/2012,157.58,0.012644654
30/04/2012,155.6,0.001736726
27/04/2012,155.33,0.020422146
26/04/2012,152.19,-0.003214488
25/04/2012,152.68,0.011925689
24/04/2012,150.87,0.015025826
23/04/2012,148.62,-0.009975646
20/04/2012,150.11,0.013750762
19/04/2012,148.06,-0.006462928
18/04/2012,149.02,-0.003349638
17/04/2012,149.52,0.005902888
16/04/2012,148.64,0.026588246
13/04/2012,144.74,-0.006816565
12/04/2012,145.73,0.016396645
11/04/2012,143.36,0.01143511
10/04/2012,141.73,-0.020393192
09/04/2012,144.65,-0.007850199
05/04/2012,145.79,0.000892091
04/04/2012,145.66,-0.006432651
03/04/2012,146.6,-0.002316551
02/04/2012,146.94,0.008611905
30/03/2012,145.68,0.006542498
29/03/2012,144.73,0.003114082
28/03/2012,144.28,-0.002353757
27/03/2012,144.62,0.000553327
26/03/2012,144.54,0.006385363
23/03/2012,143.62,0.005935979
22/03/2012,142.77,-0.010104968
21/03/2012,144.22,0.005004876
20/03/2012,143.5,-0.000557336
19/03/2012,143.58,0.011769787
16/03/2012,141.9,0.004945259
15/03/2012,141.2,0.000566733
14/03/2012,141.12,0.001205375
13/03/2012,140.95,0.01285273
12/03/2012,139.15,0.019594241
09/03/2012,136.45,-0.013033058
08/03/2012,138.24,0.000144686
07/03/2012,138.22,0.010765306
06/03/2012,136.74,-0.012138982
05/03/2012,138.41,0.008416215
02/03/2012,137.25,0.006212335
01/03/2012,136.4,0.006767717
29/02/2012,135.48,-0.006034311
28/02/2012,136.3,-0.003807855
27/02/2012,136.82,0.001170104
24/02/2012,136.66,0.006533812
23/02/2012,135.77,0.006428514
22/02/2012,134.9,-0.006723087
21/02/2012,135.81,-0.014256191
17/02/2012,137.76,-0.001233269
16/02/2012,137.93,0.013576851
15/02/2012,136.07,0.00213353
14/02/2012,135.78,-0.008068701
13/02/2012,136.88,0.000877065
10/02/2012,136.76,-0.00830122
09/02/2012,137.9,0.001887204
08/02/2012,137.64,0.001163129
07/02/2012,137.48,-0.000290909
06/02/2012,137.52,-0.008760237
03/02/2012,138.73,0.009269383
02/02/2012,137.45,0.0069356
01/02/2012,136.5,0.004699671
31/01/2012,135.86,0.002579505
30/01/2012,135.51,-0.00867015
27/01/2012,136.69,0.001171217
26/01/2012,136.53,0.005361156
25/01/2012,135.8,0.015285598
24/01/2012,133.74,0.01590266
23/01/2012,131.63,-0.000227886
20/01/2012,131.66,0.003347538
19/01/2012,131.22,0.021102054
18/01/2012,128.48,0.002181706
17/01/2012,128.2,0.010034578
13/01/2012,126.92,-0.000708857
12/01/2012,127.01,-0.008076892
11/01/2012,128.04,0.004383226
10/01/2012,127.48,0.005979561
09/01/2012,126.72,-0.00078883
06/01/2012,126.82,-0.007776028
05/01/2012,127.81,0.005255945
04/01/2012,127.14,-0.017464969
03/01/2012,129.38,0.003406631
30/12/2011,128.94,-0.006878722
29/12/2011,129.83,0.006180967
28/12/2011,129.03,-0.015152388
27/12/2011,131,0.00566487
23/12/2011,130.26,0.009255041
22/12/2011,129.06,0.011063611
21/12/2011,127.64,0.002824417
20/12/2011,127.28,0.032093438
19/12/2011,123.26,-0.000648824
16/12/2011,123.34,0.008876641
15/12/2011,122.25,0.014335391
14/12/2011,120.51,-0.000248911
13/12/2011,120.54,-0.009988114
12/12/2011,121.75,-0.020728237
09/12/2011,124.3,0.022783736
08/12/2011,121.5,-0.022783736
07/12/2011,124.3,0.011815303
06/12/2011,122.84,-0.001057728
05/12/2011,122.97,0.001383407
02/12/2011,122.8,-0.00162734
01/12/2011,123,-0.010835393
30/11/2011,124.34,0.042384794
29/11/2011,119.18,0.005300143
28/11/2011,118.55,0.018903833
25/11/2011,116.33,0.004739141
23/11/2011,115.78,-0.028271638
22/11/2011,119.1,-0.003352895
21/11/2011,119.5,-0.030573845
18/11/2011,123.21,0.008967939
17/11/2011,122.11,-0.014148878
16/11/2011,123.85,-0.019430508
15/11/2011,126.28,0.01026793
14/11/2011,124.99,-0.023562127
11/11/2011,127.97,0.016784603
10/11/2011,125.84,0.005178675
09/11/2011,125.19,-0.043836856
08/11/2011,130.8,0.007751679
07/11/2011,129.79,0.007346435
04/11/2011,128.84,-0.004337058
03/11/2011,129.4,0.013381248
02/11/2011,127.68,0.018417309
01/11/2011,125.35,-0.024352045
31/10/2011,128.44,-0.007678325
28/10/2011,129.43,0.002552897
27/10/2011,129.1,0.043617662
26/10/2011,123.59,0.020270412
25/10/2011,121.11,-0.014427662
24/10/2011,122.87,0.017818758
21/10/2011,120.7,0.033358888
20/10/2011,116.74,0.010159364
19/10/2011,115.56,-0.014177322
18/10/2011,117.21,0.037110493
17/10/2011,112.94,-0.025784761
14/10/2011,115.89,0.023573643
13/10/2011,113.19,-0.017862308
12/10/2011,115.23,0.020959245
11/10/2011,112.84,-0.015476918
10/10/2011,114.6,0.045523255
07/10/2011,109.5,-0.027561864
06/10/2011,112.56,0.028475523
05/10/2011,109.4,-0.012625628
04/10/2011,110.79,0.039491532
03/10/2011,106.5,-0.032153546
30/09/2011,109.98,-0.023365549
29/09/2011,112.58,0.0117044
28/09/2011,111.27,-0.020723826
27/09/2011,113.6,0.000880669
26/09/2011,113.5,0.006984689
23/09/2011,112.71,0.016910885
22/09/2011,110.82,-0.015045958
21/09/2011,112.5,-0.061032382
20/09/2011,119.58,0.006291703
19/09/2011,118.83,-0.015614228
16/09/2011,120.7,0.013512592
15/09/2011,119.08,0.021904263
14/09/2011,116.5,0.001288383
13/09/2011,116.35,0.002495591
12/09/2011,116.06,0.00189737
09/09/2011,115.84,-0.024473615
08/09/2011,118.71,-0.005628139
07/09/2011,119.38,0.027515323
06/09/2011,116.14,0.01343582
02/09/2011,114.59,-0.02473731
01/09/2011,117.46,-0.000340483
31/08/2011,117.5,0.010007354
30/08/2011,116.33,-0.007621531
29/08/2011,117.22,0.017730045
26/08/2011,115.16,0.015930315
25/08/2011,113.34,-0.018445385
24/08/2011,115.45,0.015626
23/08/2011,113.66,0.028467545
22/08/2011,110.47,0.001902778
19/08/2011,110.26,-0.021976935
18/08/2011,112.71,-0.042300805
17/08/2011,117.58,0.002810546
16/08/2011,117.25,0.010459629
15/08/2011,116.03,0.015372225
12/08/2011,114.26,-0.002360244
11/08/2011,114.53,0.059724608
10/08/2011,107.89,-0.029138473
09/08/2011,111.08,0.107683862
08/08/2011,99.74,-0.087312114
05/08/2011,108.84,-0.01874998
04/08/2011,110.9,-0.039862111
03/08/2011,115.41,-0.0032872
02/08/2011,115.79,-0.03354452
01/08/2011,119.74,-0.006410012
29/07/2011,120.51,-0.001078167
28/07/2011,120.64,0.011924261
27/07/2011,119.21,-0.026326024
26/07/2011,122.39,0.015811908
25/07/2011,120.47,-0.011390021
22/07/2011,121.85,0.004771315
21/07/2011,121.27,0.006369712
20/07/2011,120.5,0.002243178
19/07/2011,120.23,0.019909096
18/07/2011,117.86,-0.007859749
15/07/2011,118.79,0.010748696
14/07/2011,117.52,-0.005600354
13/07/2011,118.18,-0.009013244
12/07/2011,119.25,0.000755002
11/07/2011,119.16,-0.01672739
08/07/2011,121.17,-0.003377964
07/07/2011,121.58,0.011165907
06/07/2011,120.23,0.008268306
05/07/2011,119.24,0.005634765
01/07/2011,118.57,0.019932517
30/06/2011,116.23,0.004224691
29/06/2011,115.74,0.014797032
28/06/2011,114.04,0.002458298
27/06/2011,113.76,0.01167122
24/06/2011,112.44,0.004099462
23/06/2011,111.98,-0.019806129
22/06/2011,114.22,-0.006457829
21/06/2011,114.96,-0.00086949
20/06/2011,115.06,0.009255283
17/06/2011,114,0.012889734
16/06/2011,112.54,0.010360936
15/06/2011,111.38,-0.017885426
14/06/2011,113.39,0.015643373
13/06/2011,111.63,0.006651112
10/06/2011,110.89,-0.024056755
09/06/2011,113.59,-0.01120558
08/06/2011,114.87,-0.001044114
07/06/2011,114.99,0.009524298
06/06/2011,113.9,-0.012476714
03/06/2011,115.33,0.007834302
02/06/2011,114.43,-0.006793268
01/06/2011,115.21,-0.02443642
31/05/2011,118.06,0.015449925
27/05/2011,116.25,0.004828844
26/05/2011,115.69,0.01060142
25/05/2011,114.47,0.004289786
24/05/2011,113.98,0.008635176
23/05/2011,113,-0.012225844
20/05/2011,114.39,-0.016043357
19/05/2011,116.24,-0.003520979
18/05/2011,116.65,0.009388123
17/05/2011,115.56,-0.002420053
16/05/2011,115.84,0.004932726
13/05/2011,115.27,-0.01446929
12/05/2011,116.95,0.002139954
11/05/2011,116.7,-0.005980368
10/05/2011,117.4,0.014154214
09/05/2011,115.75,0.00728348
06/05/2011,114.91,-0.002867697
05/05/2011,115.24,-0.003032537
04/05/2011,115.59,-0.00414401
03/05/2011,116.07,0.003538605
02/05/2011,115.66,0.009730746
29/04/2011,114.54,-0.003573144
28/04/2011,114.95,0.013046899
27/04/2011,113.46,0.012772925
26/04/2011,112.02,0.00259218
25/04/2011,111.73,0.011341256
21/04/2011,110.47,0.007724151
20/04/2011,109.62,0.011468542
19/04/2011,108.37,0.002957215
18/04/2011,108.05,-0.006273662
15/04/2011,108.73,0.011842122
14/04/2011,107.45,0.022589196
13/04/2011,105.05,0.002764408
12/04/2011,104.76,-0.009405798
11/04/2011,105.75,0.000946074
08/04/2011,105.65,-0.006791838
07/04/2011,106.37,-0.008891443
06/04/2011,107.32,0.001585304
05/04/2011,107.15,0.001868286
04/04/2011,106.95,-0.001494908
01/04/2011,107.11,-0.000466701
31/03/2011,107.16,0.004489345
30/03/2011,106.68,0.007055201
29/03/2011,105.93,0.007485703
28/03/2011,105.14,0.004766908
25/03/2011,104.64,0.009216655
24/03/2011,103.68,0.007745972
23/03/2011,102.88,-0.019539579
22/03/2011,104.91,-0.003710579
21/03/2011,105.3,0.013577032
18/03/2011,103.88,0.006180012
17/03/2011,103.24,0.003201555
16/03/2011,102.91,-0.01896202
15/03/2011,104.88,-0.007125582
14/03/2011,105.63,-0.011577145
11/03/2011,106.86,0.013851812
10/03/2011,105.39,-0.010665006
09/03/2011,106.52,-0.006643299
08/03/2011,107.23,0.012008776
07/03/2011,105.95,-0.00658516
04/03/2011,106.65,-0.0068215
03/03/2011,107.38,0.018326719
02/03/2011,105.43,-0.015155371
01/03/2011,107.04,-0.02764134
28/02/2011,110.04,0.028202035
25/02/2011,106.98,0.012604814
24/02/2011,105.64,-0.012604814
23/02/2011,106.98,-0.008377597
22/02/2011,107.88,-0.000556019
18/02/2011,107.94,-0.00175869
17/02/2011,108.13,0.002963788
16/02/2011,107.81,0.008944437
15/02/2011,106.85,-0.001683187
14/02/2011,107.03,-0.001213876
11/02/2011,107.16,0.007023487
10/02/2011,106.41,0.001410636
09/02/2011,106.26,-9.41044E-05
08/02/2011,106.27,0.011737002
07/02/2011,105.03,0.014964308
04/02/2011,103.47,-0.011817402
03/02/2011,104.7,0.017633063
02/02/2011,102.87,0.003895982
01/02/2011,102.47,0.010004007
31/01/2011,101.45,0.014695925
28/01/2011,99.97,-0.013709732
27/01/2011,101.35,0.006334773
