Date,Close,CINF
03/09/2009,24.89,0.01212626
02/09/2009,24.59,-0.01092023
01/09/2009,24.86,-0.034008813
31/08/2009,25.72,0.008198367
28/08/2009,25.51,0.003140953
27/08/2009,25.43,0.007499542
26/08/2009,25.24,0.005163865
25/08/2009,25.11,0.018489273
24/08/2009,24.65,-0.010090903
21/08/2009,24.9,0.011714939
20/08/2009,24.61,0.000406421
19/08/2009,24.6,0.006934558
18/08/2009,24.43,-0.000409249
17/08/2009,24.44,-0.020652688
14/08/2009,24.95,-0.006790519
13/08/2009,25.12,0.014031098
12/08/2009,24.77,0.012185366
11/08/2009,24.47,-0.003263977
10/08/2009,24.55,-0.003253358
07/08/2009,24.63,0.015961051
06/08/2009,24.24,-0.020417206
05/08/2009,24.74,-0.010454458
04/08/2009,25,0.021427947
03/08/2009,24.47,0.013163497
31/07/2009,24.15,-0.012345836
30/07/2009,24.45,-0.007740923
29/07/2009,24.64,-0.004858309
28/07/2009,24.76,0.000403959
27/07/2009,24.75,0.016704401
24/07/2009,24.34,0.005355317
23/07/2009,24.21,0.022134961
22/07/2009,23.68,0.0089078
21/07/2009,23.47,0.008987863
20/07/2009,23.26,0.00690253
17/07/2009,23.1,0.001733103
16/07/2009,23.06,0.00958613
15/07/2009,22.84,0.031579231
14/07/2009,22.13,-0.029826382
13/07/2009,22.8,0.056848864
10/07/2009,21.54,-0.009702086
09/07/2009,21.75,0.007383513
08/07/2009,21.59,-0.002313209
07/07/2009,21.64,-0.034963834
