Date,Close,AIG
06/09/2013,48.18,-0.010118827
05/09/2013,48.67,0.007838324
04/09/2013,48.29,0.012922231
03/09/2013,47.67,0.025710542
30/08/2013,46.46,-0.002579537
29/08/2013,46.58,0.003656311
28/08/2013,46.41,0.005401331
27/08/2013,46.16,-0.025664368
26/08/2013,47.36,-0.000633245
23/08/2013,47.39,0.005077227
22/08/2013,47.15,0.009161671
21/08/2013,46.72,-0.004271685
20/08/2013,46.92,0.012870191
19/08/2013,46.32,-0.016699168
16/08/2013,47.1,0.001274697
15/08/2013,47.04,-0.021451927
14/08/2013,48.06,-0.00498133
13/08/2013,48.3,0.011452494
12/08/2013,47.75,-0.005846749
09/08/2013,48.03,-0.011797715
08/08/2013,48.6,0.013047715
07/08/2013,47.97,-0.001874415
06/08/2013,48.06,-0.010555826
05/08/2013,48.57,0.004953571
02/08/2013,48.33,0.02641663
01/08/2013,47.07,0.033703773
31/07/2013,45.51,-0.008315146
30/07/2013,45.89,-0.008246575
29/07/2013,46.27,-0.005818355
26/07/2013,46.54,0.000859845
25/07/2013,46.5,0.01168086
24/07/2013,45.96,-0.013829088
23/07/2013,46.6,-0.018075984
22/07/2013,47.45,0.01208538
19/07/2013,46.88,-0.002343668
18/07/2013,46.99,0.00341079
17/07/2013,46.83,0.012678799
16/07/2013,46.24,-0.00989894
15/07/2013,46.7,-0.000856164
12/07/2013,46.74,0.017699577
11/07/2013,45.92,0.004364913
10/07/2013,45.72,-0.001311476
09/07/2013,45.78,0.005695525
08/07/2013,45.52,0.007275966
05/07/2013,45.19,0.021698648
03/07/2013,44.22,-0.015037877
02/07/2013,44.89,-0.00444544
01/07/2013,45.09,0.008686991
28/06/2013,44.7,0.004933852
27/06/2013,44.48,0.019523889
26/06/2013,43.62,0.006209058
25/06/2013,43.35,0.024046916
24/06/2013,42.32,-0.031859455
21/06/2013,43.69,-0.013188004
20/06/2013,44.27,-0.012124082
19/06/2013,44.81,-0.007337443
18/06/2013,45.14,-0.000221508
17/06/2013,45.15,-0.005081199
14/06/2013,45.38,-0.012264718
13/06/2013,45.94,0.028257951
12/06/2013,44.66,-0.005804883
11/06/2013,44.92,-0.022670719
10/06/2013,45.95,0.014688415
07/06/2013,45.28,0.009318905
06/06/2013,44.86,0.021632209
05/06/2013,43.9,-0.004545462
04/06/2013,44.1,-0.014631662
03/06/2013,44.75,0.006501536
31/05/2013,44.46,-0.038606316
30/05/2013,46.21,0.015044435
29/05/2013,45.52,0.00771864
28/05/2013,45.17,0.010683387
24/05/2013,44.69,0.003586644
23/05/2013,44.53,0.004952734
22/05/2013,44.31,-0.01456282
21/05/2013,44.96,0.001558153
20/05/2013,44.89,-0.007545531
17/05/2013,45.23,0.007100096
16/05/2013,44.91,-0.014808537
15/05/2013,45.58,-0.010909993
14/05/2013,46.08,0.031748698
13/05/2013,44.64,0.01035812
10/05/2013,44.18,0.002492919
09/05/2013,44.07,-0.00633343
08/05/2013,44.35,-0.00562115
07/05/2013,44.6,-0.01953881
06/05/2013,45.48,0.021334142
03/05/2013,44.52,0.05517845
02/05/2013,42.13,0.022564568
01/05/2013,41.19,-0.005568348
30/04/2013,41.42,0.002659255
29/04/2013,41.31,0.010708304
26/04/2013,40.87,-0.033917863
25/04/2013,42.28,0.016213994
24/04/2013,41.6,0.023839611
23/04/2013,40.62,0.050749246
22/04/2013,38.61,-0.006968669
19/04/2013,38.88,0.013986242
18/04/2013,38.34,-0.005721732
17/04/2013,38.56,-0.025603037
16/04/2013,39.56,0.025084499
15/04/2013,38.58,-0.039390177
12/04/2013,40.13,-0.00769521
11/04/2013,40.44,0.00844306
10/04/2013,40.1,0.011789927
09/04/2013,39.63,-0.011540519
08/04/2013,40.09,0.03735665
05/04/2013,38.62,0.02437547
04/04/2013,37.69,-0.003971937
03/04/2013,37.84,-0.030194902
02/04/2013,39,0.019941098
01/04/2013,38.23,-0.01531503
28/03/2013,38.82,0.014792017
27/03/2013,38.25,-0.004955024
26/03/2013,38.44,0.01943849
25/03/2013,37.7,-0.002384423
22/03/2013,37.79,-0.000264585
21/03/2013,37.8,-0.013140794
20/03/2013,38.3,-0.002086594
19/03/2013,38.38,-0.005715786
18/03/2013,38.6,-0.009539843
15/03/2013,38.97,-0.001282216
14/03/2013,39.02,0.003337187
13/03/2013,38.89,-0.005641041
12/03/2013,39.11,-0.009162701
11/03/2013,39.47,-0.00278305
08/03/2013,39.58,0.014505917
07/03/2013,39.01,0.014459328
06/03/2013,38.45,0.005215136
05/03/2013,38.25,0.00471699
04/03/2013,38.07,0.005795591
01/03/2013,37.85,-0.004218303
28/02/2013,38.01,0.006334146
27/02/2013,37.77,0.002120329
26/02/2013,37.69,0.016856586
25/02/2013,37.06,-0.036820475
22/02/2013,38.45,0.030901706
21/02/2013,37.28,-0.00774887
20/02/2013,37.57,-0.027046417
19/02/2013,38.6,0.006497749
15/02/2013,38.35,-0.022177288
14/02/2013,39.21,0.008709071
13/02/2013,38.87,0.006193568
12/02/2013,38.63,-0.021004871
11/02/2013,39.45,0.016871566
08/02/2013,38.79,0.003874472
07/02/2013,38.64,-0.002842746
06/02/2013,38.75,0
05/02/2013,38.75,0.014557055
04/02/2013,38.19,-0.017391743
01/02/2013,38.86,0.026863005
31/01/2013,37.83,0.004238417
30/01/2013,37.67,-0.003974042
29/01/2013,37.82,0.013844737
28/01/2013,37.3,0.016216572
25/01/2013,36.7,0.002728515
24/01/2013,36.6,0.003832471
23/01/2013,36.46,0.015199961
22/01/2013,35.91,0.023099619
18/01/2013,35.09,-0.003413944
17/01/2013,35.21,-0.00932869
16/01/2013,35.54,0.019892671
15/01/2013,34.84,-0.006009461
14/01/2013,35.05,-0.005122379
11/01/2013,35.23,-0.016049901
10/01/2013,35.8,0.001117943
09/01/2013,35.76,0.003080803
08/01/2013,35.65,-0.007823454
07/01/2013,35.93,-0.01024514
04/01/2013,36.3,0.003311261
03/01/2013,36.18,-0.008257685
02/01/2013,36.48,0.032881201
31/12/2012,35.3,0.020607484
28/12/2012,34.58,-0.011215071
27/12/2012,34.97,-0.010807841
26/12/2012,35.35,0.00425231
24/12/2012,35.2,0.013154322
21/12/2012,34.74,-0.022485649
20/12/2012,35.53,0.018177155
19/12/2012,34.89,-0.017332441
18/12/2012,35.5,0.015614228
17/12/2012,34.95,0.029324209
14/12/2012,33.94,-0.008800291
13/12/2012,34.24,-0.017658586
12/12/2012,34.85,-0.01169604
11/12/2012,35.26,0.055391599
10/12/2012,33.36,-0.022819185
07/12/2012,34.13,0.025821289
06/12/2012,33.26,-0.015513438
05/12/2012,33.78,0.013711094
04/12/2012,33.32,0.006020488
03/12/2012,33.12,-0.000301887
30/11/2012,33.13,-0.006618556
29/11/2012,33.35,0.022745484
28/11/2012,32.6,0.003379939
27/11/2012,32.49,-0.014665707
26/11/2012,32.97,0.004255326
23/11/2012,32.83,0.004885506
21/11/2012,32.67,0.007990208
20/11/2012,32.41,0.000617284
19/11/2012,32.39,0.018383443
16/11/2012,31.8,0.017766965
15/11/2012,31.24,0.018088348
14/11/2012,30.68,-0.021603291
13/11/2012,31.35,-0.01989644
12/11/2012,31.98,-0.005923634
09/11/2012,32.17,0.023908028
08/11/2012,31.41,-0.018609589
07/11/2012,32,-0.034401427
06/11/2012,33.12,0.009708814
05/11/2012,32.8,0.003665245
02/11/2012,32.68,-0.074282813
01/11/2012,35.2,0.007700024
31/10/2012,34.93,0.006030169
26/10/2012,34.72,-0.00746058
25/10/2012,34.98,0.001430411
24/10/2012,34.93,0.005166487
23/10/2012,34.75,-0.022760584
22/10/2012,35.55,-0.004210533
19/10/2012,35.7,-0.041426854
18/10/2012,37.21,0.00945059
17/10/2012,36.86,0.013932748
16/10/2012,36.35,0.001651983
15/10/2012,36.29,0.023136921
12/10/2012,35.46,-0.006185007
11/10/2012,35.68,0.005339341
10/10/2012,35.49,0.001127714
09/10/2012,35.45,-0.012614043
08/10/2012,35.9,0.018839303
05/10/2012,35.23,0.007979524
04/10/2012,34.95,0.02140047
03/10/2012,34.21,0.021868484
02/10/2012,33.47,0.006294041
01/10/2012,33.26,0.014231883
28/09/2012,32.79,-0.012426285
27/09/2012,33.2,0.013646914
26/09/2012,32.75,-0.010025908
25/09/2012,33.08,-0.024486144
24/09/2012,33.9,0.007996489
21/09/2012,33.63,-0.005633818
20/09/2012,33.82,-0.012926149
19/09/2012,34.26,-0.004078071
18/09/2012,34.4,-0.010123008
17/09/2012,34.75,-0.007739755
14/09/2012,35.02,0.016700647
13/09/2012,34.44,0.018757877
12/09/2012,33.8,0.010409016
11/09/2012,33.45,0.00449439
10/09/2012,33.3,-0.020508967
07/09/2012,33.99,-0.006743905
06/09/2012,34.22,-0.017094433
05/09/2012,34.81,0.007207758
04/09/2012,34.56,0.006677336
31/08/2012,34.33,0.015854707
30/08/2012,33.79,-0.004429359
29/08/2012,33.94,-0.009676076
28/08/2012,34.27,-0.009005144
27/08/2012,34.58,0.0031861
24/08/2012,34.47,0.020812711
23/08/2012,33.76,0.006239806
22/08/2012,33.55,-0.0171399
21/08/2012,34.13,-0.015409521
20/08/2012,34.66,-0.004031102
17/08/2012,34.8,0.005474729
16/08/2012,34.61,0.016900169
15/08/2012,34.03,0.006190145
14/08/2012,33.82,0.021216992
13/08/2012,33.11,0.015523063
10/08/2012,32.6,0.002764554
09/08/2012,32.51,0.004006786
08/08/2012,32.38,0.000926927
07/08/2012,32.35,0.008069566
06/08/2012,32.09,0.023649218
03/08/2012,31.34,0.016082688
02/08/2012,30.84,0
01/08/2012,30.84,-0.013846623
31/07/2012,31.27,-0.014288225
30/07/2012,31.72,0.004740094
27/07/2012,31.57,0.028270434
26/07/2012,30.69,0.017751945
25/07/2012,30.15,-0.012197283
24/07/2012,30.52,-0.00522877
23/07/2012,30.68,-0.011343502
20/07/2012,31.03,-0.023253158
19/07/2012,31.76,-0.002515725
18/07/2012,31.84,-0.014034224
17/07/2012,32.29,0.031778669
16/07/2012,31.28,-0.005102052
13/07/2012,31.44,0.031338375
12/07/2012,30.47,-0.011745649
11/07/2012,30.83,-0.004530752
10/07/2012,30.97,0.000645995
09/07/2012,30.95,-0.019834303
06/07/2012,31.57,-0.012590661
05/07/2012,31.97,-0.01305177
03/07/2012,32.39,0.017126372
02/07/2012,31.84,-0.007821094
29/06/2012,32.09,0.039731906
28/06/2012,30.84,0.000648719
27/06/2012,30.82,0.00064914
26/06/2012,30.8,0.005534769
25/06/2012,30.63,-0.026101047
22/06/2012,31.44,0.012804272
21/06/2012,31.04,-0.032020488
20/06/2012,32.05,0.003438041
19/06/2012,31.94,0.013554187
18/06/2012,31.51,0.000952532
15/06/2012,31.48,0.014397945
14/06/2012,31.03,0.023806766
13/06/2012,30.3,0.003636969
12/06/2012,30.19,0.021765467
11/06/2012,29.54,-0.031325454
08/06/2012,30.48,0.010885808
07/06/2012,30.15,0.008326443
06/06/2012,29.9,0.042705037
05/06/2012,28.65,0.039877124
04/06/2012,27.53,0.011691766
01/06/2012,27.21,-0.06989899
31/05/2012,29.18,0.009988029
30/05/2012,28.89,-0.030341513
29/05/2012,29.78,0.026886084
25/05/2012,28.99,-0.01438381
24/05/2012,29.41,0.005113357
23/05/2012,29.26,-0.002389487
22/05/2012,29.33,-0.003743411
21/05/2012,29.44,0.03843298
18/05/2012,28.33,-0.004929587
17/05/2012,28.47,-0.067235093
16/05/2012,30.45,-0.016610055
15/05/2012,30.96,-0.010922049
14/05/2012,31.3,-0.014274628
11/05/2012,31.75,-0.012208635
10/05/2012,32.14,0.009692119
09/05/2012,31.83,0.00409256
08/05/2012,31.7,-0.00440668
07/05/2012,31.84,-0.030619371
04/05/2012,32.83,-0.039126986
03/05/2012,34.14,-0.017997583
02/05/2012,34.76,0.012156445
01/05/2012,34.34,0.009068367
30/04/2012,34.03,-0.012556743
27/04/2012,34.46,0.022004702
26/04/2012,33.71,0.026451798
25/04/2012,32.83,0.013184309
24/04/2012,32.4,0.009613968
23/04/2012,32.09,0.000935308
20/04/2012,32.06,-0.006528859
19/04/2012,32.27,-0.009867487
18/04/2012,32.59,-0.003981019
17/04/2012,32.72,-0.002746835
16/04/2012,32.81,0.010108832
13/04/2012,32.48,-0.022828567
12/04/2012,33.23,0.041787954
11/04/2012,31.87,0.019965803
10/04/2012,31.24,-0.023724029
09/04/2012,31.99,-0.027745306
05/04/2012,32.89,0.011313376
04/04/2012,32.52,0.052070446
03/04/2012,30.87,-0.009671255
02/04/2012,31.17,0.010967852
30/03/2012,30.83,0.029292863
29/03/2012,29.94,0.008048333
28/03/2012,29.7,0.001010612
27/03/2012,29.67,0.020773776
26/03/2012,29.06,0.027561486
23/03/2012,28.27,0.010311202
22/03/2012,27.98,-0.018063179
21/03/2012,28.49,0.00598488
20/03/2012,28.32,0.018532248
19/03/2012,27.8,-0.008239344
16/03/2012,28.03,-0.001782214
15/03/2012,28.08,-0.006035878
14/03/2012,28.25,-0.005295688
13/03/2012,28.4,0.008841791
12/03/2012,28.15,-0.003546103
09/03/2012,28.25,-0.002121642
08/03/2012,28.31,-0.039478811
07/03/2012,29.45,0.013675427
06/03/2012,29.05,-0.045095124
05/03/2012,30.39,0.019605213
02/03/2012,29.8,0.011814483
01/03/2012,29.45,0.007840504
29/02/2012,29.22,0.008937839
28/02/2012,28.96,0.010413145
27/02/2012,28.66,0.008761227
24/02/2012,28.41,0.014893892
23/02/2012,27.99,0.01149851
22/02/2012,27.67,0.012363794
21/02/2012,27.33,0.003665693
17/02/2012,27.23,-0.001834526
16/02/2012,27.28,0.02938653
15/02/2012,26.49,-0.004143913
14/02/2012,26.6,-0.008236662
13/02/2012,26.82,0.005983563
10/02/2012,26.66,-0.025552214
09/02/2012,27.35,0.011399278
08/02/2012,27.04,0.012653686
07/02/2012,26.7,-0.003738322
06/02/2012,26.8,-0.013711536
03/02/2012,27.17,0.032164328
02/02/2012,26.31,-0.010962121
01/02/2012,26.6,0.057645043
31/01/2012,25.11,-0.003577821
30/01/2012,25.2,-0.001982161
27/01/2012,25.25,0.004365953
26/01/2012,25.14,-0.006739371
25/01/2012,25.31,-0.000395023
24/01/2012,25.32,-0.004728141
23/01/2012,25.44,-0.008220833
20/01/2012,25.65,0.003906255
19/01/2012,25.55,0.012603554
18/01/2012,25.23,0.026914659
17/01/2012,24.56,-0.015754719
13/01/2012,24.95,-0.019055757
12/01/2012,25.43,0.002362206
11/01/2012,25.37,0.011895461
10/01/2012,25.07,0.043618082
09/01/2012,24,0.019352729
06/01/2012,23.54,-0.01559568
05/01/2012,23.91,-0.000418148
04/01/2012,23.92,-0.006251323
03/01/2012,24.07,0.036813973
30/12/2011,23.2,-0.001722653
29/12/2011,23.24,0.011685915
28/12/2011,22.97,-0.036756274
27/12/2011,23.83,-0.015407342
23/12/2011,24.2,0.001240438
22/12/2011,24.17,0.003730574
21/12/2011,24.08,0.01379909
20/12/2011,23.75,0.060308882
19/12/2011,22.36,-0.04375151
16/12/2011,23.36,0.006011182
15/12/2011,23.22,0.019131018
14/12/2011,22.78,-0.002192503
13/12/2011,22.83,-0.019948623
12/12/2011,23.29,-0.034602608
09/12/2011,24.11,0.042361268
08/12/2011,23.11,-0.056773706
07/12/2011,24.46,0.01648842
06/12/2011,24.06,0.020575994
05/12/2011,23.57,0.016684879
02/12/2011,23.18,0.007795622
01/12/2011,23,-0.013388237
30/11/2011,23.31,0.098188621
29/11/2011,21.13,0.012381111
28/11/2011,20.87,0.039086558
25/11/2011,20.07,-0.001493652
23/11/2011,20.1,-0.0442787
22/11/2011,21.01,0
21/11/2011,21.01,-0.040574463
18/11/2011,21.88,0
17/11/2011,21.88,-0.025717637
16/11/2011,22.45,-0.02940743
15/11/2011,23.12,-0.018003058
14/11/2011,23.54,-0.013083116
11/11/2011,23.85,0.029789437
10/11/2011,23.15,0.026703272
09/11/2011,22.54,-0.065259202
08/11/2011,24.06,0.014232136
07/11/2011,23.72,-0.007978207
04/11/2011,23.91,-0.029668431
03/11/2011,24.63,0.018025888
02/11/2011,24.19,0.032348966
01/11/2011,23.42,-0.052807945
31/10/2011,24.69,-0.064690393
28/10/2011,26.34,-0.006810469
27/10/2011,26.52,0.046304568
26/10/2011,25.32,0.046068752
25/10/2011,24.18,-0.038934358
24/10/2011,25.14,0.045989793
21/10/2011,24.01,0.046896914
20/10/2011,22.91,0.015838431
19/10/2011,22.55,-0.038708899
18/10/2011,23.44,0.052551495
17/10/2011,22.24,-0.049560679
14/10/2011,23.37,0.014655435
13/10/2011,23.03,-0.031205781
12/10/2011,23.76,0.060282719
11/10/2011,22.37,0.008079039
10/10/2011,22.19,0.056548892
07/10/2011,20.97,-0.048858286
06/10/2011,22.02,0.030431117
05/10/2011,21.36,0.038659073
04/10/2011,20.55,0.00438918
03/10/2011,20.46,-0.070295379
30/09/2011,21.95,-0.041932994
29/09/2011,22.89,0.007894778
28/09/2011,22.71,-0.0290756
27/09/2011,23.38,-0.003415887
26/09/2011,23.46,0.055655106
23/09/2011,22.19,0.026485566
22/09/2011,21.61,-0.060161766
21/09/2011,22.95,-0.069428506
20/09/2011,24.6,-0.002436055
19/09/2011,24.66,-0.031140241
16/09/2011,25.44,0.015848192
15/09/2011,25.04,0.022209675
14/09/2011,24.49,0.013566498
13/09/2011,24.16,0.024299478
12/09/2011,23.58,0.009373737
09/09/2011,23.36,-0.051314698
08/09/2011,24.59,-0.032015539
07/09/2011,25.39,0.085044034
06/09/2011,23.32,-0.014474497
02/09/2011,23.66,-0.046654487
01/09/2011,24.79,-0.021549118
31/08/2011,25.33,0.017121661
30/08/2011,24.9,-0.004008021
29/08/2011,25,0.072140678
26/08/2011,23.26,0.011240931
25/08/2011,23,-0.023631605
24/08/2011,23.55,0.027115929
23/08/2011,22.92,0.050558743
22/08/2011,21.79,-0.016837713
19/08/2011,22.16,-0.024076063
18/08/2011,22.7,-0.090492828
17/08/2011,24.85,0.013776555
16/08/2011,24.51,-0.000407914
15/08/2011,24.52,0.058358635
12/08/2011,23.13,-0.001296176
11/08/2011,23.16,0.045040725
10/08/2011,22.14,-0.079834222
09/08/2011,23.98,0.060155591
08/08/2011,22.58,-0.105803287
05/08/2011,25.1,-0.050496164
04/08/2011,26.4,-0.065603295
03/08/2011,28.19,0.015731465
02/08/2011,27.75,-0.029821166
01/08/2011,28.59,-0.003840116
29/07/2011,28.7,-0.008327598
28/07/2011,28.94,-0.005513453
27/07/2011,29.1,-0.012634623
26/07/2011,29.47,0.017802593
25/07/2011,28.95,-0.004824268
22/07/2011,29.09,0.004824268
21/07/2011,28.95,0.022355105
20/07/2011,28.31,0.015664258
19/07/2011,27.87,0.007925114
18/07/2011,27.65,-0.020759514
15/07/2011,28.23,-0.009518845
14/07/2011,28.5,-0.011859225
13/07/2011,28.84,0.004169568
12/07/2011,28.72,-0.007285375
11/07/2011,28.93,-0.03431626
08/07/2011,29.94,-0.008977616
07/07/2011,30.21,0.027858825
06/07/2011,29.38,-0.010159248
05/07/2011,29.68,-0.010057074
01/07/2011,29.98,0.022260616
30/06/2011,29.32,0.006158076
29/06/2011,29.14,0.012431099
28/06/2011,28.78,-0.001041848
27/06/2011,28.81,0.012574389
24/06/2011,28.45,-0.007703119
23/06/2011,28.67,-0.004524107
22/06/2011,28.8,0.000694686
21/06/2011,28.78,0.026762161
20/06/2011,28.02,0.001428572
17/06/2011,27.98,-0.002142093
16/06/2011,28.04,0.005363861
15/06/2011,27.89,-0.021986701
14/06/2011,28.51,-0.016351034
13/06/2011,28.98,0.000690369
10/06/2011,28.96,0.030145991
09/06/2011,28.1,0.028150542
08/06/2011,27.32,-0.003653639
07/06/2011,27.42,0.006953367
06/06/2011,27.23,-0.015306421
03/06/2011,27.65,-0.012935861
02/06/2011,28.01,-0.001427043
01/06/2011,28.05,-0.015915455
31/05/2011,28.5,-0.013245227
27/05/2011,28.88,0.004511547
26/05/2011,28.75,0.016482926
25/05/2011,28.28,-0.04087857
24/05/2011,29.46,-0.017497082
23/05/2011,29.98,-0.026984197
20/05/2011,30.8,-0.001297859
19/05/2011,30.84,0.000324307
18/05/2011,30.83,0.000973552
17/05/2011,30.8,-0.006472515
16/05/2011,31,0.018886918
13/05/2011,30.42,-0.024355807
12/05/2011,31.17,0.016823431
11/05/2011,30.65,0.034182854
10/05/2011,29.62,-0.002697237
09/05/2011,29.7,-0.033115609
06/05/2011,30.7,-0.002927307
05/05/2011,30.79,-0.027232181
04/05/2011,31.64,0.016250158
03/05/2011,31.13,0.009035234
02/05/2011,30.85,-0.009677495
29/04/2011,31.15,-0.020652045
28/04/2011,31.8,0.003149609
27/04/2011,31.7,-0.005348448
26/04/2011,31.87,0.012630417
25/04/2011,31.47,-0.021688733
21/04/2011,32.16,-0.005890577
20/04/2011,32.35,0.007135132
19/04/2011,32.12,-0.015140101
18/04/2011,32.61,-0.025731706
15/04/2011,33.46,-0.002388061
14/04/2011,33.54,-0.00949562
13/04/2011,33.86,-0.006476325
12/04/2011,34.08,-0.004099567
11/04/2011,34.22,-0.007859158
08/04/2011,34.49,-0.005205333
07/04/2011,34.67,-0.00546528
06/04/2011,34.86,-0.003436429
05/04/2011,34.98,0.03018221
04/04/2011,33.94,-0.030753802
01/04/2011,35,-0.003992021
31/03/2011,35.14,-0.025566781
30/03/2011,36.05,-0.003599616
29/03/2011,36.18,-0.004962789
28/03/2011,36.36,-0.004664571
25/03/2011,36.53,0.005765287
24/03/2011,36.32,-0.006312632
23/03/2011,36.55,-0.010884461
22/03/2011,36.95,-0.002162748
21/03/2011,37.03,0.057809926
18/03/2011,34.95,-0.02123222
17/03/2011,35.7,0.003085989
16/03/2011,35.59,-0.03288952
15/03/2011,36.78,-0.019386714
14/03/2011,37.5,0.004008021
11/03/2011,37.35,0.023568746
10/03/2011,36.48,-0.01712231
09/03/2011,37.11,-0.005374912
08/03/2011,37.31,0.005644418
07/03/2011,37.1,-0.007786319
04/03/2011,37.39,-0.003204275
03/03/2011,37.51,0.005614237
02/03/2011,37.3,0.016216572
01/03/2011,36.7,-0.009761466
28/02/2011,37.06,-0.039158442
25/02/2011,38.54,-0.047875421
24/02/2011,40.43,0.01069263
23/02/2011,40,-0.001748471
22/02/2011,40.07,-0.035306437
18/02/2011,41.51,-0.013162808
17/02/2011,42.06,0.018719049
16/02/2011,41.28,0.005587285
15/02/2011,41.05,-0.006071664
14/02/2011,41.3,-0.007958561
11/02/2011,41.63,0.00844294
10/02/2011,41.28,0.00412672
09/02/2011,41.11,-0.030189164
08/02/2011,42.37,0.00449439
07/02/2011,42.18,0.053066721
04/02/2011,40,-0.01439588
03/02/2011,40.58,-0.014434501
02/02/2011,41.17,0.002675424
01/02/2011,41.06,0.017443017
31/01/2011,40.35,0.002232975
28/01/2011,40.26,-0.041596657
