Date,Close,TDC
15/12/2009,31.05,0.003872222
14/12/2009,30.93,0.005511442
11/12/2009,30.76,-0.01612418
10/12/2009,31.26,0.044146452
09/12/2009,29.91,0.013124873
08/12/2009,29.52,-0.027069322
07/12/2009,30.33,-0.007554643
04/12/2009,30.56,0.013175421
03/12/2009,30.16,-0.01022605
02/12/2009,30.47,-0.006868384
01/12/2009,30.68,0.04602346
30/11/2009,29.3,0.016171004
27/11/2009,28.83,-0.027033297
25/11/2009,29.62,-0.004379323
24/11/2009,29.75,-0.011363759
23/11/2009,30.09,0.022178328
20/11/2009,29.43,-0.000679348
19/11/2009,29.45,-0.017169249
18/11/2009,29.96,-0.003332226
17/11/2009,30.06,-0.012562149
16/11/2009,30.44,0.00857808
13/11/2009,30.18,0.003984069
12/11/2009,30.06,-0.003984069
11/11/2009,30.18,-0.003307975
10/11/2009,30.28,0.007957602
09/11/2009,30.04,0.048424053
06/11/2009,28.62,0.000349467
05/11/2009,28.61,-0.014573471
04/11/2009,29.03,0.013176335
03/11/2009,28.65,0.008412247
02/11/2009,28.41,0.01883161
30/10/2009,27.88,-0.042141067
29/10/2009,29.08,0.030374128
28/10/2009,28.21,-0.010929071
27/10/2009,28.52,-0.017379652
26/10/2009,29.02,0.024063934
23/10/2009,28.33,-0.018188679
22/10/2009,28.85,0.020308821
21/10/2009,28.27,0.000707714
20/10/2009,28.25,-0.024476746
19/10/2009,28.95,0.012163486
16/10/2009,28.6,-0.003490405
15/10/2009,28.7,0.00664222
14/10/2009,28.51,0.028100729
13/10/2009,27.72,0.005063302
12/10/2009,27.58,0.005453567
09/10/2009,27.43,0.011734641
