Date,Close,LM
26/01/2011,33.75,-0.05364608
25/01/2011,35.61,0.006762494
24/01/2011,35.37,0.022010321
21/01/2011,34.6,-0.005763705
20/01/2011,34.8,-0.002296212
19/01/2011,34.88,-0.031327523
18/01/2011,35.99,-0.003051743
14/01/2011,36.1,-0.002489972
13/01/2011,36.19,0.01419253
12/01/2011,35.68,0.013260175
11/01/2011,35.21,0.000852394
10/01/2011,35.18,0.010860353
07/01/2011,34.8,-0.022166295
06/01/2011,35.58,0.000843526
05/01/2011,35.55,-0.019223325
04/01/2011,36.24,-0.013158085
03/01/2011,36.72,0.012330612
31/12/2010,36.27,0.002760907
30/12/2010,36.17,-0.017267799
29/12/2010,36.8,-0.005420067
28/12/2010,37,0.004876737
27/12/2010,36.82,0.000271628
23/12/2010,36.81,-0.010001435
22/12/2010,37.18,-0.010701012
21/12/2010,37.58,0.03410344
20/12/2010,36.32,-0.000550509
17/12/2010,36.34,0.01945046
16/12/2010,35.64,-0.002522069
15/12/2010,35.73,0.00420699
14/12/2010,35.58,-0.00224593
13/12/2010,35.66,0.01468953
10/12/2010,35.14,-0.021954161
09/12/2010,35.92,0.020816504
08/12/2010,35.18,0.012873873
07/12/2010,34.73,-0.009171747
06/12/2010,35.05,0
03/12/2010,35.05,-0.005406188
02/12/2010,35.24,0.043497724
01/12/2010,33.74,0.03375848
30/11/2010,32.62,-0.003671975
29/11/2010,32.74,-0.01726008
26/11/2010,33.31,-0.016967218
24/11/2010,33.88,0.04189252
23/11/2010,32.49,-0.022219755
22/11/2010,33.22,-0.016124566
19/11/2010,33.76,0.005643859
18/11/2010,33.57,0.027175585
17/11/2010,32.67,0.004294485
16/11/2010,32.53,-0.03027782
15/11/2010,33.53,0.014418994
12/11/2010,33.05,-0.025393448
11/11/2010,33.9,-0.007640355
10/11/2010,34.16,0.00911637
09/11/2010,33.85,-0.025664867
08/11/2010,34.73,-0.019390399
05/11/2010,35.41,0.029519266
04/11/2010,34.38,0.043090904
03/11/2010,32.93,0.02024609
02/11/2010,32.27,0.029242769
01/11/2010,31.34,0.009940758
29/10/2010,31.03,0.015589793
28/10/2010,30.55,-0.000981515
27/10/2010,30.58,-0.016861619
26/10/2010,31.1,0.00451177
25/10/2010,30.96,-0.007080815
22/10/2010,31.18,0.005467131
21/10/2010,31.01,-0.014407165
20/10/2010,31.46,0.015052326
19/10/2010,30.99,-0.016957693
18/10/2010,31.52,0.018249266
15/10/2010,30.95,-0.009006172
14/10/2010,31.23,-0.014306396
13/10/2010,31.68,0.009196196
12/10/2010,31.39,0.009603147
11/10/2010,31.09,0.002576491
08/10/2010,31.01,0.006795043
07/10/2010,30.8,-0.008728033
06/10/2010,31.07,-0.01215626
05/10/2010,31.45,0.040888239
04/10/2010,30.19,-0.013489265
01/10/2010,30.6,0.009522318
30/09/2010,30.31,0.003635767
29/09/2010,30.2,-0.003635767
28/09/2010,30.31,-0.002306806
27/09/2010,30.38,-0.007868893
24/09/2010,30.62,0.050571632
23/09/2010,29.11,-0.0160167
22/09/2010,29.58,-0.013432035
21/09/2010,29.98,-0.029578232
20/09/2010,30.88,0.032919365
17/09/2010,29.88,0.008401999
16/09/2010,29.63,0.006433068
15/09/2010,29.44,0.012991636
14/09/2010,29.06,0.005521063
13/09/2010,28.9,0.01288543
10/09/2010,28.53,0.015898586
09/09/2010,28.08,0.017604191
08/09/2010,27.59,0.009468388
07/09/2010,27.33,-0.02171638
03/09/2010,27.93,0.033494212
02/09/2010,27.01,0.018685148
01/09/2010,26.51,0.045532556
31/08/2010,25.33,0.006336655
30/08/2010,25.17,-0.02627087
27/08/2010,25.84,0.015207936
26/08/2010,25.45,0.009871748
25/08/2010,25.2,-0.020424905
24/08/2010,25.72,-0.040012958
23/08/2010,26.77,-0.01667014
20/08/2010,27.22,-0.008049806
19/08/2010,27.44,-0.020202707
18/08/2010,28,-0.005698021
17/08/2010,28.16,0.006055228
16/08/2010,27.99,0.007530966
13/08/2010,27.78,-0.017484834
12/08/2010,28.27,-0.006698421
11/08/2010,28.46,-0.019485655
10/08/2010,29.02,-0.01911321
09/08/2010,29.58,0.010535357
06/08/2010,29.27,-0.005451462
05/08/2010,29.43,0.000339847
04/08/2010,29.42,0.009219802
03/08/2010,29.15,-0.008539762
02/08/2010,29.4,0.01749916
30/07/2010,28.89,-0.00207469
29/07/2010,28.95,0.001036807
28/07/2010,28.92,-0.005173317
27/07/2010,29.07,-0.034153785
26/07/2010,30.08,0.033466027
23/07/2010,29.09,0.018037256
22/07/2010,28.57,0.033455077
21/07/2010,27.63,0.002536693
20/07/2010,27.56,-0.007230689
19/07/2010,27.76,-0.012884931
16/07/2010,28.12,-0.041106449
15/07/2010,29.3,-0.012885902
14/07/2010,29.68,-0.013054579
13/07/2010,30.07,0.026623308
12/07/2010,29.28,-0.008163311
09/07/2010,29.52,0.019152432
08/07/2010,28.96,0.014608955
07/07/2010,28.54,0.040398702
06/07/2010,27.41,-0.001093893
02/07/2010,27.44,-0.014112773
01/07/2010,27.83,-0.00716079
30/06/2010,28.03,-0.024318379
29/06/2010,28.72,-0.078005064
28/06/2010,31.05,0.011336154
25/06/2010,30.7,0.017746111
24/06/2010,30.16,-0.04188244
23/06/2010,31.45,0.005420067
22/06/2010,31.28,-0.038568819
21/06/2010,32.51,0.015811832
18/06/2010,32,-0.005919943
17/06/2010,32.19,-0.008660741
16/06/2010,32.47,-0.005221944
15/06/2010,32.64,0.011090687
14/06/2010,32.28,-0.002784225
11/06/2010,32.37,0.027244522
10/06/2010,31.5,0.047790664
09/06/2010,30.03,-0.014545711
08/06/2010,30.47,0.012549702
07/06/2010,30.09,0.003662398
04/06/2010,29.98,-0.039887602
03/06/2010,31.2,-0.00415801
02/06/2010,31.33,0.06290139
01/06/2010,29.42,-0.010145505
28/05/2010,29.72,-0.028198916
27/05/2010,30.57,0.041408253
26/05/2010,29.33,-0.001703288
25/05/2010,29.38,-0.006784287
24/05/2010,29.58,-0.018754736
21/05/2010,30.14,0.020446497
20/05/2010,29.53,-0.051801123
19/05/2010,31.1,-0.015949301
18/05/2010,31.6,-0.043653425
17/05/2010,33.01,-0.016822265
14/05/2010,33.57,-0.020345682
13/05/2010,34.26,0.002337815
12/05/2010,34.18,0.023683759
11/05/2010,33.38,0.108427594
10/05/2010,29.95,0.075212987
07/05/2010,27.78,-0.0422896
06/05/2010,28.98,-0.046849342
05/05/2010,30.37,-0.01535727
04/05/2010,30.84,-0.047183043
03/05/2010,32.33,0.019994418
30/04/2010,31.69,-0.01968506
29/04/2010,32.32,0.059271886
28/04/2010,30.46,0.021235038
27/04/2010,29.82,-0.055760164
26/04/2010,31.53,-0.026292594
23/04/2010,32.37,0.008999285
22/04/2010,32.08,-0.002490661
21/04/2010,32.16,-0.007126289
20/04/2010,32.39,0.009928719
19/04/2010,32.07,-0.006836571
16/04/2010,32.29,-0.029898505
15/04/2010,33.27,-0.005096698
14/04/2010,33.44,0.045580607
13/04/2010,31.95,0.01991531
12/04/2010,31.32,0.006084887
09/04/2010,31.13,0.006768761
08/04/2010,30.92,-0.010616152
07/04/2010,31.25,-0.017446914
06/04/2010,31.8,0.007892701
05/04/2010,31.55,0.028614716
01/04/2010,30.66,0.067107594
31/03/2010,28.67,-0.018317429
30/03/2010,29.2,-0.003418807
29/03/2010,29.3,-0.006802747
26/03/2010,29.5,-0.006756782
25/03/2010,29.7,-0.002018164
24/03/2010,29.76,-0.00301963
23/03/2010,29.85,0.020305266
22/03/2010,29.25,-0.005115101
19/03/2010,29.4,-0.011498267
18/03/2010,29.74,-0.020962338
17/03/2010,30.37,0.029065016
16/03/2010,29.5,0.01296504
15/03/2010,29.12,0.006891826
12/03/2010,28.92,0.00415801
11/03/2010,28.8,-0.000347162
10/03/2010,28.81,-0.005538263
09/03/2010,28.97,0.003457818
08/03/2010,28.87,0.00034644
05/03/2010,28.86,0.028467921
04/03/2010,28.05,0.037781464
03/03/2010,27.01,0.022843158
02/03/2010,26.4,0.011811911
01/03/2010,26.09,0.009241498
26/02/2010,25.85,0.018743227
25/02/2010,25.37,-0.013701526
24/02/2010,25.72,0.00584911
23/02/2010,25.57,-0.016676749
22/02/2010,26,-0.003455561
19/02/2010,26.09,-0.003443661
18/02/2010,26.18,-0.012903405
17/02/2010,26.52,0.008330226
16/02/2010,26.3,0.020746038
12/02/2010,25.76,-0.003100778
11/02/2010,25.84,-0.023332479
10/02/2010,26.45,0.053185443
09/02/2010,25.08,0.020951612
08/02/2010,24.56,-0.012543155
05/02/2010,24.87,0.013357819
04/02/2010,24.54,-0.065454971
03/02/2010,26.2,-0.009874748
02/02/2010,26.46,0.006825965
01/02/2010,26.28,0.019209196
29/01/2010,25.78,-0.028677171
28/01/2010,26.53,-0.017560698
27/01/2010,27,-0.015800439
26/01/2010,27.43,-0.003275708
25/01/2010,27.52,0.019446586
22/01/2010,26.99,-0.048101842
21/01/2010,28.32,-0.104194582
20/01/2010,31.43,0.020572889
19/01/2010,30.79,0.010775614
15/01/2010,30.46,-0.001312336
14/01/2010,30.5,-0.013999903
13/01/2010,30.93,0.004861458
12/01/2010,30.78,-0.024708461
11/01/2010,31.55,0.0250334
08/01/2010,30.77,0.008157983
07/01/2010,30.52,-0.009132484
06/01/2010,30.8,0.020998147
05/01/2010,30.16,-0.002979641
04/01/2010,30.25,0.002979641
31/12/2009,30.16,0.001991371
30/12/2009,30.1,-0.007282389
29/12/2009,30.32,0.006950218
28/12/2009,30.11,-0.009256264
24/12/2009,30.39,0.014918228
23/12/2009,29.94,0.007375159
22/12/2009,29.72,0.008786809
21/12/2009,29.46,0.02196382
18/12/2009,28.82,0.007662873
17/12/2009,28.6,-0.000349589
16/12/2009,28.61,0.01727524
15/12/2009,28.12,0.004633763
14/12/2009,27.99,0.015844768
11/12/2009,27.55,0.016099872
10/12/2009,27.11,-0.028365538
09/12/2009,27.89,-0.031759903
08/12/2009,28.79,-0.007957143
07/12/2009,29.02,0.001034305
04/12/2009,28.99,0.009705449
03/12/2009,28.71,-0.00625002
02/12/2009,28.89,0.012539349
01/12/2009,28.53,0.00844778
30/11/2009,28.29,0.006738809
27/11/2009,28.1,-0.036685336
25/11/2009,29.15,0.00240426
24/11/2009,29.08,-0.001374571
23/11/2009,29.12,-0.013981472
20/11/2009,29.53,0.002712786
19/11/2009,29.45,-0.025148014
18/11/2009,30.2,-0.035776173
17/11/2009,31.3,-0.003508216
16/11/2009,31.41,0.020586124
13/11/2009,30.77,-0.026933337
12/11/2009,31.61,0.011134201
11/11/2009,31.26,-0.009867978
10/11/2009,31.57,-0.000949818
09/11/2009,31.6,0.045315196
06/11/2009,30.2,0.002984582
05/11/2009,30.11,0.036183153
04/11/2009,29.04,0.011777067
03/11/2009,28.7,-0.007290433
02/11/2009,28.91,-0.006894202
30/10/2009,29.11,-0.059997998
29/10/2009,30.91,0.046689493
28/10/2009,29.5,-0.029065016
27/10/2009,30.37,-0.043492118
26/10/2009,31.72,-0.005658613
23/10/2009,31.9,0.038017675
22/10/2009,30.71,-0.032043754
21/10/2009,31.71,-0.013780362
20/10/2009,32.15,-0.01481966
19/10/2009,32.63,-0.00183711
16/10/2009,32.69,-0.030428617
15/10/2009,33.7,0.007446051
14/10/2009,33.45,0.09166958
13/10/2009,30.52,-0.021073887
12/10/2009,31.17,-0.017175995
09/10/2009,31.71,0.002209946
08/10/2009,31.64,0.023665959
07/10/2009,30.9,0.002267942
06/10/2009,30.83,0.018000813
05/10/2009,30.28,0.050459324
02/10/2009,28.79,-0.006922838
01/10/2009,28.99,-0.068003536
30/09/2009,31.03,-0.012808372
29/09/2009,31.43,0.028398165
28/09/2009,30.55,0.056215372
25/09/2009,28.88,-0.029007323
24/09/2009,29.73,-0.042153096
23/09/2009,31.01,-0.015360302
22/09/2009,31.49,-0.006331139
21/09/2009,31.69,-0.028311115
18/09/2009,32.6,0.006153866
17/09/2009,32.4,-0.001850139
16/09/2009,32.46,0.034794295
15/09/2009,31.35,0.037041272
14/09/2009,30.21,0.050231122
11/09/2009,28.73,-0.015884312
10/09/2009,29.19,0.023571282
09/09/2009,28.51,0.038982229
08/09/2009,27.42,-0.002185793
04/09/2009,27.48,0.001456664
03/09/2009,27.44,0.026589454
02/09/2009,26.72,-0.002242992
01/09/2009,26.78,-0.071330193
31/08/2009,28.76,-0.005547864
28/08/2009,28.92,-0.005517255
27/08/2009,29.08,0.005517255
26/08/2009,28.92,0.00520022
25/08/2009,28.77,0.020720671
24/08/2009,28.18,-0.015842613
21/08/2009,28.63,0.013361662
20/08/2009,28.25,0.014619622
19/08/2009,27.84,0.00974561
18/08/2009,27.57,0.026090034
17/08/2009,26.86,-0.031155168
14/08/2009,27.71,-0.019300099
13/08/2009,28.25,0.00996095
12/08/2009,27.97,0.04273062
11/08/2009,26.8,-0.038071948
10/08/2009,27.84,-0.023430252
07/08/2009,28.5,0.00881063
06/08/2009,28.25,0.004612391
05/08/2009,28.12,0.01072588
04/08/2009,27.82,0.011205612
03/08/2009,27.51,-0.022642477
31/07/2009,28.14,-0.021445716
30/07/2009,28.75,0.041184379
29/07/2009,27.59,0.007275405
28/07/2009,27.39,-0.011615376
27/07/2009,27.71,0.021153232
24/07/2009,27.13,-0.028344921
23/07/2009,27.91,0.058655941
22/07/2009,26.32,0.012617258
21/07/2009,25.99,0.041238908
20/07/2009,24.94,0.029707169
17/07/2009,24.21,-0.013131087
16/07/2009,24.53,-0.014569258
15/07/2009,24.89,0.032254276
14/07/2009,24.1,0.010427623
13/07/2009,23.85,0.032817776
10/07/2009,23.08,0.002603038
09/07/2009,23.02,0.017086944
08/07/2009,22.63,-0.027458687
07/07/2009,23.26,0.002151927
06/07/2009,23.21,-0.03347061
02/07/2009,24,-0.024286026
01/07/2009,24.59,0.008576732
30/06/2009,24.38,-0.029104722
29/06/2009,25.1,-0.010699527
26/06/2009,25.37,0.032041187
25/06/2009,24.57,0.003669729
24/06/2009,24.48,0.104997473
23/06/2009,22.04,-0.007233305
22/06/2009,22.2,-0.07671076
19/06/2009,23.97,0.026634422
18/06/2009,23.34,-0.010654267
17/06/2009,23.59,0.002121792
16/06/2009,23.54,-0.057370796
15/06/2009,24.93,0.040521197
12/06/2009,23.94,-0.012865917
11/06/2009,24.25,0.000412456
10/06/2009,24.24,-0.016772739
09/06/2009,24.65,0.030898442
08/06/2009,23.9,-0.00292459
05/06/2009,23.97,0.021080039
04/06/2009,23.47,0.008558033
03/06/2009,23.27,0.03765769
02/06/2009,22.41,0.127366968
01/06/2009,19.73,0.023072031
29/05/2009,19.28,0.049983822
28/05/2009,18.34,0.015938782
27/05/2009,18.05,-0.057589223
26/05/2009,19.12,0.030265119
22/05/2009,18.55,-0.008588351
21/05/2009,18.71,-0.003734333
20/05/2009,18.78,-0.02315893
19/05/2009,19.22,-0.030235457
18/05/2009,19.81,0.06679582
15/05/2009,18.53,0.021271596
14/05/2009,18.14,0.008303397
13/05/2009,17.99,-0.065094231
12/05/2009,19.2,-0.009331327
11/05/2009,19.38,-0.091173669
08/05/2009,21.23,0.092206194
07/05/2009,19.36,-0.017917039
06/05/2009,19.71,0.056352937
05/05/2009,18.63,-0.19007457
04/05/2009,22.53,0.084231079
01/05/2009,20.71,0.031390513
30/04/2009,20.07,0.017085843
29/04/2009,19.73,0.071421421
28/04/2009,18.37,-0.036348202
27/04/2009,19.05,-0.062074859
24/04/2009,20.27,0.007924757
23/04/2009,20.11,0.043706143
22/04/2009,19.25,0.012545904
21/04/2009,19.01,0.072531099
20/04/2009,17.68,-0.133248547
17/04/2009,20.2,0.038864341
16/04/2009,19.43,0.016083356
15/04/2009,19.12,0.045474537
14/04/2009,18.27,-0.054844726
13/04/2009,19.3,-0.006713167
09/04/2009,19.43,0.11900612
08/04/2009,17.25,0.020498522
07/04/2009,16.9,-0.031452797
06/04/2009,17.44,0
03/04/2009,17.44,-0.030493611
02/04/2009,17.98,0.091978694
01/04/2009,16.4,0.030962226
31/03/2009,15.9,0.06227693
30/03/2009,14.94,-0.079115494
27/03/2009,16.17,-0.041192983
26/03/2009,16.85,0.038105608
25/03/2009,16.22,0.038974134
24/03/2009,15.6,-0.022187915
23/03/2009,15.95,0.146240564
20/03/2009,13.78,-0.013693908
19/03/2009,13.97,-0.085698179
18/03/2009,15.22,0.081412458
17/03/2009,14.03,0.019432062
16/03/2009,13.76,-0.066081661
13/03/2009,14.7,0.041672696
12/03/2009,14.1,0.08972298
11/03/2009,12.89,0.069048287
10/03/2009,12.03,0.108783751
09/03/2009,10.79,-0.031922455
06/03/2009,11.14,-0.098243689
05/03/2009,12.29,-0.006488263
04/03/2009,12.37,0.064269088
03/03/2009,11.6,-0.013698844
02/03/2009,11.76,-0.087082236
27/02/2009,12.83,-0.055338104
26/02/2009,13.56,-0.013187004
25/02/2009,13.74,-0.03644562
24/02/2009,14.25,0.102635188
23/02/2009,12.86,-0.077047438
20/02/2009,13.89,0.003606207
19/02/2009,13.84,-0.067739678
18/02/2009,14.81,0.010862293
17/02/2009,14.65,-0.094378937
13/02/2009,16.1,0.038624618
12/02/2009,15.49,0.032811342
11/02/2009,14.99,0.027732586
10/02/2009,14.58,-0.117020666
09/02/2009,16.39,-0.003045997
06/02/2009,16.44,0.044147673
05/02/2009,15.73,0.023802989
04/02/2009,15.36,-0.029508235
03/02/2009,15.82,-0.01131376
02/02/2009,16,-0.003742986
30/01/2009,16.06,-0.04206655
29/01/2009,16.75,-0.073083994
28/01/2009,18.02,-0.075850547
27/01/2009,19.44,0.023947006
26/01/2009,18.98,-0.004730626
23/01/2009,19.07,0.057744662
22/01/2009,18,-0.067139303
21/01/2009,19.25,0.104495089
20/01/2009,17.34,-0.194359535
16/01/2009,21.06,0.017241806
15/01/2009,20.7,-0.010093813
14/01/2009,20.91,-0.07417629
13/01/2009,22.52,0
12/01/2009,22.52,-0.036621355
09/01/2009,23.36,-0.030771659
08/01/2009,24.09,0.041531392
07/01/2009,23.11,-0.092513306
06/01/2009,25.35,0.073228371
05/01/2009,23.56,
