Date,Close,LM
19/07/2013,34.18,0.010884061
18/07/2013,33.81,0.012799698
17/07/2013,33.38,0.019359346
16/07/2013,32.74,-0.004266998
15/07/2013,32.88,0.00732604
12/07/2013,32.64,-0.003364432
11/07/2013,32.75,0.03669566
10/07/2013,31.57,-0.003478264
09/07/2013,31.68,0.033705646
08/07/2013,30.63,-0.012007284
05/07/2013,31,0.000968211
03/07/2013,30.97,-0.010599104
02/07/2013,31.3,-0.000319438
01/07/2013,31.31,0.009627802
28/06/2013,31.01,-0.01249816
27/06/2013,31.4,0.017671143
26/06/2013,30.85,0.004222842
25/06/2013,30.72,0.02505075
24/06/2013,29.96,-0.018846648
21/06/2013,30.53,-0.005227062
20/06/2013,30.69,-0.049891204
19/06/2013,32.26,-0.040102579
18/06/2013,33.58,0.011983367
17/06/2013,33.18,0.017021688
14/06/2013,32.62,-0.02243198
13/06/2013,33.36,0.027965348
12/06/2013,32.44,-0.027365648
11/06/2013,33.34,-0.0248828
10/06/2013,34.18,0.003517002
07/06/2013,34.06,0.001469076
06/06/2013,34.01,0.016005084
05/06/2013,33.47,-0.026825485
04/06/2013,34.38,-0.017873062
03/06/2013,35,-0.001142205
31/05/2013,35.04,-0.025638818
30/05/2013,35.95,0.020231092
29/05/2013,35.23,-0.019117816
28/05/2013,35.91,0.025382073
24/05/2013,35.01,0.002574004
23/05/2013,34.92,-0.010539907
22/05/2013,35.29,-0.023523907
21/05/2013,36.13,0.001107727
20/05/2013,36.09,-0.001107727
17/05/2013,36.13,0.023807314
16/05/2013,35.28,0.011976191
15/05/2013,34.86,0.004888579
14/05/2013,34.69,0.011597695
13/05/2013,34.29,0.003798398
10/05/2013,34.16,0.015339534
09/05/2013,33.64,0.007459381
08/05/2013,33.39,0.013568729
07/05/2013,32.94,0.004259209
06/05/2013,32.8,0.020016065
03/05/2013,32.15,0.012834736
02/05/2013,31.74,0.015558339
01/05/2013,31.25,-0.019331928
30/04/2013,31.86,0.015180557
29/04/2013,31.38,0.009606222
26/04/2013,31.08,-0.003533005
25/04/2013,31.19,0.005787798
24/04/2013,31.01,0.010372864
23/04/2013,30.69,0.012789156
22/04/2013,30.3,0.003636969
19/04/2013,30.19,0.014345534
18/04/2013,29.76,-0.010695289
17/04/2013,30.08,-0.036557596
16/04/2013,31.2,0.011929853
15/04/2013,30.83,-0.040367788
12/04/2013,32.1,0.000311575
11/04/2013,32.09,-0.004353241
10/04/2013,32.23,0.031518525
09/04/2013,31.23,-0.00638368
08/04/2013,31.43,0.022198113
05/04/2013,30.74,-0.001625224
04/04/2013,30.79,0.009791201
03/04/2013,30.49,-0.037339388
02/04/2013,31.65,0.002847653
01/04/2013,31.56,-0.018521955
28/03/2013,32.15,0.007179678
27/03/2013,31.92,-0.000313234
26/03/2013,31.93,0.010705392
25/03/2013,31.59,-0.003476066
22/03/2013,31.7,0.00094682
21/03/2013,31.67,-0.006608993
20/03/2013,31.88,0.013261956
19/03/2013,31.46,-0.006652963
18/03/2013,31.67,-0.00880232
15/03/2013,31.95,-0.005617992
14/03/2013,32.13,0.02298228
13/03/2013,31.4,0.025154503
12/03/2013,30.62,0.004254629
11/03/2013,30.49,0.010882218
08/03/2013,30.16,0.006653384
07/03/2013,29.96,0.013441063
06/03/2013,29.56,0.012938553
05/03/2013,29.18,0.028151294
04/03/2013,28.37,0.003531077
01/03/2013,28.27,-0.008102916
28/02/2013,28.5,0.002459162
27/02/2013,28.43,0.025290751
26/02/2013,27.72,0.002166848
25/02/2013,27.66,-0.016849296
22/02/2013,28.13,0.018658597
21/02/2013,27.61,-0.016523364
20/02/2013,28.07,-0.019753729
19/02/2013,28.63,0.039542106
15/02/2013,27.52,-0.011560822
14/02/2013,27.84,0.020320002
13/02/2013,27.28,-0.022831215
12/02/2013,27.91,0.015162745
11/02/2013,27.49,0.009502995
08/02/2013,27.23,0.002574004
07/02/2013,27.16,-0.006239697
06/02/2013,27.33,0.025571154
05/02/2013,26.64,0.004137678
04/02/2013,26.53,-0.009752515
01/02/2013,26.79,-0.031597044
31/01/2013,27.65,-0.003249687
30/01/2013,27.74,-0.007899502
29/01/2013,27.96,-0.001072386
28/01/2013,27.99,0.013307156
25/01/2013,27.62,0.007997135
24/01/2013,27.4,-0.00509648
23/01/2013,27.54,-0.019418086
22/01/2013,28.08,0.021235277
18/01/2013,27.49,0.028035772
17/01/2013,26.73,0.001497567
16/01/2013,26.69,-0.007837323
15/01/2013,26.9,0.007462721
14/01/2013,26.7,0.0067644
11/01/2013,26.52,-0.011994147
10/01/2013,26.84,0.031796774
09/01/2013,26,0.005785937
08/01/2013,25.85,-0.01268516
07/01/2013,26.18,-0.005333346
04/01/2013,26.32,0.008777007
03/01/2013,26.09,-0.0125692
02/01/2013,26.42,0.0268524
31/12/2012,25.72,0.007806441
28/12/2012,25.52,-0.007806441
27/12/2012,25.72,-0.012364918
26/12/2012,26.04,-0.013351333
24/12/2012,26.39,0.00798939
21/12/2012,26.18,-0.015915455
20/12/2012,26.6,0.009822519
19/12/2012,26.34,-0.001896454
18/12/2012,26.39,0.023774126
17/12/2012,25.77,0.027140309
14/12/2012,25.08,0
13/12/2012,25.08,-0.014645027
12/12/2012,25.45,-0.012107158
11/12/2012,25.76,0.005449605
10/12/2012,25.62,-0.010869672
07/12/2012,25.9,0.001158973
06/12/2012,25.87,0.010491645
05/12/2012,25.6,0.010208177
04/12/2012,25.34,-0.005509656
03/12/2012,25.48,-0.001960401
30/11/2012,25.53,-0.00624758
29/11/2012,25.69,0.001168452
28/11/2012,25.66,0.003122563
27/11/2012,25.58,-0.013204075
26/11/2012,25.92,-0.004234848
23/11/2012,26.03,0.018221089
21/11/2012,25.56,0.000782779
20/11/2012,25.54,0.006284388
19/11/2012,25.38,0.011890747
16/11/2012,25.08,-0.003184716
15/11/2012,25.16,0.008782492
14/11/2012,24.94,-0.002402885
13/11/2012,25,-0.005982072
12/11/2012,25.15,0.005982072
09/11/2012,25,0.010858743
08/11/2012,24.73,-0.003229716
07/11/2012,24.81,-0.038740022
06/11/2012,25.79,0.025526617
05/11/2012,25.14,0.005984458
02/11/2012,24.99,-0.024897552
01/11/2012,25.62,0.005479466
31/10/2012,25.48,0.021821933
26/10/2012,24.93,0.009268654
25/10/2012,24.7,0.006091389
24/10/2012,24.55,-0.012548232
23/10/2012,24.86,-0.008012863
22/10/2012,25.06,-0.00874062
19/10/2012,25.28,-0.00748772
18/10/2012,25.47,-0.01442239
17/10/2012,25.84,0.029454319
16/10/2012,25.09,0.011222563
15/10/2012,24.81,0.017073585
12/10/2012,24.39,-0.013843869
11/10/2012,24.73,0.003240181
10/10/2012,24.65,0.022150208
09/10/2012,24.11,-0.007026274
08/10/2012,24.28,-0.002878883
05/10/2012,24.35,-0.008994337
04/10/2012,24.57,0.016827813
03/10/2012,24.16,-0.006600684
02/10/2012,24.32,0.000822707
01/10/2012,24.3,-0.015516849
28/09/2012,24.68,-0.006462058
27/09/2012,24.84,0.006867327
26/09/2012,24.67,-0.006867327
25/09/2012,24.84,-0.029746393
24/09/2012,25.59,0.006665384
21/09/2012,25.42,-0.009007306
20/09/2012,25.65,-0.0104713
19/09/2012,25.92,-0.011507607
18/09/2012,26.22,-0.001143511
17/09/2012,26.25,-0.026317308
14/09/2012,26.95,0.013448092
13/09/2012,26.59,-0.001127608
12/09/2012,26.62,-0.008603008
11/09/2012,26.85,0.052764532
10/09/2012,25.47,-0.016355505
07/09/2012,25.89,0.014002563
06/09/2012,25.53,0.031028742
05/09/2012,24.75,0
04/09/2012,24.75,0.006892385
31/08/2012,24.58,-0.005274916
30/08/2012,24.71,-0.012867085
29/08/2012,25.03,-0.007165636
28/08/2012,25.21,0.005967792
27/08/2012,25.06,-0.018581282
24/08/2012,25.53,0.011424194
23/08/2012,25.24,-0.013771612
22/08/2012,25.59,-0.005455976
21/08/2012,25.73,0.003114055
20/08/2012,25.65,-0.00233645
17/08/2012,25.71,0.00077821
16/08/2012,25.69,0.008993218
15/08/2012,25.46,-0.001569859
14/08/2012,25.5,-0.008979174
13/08/2012,25.73,-0.000777001
10/08/2012,25.75,-0.009661911
09/08/2012,26,0.001154512
08/08/2012,25.97,-0.001539054
07/08/2012,26.01,-0.004220225
06/08/2012,26.12,0.016210313
03/08/2012,25.7,0.045371889
02/08/2012,24.56,-0.003657797
01/08/2012,24.65,0.005287789
31/07/2012,24.52,-0.010144132
30/07/2012,24.77,-0.003626843
27/07/2012,24.86,-0.010802265
26/07/2012,25.13,0.014429108
25/07/2012,24.77,-0.01482696
24/07/2012,25.14,-0.005553366
23/07/2012,25.28,-0.012969331
20/07/2012,25.61,-0.018952414
19/07/2012,26.1,-0.018223739
18/07/2012,26.58,0.004147037
17/07/2012,26.47,0.008346027
16/07/2012,26.25,-0.018868484
13/07/2012,26.75,0.029977582
12/07/2012,25.96,-0.005761491
11/07/2012,26.11,0.009234387
10/07/2012,25.87,-0.012675415
09/07/2012,26.2,-0.004569696
06/07/2012,26.32,-0.009077218
05/07/2012,26.56,-0.012348146
03/07/2012,26.89,0.009340625
02/07/2012,26.64,0.010186845
29/06/2012,26.37,0.047369104
28/06/2012,25.15,0.007182792
27/06/2012,24.97,0.016148918
26/06/2012,24.57,0.006123718
25/06/2012,24.42,-0.029852963
22/06/2012,25.16,0.015622188
21/06/2012,24.77,-0.033740053
20/06/2012,25.62,-0.008937304
19/06/2012,25.85,0.015594858
18/06/2012,25.45,-0.00039285
15/06/2012,25.46,0.020234771
14/06/2012,24.95,-0.006790519
13/06/2012,25.12,-0.012658397
12/06/2012,25.44,0.026285862
11/06/2012,24.78,-0.032555475
08/06/2012,25.6,0
07/06/2012,25.6,0.006662772
06/06/2012,25.43,0.031558441
05/06/2012,24.64,0.020500923
04/06/2012,24.14,-0.005370804
01/06/2012,24.27,-0.047474723
31/05/2012,25.45,-0.005876608
30/05/2012,25.6,-0.020874357
29/05/2012,26.14,0.02400425
25/05/2012,25.52,0.013809649
24/05/2012,25.17,0.01682732
23/05/2012,24.75,0.014652277
22/05/2012,24.39,-0.020292904
21/05/2012,24.89,0.031839424
18/05/2012,24.11,-0.013185193
17/05/2012,24.43,0.015676889
16/05/2012,24.05,0.071967294
15/05/2012,22.38,-0.015077891
14/05/2012,22.72,-0.030771659
11/05/2012,23.43,0.00128123
10/05/2012,23.4,0.000427442
09/05/2012,23.39,-0.003840414
08/05/2012,23.48,-0.019819329
07/05/2012,23.95,0.011337514
04/05/2012,23.68,-0.018410562
03/05/2012,24.12,-0.030218714
02/05/2012,24.86,-0.018334511
01/05/2012,25.32,-0.029190631
30/04/2012,26.07,-0.006118566
27/04/2012,26.23,0.004585411
26/04/2012,26.11,0.001533155
25/04/2012,26.07,0.020930997
24/04/2012,25.53,0.006286858
23/04/2012,25.37,-0.015255528
20/04/2012,25.76,0.001554002
19/04/2012,25.72,0.004676548
18/04/2012,25.6,-0.010491645
17/04/2012,25.87,0.016761258
16/04/2012,25.44,-0.000785855
13/04/2012,25.46,-0.025975486
12/04/2012,26.13,0.025975486
11/04/2012,25.46,0.001965796
10/04/2012,25.41,-0.033284806
09/04/2012,26.27,-0.021838217
05/04/2012,26.85,-0.014053486
04/04/2012,27.23,-0.013858719
03/04/2012,27.61,-0.019369329
02/04/2012,28.15,0.007845975
30/03/2012,27.93,0.015151805
29/03/2012,27.51,-0.049983822
28/03/2012,28.92,-0.005173317
27/03/2012,29.07,-0.005488865
26/03/2012,29.23,0.02074046
23/03/2012,28.63,0.00912287
22/03/2012,28.37,-0.014000929
21/03/2012,28.77,-0.002776815
20/03/2012,28.85,-0.003114728
19/03/2012,28.94,-0.006200502
16/03/2012,29.12,-0.006503531
15/03/2012,29.31,0.018943222
14/03/2012,28.76,-0.007275279
13/03/2012,28.97,0.044467453
12/03/2012,27.71,0.008334892
09/03/2012,27.48,0.013555804
08/03/2012,27.11,0.0156137
07/03/2012,26.69,0.004506204
06/03/2012,26.57,-0.028933769
05/03/2012,27.35,-0.013798331
02/03/2012,27.73,-0.016097647
01/03/2012,28.18,0.028434523
29/02/2012,27.39,0.012860732
28/02/2012,27.04,0.002962965
27/02/2012,26.96,0.000742115
24/02/2012,26.94,-0.002224695
23/02/2012,27,0.013798466
22/02/2012,26.63,-0.010459565
21/02/2012,26.91,-0.01512107
17/02/2012,27.32,0.002932553
16/02/2012,27.24,0.013676059
15/02/2012,26.87,-0.0070462
14/02/2012,27.06,-0.018308823
13/02/2012,27.56,0.001089127
10/02/2012,27.53,0.008755984
09/02/2012,27.29,0.002935782
08/02/2012,27.21,0.004419897
07/02/2012,27.09,-0.006989177
06/02/2012,27.28,-0.003658987
03/02/2012,27.38,0.038724124
02/02/2012,26.34,0.00647498
01/02/2012,26.17,0.027112428
31/01/2012,25.47,-0.005481611
30/01/2012,25.61,-0.015882573
27/01/2012,26.02,-0.048753562
26/01/2012,27.32,-0.011283104
25/01/2012,27.63,0.01018561
24/01/2012,27.35,-0.011632265
23/01/2012,27.67,0.006162789
20/01/2012,27.5,-0.001816531
19/01/2012,27.55,0.015362409
18/01/2012,27.13,0.035262468
17/01/2012,26.19,-0.006470051
13/01/2012,26.36,0.009146405
12/01/2012,26.12,0.022455454
11/01/2012,25.54,0.001567398
10/01/2012,25.5,0.053980079
09/01/2012,24.16,0.010819914
06/01/2012,23.9,-0.020294753
05/01/2012,24.39,0.002052125
04/01/2012,24.34,-0.00696011
03/01/2012,24.51,0.018946201
30/12/2011,24.05,-0.004563377
29/12/2011,24.16,0.024299478
28/12/2011,23.58,-0.019320215
27/12/2011,24.04,-0.016911106
23/12/2011,24.45,0.003687773
22/12/2011,24.36,0.012807446
21/12/2011,24.05,0.004584296
20/12/2011,23.94,0.042232764
19/12/2011,22.95,-0.024107926
16/12/2011,23.51,-0.007627156
15/12/2011,23.69,-0.002108371
14/12/2011,23.74,-0.023726399
13/12/2011,24.31,-0.037145974
12/12/2011,25.23,-0.034667542
09/12/2011,26.12,0.020890508
08/12/2011,25.58,-0.03910042
07/12/2011,26.6,0.004143913
06/12/2011,26.49,-0.004519782
05/12/2011,26.61,0.012859481
02/12/2011,26.27,0.003813887
01/12/2011,26.17,-0.013662452
30/11/2011,26.53,0.077971729
29/11/2011,24.54,-0.004066699
28/11/2011,24.64,0.055488686
25/11/2011,23.31,0.0064558
23/11/2011,23.16,-0.016699168
22/11/2011,23.55,-0.022670996
21/11/2011,24.09,-0.038278289
18/11/2011,25.03,0.008022506
17/11/2011,24.83,-0.028584717
16/11/2011,25.55,-0.021297998
15/11/2011,26.1,0.011560822
14/11/2011,25.8,-0.021473218
11/11/2011,26.36,0.012213892
10/11/2011,26.04,0.004618946
09/11/2011,25.92,-0.070021149
08/11/2011,27.8,0.026609917
07/11/2011,27.07,0.005185197
04/11/2011,26.93,-0.004076344
03/11/2011,27.04,0.024332101
02/11/2011,26.39,0.032347834
01/11/2011,25.55,-0.073548688
31/10/2011,27.5,-0.055864648
28/10/2011,29.08,0.002754823
27/10/2011,29,0.072199979
26/10/2011,26.98,0.02933644
25/10/2011,26.2,-0.052780737
24/10/2011,27.62,0.024185862
21/10/2011,26.96,0.036257748
20/10/2011,26,0.018242307
19/10/2011,25.53,-0.02590518
18/10/2011,26.2,0.048885589
17/10/2011,24.95,-0.036210174
14/10/2011,25.87,0.0097107
13/10/2011,25.62,-0.048009219
12/10/2011,26.88,0.002980628
11/10/2011,26.8,-0.012975159
10/10/2011,27.15,0.054108147
07/10/2011,25.72,-0.030253121
06/10/2011,26.51,0.030641999
05/10/2011,25.71,0.030006199
04/10/2011,24.95,0.053087964
03/10/2011,23.66,-0.083094163
30/09/2011,25.71,-0.042640643
29/09/2011,26.83,0.032193653
28/09/2011,25.98,-0.048460186
27/09/2011,27.27,0.025251992
26/09/2011,26.59,0.041464673
23/09/2011,25.51,0.029033656
22/09/2011,24.78,-0.044206093
21/09/2011,25.9,-0.061759567
20/09/2011,27.55,-0.028977166
19/09/2011,28.36,-0.01643681
16/09/2011,28.83,0.00173581
15/09/2011,28.78,0.061993696
14/09/2011,27.05,0.016024192
13/09/2011,26.62,0.014759019
12/09/2011,26.23,0.008038321
09/09/2011,26.02,-0.02279734
08/09/2011,26.62,-0.02449102
07/09/2011,27.28,0.051138961
06/09/2011,25.92,-0.018349139
02/09/2011,26.4,-0.050232125
01/09/2011,27.76,-0.025254766
31/08/2011,28.47,0.005989097
30/08/2011,28.3,-0.006691344
29/08/2011,28.49,0.04707174
26/08/2011,27.18,0.02836011
25/08/2011,26.42,-0.038609101
24/08/2011,27.46,0.016893534
23/08/2011,27,0.051683234
22/08/2011,25.64,0.00547518
19/08/2011,25.5,-0.003523198
18/08/2011,25.59,-0.054005518
17/08/2011,27.01,0.000740741
16/08/2011,26.99,-0.025243704
15/08/2011,27.68,0.03792098
12/08/2011,26.65,-0.00747667
11/08/2011,26.85,0.086300609
10/08/2011,24.63,-0.065603727
09/08/2011,26.3,0.076216072
08/08/2011,24.37,-0.103224465
05/08/2011,27.02,-0.014330578
04/08/2011,27.41,-0.058454748
03/08/2011,29.06,0.038945459
02/08/2011,27.95,-0.053973064
01/08/2011,29.5,0.002715548
29/07/2011,29.42,0.004087199
28/07/2011,29.3,-0.041449784
27/07/2011,30.54,-0.051064061
26/07/2011,32.14,0.004365458
25/07/2011,32,-0.013348018
22/07/2011,32.43,-0.001848429
21/07/2011,32.49,0.035718083
20/07/2011,31.35,0.006400022
19/07/2011,31.15,0.010974933
18/07/2011,30.81,-0.021830723
15/07/2011,31.49,-0.004436002
14/07/2011,31.63,-0.022198817
13/07/2011,32.34,0.011194147
12/07/2011,31.98,0.010056653
11/07/2011,31.66,-0.051403838
08/07/2011,33.33,-0.026352376
07/07/2011,34.22,0.032371052
06/07/2011,33.13,-0.0006035
05/07/2011,33.15,-0.01764136
01/07/2011,33.74,0.029475818
30/06/2011,32.76,-0.003656311
29/06/2011,32.88,0.029005427
28/06/2011,31.94,0.005021982
27/06/2011,31.78,0.016817785
24/06/2011,31.25,-0.015873349
23/06/2011,31.75,-0.009404458
22/06/2011,32.05,-0.013942906
21/06/2011,32.5,0.024608001
20/06/2011,31.71,-0.00503304
17/06/2011,31.87,0.018366571
16/06/2011,31.29,0.003842464
15/06/2011,31.17,-0.019381067
14/06/2011,31.78,0.020343995
13/06/2011,31.14,-0.00352621
10/06/2011,31.25,-0.014928021
09/06/2011,31.72,0.017170533
08/06/2011,31.18,0.00289064
07/06/2011,31.09,0.002576491
06/06/2011,31.01,-0.03048823
03/06/2011,31.97,-0.01490248
02/06/2011,32.45,-0.009507816
01/06/2011,32.76,-0.032435276
31/05/2011,33.84,0.014285957
27/05/2011,33.36,0.000899685
26/05/2011,33.33,0.008436326
25/05/2011,33.05,0.001514005
24/05/2011,33,-0.001514005
23/05/2011,33.05,-0.015015297
20/05/2011,33.55,-0.019188781
19/05/2011,34.2,0.010582109
18/05/2011,33.84,0.012788278
17/05/2011,33.41,-0.010717578
16/05/2011,33.77,-0.005904948
13/05/2011,33.97,-0.019242576
12/05/2011,34.63,-0.000577367
11/05/2011,34.65,-0.016600267
10/05/2011,35.23,0.018911738
09/05/2011,34.57,0.005802163
06/05/2011,34.37,-0.00261514
05/05/2011,34.46,-0.001449906
04/05/2011,34.51,-0.017806329
03/05/2011,35.13,-0.054561503
02/05/2011,37.1,-0.001346802
29/04/2011,37.15,-0.00188248
28/04/2011,37.22,-0.008294362
27/04/2011,37.53,0.001066382
26/04/2011,37.49,0.007496688
25/04/2011,37.21,-0.001611171
21/04/2011,37.27,0.020328658
20/04/2011,36.52,0.013230623
19/04/2011,36.04,-0.000832062
18/04/2011,36.07,-0.017042743
15/04/2011,36.69,0.002729259
14/04/2011,36.59,-0.005994568
13/04/2011,36.81,-0.000543183
12/04/2011,36.83,0.021960806
11/04/2011,36.03,0.000555247
08/04/2011,36.01,-0.005538646
07/04/2011,36.21,-0.007976937
06/04/2011,36.5,0.004393198
05/04/2011,36.34,-0.011219163
04/04/2011,36.75,-0.000272072
01/04/2011,36.76,0.018394479
31/03/2011,36.09,0.00305259
30/03/2011,35.98,0.020497699
29/03/2011,35.25,0.006831794
28/03/2011,35.01,-0.000571102
25/03/2011,35.03,-0.005409266
24/03/2011,35.22,0.020364966
23/03/2011,34.51,-0.000579374
22/03/2011,34.53,0.002609832
21/03/2011,34.44,0.027673241
18/03/2011,33.5,0.005387622
17/03/2011,33.32,0.016339244
16/03/2011,32.78,-0.022920183
15/03/2011,33.54,0.000894855
14/03/2011,33.51,-0.020381742
11/03/2011,34.2,0.013837995
10/03/2011,33.73,-0.032952391
09/03/2011,34.86,-0.018192656
08/03/2011,35.5,0.014184635
07/03/2011,35,-0.021481889
04/03/2011,35.76,-0.015538603
03/03/2011,36.32,0.035307674
02/03/2011,35.06,-0.003985203
01/03/2011,35.2,-0.029393299
28/02/2011,36.25,0.003592653
25/02/2011,36.12,0.017032382
24/02/2011,35.51,0.00028165
23/02/2011,35.5,-0.013986242
22/02/2011,36,-0.033864514
18/02/2011,37.24,0.016515876
17/02/2011,36.63,0.004103412
16/02/2011,36.48,0.0104713
15/02/2011,36.1,0.003329637
14/02/2011,35.98,0.011179546
11/02/2011,35.58,0.029086738
10/02/2011,34.56,-0.000578536
09/02/2011,34.58,-0.006629222
08/02/2011,34.81,-0.011425431
07/02/2011,35.21,0.013726266
04/02/2011,34.73,0.01801327
03/02/2011,34.11,0.018642351
02/02/2011,33.48,-0.010399737
01/02/2011,33.83,0.020908766
31/01/2011,33.13,-0.00211066
28/01/2011,33.2,-0.024104723
27/01/2011,34.01,0.007674182
