Date,Close,ZION
07/08/2013,29.05,-0.011295687
06/08/2013,29.38,-0.018212982
05/08/2013,29.92,-0.00765777
02/08/2013,30.15,0
01/08/2013,30.15,0.017060123
31/07/2013,29.64,0.012903405
30/07/2013,29.26,0.002052686
29/07/2013,29.2,-0.011915035
26/07/2013,29.55,-0.005063302
25/07/2013,29.7,-0.012048339
24/07/2013,30.06,0.005336904
23/07/2013,29.9,-0.030954068
22/07/2013,30.84,0.009447863
19/07/2013,30.55,0.007557125
18/07/2013,30.32,0.025047227
17/07/2013,29.57,0
16/07/2013,29.57,-0.025047227
15/07/2013,30.32,0.011610679
12/07/2013,29.97,0.021245109
11/07/2013,29.34,-0.016898003
10/07/2013,29.84,-0.020564572
09/07/2013,30.46,-0.022720874
08/07/2013,31.16,0.006116227
05/07/2013,30.97,0.042208705
03/07/2013,29.69,0.005065012
02/07/2013,29.54,0.006452731
01/07/2013,29.35,0.014759149
28/06/2013,28.92,-0.010662182
27/06/2013,29.23,0.005488865
26/06/2013,29.07,0.020504628
25/06/2013,28.48,0.023806418
24/06/2013,27.81,-0.003589379
21/06/2013,27.91,0.016254647
20/06/2013,27.46,0.019489494
19/06/2013,26.93,-0.014012029
18/06/2013,27.31,0.009196313
17/06/2013,27.06,0.003702337
14/06/2013,26.96,-0.020922033
13/06/2013,27.53,0.014267665
12/06/2013,27.14,-0.025465181
11/06/2013,27.84,-0.001794366
10/06/2013,27.89,0.018820679
07/06/2013,27.37,0.016206616
06/06/2013,26.93,0.013834582
05/06/2013,26.56,-0.021970722
04/06/2013,27.15,-0.017525093
03/06/2013,27.63,-0.015799251
31/05/2013,28.07,-0.018705327
30/05/2013,28.6,0.017993077
29/05/2013,28.09,0
28/05/2013,28.09,0.021591339
24/05/2013,27.49,0.010237749
23/05/2013,27.21,0.000367579
22/05/2013,27.2,-0.013511252
21/05/2013,27.57,-0.004704188
20/05/2013,27.7,0.01125443
17/05/2013,27.39,0.019912162
16/05/2013,26.85,-0.004459316
15/05/2013,26.97,-0.003331486
14/05/2013,27.06,0.022422464
13/05/2013,26.46,0.011784968
10/05/2013,26.15,0.005368111
09/05/2013,26.01,0.000769231
08/05/2013,25.99,0.001154957
07/05/2013,25.96,0.010455081
06/05/2013,25.69,0.021243915
03/05/2013,25.15,0.020080996
02/05/2013,24.65,0.019251055
01/05/2013,24.18,-0.018033276
30/04/2013,24.62,0.004886003
29/04/2013,24.5,0.010668956
26/04/2013,24.24,-0.011892697
25/04/2013,24.53,0
24/04/2013,24.53,0.013131087
23/04/2013,24.21,0.02509542
22/04/2013,23.61,-0.004226549
19/04/2013,23.71,0.011452935
18/04/2013,23.44,0.000426712
17/04/2013,23.43,-0.014827639
16/04/2013,23.78,0.005059033
15/04/2013,23.66,-0.030797274
12/04/2013,24.4,-0.021889808
11/04/2013,24.94,0.013320076
10/04/2013,24.61,0.012676514
09/04/2013,24.3,0.007434978
08/04/2013,24.12,0.010000083
05/04/2013,23.88,-0.010828927
04/04/2013,24.14,0.010828927
03/04/2013,23.88,-0.024815169
02/04/2013,24.48,-0.012180419
01/04/2013,24.78,-0.008438869
28/03/2013,24.99,-0.00040008
27/03/2013,25,-0.005982072
26/03/2013,25.15,0
25/03/2013,25.15,-0.002779434
22/03/2013,25.22,0.002381899
21/03/2013,25.16,-0.011067307
20/03/2013,25.44,0.005518343
19/03/2013,25.3,0.001186474
18/03/2013,25.27,-0.011410708
15/03/2013,25.56,-0.006628997
14/03/2013,25.73,0.00584683
13/03/2013,25.58,0.004309507
12/03/2013,25.47,-0.006262251
11/03/2013,25.63,0.012959145
08/03/2013,25.3,0.001582279
07/03/2013,25.26,0.007151401
06/03/2013,25.08,0.023397598
05/03/2013,24.5,0.011907347
04/03/2013,24.21,0.007046661
01/03/2013,24.04,-0.00456527
28/02/2013,24.15,0.001657688
27/02/2013,24.11,0.014623198
26/02/2013,23.76,0.005063302
25/02/2013,23.64,-0.016778917
22/02/2013,24.04,0.012979039
21/02/2013,23.73,-0.017130145
20/02/2013,24.14,-0.022528088
19/02/2013,24.69,0.014277216
15/02/2013,24.34,-0.011844125
14/02/2013,24.63,-0.004456155
13/02/2013,24.74,0.010156496
12/02/2013,24.49,0.0114991
11/02/2013,24.21,0.002895555
08/02/2013,24.14,0.007484442
07/02/2013,23.96,-0.003333336
06/02/2013,24.04,0
05/02/2013,24.04,0.017625299
04/02/2013,23.62,-0.013039091
01/02/2013,23.93,0.02582154
31/01/2013,23.32,-0.00938974
30/01/2013,23.54,0.034575614
29/01/2013,22.74,-0.006574646
28/01/2013,22.89,-0.003924138
25/01/2013,22.98,0.011818916
24/01/2013,22.71,0.005740797
23/01/2013,22.58,-0.005300366
22/01/2013,22.7,0.006629859
18/01/2013,22.55,0.002219757
17/01/2013,22.5,0.008480301
16/01/2013,22.31,0.011722407
15/01/2013,22.05,0.008654119
14/01/2013,21.86,0.005044725
11/01/2013,21.75,-0.009153382
10/01/2013,21.95,0.004566218
09/01/2013,21.85,-0.010924096
08/01/2013,22.09,-0.020166491
07/01/2013,22.54,-0.004868343
04/01/2013,22.65,0.028208721
03/01/2013,22.02,0.001363327
02/01/2013,21.99,0.027196883
31/12/2012,21.4,0.01269709
28/12/2012,21.13,-0.006133541
27/12/2012,21.26,0.000470478
26/12/2012,21.25,-0.007501207
24/12/2012,21.41,-0.003729608
21/12/2012,21.49,-0.019811751
20/12/2012,21.92,0.01748779
19/12/2012,21.54,-0.002318573
18/12/2012,21.59,0.018229063
17/12/2012,21.2,0.028710106
14/12/2012,20.6,-0.000485319
13/12/2012,20.61,0.000485319
12/12/2012,20.6,0.005842276
11/12/2012,20.48,0.026219657
10/12/2012,19.95,0.005529041
07/12/2012,19.84,0.015236455
06/12/2012,19.54,-0.001534135
05/12/2012,19.57,-0.002041859
04/12/2012,19.61,-0.009137119
03/12/2012,19.79,-0.014049403
30/11/2012,20.07,-0.007446051
29/11/2012,20.22,0.008941937
28/11/2012,20.04,0.004000005
27/11/2012,19.96,-0.036886405
26/11/2012,20.71,0.002417212
23/11/2012,20.66,0.023507449
21/11/2012,20.18,0.007460865
20/11/2012,20.03,0.016105029
19/11/2012,19.71,0.008150835
16/11/2012,19.55,0.015464226
15/11/2012,19.25,-0.004147232
14/11/2012,19.33,-0.01591001
13/11/2012,19.64,-0.019163471
12/11/2012,20.02,-0.000499376
09/11/2012,20.03,-0.002493145
08/11/2012,20.08,-0.016300682
07/11/2012,20.41,-0.059442265
06/11/2012,21.66,0.009276504
05/11/2012,21.46,0.001865672
02/11/2012,21.42,-0.016667052
01/11/2012,21.78,0.013869848
31/10/2012,21.48,0.012178136
26/10/2012,21.22,-0.010314203
25/10/2012,21.44,0.00608189
24/10/2012,21.31,0.007536541
23/10/2012,21.15,-0.01408474
22/10/2012,21.45,0
19/10/2012,21.45,-0.001397624
18/10/2012,21.48,-0.026643744
17/10/2012,22.06,0.007279377
16/10/2012,21.9,-0.013605652
15/10/2012,22.2,0.00995934
12/10/2012,21.98,-0.024270854
11/10/2012,22.52,0.029745321
10/10/2012,21.86,0.004585061
09/10/2012,21.76,-0.002753558
08/10/2012,21.82,-0.007305969
05/10/2012,21.98,0.010059527
04/10/2012,21.76,0.027488337
03/10/2012,21.17,0.017151445
02/10/2012,20.81,0.000961539
01/10/2012,20.79,0.006272638
28/09/2012,20.66,0.001453137
27/09/2012,20.63,0.012683097
26/09/2012,20.37,0.001965603
25/09/2012,20.33,-0.033376738
24/09/2012,21.02,0.007161644
21/09/2012,20.87,0.003359734
20/09/2012,20.8,-0.016686919
19/09/2012,21.15,0.003789678
18/09/2012,21.07,-0.006150954
17/09/2012,21.2,-0.007050558
14/09/2012,21.35,0.019390534
13/09/2012,20.94,0.02416744
12/09/2012,20.44,0.020262616
11/09/2012,20.03,0.000999001
10/09/2012,20.01,-0.014388737
07/09/2012,20.3,0.028480566
06/09/2012,19.73,0.018931238
05/09/2012,19.36,0.001550789
04/09/2012,19.33,0.004147232
31/08/2012,19.25,0.002080084
30/08/2012,19.21,-0.004674119
29/08/2012,19.3,0.004674119
28/08/2012,19.21,0.007839079
27/08/2012,19.06,-0.004188488
24/08/2012,19.14,0.00681523
23/08/2012,19.01,-0.016693137
22/08/2012,19.33,-0.007730005
21/08/2012,19.48,-0.001026167
20/08/2012,19.5,-0.01020417
17/08/2012,19.7,0.024147076
16/08/2012,19.23,0.003646787
15/08/2012,19.16,0.018436129
14/08/2012,18.81,0.004262127
13/08/2012,18.73,-0.007446843
10/08/2012,18.87,-0.00896867
09/08/2012,19.04,0.000525348
08/08/2012,19.03,-0.00105042
07/08/2012,19.05,0.012146967
06/08/2012,18.82,-0.005827831
03/08/2012,18.93,0.04760228
02/08/2012,18.05,-0.012661881
01/08/2012,18.28,0.004385972
31/07/2012,18.2,-0.005479466
30/07/2012,18.3,-0.009788006
27/07/2012,18.48,0.021882711
26/07/2012,18.08,0.011123585
25/07/2012,17.88,-0.004464293
24/07/2012,17.96,-0.033400312
23/07/2012,18.57,-0.008579141
20/07/2012,18.73,-0.026864929
19/07/2012,19.24,-0.010855625
18/07/2012,19.45,0.001028807
17/07/2012,19.43,0.019751162
16/07/2012,19.05,0.001576044
13/07/2012,19.02,0.020181248
12/07/2012,18.64,-0.015438156
11/07/2012,18.93,0.007955491
10/07/2012,18.78,-0.016895861
09/07/2012,19.1,-0.015069134
06/07/2012,19.39,-0.001545994
05/07/2012,19.42,-0.014315173
03/07/2012,19.7,0.003559627
02/07/2012,19.63,0.010755545
29/06/2012,19.42,0.022390938
28/06/2012,18.99,-0.010997754
27/06/2012,19.2,0.021585466
26/06/2012,18.79,0.018260443
25/06/2012,18.45,-0.036193413
22/06/2012,19.13,0.00787199
21/06/2012,18.98,-0.033163661
20/06/2012,19.62,0.007674635
19/06/2012,19.47,0.03289255
18/06/2012,18.84,0.007458745
15/06/2012,18.7,0.018349139
14/06/2012,18.36,0.024815169
13/06/2012,17.91,-0.008893889
12/06/2012,18.07,0.019559159
11/06/2012,17.72,-0.037656719
08/06/2012,18.4,0.004903306
07/06/2012,18.31,-0.002182216
06/06/2012,18.35,0.029869477
05/06/2012,17.81,0.011293175
04/06/2012,17.61,-0.034052969
01/06/2012,18.22,-0.043496789
31/05/2012,19.03,0.015356404
30/05/2012,18.74,-0.023729033
29/05/2012,19.19,0.016815951
25/05/2012,18.87,0.00371649
24/05/2012,18.8,-0.016878038
23/05/2012,19.12,0.019007964
22/05/2012,18.76,0.009103142
21/05/2012,18.59,0.017363431
18/05/2012,18.27,-0.008719401
17/05/2012,18.43,-0.020408872
16/05/2012,18.81,-0.014252023
15/05/2012,19.08,-0.021260847
14/05/2012,19.49,-0.031812832
11/05/2012,20.12,0.011497252
10/05/2012,19.89,0.004535155
09/05/2012,19.8,-0.014540241
08/05/2012,20.09,0
07/05/2012,20.09,0.016056542
04/05/2012,19.77,-0.013564639
03/05/2012,20.04,-0.017804625
02/05/2012,20.4,-0.012664563
01/05/2012,20.66,0.013154879
30/04/2012,20.39,-0.012670735
27/04/2012,20.65,0.011200507
26/04/2012,20.42,0.01132738
25/04/2012,20.19,0.00645965
24/04/2012,20.06,-0.036705858
23/04/2012,20.81,0.013059436
20/04/2012,20.54,-0.018809332
19/04/2012,20.93,-0.011401549
18/04/2012,21.17,0
17/04/2012,21.17,0.017632098
16/04/2012,20.8,0.013065756
13/04/2012,20.53,-0.029279749
12/04/2012,21.14,0.014292764
11/04/2012,20.84,0.027239038
10/04/2012,20.28,-0.015655897
09/04/2012,20.6,-0.023033648
05/04/2012,21.08,0
04/04/2012,21.08,-0.02019322
03/04/2012,21.51,0.003726134
02/04/2012,21.43,-0.001398928
30/03/2012,21.46,-0.008814717
29/03/2012,21.65,-0.006904515
28/03/2012,21.8,0.006442728
27/03/2012,21.66,-0.014210645
26/03/2012,21.97,0.010984092
23/03/2012,21.73,0.011571525
22/03/2012,21.48,-0.027096951
21/03/2012,22.07,-0.005873069
20/03/2012,22.2,-0.019625964
19/03/2012,22.64,0.016028838
16/03/2012,22.28,0.006755261
15/03/2012,22.13,0.025167194
14/03/2012,21.58,0.099815215
13/03/2012,19.53,0.042893605
12/03/2012,18.71,-0.014854385
09/03/2012,18.99,0.015923903
08/03/2012,18.69,0.01944956
07/03/2012,18.33,0.020948947
06/03/2012,17.95,-0.032879674
05/03/2012,18.55,-0.016573488
02/03/2012,18.86,-0.006869248
01/03/2012,18.99,-0.000526454
29/02/2012,19,-0.011512424
28/02/2012,19.22,0.007834984
27/02/2012,19.07,0.00367744
24/02/2012,19,0.004748096
23/02/2012,18.91,0.006366069
22/02/2012,18.79,-0.037089652
21/02/2012,19.5,-0.018293193
17/02/2012,19.86,0.035882886
16/02/2012,19.16,0.034513646
15/02/2012,18.51,0.004874096
14/02/2012,18.42,-0.007032758
13/02/2012,18.55,0.00975089
10/02/2012,18.37,-0.007592227
09/02/2012,18.51,-0.003236249
08/02/2012,18.57,0.011917801
07/02/2012,18.35,0.01537647
06/02/2012,18.07,0.002216067
03/02/2012,18.03,0.040752668
02/02/2012,17.31,0.016895246
01/02/2012,17.02,0.011226115
31/01/2012,16.83,0.007155666
30/01/2012,16.71,-0.010714388
27/01/2012,16.89,0.018524581
26/01/2012,16.58,-0.055145936
25/01/2012,17.52,0.021344912
24/01/2012,17.15,-0.078471615
23/01/2012,18.55,-0.016043125
20/01/2012,18.85,0.00798939
19/01/2012,18.7,-0.00480129
18/01/2012,18.79,0.020974149
17/01/2012,18.4,-0.005420067
13/01/2012,18.5,-0.008075414
12/01/2012,18.65,0.008075414
11/01/2012,18.5,0.01799885
10/01/2012,18.17,0.016089113
09/01/2012,17.88,0.013513719
06/01/2012,17.64,0.00113443
05/01/2012,17.62,0.027619707
04/01/2012,17.14,0.021823337
03/01/2012,16.77,0.029654215
30/12/2011,16.28,-0.012210164
29/12/2011,16.48,0.023949563
28/12/2011,16.09,-0.019083374
27/12/2011,16.4,0.004277428
23/12/2011,16.33,0.011083857
22/12/2011,16.15,0.034008315
21/12/2011,15.61,0.01679626
20/12/2011,15.35,0.048041259
19/12/2011,14.63,-0.029631798
16/12/2011,15.07,0.010673884
15/12/2011,14.91,0.002014099
14/12/2011,14.88,-0.010695289
13/12/2011,15.04,-0.013866185
12/12/2011,15.25,-0.016260521
09/12/2011,15.5,0.016260521
08/12/2011,15.25,-0.046758437
07/12/2011,15.98,-0.021053409
06/12/2011,16.32,-0.031365659
05/12/2011,16.84,0.038128673
02/12/2011,16.21,0.019309227
01/12/2011,15.9,-0.011878852
30/11/2011,16.09,0.07014776
29/11/2011,15,-0.005319161
28/11/2011,15.08,0.022804476
25/11/2011,14.74,0.002717393
23/11/2011,14.7,-0.042616302
22/11/2011,15.34,-0.025741447
21/11/2011,15.74,-0.032502861
18/11/2011,16.26,0.004314336
17/11/2011,16.19,-0.028016449
16/11/2011,16.65,-0.004195391
15/11/2011,16.72,0.018714703
14/11/2011,16.41,-0.025272103
11/11/2011,16.83,0.033840087
10/11/2011,16.27,-0.009177183
09/11/2011,16.42,-0.066553846
08/11/2011,17.55,0.021308033
07/11/2011,17.18,0.007009374
04/11/2011,17.06,-0.020308212
03/11/2011,17.41,0.02089455
02/11/2011,17.05,0.022539507
01/11/2011,16.67,-0.040558012
31/10/2011,17.36,-0.049448275
28/10/2011,18.24,-0.002737478
27/10/2011,18.29,0.077858108
26/10/2011,16.92,0.011890747
25/10/2011,16.72,-0.072654421
24/10/2011,17.98,0.057223848
21/10/2011,16.98,0.023236077
20/10/2011,16.59,0.0103
19/10/2011,16.42,-0.03471324
18/10/2011,17,0.067523364
17/10/2011,15.89,-0.050317362
14/10/2011,16.71,-0.007749666
13/10/2011,16.84,-0.03213832
12/10/2011,17.39,0.044085893
11/10/2011,16.64,0.029889386
10/10/2011,16.15,0.045606383
07/10/2011,15.43,-0.028746789
06/10/2011,15.88,0.071109179
05/10/2011,14.79,0.00338639
04/10/2011,14.74,0.074629975
03/10/2011,13.68,-0.028820439
30/09/2011,14.08,-0.06662264
29/09/2011,15.05,0.020134908
28/09/2011,14.75,-0.057949062
27/09/2011,15.63,-0.011450507
26/09/2011,15.81,0.063990495
23/09/2011,14.83,0.006087269
22/09/2011,14.74,-0.041201841
21/09/2011,15.36,-0.064294351
20/09/2011,16.38,-0.001220256
19/09/2011,16.4,-0.054580568
16/09/2011,17.32,-0.008623221
15/09/2011,17.47,0.032579961
14/09/2011,16.91,0.017298373
13/09/2011,16.62,0.013935397
12/09/2011,16.39,0.015990501
09/09/2011,16.13,-0.031729324
08/09/2011,16.65,-0.01667698
07/09/2011,16.93,0.057123669
06/09/2011,15.99,-0.011812385
02/09/2011,16.18,-0.029834785
01/09/2011,16.67,-0.045155722
31/08/2011,17.44,0.014438599
30/08/2011,17.19,-0.004063866
29/08/2011,17.26,0.060298777
26/08/2011,16.25,0.022402928
25/08/2011,15.89,-0.026701369
24/08/2011,16.32,0.040005335
23/08/2011,15.68,0.041672696
22/08/2011,15.04,-0.003981425
19/08/2011,15.1,-0.042145621
18/08/2011,15.75,-0.078136129
17/08/2011,17.03,0.008847006
16/08/2011,16.88,-0.02803922
15/08/2011,17.36,0.051414573
12/08/2011,16.49,-0.033982405
11/08/2011,17.06,0.060404834
10/08/2011,16.06,-0.115150544
09/08/2011,18.02,0.039043148
08/08/2011,17.33,-0.09881868
05/08/2011,19.13,-0.014015283
04/08/2011,19.4,-0.074476093
03/08/2011,20.9,0.002874942
02/08/2011,20.84,-0.045952764
01/08/2011,21.82,-0.003659656
29/07/2011,21.9,-0.008185585
28/07/2011,22.08,-0.00361664
27/07/2011,22.16,-0.034157235
26/07/2011,22.93,-0.020289925
25/07/2011,23.4,-0.001707942
22/07/2011,23.44,0.001280683
21/07/2011,23.41,0.017234377
20/07/2011,23.01,0.016210651
19/07/2011,22.64,-0.00660359
18/07/2011,22.79,-0.016536495
15/07/2011,23.17,0.008669322
14/07/2011,22.97,-0.035916644
13/07/2011,23.81,0.001681379
12/07/2011,23.77,0.002527381
11/07/2011,23.71,-0.029505569
08/07/2011,24.42,-0.002453989
07/07/2011,24.48,0.018137348
06/07/2011,24.04,-0.002492731
05/07/2011,24.1,-0.013190628
01/07/2011,24.42,0.016932058
30/06/2011,24.01,-0.003326406
29/06/2011,24.09,0.042397193
28/06/2011,23.09,0.014395014
27/06/2011,22.76,0.016390179
24/06/2011,22.39,-0.014631163
23/06/2011,22.72,-0.01268331
22/06/2011,23.01,-0.014239723
21/06/2011,23.34,0.007741974
20/06/2011,23.16,0.000863931
17/06/2011,23.14,0.032948291
16/06/2011,22.39,0.00178811
15/06/2011,22.35,-0.00979527
14/06/2011,22.57,0.014729121
13/06/2011,22.24,0.009487309
10/06/2011,22.03,-0.007236576
09/06/2011,22.19,0.007690606
08/06/2011,22.02,0.010959014
07/06/2011,21.78,-0.017296744
06/06/2011,22.16,-0.032411272
03/06/2011,22.89,-0.007399381
02/06/2011,23.06,0.003910498
01/06/2011,22.97,-0.036756274
31/05/2011,23.83,0.005048391
27/05/2011,23.71,0.02390212
26/05/2011,23.15,0.001729356
25/05/2011,23.11,-0.002592914
24/05/2011,23.17,0.005192569
23/05/2011,23.05,-0.011216684
20/05/2011,23.31,-0.017857617
19/05/2011,23.73,-0.002104821
18/05/2011,23.78,0.005481776
17/05/2011,23.65,0.021368334
16/05/2011,23.15,0.001296737
13/05/2011,23.12,-0.02012485
12/05/2011,23.59,-0.019312103
11/05/2011,24.05,-0.005390849
10/05/2011,24.18,0.015840265
09/05/2011,23.8,-0.000839983
06/05/2011,23.82,-0.005025136
05/05/2011,23.94,-0.016981149
04/05/2011,24.35,-0.003689285
03/05/2011,24.44,0.004100047
02/05/2011,24.34,-0.004100047
29/04/2011,24.44,-0.004897969
28/04/2011,24.56,0.004897969
27/04/2011,24.44,0.00245801
26/04/2011,24.38,0.014876307
25/04/2011,24.02,0.015100958
21/04/2011,23.66,0.008062849
20/04/2011,23.47,-0.016061207
19/04/2011,23.85,0.038030646
18/04/2011,22.96,-0.00996758
15/04/2011,23.19,-0.010722813
14/04/2011,23.44,-0.01355953
13/04/2011,23.76,-0.020000667
12/04/2011,24.24,0.003305788
11/04/2011,24.16,-0.002480365
08/04/2011,24.22,-0.00370905
07/04/2011,24.31,-0.011858655
06/04/2011,24.6,0.013093477
05/04/2011,24.28,0.013684642
04/04/2011,23.95,0.018117201
01/04/2011,23.52,0.019751608
31/03/2011,23.06,-0.003030961
30/03/2011,23.13,0.00694146
29/03/2011,22.97,0.008745137
28/03/2011,22.77,-0.020000667
25/03/2011,23.23,0.006911475
24/03/2011,23.07,0.010895728
23/03/2011,22.82,-0.025098678
22/03/2011,23.4,0.015938309
21/03/2011,23.03,0.008722253
18/03/2011,22.83,0.013227706
17/03/2011,22.53,0.011607273
16/03/2011,22.27,-0.020885007
15/03/2011,22.74,-0.015707129
14/03/2011,23.1,-0.010764367
11/03/2011,23.35,0.018150887
10/03/2011,22.93,-0.019007052
09/03/2011,23.37,0.009890427
08/03/2011,23.14,0.028491956
07/03/2011,22.49,-0.008853533
04/03/2011,22.69,-0.006589086
03/03/2011,22.84,0.010121098
02/03/2011,22.61,-0.009683174
01/03/2011,22.83,-0.022949697
28/02/2011,23.36,-0.005123837
25/02/2011,23.48,0.017182553
24/02/2011,23.08,-0.00733869
23/02/2011,23.25,0.006905509
22/02/2011,23.09,-0.042812217
18/02/2011,24.1,-0.018092599
17/02/2011,24.54,-0.003660773
16/02/2011,24.63,0.001218769
15/02/2011,24.6,-0.004461577
14/02/2011,24.71,-0.010066524
11/02/2011,24.96,0.014121679
10/02/2011,24.61,-0.026860705
09/02/2011,25.28,-0.004735605
08/02/2011,25.4,0.004735605
07/02/2011,25.28,0.027267126
04/02/2011,24.6,0.015980672
03/02/2011,24.21,-0.000412967
02/02/2011,24.22,-0.00370905
01/02/2011,24.31,0.030488893
31/01/2011,23.58,0.006381643
28/01/2011,23.43,-0.013986242
27/01/2011,23.76,0.019979411
26/01/2011,23.29,-0.010677018
25/01/2011,23.54,-0.008881429
