Date,Close,APD
08/11/2013,109.45,0.010932083
07/11/2013,108.26,-0.015217087
06/11/2013,109.92,0.007304634
05/11/2013,109.12,0.003212633
04/11/2013,108.77,0.007104334
01/11/2013,108,-0.009308394
31/10/2013,109.01,0.016743373
30/10/2013,107.2,-0.00251549
29/10/2013,107.47,-0.019078041
28/10/2013,109.54,-0.019795467
25/10/2013,111.73,0.003137468
24/10/2013,111.38,0.006575712
23/10/2013,110.65,-0.00971318
22/10/2013,111.73,0.009622809
21/10/2013,110.66,0.004256289
18/10/2013,110.19,0.0029083
17/10/2013,109.87,0.007124619
16/10/2013,109.09,0.009116505
15/10/2013,108.1,-0.009849576
14/10/2013,109.17,0.00413053
11/10/2013,108.72,0.008498111
10/10/2013,107.8,0.035982918
09/10/2013,103.99,0.013651759
08/10/2013,102.58,-0.019691756
07/10/2013,104.62,-0.016024616
04/10/2013,106.31,0.008312129
03/10/2013,105.43,-0.016275819
02/10/2013,107.16,0.000466701
01/10/2013,107.11,0.005054298
30/09/2013,106.57,-0.004026788
27/09/2013,107,-0.025649529
26/09/2013,109.78,0.022663338
25/09/2013,107.32,0.001025498
24/09/2013,107.21,-0.001956857
23/09/2013,107.42,-0.010648742
20/09/2013,108.57,-0.013267041
19/09/2013,110.02,0.005925538
18/09/2013,109.37,0.026216128
17/09/2013,106.54,-0.013518129
16/09/2013,107.99,0.017185442
13/09/2013,106.15,0.003964513
12/09/2013,105.73,-0.005188446
11/09/2013,106.28,0.000753012
10/09/2013,106.2,0.004340858
09/09/2013,105.74,0.026351355
06/09/2013,102.99,-0.008219357
05/09/2013,103.84,-0.000288864
04/09/2013,103.87,0.009285297
03/09/2013,102.91,0.007510399
30/08/2013,102.14,-0.00293284
29/08/2013,102.44,0.009514073
28/08/2013,101.47,-0.003836133
27/08/2013,101.86,-0.014231647
26/08/2013,103.32,-0.006559931
23/08/2013,104,0.009856105
22/08/2013,102.98,0.012507492
21/08/2013,101.7,-0.005197874
20/08/2013,102.23,0.006969353
19/08/2013,101.52,0.006225009
16/08/2013,100.89,-0.005436676
15/08/2013,101.44,-0.013123291
14/08/2013,102.78,-0.011319233
13/08/2013,103.95,0.007241161
12/08/2013,103.2,-0.033352305
09/08/2013,106.7,0.000750047
08/08/2013,106.62,-0.001312213
07/08/2013,106.76,-0.001029818
06/08/2013,106.87,-0.00894277
05/08/2013,107.83,0.008194477
02/08/2013,106.95,-0.002801122
01/08/2013,107.25,-0.012877106
31/07/2013,108.64,0.0282866
30/07/2013,105.61,0.009227176
29/07/2013,104.64,0.004981808
26/07/2013,104.12,-0.028312264
25/07/2013,107.11,0.063101779
24/07/2013,100.56,-0.000894588
23/07/2013,100.65,0.027906914
22/07/2013,97.88,0.009134358
19/07/2013,96.99,0.001134781
18/07/2013,96.88,0.005278149
17/07/2013,96.37,0.009068702
16/07/2013,95.5,-0.011556008
15/07/2013,96.61,-0.00041395
12/07/2013,96.65,-0.00371786
11/07/2013,97.01,0.004960225
10/07/2013,96.53,0.005922403
09/07/2013,95.96,0.038345731
08/07/2013,92.35,0.005102329
05/07/2013,91.88,0.005347315
03/07/2013,91.39,0.00702759
02/07/2013,90.75,-0.029959909
01/07/2013,93.51,0.020964675
28/06/2013,91.57,-0.013127392
27/06/2013,92.78,-0.035470343
26/06/2013,96.13,0.015938263
25/06/2013,94.61,0.011267126
24/06/2013,93.55,-0.01105571
21/06/2013,94.59,0.003282684
20/06/2013,94.28,-0.019744393
19/06/2013,96.16,-0.00435821
18/06/2013,96.58,0.000103546
17/06/2013,96.57,0.002280739
14/06/2013,96.35,0.010537945
13/06/2013,95.34,0.005785531
12/06/2013,94.79,-0.001159787
11/06/2013,94.9,-0.000947917
10/06/2013,94.99,-0.001052189
07/06/2013,95.09,0.005695016
06/06/2013,94.55,0.004770749
05/06/2013,94.1,-0.013615705
04/06/2013,95.39,0.006520848
03/06/2013,94.77,0.003805904
31/05/2013,94.41,-0.005071326
30/05/2013,94.89,0.002743775
29/05/2013,94.63,-0.000845041
28/05/2013,94.71,0.008269767
24/05/2013,93.93,-0.002551836
23/05/2013,94.17,-0.010037593
22/05/2013,95.12,0.002737132
21/05/2013,94.86,0.000527232
20/05/2013,94.81,0.005075616
17/05/2013,94.33,0.016675961
16/05/2013,92.77,0.004212807
15/05/2013,92.38,0.00858841
14/05/2013,91.59,0.008222378
13/05/2013,90.84,-0.004064823
10/05/2013,91.21,0.00219515
09/05/2013,91.01,-0.001537111
08/05/2013,91.15,0.012363553
07/05/2013,90.03,0.007246005
06/05/2013,89.38,-0.004688032
03/05/2013,89.8,0.008499268
02/05/2013,89.04,0.038349574
01/05/2013,85.69,-0.01471211
30/04/2013,86.96,0.004841508
29/04/2013,86.54,0.011038281
26/04/2013,85.59,-0.004895115
25/04/2013,86.01,0.002444562
24/04/2013,85.8,0.007252342
23/04/2013,85.18,-0.012947052
22/04/2013,86.29,0.006744212
19/04/2013,85.71,0.010084513
18/04/2013,84.85,-0.010900887
17/04/2013,85.78,-0.008358535
16/04/2013,86.5,0.019141574
15/04/2013,84.86,-0.024100357
12/04/2013,86.93,-0.003559744
11/04/2013,87.24,0.010369951
10/04/2013,86.34,0.003945694
09/04/2013,86,0.004078071
08/04/2013,85.65,0.006089725
05/04/2013,85.13,-0.002815251
04/04/2013,85.37,0.012850162
03/04/2013,84.28,-0.008624308
02/04/2013,85.01,-0.005864432
01/04/2013,85.51,-0.01865315
28/03/2013,87.12,0.009688657
27/03/2013,86.28,-0.018829489
26/03/2013,87.92,0.005131433
25/03/2013,87.47,-0.000571461
22/03/2013,87.52,0.004810455
21/03/2013,87.1,-0.019780115
20/03/2013,88.84,0.007116664
19/03/2013,88.21,-0.008016754
18/03/2013,88.92,-0.013959688
15/03/2013,90.17,0.002998836
14/03/2013,89.9,0.010061572
13/03/2013,89,0.001011748
12/03/2013,88.91,0.000900191
11/03/2013,88.83,-0.003034904
08/03/2013,89.1,0.01412852
07/03/2013,87.85,0.013061597
06/03/2013,86.71,-0.002188815
05/03/2013,86.9,0.006465042
04/03/2013,86.34,0
01/03/2013,86.34,0
28/02/2013,86.34,0.009075106
27/02/2013,85.56,0.014361636
26/02/2013,84.34,0.001305096
25/02/2013,84.23,-0.021842108
22/02/2013,86.09,0.004890555
21/02/2013,85.67,-0.022392441
20/02/2013,87.61,-0.012364743
19/02/2013,88.7,0.005312848
15/02/2013,88.23,-0.005200102
14/02/2013,88.69,-0.001014256
13/02/2013,88.78,-0.000563031
12/02/2013,88.83,0.004626242
11/02/2013,88.42,0.00079199
08/02/2013,88.35,0.011268687
07/02/2013,87.36,-0.001601281
06/02/2013,87.5,0.000114292
05/02/2013,87.49,0.00400848
04/02/2013,87.14,-0.01808203
01/02/2013,88.73,0.014759578
31/01/2013,87.43,-0.006384698
30/01/2013,87.99,-0.010063974
29/01/2013,88.88,0.009836701
28/01/2013,88.01,-0.003968934
25/01/2013,88.36,0.001472337
24/01/2013,88.23,-0.002377315
23/01/2013,88.44,-0.010796326
22/01/2013,89.4,0.007973539
18/01/2013,88.69,0.003048955
17/01/2013,88.42,0.01286228
16/01/2013,87.29,-0.004685991
15/01/2013,87.7,-0.003301272
14/01/2013,87.99,-0.004309374
11/01/2013,88.37,0.005560298
10/01/2013,87.88,-0.000909918
09/01/2013,87.96,0.013390758
08/01/2013,86.79,0.001845232
07/01/2013,86.63,-0.000923041
04/01/2013,86.71,0.013351333
03/01/2013,85.56,-0.003500179
02/01/2013,85.86,0.021663197
31/12/2012,84.02,0.013057987
28/12/2012,82.93,-0.022298664
27/12/2012,84.8,-0.011140543
26/12/2012,85.75,0.005730675
24/12/2012,85.26,0.011560822
21/12/2012,84.28,-0.00909473
20/12/2012,85.05,0.015164371
19/12/2012,83.77,-0.008321494
18/12/2012,84.47,0.013227864
17/12/2012,83.36,0.009764408
14/12/2012,82.55,-0.004833846
13/12/2012,82.95,0.004712715
12/12/2012,82.56,-0.0082027
11/12/2012,83.24,0.00156297
10/12/2012,83.11,0.000601793
07/12/2012,83.06,0.011016394
06/12/2012,82.15,0.001949556
05/12/2012,81.99,0.003543287
04/12/2012,81.7,0.001592455
03/12/2012,81.57,-0.016655908
30/11/2012,82.94,0.007138998
29/11/2012,82.35,-0.001213592
28/11/2012,82.45,-0.005081066
27/11/2012,82.87,-0.005655511
26/11/2012,83.34,0.003606207
23/11/2012,83.04,0.013335147
21/11/2012,81.94,0.004035469
20/11/2012,81.61,0.009108876
19/11/2012,80.87,0.010816292
16/11/2012,80,0.00187676
15/11/2012,79.85,-0.004747635
14/11/2012,80.23,-0.003856446
13/11/2012,80.54,0.007352516
12/11/2012,79.95,0.002755513
09/11/2012,79.73,0.00730114
08/11/2012,79.15,-0.003908964
07/11/2012,79.46,-0.003642991
06/11/2012,79.75,0.012618464
05/11/2012,78.75,0.007648221
02/11/2012,78.15,-0.000511705
01/11/2012,78.19,0.008476804
31/10/2012,77.53,-0.005017701
26/10/2012,77.92,0.002441376
25/10/2012,77.73,0.008267713
24/10/2012,77.09,-0.002461619
23/10/2012,77.28,-0.021506205
22/10/2012,78.96,-0.012960232
19/10/2012,79.99,-0.064858822
18/10/2012,85.35,0.004697601
17/10/2012,84.95,0.004010385
16/10/2012,84.61,0.027802869
15/10/2012,82.29,0.003530346
12/10/2012,82,0.000365921
11/10/2012,81.97,-0.000609793
10/10/2012,82.02,-0.011395444
09/10/2012,82.96,-0.011028642
08/10/2012,83.88,-0.000238407
05/10/2012,83.9,0.006097215
04/10/2012,83.39,0.007946105
03/10/2012,82.73,0.000725514
02/10/2012,82.67,-0.002174965
01/10/2012,82.85,0.001812142
28/09/2012,82.7,0.000604778
27/09/2012,82.65,-0.00639211
26/09/2012,83.18,-0.002041675
25/09/2012,83.35,-0.007053649
24/09/2012,83.94,-0.006767613
21/09/2012,84.51,-0.006369448
20/09/2012,85.05,-0.002231488
19/09/2012,85.24,-0.001055285
18/09/2012,85.33,-0.003392808
17/09/2012,85.62,0.001519491
14/09/2012,85.49,0.014136176
13/09/2012,84.29,0.010734836
12/09/2012,83.39,-0.007169346
11/09/2012,83.99,0.009089884
10/09/2012,83.23,-0.00455527
07/09/2012,83.61,0.001077006
06/09/2012,83.52,0.017026312
05/09/2012,82.11,0.007579498
04/09/2012,81.49,-0.013287207
31/08/2012,82.58,0.009979394
30/08/2012,81.76,-0.003296908
29/08/2012,82.03,-0.002799929
28/08/2012,82.26,-0.003398062
27/08/2012,82.54,-0.009525604
24/08/2012,83.33,-0.002157757
23/08/2012,83.51,-0.017684871
22/08/2012,85,0.006610034
21/08/2012,84.44,-0.001538371
20/08/2012,84.57,0.001775253
17/08/2012,84.42,-0.002957007
16/08/2012,84.67,0.013076744
15/08/2012,83.57,0.000837972
14/08/2012,83.5,-0.001555676
13/08/2012,83.63,-0.001195029
10/08/2012,83.73,-0.00369554
09/08/2012,84.04,0.001309758
08/08/2012,83.93,0.008375258
07/08/2012,83.23,0.006146449
06/08/2012,82.72,0.005819609
03/08/2012,82.24,0.022627626
02/08/2012,80.4,-0.010393561
01/08/2012,81.24,0.010020496
31/07/2012,80.43,-0.01125066
30/07/2012,81.34,0.00098401
27/07/2012,81.26,0.017128382
26/07/2012,79.88,0.012217546
25/07/2012,78.91,0.000380252
24/07/2012,78.88,-0.008835095
23/07/2012,79.58,-0.010624436
20/07/2012,80.43,-0.013215779
19/07/2012,81.5,-0.000490677
18/07/2012,81.54,0.015573173
17/07/2012,80.28,0.010392631
16/07/2012,79.45,-0.004896739
13/07/2012,79.84,0.026912007
12/07/2012,77.72,-0.011386293
11/07/2012,78.61,-0.000254388
10/07/2012,78.63,-0.0126376
09/07/2012,79.63,-0.002383193
06/07/2012,79.82,-0.003002254
05/07/2012,80.06,-0.002121156
03/07/2012,80.23,0.007632192
02/07/2012,79.62,-0.013844936
29/06/2012,80.73,0.033760606
28/06/2012,78.05,0.01095019
27/06/2012,77.2,0.000129542
26/06/2012,77.19,0.00402415
25/06/2012,76.88,-0.014206619
22/06/2012,77.98,0.001540041
21/06/2012,77.86,-0.027489222
20/06/2012,80.03,-0.01918257
19/06/2012,81.58,0.024570041
18/06/2012,79.6,0.001508675
15/06/2012,79.48,0.013043939
14/06/2012,78.45,0.002424862
13/06/2012,78.26,-0.013705798
12/06/2012,79.34,0.002650345
11/06/2012,79.13,-0.006173248
08/06/2012,79.62,-0.005011286
07/06/2012,80.02,0.015998326
06/06/2012,78.75,0.013937953
05/06/2012,77.66,0.002320486
04/06/2012,77.48,0.007774074
01/06/2012,76.88,-0.027708289
31/05/2012,79.04,-0.000505945
30/05/2012,79.08,-0.02534626
29/05/2012,81.11,0.014529905
25/05/2012,79.94,-0.00635952
24/05/2012,80.45,0.011375834
23/05/2012,79.54,-0.004515813
22/05/2012,79.9,-0.002000501
21/05/2012,80.06,0.028506396
18/05/2012,77.81,-0.019472457
17/05/2012,79.34,-0.021077041
16/05/2012,81.03,-0.010923705
15/05/2012,81.92,-0.011650617
14/05/2012,82.88,-0.003492927
11/05/2012,83.17,0.001564286
10/05/2012,83.04,-0.005284663
09/05/2012,83.48,-0.020863725
08/05/2012,85.24,-0.00608189
07/05/2012,85.76,0.002802431
04/05/2012,85.52,-0.0091952
03/05/2012,86.31,0.001507334
02/05/2012,86.18,0.00069646
01/05/2012,86.12,0.007342262
30/04/2012,85.49,-0.000818474
27/04/2012,85.56,-0.008495832
26/04/2012,86.29,0.009548279
25/04/2012,85.47,0.008813736
24/04/2012,84.72,-0.04624635
23/04/2012,88.73,-0.011429977
20/04/2012,89.75,0.005474568
19/04/2012,89.26,0.009342181
18/04/2012,88.43,-0.018930837
17/04/2012,90.12,0.010821771
16/04/2012,89.15,0.01003334
13/04/2012,88.26,-0.013839883
12/04/2012,89.49,0.024318339
11/04/2012,87.34,0.004245316
10/04/2012,86.97,-0.022511183
09/04/2012,88.95,-0.020694998
05/04/2012,90.81,0.002535974
04/04/2012,90.58,-0.012943035
03/04/2012,91.76,-0.009976227
02/04/2012,92.68,0.009540402
30/03/2012,91.8,0.001635323
29/03/2012,91.65,0.005689916
28/03/2012,91.13,-0.006344366
27/03/2012,91.71,0.004152104
26/03/2012,91.33,0.012449894
23/03/2012,90.2,0.006674107
22/03/2012,89.6,-0.014624679
21/03/2012,90.92,-0.002745897
20/03/2012,91.17,-0.009171371
19/03/2012,92.01,0.003265842
16/03/2012,91.71,0.000981836
15/03/2012,91.62,0.005252803
14/03/2012,91.14,0.004398512
13/03/2012,90.74,0.015660897
12/03/2012,89.33,-0.001230632
09/03/2012,89.44,-0.006352766
08/03/2012,90.01,0.012521125
07/03/2012,88.89,0.003832286
06/03/2012,88.55,-0.026192637
05/03/2012,90.9,-0.010723377
02/03/2012,91.88,0.000108844
01/03/2012,91.87,0.017901747
29/02/2012,90.24,-0.01102061
28/02/2012,91.24,-0.008403869
27/02/2012,92.01,0.000761076
24/02/2012,91.94,0.000326353
23/02/2012,91.91,0.011600043
22/02/2012,90.85,-0.009857692
21/02/2012,91.75,-0.003373051
17/02/2012,92.06,0.001848329
16/02/2012,91.89,0.012704146
15/02/2012,90.73,-0.000550934
14/02/2012,90.78,0.002868176
13/02/2012,90.52,0.001326553
10/02/2012,90.4,-0.007164539
09/02/2012,91.05,0.003410532
08/02/2012,90.74,0.007744258
07/02/2012,90.04,0.001222426
06/02/2012,89.93,-0.005212677
03/02/2012,90.4,0.020676903
02/02/2012,88.55,-0.009105791
01/02/2012,89.36,0.014995489
31/01/2012,88.03,-0.003402135
30/01/2012,88.33,0.001586223
27/01/2012,88.19,0.000340232
26/01/2012,88.16,0.00477545
25/01/2012,87.74,0.001825234
24/01/2012,87.58,-0.026367725
23/01/2012,89.92,-0.008085551
20/01/2012,90.65,-0.013041995
19/01/2012,91.84,0.003053437
18/01/2012,91.56,0.012307848
17/01/2012,90.44,0.005877477
13/01/2012,89.91,-0.002443903
12/01/2012,90.13,0.024598309
11/01/2012,87.94,0.00718976
10/01/2012,87.31,0.011403683
09/01/2012,86.32,0
06/01/2012,86.32,-0.002083093
05/01/2012,86.5,-0.006797653
04/01/2012,87.09,0.008533262
03/01/2012,86.35,0.013524749
30/12/2011,85.19,0.002350454
29/12/2011,84.99,0.000117668
28/12/2011,84.98,-0.016803196
27/12/2011,86.42,0.004290608
23/12/2011,86.05,0.01463298
22/12/2011,84.8,0.006150954
21/12/2011,84.28,-0.006268871
20/12/2011,84.81,0.041038187
19/12/2011,81.4,-0.013907751
16/12/2011,82.54,0.004371061
15/12/2011,82.18,0.020903257
14/12/2011,80.48,-0.004834221
13/12/2011,80.87,-0.00394916
12/12/2011,81.19,-0.024695617
09/12/2011,83.22,0.012332401
08/12/2011,82.2,-0.016170257
07/12/2011,83.54,0.008655981
06/12/2011,82.82,-0.006618954
05/12/2011,83.37,0.017057209
02/12/2011,81.96,-0.008262501
01/12/2011,82.64,-0.013342346
30/11/2011,83.75,0.059274787
29/11/2011,78.93,-0.002404304
28/11/2011,79.12,0.030542602
25/11/2011,76.74,-0.002602813
23/11/2011,76.94,-0.0238871
22/11/2011,78.8,-0.006829418
21/11/2011,79.34,-0.021693906
18/11/2011,81.08,-0.001602071
17/11/2011,81.21,-0.027209258
16/11/2011,83.45,-0.025554449
15/11/2011,85.61,0.000817996
14/11/2011,85.54,-0.010697776
11/11/2011,86.46,0.023285438
10/11/2011,84.47,0.012748132
09/11/2011,83.4,-0.048333282
08/11/2011,87.53,0.012184059
07/11/2011,86.47,0.008128238
04/11/2011,85.77,-0.006507867
03/11/2011,86.33,0.016114314
02/11/2011,84.95,0.020454988
01/11/2011,83.23,-0.03436602
31/10/2011,86.14,-0.037258653
28/10/2011,89.41,0.007409104
27/10/2011,88.75,0.048598633
26/10/2011,84.54,0.025032746
25/10/2011,82.45,-0.008454157
24/10/2011,83.15,0.004943045
21/10/2011,82.74,-0.004100838
20/10/2011,83.08,-0.001924003
19/10/2011,83.24,-0.024680892
18/10/2011,85.32,0.031915069
17/10/2011,82.64,-0.017037005
14/10/2011,84.06,0.013895767
13/10/2011,82.9,0.000965484
12/10/2011,82.82,0.013248447
11/10/2011,81.73,-0.015419476
10/10/2011,83,0.036439043
07/10/2011,80.03,-0.002620579
06/10/2011,80.24,0.013930074
05/10/2011,79.13,0.033670618
04/10/2011,76.51,0.03511466
03/10/2011,73.87,-0.033283157
30/09/2011,76.37,-0.037522068
29/09/2011,79.29,0.003664165
28/09/2011,79,-0.023147734
27/09/2011,80.85,0.025048273
26/09/2011,78.85,0.027384883
23/09/2011,76.72,0.006145015
22/09/2011,76.25,-0.024356691
21/09/2011,78.13,-0.050537857
20/09/2011,82.18,0.00732783
19/09/2011,81.58,-0.009515748
16/09/2011,82.36,0.005478799
15/09/2011,81.91,0.022095573
14/09/2011,80.12,0.016739426
13/09/2011,78.79,0.015734255
12/09/2011,77.56,-0.010644538
09/09/2011,78.39,-0.033739953
08/09/2011,81.08,-0.017725542
07/09/2011,82.53,0.027516783
06/09/2011,80.29,0.00311857
02/09/2011,80.04,-0.017831082
01/09/2011,81.48,-0.004775032
31/08/2011,81.87,-0.002805393
30/08/2011,82.1,0.010407195
29/08/2011,81.25,0.032650345
26/08/2011,78.64,0.01473158
25/08/2011,77.49,-0.000902935
24/08/2011,77.56,0.013630379
23/08/2011,76.51,0.022603566
22/08/2011,74.8,-0.005865119
19/08/2011,75.24,-0.021042333
18/08/2011,76.84,-0.059490991
17/08/2011,81.55,-0.001470408
16/08/2011,81.67,-0.007319784
15/08/2011,82.27,0.003409233
12/08/2011,81.99,0.007713537
11/08/2011,81.36,0.044485284
10/08/2011,77.82,-0.030748294
09/08/2011,80.25,0.038099846
08/08/2011,77.25,-0.062716474
05/08/2011,82.25,0.002069008
04/08/2011,82.08,-0.051061786
03/08/2011,86.38,0.013402683
02/08/2011,85.23,-0.037987993
01/08/2011,88.53,-0.002256573
29/07/2011,88.73,-0.003712249
28/07/2011,89.06,-0.009165147
27/07/2011,89.88,-0.012054335
26/07/2011,90.97,-0.009082516
25/07/2011,91.8,-0.001088732
22/07/2011,91.9,-0.037482365
21/07/2011,95.41,0.013506589
20/07/2011,94.13,-0.000743376
19/07/2011,94.2,0.013681274
18/07/2011,92.92,-0.014636232
15/07/2011,94.29,0.003718859
14/07/2011,93.94,-0.010378151
13/07/2011,94.92,0.001898134
12/07/2011,94.74,-0.005893513
11/07/2011,95.3,-0.017887332
08/07/2011,97.02,-0.00790518
07/07/2011,97.79,0.010175328
06/07/2011,96.8,0.005282523
05/07/2011,96.29,-0.001660268
01/07/2011,96.45,0.009061146
30/06/2011,95.58,0.015711822
29/06/2011,94.09,-0.00793949
28/06/2011,94.84,0.019484247
27/06/2011,93.01,0.000215054
24/06/2011,92.99,0.000107544
23/06/2011,92.98,0.000107556
22/06/2011,92.97,0.005068216
21/06/2011,92.5,0.01437307
20/06/2011,91.18,0.012581559
17/06/2011,90.04,-0.004322055
16/06/2011,90.43,-0.00518393
15/06/2011,90.9,-0.02563129
14/06/2011,93.26,0.010022176
13/06/2011,92.33,0.01264322
10/06/2011,91.17,-0.016103057
09/06/2011,92.65,0.020169667
08/06/2011,90.8,0.002205073
07/06/2011,90.6,0.010987292
06/06/2011,89.61,-0.000223164
03/06/2011,89.63,-0.024684449
02/06/2011,91.87,-0.002500409
01/06/2011,92.1,-0.031948868
31/05/2011,95.09,0.011954652
27/05/2011,93.96,0.012961458
26/05/2011,92.75,0.003564296
25/05/2011,92.42,0.014934599
24/05/2011,91.05,0.004623522
23/05/2011,90.63,-0.007036862
20/05/2011,91.27,-0.00807512
19/05/2011,92.01,0.006542385
18/05/2011,91.41,0.021004531
17/05/2011,89.51,-0.015079563
16/05/2011,90.87,0.002313668
13/05/2011,90.66,-0.017602816
12/05/2011,92.27,-0.007665355
11/05/2011,92.98,-0.018751881
10/05/2011,94.74,0.011785453
09/05/2011,93.63,0.0121422
06/05/2011,92.5,0.00379096
05/05/2011,92.15,-0.010149083
04/05/2011,93.09,-0.013550487
03/05/2011,94.36,-0.004335649
02/05/2011,94.77,-0.007882746
29/04/2011,95.52,-0.001673641
28/04/2011,95.68,0.009028933
27/04/2011,94.82,-0.003053759
26/04/2011,95.11,0.011420236
25/04/2011,94.03,0.001170524
21/04/2011,93.92,0.002131742
20/04/2011,93.72,0.017871075
19/04/2011,92.06,0.016980197
18/04/2011,90.51,-0.014369797
15/04/2011,91.82,0.013707106
14/04/2011,90.57,0.005424868
13/04/2011,90.08,0.003335931
12/04/2011,89.78,-0.015583009
11/04/2011,91.19,-0.008952025
08/04/2011,92.01,0.006651788
07/04/2011,91.4,-0.011855052
06/04/2011,92.49,0.002923504
05/04/2011,92.22,0.016178753
04/04/2011,90.74,0.002869442
01/04/2011,90.48,0.003321159
31/03/2011,90.18,-0.000110883
30/03/2011,90.19,-0.000997396
29/03/2011,90.28,0.004329251
28/03/2011,89.89,-0.000556081
25/03/2011,89.94,0.001112471
24/03/2011,89.84,0.014462946
23/03/2011,88.55,0.007708915
22/03/2011,87.87,-0.00578725
21/03/2011,88.38,0.004308885
18/03/2011,88,0.020086759
17/03/2011,86.25,0.025005705
16/03/2011,84.12,-0.018958472
15/03/2011,85.73,-0.013325033
14/03/2011,86.88,-0.001610121
11/03/2011,87.02,-0.010061827
10/03/2011,87.9,-0.019043902
09/03/2011,89.59,-0.003231741
08/03/2011,89.88,0.003566656
07/03/2011,89.56,-0.01836538
04/03/2011,91.22,-0.007426858
03/03/2011,91.9,0.016235547
02/03/2011,90.42,0.00576754
01/03/2011,89.9,-0.023090636
28/02/2011,92,0.006324304
25/02/2011,91.42,0.006144413
24/02/2011,90.86,-0.000330124
23/02/2011,90.89,-0.010289057
22/02/2011,91.83,-0.033516709
18/02/2011,94.96,0.01079947
17/02/2011,93.94,-0.007106898
16/02/2011,94.61,0.047512047
15/02/2011,90.22,0.002108184
14/02/2011,90.03,0.010832648
11/02/2011,89.06,0.005065582
10/02/2011,88.61,0.001355167
09/02/2011,88.49,-0.011907577
08/02/2011,89.55,0.003355708
07/02/2011,89.25,0.007196703
04/02/2011,88.61,0.000225734
03/02/2011,88.59,-0.005066723
02/02/2011,89.04,-0.006492802
01/02/2011,89.62,0.026800948
31/01/2011,87.25,0.017108266
28/01/2011,85.77,-0.006623695
27/01/2011,86.34,-0.006695165
26/01/2011,86.92,0.002764979
