Date,Close,CLX
22/11/2013,93.7,-0.002238688
21/11/2013,93.91,0.01502013
20/11/2013,92.51,0.004658982
19/11/2013,92.08,-0.005847337
18/11/2013,92.62,-0.010525282
15/11/2013,93.6,0.00707626
14/11/2013,92.94,0.005610718
13/11/2013,92.42,0.015044435
12/11/2013,91.04,0.008826183
11/11/2013,90.24,0.00399734
08/11/2013,89.88,-0.006874403
07/11/2013,90.5,-0.010989122
06/11/2013,91.5,0.014753103
05/11/2013,90.16,0.005003624
04/11/2013,89.71,0.001115325
01/11/2013,89.61,-0.006451635
31/10/2013,90.19,0.000554539
30/10/2013,90.14,-0.004096325
29/10/2013,90.51,0.013906883
28/10/2013,89.26,0.006970236
25/10/2013,88.64,0.002824382
24/10/2013,88.39,0.01069164
23/10/2013,87.45,0.000686342
22/10/2013,87.39,0.021864484
21/10/2013,85.5,-0.00291971
18/10/2013,85.75,0.00584797
17/10/2013,85.25,-0.00503131
16/10/2013,85.68,0.022186419
15/10/2013,83.8,-0.008081812
14/10/2013,84.48,0.002014338
11/10/2013,84.31,0.009534097
10/10/2013,83.51,0.018613059
09/10/2013,81.97,0.005873013
08/10/2013,81.49,-0.001594017
07/10/2013,81.62,0.000612783
04/10/2013,81.57,-0.013637128
03/10/2013,82.69,0.000120941
02/10/2013,82.68,0.006552626
01/10/2013,82.14,0.005126339
30/09/2013,81.72,-0.005978179
27/09/2013,82.21,-0.006909537
26/09/2013,82.78,0.007396214
25/09/2013,82.17,-0.017253248
24/09/2013,83.6,0.009253205
23/09/2013,82.83,0.002780634
20/09/2013,82.6,-0.017759046
19/09/2013,84.08,-0.004035614
18/09/2013,84.42,-0.000355303
17/09/2013,84.45,-0.000355177
16/09/2013,84.48,0.006770024
13/09/2013,83.91,-0.00131007
12/09/2013,84.02,0.002383223
11/09/2013,83.82,0.002867385
10/09/2013,83.58,0.003115641
09/09/2013,83.32,0.011953055
06/09/2013,82.33,-0.000121455
05/09/2013,82.34,-0.00762208
04/09/2013,82.97,0.003017686
03/09/2013,82.72,0.000241809
30/08/2013,82.7,0.003512813
29/08/2013,82.41,0.005353462
28/08/2013,81.97,-0.008745349
27/08/2013,82.69,-0.004705323
26/08/2013,83.08,-0.014459235
23/08/2013,84.29,0.004756817
22/08/2013,83.89,0.002506417
21/08/2013,83.68,-0.008448911
20/08/2013,84.39,0.004989319
19/08/2013,83.97,-0.001428062
16/08/2013,84.09,-0.004863881
15/08/2013,84.5,-0.010828731
14/08/2013,85.42,-0.011291663
13/08/2013,86.39,0.002665896
12/08/2013,86.16,0.002091322
09/08/2013,85.98,-0.004294094
08/08/2013,86.35,0.002667132
07/08/2013,86.12,0.006173219
06/08/2013,85.59,0.004919195
05/08/2013,85.17,-0.001759634
02/08/2013,85.32,0.00575964
01/08/2013,84.83,-0.013000125
31/07/2013,85.94,-0.001046694
30/07/2013,86.03,0.001279442
29/07/2013,85.92,-0.000581767
26/07/2013,85.97,0.007472306
25/07/2013,85.33,0.002464067
24/07/2013,85.12,-0.005623258
23/07/2013,85.6,-0.009302393
22/07/2013,86.4,-0.012079526
19/07/2013,87.45,0.004929224
18/07/2013,87.02,0.008887921
17/07/2013,86.25,-0.006817289
16/07/2013,86.84,0.006237747
15/07/2013,86.3,0.0053445
12/07/2013,85.84,0.005841821
11/07/2013,85.34,0.007527676
10/07/2013,84.7,-0.005063898
09/07/2013,85.13,0.009679018
08/07/2013,84.31,0.005828839
05/07/2013,83.82,0.007063783
03/07/2013,83.23,-0.000240269
02/07/2013,83.25,-0.006584879
01/07/2013,83.8,0.007907074
28/06/2013,83.14,-0.009218862
27/06/2013,83.91,0.007776554
26/06/2013,83.26,0.011840177
25/06/2013,82.28,0.004506981
24/06/2013,81.91,-0.008146437
21/06/2013,82.58,0.010835925
20/06/2013,81.69,-0.029193871
19/06/2013,84.11,-0.020476121
18/06/2013,85.85,-0.003372292
17/06/2013,86.14,0.008744882
14/06/2013,85.39,0.000468549
13/06/2013,85.35,0.011430043
12/06/2013,84.38,-0.001066035
11/06/2013,84.47,-0.001183152
10/06/2013,84.57,0.001183152
07/06/2013,84.47,0.006890025
06/06/2013,83.89,0.009461715
05/06/2013,83.1,-0.013387721
04/06/2013,84.22,0.012425488
03/06/2013,83.18,0.001202935
31/05/2013,83.08,-0.020373612
30/05/2013,84.79,-0.000589518
29/05/2013,84.84,-0.026289754
28/05/2013,87.1,0.005641602
24/05/2013,86.61,0.007300571
23/05/2013,85.98,-0.0013947
22/05/2013,86.1,-0.001160766
21/05/2013,86.2,-0.004398664
20/05/2013,86.58,-0.009083132
17/05/2013,87.37,-0.002286499
16/05/2013,87.57,-0.005466361
15/05/2013,88.05,-0.000681199
14/05/2013,88.11,0.021683865
13/05/2013,86.22,0.000812206
10/05/2013,86.15,0.00488714
09/05/2013,85.73,-0.002679249
08/05/2013,85.96,0
07/05/2013,85.96,0.007355979
06/05/2013,85.33,-0.010028069
03/05/2013,86.19,0.004069063
02/05/2013,85.84,0.009833842
01/05/2013,85,-0.014598799
30/04/2013,86.25,-0.000115935
29/04/2013,86.26,-0.004741812
26/04/2013,86.67,-0.004489733
25/04/2013,87.06,-0.004126553
24/04/2013,87.42,-0.023291047
23/04/2013,89.48,0.002573716
22/04/2013,89.25,-0.003132344
19/04/2013,89.53,0.007736766
18/04/2013,88.84,0.003721459
17/04/2013,88.51,-0.011458225
16/04/2013,89.53,0.021678618
15/04/2013,87.61,-0.013040951
12/04/2013,88.76,0.000788955
11/04/2013,88.69,0.010883227
10/04/2013,87.73,0.009505884
09/04/2013,86.9,-0.00527948
08/04/2013,87.36,0.00862223
05/04/2013,86.61,-0.005411954
04/04/2013,87.08,0.000919118
03/04/2013,87,-0.024636541
02/04/2013,89.17,0.011731663
01/04/2013,88.13,-0.004528481
28/03/2013,88.53,0.013761946
27/03/2013,87.32,-0.0025163
26/03/2013,87.54,0.013339664
25/03/2013,86.38,-0.000925712
22/03/2013,86.46,0.012804272
21/03/2013,85.36,-0.001170823
20/03/2013,85.46,0.01153361
19/03/2013,84.48,0.006650856
18/03/2013,83.92,0.002386067
15/03/2013,83.72,-0.002743486
14/03/2013,83.95,0.000119126
13/03/2013,83.94,-0.004872551
12/03/2013,84.35,-0.001776725
11/03/2013,84.5,0.003437855
08/03/2013,84.21,0.00059393
07/03/2013,84.16,-0.007339917
06/03/2013,84.78,0.000117959
05/03/2013,84.77,0.007103143
04/03/2013,84.17,0.002259888
01/03/2013,83.98,-0.000357164
28/02/2013,84.01,-0.004276049
27/02/2013,84.37,0.008929162
26/02/2013,83.62,0.015668634
25/02/2013,82.32,-0.009791556
22/02/2013,83.13,0.009184355
21/02/2013,82.37,-0.000849463
20/02/2013,82.44,-0.001212268
19/02/2013,82.54,0.009617215
15/02/2013,81.75,0.004413394
14/02/2013,81.39,0.004309555
13/02/2013,81.04,0.005568288
12/02/2013,80.59,0.001117388
11/02/2013,80.5,-0.002853069
08/02/2013,80.73,-0.001361639
07/02/2013,80.84,-0.000865533
06/02/2013,80.91,0.011435799
05/02/2013,79.99,0.003381132
04/02/2013,79.72,0.007049375
01/02/2013,79.16,0.00951965
31/01/2013,78.41,-0.003437523
30/01/2013,78.68,-0.001777778
29/01/2013,78.82,0.012511334
28/01/2013,77.84,0.003861506
25/01/2013,77.54,0.004783152
24/01/2013,77.17,0.000777807
23/01/2013,77.11,0.000129693
22/01/2013,77.1,0.003377943
18/01/2013,76.84,-0.000780539
17/01/2013,76.9,0.009144414
16/01/2013,76.2,-0.005366154
15/01/2013,76.61,0.00013054
14/01/2013,76.6,0.012083152
11/01/2013,75.68,0.002646204
10/01/2013,75.48,0.008782492
09/01/2013,74.82,0.002542658
08/01/2013,74.63,0.00295223
07/01/2013,74.41,-0.004023611
04/01/2013,74.71,0.011036451
03/01/2013,73.89,-0.00270307
02/01/2013,74.09,0.011811963
31/12/2012,73.22,0.007677581
28/12/2012,72.66,-0.005900532
27/12/2012,73.09,-0.000136808
26/12/2012,73.1,-0.007224185
24/12/2012,73.63,-0.005282776
21/12/2012,74.02,-0.017675875
20/12/2012,75.34,-0.002253896
19/12/2012,75.51,-0.012633409
18/12/2012,76.47,0.011442224
17/12/2012,75.6,0.002649008
14/12/2012,75.4,-0.001590247
13/12/2012,75.52,-0.003040923
12/12/2012,75.75,-0.004215525
11/12/2012,76.07,0.001710414
10/12/2012,75.94,-0.004336121
07/12/2012,76.27,0.006313318
06/12/2012,75.79,0.002245559
05/12/2012,75.62,0.001455701
04/12/2012,75.51,-0.008702587
03/12/2012,76.17,-0.002360347
30/11/2012,76.35,0.01344957
29/11/2012,75.33,0.002126247
28/11/2012,75.17,0.007209644
27/11/2012,74.63,0.001877683
26/11/2012,74.49,-0.002145636
23/11/2012,74.65,0.004161359
21/11/2012,74.34,-0.000806777
20/11/2012,74.4,0.00404041
19/11/2012,74.1,-0.002560821
16/11/2012,74.29,0.022047709
15/11/2012,72.67,-0.001649939
14/11/2012,72.79,-0.009298577
13/11/2012,73.47,0.005869923
12/11/2012,73.04,0.003566044
09/11/2012,72.78,0.002063133
08/11/2012,72.63,-0.006587097
07/11/2012,73.11,-0.005184186
06/11/2012,73.49,0.007786393
05/11/2012,72.92,-0.001781188
02/11/2012,73.05,0.003565555
01/11/2012,72.79,0.006754454
31/10/2012,72.3,0.002770085
26/10/2012,72.1,-0.009799264
25/10/2012,72.81,0.000137353
24/10/2012,72.8,-0.005342844
23/10/2012,73.19,-0.008570898
22/10/2012,73.82,-0.015725074
19/10/2012,74.99,-0.008498259
18/10/2012,75.63,0.002515392
17/10/2012,75.44,0.007717936
16/10/2012,74.86,0.007105064
15/10/2012,74.33,0.007020415
12/10/2012,73.81,0.000406532
11/10/2012,73.78,-0.002707094
10/10/2012,73.98,0.00027038
09/10/2012,73.96,-0.005259266
08/10/2012,74.35,0.00823828
05/10/2012,73.74,0.002851907
04/10/2012,73.53,0.007234045
03/10/2012,73,0.008391273
02/10/2012,72.39,0.001520703
01/10/2012,72.28,0.003187143
28/09/2012,72.05,0.005846342
27/09/2012,71.63,-0.005291018
26/09/2012,72.01,0.008647195
25/09/2012,71.39,-0.007952606
24/09/2012,71.96,0.00781254
21/09/2012,71.4,-0.004889985
20/09/2012,71.75,0.00418995
19/09/2012,71.45,0.007022501
18/09/2012,70.95,0.01205261
17/09/2012,70.1,-0.006965697
14/09/2012,70.59,-0.019082942
13/09/2012,71.95,0.003620165
12/09/2012,71.69,-0.005841463
11/09/2012,72.11,-0.002907985
10/09/2012,72.32,-0.006340476
07/09/2012,72.78,-0.009027554
06/09/2012,73.44,0.007380107
05/09/2012,72.9,-0.001233806
04/09/2012,72.99,0.003293539
31/08/2012,72.75,0.006204777
30/08/2012,72.3,0.002908791
29/08/2012,72.09,-0.001386194
28/08/2012,72.19,-0.002352128
27/08/2012,72.36,0.000691228
24/08/2012,72.31,0.004713067
23/08/2012,71.97,-0.00124974
22/08/2012,72.06,-0.000554939
21/08/2012,72.1,-0.002908388
20/08/2012,72.31,-0.001105736
17/08/2012,72.39,0.002489628
16/08/2012,72.21,0.001940672
15/08/2012,72.07,-0.0063624
14/08/2012,72.53,0.009837281
13/08/2012,71.82,-0.000417624
10/08/2012,71.85,0.005162922
09/08/2012,71.48,0.001259887
08/08/2012,71.39,0.0061824
07/08/2012,70.95,-0.007442287
06/08/2012,71.48,-0.003909527
03/08/2012,71.76,-0.006389798
02/08/2012,72.22,0.00083114
01/08/2012,72.16,-0.007593051
31/07/2012,72.71,-0.00452831
30/07/2012,73.04,-0.001094691
27/07/2012,73.12,0.003424895
26/07/2012,72.87,0.010345633
25/07/2012,72.12,-0.002216067
24/07/2012,72.28,-0.005105924
23/07/2012,72.65,-0.00123805
20/07/2012,72.74,-0.008623693
19/07/2012,73.37,0.00190996
18/07/2012,73.23,-0.00122825
17/07/2012,73.32,0.008216973
16/07/2012,72.72,-0.004938282
13/07/2012,73.08,0.009348432
12/07/2012,72.4,0.002489284
11/07/2012,72.22,-0.001521965
10/07/2012,72.33,0.001245072
09/07/2012,72.24,0.00083091
06/07/2012,72.18,-0.00511298
05/07/2012,72.55,-0.001652665
03/07/2012,72.67,0.004966212
02/07/2012,72.31,-0.002072253
29/06/2012,72.46,0.008036624
28/06/2012,71.88,0.005440482
27/06/2012,71.49,0.006314481
26/06/2012,71.04,0.006637974
25/06/2012,70.57,-0.008044642
22/06/2012,71.14,0.001547444
21/06/2012,71.03,-0.01203485
20/06/2012,71.89,-0.004718299
19/06/2012,72.23,-0.008547061
18/06/2012,72.85,0.003988727
15/06/2012,72.56,-0.006867216
14/06/2012,73.06,0.014337163
13/06/2012,72.02,0.002780869
12/06/2012,71.82,0.00544504
11/06/2012,71.43,-0.00544504
08/06/2012,71.82,0.006565645
07/06/2012,71.35,0.004213489
06/06/2012,71.05,0.015460204
05/06/2012,69.96,-0.000285837
04/06/2012,69.98,0.008899154
01/06/2012,69.36,0.008106588
31/05/2012,68.8,-0.000581226
30/05/2012,68.84,-0.009685656
29/05/2012,69.51,-0.001150252
25/05/2012,69.59,0.005764535
24/05/2012,69.19,0.002749839
23/05/2012,69,0.008587492
22/05/2012,68.41,0.00175567
21/05/2012,68.29,0.009563819
18/05/2012,67.64,-0.002657613
17/05/2012,67.82,-0.012018318
16/05/2012,68.64,-0.005810592
15/05/2012,69.04,-0.000434436
14/05/2012,69.07,0.007411209
11/05/2012,68.56,0.000583601
10/05/2012,68.52,0.002337815
09/05/2012,68.36,-0.001899891
08/05/2012,68.49,0.004683164
07/05/2012,68.17,0.010469756
04/05/2012,67.46,0.006394549
03/05/2012,67.03,-0.011421915
02/05/2012,67.8,-0.032218721
01/05/2012,70.02,-0.001141879
30/04/2012,70.1,0.004575358
27/04/2012,69.78,-0.003719072
26/04/2012,70.04,0.003146006
25/04/2012,69.82,0.005601451
24/04/2012,69.43,0.005922733
23/04/2012,69.02,-0.017521632
20/04/2012,70.24,0.003422707
19/04/2012,70,-0.005555966
18/04/2012,70.39,0.000710581
17/04/2012,70.34,0.00370318
16/04/2012,70.08,-0.002138124
13/04/2012,70.23,0.005425484
12/04/2012,69.85,0.005311144
11/04/2012,69.48,0.008673081
10/04/2012,68.88,0.000145191
09/04/2012,68.87,-0.001305957
05/04/2012,68.96,-0.001449066
04/04/2012,69.06,-0.009224626
03/04/2012,69.7,0.005466853
02/04/2012,69.32,0.008256728
30/03/2012,68.75,0.005835173
29/03/2012,68.35,-0.00087745
28/03/2012,68.41,0.003807855
27/03/2012,68.15,-0.002491391
26/03/2012,68.32,0.004841914
23/03/2012,67.99,-0.003230546
22/03/2012,68.21,-0.001172161
21/03/2012,68.29,0.003079859
20/03/2012,68.08,0.003531493
19/03/2012,67.84,-0.00543919
16/03/2012,68.21,-0.007885555
15/03/2012,68.75,0.004957724
14/03/2012,68.41,-0.003210744
13/03/2012,68.63,0.007165345
12/03/2012,68.14,0.003381113
09/03/2012,67.91,0.001473622
08/03/2012,67.81,0.003693585
07/03/2012,67.56,-0.003546103
06/03/2012,67.8,-0.001768347
05/03/2012,67.92,0.005758598
02/03/2012,67.53,-0.003252516
01/03/2012,67.75,0.002068559
29/02/2012,67.61,-0.002953776
28/02/2012,67.81,0.007698039
27/02/2012,67.29,-0.007403054
24/02/2012,67.79,-0.004709354
23/02/2012,68.11,0.007368144
22/02/2012,67.61,-0.001477978
21/02/2012,67.71,-0.01145387
17/02/2012,68.49,-0.001750547
16/02/2012,68.61,0.003504165
15/02/2012,68.37,0.004103772
14/02/2012,68.09,0.000293772
13/02/2012,68.07,0.004712128
10/02/2012,67.75,-0.010279092
09/02/2012,68.45,0.001023168
08/02/2012,68.38,-0.017253056
07/02/2012,69.57,0.002302491
06/02/2012,69.41,-0.00646229
03/02/2012,69.86,0.016307454
02/02/2012,68.73,-0.005803005
01/02/2012,69.13,0.006822002
31/01/2012,68.66,0.005110619
30/01/2012,68.31,-0.003653106
27/01/2012,68.56,-0.004075697
26/01/2012,68.84,0.002909516
25/01/2012,68.64,0.000145698
24/01/2012,68.63,-0.008415604
23/01/2012,69.21,-0.011207014
20/01/2012,69.99,-0.003565575
19/01/2012,70.24,0.012751803
18/01/2012,69.35,0.00607465
17/01/2012,68.93,0.013142713
13/01/2012,68.03,-0.004985348
12/01/2012,68.37,0.006456369
11/01/2012,67.93,-0.000441534
10/01/2012,67.96,0.008571059
09/01/2012,67.38,0.003270406
06/01/2012,67.16,-0.000446595
05/01/2012,67.19,0.001340383
04/01/2012,67.1,-0.006239806
03/01/2012,67.52,0.014320054
30/12/2011,66.56,-0.005842276
29/12/2011,66.95,0.00779731
28/12/2011,66.43,-0.005704008
27/12/2011,66.81,0.003298354
23/12/2011,66.59,0.006327228
22/12/2011,66.17,0.010177045
21/12/2011,65.5,0.001374991
20/12/2011,65.41,0.006595622
19/12/2011,64.98,-0.00030774
16/12/2011,65,-0.004145243
15/12/2011,65.27,0.004606888
14/12/2011,64.97,0.00447359
13/12/2011,64.68,-0.004781377
12/12/2011,64.99,-0.00061529
09/12/2011,65.03,0.001384935
08/12/2011,64.94,-0.008586376
07/12/2011,65.5,-0.001525553
06/12/2011,65.6,0.007804768
05/12/2011,65.09,-0.001841904
02/12/2011,65.21,0.004611136
01/12/2011,64.91,-0.000770001
30/11/2011,64.96,-0.000615574
29/11/2011,65,0.00632767
28/11/2011,64.59,0.009645377
25/11/2011,63.97,0.004072687
23/11/2011,63.71,-0.008440188
22/11/2011,64.25,0.001557633
21/11/2011,64.15,-0.008073324
18/11/2011,64.67,-0.00447428
17/11/2011,64.96,0.000615953
16/11/2011,64.92,-0.001231527
15/11/2011,65,-0.013447635
14/11/2011,65.88,0.003801997
11/11/2011,65.63,0.003969471
10/11/2011,65.37,0.014794537
09/11/2011,64.41,-0.018916366
08/11/2011,65.64,-0.002434572
07/11/2011,65.8,0.012232568
04/11/2011,65,0.015973046
03/11/2011,63.97,-0.015973046
02/11/2011,65,-0.013144007
01/11/2011,65.86,-0.016265419
31/10/2011,66.94,0.010663163
28/10/2011,66.23,-0.01795649
27/10/2011,67.43,-0.017639734
26/10/2011,68.63,0.018826854
25/10/2011,67.35,-0.006659292
24/10/2011,67.8,-0.025627495
21/10/2011,69.56,0.018133521
20/10/2011,68.31,0.00911771
19/10/2011,67.69,-0.002508301
18/10/2011,67.86,0.009773512
17/10/2011,67.2,-0.013303966
14/10/2011,68.1,0.020622346
13/10/2011,66.71,-0.001497903
12/10/2011,66.81,-0.005225062
11/10/2011,67.16,-0.00163654
10/10/2011,67.27,0.011061398
07/10/2011,66.53,-0.012546841
06/10/2011,67.37,0.023276071
05/10/2011,65.82,0.008850966
04/10/2011,65.24,0.01063266
03/10/2011,64.55,-0.027202166
30/09/2011,66.33,-0.008556684
29/09/2011,66.9,0.010518504
28/09/2011,66.2,-0.017519352
27/09/2011,67.37,0.01390053
26/09/2011,66.44,-0.043587583
23/09/2011,69.4,0.048264366
22/09/2011,66.13,-0.009331796
21/09/2011,66.75,-0.029667883
20/09/2011,68.76,-0.001017516
19/09/2011,68.83,-0.009255308
16/09/2011,69.47,0.011000256
15/09/2011,68.71,0.004960617
14/09/2011,68.37,0.003222974
13/09/2011,68.15,0.005886698
12/09/2011,67.75,0.003993202
09/09/2011,67.48,-0.020970048
08/09/2011,68.91,-0.01125553
07/09/2011,69.69,0.017661142
06/09/2011,68.47,-0.001751058
02/09/2011,68.59,-0.00610467
01/09/2011,69.01,-0.009948896
31/08/2011,69.7,-0.01169604
30/08/2011,70.52,0.027166601
29/08/2011,68.63,0.021949765
26/08/2011,67.14,0.018489816
25/08/2011,65.91,-0.002273245
24/08/2011,66.06,0.004399613
23/08/2011,65.77,0.01779461
22/08/2011,64.61,0.009486114
19/08/2011,64,-0.001873244
18/08/2011,64.12,-0.041694976
17/08/2011,66.85,-0.031510263
16/08/2011,68.99,-0.013819135
15/08/2011,69.95,0.033433346
12/08/2011,67.65,-0.001477105
11/08/2011,67.75,0.037138749
10/08/2011,65.28,-0.028987537
09/08/2011,67.2,0.047540945
08/08/2011,64.08,-0.047243281
05/08/2011,67.18,0.035761386
04/08/2011,64.82,-0.060751662
03/08/2011,68.88,-0.020263681
02/08/2011,70.29,-0.01173905
01/08/2011,71.12,-0.006586808
29/07/2011,71.59,-0.015248424
28/07/2011,72.69,-0.012848728
27/07/2011,73.63,0.004491942
26/07/2011,73.3,0.008356785
25/07/2011,72.69,-0.022714339
22/07/2011,74.36,0.001884507
21/07/2011,74.22,-0.001615509
20/07/2011,74.34,0.024097552
19/07/2011,72.57,-0.006455623
18/07/2011,73.04,-0.020462805
15/07/2011,74.55,0.085658716
14/07/2011,68.43,-0.008150242
13/07/2011,68.99,-0.016531678
12/07/2011,70.14,0.001283972
11/07/2011,70.05,0.027938417
08/07/2011,68.12,-0.003517002
07/07/2011,68.36,0.002636592
06/07/2011,68.18,0.003084835
05/07/2011,67.97,-0.004404
01/07/2011,68.27,0.012232118
30/06/2011,67.44,0.000593296
29/06/2011,67.4,0.012541221
28/06/2011,66.56,0.004668332
27/06/2011,66.25,-0.000603591
24/06/2011,66.29,-0.01408052
23/06/2011,67.23,-0.002970446
22/06/2011,67.43,-0.005177143
21/06/2011,67.78,-0.001179593
20/06/2011,67.86,0.004726744
17/06/2011,67.54,0.010867245
16/06/2011,66.81,0.007662873
15/06/2011,66.3,-0.011099559
14/06/2011,67.04,0.004185357
13/06/2011,66.76,0.002099266
10/06/2011,66.62,-0.007179211
09/06/2011,67.1,0.00388234
08/06/2011,66.84,-0.007898111
07/06/2011,67.37,0.001485443
06/06/2011,67.27,-0.003116886
03/06/2011,67.48,-0.016461277
02/06/2011,68.6,-0.010729406
01/06/2011,69.34,-0.016307041
31/05/2011,70.48,0.017028386
27/05/2011,69.29,-0.002018455
26/05/2011,69.43,-0.004024729
25/05/2011,69.71,-0.009139004
24/05/2011,70.35,0.003132121
23/05/2011,70.13,0.002569961
20/05/2011,69.95,-0.008824424
19/05/2011,70.57,0.003122341
18/05/2011,70.35,-0.005387027
17/05/2011,70.73,-0.000565371
16/05/2011,70.77,-0.002399267
13/05/2011,70.94,0.00155181
12/05/2011,70.83,0.017087131
11/05/2011,69.63,0.001581028
10/05/2011,69.52,0.000863434
09/05/2011,69.46,0.01202129
06/05/2011,68.63,0.002772308
05/05/2011,68.44,0.008068701
04/05/2011,67.89,0.006205694
03/05/2011,67.47,-0.03666932
02/05/2011,69.99,0.00472611
29/04/2011,69.66,-0.001864468
28/04/2011,69.79,0.008056438
27/04/2011,69.23,0.00972502
26/04/2011,68.56,0.000291758
25/04/2011,68.54,-0.014196965
21/04/2011,69.52,0.003602569
20/04/2011,69.27,0.006953526
19/04/2011,68.79,-0.006375909
18/04/2011,69.23,-0.00590482
15/04/2011,69.64,0
14/04/2011,69.64,0.003164104
13/04/2011,69.42,-0.010318234
12/04/2011,70.14,0.002855513
11/04/2011,69.94,0.007462721
08/04/2011,69.42,-0.010745859
07/04/2011,70.17,-0.003130338
06/04/2011,70.39,0.009994372
05/04/2011,69.69,-0.013114942
04/04/2011,70.61,-0.003534322
01/04/2011,70.86,0.011211357
31/03/2011,70.07,0.000571021
30/03/2011,70.03,0.00042848
29/03/2011,70,0.00458191
28/03/2011,69.68,0.002874391
25/03/2011,69.48,-0.002443759
24/03/2011,69.65,0.011697729
23/03/2011,68.84,-0.004493087
22/03/2011,69.15,-0.006055382
21/03/2011,69.57,0.010984357
18/03/2011,68.81,0.01272412
17/03/2011,67.94,0.004869062
16/03/2011,67.61,-0.001182557
15/03/2011,67.69,0.001034661
14/03/2011,67.62,-0.006779687
11/03/2011,68.08,0.004416318
10/03/2011,67.78,-0.005150479
09/03/2011,68.13,-0.001320132
08/03/2011,68.22,0.004554478
07/03/2011,67.91,-0.007043316
04/03/2011,68.39,-0.006413081
03/03/2011,68.83,0.015815237
02/03/2011,67.75,-0.0016223
01/03/2011,67.86,0.001474709
28/02/2011,67.76,-0.003241494
25/02/2011,67.98,0.008420169
24/02/2011,67.41,-0.000296648
23/02/2011,67.43,-0.007829274
22/02/2011,67.96,-0.002791861
18/02/2011,68.15,0.01136292
17/02/2011,67.38,0.001485222
16/02/2011,67.28,0.009858183
15/02/2011,66.62,-0.003446471
14/02/2011,66.85,-0.063883857
11/02/2011,71.26,0.072899695
10/02/2011,66.25,0.001661757
09/02/2011,66.14,-0.005879266
08/02/2011,66.53,0.012401853
07/02/2011,65.71,0.000761209
04/02/2011,65.66,0.029520728
03/02/2011,63.75,0.012310762
02/02/2011,62.97,-0.008538951
01/02/2011,63.51,0.009810205
31/01/2011,62.89,-0.01420927
28/01/2011,63.79,-0.008274187
27/01/2011,64.32,0.011571669
