Date,Close,ACT
25/07/2013,128.85,0.016432295
24/07/2013,126.75,0.00268605
23/07/2013,126.41,-0.011952647
22/07/2013,127.93,0.019815134
19/07/2013,125.42,0.008567935
18/07/2013,124.35,0.018423603
17/07/2013,122.08,-0.006206128
16/07/2013,122.84,-0.018870006
15/07/2013,125.18,-0.007956757
12/07/2013,126.18,0.009395722
11/07/2013,125,0.007467815
10/07/2013,124.07,-0.013131744
09/07/2013,125.71,-0.006185587
08/07/2013,126.49,0.000949142
05/07/2013,126.37,0.019013195
03/07/2013,123.99,0.00129126
02/07/2013,123.83,-0.012917899
01/07/2013,125.44,-0.00619886
28/06/2013,126.22,0.002856238
27/06/2013,125.86,0.020630874
26/06/2013,123.29,0.014295877
25/06/2013,121.54,0.010920029
24/06/2013,120.22,-0.010755461
21/06/2013,121.52,0.010755461
20/06/2013,120.22,-0.028616719
19/06/2013,123.71,-0.015719307
18/06/2013,125.67,0.005825802
17/06/2013,124.94,-0.012013351
14/06/2013,126.45,-7.90795E-05
13/06/2013,126.46,0.021339471
12/06/2013,123.79,-0.010446897
11/06/2013,125.09,0.000399792
10/06/2013,125.04,0.007384847
07/06/2013,124.12,0.017227795
06/06/2013,122,0.013699975
05/06/2013,120.34,0.003579608
04/06/2013,119.91,-0.030066336
03/06/2013,123.57,0.002268493
31/05/2013,123.29,-0.007595382
30/05/2013,124.23,0.013044544
29/05/2013,122.62,-0.0173819
28/05/2013,124.77,-0.01952443
24/05/2013,127.23,-0.006658597
23/05/2013,128.08,-0.015187027
22/05/2013,130.04,-0.001229634
21/05/2013,130.2,0.023704238
20/05/2013,127.15,0.013061733
17/05/2013,125.5,0.015174311
16/05/2013,123.61,-0.002181907
15/05/2013,123.88,0.017918707
14/05/2013,121.68,0.009578934
13/05/2013,120.52,0.005491319
10/05/2013,119.86,0.11527284
09/05/2013,106.81,-0.004483894
08/05/2013,107.29,0.00065265
07/05/2013,107.22,0.00018655
06/05/2013,107.2,0.006926921
03/05/2013,106.46,-0.000281756
02/05/2013,106.49,0.019917199
01/05/2013,104.39,-0.012754789
30/04/2013,105.73,0.001419715
29/04/2013,105.58,0.044942678
26/04/2013,100.94,0.02051816
25/04/2013,98.89,0.006187574
24/04/2013,98.28,-0.004973367
23/04/2013,98.77,0.009358221
22/04/2013,97.85,-0.006417788
19/04/2013,98.48,0.018446926
18/04/2013,96.68,-0.010802019
17/04/2013,97.73,0.007806922
16/04/2013,96.97,0.00974101
15/04/2013,96.03,-0.013446624
12/04/2013,97.33,-0.004408229
11/04/2013,97.76,0.005641909
10/04/2013,97.21,-0.005130321
09/04/2013,97.71,-0.006630309
08/04/2013,98.36,0.011966392
05/04/2013,97.19,0.013987691
04/04/2013,95.84,0.005965169
03/04/2013,95.27,-0.01469159
02/04/2013,96.68,0.044630437
01/04/2013,92.46,0.003792604
28/03/2013,92.11,0.011355073
27/03/2013,91.07,-0.000219587
26/03/2013,91.09,0.000219587
25/03/2013,91.07,0.008380245
22/03/2013,90.31,0.002106081
21/03/2013,90.12,0.002889212
20/03/2013,89.86,0.000667928
19/03/2013,89.8,-0.008206767
18/03/2013,90.54,-0.011530353
15/03/2013,91.59,0.005583854
14/03/2013,91.08,-0.005474666
13/03/2013,91.58,0.016292743
12/03/2013,90.1,0.019387619
11/03/2013,88.37,0.009208273
08/03/2013,87.56,0.01056267
07/03/2013,86.64,-0.002536024
06/03/2013,86.86,0.004615748
05/03/2013,86.46,0.003011702
04/03/2013,86.2,0.007686075
01/03/2013,85.54,0.004452263
28/02/2013,85.16,-0.008419133
27/02/2013,85.88,0.014189625
26/02/2013,84.67,0.018235414
25/02/2013,83.14,-0.003601877
22/02/2013,83.44,-0.00370836
21/02/2013,83.75,0.007791469
20/02/2013,83.1,-0.020368759
19/02/2013,84.81,-0.005057347
15/02/2013,85.24,-0.014557993
14/02/2013,86.49,-0.002771044
13/02/2013,86.73,0.011013966
12/02/2013,85.78,-0.010206537
11/02/2013,86.66,-0.009074785
08/02/2013,87.45,0.003665945
07/02/2013,87.13,0.000688863
06/02/2013,87.07,0.006105658
05/02/2013,86.54,-0.001270281
04/02/2013,86.65,-0.014095231
01/02/2013,87.88,0.017100319
31/01/2013,86.39,0.005920955
30/01/2013,85.88,0.000465875
29/01/2013,85.84,0.018577842
28/01/2013,84.26,-0.000118673
25/01/2013,84.27,-0.025308908
24/01/2013,86.43,0.008132015
23/01/2013,85.73,0.005497411
22/01/2013,85.26,-0.002577019
18/01/2013,85.48,0.010702837
17/01/2013,84.57,0.000354799
16/01/2013,84.54,-0.008363321
15/01/2013,85.25,0.013581549
14/01/2013,84.1,0.004648122
11/01/2013,83.71,-0.049864727
10/01/2013,87.99,0.006041626
09/01/2013,87.46,0.008958369
08/01/2013,86.68,0.011837204
07/01/2013,85.66,0.004211518
04/01/2013,85.3,-0.007242176
03/01/2013,85.92,0.020102952
02/01/2013,84.21,-0.021033617
31/12/2012,86,-0.034738411
28/12/2012,89.04,-0.001907434
27/12/2012,89.21,-0.003133746
26/12/2012,89.49,-0.009674804
24/12/2012,90.36,-0.005408103
21/12/2012,90.85,0.007180368
20/12/2012,90.2,0.014517285
19/12/2012,88.9,-0.010184185
18/12/2012,89.81,0.020473156
17/12/2012,87.99,0.002845276
14/12/2012,87.74,-0.00477545
13/12/2012,88.16,-0.008583744
12/12/2012,88.92,-0.009625144
11/12/2012,89.78,0.016169227
10/12/2012,88.34,-0.00316456
07/12/2012,88.62,0.007361719
06/12/2012,87.97,-0.001136106
05/12/2012,88.07,-0.002608155
04/12/2012,88.3,0.003176046
03/12/2012,88.02,0.000113617
30/11/2012,88.01,0.002730688
29/11/2012,87.77,0.007548069
28/11/2012,87.11,-0.004809904
27/11/2012,87.53,0.011952791
26/11/2012,86.49,0.004751704
23/11/2012,86.08,0.009571685
21/11/2012,85.26,0.000703978
20/11/2012,85.2,0.002467831
19/11/2012,84.99,0.018885293
16/11/2012,83.4,0.008186899
15/11/2012,82.72,-0.003499672
14/11/2012,83.01,-0.017553737
13/11/2012,84.48,-0.009073296
12/11/2012,85.25,0.001643579
09/11/2012,85.11,-0.007141633
08/11/2012,85.72,-0.014706999
07/11/2012,86.99,-0.005159674
06/11/2012,87.44,0.01069283
05/11/2012,86.51,-0.002539831
02/11/2012,86.73,-0.011236073
01/11/2012,87.71,0.020270186
31/10/2012,85.95,-0.007995871
26/10/2012,86.64,-0.002881348
25/10/2012,86.89,0.011459122
24/10/2012,85.9,-0.00127974
23/10/2012,86.01,-0.016489275
22/10/2012,87.44,0.006079743
19/10/2012,86.91,-0.010530027
18/10/2012,87.83,-0.002274538
17/10/2012,88.03,-0.014099833
16/10/2012,89.28,0.02449102
15/10/2012,87.12,0.005178675
12/10/2012,86.67,-0.002535148
11/10/2012,86.89,-0.005051096
10/10/2012,87.33,0.0017191
09/10/2012,87.18,-0.007428181
08/10/2012,87.83,-0.000341511
05/10/2012,87.86,0.007654993
04/10/2012,87.19,0.008754808
03/10/2012,86.43,0.011637511
02/10/2012,85.43,0.003400367
01/10/2012,85.14,-0.00023488
28/09/2012,85.16,0.017173395
27/09/2012,83.71,0.01056813
26/09/2012,82.83,-0.003976148
25/09/2012,83.16,-0.002162163
24/09/2012,83.34,-0.006696987
21/09/2012,83.9,-0.003806809
20/09/2012,84.22,0.005835087
19/09/2012,83.73,0.009600458
18/09/2012,82.93,0.018744463
17/09/2012,81.39,-0.005758056
14/09/2012,81.86,-0.012624591
13/09/2012,82.9,0.010915815
12/09/2012,82,-0.00982958
11/09/2012,82.81,-0.009375069
10/09/2012,83.59,0
07/09/2012,83.59,0.007203777
06/09/2012,82.99,-0.000963507
05/09/2012,83.07,0.000120388
04/09/2012,83.06,0.020802405
31/08/2012,81.35,-0.002087555
30/08/2012,81.52,-0.007333203
29/08/2012,82.12,-0.009815286
28/08/2012,82.93,0.003382054
27/08/2012,82.65,-0.008073792
24/08/2012,83.32,0.05793531
23/08/2012,78.63,-0.00444135
22/08/2012,78.98,0.007243186
21/08/2012,78.41,-0.004199815
20/08/2012,78.74,-0.014624567
17/08/2012,79.9,0.002380804
16/08/2012,79.71,-0.001504325
15/08/2012,79.83,-0.004374734
14/08/2012,80.18,0.003623419
13/08/2012,79.89,0.000375587
10/08/2012,79.86,0.006910878
09/08/2012,79.31,0.004676154
08/08/2012,78.94,-0.007697685
07/08/2012,79.55,0.004283201
06/08/2012,79.21,-0.00189191
03/08/2012,79.36,0.01268087
02/08/2012,78.36,-0.004964685
01/08/2012,78.75,0.011751317
31/07/2012,77.83,-0.012132197
30/07/2012,78.78,-0.012488336
27/07/2012,79.77,0.025263165
26/07/2012,77.78,0.012809905
25/07/2012,76.79,0.027728209
24/07/2012,74.69,-0.010521506
23/07/2012,75.48,-0.00436249
20/07/2012,75.81,-0.015185525
19/07/2012,76.97,-0.006345939
18/07/2012,77.46,0.002326484
17/07/2012,77.28,0.001813237
16/07/2012,77.14,0.004938282
13/07/2012,76.76,0.020931456
12/07/2012,75.17,0.006272123
11/07/2012,74.7,-0.001605137
10/07/2012,74.82,-0.008914968
09/07/2012,75.49,0.006378759
06/07/2012,75.01,-0.007437941
05/07/2012,75.57,0.002384739
03/07/2012,75.39,0.007455766
02/07/2012,74.83,0.011288925
29/06/2012,73.99,0.024489903
28/06/2012,72.2,0.012263253
27/06/2012,71.32,0.002808202
26/06/2012,71.12,-0.008401058
25/06/2012,71.72,0.009808121
22/06/2012,71.02,0.021059401
21/06/2012,69.54,-0.006735962
20/06/2012,70.01,-0.00569721
19/06/2012,70.41,0.01704546
18/06/2012,69.22,0.002893521
15/06/2012,69.02,0.013565958
14/06/2012,68.09,0.002499817
13/06/2012,67.92,-0.020835605
12/06/2012,69.35,-0.007470226
11/06/2012,69.87,-0.014493007
08/06/2012,70.89,0.025574649
07/06/2012,69.1,-0.012940511
06/06/2012,70,0.009329095
05/06/2012,69.35,0.004624954
04/06/2012,69.03,-0.010376228
01/06/2012,69.75,-0.021838644
31/05/2012,71.29,-0.01627862
30/05/2012,72.46,-0.016968114
29/05/2012,73.7,0.014074155
25/05/2012,72.67,-0.001237709
24/05/2012,72.76,0.028579348
23/05/2012,70.71,-0.004092871
22/05/2012,71,0.007634704
21/05/2012,70.46,0.007836472
18/05/2012,69.91,-0.013638512
17/05/2012,70.87,-0.015263196
16/05/2012,71.96,0.007952606
15/05/2012,71.39,-0.005587387
14/05/2012,71.79,-0.013008764
11/05/2012,72.73,-0.002060299
10/05/2012,72.88,0.00605562
09/05/2012,72.44,-0.018464588
08/05/2012,73.79,-0.012658397
07/05/2012,74.73,0.014557475
04/05/2012,73.65,-0.008248306
03/05/2012,74.26,-0.006309169
02/05/2012,74.73,0.001875168
01/05/2012,74.59,-0.01027018
30/04/2012,75.36,-0.01055976
27/04/2012,76.16,0.023246049
26/04/2012,74.41,0.065533506
25/04/2012,69.69,0.015764301
24/04/2012,68.6,-0.012458513
23/04/2012,69.46,0.001440715
20/04/2012,69.36,0.018186287
19/04/2012,68.11,0.005890166
18/04/2012,67.71,0.002365815
17/04/2012,67.55,0.011314696
16/04/2012,66.79,-0.007012338
13/04/2012,67.26,0.003425426
12/04/2012,67.03,0.000746213
11/04/2012,66.98,0.017014639
10/04/2012,65.85,-0.011174988
09/04/2012,66.59,-0.014461676
05/04/2012,67.56,0.006087169
04/04/2012,67.15,0.002833497
03/04/2012,66.96,-0.005361943
02/04/2012,67.32,0.003869628
30/03/2012,67.06,0.000447461
29/03/2012,67.03,0.015485538
28/03/2012,66,-0.009650256
27/03/2012,66.64,0.011773721
26/03/2012,65.86,0.009611791
23/03/2012,65.23,-0.013249261
22/03/2012,66.1,0.037141182
21/03/2012,63.69,0.084488121
20/03/2012,58.53,-0.004432329
19/03/2012,58.79,-0.000340136
16/03/2012,58.81,-0.000509987
15/03/2012,58.84,-0.006268551
14/03/2012,59.21,-0.016083443
13/03/2012,60.17,0.008679741
12/03/2012,59.65,0.000670803
09/03/2012,59.61,0.019480586
08/03/2012,58.46,0.004801107
07/03/2012,58.18,0.001892474
06/03/2012,58.07,-0.022139869
05/03/2012,59.37,-0.005207908
02/03/2012,59.68,-0.002844476
01/03/2012,59.85,0.025896344
29/02/2012,58.32,-0.00547197
28/02/2012,58.64,0.012009065
27/02/2012,57.94,-0.003961766
24/02/2012,58.17,-0.003432301
23/02/2012,58.37,-0.000171306
22/02/2012,58.38,-0.008528109
21/02/2012,58.88,-0.021838597
17/02/2012,60.18,-0.002157856
16/02/2012,60.31,0.010333425
15/02/2012,59.69,-0.006346047
14/02/2012,60.07,0.04008008
13/02/2012,57.71,-0.004840113
10/02/2012,57.99,-0.004473511
09/02/2012,58.25,0.006026708
08/02/2012,57.9,0.003460211
07/02/2012,57.7,-0.000866176
06/02/2012,57.75,-0.00449206
03/02/2012,58.01,-0.016243838
02/02/2012,58.96,-0.001863933
01/02/2012,59.07,0.00747667
31/01/2012,58.63,-0.021429994
30/01/2012,59.9,0.002674692
27/01/2012,59.74,0.018414238
26/01/2012,58.65,0.017891411
25/01/2012,57.61,0.03031069
24/01/2012,55.89,-0.023343235
23/01/2012,57.21,-0.016125187
20/01/2012,58.14,-0.035814639
19/01/2012,60.26,0.039260541
18/01/2012,57.94,-0.000690131
17/01/2012,57.98,-0.070417635
13/01/2012,62.21,0.002575247
12/01/2012,62.05,-0.009303885
11/01/2012,62.63,-0.030660369
10/01/2012,64.58,0.018598645
09/01/2012,63.39,0.002843604
06/01/2012,63.21,0.019489435
05/01/2012,61.99,0.027475154
04/01/2012,60.31,-0.005291893
03/01/2012,60.63,0.004794586
30/12/2011,60.34,-0.004464662
29/12/2011,60.61,0.005791362
28/12/2011,60.26,-0.018252583
27/12/2011,61.37,-0.011502759
23/12/2011,62.08,0.000322217
22/12/2011,62.06,0.00614193
21/12/2011,61.68,0.007975952
20/12/2011,61.19,0.025489629
19/12/2011,59.65,-0.007848416
16/12/2011,60.12,-0.0130548
15/12/2011,60.91,0.015552928
14/12/2011,59.97,-0.009955284
13/12/2011,60.57,-0.010020618
12/12/2011,61.18,-0.005541986
09/12/2011,61.52,0.007505338
08/12/2011,61.06,-0.014954765
07/12/2011,61.98,-0.006593254
06/12/2011,62.39,-0.013848212
05/12/2011,63.26,0.006343187
02/12/2011,62.86,0.000477365
01/12/2011,62.83,-0.028091294
30/11/2011,64.62,-0.040487677
29/11/2011,67.29,0.021935976
28/11/2011,65.83,0.037296392
25/11/2011,63.42,-0.017660848
23/11/2011,64.55,-0.014915322
22/11/2011,65.52,0.009045673
21/11/2011,64.93,-0.013158085
18/11/2011,65.79,0.013466156
17/11/2011,64.91,0.006026442
16/11/2011,64.52,-0.020100408
15/11/2011,65.83,0.003957387
14/11/2011,65.57,-0.002437168
11/11/2011,65.73,0.005033184
10/11/2011,65.4,0.008908061
09/11/2011,64.82,-0.024986065
08/11/2011,66.46,0.015313771
07/11/2011,65.45,0.01121622
04/11/2011,64.72,-0.018219902
03/11/2011,65.91,-0.00815961
02/11/2011,66.45,0.005281038
01/11/2011,66.1,-0.015909085
31/10/2011,67.16,-0.032088315
28/10/2011,69.35,-0.003023543
27/10/2011,69.56,-0.013706668
26/10/2011,70.52,0.026292729
25/10/2011,68.69,-0.02117472
24/10/2011,70.16,0.01450029
21/10/2011,69.15,0.019715863
20/10/2011,67.8,0.017407268
19/10/2011,66.63,-0.017259765
18/10/2011,67.79,-0.001915851
17/10/2011,67.92,-0.004700361
14/10/2011,68.24,0.002347419
13/10/2011,68.08,0.014946634
12/10/2011,67.07,-0.005649733
11/10/2011,67.45,0.00430875
10/10/2011,67.16,0.016817213
07/10/2011,66.04,-0.010543854
06/10/2011,66.74,0.013576917
05/10/2011,65.84,0.005482804
04/10/2011,65.48,0.007511341
03/10/2011,64.99,-0.048944022
30/09/2011,68.25,-0.038234033
29/09/2011,70.91,0.00423969
28/09/2011,70.61,-0.020882267
27/09/2011,72.1,0.010316556
26/09/2011,71.36,0.009291915
23/09/2011,70.7,0.022312138
22/09/2011,69.14,-0.012933073
21/09/2011,70.04,-0.027321795
20/09/2011,71.98,0.03707797
19/09/2011,69.36,0.030447317
16/09/2011,67.28,0.009257943
15/09/2011,66.66,0.005566017
14/09/2011,66.29,0.001660754
13/09/2011,66.18,0.007736102
12/09/2011,65.67,-0.003192705
09/09/2011,65.88,-0.025033159
08/09/2011,67.55,-0.000444017
07/09/2011,67.58,0.019273025
06/09/2011,66.29,-0.000603227
02/09/2011,66.33,-0.009303789
01/09/2011,66.95,-0.00253599
31/08/2011,67.12,-0.005793673
30/08/2011,67.51,0.014923423
29/08/2011,66.51,0.014539102
26/08/2011,65.55,0.022368846
25/08/2011,64.1,-0.020994905
24/08/2011,65.46,0.014309037
23/08/2011,64.53,0.042418133
22/08/2011,61.85,0.004212579
19/08/2011,61.59,-0.006957394
18/08/2011,62.02,-0.034078898
17/08/2011,64.17,-0.013774109
16/08/2011,65.06,-0.000614628
15/08/2011,65.1,0.012520451
12/08/2011,64.29,0.007650908
11/08/2011,63.8,0.05426752
10/08/2011,60.43,-0.028226036
09/08/2011,62.16,0.034700699
08/08/2011,60.04,-0.059173556
05/08/2011,63.7,0.004878442
04/08/2011,63.39,-0.039287453
03/08/2011,65.93,0.017133661
02/08/2011,64.81,-0.02754492
01/08/2011,66.62,-0.007626205
29/07/2011,67.13,-0.010963073
28/07/2011,67.87,-0.007924902
27/07/2011,68.41,-0.003065025
26/07/2011,68.62,-0.010726295
25/07/2011,69.36,-0.016018649
22/07/2011,70.48,0.010411561
21/07/2011,69.75,0.008350178
20/07/2011,69.17,-0.010212243
19/07/2011,69.88,0.023162587
18/07/2011,68.28,-0.010489607
15/07/2011,69,-0.002460738
14/07/2011,69.17,-0.004471699
13/07/2011,69.48,0.011580905
12/07/2011,68.68,-0.001454969
11/07/2011,68.78,-0.015437081
08/07/2011,69.85,0.009493742
07/07/2011,69.19,-0.014919227
06/07/2011,70.23,-0.000711693
05/07/2011,70.28,0.006137178
01/07/2011,69.85,0.016164301
30/06/2011,68.73,0.0081812
29/06/2011,68.17,-0.000439979
28/06/2011,68.2,0.041158072
27/06/2011,65.45,-0.00320342
24/06/2011,65.66,-0.003041365
23/06/2011,65.86,0.003955581
22/06/2011,65.6,-0.00152323
21/06/2011,65.7,0.020140584
20/06/2011,64.39,0.013446106
17/06/2011,63.53,-0.004554386
16/06/2011,63.82,-0.002347603
15/06/2011,63.97,-0.014895543
14/06/2011,64.93,0.021482769
13/06/2011,63.55,0.005364481
10/06/2011,63.21,-0.014605678
09/06/2011,64.14,-0.003424128
08/06/2011,64.36,0.009366288
07/06/2011,63.76,0.009929942
06/06/2011,63.13,-0.004898485
03/06/2011,63.44,-0.007068277
02/06/2011,63.89,0.005650619
01/06/2011,63.53,-0.012824699
31/05/2011,64.35,0.005610113
27/05/2011,63.99,0.0026602
26/05/2011,63.82,0.025711621
25/05/2011,62.2,0.005804595
24/05/2011,61.84,-0.000323363
23/05/2011,61.86,-0.004194231
20/05/2011,62.12,-0.006898239
19/05/2011,62.55,-0.010338064
18/05/2011,63.2,0.00015824
17/05/2011,63.19,-0.003317801
16/05/2011,63.4,0.006964257
13/05/2011,62.96,-0.009327394
12/05/2011,63.55,0.013146622
11/05/2011,62.72,-0.000796876
10/05/2011,62.77,-0.007934031
09/05/2011,63.27,0.00681947
06/05/2011,62.84,0.010236814
05/05/2011,62.2,-0.011350134
04/05/2011,62.91,0.004460737
03/05/2011,62.63,-0.011588351
02/05/2011,63.36,0.021375834
29/04/2011,62.02,-0.003540966
28/04/2011,62.24,0.008227843
27/04/2011,61.73,0.035282262
26/04/2011,59.59,0.013516002
25/04/2011,58.79,0.010945893
21/04/2011,58.15,-0.001546525
20/04/2011,58.24,0.005855019
19/04/2011,57.9,-0.001035733
18/04/2011,57.96,-0.01166394
15/04/2011,58.64,0.009940099
14/04/2011,58.06,-0.016738222
13/04/2011,59.04,0.023131332
12/04/2011,57.69,-0.003806233
11/04/2011,57.91,0.006931236
08/04/2011,57.51,-0.007103902
07/04/2011,57.92,-0.007567976
06/04/2011,58.36,0.008950146
05/04/2011,57.84,0.016560999
04/04/2011,56.89,0.006701965
01/04/2011,56.51,0.008887367
31/03/2011,56.01,-0.001427297
30/03/2011,56.09,0.006797879
29/03/2011,55.71,-0.001614205
28/03/2011,55.8,0.003051245
25/03/2011,55.63,0.004504106
24/03/2011,55.38,0.014367802
23/03/2011,54.59,-0.009661911
22/03/2011,55.12,0.003635046
21/03/2011,54.92,0.011353354
18/03/2011,54.3,-0.005875889
17/03/2011,54.62,0.013455184
16/03/2011,53.89,-0.026370325
15/03/2011,55.33,-0.025340399
14/03/2011,56.75,-0.002463922
11/03/2011,56.89,0.009005093
10/03/2011,56.38,-0.017581325
09/03/2011,57.38,0.014747458
08/03/2011,56.54,0.00816911
07/03/2011,56.08,-0.012581011
04/03/2011,56.79,-0.005268716
03/03/2011,57.09,0.025546892
02/03/2011,55.65,0.002699057
01/03/2011,55.5,-0.008790083
28/02/2011,55.99,0.006091026
25/02/2011,55.65,0.009388045
24/02/2011,55.13,0.003452352
23/02/2011,54.94,0.000728332
22/02/2011,54.9,-0.015364062
18/02/2011,55.75,-0.003938423
17/02/2011,55.97,-0.008539458
16/02/2011,56.45,-0.000708341
15/02/2011,56.49,-0.003710579
14/02/2011,56.7,-0.008080142
11/02/2011,57.16,0.01232193
10/02/2011,56.46,0.011400195
09/02/2011,55.82,0.010807022
08/02/2011,55.22,-0.010090176
07/02/2011,55.78,0.006474843
04/02/2011,55.42,-0.006654102
03/02/2011,55.79,0.015534995
02/02/2011,54.93,-0.000727935
01/02/2011,54.97,0.008219975
31/01/2011,54.52,0.018138569
28/01/2011,53.54,-0.021982967
