Date,Close,NI
04/04/2014,35.29,-0.003959281
03/04/2014,35.43,0.000282287
02/04/2014,35.42,-0.008434124
01/04/2014,35.72,0.005333346
31/03/2014,35.53,0.005079018
28/03/2014,35.35,-0.000282845
27/03/2014,35.36,0.010233176
26/03/2014,35,0.000285755
25/03/2014,34.99,-0.001713307
24/03/2014,35.05,-0.000570451
21/03/2014,35.07,0.004859235
20/03/2014,34.9,-0.005999161
19/03/2014,35.11,-0.015263157
18/03/2014,35.65,0.00449818
17/03/2014,35.49,0.005084757
14/03/2014,35.31,0.005395441
13/03/2014,35.12,0.012031082
12/03/2014,34.7,0.014806483
11/03/2014,34.19,-0.008156177
10/03/2014,34.47,-0.007226509
07/03/2014,34.72,0.007806892
06/03/2014,34.45,-0.006654154
05/03/2014,34.68,-0.010041685
04/03/2014,35.03,0.013797287
03/03/2014,34.55,-0.007784384
28/02/2014,34.82,0.000574548
27/02/2014,34.8,-0.003728672
26/02/2014,34.93,-0.013083236
25/02/2014,35.39,-0.001411831
24/02/2014,35.44,0.001129306
21/02/2014,35.4,0.00254561
20/02/2014,35.31,-0.00254561
19/02/2014,35.4,0.002828856
18/02/2014,35.3,0.003689517
14/02/2014,35.17,0.0114385
13/02/2014,34.77,0.00345722
12/02/2014,34.65,-0.000577034
11/02/2014,34.67,0.004046248
10/02/2014,34.53,0.015173912
07/02/2014,34.01,0.007377929
06/02/2014,33.76,0.000296252
05/02/2014,33.75,0.00029634
04/02/2014,33.74,-0.006204777
03/02/2014,33.95,-0.012295237
31/01/2014,34.37,0.003205598
30/01/2014,34.26,0.010858507
29/01/2014,33.89,-0.008520692
28/01/2014,34.18,0.015033445
27/01/2014,33.67,0.00237883
24/01/2014,33.59,-0.018874049
23/01/2014,34.23,-0.002625822
22/01/2014,34.32,0
21/01/2014,34.32,0.012608289
17/01/2014,33.89,0.002363369
16/01/2014,33.81,0.013698844
15/01/2014,33.35,0.000899955
14/01/2014,33.32,0.002403847
13/01/2014,33.24,-0.012853263
10/01/2014,33.67,0.017376111
09/01/2014,33.09,0.005758464
08/01/2014,32.9,-0.004851435
07/01/2014,33.06,0.003332831
06/01/2014,32.95,0.014982699
03/01/2014,32.46,0.005250977
02/01/2014,32.29,-0.018106985
31/12/2013,32.88,0.00732604
30/12/2013,32.64,0
27/12/2013,32.64,0.005221944
26/12/2013,32.47,-0.008891673
24/12/2013,32.76,0.00581664
23/12/2013,32.57,-0.008864493
20/12/2013,32.86,0.042268567
19/12/2013,31.5,-0.00348598
18/12/2013,31.61,0.017552709
17/12/2013,31.06,-0.000643708
16/12/2013,31.08,0.00451468
13/12/2013,30.94,-0.00129199
12/12/2013,30.98,0.005827145
11/12/2013,30.8,-0.009371534
10/12/2013,31.09,-0.011830674
09/12/2013,31.46,-0.003173598
06/12/2013,31.56,0.007952961
05/12/2013,31.31,-0.014584913
04/12/2013,31.77,0.003468394
03/12/2013,31.66,0.002530046
02/12/2013,31.58,-0.001265823
29/11/2013,31.62,-0.001580029
27/11/2013,31.67,-0.002837776
26/11/2013,31.76,-0.003771218
25/11/2013,31.88,0.000627549
22/11/2013,31.86,0.011998881
21/11/2013,31.48,-0.003171585
20/11/2013,31.58,-0.014148955
19/11/2013,32.03,-0.006224732
18/11/2013,32.23,-0.006802747
15/11/2013,32.45,0.008976999
14/11/2013,32.16,0.020735898
13/11/2013,31.5,0.017291497
12/11/2013,30.96,-0.011241487
11/11/2013,31.31,-0.000319336
08/11/2013,31.32,-0.003187762
07/11/2013,31.42,-0.014534221
06/11/2013,31.88,0.009454845
05/11/2013,31.58,-0.003477165
04/11/2013,31.69,-0.000946223
01/11/2013,31.72,0.006325132
31/10/2013,31.52,-0.005694416
30/10/2013,31.7,-0.0078555
29/10/2013,31.95,-0.002500783
28/10/2013,32.03,-0.00901327
25/10/2013,32.32,0.005896061
24/10/2013,32.13,-0.000933271
23/10/2013,32.16,-0.001863933
22/10/2013,32.22,0.020696882
21/10/2013,31.56,-0.003795071
18/10/2013,31.68,0.011748032
17/10/2013,31.31,0.01382881
16/10/2013,30.88,0.016653446
15/10/2013,30.37,-0.014708551
14/10/2013,30.82,0.000973868
11/10/2013,30.79,0.002601627
10/10/2013,30.71,0.018071791
09/10/2013,30.16,-0.001656452
08/10/2013,30.21,-0.002974717
07/10/2013,30.3,-0.009525446
04/10/2013,30.59,0.002618659
03/10/2013,30.51,-0.013025257
02/10/2013,30.91,-0.002907448
01/10/2013,31,0.003554698
30/09/2013,30.89,0.007147529
27/09/2013,30.67,0.000326105
26/09/2013,30.66,0
25/09/2013,30.66,-0.005853675
24/09/2013,30.84,0.000324307
23/09/2013,30.83,0.014703745
20/09/2013,30.38,-0.005580188
19/09/2013,30.55,-0.007825276
18/09/2013,30.79,0.017693777
17/09/2013,30.25,0.003311261
16/09/2013,30.15,0.006655599
13/09/2013,29.95,0.011417182
12/09/2013,29.61,0.000675676
11/09/2013,29.59,-0.0067363
10/09/2013,29.79,0.017268078
09/09/2013,29.28,0.005822931
06/09/2013,29.11,0.00344116
05/09/2013,29.01,-0.005500186
04/09/2013,29.17,0.001372213
03/09/2013,29.13,-0.004452825
30/08/2013,29.26,0.003080612
29/08/2013,29.17,-0.004787971
28/08/2013,29.31,-0.003405998
27/08/2013,29.41,0.001020582
26/08/2013,29.38,-0.008473191
23/08/2013,29.63,0.008473191
22/08/2013,29.38,0.002726655
21/08/2013,29.3,-0.011199846
20/08/2013,29.63,0.004058173
19/08/2013,29.51,-0.010114719
16/08/2013,29.81,-0.011009286
15/08/2013,30.14,-0.021336769
14/08/2013,30.79,-0.000649351
13/08/2013,30.81,0.004880439
12/08/2013,30.66,-0.000326105
09/08/2013,30.67,-0.002930167
08/08/2013,30.76,0.005541986
07/08/2013,30.59,0.005901656
06/08/2013,30.41,-0.014689345
05/08/2013,30.86,-0.007425377
02/08/2013,31.09,-0.000643087
01/08/2013,31.11,0.012615403
31/07/2013,30.72,-0.004222842
30/07/2013,30.85,0.001297438
29/07/2013,30.81,-0.019923538
26/07/2013,31.43,-0.000318117
25/07/2013,31.44,0.027407809
24/07/2013,30.59,-0.018141087
23/07/2013,31.15,0.003859767
22/07/2013,31.03,0.001289907
19/07/2013,30.99,0.001614727
18/07/2013,30.94,0.006810469
17/07/2013,30.73,0.002933031
16/07/2013,30.64,-0.002933031
15/07/2013,30.73,0.014421751
12/07/2013,30.29,0.004964432
11/07/2013,30.14,0.008329217
10/07/2013,29.89,0.006040287
09/07/2013,29.71,0.015946055
08/07/2013,29.24,0.021431861
05/07/2013,28.62,0
03/07/2013,28.62,-0.002791349
02/07/2013,28.7,0.005590511
01/07/2013,28.54,-0.00349773
28/06/2013,28.64,0.007359416
27/06/2013,28.43,0.011675349
26/06/2013,28.1,0.008577608
25/06/2013,27.86,0.006120631
24/06/2013,27.69,-0.013273737
21/06/2013,28.06,0.015804927
20/06/2013,27.62,-0.037659868
19/06/2013,28.68,-0.024114155
18/06/2013,29.38,0.007173387
17/06/2013,29.17,0.002059026
14/06/2013,29.11,0.010359209
13/06/2013,28.81,0.023530497
12/06/2013,28.14,-0.00106553
11/06/2013,28.17,-0.009187344
10/06/2013,28.43,-0.00351124
07/06/2013,28.53,0.005271493
06/06/2013,28.38,0.013837368
05/06/2013,27.99,-0.009953868
04/06/2013,28.27,-0.015095951
03/06/2013,28.7,-0.00104475
31/05/2013,28.73,-0.001391305
30/05/2013,28.77,0.00942909
29/05/2013,28.5,-0.012898906
28/05/2013,28.87,0.003469816
24/05/2013,28.77,-0.001389372
23/05/2013,28.81,-0.007262698
22/05/2013,29.02,-0.019789114
21/05/2013,29.6,-0.001013
20/05/2013,29.63,-0.005049666
17/05/2013,29.78,0.009107838
16/05/2013,29.51,-0.004732936
15/05/2013,29.65,0.019067653
14/05/2013,29.09,0.011061295
13/05/2013,28.77,0.001043297
10/05/2013,28.74,-0.003820112
09/05/2013,28.85,-0.033739782
08/05/2013,29.84,-0.011660968
07/05/2013,30.19,0.00033129
06/05/2013,30.18,-0.011530353
03/05/2013,30.53,-0.001309329
02/05/2013,30.57,-0.001307617
01/05/2013,30.61,-0.003912623
30/04/2013,30.73,-0.013574869
29/04/2013,31.15,0.010650415
26/04/2013,30.82,-0.011292264
25/04/2013,31.17,0.000962927
24/04/2013,31.14,0.002572349
23/04/2013,31.06,0.000644122
22/04/2013,31.04,-0.001609529
19/04/2013,31.09,0.013601246
18/04/2013,30.67,0.007198984
17/04/2013,30.45,-0.001968505
16/04/2013,30.51,0.016190673
15/04/2013,30.02,-0.020116095
12/04/2013,30.63,0.002942621
11/04/2013,30.54,-0.003921574
10/04/2013,30.66,0.01611082
09/04/2013,30.17,-0.0003314
08/04/2013,30.18,0.010324821
05/04/2013,29.87,0.008404823
04/04/2013,29.62,0.01154512
03/04/2013,29.28,0
02/04/2013,29.28,0.003763905
01/04/2013,29.17,-0.005810989
28/03/2013,29.34,0.019618595
27/03/2013,28.77,0.004878058
26/03/2013,28.63,0.008770447
25/03/2013,28.38,-0.000352299
22/03/2013,28.39,-0.004217932
21/03/2013,28.51,-0.00245227
20/03/2013,28.58,0.008785859
19/03/2013,28.33,0.008151738
18/03/2013,28.1,-0.006385265
15/03/2013,28.28,-0.002472189
14/03/2013,28.35,-0.002466092
13/03/2013,28.42,0.002466092
12/03/2013,28.35,-0.006679582
11/03/2013,28.54,0.008798227
08/03/2013,28.29,0.00923302
07/03/2013,28.03,-0.007464047
06/03/2013,28.24,-0.002828856
05/03/2013,28.32,0.005310687
04/03/2013,28.17,0.008556202
01/03/2013,27.93,0.008268967
28/02/2013,27.7,0.010159739
27/02/2013,27.42,0.009895628
26/02/2013,27.15,0.00925076
25/02/2013,26.9,-0.011090687
22/02/2013,27.2,0.008491836
21/02/2013,26.97,-0.002592114
20/02/2013,27.04,-0.008103175
19/02/2013,27.26,0.017765086
15/02/2013,26.78,-0.004842624
14/02/2013,26.91,-0.009983444
13/02/2013,27.18,0.005534048
12/02/2013,27.03,0.003335189
11/02/2013,26.94,0.000742666
08/02/2013,26.92,0.00037154
07/02/2013,26.91,0.0029773
06/02/2013,26.83,-0.00334884
05/02/2013,26.92,0.001115034
04/02/2013,26.89,-0.011094788
01/02/2013,27.19,0.005901898
31/01/2013,27.03,-0.002586368
30/01/2013,27.1,-0.006253469
29/01/2013,27.27,0.018878962
28/01/2013,26.76,0.003743921
25/01/2013,26.66,0.006019582
24/01/2013,26.5,-0.000754432
23/01/2013,26.52,-0.000753864
22/01/2013,26.54,0.011368065
18/01/2013,26.24,0.008035245
17/01/2013,26.03,0.005779249
16/01/2013,25.88,-0.000772499
15/01/2013,25.9,0.000772499
14/01/2013,25.88,0.004647568
11/01/2013,25.76,0.010144449
10/01/2013,25.5,0.012231362
09/01/2013,25.19,0.009573268
08/01/2013,24.95,-0.007984074
07/01/2013,25.15,-0.009891277
04/01/2013,25.4,0.007111843
03/01/2013,25.22,-0.001188825
02/01/2013,25.25,0.014360039
31/12/2012,24.89,0.010500904
28/12/2012,24.63,-0.00364742
27/12/2012,24.72,0.000404613
26/12/2012,24.71,-0.008061309
24/12/2012,24.91,-0.002405775
21/12/2012,24.97,-0.002000401
20/12/2012,25.02,0.013277202
19/12/2012,24.69,0.001621403
18/12/2012,24.65,0.009374432
17/12/2012,24.42,0.011118089
14/12/2012,24.15,-0.001241465
13/12/2012,24.18,-0.008237279
12/12/2012,24.38,0.008237279
11/12/2012,24.18,-0.012739026
10/12/2012,24.49,0.002043737
07/12/2012,24.44,-0.004083305
06/12/2012,24.54,-0.001221747
05/12/2012,24.57,0.015586862
04/12/2012,24.19,-0.006181763
03/12/2012,24.34,0.007008893
30/11/2012,24.17,0.009979293
29/11/2012,23.93,0.004607338
28/11/2012,23.82,0.006739705
27/11/2012,23.66,-0.008836582
26/11/2012,23.87,-0.006264376
23/11/2012,24.02,0.003753915
21/11/2012,23.93,0
20/11/2012,23.93,0.004607338
19/11/2012,23.82,-0.002934397
16/11/2012,23.89,0.020723939
15/11/2012,23.4,-0.01020417
14/11/2012,23.64,-0.015530218
13/11/2012,24.01,-0.000416406
12/11/2012,24.02,-0.011589534
09/11/2012,24.3,-0.007380107
08/11/2012,24.48,-0.001632653
07/11/2012,24.52,-0.016983829
06/11/2012,24.94,0.006032594
05/11/2012,24.79,-0.017196984
02/11/2012,25.22,-0.009078412
01/11/2012,25.45,-0.000785546
31/10/2012,25.47,0.000392696
26/10/2012,25.46,-0.003137257
25/10/2012,25.54,0.014990419
24/10/2012,25.16,0.003184716
23/10/2012,25.08,-0.007547206
22/10/2012,25.27,-0.005918344
19/10/2012,25.42,-0.010565545
18/10/2012,25.69,-0.000389181
17/10/2012,25.7,0.010954726
16/10/2012,25.42,-0.001572327
15/10/2012,25.46,0.005513996
12/10/2012,25.32,-0.005121146
11/10/2012,25.45,-0.003921574
10/10/2012,25.55,-0.004685678
09/10/2012,25.67,0.001169363
08/10/2012,25.64,-0.003503994
05/10/2012,25.73,-0.003878981
04/10/2012,25.83,0.008944256
03/10/2012,25.6,0.001172562
02/10/2012,25.57,0.00549021
01/10/2012,25.43,-0.001964251
28/09/2012,25.48,-0.001176701
27/09/2012,25.51,0.001569243
26/09/2012,25.47,-0.001569243
25/09/2012,25.51,-0.007809489
24/09/2012,25.71,0.008201569
21/09/2012,25.5,-0.003523198
20/09/2012,25.59,0.002739192
19/09/2012,25.52,0.000784006
18/09/2012,25.5,0
17/09/2012,25.5,-0.004304448
14/09/2012,25.61,0
13/09/2012,25.61,0.01020417
12/09/2012,25.35,0.003160809
11/09/2012,25.27,0.003170831
10/09/2012,25.19,-0.004357305
07/09/2012,25.3,-0.005518343
06/09/2012,25.44,0.020652045
05/09/2012,24.92,0.00886745
04/09/2012,24.7,0.014682156
31/08/2012,24.34,0.00082203
30/08/2012,24.32,-0.002053811
29/08/2012,24.37,-0.002459018
28/08/2012,24.43,0.006570866
27/08/2012,24.27,0.005370804
24/08/2012,24.14,0.005816385
23/08/2012,24,-0.010775073
22/08/2012,24.26,-0.003292184
21/08/2012,24.34,-0.012250051
20/08/2012,24.64,-0.002432105
17/08/2012,24.7,-0.004846536
16/08/2012,24.82,-0.006825965
15/08/2012,24.99,-0.002398083
14/08/2012,25.05,0.005203134
13/08/2012,24.92,-0.009982115
10/08/2012,25.17,-0.002777229
09/08/2012,25.24,-0.001583532
08/08/2012,25.28,0.003566479
07/08/2012,25.19,-0.004752484
06/08/2012,25.31,0.001186005
03/08/2012,25.28,0.009938464
02/08/2012,25.03,-0.013886357
01/08/2012,25.38,-0.008240188
31/07/2012,25.59,-0.00156189
30/07/2012,25.63,0.001171189
27/07/2012,25.6,0.005483758
26/07/2012,25.46,0.013444252
25/07/2012,25.12,0.000398168
24/07/2012,25.11,-0.007933401
23/07/2012,25.31,-0.012954057
20/07/2012,25.64,0.011769457
19/07/2012,25.34,0.001975114
18/07/2012,25.29,0.000791139
17/07/2012,25.27,0.011542417
16/07/2012,24.98,-0.006782392
13/07/2012,25.15,0.018864698
12/07/2012,24.68,0.00568876
11/07/2012,24.54,0.003674223
10/07/2012,24.45,0.001637332
09/07/2012,24.41,-0.013832605
06/07/2012,24.75,0.007706386
05/07/2012,24.56,-0.010127694
03/07/2012,24.81,-0.000402982
02/07/2012,24.82,0.002824291
29/06/2012,24.75,0.009336378
28/06/2012,24.52,0.003677226
27/06/2012,24.43,0.006982982
26/06/2012,24.26,-0.001235839
25/06/2012,24.29,-0.000823045
22/06/2012,24.31,0.009921537
21/06/2012,24.07,-0.033499865
20/06/2012,24.89,-0.007205796
19/06/2012,25.07,-0.010712263
18/06/2012,25.34,0
15/06/2012,25.34,0.000789578
14/06/2012,25.32,0.001976676
13/06/2012,25.27,-0.005918344
12/06/2012,25.42,0.011871924
11/06/2012,25.12,-0.005161814
08/06/2012,25.25,0.005559983
07/06/2012,25.11,0.005591069
06/06/2012,24.97,0.008445656
05/06/2012,24.76,0.001212366
04/06/2012,24.73,0.000404449
01/06/2012,24.72,-0.014856728
31/05/2012,25.09,0.001994814
30/05/2012,25.04,-0.008747571
29/05/2012,25.26,0.008747571
25/05/2012,25.04,0.003200003
24/05/2012,24.96,0.008853177
