Date,Close,NI
23/05/2012,24.74,-0.001211877
22/05/2012,24.77,-0.001613554
21/05/2012,24.81,0.015434912
18/05/2012,24.43,-0.009370612
17/05/2012,24.66,-0.014892608
16/05/2012,25.03,-0.002394255
15/05/2012,25.09,-0.001194981
14/05/2012,25.12,-0.005161814
11/05/2012,25.25,-0.000395961
10/05/2012,25.26,0.012749177
09/05/2012,24.94,0.003615188
08/05/2012,24.85,0.001207973
07/05/2012,24.82,-0.004020914
04/05/2012,24.92,0.00603745
03/05/2012,24.77,-0.010841303
02/05/2012,25.04,-0.011514918
01/05/2012,25.33,0.027212564
30/04/2012,24.65,0.00651203
27/04/2012,24.49,0.001634655
26/04/2012,24.45,-0.006116227
25/04/2012,24.6,0.011036286
24/04/2012,24.33,0.001233806
23/04/2012,24.3,-0.004516534
20/04/2012,24.41,0.014026633
19/04/2012,24.07,-0.010332805
18/04/2012,24.32,-0.001643386
17/04/2012,24.36,0.00824407
16/04/2012,24.16,0.009983444
13/04/2012,23.92,0.00083647
12/04/2012,23.9,0.007138388
11/04/2012,23.73,0.002531647
10/04/2012,23.67,-0.025444543
09/04/2012,24.28,-0.009020151
05/04/2012,24.5,0.009432098
04/04/2012,24.27,-0.010248091
03/04/2012,24.52,0.001632653
02/04/2012,24.48,0.005324608
30/03/2012,24.35,0.004115232
29/03/2012,24.25,0.012865917
28/03/2012,23.94,-0.00500001
27/03/2012,24.06,-0.006628028
26/03/2012,24.22,0.008291921
23/03/2012,24.02,0.003336117
22/03/2012,23.94,0.0096538
21/03/2012,23.71,0.008896479
20/03/2012,23.5,-0.003822472
19/03/2012,23.59,-0.000847458
16/03/2012,23.61,-0.012208108
15/03/2012,23.9,-0.002089865
14/03/2012,23.95,-0.014919464
13/03/2012,24.31,-0.002465079
12/03/2012,24.37,0.010726175
09/03/2012,24.11,0.008748233
08/03/2012,23.9,0.012208108
07/03/2012,23.61,0.000423639
06/03/2012,23.6,-0.005914677
05/03/2012,23.74,0.002108371
02/03/2012,23.69,-0.00798827
01/03/2012,23.88,-0.005012542
29/02/2012,24,0.015536739
28/02/2012,23.63,0.003391271
27/02/2012,23.55,-0.00550499
24/02/2012,23.68,0.005080451
23/02/2012,23.56,0.001699236
22/02/2012,23.52,-0.008467451
21/02/2012,23.72,-0.00294675
17/02/2012,23.79,0.029432707
16/02/2012,23.1,0.012633581
15/02/2012,22.81,-0.002626972
14/02/2012,22.87,-0.003056104
13/02/2012,22.94,-0.005217403
10/02/2012,23.06,-0.005190323
09/02/2012,23.18,-0.015411264
08/02/2012,23.54,0.010247741
07/02/2012,23.3,0.014264344
06/02/2012,22.97,-0.001739887
03/02/2012,23.01,0.006540246
02/02/2012,22.86,-0.025481837
01/02/2012,23.45,0.031184857
31/01/2012,22.73,-0.001318971
30/01/2012,22.76,-0.006132301
27/01/2012,22.9,-0.020316238
26/01/2012,23.37,0.010755105
25/01/2012,23.12,0.012184659
24/01/2012,22.84,-0.007850019
23/01/2012,23.02,0.007850019
20/01/2012,22.84,0.00087604
19/01/2012,22.82,-0.02680662
18/01/2012,23.44,-0.001279045
17/01/2012,23.47,0.013296357
13/01/2012,23.16,0.027578898
12/01/2012,22.53,0.002666668
11/01/2012,22.47,-0.01457945
10/01/2012,22.8,-0.003065472
09/01/2012,22.87,-0.005668208
06/01/2012,23,-0.003905407
05/01/2012,23.09,-0.002163098
04/01/2012,23.14,-0.009034262
03/01/2012,23.35,-0.019508676
30/12/2011,23.81,-0.002935628
29/12/2011,23.88,0.010101096
28/12/2011,23.64,-0.000845666
27/12/2011,23.66,0.0101955
23/12/2011,23.42,0.009869207
22/12/2011,23.19,-0.000862069
21/12/2011,23.21,0.01344631
20/12/2011,22.9,0.034202756
19/12/2011,22.13,-0.0179136
16/12/2011,22.53,0.011158339
15/12/2011,22.28,0.01857358
14/12/2011,21.87,-0.017226174
13/12/2011,22.25,0.017226174
12/12/2011,21.87,-0.017226174
09/12/2011,22.25,0.018141087
08/12/2011,21.85,-0.022177872
07/12/2011,22.34,-0.011128537
06/12/2011,22.59,-0.002210923
05/12/2011,22.64,0.003539827
02/12/2011,22.56,-0.011458918
01/12/2011,22.82,-0.003936152
30/11/2011,22.91,0.035995888
29/11/2011,22.1,0.027059665
28/11/2011,21.51,0.007466204
25/11/2011,21.35,0.005636464
23/11/2011,21.23,-0.014032036
22/11/2011,21.53,-0.004171501
21/11/2011,21.62,-0.017423641
18/11/2011,22,0.000454649
17/11/2011,21.99,0.006844654
16/11/2011,21.84,-0.012286844
15/11/2011,22.11,0.001810775
14/11/2011,22.07,-0.017961866
11/11/2011,22.47,0.024781624
10/11/2011,21.92,0.010087202
09/11/2011,21.7,-0.029066533
08/11/2011,22.34,0.007187812
07/11/2011,22.18,-0.002251746
04/11/2011,22.23,0.003605231
03/11/2011,22.15,0.016845379
02/11/2011,21.78,0.021346518
01/11/2011,21.32,-0.035479418
31/10/2011,22.09,-0.019278786
28/10/2011,22.52,0.005342844
27/10/2011,22.4,-0.000446329
26/10/2011,22.41,-0.008884998
25/10/2011,22.61,-0.013617606
24/10/2011,22.92,0.000872981
21/10/2011,22.9,0.02252248
20/10/2011,22.39,0.006721961
19/10/2011,22.24,-0.010288617
18/10/2011,22.47,0.015246932
17/10/2011,22.13,0.017320397
14/10/2011,21.75,-0.000919118
13/10/2011,21.77,0.010157059
12/10/2011,21.55,-0.001854428
11/10/2011,21.59,-0.030111764
10/10/2011,22.25,0.031966192
07/10/2011,21.55,-0.007397167
06/10/2011,21.71,0.013914881
05/10/2011,21.41,0.010800762
04/10/2011,21.18,0.015223891
03/10/2011,20.86,-0.024622456
30/09/2011,21.38,-0.013011336
29/09/2011,21.66,0.011142177
28/09/2011,21.42,-0.007441895
27/09/2011,21.58,0.011183714
26/09/2011,21.34,0.011784251
23/09/2011,21.09,0.008571481
22/09/2011,20.91,-0.035701302
21/09/2011,21.67,-0.038030839
20/09/2011,22.51,0.013417017
19/09/2011,22.21,0.001351656
16/09/2011,22.18,0.004971762
15/09/2011,22.07,0.010018299
14/09/2011,21.85,0.025493849
13/09/2011,21.3,0.009434032
12/09/2011,21.1,0.003798675
09/09/2011,21.02,-0.023972946
08/09/2011,21.53,0.004655502
07/09/2011,21.43,0.025042651
06/09/2011,20.9,-0.000478354
02/09/2011,20.91,-0.01471662
01/09/2011,21.22,-0.006575881
31/08/2011,21.36,0.005633818
30/08/2011,21.24,0.00851069
29/08/2011,21.06,0.025001302
26/08/2011,20.54,0.006839304
25/08/2011,20.4,-0.021819047
24/08/2011,20.85,0.025256321
23/08/2011,20.33,0.013369845
22/08/2011,20.06,-0.008933062
19/08/2011,20.24,0.003464492
18/08/2011,20.17,-0.022549975
17/08/2011,20.63,0.012683097
16/08/2011,20.37,-0.001961747
15/08/2011,20.41,0.038965969
12/08/2011,19.63,-0.009127852
11/08/2011,19.81,0.043855364
10/08/2011,18.96,-0.008926287
09/08/2011,19.13,0.045997413
08/08/2011,18.27,-0.067714916
05/08/2011,19.55,-0.007135606
04/08/2011,19.69,-0.045665502
03/08/2011,20.61,0.010241494
02/08/2011,20.4,0.013820556
01/08/2011,20.12,-0.000496894
29/07/2011,20.13,-0.006437259
28/07/2011,20.26,-0.004923693
27/07/2011,20.36,-0.023781757
26/07/2011,20.85,-0.00907144
25/07/2011,21.04,-0.000950119
22/07/2011,21.06,-0.009451866
21/07/2011,21.26,0.012781239
20/07/2011,20.99,0.013429458
19/07/2011,20.71,0.021968177
18/07/2011,20.26,-0.008845267
15/07/2011,20.44,0.004904375
14/07/2011,20.34,0.004434597
13/07/2011,20.25,0.001977262
12/07/2011,20.21,0.001485516
11/07/2011,20.18,-0.020599061
08/07/2011,20.6,0.000971345
07/07/2011,20.58,0.007804918
06/07/2011,20.42,-0.004397759
05/07/2011,20.51,-0.003892949
01/07/2011,20.59,0.016650727
30/06/2011,20.25,0.005446906
29/06/2011,20.14,0.010481753
28/06/2011,19.93,0.010085814
27/06/2011,19.73,0.012752022
24/06/2011,19.48,0.016041741
23/06/2011,19.17,-0.01244184
22/06/2011,19.41,-0.006163348
21/06/2011,19.53,0.00102459
20/06/2011,19.51,0.000512689
17/06/2011,19.5,0.01030937
16/06/2011,19.3,0.006237026
15/06/2011,19.18,-0.015520229
14/06/2011,19.48,0.006695879
13/06/2011,19.35,-0.002580647
10/06/2011,19.4,-0.009746166
09/06/2011,19.59,0.006658155
08/06/2011,19.46,-0.003590668
07/06/2011,19.53,0.004104675
06/06/2011,19.45,-0.012263823
03/06/2011,19.69,-0.005571045
02/06/2011,19.8,-0.008048333
01/06/2011,19.96,-0.016890615
31/05/2011,20.3,0.002960042
27/05/2011,20.24,0.004456556
26/05/2011,20.15,0
25/05/2011,20.15,0.008472515
24/05/2011,19.98,-0.003996009
23/05/2011,20.06,-0.015335448
20/05/2011,20.37,-0.006849342
19/05/2011,20.51,0.00734038
18/05/2011,20.36,0.003444038
17/05/2011,20.29,0.006923865
16/05/2011,20.15,-0.010367903
13/05/2011,20.36,-0.005876608
12/05/2011,20.48,0.00685941
11/05/2011,20.34,0.001476015
10/05/2011,20.31,0.032018743
09/05/2011,19.67,0.011761833
06/05/2011,19.44,-0.005642487
05/05/2011,19.55,-0.013716242
04/05/2011,19.82,0.009632521
03/05/2011,19.63,0.005619427
02/05/2011,19.52,0.003592511
29/04/2011,19.45,0.001543607
28/04/2011,19.42,0.002577985
27/04/2011,19.37,-0.003092786
26/04/2011,19.43,0.010346704
25/04/2011,19.23,0.005736652
21/04/2011,19.12,0.00157027
20/04/2011,19.09,0.016372164
19/04/2011,18.78,-0.006898409
18/04/2011,18.91,-0.013655674
15/04/2011,19.17,0.013126993
14/04/2011,18.92,0.009025811
13/04/2011,18.75,0.001067236
12/04/2011,18.73,-0.004262127
11/04/2011,18.81,-0.00899715
08/04/2011,18.98,-0.005254873
07/04/2011,19.08,-0.009908816
06/04/2011,19.27,0.000519076
05/04/2011,19.26,-0.005178675
04/04/2011,19.36,-0.000516396
01/04/2011,19.37,0.009857408
31/03/2011,19.18,-0.002083334
30/03/2011,19.22,0.012038879
29/03/2011,18.99,0.013786008
28/03/2011,18.73,-0.003730353
25/03/2011,18.8,-0.002656044
24/03/2011,18.85,0.009059481
23/03/2011,18.68,-0.000535189
22/03/2011,18.69,-0.006931513
21/03/2011,18.82,0.015529094
18/03/2011,18.53,0.007584002
17/03/2011,18.39,0.005452576
16/03/2011,18.29,-0.015731271
15/03/2011,18.58,-0.007506738
14/03/2011,18.72,-0.011155494
11/03/2011,18.93,0
10/03/2011,18.93,-0.030691616
09/03/2011,19.52,0.010298752
08/03/2011,19.32,0.011976191
07/03/2011,19.09,0.000523972
04/03/2011,19.08,-0.007830894
03/03/2011,19.23,0.013085766
02/03/2011,18.98,0.006342516
01/03/2011,18.86,-0.015781495
28/02/2011,19.16,0.011020841
25/02/2011,18.95,0.011677415
24/02/2011,18.73,0.003208559
23/02/2011,18.67,-0.012243965
22/02/2011,18.9,-0.010526413
18/02/2011,19.1,0.001571915
17/02/2011,19.07,0.006312488
16/02/2011,18.95,-0.003687126
15/02/2011,19.02,0.00315956
14/02/2011,18.96,0
11/02/2011,18.96,0.004758137
10/02/2011,18.87,0.009584738
09/02/2011,18.69,-0.004271229
08/02/2011,18.77,0.005877655
07/02/2011,18.66,0.014031531
04/02/2011,18.4,-0.004879381
03/02/2011,18.49,0.007600471
02/02/2011,18.35,-0.020496942
01/02/2011,18.73,0.005890245
31/01/2011,18.62,0.000537201
28/01/2011,18.61,-0.007494682
27/01/2011,18.75,-0.002663117
26/01/2011,18.8,-0.001063264
25/01/2011,18.82,0.003193191
