Date,Close,PGR
26/03/2013,24.98,0.005217752
25/03/2013,24.85,-0.000804505
22/03/2013,24.87,0.001207001
21/03/2013,24.84,-0.00361664
20/03/2013,24.93,-0.000401043
19/03/2013,24.94,0.000401043
18/03/2013,24.93,-0.007990454
15/03/2013,25.13,-0.009899111
14/03/2013,25.38,0.002761888
13/03/2013,25.31,0.016331771
12/03/2013,24.9,-0.00080289
11/03/2013,24.92,0.003215437
08/03/2013,24.84,0.001611604
07/03/2013,24.8,0.002422286
06/03/2013,24.74,0.003644466
05/03/2013,24.65,0.005287789
04/03/2013,24.52,0.004086642
01/03/2013,24.42,0.002460026
28/02/2013,24.36,-0.007361996
27/02/2013,24.54,0.009828089
26/02/2013,24.3,0.00992564
25/02/2013,24.06,-0.027061922
22/02/2013,24.72,0.009756175
21/02/2013,24.48,0.007380107
20/02/2013,24.3,-0.007788521
19/02/2013,24.49,0.012325546
15/02/2013,24.19,0.007885494
14/02/2013,24,-0.020211041
13/02/2013,24.49,0.03068234
12/02/2013,23.75,0.008032172
11/02/2013,23.56,0.005106394
08/02/2013,23.44,0.010291686
07/02/2013,23.2,0.001725626
06/02/2013,23.16,0.009108716
05/02/2013,22.95,0.011834458
04/02/2013,22.68,0
01/02/2013,22.68,0.008412713
31/01/2013,22.49,0.001334817
30/01/2013,22.46,-0.003111805
29/01/2013,22.53,0.002221729
28/01/2013,22.48,-0.006650435
25/01/2013,22.63,-0.001324796
24/01/2013,22.66,0.001766785
23/01/2013,22.62,-0.014483466
22/01/2013,22.95,0.010072343
18/01/2013,22.72,0.005295688
17/01/2013,22.6,0.000442576
16/01/2013,22.59,-0.002652521
15/01/2013,22.65,0.004424786
14/01/2013,22.55,0.009356272
11/01/2013,22.34,-0.001788909
10/01/2013,22.38,0.01712525
09/01/2013,22,0.000909504
08/01/2013,21.98,-0.001818182
07/01/2013,22.02,-0.01128935
04/01/2013,22.27,0.01083532
03/01/2013,22.03,0.015553836
02/01/2013,21.69,0.027578284
31/12/2012,21.1,0.011919092
28/12/2012,20.85,-0.005738897
27/12/2012,20.97,-0.011851288
26/12/2012,21.22,-0.000471143
24/12/2012,21.23,0.001414094
21/12/2012,21.2,-0.014981554
20/12/2012,21.52,0.006059212
19/12/2012,21.39,-0.002801122
18/12/2012,21.45,0.008427016
17/12/2012,21.27,0.013251495
14/12/2012,20.99,-0.008066473
13/12/2012,21.16,-0.012212458
12/12/2012,21.42,-0.002797205
11/12/2012,21.48,-0.008344972
10/12/2012,21.66,0.008344972
07/12/2012,21.48,0.00233046
06/12/2012,21.43,-0.004655502
05/12/2012,21.53,0.01875348
04/12/2012,21.13,-0.001418775
03/12/2012,21.16,-0.004244288
30/11/2012,21.25,-0.015873349
29/11/2012,21.59,0.009774339
28/11/2012,21.38,-0.000467617
27/11/2012,21.39,-0.013005292
26/11/2012,21.67,-0.006898165
23/11/2012,21.82,0.010596736
21/11/2012,21.59,-0.00046307
20/11/2012,21.6,0.006036703
19/11/2012,21.47,-0.049078454
16/11/2012,22.55,0.014292338
15/11/2012,22.23,-0.00583092
14/11/2012,22.36,0.00673101
13/11/2012,22.21,-0.002248708
12/11/2012,22.26,-0.004034975
09/11/2012,22.35,0.011701304
08/11/2012,22.09,0
07/11/2012,22.09,-0.01438227
06/11/2012,22.41,0.009865551
05/11/2012,22.19,0.005422517
02/11/2012,22.07,-0.01439521
01/11/2012,22.39,0.004027752
31/10/2012,22.3,-0.01247788
26/10/2012,22.58,-0.000442772
25/10/2012,22.59,-0.007057815
24/10/2012,22.75,0.002200221
23/10/2012,22.7,-0.004395611
22/10/2012,22.8,-0.005249356
19/10/2012,22.92,-0.00695655
18/10/2012,23.08,0.003472226
17/10/2012,23,0.025540798
16/10/2012,22.42,0.010762436
15/10/2012,22.18,-0.000901307
12/10/2012,22.2,0.006326275
11/10/2012,22.06,-0.002263981
10/10/2012,22.11,0.018717734
09/10/2012,21.7,-0.00551472
08/10/2012,21.82,0.0004584
05/10/2012,21.81,0.008749768
04/10/2012,21.62,0.006496543
03/10/2012,21.48,0.008415197
02/10/2012,21.3,0.019436497
01/10/2012,20.89,0.007206373
28/09/2012,20.74,-0.012934312
27/09/2012,21.01,0.013899097
26/09/2012,20.72,-0.005294838
25/09/2012,20.83,-0.010981251
24/09/2012,21.06,-0.009922123
21/09/2012,21.27,0.012775191
20/09/2012,21,0.001906578
19/09/2012,20.96,0.006701796
18/09/2012,20.82,0.002404425
17/09/2012,20.77,-0.001924003
14/09/2012,20.81,0.007234177
13/09/2012,20.66,0.020538619
12/09/2012,20.24,0.021978907
11/09/2012,19.8,0.008622929
10/09/2012,19.63,0.012301539
07/09/2012,19.39,-0.00411735
06/09/2012,19.47,0.003086422
05/09/2012,19.41,0
04/09/2012,19.41,-0.006163348
31/08/2012,19.53,0.000512164
30/08/2012,19.52,-0.002047084
29/08/2012,19.56,-0.015220994
28/08/2012,19.86,-0.002012073
27/08/2012,19.9,0.007060039
24/08/2012,19.76,0.009661911
23/08/2012,19.57,-0.007635568
22/08/2012,19.72,-0.003037977
21/08/2012,19.78,0.000505689
20/08/2012,19.77,0.001518603
17/08/2012,19.74,-0.003034904
16/08/2012,19.8,-0.004032264
15/08/2012,19.88,0.004032264
14/08/2012,19.8,0.003034904
13/08/2012,19.74,-0.000506457
10/08/2012,19.75,-0.001517835
09/08/2012,19.78,0.004560434
08/08/2012,19.69,-0.005571045
07/08/2012,19.8,0.015780424
06/08/2012,19.49,-0.004096268
03/08/2012,19.57,0.017006336
02/08/2012,19.24,-0.026668247
01/08/2012,19.76,0.001012658
31/07/2012,19.74,-0.004548909
30/07/2012,19.83,0.002524616
27/07/2012,19.78,0.009652094
26/07/2012,19.59,0.001532567
25/07/2012,19.56,0.002047084
24/07/2012,19.52,-0.017268078
23/07/2012,19.86,-0.008024115
20/07/2012,20.02,-0.003490405
19/07/2012,20.09,0.002991029
18/07/2012,20.03,0.001999001
17/07/2012,19.99,0.005517947
16/07/2012,19.88,-0.005017572
13/07/2012,19.98,0.022780028
12/07/2012,19.53,-0.050909196
11/07/2012,20.55,0.000486736
10/07/2012,20.54,-0.000486736
09/07/2012,20.55,-0.001458789
06/07/2012,20.58,-0.000971345
05/07/2012,20.6,-0.007255171
03/07/2012,20.75,0.002895755
02/07/2012,20.69,-0.006743764
29/06/2012,20.83,0.010132777
28/06/2012,20.62,-0.007248159
27/06/2012,20.77,0.016015873
26/06/2012,20.44,0.002449181
25/06/2012,20.39,-0.010246491
22/06/2012,20.6,-0.000485319
21/06/2012,20.61,-0.021124165
20/06/2012,21.05,0.002378122
19/06/2012,21,0.010531452
18/06/2012,20.78,0.001444739
15/06/2012,20.75,-0.000963391
14/06/2012,20.77,0.001445435
13/06/2012,20.74,-0.045248058
12/06/2012,21.7,0.014856355
11/06/2012,21.38,-0.024030731
08/06/2012,21.9,0.000456725
07/06/2012,21.89,-0.004557893
06/06/2012,21.99,0.038947899
05/06/2012,21.15,0.002366865
04/06/2012,21.1,-0.008024589
01/06/2012,21.27,-0.021396165
31/05/2012,21.73,0.00646355
30/05/2012,21.59,-0.009220904
29/05/2012,21.79,0.008294978
25/05/2012,21.61,0.004638227
24/05/2012,21.51,0.003726134
23/05/2012,21.43,0.008434914
22/05/2012,21.25,-0.002350177
21/05/2012,21.3,-0.000469373
18/05/2012,21.31,-0.0014068
17/05/2012,21.34,-0.000468494
16/05/2012,21.35,-0.023149182
15/05/2012,21.85,-0.005476965
14/05/2012,21.97,-0.000909918
11/05/2012,21.99,-0.001817356
10/05/2012,22.03,0.003638021
09/05/2012,21.95,-0.003183992
08/05/2012,22.02,0.002273245
07/05/2012,21.97,0.008226737
04/05/2012,21.79,-0.000458821
03/05/2012,21.8,0.004136986
02/05/2012,21.71,0.002305742
01/05/2012,21.66,0.016760169
30/04/2012,21.3,-0.009810871
27/04/2012,21.51,0.00559442
26/04/2012,21.39,-0.001401542
25/04/2012,21.42,0.000466962
24/04/2012,21.41,0.007501207
23/04/2012,21.25,-0.005631174
20/04/2012,21.37,-0.046179634
19/04/2012,22.38,-0.009782203
18/04/2012,22.6,-0.004415018
17/04/2012,22.7,0.003972638
16/04/2012,22.61,0.012013493
13/04/2012,22.34,-0.011128537
12/04/2012,22.59,-0.00132714
11/04/2012,22.62,-0.005730675
10/04/2012,22.75,-0.003948239
09/04/2012,22.84,-0.011752039
05/04/2012,23.11,0
04/04/2012,23.11,0.00433652
03/04/2012,23.01,-0.012524457
02/04/2012,23.3,0.005163523
30/03/2012,23.18,0.006926435
29/03/2012,23.02,-0.007788875
28/03/2012,23.2,0.005619206
27/03/2012,23.07,-0.002164972
26/03/2012,23.12,0.013499008
23/03/2012,22.81,0.009691706
22/03/2012,22.59,-0.002652521
21/03/2012,22.65,-0.007915609
20/03/2012,22.83,0.000438116
19/03/2012,22.82,0.010130014
16/03/2012,22.59,-0.014502561
15/03/2012,22.92,0.003058775
14/03/2012,22.85,0.009232864
13/03/2012,22.64,0.035059771
12/03/2012,21.86,0.009653028
09/03/2012,21.65,0.012549549
08/03/2012,21.38,0.00704063
07/03/2012,21.23,0.000471143
06/03/2012,21.22,-0.026507016
05/03/2012,21.79,0.010147689
02/03/2012,21.57,0.008847555
01/03/2012,21.38,-0.001869159
29/02/2012,21.42,-0.005586607
28/02/2012,21.54,0.004653336
27/02/2012,21.44,0.000466527
24/02/2012,21.43,-0.005584007
23/02/2012,21.55,0.008387747
22/02/2012,21.37,-0.010242175
21/02/2012,21.59,0.006971908
17/02/2012,21.44,-0.006508624
16/02/2012,21.58,0.011183714
15/02/2012,21.34,-0.019949629
14/02/2012,21.77,0.001839081
13/02/2012,21.73,0.013435458
10/02/2012,21.44,0
09/02/2012,21.44,0.005143804
08/02/2012,21.33,0.005170399
07/02/2012,21.22,0.003304228
06/02/2012,21.15,-0.009411834
03/02/2012,21.35,0.01843588
02/02/2012,20.96,0.007662873
01/02/2012,20.8,0.025317808
31/01/2012,20.28,0.003952574
30/01/2012,20.2,-0.011321804
27/01/2012,20.43,-0.007315322
26/01/2012,20.58,0.00097229
25/01/2012,20.56,0.011249813
24/01/2012,20.33,-0.017552864
23/01/2012,20.69,-0.006743764
20/01/2012,20.83,0.003366197
19/01/2012,20.76,0.044824051
18/01/2012,19.85,0.011144999
17/01/2012,19.63,0.008184189
13/01/2012,19.47,-0.011743816
12/01/2012,19.7,0.002541297
11/01/2012,19.65,0.001527884
10/01/2012,19.62,0.003574168
09/01/2012,19.55,0.002048132
06/01/2012,19.51,0.004108891
05/01/2012,19.43,0.008787857
04/01/2012,19.26,-0.004145084
03/01/2012,19.34,-0.008751665
30/12/2011,19.51,-0.003581482
29/12/2011,19.58,0.011816218
28/12/2011,19.35,-0.006695879
27/12/2011,19.48,0.010320009
23/12/2011,19.28,0.011476391
22/12/2011,19.06,0.004733114
21/12/2011,18.97,0.004755623
20/12/2011,18.88,0.027384261
19/12/2011,18.37,-0.016199058
16/12/2011,18.67,0.001071811
15/12/2011,18.65,0.004298771
14/12/2011,18.57,0.031731327
13/12/2011,17.99,-0.006648224
12/12/2011,18.11,-0.011529087
09/12/2011,18.32,0.004924771
08/12/2011,18.23,-0.013620478
07/12/2011,18.48,-0.020354211
06/12/2011,18.86,-0.000530082
05/12/2011,18.87,0.014411779
02/12/2011,18.6,0.000537779
01/12/2011,18.59,-0.014419475
30/11/2011,18.86,0.053360507
29/11/2011,17.88,-0.003907345
28/11/2011,17.95,0.020828223
25/11/2011,17.58,-0.007932053
23/11/2011,17.72,-0.017897569
22/11/2011,18.04,-0.007180368
21/11/2011,18.17,-0.022313851
18/11/2011,18.58,0.007021363
17/11/2011,18.45,-0.032527528
16/11/2011,19.06,-0.021282921
15/11/2011,19.47,0.0061824
14/11/2011,19.35,-0.014366589
11/11/2011,19.63,0.020067563
10/11/2011,19.24,0.007826807
09/11/2011,19.09,-0.007826807
08/11/2011,19.24,0.025264502
07/11/2011,18.76,0.012335903
04/11/2011,18.53,-0.013933773
03/11/2011,18.79,0.010163233
02/11/2011,18.6,0.011354542
01/11/2011,18.39,-0.033158118
31/10/2011,19.01,-0.023909663
28/10/2011,19.47,-0.009202519
27/10/2011,19.65,0.028912701
26/10/2011,19.09,0.033016844
25/10/2011,18.47,-0.008088478
24/10/2011,18.62,0.00161247
21/10/2011,18.59,0.021751809
20/10/2011,18.19,0.006065638
19/10/2011,18.08,-0.005515734
18/10/2011,18.18,0.026757449
17/10/2011,17.7,-0.014025475
14/10/2011,17.95,-0.013281878
13/10/2011,18.19,-0.01689874
12/10/2011,18.5,0.006507615
11/10/2011,18.38,-0.024188226
10/10/2011,18.83,0.040092043
07/10/2011,18.09,-0.02511049
06/10/2011,18.55,0.021248416
05/10/2011,18.16,0.018338941
04/10/2011,17.83,0.031332668
03/10/2011,17.28,-0.027398974
30/09/2011,17.76,-0.01342302
29/09/2011,18,0.032178898
28/09/2011,17.43,-0.021005598
27/09/2011,17.8,0.013574869
26/09/2011,17.56,0.023042494
23/09/2011,17.16,0.004087597
22/09/2011,17.09,-0.011056266
21/09/2011,17.28,-0.040821995
20/09/2011,18,0.001111729
19/09/2011,17.98,-0.016000341
16/09/2011,18.27,0.004388378
15/09/2011,18.19,-0.004388378
14/09/2011,18.27,-0.000547196
13/09/2011,18.28,0.002190581
12/09/2011,18.24,0.01102547
09/09/2011,18.04,-0.026259715
08/09/2011,18.52,-0.000539811
07/09/2011,18.53,0.031243977
06/09/2011,17.96,-0.018753997
02/09/2011,18.3,-0.037011465
01/09/2011,18.99,-0.009955545
31/08/2011,19.18,0.022141126
30/08/2011,18.76,-0.006905738
29/08/2011,18.89,0.035015697
26/08/2011,18.24,0.002744992
25/08/2011,18.19,-0.026045965
24/08/2011,18.67,0.023300973
23/08/2011,18.24,0.026105342
22/08/2011,17.77,0.017026518
19/08/2011,17.47,-0.013644328
18/08/2011,17.71,-0.032225011
17/08/2011,18.29,-0.014115327
16/08/2011,18.55,-0.006448169
15/08/2011,18.67,0.022752878
12/08/2011,18.25,-0.007098037
11/08/2011,18.38,0.059978748
10/08/2011,17.31,-0.061609626
09/08/2011,18.41,0.067984611
08/08/2011,17.2,-0.071779682
05/08/2011,18.48,-0.005934736
04/08/2011,18.59,-0.034887259
03/08/2011,19.25,0.013072082
02/08/2011,19,-0.021864484
01/08/2011,19.42,-0.013299429
29/07/2011,19.68,0.000508259
28/07/2011,19.67,-0.008605469
27/07/2011,19.84,-0.019466549
26/07/2011,20.23,0.000494438
25/07/2011,20.22,-0.012288186
22/07/2011,20.47,0.007847024
21/07/2011,20.31,0.008405488
20/07/2011,20.14,0.001490684
19/07/2011,20.11,0.006986056
18/07/2011,19.97,-0.004496635
15/07/2011,20.06,-0.003483457
14/07/2011,20.13,-0.0384944
13/07/2011,20.92,-0.002863964
12/07/2011,20.98,-0.000476531
11/07/2011,20.99,-0.021212202
08/07/2011,21.44,-0.009285118
07/07/2011,21.64,0.011619931
06/07/2011,21.39,0.003277924
05/07/2011,21.32,-0.005612737
01/07/2011,21.44,0.002802431
30/06/2011,21.38,0.00609901
29/06/2011,21.25,0.014218249
28/06/2011,20.95,0.004784698
27/06/2011,20.85,0.014006508
24/06/2011,20.56,0.005364558
23/06/2011,20.45,-0.006822639
22/06/2011,20.59,-0.011108542
21/06/2011,20.82,0.013539859
20/06/2011,20.54,0.008802013
17/06/2011,20.36,0.015343038
16/06/2011,20.05,0.007007036
15/06/2011,19.91,-0.021858794
14/06/2011,20.35,0.014353129
13/06/2011,20.06,0.002495634
10/06/2011,20.01,-0.018321879
09/06/2011,20.38,0
08/06/2011,20.38,-0.007820177
07/06/2011,20.54,-0.008725213
06/06/2011,20.72,-0.011993428
03/06/2011,20.97,-0.009964495
02/06/2011,21.18,0.0037843
01/06/2011,21.1,-0.025732414
31/05/2011,21.65,0.003238495
27/05/2011,21.58,0.011652427
26/05/2011,21.33,0.00328716
25/05/2011,21.26,-0.012619938
24/05/2011,21.53,0.001394376
23/05/2011,21.5,-0.006952519
20/05/2011,21.65,-0.005986663
19/05/2011,21.78,0.022754639
18/05/2011,21.29,0.006124872
17/05/2011,21.16,-0.002360162
16/05/2011,21.21,0.002832863
13/05/2011,21.15,-0.015947805
12/05/2011,21.49,0.004664188
11/05/2011,21.39,-0.012081931
10/05/2011,21.65,-0.000461787
09/05/2011,21.66,-0.000922935
06/05/2011,21.68,0.005086716
05/05/2011,21.57,-0.012897461
04/05/2011,21.85,-0.002742232
03/05/2011,21.91,0.000456517
02/05/2011,21.9,-0.001824818
29/04/2011,21.94,0.001368301
28/04/2011,21.91,0.015639693
27/04/2011,21.57,0.027257327
26/04/2011,20.99,-0.002854426
25/04/2011,21.05,-0.003319899
21/04/2011,21.12,0.005221944
20/04/2011,21.01,0.004292876
19/04/2011,20.92,-0.007144589
18/04/2011,21.07,-0.016941582
15/04/2011,21.43,0.014097978
14/04/2011,21.13,-0.013164271
13/04/2011,21.41,0.001402197
12/04/2011,21.38,-0.00652683
11/04/2011,21.52,0.012155362
08/04/2011,21.26,0.001412097
07/04/2011,21.23,-0.010775461
06/04/2011,21.46,0.01407813
05/04/2011,21.16,-0.007063839
04/04/2011,21.31,0.004703678
01/04/2011,21.21,0.003778937
31/03/2011,21.13,-0.000946074
30/03/2011,21.15,0.003315182
29/03/2011,21.08,0.010970775
28/03/2011,20.85,-0.000958773
25/03/2011,20.87,0
24/03/2011,20.87,0.010113257
23/03/2011,20.66,-0.012506176
22/03/2011,20.92,0.000478126
21/03/2011,20.91,0.01154414
18/03/2011,20.67,0.008258488
17/03/2011,20.5,0.008819263
16/03/2011,20.32,0.001477469
15/03/2011,20.29,-0.01370555
14/03/2011,20.57,-0.013520245
11/03/2011,20.85,0.002881846
10/03/2011,20.79,-0.013852622
09/03/2011,21.08,0.000949217
08/03/2011,21.06,0.017241806
07/03/2011,20.7,-0.008658063
04/03/2011,20.88,0.009141271
03/03/2011,20.69,0.027439252
02/03/2011,20.13,-0.017725723
01/03/2011,20.49,-0.016457293
28/02/2011,20.83,0.019389846
25/02/2011,20.43,0.008849615
24/02/2011,20.25,0.00445435
23/02/2011,20.16,0.003478264
22/02/2011,20.09,-0.015312722
18/02/2011,20.4,0
17/02/2011,20.4,0.009357369
16/02/2011,20.21,0.002477088
15/02/2011,20.16,0.009970172
14/02/2011,19.96,-0.009474018
11/02/2011,20.15,0.001489943
10/02/2011,20.12,-0.003968259
09/02/2011,20.2,-0.000989609
08/02/2011,20.22,0.008941937
07/02/2011,20.04,-0.004480963
04/02/2011,20.13,0.013000183
03/02/2011,19.87,0.000503398
02/02/2011,19.86,-0.00752449
01/02/2011,20.01,0.010045288
31/01/2011,19.81,0.007600746
28/01/2011,19.66,-0.016646034
27/01/2011,19.99,0
26/01/2011,19.99,0.007028141
25/01/2011,19.85,-0.001007049
24/01/2011,19.87,0.011642754
21/01/2011,19.64,-0.016662845
