Date,Close,DRI
27/12/2013,54.33,0.000184077
26/12/2013,54.32,0.005723269
24/12/2013,54.01,-0.006275399
23/12/2013,54.35,0.06185583
20/12/2013,51.09,0.001371071
19/12/2013,51.02,-0.036563627
18/12/2013,52.92,0.011211519
17/12/2013,52.33,0.000764672
16/12/2013,52.29,0.012702249
13/12/2013,51.63,0.004853907
12/12/2013,51.38,-0.001750122
11/12/2013,51.47,-0.006970019
10/12/2013,51.83,-0.008644757
09/12/2013,52.28,-0.003818256
06/12/2013,52.48,0.008035245
05/12/2013,52.06,-0.003068664
04/12/2013,52.22,0.000383068
03/12/2013,52.2,-0.013509862
02/12/2013,52.91,-0.007906668
29/11/2013,53.33,-0.002995696
27/11/2013,53.49,0.004872573
26/11/2013,53.23,-0.005433269
25/11/2013,53.52,-0.006518321
22/11/2013,53.87,0.005584527
21/11/2013,53.57,0.011452298
20/11/2013,52.96,0.003783584
19/11/2013,52.76,-0.007364777
18/11/2013,53.15,-0.006563549
15/11/2013,53.5,0.0158255
14/11/2013,52.66,0.008582107
13/11/2013,52.21,0.005569975
12/11/2013,51.92,-0.004420109
11/11/2013,52.15,-0.000191736
08/11/2013,52.16,0.000383509
07/11/2013,52.14,-0.01749094
06/11/2013,53.06,0.001886437
05/11/2013,52.96,0.018485519
04/11/2013,51.99,0.00985801
01/11/2013,51.48,-0.00097078
31/10/2013,51.53,-0.01349288
30/10/2013,52.23,-0.007059077
29/10/2013,52.6,0.020551957
28/10/2013,51.53,-0.003293619
25/10/2013,51.7,0.004070167
24/10/2013,51.49,0.008777975
23/10/2013,51.04,-0.017672079
22/10/2013,51.95,-0.00230725
21/10/2013,52.07,0
18/10/2013,52.07,0.005198818
17/10/2013,51.8,0.022253505
16/10/2013,50.66,-0.006885047
15/10/2013,51.01,0.000980681
14/10/2013,50.96,0.009067675
11/10/2013,50.5,0.014360039
10/10/2013,49.78,0.004227485
09/10/2013,49.57,0.06867591
08/10/2013,46.28,0.008462674
07/10/2013,45.89,-0.01792511
04/10/2013,46.72,0.01661849
03/10/2013,45.95,-0.013402708
02/10/2013,46.57,-0.006207876
01/10/2013,46.86,0.012238478
30/09/2013,46.29,-0.00881821
27/09/2013,46.7,0.005583008
26/09/2013,46.44,0.00951976
25/09/2013,46,-0.009089004
24/09/2013,46.42,0.003452744
23/09/2013,46.26,0.010430342
20/09/2013,45.78,-0.074076767
19/09/2013,49.3,-0.010291686
18/09/2013,49.81,0.00462824
17/09/2013,49.58,0.014833148
16/09/2013,48.85,0.009874592
13/09/2013,48.37,0.003313318
12/09/2013,48.21,-0.004552988
11/09/2013,48.43,0.011839374
10/09/2013,47.86,0.004397452
09/09/2013,47.65,0.004206105
06/09/2013,47.45,0.012512092
05/09/2013,46.86,0.001922461
04/09/2013,46.77,0.012045747
03/09/2013,46.21,0
30/08/2013,46.21,-0.007330779
29/08/2013,46.55,0.004089985
28/08/2013,46.36,-0.002154709
27/08/2013,46.46,-0.010065402
26/08/2013,46.93,-0.001703215
23/08/2013,47.01,-0.0055155
22/08/2013,47.27,0.007218715
21/08/2013,46.93,-0.01920498
20/08/2013,47.84,0.00397948
19/08/2013,47.65,-0.005441621
16/08/2013,47.91,0.001462141
15/08/2013,47.84,-0.019048195
14/08/2013,48.76,-0.007763062
13/08/2013,49.14,-0.002439026
12/08/2013,49.26,-0.006071664
09/08/2013,49.56,0.000403633
08/08/2013,49.54,-0.002822014
07/08/2013,49.68,0.00869307
06/08/2013,49.25,-0.007484611
05/08/2013,49.62,-0.005226143
02/08/2013,49.88,0.006436064
01/08/2013,49.56,0.010343871
31/07/2013,49.05,0.000611808
30/07/2013,49.02,0
29/07/2013,49.02,0.001837673
26/07/2013,48.93,0.011097524
25/07/2013,48.39,0.000206676
24/07/2013,48.38,-0.01701035
23/07/2013,49.21,-0.00020319
22/07/2013,49.22,-0.005470584
19/07/2013,49.49,-0.011651397
18/07/2013,50.07,0.01023797
17/07/2013,49.56,-0.015615933
16/07/2013,50.34,-0.015962503
15/07/2013,51.15,0.014176256
12/07/2013,50.43,-0.002376709
11/07/2013,50.55,-0.007881814
10/07/2013,50.95,-0.018281334
09/07/2013,51.89,0.003281539
08/07/2013,51.72,0.007569177
05/07/2013,51.33,0.007234365
03/07/2013,50.96,0.000981643
02/07/2013,50.91,0.00531759
01/07/2013,50.64,0.00316456
28/06/2013,50.48,0.021424385
27/06/2013,49.41,-0.002829428
26/06/2013,49.55,0.009734411
25/06/2013,49.07,0.000815494
24/06/2013,49.03,-0.021987774
21/06/2013,50.12,-0.021905168
20/06/2013,51.23,-0.026770978
19/06/2013,52.62,-0.009645465
18/06/2013,53.13,0.006798893
17/06/2013,52.77,0.004368063
14/06/2013,52.54,-0.013986242
13/06/2013,53.28,0.011514993
12/06/2013,52.67,-0.029188227
11/06/2013,54.23,-0.00789792
10/06/2013,54.66,0.00789792
07/06/2013,54.23,0.01711033
06/06/2013,53.31,0.01074975
05/06/2013,52.74,-0.010186845
04/06/2013,53.28,0.013605652
03/06/2013,52.56,0.014565225
31/05/2013,51.8,-0.013041995
30/05/2013,52.48,-0.008160212
29/05/2013,52.91,-0.007906668
28/05/2013,53.33,0.009419813
24/05/2013,52.83,-0.007355054
23/05/2013,53.22,0.01133799
22/05/2013,52.62,-0.019385193
21/05/2013,53.65,0.003734832
20/05/2013,53.45,0.000374252
17/05/2013,53.43,0.012240055
16/05/2013,52.78,-0.021183658
15/05/2013,53.91,0.002786293
14/05/2013,53.76,0.011223462
13/05/2013,53.16,-0.007496287
10/05/2013,53.56,0.010699304
09/05/2013,52.99,-0.006020714
08/05/2013,53.31,0.002817697
07/05/2013,53.16,0.004713877
06/05/2013,52.91,0.00170245
03/05/2013,52.82,0.009320086
02/05/2013,52.33,0.012305481
01/05/2013,51.69,0.00116144
30/04/2013,51.63,0.01463298
29/04/2013,50.88,-0.002159616
26/04/2013,50.99,0.000392311
25/04/2013,50.97,0.012238605
24/04/2013,50.35,0.009378498
23/04/2013,49.88,0.016576082
22/04/2013,49.06,0.003471162
19/04/2013,48.89,0.001227999
18/04/2013,48.83,0.001229508
17/04/2013,48.77,-0.013644443
16/04/2013,49.44,0.012824603
15/04/2013,48.81,-0.029274322
12/04/2013,50.26,0.00859232
11/04/2013,49.83,-0.006800026
10/04/2013,50.17,0.021558204
09/04/2013,49.1,-0.016161968
08/04/2013,49.9,-0.012744099
05/04/2013,50.54,-0.010627929
04/04/2013,51.08,0.009243846
03/04/2013,50.61,-0.014126191
02/04/2013,51.33,0.008412453
01/04/2013,50.9,-0.015207936
28/03/2013,51.68,0.019934215
27/03/2013,50.66,-0.000592008
26/03/2013,50.69,0.006134382
25/03/2013,50.38,0.015200293
22/03/2013,49.62,0.01339034
21/03/2013,48.96,0.00450359
20/03/2013,48.74,0.001642711
19/03/2013,48.66,-0.004510978
18/03/2013,48.88,-0.009974637
15/03/2013,49.37,0.009974637
14/03/2013,48.88,-0.002656044
13/03/2013,49.01,0.022282746
12/03/2013,47.93,0.007118958
11/03/2013,47.59,0.005478311
08/03/2013,47.33,-0.003164226
07/03/2013,47.48,0.004644298
06/03/2013,47.26,0.013634638
05/03/2013,46.62,0.007535831
04/03/2013,46.27,0.001946999
01/03/2013,46.18,-0.001946999
28/02/2013,46.27,-0.01203022
27/02/2013,46.83,0.022458297
26/02/2013,45.79,0.011863057
25/02/2013,45.25,-0.021426268
22/02/2013,46.23,0.032760982
21/02/2013,44.74,-0.002455632
20/02/2013,44.85,-0.008879082
19/02/2013,45.25,0.00221239
15/02/2013,45.15,-0.00816151
14/02/2013,45.52,-0.007441488
13/02/2013,45.86,-0.020503578
12/02/2013,46.81,-0.005751427
11/02/2013,47.08,-0.005929708
08/02/2013,47.36,0.001056301
07/02/2013,47.31,-0.000211349
06/02/2013,47.32,0.0101955
05/02/2013,46.84,-0.001919591
04/02/2013,46.93,0.001919591
01/02/2013,46.84,0.007285226
31/01/2013,46.5,-0.001933613
30/01/2013,46.59,0.012961944
29/01/2013,45.99,0.001958864
28/01/2013,45.9,0.000653808
25/01/2013,45.87,0.001308901
24/01/2013,45.81,0.006790082
23/01/2013,45.5,-0.008098983
22/01/2013,45.87,0.010739829
18/01/2013,45.38,-0.000220337
17/01/2013,45.39,0.000661157
16/01/2013,45.36,0.000661594
15/01/2013,45.33,0.015338747
14/01/2013,44.64,-0.006252812
11/01/2013,44.92,-0.007098521
10/01/2013,45.24,-0.01230244
09/01/2013,45.8,0.010756332
08/01/2013,45.31,-0.015982825
07/01/2013,46.04,-0.009081143
04/01/2013,46.46,0.035491129
03/01/2013,44.84,-0.012411507
02/01/2013,45.4,0.007295268
31/12/2012,45.07,0.014076872
28/12/2012,44.44,-0.004714343
27/12/2012,44.65,0.002915781
26/12/2012,44.52,-0.007608003
24/12/2012,44.86,-0.006000685
21/12/2012,45.13,-0.007505554
20/12/2012,45.47,-0.029044087
19/12/2012,46.81,-0.008932429
18/12/2012,47.23,0.007438139
17/12/2012,46.88,0.008999418
14/12/2012,46.46,0.011690975
13/12/2012,45.92,0.002616661
12/12/2012,45.8,-0.011073829
11/12/2012,46.31,-0.010738935
10/12/2012,46.81,0.003209589
07/12/2012,46.66,-0.008111037
06/12/2012,47.04,-0.003395589
05/12/2012,47.2,-0.004228336
04/12/2012,47.4,-0.100665969
03/12/2012,52.42,-0.008736998
30/11/2012,52.88,-0.014456274
29/11/2012,53.65,-0.003720935
28/11/2012,53.85,0.016854332
27/11/2012,52.95,-0.005461921
26/11/2012,53.24,-0.005432251
23/11/2012,53.53,0.01809663
21/11/2012,52.57,0.00152294
20/11/2012,52.49,0.011303885
19/11/2012,51.9,0.019063016
16/11/2012,50.92,0.008678555
15/11/2012,50.48,0.002777229
14/11/2012,50.34,-0.017915628
13/11/2012,51.25,-0.002338726
12/11/2012,51.37,-0.004661108
09/11/2012,51.61,0.005050516
08/11/2012,51.35,-0.026709245
07/11/2012,52.74,-0.024905322
06/11/2012,54.07,0.019798928
05/11/2012,53.01,0.007194276
02/11/2012,52.63,-0.010772097
01/11/2012,53.2,0.010962121
31/10/2012,52.62,0.001521491
26/10/2012,52.54,-0.00228137
25/10/2012,52.66,0.009156874
24/10/2012,52.18,-0.024047358
23/10/2012,53.45,-0.003921208
22/10/2012,53.66,-0.003163088
19/10/2012,53.83,-0.025313164
18/10/2012,55.21,0.00199438
17/10/2012,55.1,-0.002718624
16/10/2012,55.25,0.019556504
15/10/2012,54.18,-0.003132777
12/10/2012,54.35,-0.001654564
11/10/2012,54.44,-0.004398834
10/10/2012,54.68,-0.001096692
09/10/2012,54.74,-0.006555013
08/10/2012,55.1,0.000181505
05/10/2012,55.09,-0.01709751
04/10/2012,56.04,0.006444705
03/10/2012,55.68,0.003778682
02/10/2012,55.47,-0.002520707
01/10/2012,55.61,-0.002514369
28/09/2012,55.75,-0.002508063
27/09/2012,55.89,0.002149383
26/09/2012,55.77,-0.001433435
25/09/2012,55.85,-0.013869355
24/09/2012,56.63,-0.010189828
21/09/2012,57.21,0.044499435
20/09/2012,54.72,-0.010543635
19/09/2012,55.3,0.008170722
18/09/2012,54.85,0.006768525
17/09/2012,54.48,0.008109149
14/09/2012,54.04,-0.014512976
13/09/2012,54.83,0.004569974
12/09/2012,54.58,0.012908164
11/09/2012,53.88,-0.001112966
10/09/2012,53.94,0.008377597
07/09/2012,53.49,-0.000560695
06/09/2012,53.52,0.027466449
05/09/2012,52.07,0.005971317
04/09/2012,51.76,-0.003664067
31/08/2012,51.95,-0.004800777
30/08/2012,52.2,-0.00534965
29/08/2012,52.48,0.007459153
28/08/2012,52.09,-0.001534625
27/08/2012,52.17,-0.00344432
24/08/2012,52.35,0.017341475
23/08/2012,51.45,-0.02684725
22/08/2012,52.85,-0.005660392
21/08/2012,53.15,-0.005815606
20/08/2012,53.46,-0.007640026
17/08/2012,53.87,0.000557051
16/08/2012,53.84,0.008955284
15/08/2012,53.36,-0.000749344
14/08/2012,53.4,0.009974676
13/08/2012,52.87,0.000378358
10/08/2012,52.85,-0.004907522
09/08/2012,53.11,-0.006755515
08/08/2012,53.47,0.006755515
07/08/2012,53.11,0.005286023
06/08/2012,52.83,0.007218876
03/08/2012,52.45,0.024120803
02/08/2012,51.2,-0.001756269
01/08/2012,51.29,0.002146971
31/07/2012,51.18,-0.013006104
30/07/2012,51.85,-0.002696458
27/07/2012,51.99,0.019421857
26/07/2012,50.99,0.038789349
25/07/2012,49.05,-0.003053437
24/07/2012,49.2,-0.014127379
23/07/2012,49.9,-0.023763494
20/07/2012,51.1,-0.019188495
19/07/2012,52.09,0.011779609
18/07/2012,51.48,0.003697581
17/07/2012,51.29,0.019093189
16/07/2012,50.32,0.001989259
13/07/2012,50.22,0.000398327
12/07/2012,50.2,-0.003579244
11/07/2012,50.38,-0.005542374
10/07/2012,50.66,-0.005315496
09/07/2012,50.93,0.002752656
06/07/2012,50.79,-0.021233875
05/07/2012,51.88,0.012022639
03/07/2012,51.26,0.010787591
02/07/2012,50.71,0.001578844
29/06/2012,50.63,0.028650662
28/06/2012,49.2,-0.005877005
27/06/2012,49.49,-0.010852197
26/06/2012,50.03,0.009842401
25/06/2012,49.54,-0.010042262
22/06/2012,50.04,-0.006970057
21/06/2012,50.39,-0.02081772
20/06/2012,51.45,-0.000777152
19/06/2012,51.49,-0.002327838
18/06/2012,51.61,0.002910645
15/06/2012,51.46,0.026185176
14/06/2012,50.13,0.017101312
13/06/2012,49.28,-0.006270881
12/06/2012,49.59,0.002018572
11/06/2012,49.49,-0.010652296
08/06/2012,50.02,0.016326071
07/06/2012,49.21,-0.012118912
06/06/2012,49.81,0.011509466
05/06/2012,49.24,0.00142262
04/06/2012,49.17,-0.014135938
01/06/2012,49.87,-0.036618264
31/05/2012,51.73,0.001354096
30/05/2012,51.66,-0.039659879
29/05/2012,53.75,0.012920318
25/05/2012,53.06,-0.003386645
24/05/2012,53.24,-0.001689031
23/05/2012,53.33,0.017974186
22/05/2012,52.38,0.004400658
21/05/2012,52.15,0.019752772
18/05/2012,51.13,-0.011666475
17/05/2012,51.73,-0.031210906
16/05/2012,53.37,0.035472827
15/05/2012,51.51,0.021189727
14/05/2012,50.43,-0.00395805
11/05/2012,50.63,-0.005122155
10/05/2012,50.89,0.0140499
09/05/2012,50.18,0.000598027
08/05/2012,50.15,-0.005765997
07/05/2012,50.44,-0.003562244
04/05/2012,50.62,0.002373419
03/05/2012,50.5,-0.009460063
02/05/2012,50.98,-0.007815593
01/05/2012,51.38,0.025627265
30/04/2012,50.08,-0.007162784
27/04/2012,50.44,-0.008292249
26/04/2012,50.86,0.001180405
25/04/2012,50.8,0.008103612
24/04/2012,50.39,0.008770238
23/04/2012,49.95,0.000400481
20/04/2012,49.93,0.004415904
19/04/2012,49.71,-0.010406338
18/04/2012,50.23,0.008396691
17/04/2012,49.81,-0.007998443
16/04/2012,50.21,-0.001393174
13/04/2012,50.28,0.009793223
12/04/2012,49.79,-0.001204336
11/04/2012,49.85,0.022108192
10/04/2012,48.76,-0.010608015
09/04/2012,49.28,-0.014504686
05/04/2012,50,-0.002197584
04/04/2012,50.11,-0.014856171
03/04/2012,50.86,-0.007833961
02/04/2012,51.26,0.001952744
30/03/2012,51.16,0.009032066
29/03/2012,50.7,0.009711701
28/03/2012,50.21,-0.012075768
27/03/2012,50.82,-0.021799228
26/03/2012,51.94,0.019833433
23/03/2012,50.92,-0.017713359
22/03/2012,51.83,-0.009600688
21/03/2012,52.33,-0.005716479
20/03/2012,52.63,0.001711515
19/03/2012,52.54,0.000571157
16/03/2012,52.51,-0.009854163
15/03/2012,53.03,0.009854163
14/03/2012,52.51,-0.002662611
13/03/2012,52.65,0.021308033
12/03/2012,51.54,0.001553398
09/03/2012,51.46,0.001361206
08/03/2012,51.39,0.01588736
07/03/2012,50.58,0.020977695
06/03/2012,49.53,-0.025317808
05/03/2012,50.8,0.020684906
02/03/2012,49.76,-0.007607644
01/03/2012,50.14,-0.016810442
29/02/2012,50.99,-0.00117601
28/02/2012,51.05,0.038539261
27/02/2012,49.12,-0.001424067
24/02/2012,49.19,-0.012324633
23/02/2012,49.8,-0.006405146
22/02/2012,50.12,-0.016032011
21/02/2012,50.93,0.000589217
17/02/2012,50.9,0.007097822
16/02/2012,50.54,0.026465057
15/02/2012,49.22,0.00590934
14/02/2012,48.93,-0.007330515
13/02/2012,49.29,-0.003240837
10/02/2012,49.45,0.000606858
09/02/2012,49.42,0.005885354
08/02/2012,49.13,-0.000407
07/02/2012,49.15,0.016617471
06/02/2012,48.34,-0.003716709
03/02/2012,48.52,0.033105894
02/02/2012,46.94,0.000639318
01/02/2012,46.91,0.022419564
31/01/2012,45.87,-0.008250155
30/01/2012,46.25,0.002597966
27/01/2012,46.13,-0.011423769
26/01/2012,46.66,-0.001713063
25/01/2012,46.74,0.014221313
24/01/2012,46.08,-0.008858219
23/01/2012,46.49,-0.00557702
20/01/2012,46.75,0.01378441
19/01/2012,46.11,0.006090948
18/01/2012,45.83,0.020501104
17/01/2012,44.9,0.007601199
13/01/2012,44.56,-0.002017712
12/01/2012,44.65,0.002466645
11/01/2012,44.54,0.003598744
10/01/2012,44.38,0.008144841
09/01/2012,44.02,-0.007243128
06/01/2012,44.34,-0.02450557
05/01/2012,45.44,0.010619569
04/01/2012,44.96,0.006918898
03/01/2012,44.65,-0.020614716
30/12/2011,45.58,-0.003285514
29/12/2011,45.73,0.011436236
28/12/2011,45.21,-0.02382366
27/12/2011,46.3,0.013043663
23/12/2011,45.7,0.016102697
22/12/2011,44.97,0.006022099
21/12/2011,44.7,0.017376044
20/12/2011,43.93,0.018378647
19/12/2011,43.13,-0.012671521
16/12/2011,43.68,-0.001372684
15/12/2011,43.74,0.014044205
14/12/2011,43.13,-0.006931636
13/12/2011,43.43,-0.007341166
12/12/2011,43.75,0.012419663
09/12/2011,43.21,0.003013098
08/12/2011,43.08,-0.008091594
07/12/2011,43.43,0.037775753
06/12/2011,41.82,-0.132185437
05/12/2011,47.73,0.00419904
02/12/2011,47.53,0.001684566
01/12/2011,47.45,-0.005464494
30/11/2011,47.71,0.02784156
29/11/2011,46.4,0.007788875
28/11/2011,46.04,0.031776725
25/11/2011,44.6,-0.001568276
23/11/2011,44.67,-0.008470849
22/11/2011,45.05,-0.005313274
21/11/2011,45.29,-0.025720686
18/11/2011,46.47,-0.00899749
17/11/2011,46.89,-0.004043849
16/11/2011,47.08,-0.021225973
15/11/2011,48.09,0.017621601
14/11/2011,47.25,-0.003380523
11/11/2011,47.41,0.018735911
10/11/2011,46.53,0.001505539
09/11/2011,46.46,-0.024030928
08/11/2011,47.59,0.005689616
07/11/2011,47.32,-0.000844951
04/11/2011,47.36,-0.0035831
03/11/2011,47.53,0.008239193
02/11/2011,47.14,-0.003388398
01/11/2011,47.3,-0.012187585
31/10/2011,47.88,-0.012865917
28/10/2011,48.5,-0.00903126
27/10/2011,48.94,0.045353086
26/10/2011,46.77,-0.006818693
25/10/2011,47.09,-0.012870734
24/10/2011,47.7,0.011173301
21/10/2011,47.17,0.024030335
20/10/2011,46.05,-0.001085187
19/10/2011,46.1,-0.014215187
18/10/2011,46.76,0.026656687
17/10/2011,45.53,-0.024515817
14/10/2011,46.66,-0.000428541
13/10/2011,46.68,0.007526108
12/10/2011,46.33,0.009106741
11/10/2011,45.91,0.012052299
10/10/2011,45.36,0.027717465
07/10/2011,44.12,0.018529639
06/10/2011,43.31,0.000924001
05/10/2011,43.27,0.029313859
04/10/2011,42.02,0.011729638
03/10/2011,41.53,-0.028953138
30/09/2011,42.75,-0.017161831
29/09/2011,43.49,-0.01845365
28/09/2011,44.3,-0.058737302
27/09/2011,46.98,-0.01814013
26/09/2011,47.84,0.037917215
23/09/2011,46.06,0.033108299
22/09/2011,44.56,0.01537796
21/09/2011,43.88,-0.021418923
20/09/2011,44.83,-0.030318667
19/09/2011,46.21,0.013069234
16/09/2011,45.61,0.009029904
15/09/2011,45.2,0.00576882
14/09/2011,44.94,0.027522603
13/09/2011,43.72,0.007115834
12/09/2011,43.41,0.000921871
09/09/2011,43.37,-0.022344751
08/09/2011,44.35,-0.004274953
07/09/2011,44.54,-0.036159142
06/09/2011,46.18,-0.005398998
02/09/2011,46.43,-0.022783909
01/09/2011,47.5,-0.012552466
31/08/2011,48.1,-0.00559761
30/08/2011,48.37,0.014577518
29/08/2011,47.67,0.039145197
26/08/2011,45.84,0.012733432
25/08/2011,45.26,-0.047463611
24/08/2011,47.46,0.001687052
23/08/2011,47.38,0.036977558
22/08/2011,45.66,0.01567188
19/08/2011,44.95,-0.009079899
18/08/2011,45.36,-0.066108056
17/08/2011,48.46,-0.001443448
16/08/2011,48.53,-0.008821475
15/08/2011,48.96,0.005324608
12/08/2011,48.7,0.005353111
11/08/2011,48.44,0.072552935
10/08/2011,45.05,-0.023473711
09/08/2011,46.12,0.02325176
08/08/2011,45.06,-0.062372395
05/08/2011,47.96,0.010901575
04/08/2011,47.44,-0.038052565
03/08/2011,49.28,0.020500923
02/08/2011,48.28,-0.037602235
01/08/2011,50.13,-0.013276723
29/07/2011,50.8,0.002957124
28/07/2011,50.65,-0.01197149
27/07/2011,51.26,-0.033192496
26/07/2011,52.99,-0.002262018
25/07/2011,53.11,-0.003195792
22/07/2011,53.28,-0.005054771
21/07/2011,53.55,0.009004
20/07/2011,53.07,-0.010123821
19/07/2011,53.61,0.020541568
18/07/2011,52.52,-0.00152207
15/07/2011,52.6,0.002855785
14/07/2011,52.45,-0.005892993
13/07/2011,52.76,0.004368893
12/07/2011,52.53,0.006685155
11/07/2011,52.18,-0.019734986
08/07/2011,53.22,-0.007674347
07/07/2011,53.63,0.007110808
06/07/2011,53.25,-0.004309948
05/07/2011,53.48,0.012985973
01/07/2011,52.79,0.05911033
30/06/2011,49.76,0.009287367
29/06/2011,49.3,0.001014713
28/06/2011,49.25,0.021135495
27/06/2011,48.22,-0.00599609
24/06/2011,48.51,-0.003498306
23/06/2011,48.68,0.008665208
22/06/2011,48.26,-0.004754531
21/06/2011,48.49,0.027811515
20/06/2011,47.16,0.000848536
17/06/2011,47.12,0.005533106
16/06/2011,46.86,-0.003195912
15/06/2011,47.01,-0.011421444
14/06/2011,47.55,0.013764114
13/06/2011,46.9,-0.0012785
10/06/2011,46.96,-0.013116329
09/06/2011,47.58,0.005902209
08/06/2011,47.3,-0.011978708
07/06/2011,47.87,0.005236162
06/06/2011,47.62,-0.009613449
03/06/2011,48.08,-0.018749905
02/06/2011,48.99,-0.02040681
01/06/2011,50,-0.012916225
31/05/2011,50.65,-0.005316543
27/05/2011,50.92,-0.003528724
26/05/2011,51.1,0.002351098
25/05/2011,50.98,-0.008010202
24/05/2011,51.39,-0.001555513
23/05/2011,51.47,-0.000970968
20/05/2011,51.52,-0.009850394
19/05/2011,52.03,0.023333744
18/05/2011,50.83,0.014665344
17/05/2011,50.09,-0.001795154
16/05/2011,50.18,-0.002587324
13/05/2011,50.31,0.00758184
12/05/2011,49.93,0.02125371
11/05/2011,48.88,0.005950566
10/05/2011,48.59,0.007229196
09/05/2011,48.24,-0.003930904
06/05/2011,48.43,-0.010271249
05/05/2011,48.93,0.015031684
04/05/2011,48.2,0.027554588
03/05/2011,46.89,-0.005317464
02/05/2011,47.14,0.003612797
29/04/2011,46.97,-0.009324077
28/04/2011,47.41,0.000421941
27/04/2011,47.39,-0.010704268
26/04/2011,47.9,-0.002710311
25/04/2011,48.03,0.000208225
21/04/2011,48.02,-0.009121125
20/04/2011,48.46,0.016646244
19/04/2011,47.66,0.009063188
18/04/2011,47.23,-0.009692448
15/04/2011,47.69,0.006521534
14/04/2011,47.38,0.017888041
13/04/2011,46.54,-0.006852275
12/04/2011,46.86,0.003634424
11/04/2011,46.69,-0.004274424
08/04/2011,46.89,-0.012082818
07/04/2011,47.46,-0.012771031
06/04/2011,48.07,-0.007461175
05/04/2011,48.43,-0.003504074
04/04/2011,48.6,-0.001028278
01/04/2011,48.65,-0.009818038
31/03/2011,49.13,0.012493762
30/03/2011,48.52,0.023775885
29/03/2011,47.38,0.026303238
28/03/2011,46.15,0.011331566
25/03/2011,45.63,-0.050843928
24/03/2011,48.01,0.015533478
23/03/2011,47.27,0.011275516
22/03/2011,46.74,0.004288171
21/03/2011,46.54,0.007548833
18/03/2011,46.19,0.00281843
17/03/2011,46.06,0.003044142
16/03/2011,45.92,-0.011260405
15/03/2011,46.44,-0.007722046
14/03/2011,46.8,-0.00405161
11/03/2011,46.99,0.000851607
10/03/2011,46.95,-0.0050988
09/03/2011,47.19,0.018176487
08/03/2011,46.34,-0.000431499
07/03/2011,46.36,0.000863185
04/03/2011,46.32,-0.016274449
03/03/2011,47.08,0.013687126
02/03/2011,46.44,-0.008789852
01/03/2011,46.85,-0.005958732
28/02/2011,47.13,-0.003177632
25/02/2011,47.28,0.009776911
24/02/2011,46.82,-0.00850707
23/02/2011,47.22,-0.026952431
22/02/2011,48.51,-0.032251046
18/02/2011,50.1,0.003198723
17/02/2011,49.94,0.005823894
16/02/2011,49.65,0.006668712
15/02/2011,49.32,-0.002227849
14/02/2011,49.43,-0.001213102
11/02/2011,49.49,0.012197752
10/02/2011,48.89,-0.001430762
09/02/2011,48.96,0.00511929
08/02/2011,48.71,0.009903114
07/02/2011,48.23,-0.015634962
04/02/2011,48.99,-0.006307885
03/02/2011,49.3,0.01430055
02/02/2011,48.6,0.005364156
01/02/2011,48.34,0.025774083
31/01/2011,47.11,0.041830782
28/01/2011,45.18,-0.016681686
