Date,Close,DHR
25/07/2013,67.28,-0.005188656
24/07/2013,67.63,-0.003984363
23/07/2013,67.9,-0.003968551
22/07/2013,68.17,-0.007599043
19/07/2013,68.69,0.013779168
18/07/2013,67.75,-0.009694553
17/07/2013,68.41,0.004982425
16/07/2013,68.07,-0.004836237
15/07/2013,68.4,0.003074898
12/07/2013,68.19,-0.002343637
11/07/2013,68.35,0.008079368
10/07/2013,67.8,0.017557362
09/07/2013,66.62,0.033270274
08/07/2013,64.44,-0.002479852
05/07/2013,64.6,0.015129354
03/07/2013,63.63,-0.000785484
02/07/2013,63.68,-0.01589066
01/07/2013,64.7,0.021875872
28/06/2013,63.3,-0.005356874
27/06/2013,63.64,0.004567297
26/06/2013,63.35,0.016713481
25/06/2013,62.3,0.010326003
24/06/2013,61.66,-0.007271584
21/06/2013,62.11,-0.002412158
20/06/2013,62.26,-0.022551377
19/06/2013,63.68,-0.010621781
18/06/2013,64.36,0.015501759
17/06/2013,63.37,0.013504058
14/06/2013,62.52,0.00064
13/06/2013,62.48,0.01743667
12/06/2013,61.4,-0.013105923
11/06/2013,62.21,-0.001285141
10/06/2013,62.29,0.00305491
07/06/2013,62.1,0.027260319
06/06/2013,60.43,-0.000165467
05/06/2013,60.44,-0.022090402
04/06/2013,61.79,-0.009342851
03/06/2013,62.37,0.008857454
31/05/2013,61.82,-0.01093962
30/05/2013,62.5,0.004650798
29/05/2013,62.21,-0.006089762
28/05/2013,62.59,0.007859532
24/05/2013,62.1,-0.004659017
23/05/2013,62.39,-0.005912922
22/05/2013,62.76,-0.017062025
21/05/2013,63.84,-0.003596283
20/05/2013,64.07,0.012881108
17/05/2013,63.25,0.015615359
16/05/2013,62.27,0.00337811
15/05/2013,62.06,0.00338956
14/05/2013,61.85,0.004050228
13/05/2013,61.6,-0.004858309
10/05/2013,61.9,0.002588161
09/05/2013,61.74,0.001621009
08/05/2013,61.64,0.00178615
07/05/2013,61.53,0.003581899
06/05/2013,61.31,0.008353173
03/05/2013,60.8,0.0056078
02/05/2013,60.46,0.005306812
01/05/2013,60.14,-0.013214596
30/04/2013,60.94,0.011719207
29/04/2013,60.23,0.004826505
26/04/2013,59.94,-0.008307076
25/04/2013,60.44,0.007973464
24/04/2013,59.96,0.014615968
23/04/2013,59.09,0.001693767
22/04/2013,58.99,-0.001862986
19/04/2013,59.1,0.017926216
18/04/2013,58.05,-0.028697105
17/04/2013,59.74,-0.020216099
16/04/2013,60.96,0.017374475
15/04/2013,59.91,-0.027168873
12/04/2013,61.56,-0.006153866
11/04/2013,61.94,0.002586487
10/04/2013,61.78,0.020275384
09/04/2013,60.54,-0.003791943
08/04/2013,60.77,0.003626776
05/04/2013,60.55,-0.003297612
04/04/2013,60.75,-0.005581104
03/04/2013,61.09,-0.010583832
02/04/2013,61.74,-0.00080952
01/04/2013,61.79,-0.005809279
28/03/2013,62.15,0.005000414
27/03/2013,61.84,0
26/03/2013,61.84,0.013021017
25/03/2013,61.04,-0.010268202
22/03/2013,61.67,0.007813812
21/03/2013,61.19,-0.001959184
20/03/2013,61.31,0.000489436
19/03/2013,61.28,-0.008611638
18/03/2013,61.81,-0.013498518
15/03/2013,62.65,0.000798403
14/03/2013,62.6,0.00769728
13/03/2013,62.12,-0.000643708
12/03/2013,62.16,-0.001607459
11/03/2013,62.26,0.00515299
08/03/2013,61.94,0.00843066
07/03/2013,61.42,-0.005682295
06/03/2013,61.77,-0.007258682
05/03/2013,62.22,0.009041069
04/03/2013,61.66,0.001460684
01/03/2013,61.57,-0.000487132
28/02/2013,61.6,0.0058613
27/02/2013,61.24,0.015468467
26/02/2013,60.3,0.006822557
25/02/2013,59.89,-0.02587701
22/02/2013,61.46,0.00767664
21/02/2013,60.99,0.000327976
20/02/2013,60.97,-0.013521425
19/02/2013,61.8,0.001943635
15/02/2013,61.68,0.008466348
14/02/2013,61.16,0.002291702
13/02/2013,61.02,0.000819739
12/02/2013,60.97,0.004767785
11/02/2013,60.68,-0.002140095
08/02/2013,60.81,0.01058036
07/02/2013,60.17,-0.004311781
06/02/2013,60.43,-0.004128484
05/02/2013,60.68,0.011936481
04/02/2013,59.96,-0.008469701
01/02/2013,60.47,0.00897016
31/01/2013,59.93,-0.001167348
30/01/2013,60,-0.016529302
29/01/2013,61,0.004765435
28/01/2013,60.71,0.002804126
25/01/2013,60.54,0.000660939
24/01/2013,60.5,0.000661376
23/01/2013,60.46,0.000992884
22/01/2013,60.4,-0.001819536
18/01/2013,60.51,-0.003299789
17/01/2013,60.71,0.01059788
16/01/2013,60.07,0.001332667
15/01/2013,59.99,0.006690107
14/01/2013,59.59,-0.003183382
11/01/2013,59.78,-0.003506725
10/01/2013,59.99,0.003172221
09/01/2013,59.8,0.036095168
08/01/2013,57.68,-0.007083039
07/01/2013,58.09,0
04/01/2013,58.09,0.001033414
03/01/2013,58.03,0.009523057
02/01/2013,57.48,0.027872681
31/12/2012,55.9,0.015867625
28/12/2012,55.02,-0.013718627
27/12/2012,55.78,0.002153626
26/12/2012,55.66,-0.005017932
24/12/2012,55.94,-0.002142858
21/12/2012,56.06,-0.007818092
20/12/2012,56.5,0.014799236
19/12/2012,55.67,-0.011785851
18/12/2012,56.33,0.016647659
17/12/2012,55.4,0.016011987
14/12/2012,54.52,-0.006763576
13/12/2012,54.89,0.00401607
12/12/2012,54.67,0.021072869
11/12/2012,53.53,0.00224425
10/12/2012,53.41,-0.00168366
07/12/2012,53.5,0.008069857
06/12/2012,53.07,-0.005262181
05/12/2012,53.35,0.001876173
04/12/2012,53.25,-0.003187403
03/12/2012,53.42,-0.010243129
30/11/2012,53.97,0.006133278
29/11/2012,53.64,0.015783868
28/11/2012,52.8,0.011237143
27/11/2012,52.21,-0.009151637
26/11/2012,52.69,-0.015069036
23/11/2012,53.49,0.008448375
21/11/2012,53.04,0.007570059
20/11/2012,52.64,-0.004927052
19/11/2012,52.9,0.017351946
16/11/2012,51.99,0.007917392
15/11/2012,51.58,0.003301294
14/11/2012,51.41,-0.013524163
13/11/2012,52.11,0.000767902
12/11/2012,52.07,0.000960707
09/11/2012,52.02,0.002887672
08/11/2012,51.87,-0.001926041
07/11/2012,51.97,-0.015844562
06/11/2012,52.8,0.011428696
05/11/2012,52.2,0.004800777
02/11/2012,51.95,-0.006714654
01/11/2012,52.3,0.010958487
31/10/2012,51.73,-0.000772947
26/10/2012,51.77,-0.00922906
25/10/2012,52.25,0
24/10/2012,52.25,-0.002675843
23/10/2012,52.39,-0.008174173
22/10/2012,52.82,-0.009796612
19/10/2012,53.34,-0.002060119
18/10/2012,53.45,-0.048389175
17/10/2012,56.1,-0.008873173
16/10/2012,56.6,0.005492086
15/10/2012,56.29,0.006415991
12/10/2012,55.93,0
11/10/2012,55.93,0.010785652
10/10/2012,55.33,-0.001805707
09/10/2012,55.43,-0.024943392
08/10/2012,56.83,0.006531932
05/10/2012,56.46,-0.00159278
04/10/2012,56.55,0.001947076
03/10/2012,56.44,0.010329566
02/10/2012,55.86,-0.006957481
01/10/2012,56.25,0.019749295
28/09/2012,55.15,-0.005424968
27/09/2012,55.45,0.007603223
26/09/2012,55.03,0.008577478
25/09/2012,54.56,-0.00329369
24/09/2012,54.74,-0.002918645
21/09/2012,54.9,-0.002183407
20/09/2012,55.02,-0.00922666
19/09/2012,55.53,-0.002338341
18/09/2012,55.66,0.014841901
17/09/2012,54.84,0.001459854
14/09/2012,54.76,-0.011800082
13/09/2012,55.41,0.011252387
12/09/2012,54.79,0.004573318
11/09/2012,54.54,0.008285052
10/09/2012,54.09,-0.017774174
07/09/2012,55.06,0.010773408
06/09/2012,54.47,0.030381612
05/09/2012,52.84,-0.000945805
04/09/2012,52.89,-0.012774925
31/08/2012,53.57,0.010885993
30/08/2012,52.99,-0.006020714
29/08/2012,53.31,-0.00112486
28/08/2012,53.37,-0.000561956
27/08/2012,53.4,0.001874415
24/08/2012,53.3,0.002630097
23/08/2012,53.16,-0.010106768
22/08/2012,53.7,0.003731348
21/08/2012,53.5,-0.005034037
20/08/2012,53.77,-0.000371885
17/08/2012,53.79,0.007464114
16/08/2012,53.39,-0.003365747
15/08/2012,53.57,-0.000186654
14/08/2012,53.58,-0.006511045
13/08/2012,53.93,0.008379157
10/08/2012,53.48,0.009393268
09/08/2012,52.98,-0.005646542
08/08/2012,53.28,-0.000750469
07/08/2012,53.32,0.006774584
06/08/2012,52.96,-0.00752449
03/08/2012,53.36,0.00998219
02/08/2012,52.83,-0.005097717
01/08/2012,53.1,0.005476362
31/07/2012,52.81,0
30/07/2012,52.81,-0.000567913
27/07/2012,52.84,0.015063685
26/07/2012,52.05,0.018616012
25/07/2012,51.09,0.019168653
24/07/2012,50.12,-0.013476225
23/07/2012,50.8,-0.006670615
20/07/2012,51.14,0.00039116
19/07/2012,51.12,-0.019181059
18/07/2012,52.11,0.024870137
17/07/2012,50.83,0.010680481
16/07/2012,50.29,-0.007922402
13/07/2012,50.69,0.023150106
12/07/2012,49.53,-0.015426531
11/07/2012,50.3,-0.011661363
10/07/2012,50.89,-0.003139104
09/07/2012,51.05,-0.0062488
06/07/2012,51.37,-0.018897593
05/07/2012,52.35,-0.005904217
03/07/2012,52.66,0.010883162
02/07/2012,52.09,0.000191994
29/06/2012,52.08,0.042158973
28/06/2012,49.93,-0.014119753
27/06/2012,50.64,0.006339165
26/06/2012,50.32,-0.004560333
25/06/2012,50.55,-0.019007136
22/06/2012,51.52,0.006035256
21/06/2012,51.21,-0.026400994
20/06/2012,52.58,-0.004554088
19/06/2012,52.82,0.017763813
18/06/2012,51.89,0.003861754
15/06/2012,51.69,0.005431633
14/06/2012,51.41,0.009380565
13/06/2012,50.93,-0.010741242
12/06/2012,51.48,0.01408474
11/06/2012,50.76,-0.014667321
08/06/2012,51.51,0.007600154
07/06/2012,51.12,-0.00390473
06/06/2012,51.32,0.019876675
05/06/2012,50.31,0.005581039
04/06/2012,50.03,0.004206316
01/06/2012,49.82,-0.042250119
31/05/2012,51.97,-0.003840988
30/05/2012,52.17,-0.024426094
29/05/2012,53.46,0.013180383
25/05/2012,52.76,-0.001325883
24/05/2012,52.83,0.001515439
23/05/2012,52.75,0.012206903
22/05/2012,52.11,-0.010879008
21/05/2012,52.68,0.021295769
18/05/2012,51.57,-0.005993251
17/05/2012,51.88,-0.010736299
16/05/2012,52.44,-0.008922698
15/05/2012,52.91,-0.00301944
14/05/2012,53.07,-0.011056048
11/05/2012,53.66,-0.00130366
10/05/2012,53.73,-0.002416583
09/05/2012,53.86,-0.005739162
08/05/2012,54.17,0.010018637
07/05/2012,53.63,0.000559545
04/05/2012,53.6,-0.005766921
03/05/2012,53.91,-0.010150498
02/05/2012,54.46,-0.002384229
01/05/2012,54.59,0.006800872
30/04/2012,54.22,-0.008631033
27/04/2012,54.69,0.010661866
26/04/2012,54.11,0.013208266
25/04/2012,53.4,0.00375235
24/04/2012,53.2,0.008873843
23/04/2012,52.73,-0.007745387
20/04/2012,53.14,0.002638027
19/04/2012,53,-0.031388964
18/04/2012,54.69,-0.001826818
17/04/2012,54.79,0.013783182
16/04/2012,54.04,0.002965162
13/04/2012,53.88,-0.011257847
12/04/2012,54.49,0.010886721
11/04/2012,53.9,0.020051267
10/04/2012,52.83,-0.032771505
09/04/2012,54.59,-0.009661911
05/04/2012,55.12,-0.002355714
04/04/2012,55.25,-0.010622118
03/04/2012,55.84,-0.004110452
02/04/2012,56.07,0.001249219
30/03/2012,56,0.0174732
29/03/2012,55.03,0.004735892
28/03/2012,54.77,-0.009449462
27/03/2012,55.29,0.005258875
26/03/2012,55,0.011520654
23/03/2012,54.37,-0.001470318
22/03/2012,54.45,-0.004032264
21/03/2012,54.67,0.001647598
20/03/2012,54.58,-0.006210066
19/03/2012,54.92,-0.001455604
16/03/2012,55,0.000909504
15/03/2012,54.95,0.008590019
14/03/2012,54.48,-0.005308937
13/03/2012,54.77,0.02066113
12/03/2012,53.65,0.005607491
09/03/2012,53.35,0.006393403
08/03/2012,53.01,0.009476947
07/03/2012,52.51,0.005921133
06/03/2012,52.2,-0.01803561
05/03/2012,53.15,-0.003755873
02/03/2012,53.35,0.008848782
01/03/2012,52.88,0.000945984
29/02/2012,52.83,-0.010169579
28/02/2012,53.37,0.003378382
27/02/2012,53.19,-0.002441087
24/02/2012,53.32,-0.002996257
23/02/2012,53.48,0.006942518
22/02/2012,53.11,-0.002069031
21/02/2012,53.22,0.014955319
17/02/2012,52.43,0.000763213
16/02/2012,52.39,0.022585653
15/02/2012,51.22,-0.009907803
14/02/2012,51.73,-0.003473566
13/02/2012,51.91,0.007347287
10/02/2012,51.53,-0.015023395
09/02/2012,52.31,0.005174904
08/02/2012,52.04,-0.007657005
07/02/2012,52.44,-0.007220248
06/02/2012,52.82,-0.000946163
03/02/2012,52.87,0.004169832
02/02/2012,52.65,-0.005870673
01/02/2012,52.96,0.008533284
31/01/2012,52.51,0.001524681
30/01/2012,52.43,0.003247686
27/01/2012,52.26,-0.007245027
26/01/2012,52.64,-0.007381504
25/01/2012,53.03,0.0043466
24/01/2012,52.8,0.017192401
23/01/2012,51.9,0.010848615
20/01/2012,51.34,-0.003499906
19/01/2012,51.52,-0.001163919
18/01/2012,51.58,0.014647269
17/01/2012,50.83,0.006711435
13/01/2012,50.49,-0.006121058
12/01/2012,50.8,0.010686822
11/01/2012,50.26,0.010400094
10/01/2012,49.74,0.023597515
09/01/2012,48.58,0.005159438
06/01/2012,48.33,-0.005365263
05/01/2012,48.59,0.004744723
04/01/2012,48.36,-0.001859313
03/01/2012,48.45,0.029534035
30/12/2011,47.04,-0.009310266
29/12/2011,47.48,0.013357561
28/12/2011,46.85,-0.017141463
27/12/2011,47.66,-0.00251467
23/12/2011,47.78,0.016885163
22/12/2011,46.98,-0.003399918
21/12/2011,47.14,-0.01766236
20/12/2011,47.98,0.037588033
19/12/2011,46.21,-0.003456474
16/12/2011,46.37,0.004105894
15/12/2011,46.18,0.004557794
14/12/2011,45.97,0.01335835
13/12/2011,45.36,-0.007029906
12/12/2011,45.68,-0.026783458
09/12/2011,46.92,0.021761066
08/12/2011,45.91,-0.030672646
07/12/2011,47.34,-0.014053718
06/12/2011,48.01,0.007946508
05/12/2011,47.63,0.002733104
02/12/2011,47.5,-0.018976693
01/12/2011,48.41,0.000619899
30/11/2011,48.38,0.038559501
29/11/2011,46.55,0.006033201
28/11/2011,46.27,0.037657207
25/11/2011,44.56,-0.002241651
23/11/2011,44.66,-0.030432337
22/11/2011,46.04,-0.003902021
21/11/2011,46.22,-0.023520434
18/11/2011,47.32,0.005934736
17/11/2011,47.04,-0.02498293
16/11/2011,48.23,-0.025789395
15/11/2011,49.49,0.004455252
14/11/2011,49.27,-0.008890744
11/11/2011,49.71,0.022788372
10/11/2011,48.59,0.011383751
09/11/2011,48.04,-0.032359981
08/11/2011,49.62,0.0121656
07/11/2011,49.02,0.005523181
04/11/2011,48.75,-0.005931094
03/11/2011,49.04,0.011278701
02/11/2011,48.49,0.023790771
01/11/2011,47.35,-0.020899402
31/10/2011,48.35,-0.050610538
28/10/2011,50.86,0.020058264
27/10/2011,49.85,0.041783674
26/10/2011,47.81,0.008190742
25/10/2011,47.42,-0.017973316
24/10/2011,48.28,0.028786524
21/10/2011,46.91,0.035144615
20/10/2011,45.29,0.027080093
19/10/2011,44.08,-0.022876082
18/10/2011,45.1,0.025374663
17/10/2011,43.97,-0.031563896
14/10/2011,45.38,0.011747891
13/10/2011,44.85,-0.006223625
12/10/2011,45.13,0.021954287
11/10/2011,44.15,-0.000905592
10/10/2011,44.19,0.044184358
07/10/2011,42.28,-0.008947552
06/10/2011,42.66,0.022281083
05/10/2011,41.72,0.012057055
04/10/2011,41.22,0.019598863
03/10/2011,40.42,-0.036915313
30/09/2011,41.94,-0.03721033
29/09/2011,43.53,0.017847269
28/09/2011,42.76,-0.034252285
27/09/2011,44.25,0.017554309
26/09/2011,43.48,0.017867977
23/09/2011,42.71,-0.00023411
22/09/2011,42.72,-0.047094417
21/09/2011,44.78,-0.032083613
20/09/2011,46.24,0.00498646
19/09/2011,46.01,0.001522567
16/09/2011,45.94,-0.008669322
15/09/2011,46.34,0.023581879
14/09/2011,45.26,0.024377815
13/09/2011,44.17,0.013676985
12/09/2011,43.57,0.022749356
09/09/2011,42.59,-0.020911543
08/09/2011,43.49,-0.017098331
07/09/2011,44.24,0.030058475
06/09/2011,42.93,-0.002791349
02/09/2011,43.05,-0.035595818
01/09/2011,44.61,-0.026544359
31/08/2011,45.81,0.016729424
30/08/2011,45.05,0.017465737
29/08/2011,44.27,0.031668548
26/08/2011,42.89,0.021683621
25/08/2011,41.97,-0.029348274
24/08/2011,43.22,0.0346039
23/08/2011,41.75,0.02941031
22/08/2011,40.54,-0.004430231
19/08/2011,40.72,-0.009775249
18/08/2011,41.12,-0.05947954
17/08/2011,43.64,-0.011845241
16/08/2011,44.16,-0.012601427
15/08/2011,44.72,0.012601427
12/08/2011,44.16,0.018512699
11/08/2011,43.35,0.045060105
10/08/2011,41.44,-0.036488293
09/08/2011,42.98,0.042539383
08/08/2011,41.19,-0.077293681
05/08/2011,44.5,0.007896262
04/08/2011,44.15,-0.058290276
03/08/2011,46.8,0.004926646
02/08/2011,46.57,-0.039162899
01/08/2011,48.43,-0.013943224
29/07/2011,49.11,0.005308302
28/07/2011,48.85,-0.007748815
27/07/2011,49.23,-0.023487981
26/07/2011,50.4,-0.022172987
25/07/2011,51.53,-0.003100177
22/07/2011,51.69,-0.014214607
21/07/2011,52.43,-0.012886288
20/07/2011,53.11,0.001884659
19/07/2011,53.01,0.01004843
18/07/2011,52.48,-0.002664131
15/07/2011,52.62,0.002664131
14/07/2011,52.48,-0.017378601
13/07/2011,53.4,0.00206205
12/07/2011,53.29,-0.003932958
11/07/2011,53.5,-0.019252724
08/07/2011,54.54,-0.009307486
07/07/2011,55.05,0.006743851
06/07/2011,54.68,0.005501573
05/07/2011,54.38,-0.002571168
01/07/2011,54.52,0.02846439
30/06/2011,52.99,0.016170808
29/06/2011,52.14,0
28/06/2011,52.14,0.019365439
27/06/2011,51.14,-0.003318695
24/06/2011,51.31,-0.016813615
23/06/2011,52.18,-0.0125692
22/06/2011,52.84,-0.004343317
21/06/2011,53.07,0.020560404
20/06/2011,51.99,0.00288934
17/06/2011,51.84,0.0044466
16/06/2011,51.61,-0.002129102
15/06/2011,51.72,-0.012298387
14/06/2011,52.36,0.019867564
13/06/2011,51.33,-0.002723737
10/06/2011,51.47,-0.016761783
09/06/2011,52.34,0.011336465
08/06/2011,51.75,-0.003664774
07/06/2011,51.94,0.006180012
06/06/2011,51.62,-0.005216899
03/06/2011,51.89,-0.019088192
02/06/2011,52.89,0.008544626
01/06/2011,52.44,-0.03908135
31/05/2011,54.53,0.001651831
27/05/2011,54.44,0.014804119
26/05/2011,53.64,-0.005020931
25/05/2011,53.91,0.012318185
24/05/2011,53.25,-0.008787567
23/05/2011,53.72,-0.017346809
20/05/2011,54.66,-0.010193026
19/05/2011,55.22,0.005994024
18/05/2011,54.89,0.024715386
17/05/2011,53.55,-0.008183047
16/05/2011,53.99,0.002410757
13/05/2011,53.86,-0.008872517
12/05/2011,54.34,0.006091389
11/05/2011,54.01,-0.019435889
10/05/2011,55.07,0.007838888
09/05/2011,54.64,0.007716371
06/05/2011,54.22,0.00147656
05/05/2011,54.14,-0.015578066
04/05/2011,54.99,-0.005078915
03/05/2011,55.27,0.000542937
02/05/2011,55.24,0
29/04/2011,55.24,-0.009548762
28/04/2011,55.77,0.009005825
27/04/2011,55.27,0.018442959
26/04/2011,54.26,0.034117648
25/04/2011,52.44,-0.014012727
21/04/2011,53.18,-0.007120135
20/04/2011,53.56,0.017326234
19/04/2011,52.64,0.012040279
18/04/2011,52.01,-0.013369183
15/04/2011,52.71,0.015101118
14/04/2011,51.92,-0.004611845
13/04/2011,52.16,0.010794245
12/04/2011,51.6,-0.002516212
11/04/2011,51.73,0.003485674
08/04/2011,51.55,-0.009652585
07/04/2011,52.05,-0.002302822
06/04/2011,52.17,-0.001914976
05/04/2011,52.27,-0.000573778
04/04/2011,52.3,-0.005149244
01/04/2011,52.57,0.012826825
31/03/2011,51.9,-0.001155402
30/03/2011,51.96,0.000577534
29/03/2011,51.93,0.007538453
28/03/2011,51.54,-0.007153245
25/03/2011,51.91,0.006571342
24/03/2011,51.57,0.001940994
23/03/2011,51.47,0.003893328
22/03/2011,51.27,-0.000390016
21/03/2011,51.29,0.017306233
18/03/2011,50.41,0.011572356
17/03/2011,49.83,0.008059685
16/03/2011,49.43,-0.020425219
15/03/2011,50.45,-0.009862013
14/03/2011,50.95,-0.008793413
11/03/2011,51.4,0.019448604
10/03/2011,50.41,-0.024300627
09/03/2011,51.65,0.003102582
08/03/2011,51.49,0.026568521
07/03/2011,50.14,-0.01228955
04/03/2011,50.76,-0.00648014
03/03/2011,51.09,0.016976326
02/03/2011,50.23,0.016257257
01/03/2011,49.42,-0.023596376
28/02/2011,50.6,0.00178024
25/02/2011,50.51,0.014959888
24/02/2011,49.76,0.003422248
23/02/2011,49.59,-0.0175899
22/02/2011,50.47,-0.02581798
18/02/2011,51.79,0.012434588
17/02/2011,51.15,-0.002148229
16/02/2011,51.26,-0.002727452
15/02/2011,51.4,0.000194571
14/02/2011,51.39,-0.004271851
11/02/2011,51.61,0.01169376
10/02/2011,51.01,0.023203817
09/02/2011,49.84,0.002008436
08/02/2011,49.74,0.014377083
07/02/2011,49.03,0.021648098
04/02/2011,47.98,0.011107732
03/02/2011,47.45,-0.004835498
02/02/2011,47.68,0.001889368
01/02/2011,47.59,0.032677761
31/01/2011,46.06,0.000217132
28/01/2011,46.05,-0.012945165
27/01/2011,46.65,-0.013837368
26/01/2011,47.3,0.002540222
