Date,Close,VAR
13/06/2012,59.11,-0.009094034
12/06/2012,59.65,0.005379068
11/06/2012,59.33,-0.002356903
08/06/2012,59.47,0.004381537
07/06/2012,59.21,-0.005389941
06/06/2012,59.53,0.027590306
05/06/2012,57.91,0.00745302
04/06/2012,57.48,-0.001564537
01/06/2012,57.57,-0.018756465
31/05/2012,58.66,-0.020751483
30/05/2012,59.89,-0.017380227
29/05/2012,60.94,-0.006868384
25/05/2012,61.36,0.003428295
24/05/2012,61.15,0.000981675
23/05/2012,61.09,-0.019613239
22/05/2012,62.3,-0.008312068
21/05/2012,62.82,0.024656797
18/05/2012,61.29,-0.017628014
17/05/2012,62.38,-0.017165075
16/05/2012,63.46,-0.004716248
15/05/2012,63.76,-0.001723733
14/05/2012,63.87,-0.011054998
11/05/2012,64.58,0.007304407
10/05/2012,64.11,0.006415795
09/05/2012,63.7,0.003617209
08/05/2012,63.47,-0.001416988
07/05/2012,63.56,0.003309435
04/05/2012,63.35,-0.01736997
03/05/2012,64.46,-0.011721294
02/05/2012,65.22,0.010016264
01/05/2012,64.57,0.017970638
30/04/2012,63.42,0.000315408
27/04/2012,63.4,-0.003149609
26/04/2012,63.6,-0.092877263
25/04/2012,69.79,0.041245975
24/04/2012,66.97,0.003889891
23/04/2012,66.71,-0.015174347
20/04/2012,67.73,0.022093748
19/04/2012,66.25,-0.010062411
18/04/2012,66.92,-0.006850362
17/04/2012,67.38,0.015103091
16/04/2012,66.37,-0.002407827
13/04/2012,66.53,-0.019204163
12/04/2012,67.82,0.011269396
11/04/2012,67.06,0.01064398
10/04/2012,66.35,-0.01748009
09/04/2012,67.52,-0.013533599
05/04/2012,68.44,0.003952864
04/04/2012,68.17,-0.020185104
03/04/2012,69.56,0.006924436
02/04/2012,69.08,0.001738627
30/03/2012,68.96,0.002322881
29/03/2012,68.8,-0.001742667
28/03/2012,68.92,-0.015120167
27/03/2012,69.97,0.000714847
26/03/2012,69.92,0.013680104
23/03/2012,68.97,-0.003329235
22/03/2012,69.2,-0.009921715
21/03/2012,69.89,-0.004568174
20/03/2012,70.21,-0.004689174
19/03/2012,70.54,-0.0004252
16/03/2012,70.57,-0.003253876
15/03/2012,70.8,0.0163763
14/03/2012,69.65,0.008362217
13/03/2012,69.07,0.02521758
12/03/2012,67.35,0.002676184
09/03/2012,67.17,0.001638978
08/03/2012,67.06,0.024606872
07/03/2012,65.43,0.014625771
06/03/2012,64.48,-0.021631587
05/03/2012,65.89,-0.004693778
02/03/2012,66.2,0.004238577
01/03/2012,65.92,0.010215839
29/02/2012,65.25,-0.01747101
28/02/2012,66.4,-0.000752729
27/02/2012,66.45,-0.001654011
24/02/2012,66.56,0.008600581
23/02/2012,65.99,0.002579472
22/02/2012,65.82,-0.004245003
21/02/2012,66.1,-0.005130538
17/02/2012,66.44,-0.009884759
16/02/2012,67.1,0.014561542
15/02/2012,66.13,0.005458694
14/02/2012,65.77,0.009932086
13/02/2012,65.12,0.006006949
10/02/2012,64.73,-0.002160495
09/02/2012,64.87,-0.021050198
08/02/2012,66.25,-0.018692133
07/02/2012,67.5,-0.003106282
06/02/2012,67.71,-0.00088574
03/02/2012,67.77,0.012173547
02/02/2012,66.95,0.003441314
01/02/2012,66.72,0.012821655
31/01/2012,65.87,0.004717349
30/01/2012,65.56,-0.008051696
27/01/2012,66.09,-0.018142787
26/01/2012,67.3,-0.028418494
25/01/2012,69.24,0.01059901
24/01/2012,68.51,-0.001021227
23/01/2012,68.58,-0.007553784
20/01/2012,69.1,-0.036936017
19/01/2012,71.7,0.014894191
18/01/2012,70.64,0.003403293
17/01/2012,70.4,0.00498399
13/01/2012,70.05,-0.023281475
12/01/2012,71.7,0.0317397
11/01/2012,69.46,-0.00071958
10/01/2012,69.51,0.006060625
09/01/2012,69.09,0.002753824
06/01/2012,68.9,0.005092772
05/01/2012,68.55,0.004092975
04/01/2012,68.27,-0.014974475
03/01/2012,69.3,0.031813868
30/12/2011,67.13,0.004478956
29/12/2011,66.83,0.015988274
28/12/2011,65.77,-0.013741251
27/12/2011,66.68,0.007073549
23/12/2011,66.21,0.009408264
22/12/2011,65.59,0.005810414
21/12/2011,65.21,0.002917917
20/12/2011,65.02,0.028390614
19/12/2011,63.2,0.00015824
16/12/2011,63.19,-0.005838281
15/12/2011,63.56,0.007422063
14/12/2011,63.09,-0.014633256
13/12/2011,64.02,-0.011338166
12/12/2011,64.75,0.005109557
09/12/2011,64.42,0.021178923
08/12/2011,63.07,-0.023039966
07/12/2011,64.54,0.001705823
06/12/2011,64.43,0.003887727
05/12/2011,64.18,0.021258969
02/12/2011,62.83,-0.003653988
01/12/2011,63.06,0.013249456
30/11/2011,62.23,0.053469261
29/11/2011,58.99,0.00595088
28/11/2011,58.64,0.030649096
25/11/2011,56.87,0.005996491
23/11/2011,56.53,-0.019618776
22/11/2011,57.65,0.006264158
21/11/2011,57.29,-0.01317862
18/11/2011,58.05,-0.009088633
17/11/2011,58.58,-0.021113866
16/11/2011,59.83,-0.012787686
15/11/2011,60.6,0.060366817
14/11/2011,57.05,-0.014789308
11/11/2011,57.9,0.017246312
10/11/2011,56.91,0.009179235
09/11/2011,56.39,-0.045923342
08/11/2011,59.04,0.014673527
07/11/2011,58.18,0.00344353
04/11/2011,57.98,0.015118891
03/11/2011,57.11,0.015884556
02/11/2011,56.21,0.004100193
01/11/2011,55.98,-0.0477859
31/10/2011,58.72,-0.031019337
28/10/2011,60.57,0.01748733
27/10/2011,59.52,0.046072087
26/10/2011,56.84,-0.013282264
25/10/2011,57.6,-0.032621798
24/10/2011,59.51,0.031233873
21/10/2011,57.68,0.031703959
20/10/2011,55.88,-0.002145156
19/10/2011,56,0.000893256
18/10/2011,55.95,0.017852787
17/10/2011,54.96,-0.028519555
14/10/2011,56.55,0.010488053
13/10/2011,55.96,0.000357462
12/10/2011,55.94,-0.006414847
11/10/2011,56.3,-0.011654732
10/10/2011,56.96,0.035925586
07/10/2011,54.95,0.006756166
06/10/2011,54.58,0.022231371
05/10/2011,53.38,0.026961952
04/10/2011,51.96,0.036453184
03/10/2011,50.1,-0.04029491
30/09/2011,52.16,0.001150969
29/09/2011,52.1,0
28/09/2011,52.1,-0.040806639
27/09/2011,54.27,0.059600179
26/09/2011,51.13,0.025352913
23/09/2011,49.85,0.004423007
22/09/2011,49.63,-0.026445522
21/09/2011,50.96,-0.044707685
20/09/2011,53.29,0.016079037
19/09/2011,52.44,-0.027089693
16/09/2011,53.88,0.003532587
15/09/2011,53.69,0.022032715
14/09/2011,52.52,0.024868751
13/09/2011,51.23,0.001171875
12/09/2011,51.17,-0.007592755
09/09/2011,51.56,-0.042713145
08/09/2011,53.81,-0.019325162
07/09/2011,54.86,0.029786681
06/09/2011,53.25,-0.002438339
02/09/2011,53.38,-0.034432196
01/09/2011,55.25,-0.030480927
31/08/2011,56.96,0.00334125
30/08/2011,56.77,-0.00649638
29/08/2011,57.14,0.027141356
26/08/2011,55.61,0.025682133
25/08/2011,54.2,-0.018282045
24/08/2011,55.2,0.010562837
23/08/2011,54.62,0.040158538
22/08/2011,52.47,-0.000190567
19/08/2011,52.48,-0.01004843
18/08/2011,53.01,-0.061988584
17/08/2011,56.4,-0.011108287
16/08/2011,57.03,0.006685458
15/08/2011,56.65,0.021590633
12/08/2011,55.44,0.022804965
11/08/2011,54.19,0.04742553
10/08/2011,51.68,-0.06986968
09/08/2011,55.42,0.051084385
08/08/2011,52.66,-0.095033927
05/08/2011,57.91,0.015838813
04/08/2011,57,-0.053124949
03/08/2011,60.11,-0.005309453
02/08/2011,60.43,0.000827746
01/08/2011,60.38,-0.038660004
29/07/2011,62.76,0.012183543
28/07/2011,62,-0.079347677
27/07/2011,67.12,-0.021373059
26/07/2011,68.57,-0.023350729
25/07/2011,70.19,-0.01034663
22/07/2011,70.92,-0.005063302
21/07/2011,71.28,0.015409932
20/07/2011,70.19,-0.01034663
19/07/2011,70.92,0.018644246
18/07/2011,69.61,-0.011142972
15/07/2011,70.39,0.004841935
14/07/2011,70.05,-0.010508475
13/07/2011,70.79,0.007230484
12/07/2011,70.28,-0.006241155
11/07/2011,70.72,-0.000706764
08/07/2011,70.77,-0.008302306
07/07/2011,71.36,0.005198466
06/07/2011,70.99,0.005225632
05/07/2011,70.62,-0.003533822
01/07/2011,70.87,0.012066297
30/06/2011,70.02,0.005011106
29/06/2011,69.67,0.001005242
28/06/2011,69.6,0.015055293
27/06/2011,68.56,0.01350975
24/06/2011,67.64,-0.008831379
23/06/2011,68.24,-0.002634276
22/06/2011,68.42,0.004541134
21/06/2011,68.11,0.009144606
20/06/2011,67.49,0.019298976
17/06/2011,66.2,0.011699594
16/06/2011,65.43,-0.00791601
15/06/2011,65.95,-0.012806201
14/06/2011,66.8,0.010383059
13/06/2011,66.11,0.009575269
10/06/2011,65.48,-0.014404009
09/06/2011,66.43,0.012420638
08/06/2011,65.61,-0.000609477
07/06/2011,65.65,0.003815342
06/06/2011,65.4,-0.008374621
03/06/2011,65.95,-0.004991313
02/06/2011,66.28,-0.000452523
01/06/2011,66.31,-0.0183793
31/05/2011,67.54,0.007878153
27/05/2011,67.01,-0.001789176
26/05/2011,67.13,0.002983741
25/05/2011,66.93,0.00044833
24/05/2011,66.9,-0.007000848
23/05/2011,67.37,-0.022746597
20/05/2011,68.92,-0.003187023
19/05/2011,69.14,0.006238685
18/05/2011,68.71,0.004229569
17/05/2011,68.42,-0.005683904
16/05/2011,68.81,-0.004060919
13/05/2011,69.09,-0.011798698
12/05/2011,69.91,-0.00385467
11/05/2011,70.18,-0.013867493
10/05/2011,71.16,0.010027624
09/05/2011,70.45,0.002985289
06/05/2011,70.24,0.010447322
05/05/2011,69.51,-0.002155638
04/05/2011,69.66,-0.009287771
03/05/2011,70.31,-0.002273051
02/05/2011,70.47,0.003838776
29/04/2011,70.2,-0.003696862
28/04/2011,70.46,-0.013672776
27/04/2011,71.43,0.016515302
26/04/2011,70.26,0.014912809
25/04/2011,69.22,-0.016050789
21/04/2011,70.34,-0.002981051
20/04/2011,70.55,0.012982563
19/04/2011,69.64,0.006916454
18/04/2011,69.16,-0.00849476
15/04/2011,69.75,0.008061077
14/04/2011,69.19,0.002170297
13/04/2011,69.04,-0.004191666
12/04/2011,69.33,0.007673968
11/04/2011,68.8,0.000436142
08/04/2011,68.77,-0.000145402
07/04/2011,68.78,-0.00101722
06/04/2011,68.85,-0.003190258
05/04/2011,69.07,0.006245028
04/04/2011,68.64,-0.000582581
01/04/2011,68.68,0.015258512
31/03/2011,67.64,0.00682394
30/03/2011,67.18,-0.002527319
29/03/2011,67.35,0.005807477
28/03/2011,66.96,0.006592772
25/03/2011,66.52,0.001052869
24/03/2011,66.45,0.004222597
23/03/2011,66.17,-0.001510118
22/03/2011,66.27,-0.000904977
21/03/2011,66.33,0.008478476
18/03/2011,65.77,0.006559401
17/03/2011,65.34,0.011389995
16/03/2011,64.6,-0.014446232
15/03/2011,65.54,-0.014842011
14/03/2011,66.52,-0.011954715
11/03/2011,67.32,-0.003410695
10/03/2011,67.55,-0.013235487
09/03/2011,68.45,-0.017953284
08/03/2011,69.69,-0.0012906
07/03/2011,69.78,-0.010265274
04/03/2011,70.5,-0.013525143
03/03/2011,71.46,0.039097575
02/03/2011,68.72,-0.005224976
01/03/2011,69.08,-0.002891011
28/02/2011,69.28,0.008989476
25/02/2011,68.66,0.011425348
24/02/2011,67.88,0.011706439
23/02/2011,67.09,-0.02006855
22/02/2011,68.45,-0.02239169
18/02/2011,70,-0.008109883
17/02/2011,70.57,-0.004806342
16/02/2011,70.91,0.002258931
15/02/2011,70.75,-0.008584952
14/02/2011,71.36,0.03203805
11/02/2011,69.11,0.000434185
10/02/2011,69.08,0.00901562
09/02/2011,68.46,0.001461775
08/02/2011,68.36,0.008078182
07/02/2011,67.81,0.006064659
04/02/2011,67.4,-0.008568526
03/02/2011,67.98,0.011540297
02/02/2011,67.2,0.00447428
01/02/2011,66.9,-0.00996513
31/01/2011,67.57,-0.016148325
28/01/2011,68.67,-0.000436777
27/01/2011,68.7,-0.04636121
