Date,Close,VAR
04/04/2014,84.85,0.000589449
03/04/2014,84.8,0.006150954
02/04/2014,84.28,0.001187226
01/04/2014,84.18,0.002259619
31/03/2014,83.99,0.01802067
28/03/2014,82.49,0.002792111
27/03/2014,82.26,0.002921843
26/03/2014,82.02,-0.00207052
25/03/2014,82.19,0.000121677
24/03/2014,82.18,-0.019998257
21/03/2014,83.84,-0.004878349
20/03/2014,84.25,-0.001897309
19/03/2014,84.41,-0.006494679
18/03/2014,84.96,0.003773589
17/03/2014,84.64,0.004618399
14/03/2014,84.25,0.001900915
13/03/2014,84.09,-0.007818092
12/03/2014,84.75,0.000472088
11/03/2014,84.71,0.00437741
10/03/2014,84.34,-0.004141283
07/03/2014,84.69,0.003311653
06/03/2014,84.41,0.000592522
05/03/2014,84.36,-0.000829433
04/03/2014,84.43,0.012874179
03/03/2014,83.35,-0.005742329
28/02/2014,83.83,0.005142629
27/02/2014,83.4,0.006495873
26/02/2014,82.86,-0.002169983
25/02/2014,83.04,-0.01161342
24/02/2014,84.01,0.003696862
21/02/2014,83.7,-0.004767589
20/02/2014,84.1,0.027973852
19/02/2014,81.78,-0.013119722
18/02/2014,82.86,0.012752951
14/02/2014,81.81,0.005392831
13/02/2014,81.37,0.006411069
12/02/2014,80.85,-0.002470662
11/02/2014,81.05,0.004823459
10/02/2014,80.66,0.004348643
07/02/2014,80.31,0.017206076
06/02/2014,78.94,0.006099129
05/02/2014,78.46,0.00114774
04/02/2014,78.37,0.001404584
03/02/2014,78.26,-0.038232393
31/01/2014,81.31,-0.012709446
30/01/2014,82.35,0.008169283
29/01/2014,81.68,-0.000611958
28/01/2014,81.73,0.00122429
27/01/2014,81.63,-0.002080402
24/01/2014,81.8,-0.020689142
23/01/2014,83.51,0.012289311
22/01/2014,82.49,0.007666603
21/01/2014,81.86,-0.006574966
17/01/2014,82.4,-0.001455251
16/01/2014,82.52,0.013419745
15/01/2014,81.42,0.010122294
14/01/2014,80.6,0.013741628
13/01/2014,79.5,-0.018321694
10/01/2014,80.97,-0.003944292
09/01/2014,81.29,0.015496498
08/01/2014,80.04,0.003253663
07/01/2014,79.78,0.025388518
06/01/2014,77.78,0.00386449
03/01/2014,77.48,0.001808552
02/01/2014,77.34,-0.004515263
31/12/2013,77.69,0.003352247
30/12/2013,77.43,0.006738395
27/12/2013,76.91,0.002343141
26/12/2013,76.73,0
24/12/2013,76.73,0.005488775
23/12/2013,76.31,0.003150022
20/12/2013,76.07,-0.00915997
19/12/2013,76.77,-0.016151265
18/12/2013,78.02,0.022947789
17/12/2013,76.25,-0.007447607
16/12/2013,76.82,0.004697295
13/12/2013,76.46,0.007482805
12/12/2013,75.89,-0.01465036
11/12/2013,77.01,-0.02246997
10/12/2013,78.76,-0.006202159
09/12/2013,79.25,-0.000882891
06/12/2013,79.32,0.00594299
05/12/2013,78.85,-0.012477319
04/12/2013,79.84,0.005904169
03/12/2013,79.37,0.001639241
02/12/2013,79.24,0.015131575
29/11/2013,78.05,0.017578325
27/11/2013,76.69,0.006016236
26/11/2013,76.23,0.007769842
25/11/2013,75.64,0.011167359
22/11/2013,74.8,-0.005333346
21/11/2013,75.2,0.012309494
20/11/2013,74.28,-0.004298771
19/11/2013,74.6,0.001878439
18/11/2013,74.46,-0.001744382
15/11/2013,74.59,-0.004681343
14/11/2013,74.94,0.011542203
13/11/2013,74.08,0.010584981
12/11/2013,73.3,-0.001363327
11/11/2013,73.4,0.000136249
08/11/2013,73.39,0.007659728
07/11/2013,72.83,-0.007387174
06/11/2013,73.37,0.005192687
05/11/2013,72.99,-0.001916234
04/11/2013,73.13,0.008652117
01/11/2013,72.5,-0.00110284
31/10/2013,72.58,-0.00013777
30/10/2013,72.59,-0.012322171
29/10/2013,73.49,0.003680735
28/10/2013,73.22,0.000273187
25/10/2013,73.2,-0.001365188
24/10/2013,73.3,-0.068792761
23/10/2013,78.52,0.015659414
22/10/2013,77.3,-0.01195925
21/10/2013,78.23,-0.00522727
18/10/2013,78.64,0.001145111
17/10/2013,78.55,-0.004065563
16/10/2013,78.87,0.02347616
15/10/2013,77.04,-0.011614532
14/10/2013,77.94,0.003212751
11/10/2013,77.69,0.00412744
10/10/2013,77.37,0.02526147
09/10/2013,75.44,0.000265146
08/10/2013,75.42,0.011468321
07/10/2013,74.56,-0.005083623
04/10/2013,74.94,0.007769631
03/10/2013,74.36,-0.008169871
02/10/2013,74.97,-0.004923169
01/10/2013,75.34,0.008129584
30/09/2013,74.73,0.007387046
27/09/2013,74.18,0.001348982
26/09/2013,74.08,-0.003099942
25/09/2013,74.31,-0.012836117
24/09/2013,75.27,-0.013198027
23/09/2013,76.27,0.002231411
20/09/2013,76.1,0.006724266
19/09/2013,75.59,-0.003565537
18/09/2013,75.86,0.011668125
17/09/2013,74.98,-0.002397763
16/09/2013,75.16,0.008149133
13/09/2013,74.55,0.002820876
12/09/2013,74.34,-0.00817206
11/09/2013,74.95,0.017904497
10/09/2013,73.62,0.016020059
09/09/2013,72.45,0.008037737
06/09/2013,71.87,-0.000278242
05/09/2013,71.89,0.001391982
04/09/2013,71.79,0.010502092
03/09/2013,71.04,0.00833986
30/08/2013,70.45,-0.013394631
29/08/2013,71.4,0.004210533
28/08/2013,71.1,-0.004070467
27/08/2013,71.39,-0.01790844
26/08/2013,72.68,0.000412854
23/08/2013,72.65,-0.001650392
22/08/2013,72.77,0.01091548
21/08/2013,71.98,-0.006094202
20/08/2013,72.42,0.006094202
19/08/2013,71.98,0.003618654
16/08/2013,71.72,-0.007501077
15/08/2013,72.26,-0.0183743
14/08/2013,73.6,-0.003390983
13/08/2013,73.85,0
12/08/2013,73.85,-0.004862903
09/08/2013,74.21,0.006082333
08/08/2013,73.76,0.013787673
07/08/2013,72.75,0.010085048
06/08/2013,72.02,-0.008158795
05/08/2013,72.61,-0.005493765
02/08/2013,73.01,-0.002599003
01/08/2013,73.2,0.009608859
31/07/2013,72.5,0.002900755
30/07/2013,72.29,-0.001520492
29/07/2013,72.4,-0.019694291
26/07/2013,73.84,-0.003514942
25/07/2013,74.1,0.027222801
24/07/2013,72.11,-0.005531752
23/07/2013,72.51,0.001103905
22/07/2013,72.43,0.002349852
19/07/2013,72.26,0.009594734
18/07/2013,71.57,0.011664808
17/07/2013,70.74,0.012661098
16/07/2013,69.85,0.006895588
15/07/2013,69.37,0
12/07/2013,69.37,0.015984066
11/07/2013,68.27,0.019823134
10/07/2013,66.93,0.0094574
09/07/2013,66.3,-0.028254668
08/07/2013,68.2,0.014324988
05/07/2013,67.23,0.012874429
03/07/2013,66.37,-0.004209899
02/07/2013,66.65,-0.022109366
01/07/2013,68.14,0.01017783
28/06/2013,67.45,0.012231656
27/06/2013,66.63,0.01162365
26/06/2013,65.86,-0.011173301
25/06/2013,66.6,0.00647739
24/06/2013,66.17,-0.021528713
21/06/2013,67.61,0.009361834
20/06/2013,66.98,-0.026518938
19/06/2013,68.78,-0.029793094
18/06/2013,70.86,0.01636232
17/06/2013,69.71,0.011977919
14/06/2013,68.88,-0.01011131
13/06/2013,69.58,0.020912757
12/06/2013,68.14,-0.006873884
11/06/2013,68.61,-0.008562566
10/06/2013,69.2,-0.005045056
07/06/2013,69.55,0.019894652
06/06/2013,68.18,0.00485188
05/06/2013,67.85,0.014997683
04/06/2013,66.84,-0.007898111
03/06/2013,67.37,0.005357953
31/05/2013,67.01,-0.021845887
30/05/2013,68.49,0.007032996
29/05/2013,68.01,-0.001028731
28/05/2013,68.08,0.010632114
24/05/2013,67.36,-0.007837378
23/05/2013,67.89,-0.007922577
22/05/2013,68.43,-0.02096816
21/05/2013,69.88,0.006172416
20/05/2013,69.45,0.002162163
17/05/2013,69.3,0.004628299
16/05/2013,68.98,-0.013821124
15/05/2013,69.94,-0.004137839
14/05/2013,70.23,0.012321073
13/05/2013,69.37,0.008977761
10/05/2013,68.75,0.007885555
09/05/2013,68.21,0.009131139
08/05/2013,67.59,0.023350859
07/05/2013,66.03,0.007601131
06/05/2013,65.53,-0.002438654
03/05/2013,65.69,0.018901831
02/05/2013,64.46,0.004041666
01/05/2013,64.2,-0.014535589
30/04/2013,65.14,0.005387529
29/04/2013,64.79,0.010394943
26/04/2013,64.12,0.001560793
25/04/2013,64.02,-0.065446029
24/04/2013,68.35,-0.002338157
23/04/2013,68.51,0.02183944
22/04/2013,67.03,-0.003871357
19/04/2013,67.29,0.010757612
18/04/2013,66.57,-0.014614039
17/04/2013,67.55,-0.025576842
16/04/2013,69.3,0.004773279
15/04/2013,68.97,-0.053769565
12/04/2013,72.78,0.006617063
11/04/2013,72.3,0.008891417
10/04/2013,71.66,0.009252835
09/04/2013,71,0.004234304
08/04/2013,70.7,0.000565931
05/04/2013,70.66,-0.009717702
04/04/2013,71.35,-0.000140144
03/04/2013,71.36,-0.007677849
02/04/2013,71.91,0.000278164
01/04/2013,71.89,-0.001528946
28/03/2013,72,0.004175371
27/03/2013,71.7,-0.001254443
26/03/2013,71.79,0.001533422
25/03/2013,71.68,-0.007920558
22/03/2013,72.25,0.00110788
21/03/2013,72.17,-0.002629213
20/03/2013,72.36,0.000691228
19/03/2013,72.31,-0.00234823
18/03/2013,72.48,-0.010294511
15/03/2013,73.23,-0.011270402
14/03/2013,74.06,-0.005117856
13/03/2013,74.44,0.009990633
12/03/2013,73.7,0.003261759
11/03/2013,73.46,-0.004888657
08/03/2013,73.82,0.023159651
07/03/2013,72.13,0.001665048
06/03/2013,72.01,-0.009536386
05/03/2013,72.7,0.015944879
04/03/2013,71.55,0.00983154
01/03/2013,70.85,0.003109983
28/02/2013,70.63,0.018288837
27/02/2013,69.35,0.009999359
26/02/2013,68.66,-0.007978573
25/02/2013,69.21,-0.013062699
22/02/2013,70.12,0.009169119
21/02/2013,69.48,-0.006026708
20/02/2013,69.9,-0.011238471
19/02/2013,70.69,0.009094847
15/02/2013,70.05,-0.012907065
14/02/2013,70.96,-0.007581112
13/02/2013,71.5,0.001959961
12/02/2013,71.36,0.003509514
11/02/2013,71.11,0.000140637
08/02/2013,71.1,-0.010632445
07/02/2013,71.86,0.006702064
06/02/2013,71.38,0.001121391
05/02/2013,71.3,0.011425472
04/02/2013,70.49,-0.010302822
01/02/2013,71.22,0.008035569
31/01/2013,70.65,-0.011259795
30/01/2013,71.45,-0.003353363
29/01/2013,71.69,-0.007504204
28/01/2013,72.23,-0.016204694
25/01/2013,73.41,0.007245913
24/01/2013,72.88,-0.02747314
23/01/2013,74.91,-0.002799442
22/01/2013,75.12,0.000399441
18/01/2013,75.09,0.006680944
17/01/2013,74.59,0.006051252
16/01/2013,74.14,0.001890105
15/01/2013,74,0.002029084
14/01/2013,73.85,-0.009836366
11/01/2013,74.58,-0.004014457
10/01/2013,74.88,-0.004929071
09/01/2013,75.25,0.005463402
08/01/2013,74.84,-0.004665742
07/01/2013,75.19,0.033401794
04/01/2013,72.72,-0.013114942
03/01/2013,73.68,0.016558709
02/01/2013,72.47,0.031254734
31/12/2012,70.24,0.008866067
28/12/2012,69.62,-0.008581288
27/12/2012,70.22,0.005426259
26/12/2012,69.84,-0.014499188
24/12/2012,70.86,0.000847099
21/12/2012,70.8,-0.013746885
20/12/2012,71.78,0.011771436
19/12/2012,70.94,-0.019266267
18/12/2012,72.32,0.011403266
17/12/2012,71.5,0.007017573
14/12/2012,71,-0.008415197
13/12/2012,71.6,-0.006681539
12/12/2012,72.08,-0.00373884
11/12/2012,72.35,0.013077538
10/12/2012,71.41,0.009992343
07/12/2012,70.7,0.015537338
06/12/2012,69.61,-0.002869031
05/12/2012,69.81,-0.004573397
04/12/2012,70.13,0.010752021
03/12/2012,69.38,0.003175981
30/11/2012,69.16,0.000578536
29/11/2012,69.12,0.000144686
28/11/2012,69.11,0.003333578
27/11/2012,68.88,-0.008385187
26/11/2012,69.46,0.000576037
23/11/2012,69.42,0.008099553
21/11/2012,68.86,-0.003045025
20/11/2012,69.07,-0.000578955
19/11/2012,69.11,0.01781069
16/11/2012,67.89,0.002211901
15/11/2012,67.74,-0.000147612
14/11/2012,67.75,-0.007792438
13/11/2012,68.28,-0.000732011
12/11/2012,68.33,-0.007436063
09/11/2012,68.84,0.00363822
08/11/2012,68.59,-0.015623058
07/11/2012,69.67,-0.013118682
06/11/2012,70.59,0.002695228
05/11/2012,70.4,0.003557457
02/11/2012,70.15,0.019868203
01/11/2012,68.77,0.029663505
31/10/2012,66.76,-0.002543198
26/10/2012,66.93,0.141481633
25/10/2012,58.1,0.017711871
24/10/2012,57.08,-0.007157227
23/10/2012,57.49,-0.015019704
22/10/2012,58.36,-0.001027573
19/10/2012,58.42,-0.012249217
18/10/2012,59.14,-0.010094298
17/10/2012,59.74,0.011786632
16/10/2012,59.04,0.013642776
15/10/2012,58.24,-0.000858148
12/10/2012,58.29,-0.009901071
11/10/2012,58.87,0.010415872
10/10/2012,58.26,-0.008715769
09/10/2012,58.77,-0.031488115
08/10/2012,60.65,-0.006737352
05/10/2012,61.06,-0.005389968
04/10/2012,61.39,0.00620917
03/10/2012,61.01,0.002297343
02/10/2012,60.87,0.006593068
01/10/2012,60.47,0.002483651
28/09/2012,60.32,0.004652717
27/09/2012,60.04,0.005511496
26/09/2012,59.71,-0.008837073
25/09/2012,60.24,-0.017769471
24/09/2012,61.32,0.003921574
21/09/2012,61.08,-0.00261609
20/09/2012,61.24,-0.00748336
19/09/2012,61.7,0.000810701
18/09/2012,61.65,0.003412141
17/09/2012,61.44,-0.002600782
14/09/2012,61.6,-0.002594035
13/09/2012,61.76,0.005194817
12/09/2012,61.44,0.018231596
11/09/2012,60.33,0.006652278
10/09/2012,59.93,0.000500709
07/09/2012,59.9,0.006700193
06/09/2012,59.5,0.015412279
05/09/2012,58.59,-0.018432922
04/09/2012,59.68,0.015025183
31/08/2012,58.79,0.000850847
30/08/2012,58.74,-0.012519196
29/08/2012,59.48,0.012008601
28/08/2012,58.77,-0.006614117
27/08/2012,59.16,-0.007074309
24/08/2012,59.58,0.013348175
23/08/2012,58.79,-0.007456398
22/08/2012,59.23,-0.009744701
21/08/2012,59.81,-0.001670565
20/08/2012,59.91,0.015645033
17/08/2012,58.98,-0.005410903
16/08/2012,59.3,0.009147955
15/08/2012,58.76,0.027432066
14/08/2012,57.17,-0.010094064
13/08/2012,57.75,0.015707129
10/08/2012,56.85,0.007415288
09/08/2012,56.43,-0.003361348
08/08/2012,56.62,-0.000706215
07/08/2012,56.66,0.016729345
06/08/2012,55.72,0.004677109
03/08/2012,55.46,0.01911408
02/08/2012,54.41,-0.016767296
01/08/2012,55.33,0.013647742
31/07/2012,54.58,-0.005299236
30/07/2012,54.87,-0.012496767
27/07/2012,55.56,0.033492013
26/07/2012,53.73,-0.064503624
25/07/2012,57.31,0.029213372
24/07/2012,55.66,-0.020098498
23/07/2012,56.79,-0.005093539
20/07/2012,57.08,-0.040345357
19/07/2012,59.43,-0.007209353
18/07/2012,59.86,0.013962713
17/07/2012,59.03,0.016913361
16/07/2012,58.04,0.00345185
13/07/2012,57.84,0.001730404
12/07/2012,57.74,-0.002421728
11/07/2012,57.88,0.003981655
10/07/2012,57.65,-0.005017746
09/07/2012,57.94,-0.033769222
06/07/2012,59.93,-0.022602628
05/07/2012,61.3,-0.003257332
03/07/2012,61.5,0.013917539
02/07/2012,60.65,-0.001976611
29/06/2012,60.77,0.029558802
28/06/2012,59,-0.014303988
27/06/2012,59.85,0.019572077
26/06/2012,58.69,0.010792396
25/06/2012,58.06,-0.021638122
22/06/2012,59.33,0.004053375
21/06/2012,59.09,-0.032467682
20/06/2012,61.04,-0.003924138
19/06/2012,61.28,0.013471536
18/06/2012,60.46,0.001324065
15/06/2012,60.38,0.016532062
14/06/2012,59.39,0.004725747
