Date,Close,NBR
27/06/2013,15.64,-0.006373508
26/06/2013,15.74,-0.006333143
25/06/2013,15.84,0.034032177
24/06/2013,15.31,-0.023879805
21/06/2013,15.68,0.000637959
20/06/2013,15.67,-0.047969333
19/06/2013,16.44,-0.021661497
18/06/2013,16.8,0.014388737
17/06/2013,16.56,0.04067104
14/06/2013,15.9,-0.021158226
13/06/2013,16.24,0.025570461
12/06/2013,15.83,-0.017533323
11/06/2013,16.11,-0.029359907
10/06/2013,16.59,-0.006009633
07/06/2013,16.69,0.029798495
06/06/2013,16.2,-0.001850139
05/06/2013,16.23,-0.007366516
04/06/2013,16.35,-0.013365934
03/06/2013,16.57,0.034380304
31/05/2013,16.01,-0.031963385
30/05/2013,16.53,-0.007833725
29/05/2013,16.66,-0.007177064
28/05/2013,16.78,0.009580912
24/05/2013,16.62,-0.007791469
23/05/2013,16.75,-0.001193318
22/05/2013,16.77,-0.018316613
21/05/2013,17.08,-0.008163311
20/05/2013,17.22,0.032460802
17/05/2013,16.67,0.036034433
16/05/2013,16.08,0.004362737
15/05/2013,16.01,0.005009403
14/05/2013,15.93,0.011998881
13/05/2013,15.74,-0.023855494
10/05/2013,16.12,-0.006184312
09/05/2013,16.22,0.014281522
08/05/2013,15.99,0.010056653
07/05/2013,15.83,0.006337157
06/05/2013,15.73,0.026410553
03/05/2013,15.32,0.029813404
02/05/2013,14.87,0.015588252
01/05/2013,14.64,-0.010193768
30/04/2013,14.79,0.004065046
29/04/2013,14.73,0.015048164
26/04/2013,14.51,-0.007552387
25/04/2013,14.62,-0.012236726
24/04/2013,14.8,-0.031262938
23/04/2013,15.27,0.011195375
22/04/2013,15.1,0.018042588
19/04/2013,14.83,-0.008059144
18/04/2013,14.95,0.020270964
17/04/2013,14.65,-0.042758684
16/04/2013,15.29,0.015156798
15/04/2013,15.06,-0.066155739
12/04/2013,16.09,-0.034812676
11/04/2013,16.66,0.01268516
10/04/2013,16.45,0.014697141
09/04/2013,16.21,0.026251507
08/04/2013,15.79,0.000633513
05/04/2013,15.78,0.057382102
04/04/2013,14.9,0.000671366
03/04/2013,14.89,-0.038212818
02/04/2013,15.47,-0.00964948
01/04/2013,15.62,-0.037692904
28/03/2013,16.22,0.004324999
27/03/2013,16.15,0.023176734
26/03/2013,15.78,0.014682677
25/03/2013,15.55,0.009043989
22/03/2013,15.41,-0.012254265
21/03/2013,15.6,-0.004477142
20/03/2013,15.67,-0.019589884
19/03/2013,15.98,-0.040471495
18/03/2013,16.64,-0.03542283
15/03/2013,17.24,0.033021868
14/03/2013,16.68,0.006616565
13/03/2013,16.57,-0.027382663
12/03/2013,17.03,0.027986346
11/03/2013,16.56,-0.001809955
08/03/2013,16.59,0.003623192
07/03/2013,16.53,0.016468808
06/03/2013,16.26,-0.007352974
05/03/2013,16.38,0.015380186
04/03/2013,16.13,-0.019644585
01/03/2013,16.45,-0.018669618
28/02/2013,16.76,0.026603746
27/02/2013,16.32,0.031116387
26/02/2013,15.82,0.015928976
25/02/2013,15.57,-0.048270104
22/02/2013,16.34,-0.001223242
21/02/2013,16.36,-0.018771366
20/02/2013,16.67,-0.076761061
19/02/2013,18,0.017937701
15/02/2013,17.68,-0.01348335
14/02/2013,17.92,0.043336313
13/02/2013,17.16,0.018230437
12/02/2013,16.85,0.025241725
11/02/2013,16.43,-0.008484899
08/02/2013,16.57,0.003627574
07/02/2013,16.51,-0.003023891
06/02/2013,16.56,0.001208459
05/02/2013,16.54,0.017688781
04/02/2013,16.25,-0.036257748
01/02/2013,16.85,0.01073996
31/01/2013,16.67,0.003605773
30/01/2013,16.61,-0.005403796
29/01/2013,16.7,0.00962703
28/01/2013,16.54,-0.005426604
25/01/2013,16.63,0.013317388
24/01/2013,16.41,0.006725797
23/01/2013,16.3,0.029258234
22/01/2013,15.83,0.010158818
18/01/2013,15.67,0.039042044
17/01/2013,15.07,0.026219989
16/01/2013,14.68,-0.008141158
15/01/2013,14.8,0.020478531
14/01/2013,14.5,-0.010291686
11/01/2013,14.65,0.004103973
10/01/2013,14.59,-0.020353484
09/01/2013,14.89,-0.0086928
08/01/2013,15.02,-0.017816374
07/01/2013,15.29,-0.007817629
04/01/2013,15.41,0.026966448
03/01/2013,15,0.01342302
02/01/2013,14.8,0.023932766
31/12/2012,14.45,0.031637085
28/12/2012,14,-0.014184635
27/12/2012,14.2,-0.008415197
26/12/2012,14.32,0.00209717
24/12/2012,14.29,-0.021461537
21/12/2012,14.6,-0.026361783
20/12/2012,14.99,0.018855778
19/12/2012,14.71,0.013689468
18/12/2012,14.51,0.055254847
17/12/2012,13.73,0.001457726
14/12/2012,13.71,-0.010159739
13/12/2012,13.85,-0.047930245
12/12/2012,14.53,-0.006174977
11/12/2012,14.62,-0.002049881
10/12/2012,14.65,0.000682827
07/12/2012,14.64,0.000683294
06/12/2012,14.63,-0.002730377
05/12/2012,14.67,0.007526549
04/12/2012,14.56,0.002062565
03/12/2012,14.53,-0.011632016
30/11/2012,14.7,0.020619287
29/11/2012,14.4,0.013986242
28/11/2012,14.2,0.028573372
27/11/2012,13.8,-0.004338402
26/11/2012,13.86,-0.011477888
23/11/2012,14.02,0.024549969
21/11/2012,13.68,0.010286645
20/11/2012,13.54,-0.011017372
19/11/2012,13.69,0.039483713
16/11/2012,13.16,-0.009077218
15/11/2012,13.28,-0.000752729
14/11/2012,13.29,-0.008988825
13/11/2012,13.41,-0.004464293
12/11/2012,13.47,0.025565302
09/11/2012,13.13,-0.002282238
08/11/2012,13.16,-0.023283065
07/11/2012,13.47,-0.045000335
06/11/2012,14.09,0.015016371
05/11/2012,13.88,0.024062408
02/11/2012,13.55,-0.029092961
01/11/2012,13.95,0.033530838
31/10/2012,13.49,-0.013986242
26/10/2012,13.68,-0.033779712
25/10/2012,14.15,0.012086887
24/10/2012,13.98,-0.01912917
23/10/2012,14.25,-0.018770103
22/10/2012,14.52,-0.025162837
19/10/2012,14.89,-0.033677663
18/10/2012,15.4,0.005208345
17/10/2012,15.32,0.033181544
16/10/2012,14.82,0.028749413
15/10/2012,14.4,-0.008987271
12/10/2012,14.53,-0.009589115
11/10/2012,14.67,0.029749686
10/10/2012,14.24,-0.029749686
09/10/2012,14.67,0.043894194
08/10/2012,14.04,-0.004973367
05/10/2012,14.11,-0.011275666
04/10/2012,14.27,0.042224519
03/10/2012,13.68,-0.023836448
02/10/2012,14.01,-0.002851035
01/10/2012,14.05,0.001424502
28/09/2012,14.03,-0.006394338
27/09/2012,14.12,0.011396135
26/09/2012,13.96,-0.021262318
25/09/2012,14.26,-0.055910948
24/09/2012,15.08,-0.014483466
21/09/2012,15.3,-0.01169604
20/09/2012,15.48,-0.010922049
19/09/2012,15.65,-0.020241045
18/09/2012,15.97,-0.017380947
17/09/2012,16.25,-0.026716829
14/09/2012,16.69,0.034749001
13/09/2012,16.12,0.03857576
12/09/2012,15.51,-0.00898594
11/09/2012,15.65,0.019355443
10/09/2012,15.35,-0.011658163
07/09/2012,15.53,0.025433389
06/09/2012,15.14,0.030173258
05/09/2012,14.69,0.007516264
04/09/2012,14.58,-0.01294737
31/08/2012,14.77,0.004070562
30/08/2012,14.71,-0.008124622
29/08/2012,14.83,-0.008727816
28/08/2012,14.96,-0.015257344
27/08/2012,15.19,-0.020202707
24/08/2012,15.5,-0.007071711
23/08/2012,15.61,-0.029042445
22/08/2012,16.07,-0.008057062
21/08/2012,16.2,-0.00554018
20/08/2012,16.29,0.007393749
17/08/2012,16.17,-0.002470662
16/08/2012,16.21,0.012414809
15/08/2012,16.01,-0.00124844
14/08/2012,16.03,0.0214384
13/08/2012,15.69,0.0297564
10/08/2012,15.23,-0.025924978
09/08/2012,15.63,0.027239038
08/08/2012,15.21,0.032066876
07/08/2012,14.73,0.019191816
06/08/2012,14.45,0.035932009
03/08/2012,13.94,0.039507698
02/08/2012,13.4,-0.025784117
01/08/2012,13.75,-0.006524126
31/07/2012,13.84,-0.052087776
30/07/2012,14.58,0.015900784
27/07/2012,14.35,0.030423287
26/07/2012,13.92,0.038071948
25/07/2012,13.4,-0.045230175
24/07/2012,14.02,-0.009229742
23/07/2012,14.15,-0.009845368
20/07/2012,14.29,-0.00905614
19/07/2012,14.42,-0.002078283
18/07/2012,14.45,0.026649543
17/07/2012,14.07,0.063828042
16/07/2012,13.2,-0.006042314
13/07/2012,13.28,0.021309787
12/07/2012,13,-0.018293193
11/07/2012,13.24,0.017524258
10/07/2012,13.01,-0.05021662
09/07/2012,13.68,-0.022407876
06/07/2012,13.99,-0.040621832
05/07/2012,14.57,-0.015662561
03/07/2012,14.8,0.039274769
02/07/2012,14.23,-0.011875794
29/06/2012,14.4,0.039665256
28/06/2012,13.84,0.024132798
27/06/2012,13.51,0.054766536
26/06/2012,12.79,-0.0015625
25/06/2012,12.81,-0.029232851
22/06/2012,13.19,0.018363179
21/06/2012,12.95,-0.069353167
20/06/2012,13.88,0.012323462
19/06/2012,13.71,0.056257803
18/06/2012,12.96,-0.008451837
15/06/2012,13.07,0.028717534
14/06/2012,12.7,0.003944778
13/06/2012,12.65,-0.027292142
12/06/2012,13,0.013163179
11/06/2012,12.83,-0.041227212
08/06/2012,13.37,-0.017791426
07/06/2012,13.61,-0.008778403
06/06/2012,13.73,0.040124253
05/06/2012,13.19,0.02300715
04/06/2012,12.89,-0.009266476
01/06/2012,13.01,-0.040668255
31/05/2012,13.55,-0.015379285
30/05/2012,13.76,-0.039891329
29/05/2012,14.32,0.035540343
25/05/2012,13.82,-0.002168414
24/05/2012,13.85,-0.030574724
23/05/2012,14.28,0.011267725
22/05/2012,14.12,-0.01196776
21/05/2012,14.29,0.090005868
18/05/2012,13.06,-0.025700583
17/05/2012,13.4,-0.020680205
16/05/2012,13.68,-0.011628038
15/05/2012,13.84,-0.055511265
14/05/2012,14.63,-0.030958058
11/05/2012,15.09,-0.026807751
10/05/2012,15.5,0.016260521
09/05/2012,15.25,-0.011085865
08/05/2012,15.42,-0.005819609
07/05/2012,15.51,0.001290323
04/05/2012,15.49,-0.04851345
03/05/2012,16.26,-0.032075367
02/05/2012,16.79,-0.031078432
01/05/2012,17.32,0.039451687
30/04/2012,16.65,0.021245109
27/04/2012,16.3,-0.019441682
26/04/2012,16.62,-0.020250841
25/04/2012,16.96,0.061398801
24/04/2012,15.95,0.014525042
23/04/2012,15.72,0.000636335
20/04/2012,15.71,-0.008240934
19/04/2012,15.84,0.002528446
18/04/2012,15.8,-0.008194184
17/04/2012,15.93,0.028009469
16/04/2012,15.49,-0.042344399
13/04/2012,16.16,-0.049497128
12/04/2012,16.98,0.050116131
11/04/2012,16.15,0.011208087
10/04/2012,15.97,-0.025959431
09/04/2012,16.39,-0.012731303
05/04/2012,16.6,-0.006604647
04/04/2012,16.71,-0.028320477
03/04/2012,17.19,-0.023571083
02/04/2012,17.6,0.006269613
30/03/2012,17.49,0.019048195
29/03/2012,17.16,-0.017331456
28/03/2012,17.46,-0.018723951
27/03/2012,17.79,-0.054155972
26/03/2012,18.78,-0.025757009
23/03/2012,19.27,0.039698253
22/03/2012,18.52,-0.046937168
21/03/2012,19.41,-0.032939385
20/03/2012,20.06,-0.038146434
19/03/2012,20.84,0.000960154
16/03/2012,20.82,0.016953664
15/03/2012,20.47,0.019734237
14/03/2012,20.07,-0.012871465
13/03/2012,20.33,0.041170473
12/03/2012,19.51,-0.030290049
09/03/2012,20.11,-0.007924757
08/03/2012,20.27,0.024976323
07/03/2012,19.77,-0.00403837
06/03/2012,19.85,-0.038057471
05/03/2012,20.62,-0.044114338
02/03/2012,21.55,-0.021121079
01/03/2012,22.01,0.010504778
29/02/2012,21.78,-0.008230499
28/02/2012,21.96,0.001367054
27/02/2012,21.93,-0.017179446
24/02/2012,22.31,0.013992555
23/02/2012,22,0.010050336
22/02/2012,21.78,0.067419926
21/02/2012,20.36,-0.021380795
17/02/2012,20.8,0.027292142
16/02/2012,20.24,0.039813774
15/02/2012,19.45,0.030803793
14/02/2012,18.86,-0.015781495
13/02/2012,19.16,0.009438979
10/02/2012,18.98,-0.028053788
09/02/2012,19.52,-0.001024066
08/02/2012,19.54,-0.009676673
07/02/2012,19.73,0.002029427
06/02/2012,19.69,0.012778094
03/02/2012,19.44,0.012943489
02/02/2012,19.19,0.02533117
01/02/2012,18.71,0.004821868
31/01/2012,18.62,0.003227544
30/01/2012,18.56,0.03453344
27/01/2012,17.93,0.025417917
26/01/2012,17.48,-0.020385757
25/01/2012,17.84,0.026698547
24/01/2012,17.37,0.010998664
23/01/2012,17.18,0.00994451
20/01/2012,17.01,0.007671917
19/01/2012,16.88,-0.023998811
18/01/2012,17.29,0.037718083
17/01/2012,16.65,-0.046356202
13/01/2012,17.44,-0.036039936
12/01/2012,18.08,-0.035320161
11/01/2012,18.73,-0.050492119
10/01/2012,19.7,0.024147076
09/01/2012,19.23,0.017309638
06/01/2012,18.9,0.006902071
05/01/2012,18.77,0.001599574
04/01/2012,18.74,-0.01483078
03/01/2012,19.02,0.092475086
30/12/2011,17.34,-0.014314587
29/12/2011,17.59,0.010285805
28/12/2011,17.41,-0.042176619
27/12/2011,18.16,-0.004395611
23/12/2011,18.24,-0.001095891
22/12/2011,18.26,0.023830443
21/12/2011,17.83,0.011280435
20/12/2011,17.63,0.082740615
19/12/2011,16.23,-0.030939684
16/12/2011,16.74,0.022350674
15/12/2011,16.37,-0.003049713
14/12/2011,16.42,-0.039993393
13/12/2011,17.09,-0.014522474
12/12/2011,17.34,-0.036244058
09/12/2011,17.98,0.032789823
08/12/2011,17.4,-0.043851883
07/12/2011,18.18,-0.027666533
06/12/2011,18.69,0.019995262
05/12/2011,18.32,0.044650274
02/12/2011,17.52,-0.010221554
01/12/2011,17.7,-0.013468217
30/11/2011,17.94,0.07462264
29/11/2011,16.65,0.003007521
28/11/2011,16.6,0.038064755
25/11/2011,15.98,-0.014907108
23/11/2011,16.22,-0.07252137
22/11/2011,17.44,-0.028266438
21/11/2011,17.94,-0.035590945
18/11/2011,18.59,-0.01653812
17/11/2011,18.9,-0.054568349
16/11/2011,19.96,0.001002506
15/11/2011,19.94,-0.002004009
14/11/2011,19.98,-0.02910193
11/11/2011,20.57,0.04728425
10/11/2011,19.62,0.007161156
09/11/2011,19.48,-0.048594584
08/11/2011,20.45,0.023251109
07/11/2011,19.98,0.039300796
04/11/2011,19.21,0.019979634
03/11/2011,18.83,0.046747642
02/11/2011,17.97,0.053727206
01/11/2011,17.03,-0.073562567
31/10/2011,18.33,-0.03852804
28/10/2011,19.05,0.016940585
27/10/2011,18.73,0.07653401
26/10/2011,17.35,0.093582566
25/10/2011,15.8,-0.029927421
24/10/2011,16.28,0.067327008
21/10/2011,15.22,0.000657246
20/10/2011,15.21,0.032745993
19/10/2011,14.72,-0.04904893
18/10/2011,15.46,0.052451451
17/10/2011,14.67,-0.046612965
14/10/2011,15.37,0.041174475
13/10/2011,14.75,0.006802747
12/10/2011,14.65,0.023481742
11/10/2011,14.31,0
10/10/2011,14.31,0.064212462
07/10/2011,13.42,-0.045876264
06/10/2011,14.05,0.045876264
05/10/2011,13.42,0.085522173
04/10/2011,12.32,0.048222144
03/10/2011,11.74,-0.043340116
30/09/2011,12.26,-0.067033367
29/09/2011,13.11,-0.000762486
28/09/2011,13.12,-0.077694738
27/09/2011,14.18,-0.044145099
26/09/2011,14.82,0.051932749
23/09/2011,14.07,-0.019705071
22/09/2011,14.35,-0.085442202
21/09/2011,15.63,-0.071591327
20/09/2011,16.79,-0.043130228
19/09/2011,17.53,-0.03640839
16/09/2011,18.18,-0.017448643
15/09/2011,18.5,0.027398974
14/09/2011,18,0.024178856
13/09/2011,17.57,0.011448322
12/09/2011,17.37,0.033961109
09/09/2011,16.79,-0.055602045
08/09/2011,17.75,-0.027231469
07/09/2011,18.24,0.061035891
06/09/2011,17.16,-0.024180798
02/09/2011,17.58,-0.045045146
01/09/2011,18.39,-0.00271518
31/08/2011,18.44,0
30/08/2011,18.44,-0.003788908
29/08/2011,18.51,0.044746487
26/08/2011,17.7,0.035656451
25/08/2011,17.08,-0.014530915
24/08/2011,17.33,0.006948494
23/08/2011,17.21,0.050651279
22/08/2011,16.36,-0.004269601
19/08/2011,16.43,-0.051597569
18/08/2011,17.3,-0.098981834
17/08/2011,19.1,0.006829551
16/08/2011,18.97,-0.051872989
15/08/2011,19.98,0.041907001
12/08/2011,19.16,0.015781495
11/08/2011,18.86,0.032330402
10/08/2011,18.26,-0.050718102
09/08/2011,19.21,0.061731429
08/08/2011,18.06,-0.142694707
05/08/2011,20.83,-0.060087921
04/08/2011,22.12,-0.11798394
03/08/2011,24.89,-0.012774625
02/08/2011,25.21,-0.040044223
01/08/2011,26.24,-0.006457762
29/07/2011,26.41,-0.016895465
28/07/2011,26.86,0.016138462
27/07/2011,26.43,-0.026140398
26/07/2011,27.13,0.0051737
25/07/2011,26.99,-0.021261798
22/07/2011,27.57,0.013143672
21/07/2011,27.21,0.014436675
20/07/2011,26.82,-0.002234638
19/07/2011,26.88,0.031748698
18/07/2011,26.04,-0.010695289
15/07/2011,26.32,0.076976239
14/07/2011,24.37,0.002465079
13/07/2011,24.31,0.02710193
12/07/2011,23.66,-0.007998359
11/07/2011,23.85,-0.024027668
08/07/2011,24.43,-0.019858809
07/07/2011,24.92,0.01251783
06/07/2011,24.61,0.00121976
05/07/2011,24.58,-0.011729154
01/07/2011,24.87,0.009291119
30/06/2011,24.64,0.020086759
29/06/2011,24.15,0.009987599
28/06/2011,23.91,0.047097745
27/06/2011,22.81,-0.0100328
24/06/2011,23.04,-0.036646623
23/06/2011,23.9,-0.008748233
22/06/2011,24.11,0.009585404
21/06/2011,23.88,0.012218395
20/06/2011,23.59,-0.018480156
17/06/2011,24.03,-0.037570772
16/06/2011,24.95,-0.007984074
15/06/2011,25.15,-0.021633095
14/06/2011,25.7,0.027215247
13/06/2011,25.01,-0.043808335
10/06/2011,26.13,-0.029042207
09/06/2011,26.9,0.028277096
08/06/2011,26.15,-0.004197678
07/06/2011,26.26,0.011875259
06/06/2011,25.95,-0.056194558
03/06/2011,27.45,-0.002183407
02/06/2011,27.51,0.026520891
01/06/2011,26.79,-0.040239518
31/05/2011,27.89,0.009728054
27/05/2011,27.62,0.004354143
26/05/2011,27.5,-0.008328855
25/05/2011,27.73,0.027789722
24/05/2011,26.97,0.021361127
23/05/2011,26.4,-0.016901811
20/05/2011,26.85,0.000745157
19/05/2011,26.83,0.003360093
18/05/2011,26.74,0.036561574
17/05/2011,25.78,-0.022248712
16/05/2011,26.36,-0.014312862
13/05/2011,26.74,0
12/05/2011,26.74,-0.007080335
11/05/2011,26.93,-0.050327362
10/05/2011,28.32,0.006376217
09/05/2011,28.14,0.026649038
06/05/2011,27.4,-0.008720986
05/05/2011,27.64,-0.021121243
04/05/2011,28.23,-0.025184962
03/05/2011,28.95,-0.030949588
02/05/2011,29.86,-0.025786553
29/04/2011,30.64,0.01148872
28/04/2011,30.29,-0.011815037
27/04/2011,30.65,-0.044976485
26/04/2011,32.06,0.01192358
25/04/2011,31.68,-0.00786044
21/04/2011,31.93,-0.001564701
20/04/2011,31.98,0.028867984
19/04/2011,31.07,0.002255519
18/04/2011,31,-0.010908032
15/04/2011,31.34,0.023568484
14/04/2011,30.61,0.028161543
13/04/2011,29.76,0.011490495
12/04/2011,29.42,-0.047137834
11/04/2011,30.84,-0.023077947
08/04/2011,31.56,0.034163812
07/04/2011,30.5,0.016862691
06/04/2011,29.99,-0.018827972
05/04/2011,30.56,0.012181221
04/04/2011,30.19,-0.006273753
01/04/2011,30.38,0
31/03/2011,30.38,0.0102565
30/03/2011,30.07,0.007678222
29/03/2011,29.84,0.014855101
28/03/2011,29.4,-0.00576566
25/03/2011,29.57,0.02361102
24/03/2011,28.88,0.030587725
23/03/2011,28.01,0.029344616
22/03/2011,27.2,-0.016047026
21/03/2011,27.64,0.03385165
18/03/2011,26.72,-0.021474354
17/03/2011,27.3,0.049174854
16/03/2011,25.99,-0.019055455
15/03/2011,26.49,-0.02313536
14/03/2011,27.11,0.005548377
11/03/2011,26.96,0.032035903
10/03/2011,26.11,-0.042735138
09/03/2011,27.25,-0.004028572
08/03/2011,27.36,-0.00800878
07/03/2011,27.58,-0.024356505
04/03/2011,28.26,0.001770852
03/03/2011,28.21,0.007829221
02/03/2011,27.99,0.024594368
01/03/2011,27.31,-0.041597966
28/02/2011,28.47,0.004576667
25/02/2011,28.34,0.024648506
24/02/2011,27.65,-0.024295586
23/02/2011,28.33,0.01924507
22/02/2011,27.79,-0.013226288
18/02/2011,28.16,0.017192401
17/02/2011,27.68,0.034549559
16/02/2011,26.74,0.030759972
15/02/2011,25.93,-0.019477415
14/02/2011,26.44,0.027997994
11/02/2011,25.71,0.001946662
10/02/2011,25.66,0.022463999
09/02/2011,25.09,-0.024410661
08/02/2011,25.71,-0.005043658
07/02/2011,25.84,0.005432687
04/02/2011,25.7,-0.007365802
03/02/2011,25.89,0.020683664
02/02/2011,25.36,0.02112053
01/02/2011,24.83,0.017469467
31/01/2011,24.4,0.02321829
28/01/2011,23.84,-0.018288124
