Date,Close,STI
03/05/2013,29.37,0.007518832
02/05/2013,29.15,0.007230192
01/05/2013,28.94,-0.010654852
30/04/2013,29.25,-0.002731309
29/04/2013,29.33,0.0095924
26/04/2013,29.05,-0.007544617
25/04/2013,29.27,0.010302289
24/04/2013,28.97,0.023399007
23/04/2013,28.3,0.011729297
22/04/2013,27.97,-0.012082592
19/04/2013,28.31,0.035596064
18/04/2013,27.32,-0.010558991
17/04/2013,27.61,-0.013311943
16/04/2013,27.98,0.003939128
15/04/2013,27.87,-0.032477263
12/04/2013,28.79,-0.006577832
11/04/2013,28.98,-0.005505864
10/04/2013,29.14,0.007924245
09/04/2013,28.91,0.009383214
08/04/2013,28.64,0.02117228
05/04/2013,28.04,0.022724152
04/04/2013,27.41,0.001825818
03/04/2013,27.36,-0.016313575
02/04/2013,27.81,-0.016759173
01/04/2013,28.28,-0.018567708
28/03/2013,28.81,0.009415937
27/03/2013,28.54,-0.006983269
26/03/2013,28.74,0.008034978
25/03/2013,28.51,0.009869661
22/03/2013,28.23,-0.002123143
21/03/2013,28.29,-0.012295957
20/03/2013,28.64,0.002797205
19/03/2013,28.56,-0.008715412
18/03/2013,28.81,-0.008640109
15/03/2013,29.06,-0.019087151
14/03/2013,29.62,-0.000337553
13/03/2013,29.63,0.005753951
12/03/2013,29.46,-0.009123226
11/03/2013,29.73,0.012864091
08/03/2013,29.35,0.027285409
07/03/2013,28.56,0.013749556
06/03/2013,28.17,0.006053072
05/03/2013,28,-0.000714031
04/03/2013,28.02,0.016916005
01/03/2013,27.55,-0.001450853
28/02/2013,27.59,-0.004700786
27/02/2013,27.72,0.011246264
26/02/2013,27.41,0.010636447
25/02/2013,27.12,-0.028355226
22/02/2013,27.9,0.015896288
21/02/2013,27.46,-0.004360472
20/02/2013,27.58,-0.003980465
19/02/2013,27.69,-0.01540973
15/02/2013,28.12,-0.023547038
14/02/2013,28.79,-0.005196617
13/02/2013,28.94,-0.016449994
12/02/2013,29.42,0.002382169
11/02/2013,29.35,0.003412973
08/02/2013,29.25,0.014463062
07/02/2013,28.83,0.003126631
06/02/2013,28.74,-0.000695652
05/02/2013,28.76,0.002436903
04/02/2013,28.69,-0.014189544
01/02/2013,29.1,0.025405925
31/01/2013,28.37,-0.005623916
30/01/2013,28.53,-0.012539349
29/01/2013,28.89,-0.013067586
28/01/2013,29.27,-0.002729446
25/01/2013,29.35,-0.001702128
24/01/2013,29.4,0.0102565
23/01/2013,29.1,-0.001373627
22/01/2013,29.14,0
18/01/2013,29.14,-0.014648533
17/01/2013,29.57,0.011564755
16/01/2013,29.23,0.011700065
15/01/2013,28.89,0.028081873
14/01/2013,28.09,-0.007801458
11/01/2013,28.31,-0.010191619
10/01/2013,28.6,-0.003838776
09/01/2013,28.71,-0.009360443
08/01/2013,28.98,0.000345125
07/01/2013,28.97,-0.015413903
04/01/2013,29.42,0.027219596
03/01/2013,28.63,-0.021766276
02/01/2013,29.26,0.031594365
31/12/2012,28.35,0.019950786
28/12/2012,27.79,-0.00717106
27/12/2012,27.99,-0.000357207
26/12/2012,28,0.000357207
24/12/2012,27.99,-0.009953868
21/12/2012,28.27,-0.02445964
20/12/2012,28.97,0.014253674
19/12/2012,28.56,0.003507545
18/12/2012,28.46,0.022025757
17/12/2012,27.84,0.028047732
14/12/2012,27.07,-0.00479087
13/12/2012,27.2,-0.020739328
12/12/2012,27.77,0.006502913
11/12/2012,27.59,0.014236415
10/12/2012,27.2,0.000735565
07/12/2012,27.18,0.017817843
06/12/2012,26.7,0.00375235
05/12/2012,26.6,0.012864347
04/12/2012,26.26,-0.013991531
03/12/2012,26.63,-0.019338647
30/11/2012,27.15,0.004799714
29/11/2012,27.02,0.004822862
28/11/2012,26.89,0.003352583
27/11/2012,26.8,-0.015182665
26/11/2012,27.21,-0.009873915
23/11/2012,27.48,0.02505658
21/11/2012,26.8,-0.022141126
20/11/2012,27.4,0.015076586
19/11/2012,26.99,0.036600954
16/11/2012,26.02,0.007716088
15/11/2012,25.82,0.014826647
14/11/2012,25.44,-0.028290978
13/11/2012,26.17,-0.014039312
12/11/2012,26.54,-0.000753296
09/11/2012,26.56,0.006421174
08/11/2012,26.39,-0.006797609
07/11/2012,26.57,-0.0427321
06/11/2012,27.73,0.020769557
05/11/2012,27.16,0.000736648
02/11/2012,27.14,-0.014630839
01/11/2012,27.54,0.01242252
31/10/2012,27.2,0.003683245
26/10/2012,27.1,-0.005152753
25/10/2012,27.24,0.006260378
24/10/2012,27.07,-0.006260378
23/10/2012,27.24,-0.015662313
22/10/2012,27.67,-0.034106325
19/10/2012,28.63,-0.012495824
18/10/2012,28.99,-0.012682261
17/10/2012,29.36,0.027976268
16/10/2012,28.55,-0.019081238
15/10/2012,29.1,-0.00240261
12/10/2012,29.17,-0.03436996
11/10/2012,30.19,0.017711407
10/10/2012,29.66,-0.020357786
09/10/2012,30.27,0.016991913
08/10/2012,29.76,-0.018312481
05/10/2012,30.31,0.01128081
04/10/2012,29.97,0.023292192
03/10/2012,29.28,0.02244957
02/10/2012,28.63,0.005253033
01/10/2012,28.48,0.007400915
28/09/2012,28.27,0.000353794
27/09/2012,28.26,0.008885788
26/09/2012,28.01,-0.006760389
25/09/2012,28.2,-0.030728675
24/09/2012,29.08,0.022605727
21/09/2012,28.43,-0.011888252
20/09/2012,28.77,-0.0089966
19/09/2012,29.03,0.011781148
18/09/2012,28.69,-0.015563171
17/09/2012,29.14,-0.026081072
14/09/2012,29.91,0.035389879
13/09/2012,28.87,0.027389353
12/09/2012,28.09,0.018322769
11/09/2012,27.58,-0.001811267
10/09/2012,27.63,0.004716134
07/09/2012,27.5,0.030271784
06/09/2012,26.68,0.047198478
05/09/2012,25.45,-0.006267157
04/09/2012,25.61,0.017330091
31/08/2012,25.17,0.007977705
30/08/2012,24.97,-0.005192742
29/08/2012,25.1,0.0124275
28/08/2012,24.79,-0.016006744
27/08/2012,25.19,0.003579244
24/08/2012,25.1,0.007598517
23/08/2012,24.91,-0.011574665
22/08/2012,25.2,-0.003169575
21/08/2012,25.28,-0.006702174
20/08/2012,25.45,-0.001570475
17/08/2012,25.49,0.009064101
16/08/2012,25.26,0.009546612
15/08/2012,25.02,0.002000401
14/08/2012,24.97,0.003208988
13/08/2012,24.89,0.002413517
10/08/2012,24.83,0.005249356
09/08/2012,24.7,0.01304012
08/08/2012,24.38,0.003286774
07/08/2012,24.3,0.011173301
06/08/2012,24.03,-0.002493767
03/08/2012,24.09,0.037213596
02/08/2012,23.21,-0.019625203
01/08/2012,23.67,0.000845309
31/07/2012,23.65,0.004237294
30/07/2012,23.55,-0.009719071
27/07/2012,23.78,0.01568161
26/07/2012,23.41,0.027719401
25/07/2012,22.77,0.000878735
24/07/2012,22.75,-0.008316966
23/07/2012,22.94,-0.024969011
20/07/2012,23.52,-0.030153038
19/07/2012,24.24,-0.020417206
18/07/2012,24.74,-0.007650531
17/07/2012,24.93,0.00240964
16/07/2012,24.87,0.004836769
13/07/2012,24.75,0.0416641
12/07/2012,23.74,-0.019604382
11/07/2012,24.21,0.020868871
10/07/2012,23.71,-0.006306517
09/07/2012,23.86,-0.014975321
06/07/2012,24.22,-0.007814146
05/07/2012,24.41,-0.010595046
03/07/2012,24.67,-0.000810373
02/07/2012,24.69,0.018806769
29/06/2012,24.23,0.039138174
28/06/2012,23.3,0.005163523
27/06/2012,23.18,0.0196042
26/06/2012,22.73,0.026751484
25/06/2012,22.13,-0.039429249
22/06/2012,23.02,0.017971117
21/06/2012,22.61,-0.035198072
20/06/2012,23.42,0.006425381
19/06/2012,23.27,0.033205322
18/06/2012,22.51,0.003560306
15/06/2012,22.43,0.013465194
14/06/2012,22.13,0.005891701
13/06/2012,22,0.014652277
12/06/2012,21.68,0.003234006
11/06/2012,21.61,-0.026034811
08/06/2012,22.18,0.018658107
07/06/2012,21.77,0.002759891
06/06/2012,21.71,0.025660377
05/06/2012,21.16,0.002839567
04/06/2012,21.1,-0.035385442
01/06/2012,21.86,-0.047351409
31/05/2012,22.92,0.033269868
30/05/2012,22.17,-0.02450557
29/05/2012,22.72,0.010174828
25/05/2012,22.49,-0.007971699
24/05/2012,22.67,-0.007908653
23/05/2012,22.85,0.014103363
22/05/2012,22.53,0.009812746
21/05/2012,22.31,0.026801513
18/05/2012,21.72,-0.020506529
17/05/2012,22.17,-0.024945614
16/05/2012,22.73,-0.001758242
15/05/2012,22.77,-0.010485024
14/05/2012,23.01,-0.029546144
11/05/2012,23.7,0.004652155
10/05/2012,23.59,0.021856452
09/05/2012,23.08,-0.023973751
08/05/2012,23.64,-0.014696884
07/05/2012,23.99,0.010054546
04/05/2012,23.75,-0.02289382
03/05/2012,24.3,-0.000411438
02/05/2012,24.31,-0.00451468
01/05/2012,24.42,0.005749502
30/04/2012,24.28,-0.021190687
27/04/2012,24.8,0.015441184
26/04/2012,24.42,0.006573565
25/04/2012,24.26,0.024198094
24/04/2012,23.68,0.019186263
23/04/2012,23.23,0.027494641
20/04/2012,22.6,-0.006175582
19/04/2012,22.74,-0.014407584
18/04/2012,23.07,-0.010349381
17/04/2012,23.31,0.020806993
16/04/2012,22.83,0.011010902
13/04/2012,22.58,-0.042061262
12/04/2012,23.55,0.013250888
11/04/2012,23.24,0.017361547
10/04/2012,22.84,-0.019081238
09/04/2012,23.28,-0.032956088
05/04/2012,24.06,0.001663894
04/04/2012,24.02,-0.018561061
03/04/2012,24.47,0.007794911
02/04/2012,24.28,0.004540771
30/03/2012,24.17,0.000827815
29/03/2012,24.15,-0.005780363
28/03/2012,24.29,0.016186284
27/03/2012,23.9,-0.004175371
26/03/2012,24,0.01131376
23/03/2012,23.73,0.004222979
22/03/2012,23.63,-0.03574778
21/03/2012,24.49,-0.00651203
20/03/2012,24.65,0.004472461
19/03/2012,24.54,0.006541315
16/03/2012,24.38,-0.004501747
15/03/2012,24.49,0.03659452
14/03/2012,23.61,0.044605792
13/03/2012,22.58,0.031491581
12/03/2012,21.88,-0.024826371
09/03/2012,22.43,0.00805734
08/03/2012,22.25,0.016769031
07/03/2012,21.88,0.015661306
06/03/2012,21.54,-0.030180617
05/03/2012,22.2,-0.031481208
02/03/2012,22.91,-0.005224217
01/03/2012,23.03,0.003044142
29/02/2012,22.96,-0.012551561
28/02/2012,23.25,0.017354015
27/02/2012,22.85,0.024364439
24/02/2012,22.3,-0.000896459
23/02/2012,22.32,0.007645641
22/02/2012,22.15,-0.038091408
21/02/2012,23.01,0.014004605
17/02/2012,22.69,0.005745872
16/02/2012,22.56,0.031062592
15/02/2012,21.87,0.009187019
14/02/2012,21.67,-0.0277606
13/02/2012,22.28,0.011284254
10/02/2012,22.03,-0.025544745
09/02/2012,22.6,0.015607898
08/02/2012,22.25,0.002700272
07/02/2012,22.19,0.004064128
06/02/2012,22.1,-0.008111807
03/02/2012,22.28,0.044512969
02/02/2012,21.31,0.012751058
01/02/2012,21.04,0.022591684
31/01/2012,20.57,0.001946473
30/01/2012,20.53,-0.003889164
27/01/2012,20.61,0.005351509
26/01/2012,20.5,-0.053193926
25/01/2012,21.62,0.015381333
24/01/2012,21.29,0.003293346
23/01/2012,21.22,-0.003293346
20/01/2012,21.29,0.050576634
19/01/2012,20.24,-0.035908759
18/01/2012,20.98,0.017793208
17/01/2012,20.61,-0.009176592
13/01/2012,20.8,-0.011947573
12/01/2012,21.05,-0.000474947
11/01/2012,21.06,0.028415107
10/01/2012,20.47,0.019734237
09/01/2012,20.07,0.016072671
06/01/2012,19.75,0.004567377
05/01/2012,19.66,0.052203919
04/01/2012,18.66,0.007530966
03/01/2012,18.52,0.04528659
30/12/2011,17.7,-0.001129306
29/12/2011,17.72,0.030366126
28/12/2011,17.19,-0.020726131
27/12/2011,17.55,-0.011331566
23/12/2011,17.75,0.005649733
22/12/2011,17.65,0.04046795
21/12/2011,16.95,0.004730937
20/12/2011,16.87,0.065526957
19/12/2011,15.8,-0.042137584
16/12/2011,16.48,-0.011463172
15/12/2011,16.67,0.013893307
14/12/2011,16.44,0.004266998
13/12/2011,16.37,-0.028306617
12/12/2011,16.84,-0.02231449
09/12/2011,17.22,-0.004635003
08/12/2011,17.3,-0.051264392
07/12/2011,18.21,0.009933857
06/12/2011,18.03,-0.066512445
05/12/2011,19.27,0.037002107
02/12/2011,18.57,0.031731327
01/12/2011,17.99,-0.007751977
30/11/2011,18.13,0.067890336
29/11/2011,16.94,0.005327032
28/11/2011,16.85,0.019173745
25/11/2011,16.53,0.005459522
23/11/2011,16.44,-0.057327364
22/11/2011,17.41,-0.013124297
21/11/2011,17.64,-0.025190249
18/11/2011,18.09,0.01223597
17/11/2011,17.87,-0.010576219
16/11/2011,18.06,-0.022448246
15/11/2011,18.47,-0.008088478
14/11/2011,18.62,-0.034832017
11/11/2011,19.28,0.019906367
10/11/2011,18.9,0.004241788
09/11/2011,18.82,-0.069771881
08/11/2011,20.18,0.029672783
07/11/2011,19.59,0.005117718
04/11/2011,19.49,-0.016790015
03/11/2011,19.82,0.014227882
02/11/2011,19.54,0.041269894
01/11/2011,18.75,-0.050946568
31/10/2011,19.73,-0.044606007
28/10/2011,20.63,-0.018252188
27/10/2011,21.01,0.080241046
26/10/2011,19.39,0.032497619
25/10/2011,18.77,-0.044289604
24/10/2011,19.62,0.055002079
21/10/2011,18.57,-0.033883601
20/10/2011,19.21,0.022106163
19/10/2011,18.79,-0.030916793
18/10/2011,19.38,0.068882307
17/10/2011,18.09,-0.05118273
14/10/2011,19.04,0
13/10/2011,19.04,-0.018731037
12/10/2011,19.4,0.029821723
11/10/2011,18.83,-0.001591935
10/10/2011,18.86,0.038923833
07/10/2011,18.14,-0.053138339
06/10/2011,19.13,0.061997754
05/10/2011,17.98,0.010061572
04/10/2011,17.8,0.037200284
03/10/2011,17.15,-0.045591941
30/09/2011,17.95,-0.041468025
29/09/2011,18.71,0.037021103
28/09/2011,18.03,-0.036486487
27/09/2011,18.7,0.019984462
26/09/2011,18.33,0.077091983
23/09/2011,16.97,0.00176939
22/09/2011,16.94,-0.038221213
21/09/2011,17.6,-0.075486891
20/09/2011,18.98,-0.009438979
19/09/2011,19.16,-0.03889948
16/09/2011,19.92,-0.008995563
15/09/2011,20.1,0.026211178
14/09/2011,19.58,0.027441536
13/09/2011,19.05,0.020149144
12/09/2011,18.67,0.022752878
09/09/2011,18.25,-0.042902022
08/09/2011,19.05,-0.031519013
07/09/2011,19.66,0.070047053
06/09/2011,18.33,0.00601917
02/09/2011,18.22,-0.059655598
01/09/2011,19.34,-0.028544242
31/08/2011,19.9,0.009086383
30/08/2011,19.72,-0.00505818
29/08/2011,19.82,0.053366715
26/08/2011,18.79,0.010701012
25/08/2011,18.59,-0.002149383
24/08/2011,18.63,0.028861246
23/08/2011,18.1,0.052166022
22/08/2011,17.18,0.015840754
19/08/2011,16.91,-0.046224289
18/08/2011,17.71,-0.072412578
17/08/2011,19.04,0.001576873
16/08/2011,19.01,-0.019792313
15/08/2011,19.39,0.057310111
12/08/2011,18.31,-0.018934837
11/08/2011,18.66,0.053382687
10/08/2011,17.69,-0.121732265
09/08/2011,19.98,0.075340733
08/08/2011,18.53,-0.149126903
05/08/2011,21.51,-0.015225208
04/08/2011,21.84,-0.062131781
03/08/2011,23.24,0.006042314
02/08/2011,23.1,-0.051877539
01/08/2011,24.33,-0.006554714
29/07/2011,24.49,-0.00529425
28/07/2011,24.62,-0.00121778
27/07/2011,24.65,-0.036642889
26/07/2011,25.57,-0.009342224
25/07/2011,25.81,-0.005409596
22/07/2011,25.95,0.008513983
21/07/2011,25.73,0.032388297
20/07/2011,24.91,0.016188132
19/07/2011,24.51,0.023112874
18/07/2011,23.95,-0.028402815
15/07/2011,24.64,0
14/07/2011,24.64,-0.018895035
13/07/2011,25.11,0.006793233
12/07/2011,24.94,0.003615188
11/07/2011,24.85,-0.032465242
08/07/2011,25.67,-0.022723874
07/07/2011,26.26,0.019612242
06/07/2011,25.75,-0.004649369
05/07/2011,25.87,-0.02065873
01/07/2011,26.41,0.023368234
30/06/2011,25.8,0.003494471
29/06/2011,25.71,0.027604276
28/06/2011,25.01,-0.005184458
27/06/2011,25.14,0.005584378
24/06/2011,25,-0.001199281
23/06/2011,25.03,-0.01428029
22/06/2011,25.39,-0.019887573
21/06/2011,25.9,-0.001157631
20/06/2011,25.93,-0.009595161
17/06/2011,26.18,0.030640365
16/06/2011,25.39,-0.000787402
15/06/2011,25.41,-0.021028812
14/06/2011,25.95,0.016709151
13/06/2011,25.52,0.01341243
10/06/2011,25.18,-0.013804203
09/06/2011,25.53,0.01579188
08/06/2011,25.13,-0.013046242
07/06/2011,25.46,0.002753197
06/06/2011,25.39,-0.017955205
03/06/2011,25.85,-0.016878038
02/06/2011,26.29,-0.001140468
01/06/2011,26.32,-0.066507516
31/05/2011,28.13,0.004989319
27/05/2011,27.99,0.014756431
26/05/2011,27.58,0.00800878
25/05/2011,27.36,0.009179429
24/05/2011,27.11,-0.00331431
23/05/2011,27.2,-0.025051228
20/05/2011,27.89,-0.031064976
19/05/2011,28.77,0.006276171
18/05/2011,28.59,0.010195202
17/05/2011,28.3,0.022513011
16/05/2011,27.67,0.007254294
13/05/2011,27.47,-0.022675076
12/05/2011,28.1,-0.007445523
11/05/2011,28.31,-0.009142117
10/05/2011,28.57,0.013389911
09/05/2011,28.19,0.000709723
06/05/2011,28.17,0.005339041
05/05/2011,28.02,-0.015581052
04/05/2011,28.46,-0.00420758
03/05/2011,28.58,0.009138904
02/05/2011,28.32,0.004600964
29/04/2011,28.19,0.004265915
28/04/2011,28.07,0.015075662
27/04/2011,27.65,0.005439723
26/04/2011,27.5,-0.007246409
25/04/2011,27.7,0.021898685
21/04/2011,27.1,-0.019368411
20/04/2011,27.63,-0.005774105
19/04/2011,27.79,-0.003233342
18/04/2011,27.88,-0.009282466
15/04/2011,28.14,-0.001775253
14/04/2011,28.19,-0.028328525
13/04/2011,29,-0.020478531
12/04/2011,29.6,0.003045172
11/04/2011,29.51,-0.004732936
08/04/2011,29.65,-0.007727235
07/04/2011,29.88,0
06/04/2011,29.88,0.022678244
05/04/2011,29.21,-0.00478143
04/04/2011,29.35,0.005123837
01/04/2011,29.2,0.012405397
31/03/2011,28.84,-0.012747804
30/03/2011,29.21,-0.003758761
29/03/2011,29.32,0.007531703
28/03/2011,29.1,-0.003772942
25/03/2011,29.21,0.003429359
24/03/2011,29.11,0.00516619
23/03/2011,28.96,-0.007225216
22/03/2011,29.17,-0.00785389
21/03/2011,29.4,-0.006441792
18/03/2011,29.59,0.046343009
17/03/2011,28.25,0.00996095
16/03/2011,27.97,-0.015608689
15/03/2011,28.41,-0.008412247
14/03/2011,28.65,-0.012142387
11/03/2011,29,0.014588657
10/03/2011,28.58,-0.028287502
09/03/2011,29.4,-0.017866648
08/03/2011,29.93,0.035019727
07/03/2011,28.9,-0.017153079
04/03/2011,29.4,-0.024858519
03/03/2011,30.14,0.025879448
02/03/2011,29.37,-0.001361007
01/03/2011,29.41,-0.025513301
28/02/2011,30.17,-0.021315777
25/02/2011,30.82,0.028968451
24/02/2011,29.94,-0.022458011
23/02/2011,30.62,0.001634254
22/02/2011,30.57,-0.037558579
18/02/2011,31.74,0.002839567
17/02/2011,31.65,-0.021875872
16/02/2011,32.35,-0.007391472
15/02/2011,32.59,0.007391472
14/02/2011,32.35,-0.00554872
11/02/2011,32.53,0.029322126
10/02/2011,31.59,-0.011957348
09/02/2011,31.97,-0.009340043
08/02/2011,32.27,0.012786702
07/02/2011,31.86,0.011363759
04/02/2011,31.5,-0.00031741
03/02/2011,31.51,0.023114994
02/02/2011,30.79,-0.016747573
01/02/2011,31.31,0.028508571
31/01/2011,30.43,0.028330507
28/01/2011,29.58,-0.018090946
27/01/2011,30.12,0.027260648
